	OrthologID	Coccidioides_immitis	Saccharomyces_cerevisiae
2728	OG0002728	XP_001248041.1	YNL287W
2729	OG0002729	XP_001248042.1	YOR281C
2730	OG0002730	XP_001248051.2	YHR186C
2731	OG0002731	XP_001248066.1	YPL098C
2732	OG0002732	XP_001248070.1	YPR166C
2733	OG0002733	XP_001248071.1	YML081C-A
2734	OG0002734	XP_001248073.2	YKL155C
2735	OG0002735	XP_001248077.1	YOL142W
2736	OG0002736	XP_001248080.1	YHR064C
2737	OG0002737	XP_001248084.1	YOR336W
2738	OG0002738	XP_001248086.2	YIR027C
2739	OG0002739	XP_001248094.1	YGR078C
2740	OG0002740	XP_001248095.2	YLR189C
2741	OG0002741	XP_001248108.1	YOL022C
2742	OG0002742	XP_001248112.2	YLL035W
2743	OG0002743	XP_001248114.1	YLR058C
2744	OG0002744	XP_001248117.1	YLR200W
2745	OG0002745	XP_001248118.1	YPR173C
2746	OG0002746	XP_001248121.1	YOR289W
2747	OG0002747	XP_001248123.1	YNL262W
2748	OG0002748	XP_001248124.2	YDR231C
2749	OG0002749	XP_001248126.1	YLR197W
2750	OG0002750	XP_001248128.1	YDR188W
2751	OG0002751	XP_001248129.1	YMR127C
2752	OG0002752	XP_001248131.1	YCR024C
2753	OG0002753	XP_001248145.2	YOL075C
2754	OG0002754	XP_001248148.1	YHR098C
2755	OG0002755	XP_001248153.2	YLR115W
2756	OG0002756	XP_001248157.1	YNL051W
2757	OG0002757	XP_001248158.1	YJL004C
2758	OG0002758	XP_001248159.1	YMR244C-A
2759	OG0002759	XP_001248160.2	YPL190C
2760	OG0002760	XP_001248161.2	YOL114C
2761	OG0002761	XP_001248162.1	YDR449C
2762	OG0002762	XP_001248163.1	YCR017C
2763	OG0002763	XP_001248166.1	YOL090W
2764	OG0002764	XP_001248171.1	YKL053C-A
2765	OG0002765	XP_001248172.1	YOR001W
2766	OG0002766	XP_001248178.1	YMR079W
2767	OG0002767	XP_001248179.1	YPL233W
2768	OG0002768	XP_001248182.1	YPR051W
2769	OG0002769	XP_001248196.1	YKL070W
2770	OG0002770	XP_001248207.1	YLR009W
2771	OG0002771	XP_001248208.1	YLR008C
2772	OG0002772	XP_001248210.2	YHR030C
2773	OG0002773	XP_001248217.1	YER065C
2774	OG0002774	XP_001248223.1	YDR001C
2775	OG0002775	XP_001248253.1	YHL013C
2776	OG0002776	XP_001248259.1	YBR043C
2777	OG0002777	XP_001248263.1	YHR073W
2778	OG0002778	XP_001248264.2	YHR069C
2779	OG0002779	XP_001248266.2	YLL063C
2780	OG0002780	XP_001248270.1	YNL175C
2781	OG0002781	XP_001248276.1	YDR074W
2782	OG0002782	XP_001248284.2	YKR030W
2783	OG0002783	XP_001248294.2	YFR047C
2784	OG0002784	XP_001248303.2	YKR031C
2785	OG0002785	XP_001248308.1	YGL103W
2786	OG0002786	XP_001248309.2	YPL008W
2787	OG0002787	XP_001248314.1	YFL044C
2788	OG0002788	XP_001248316.1	YLR272C
2789	OG0002789	XP_001248317.2	YDL017W
2790	OG0002790	XP_001248329.1	YGL143C
2791	OG0002791	XP_001248330.2	YBR291C
2792	OG0002792	XP_001248331.1	YDL160C
2793	OG0002793	XP_001248332.1	YLR383W
2794	OG0002794	XP_001248333.2	YFR044C
2795	OG0002795	XP_001248334.1	YKR085C
2796	OG0002796	XP_001248337.1	YGR090W
2797	OG0002797	XP_001248338.1	YMR129W
2798	OG0002798	XP_001248359.1	YDR148C
2799	OG0002799	XP_001248361.1	YBL003C
2800	OG0002800	XP_001248363.1	YNL223W
2801	OG0002801	XP_001248386.2	YKR081C
2802	OG0002802	XP_001248388.2	YHR062C
2803	OG0002803	XP_001248389.1	YOR061W
2804	OG0002804	XP_001248390.1	YGR094W
2805	OG0002805	XP_001248396.2	YOL013C
2806	OG0002806	XP_001248400.1	YGR044C
2807	OG0002807	XP_001248401.2	YLR191W
2808	OG0002808	XP_001248407.2	YIR032C
2809	OG0002809	XP_001248408.1	YHR120W
2810	OG0002810	XP_001248410.1	YPL236C
2811	OG0002811	XP_001248412.1	YJR025C
2812	OG0002812	XP_001248413.1	YOL010W
2813	OG0002813	XP_001248414.1	YMR044W
2814	OG0002814	XP_001248421.1	YDR057W
2815	OG0002815	XP_001248422.1	YBL007C
2816	OG0002816	XP_001248425.2	YGL018C
2817	OG0002817	XP_001248428.1	YPR178W
2818	OG0002818	XP_001248429.1	YHR076W
2819	OG0002819	XP_001248430.1	YJR143C
2820	OG0002820	XP_001248435.1	YGL022W
2821	OG0002821	XP_001248436.2	YAL043C
2822	OG0002822	XP_001248437.1	YAL013W
2823	OG0002823	XP_001248439.1	YOL041C
2824	OG0002824	XP_001248442.2	YKL144C
2825	OG0002825	XP_001248443.1	YAL012W
2826	OG0002826	XP_001248444.2	YIL110W
2827	OG0002827	XP_001248449.2	YKL151C
2828	OG0002828	XP_001248451.1	YDR382W
2829	OG0002829	XP_001248452.1	YOL040C
2830	OG0002830	XP_001248455.1	YJR109C
2831	OG0002831	XP_001248458.1	YLR271W
2832	OG0002832	XP_001248475.1	YDL148C
2833	OG0002833	XP_001248479.1	YBR171W
2834	OG0002834	XP_001248480.1	YGR270W
2835	OG0002835	XP_001248482.1	YDR301W
2836	OG0002836	XP_001248488.1	YBR162C
2837	OG0002837	XP_001248491.1	YPL028W
2838	OG0002838	XP_001248493.2	YHR122W
2839	OG0002839	XP_001248497.1	YHR038W
2840	OG0002840	XP_001248498.1	YNL209W
2841	OG0002841	XP_001248500.2	YBR135W
2842	OG0002842	XP_001248510.1	YOR335C
2843	OG0002843	XP_001248517.2	YML035C
2844	OG0002844	XP_001248522.1	YLL001W
2845	OG0002845	XP_001248523.1	YEL004W
2846	OG0002846	XP_001248524.2	YER173W
2847	OG0002847	XP_001248533.2	YDR028C
2848	OG0002848	XP_001248536.1	YJR014W
2849	OG0002849	XP_001248539.1	YOR130C
2850	OG0002850	XP_001248541.2	YLR245C
2851	OG0002851	XP_001248547.2	YGL043W
2852	OG0002852	XP_001248553.1	YDL193W
2853	OG0002853	XP_001248554.1	YLR166C
2854	OG0002854	XP_001248558.1	YMR235C
2855	OG0002855	XP_001248560.1	YLL009C
2856	OG0002856	XP_001248561.2	YOR002W
2857	OG0002857	XP_001248562.1	YGR159C
2858	OG0002858	XP_001248566.2	YDL143W
2859	OG0002859	XP_001248567.2	YKL145W
2860	OG0002860	XP_001248568.1	YKL148C
2861	OG0002861	XP_001248569.1	YHR028C
2862	OG0002862	XP_001248576.2	YNL329C
2863	OG0002863	XP_001248582.1	YPR097W
2864	OG0002864	XP_001248584.1	YHR070W
2865	OG0002865	XP_001248585.1	YJL140W
2866	OG0002866	XP_001248588.2	YDL240W
2867	OG0002867	XP_001248590.2	YHR200W
2868	OG0002868	XP_001248591.1	YDR246W
2869	OG0002869	XP_001248594.1	YGL001C
2870	OG0002870	XP_001248598.1	YFL033C
2871	OG0002871	XP_001248606.1	YIR042C
2872	OG0002872	XP_001248614.2	YGL237C
2873	OG0002873	XP_001248618.1	YER049W
2874	OG0002874	XP_001248624.1	YMR227C
2875	OG0002875	XP_001248636.1	YPL210C
2876	OG0002876	XP_001248642.1	YBR109C
2877	OG0002877	XP_001248644.2	YOL018C
2878	OG0002878	XP_001248645.1	YDR289C
2879	OG0002879	XP_001248646.1	YGR167W
2880	OG0002880	XP_001248652.1	YDR168W
2881	OG0002881	XP_001248653.1	YLR188W
2882	OG0002882	XP_001248662.2	YBL001C
2883	OG0002883	XP_001248664.1	YNL107W
2884	OG0002884	XP_001248665.1	YLR290C
2885	OG0002885	XP_001248673.1	YDR103W
2886	OG0002886	XP_001248674.1	YGL068W
2887	OG0002887	XP_001248675.1	YJL008C
2888	OG0002888	XP_001248676.1	YER178W
2889	OG0002889	XP_001248677.1	YNL137C
2890	OG0002890	XP_001248680.1	YBR029C
2891	OG0002891	XP_001248687.1	YOL001W
2892	OG0002892	XP_001248688.2	YLR316C
2893	OG0002893	XP_001248694.2	YDL086W
2894	OG0002894	XP_001248695.2	YER151C
2895	OG0002895	XP_001248696.2	YLR427W
2896	OG0002896	XP_001248703.1	YMR234W
2897	OG0002897	XP_001248706.2	YIL107C
2898	OG0002898	XP_001248710.1	YGR053C
2899	OG0002899	XP_001248712.1	YMR302C
2900	OG0002900	XP_001248713.1	YDR512C
2901	OG0002901	XP_001248715.1	YDL171C
2902	OG0002902	XP_001248723.1	YLL024C
2903	OG0002903	XP_001248726.2	YIL004C
2904	OG0002904	XP_001248732.1	YDL198C
2905	OG0002905	XP_001248737.1	YBL078C
2906	OG0002906	XP_001248739.2	YDR044W
2907	OG0002907	XP_001248747.1	YHR138C
2908	OG0002908	XP_001248748.1	YDR228C
2909	OG0002909	XP_001248754.1	YDR226W
2910	OG0002910	XP_001248755.1	YOR261C
2911	OG0002911	XP_001248761.1	YML014W
2912	OG0002912	XP_001248763.1	YKL089W
2913	OG0002913	XP_001248764.1	YNL072W
2914	OG0002914	XP_001248771.1	YPL222W
2915	OG0002915	XP_001248772.1	YDL124W
2916	OG0002916	XP_001248779.1	YAL023C
2917	OG0002917	XP_001248783.2	YGL207W
2918	OG0002918	XP_001248795.2	YLR209C
2919	OG0002919	XP_001248796.1	YLR051C
2920	OG0002920	XP_001248797.2	YOR358W
2921	OG0002921	XP_001248798.2	YGL233W
2922	OG0002922	XP_001248808.1	YOR115C
2923	OG0002923	XP_001248828.2	YCL012C
2924	OG0002924	XP_001248829.1	YOR319W
2925	OG0002925	XP_001248830.1	YIL134W
2926	OG0002926	XP_001248832.1	YOR113W
2927	OG0002927	XP_001248837.1	YCR084C
2928	OG0002928	XP_001248839.1	YLR056W
2929	OG0002929	XP_001248840.1	YMR125W
2930	OG0002930	XP_001248842.1	YMR139W
2931	OG0002931	XP_001248847.1	YMR203W
2932	OG0002932	XP_001248848.2	YLR345W
2933	OG0002933	XP_001248849.1	YIL008W
2934	OG0002934	XP_001248850.2	YGR200C
2935	OG0002935	XP_001248851.1	YFL028C
2936	OG0002936	XP_001248852.2	YOR274W
2937	OG0002937	XP_001248853.2	YGL246C
2938	OG0002938	XP_001248854.1	YOR164C
2939	OG0002939	XP_001248860.1	YOL094C
2940	OG0002940	XP_001248864.1	YNL063W
2941	OG0002941	XP_001248866.1	YOR037W
2942	OG0002942	XP_001248867.1	YOR184W
2943	OG0002943	XP_001248868.1	YDR234W
2944	OG0002944	XP_001248870.2	YMR023C
2945	OG0002945	XP_001248875.1	YNL271C
2946	OG0002946	XP_001248879.1	YOR388C
2947	OG0002947	XP_001248882.1	YMR274C
2948	OG0002948	XP_001248887.2	YOR175C
2949	OG0002949	XP_001248888.1	YGL095C
2950	OG0002950	XP_001248900.1	YEL007W
2951	OG0002951	XP_001248904.1	YDL142C
2952	OG0002952	XP_001248908.1	YGL236C
2953	OG0002953	XP_001248909.1	YMR009W
2954	OG0002954	XP_001248910.1	YLL006W
2955	OG0002955	XP_001248913.1	YNL039W
2956	OG0002956	XP_001248914.1	YDL074C
2957	OG0002957	XP_001248916.1	YGL119W
2958	OG0002958	XP_001248926.2	YOR287C
2959	OG0002959	XP_001248928.1	YPL048W
2960	OG0002960	XP_001248929.2	YBR146W
2961	OG0002961	XP_001248935.1	YDR257C
2962	OG0002962	XP_001248936.1	YKR038C
2963	OG0002963	XP_001248937.2	YNL113W
2964	OG0002964	XP_001248940.1	YMR210W
2965	OG0002965	XP_001248941.1	YDR407C
2966	OG0002966	XP_001248945.2	YHR058C
2967	OG0002967	XP_001248946.1	YJL055W
2968	OG0002968	XP_001248947.1	YMR314W
2969	OG0002969	XP_001248949.1	YJR044C
2970	OG0002970	XP_001249017.1	YOL129W
2971	OG0002971	XP_001249018.2	YBR101C
2972	OG0002972	XP_001249020.1	YFL039C
2973	OG0002973	XP_001249025.1	YGL234W
2974	OG0002974	XP_001249026.1	YOR017W
2975	OG0002975	XP_001249028.1	YOR202W
2976	OG0002976	XP_001249044.1	YMR297W
2977	OG0002977	XP_001249045.1	YLR022C
2978	OG0002978	XP_001249054.1	YBR155W
2979	OG0002979	XP_001249057.1	YNL123W
2980	OG0002980	XP_001249058.1	YBR156C
2981	OG0002981	XP_001249063.1	YIL101C
2982	OG0002982	XP_001249065.2	YNL088W
2983	OG0002983	XP_001249092.2	YDR373W
2984	OG0002984	XP_001249097.1	YGL058W
2985	OG0002985	XP_001249104.2	YDR205W
2986	OG0002986	XP_001249105.1	YBR110W
2987	OG0002987	XP_001249109.1	YOR100C
2988	OG0002988	XP_001249116.1	YER127W
2989	OG0002989	XP_004444643.1	YHR111W
2990	OG0002990	XP_004444760.1	YHR164C
2991	OG0002991	XP_004445054.1	YML046W
2992	OG0002992	XP_004445102.1	YAL044W-A
2993	OG0002993	XP_004445251.1	YMR231W
2994	OG0002994	XP_004445268.1	YOR052C
2995	OG0002995	XP_004445329.1	YDR159W
2996	OG0002996	XP_004445349.1	YFL010C
2997	OG0002997	XP_004445383.1	YGR006W
2998	OG0002998	XP_004445731.1	YIL064W
2999	OG0002999	XP_004445761.1	YFL014W
3000	OG0003000	XP_004445769.1	YLR351C
3001	OG0003001	XP_004445914.1	YNL250W
3002	OG0003002	XP_004445985.1	YGR095C
3003	OG0003003	XP_004446133.1	YPL123C
3004	OG0003004	XP_004446136.1	YDL128W
3005	OG0003005	XP_004446141.1	YLL032C
3006	OG0003006	XP_004446456.1	YBR132C
3007	OG0003007	XP_012213630.1	YBR233W-A
3008	OG0003008	XP_012213636.1	YIR038C
3009	OG0003009	XP_012213641.1	YKR079C
3010	OG0003010	XP_012213673.1	YNR032C-A
3011	OG0003011	XP_012213674.1	YOL061W
3012	OG0003012	XP_012213678.1	YMR091C
3013	OG0003013	XP_012213681.1	YER148W
3014	OG0003014	XP_012213682.1	YLR262C-A
3015	OG0003015	XP_012213685.1	YLR016C
3016	OG0003016	XP_012213688.1	YDR288W
3017	OG0003017	XP_012213703.1	YBR074W
3018	OG0003018	XP_012213709.1	YOL102C
3019	OG0003019	XP_012213710.1	YBL104C
3020	OG0003020	XP_012213728.1	YNR041C
3021	OG0003021	XP_012213730.1	YNL011C
3022	OG0003022	XP_012213733.1	YLR393W
3023	OG0003023	XP_012213736.1	YPR082C
3024	OG0003024	XP_012213747.1	YOR367W
3025	OG0003025	XP_012213752.1	YGR261C
3026	OG0003026	XP_012213762.1	YJL039C
3027	OG0003027	XP_012213763.1	YBL088C
3028	OG0003028	XP_012213766.1	YML061C
3029	OG0003029	XP_012213767.1	YJL090C
3030	OG0003030	XP_012213771.1	YMR004W
3031	OG0003031	XP_012213772.1	YPR094W
3032	OG0003032	XP_012213773.1	YNL325C
3033	OG0003033	XP_012213780.1	YER012W
3034	OG0003034	XP_012213781.1	YFR005C
3035	OG0003035	XP_012213784.1	YOR272W
3036	OG0003036	XP_012213790.1	YKR065C
3037	OG0003037	XP_012213795.1	YJL204C
3038	OG0003038	XP_012213801.1	YLR118C
3039	OG0003039	XP_012213816.1	YEL032W
3040	OG0003040	XP_012213824.1	YMR041C
3041	OG0003041	XP_012213870.1	YGL131C
3042	OG0003042	XP_012213873.1	YJR086W
3043	OG0003043	XP_012213875.1	YHR005C-A
3044	OG0003044	XP_012213878.1	YJR036C
3045	OG0003045	XP_012213879.1	YGL211W
3046	OG0003046	XP_012213881.1	YNR013C
3047	OG0003047	XP_012213884.1	YJL025W
3048	OG0003048	XP_012213889.1	YNL015W
3049	OG0003049	XP_012213893.1	YLR038C
3050	OG0003050	XP_012213896.1	YDR137W
3051	OG0003051	XP_012213897.1	YIL073C
3052	OG0003052	XP_012213899.1	YLL023C
3053	OG0003053	XP_012213925.1	YGR213C
3054	OG0003054	XP_012213931.1	YPR073C
3055	OG0003055	XP_012213938.1	YCL057W
3056	OG0003056	XP_012213946.1	YER146W
3057	OG0003057	XP_012213952.1	YBR246W
3058	OG0003058	XP_012213957.1	YCL031C
3059	OG0003059	XP_012213958.1	YER058W
3060	OG0003060	XP_012213972.1	YDR434W
3061	OG0003061	XP_012214005.1	YBR247C
3062	OG0003062	XP_012214006.1	YMR033W
3063	OG0003063	XP_012214007.1	YLR007W
3064	OG0003064	XP_012214028.1	YPL183W-A
3065	OG0003065	XP_012214039.1	YNL023C
3066	OG0003066	XP_012214048.1	YHR083W
3067	OG0003067	XP_012214050.1	YNR007C
3068	OG0003068	XP_012214056.1	YLR148W
3069	OG0003069	XP_012214071.1	YOR351C
3070	OG0003070	XP_012214082.1	YER015W
3071	OG0003071	XP_012214085.1	YGR215W
3072	OG0003072	XP_012214088.1	YMR201C
3073	OG0003073	XP_012214089.1	YDR437W
3074	OG0003074	XP_012214098.1	YDL030W
3075	OG0003075	XP_012214108.1	YBR228W
3076	OG0003076	XP_012214112.1	YOL026C
3077	OG0003077	XP_012214113.1	YOL052C
3078	OG0003078	XP_012214114.1	YGL112C
3079	OG0003079	XP_012214117.1	YHR072W-A
3080	OG0003080	XP_012214130.1	YHR023W
3081	OG0003081	XP_012214132.1	YKL027W
3082	OG0003082	XP_012214133.1	YNL217W
3083	OG0003083	XP_012214134.1	YLR006C
3084	OG0003084	XP_012214139.1	YDR019C
3085	OG0003085	XP_012214140.1	YDR510W
3086	OG0003086	XP_012214141.1	YMR194C-B
3087	OG0003087	XP_012214144.1	YBL093C
3088	OG0003088	XP_012214147.1	YEL009C
3089	OG0003089	XP_012214153.1	YNL024C-A
3090	OG0003090	XP_012214157.1	YCR003W
3091	OG0003091	XP_012214161.1	YNL227C
3092	OG0003092	XP_012214162.1	YHL030W
3093	OG0003093	XP_012214163.1	YKL051W
3094	OG0003094	XP_012214182.1	YOR020C
3095	OG0003095	XP_012214187.1	YAL033W
3096	OG0003096	XP_012214189.1	YDL054C
3097	OG0003097	XP_012214191.1	YJL112W
3098	OG0003098	XP_012214206.1	YGR216C
3099	OG0003099	XP_012214207.1	YJL156C
3100	OG0003100	XP_012214210.1	YJL108C
3101	OG0003101	XP_012214220.1	YLR170C
3102	OG0003102	XP_012214221.1	YDR005C
3103	OG0003103	XP_012214245.1	YOL096C
3104	OG0003104	XP_012214248.1	YKL094W
3105	OG0003105	XP_012214251.1	YER074W-A
3106	OG0003106	XP_012214264.1	YPR153W
3107	OG0003107	XP_012214275.1	YDL231C
3108	OG0003108	XP_012214279.1	YGL169W
3109	OG0003109	XP_012214282.1	YMR123W
3110	OG0003110	XP_012214283.1	YLR127C
3111	OG0003111	XP_012214310.1	YOR223W
3112	OG0003112	XP_012214319.1	YHR143W-A
3113	OG0003113	XP_012214330.1	YGL220W
3114	OG0003114	XP_012214332.1	YJR074W
3115	OG0003115	XP_012214350.1	YGL033W
3116	OG0003116	XP_012214351.1	YPL054W
3117	OG0003117	XP_012214354.1	YPL120W
3118	OG0003118	XP_012214356.1	YER172C
3119	OG0003119	XP_012214360.1	YDR322C-A
3120	OG0003120	XP_012214361.1	YJL062W-A
3121	OG0003121	XP_012214366.1	YBR268W
3122	OG0003122	XP_012214369.1	YJR141W
3123	OG0003123	XP_012214380.1	YAL022C
3124	OG0003124	XP_012214385.1	YPR135W
3125	OG0003125	XP_012214394.1	YDR268W
3126	OG0003126	XP_012214395.1	YDR041W
3127	OG0003127	XP_012214396.1	YJL062W
3128	OG0003128	XP_012214398.1	YNL070W
3129	OG0003129	XP_012214401.1	YLR382C
3130	OG0003130		YDR213W, YLR228C
3131	OG0003131		YIL151C, YKR096W
