	OrthologID	Candida_tenuis	Saccharomyces_cerevisiae
513	OG0000513	snap_masked-scaffold_00004-processed-gene-2.12-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.12&CDS=1-849	YDR237W
514	OG0000514	maker-scaffold_00004-augustus-gene-2.110-mRNA-1_1&gene=maker-scaffold_00004-augustus-gene-2.110&CDS=1-3609	YDR402C
515	OG0000515	snap_masked-scaffold_00004-processed-gene-2.15-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.15&CDS=1-1479	YDR403W
516	OG0000516	snap_masked-scaffold_00004-processed-gene-2.38-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.38&CDS=1-870	YDR405W
517	OG0000517	snap_masked-scaffold_00004-processed-gene-2.17-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.17&CDS=1-3699	YOR151C
518	OG0000518	snap_masked-scaffold_00004-processed-gene-2.39-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.39&CDS=1-522	YOR150W
519	OG0000519	snap_masked-scaffold_00004-processed-gene-2.18-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.18&CDS=1-519	YDR404C
520	OG0000520	snap_masked-scaffold_00004-processed-gene-2.41-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.41&CDS=1-1806	YDR341C
521	OG0000521	snap_masked-scaffold_00004-processed-gene-2.20-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.20&CDS=1-1449	YLR004C
522	OG0000522	snap_masked-scaffold_00004-processed-gene-2.21-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.21&CDS=1-3069	YKL210W
523	OG0000523	snap_masked-scaffold_00004-processed-gene-2.42-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.42&CDS=1-3702	YKL209C
524	OG0000524	snap_masked-scaffold_00004-processed-gene-2.45-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.45&CDS=1-810	YOR352W
525	OG0000525	snap_masked-scaffold_00004-processed-gene-2.46-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.46&CDS=1-627	YJR073C
526	OG0000526	snap_masked-scaffold_00004-processed-gene-2.24-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.24&CDS=1-1332	YNR050C
527	OG0000527	augustus_masked-scaffold_00004-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-2.98&CDS=1-1434	YMR211W
528	OG0000528	snap_masked-scaffold_00004-processed-gene-2.25-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.25&CDS=1-1128	YMR214W
529	OG0000529	snap_masked-scaffold_00004-processed-gene-2.48-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.48&CDS=1-1299	YCL052C
530	OG0000530	snap_masked-scaffold_00004-processed-gene-2.26-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.26&CDS=1-2238	YIL108W
531	OG0000531	snap_masked-scaffold_00004-processed-gene-2.49-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.49&CDS=1-747	YGL079W
532	OG0000532	snap_masked-scaffold_00004-processed-gene-2.27-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.27&CDS=1-3213	YPL195W
533	OG0000533	snap_masked-scaffold_00004-processed-gene-2.50-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.50&CDS=1-891	YDL052C
534	OG0000534	snap_masked-scaffold_00004-processed-gene-2.28-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.28&CDS=1-1743	YMR013C
535	OG0000535	snap_masked-scaffold_00004-processed-gene-2.53-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-2.53&CDS=1-1983	YOR322C
536	OG0000536	snap_masked-scaffold_00004-processed-gene-3.49-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.49&CDS=1-1197	YLR085C
537	OG0000537	snap_masked-scaffold_00004-processed-gene-3.53-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.53&CDS=1-912	YMR281W
538	OG0000538	snap_masked-scaffold_00004-processed-gene-3.55-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.55&CDS=1-2940	YMR280C
539	OG0000539	snap_masked-scaffold_00004-processed-gene-3.51-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.51&CDS=1-2310	YAL021C
540	OG0000540	augustus_masked-scaffold_00004-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-3.7&CDS=1-3717	YPR073C
541	OG0000541	snap_masked-scaffold_00004-processed-gene-3.59-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.59&CDS=1-1752	YIL038C
542	OG0000542	snap_masked-scaffold_00004-processed-gene-3.83-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.83&CDS=1-1044	YOL086C
543	OG0000543	maker-scaffold_00004-snap-gene-3.113-mRNA-1_1&gene=maker-scaffold_00004-snap-gene-3.113&CDS=1-474	YOR357C
544	OG0000544	snap_masked-scaffold_00004-processed-gene-3.85-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.85&CDS=1-1521	YGL055W
545	OG0000545	augustus_masked-scaffold_00004-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-3.14&CDS=1-750	YPL199C
546	OG0000546	augustus_masked-scaffold_00004-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-3.34&CDS=1-645	YML001W
547	OG0000547	snap_masked-scaffold_00004-processed-gene-3.67-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.67&CDS=1-1272	YBR279W
548	OG0000548	snap_masked-scaffold_00004-processed-gene-3.87-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.87&CDS=1-1344	YHR190W
549	OG0000549	snap_masked-scaffold_00004-processed-gene-3.88-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.88&CDS=1-978	YML121W
550	OG0000550	snap_masked-scaffold_00004-processed-gene-3.89-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.89&CDS=1-3330	YGR170W
551	OG0000551	snap_masked-scaffold_00004-processed-gene-3.90-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.90&CDS=1-1611	YDR292C
552	OG0000552	snap_masked-scaffold_00004-processed-gene-3.68-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.68&CDS=1-723	YGR172C
553	OG0000553	snap_masked-scaffold_00004-processed-gene-3.69-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.69&CDS=1-1698	YGR171C
554	OG0000554	maker-scaffold_00004-snap-gene-3.110-mRNA-1_1&gene=maker-scaffold_00004-snap-gene-3.110&CDS=1-1614	YBR008C
555	OG0000555	augustus_masked-scaffold_00004-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-3.22&CDS=1-3636	YGR270W
556	OG0000556	augustus_masked-scaffold_00004-processed-gene-3.40-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-3.40&CDS=1-336	YGR063C
557	OG0000557	augustus_masked-scaffold_00004-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-3.23&CDS=1-1812	YGR062C
558	OG0000558	snap_masked-scaffold_00004-processed-gene-3.77-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.77&CDS=1-777	YGR262C
559	OG0000559	snap_masked-scaffold_00004-processed-gene-3.93-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.93&CDS=1-501	YBR137W
560	OG0000560	snap_masked-scaffold_00004-processed-gene-3.94-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.94&CDS=1-1266	YGL196W
561	OG0000561	snap_masked-scaffold_00004-processed-gene-3.80-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.80&CDS=1-777	YLL041C
562	OG0000562	snap_masked-scaffold_00004-processed-gene-3.81-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.81&CDS=1-1125	YOR388C
563	OG0000563	snap_masked-scaffold_00004-processed-gene-3.97-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.97&CDS=1-288	YMR225C
564	OG0000564	snap_masked-scaffold_00004-processed-gene-3.82-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-3.82&CDS=1-927	YFR041C
565	OG0000565	snap_masked-scaffold_00004-processed-gene-4.2-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.2&CDS=1-1413	YPR036W
566	OG0000566	snap_masked-scaffold_00004-processed-gene-4.3-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.3&CDS=1-1110	YPR035W
567	OG0000567	snap_masked-scaffold_00004-processed-gene-4.6-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.6&CDS=1-765	YOR126C
568	OG0000568	snap_masked-scaffold_00004-processed-gene-4.26-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.26&CDS=1-1515	YNL142W
569	OG0000569	snap_masked-scaffold_00004-processed-gene-4.9-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.9&CDS=1-2304	YCR030C
570	OG0000570	snap_masked-scaffold_00004-processed-gene-4.27-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.27&CDS=1-5376	YIL107C
571	OG0000571	snap_masked-scaffold_00004-processed-gene-4.28-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.28&CDS=1-2748	YJL187C
572	OG0000572	snap_masked-scaffold_00004-processed-gene-4.29-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.29&CDS=1-2442	YIL031W
573	OG0000573	snap_masked-scaffold_00004-processed-gene-4.30-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.30&CDS=1-963	YGL154C
574	OG0000574	augustus_masked-scaffold_00004-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-4.58&CDS=1-504	YPR028W
575	OG0000575	augustus_masked-scaffold_00004-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-4.73&CDS=1-2436	YPR029C
576	OG0000576	snap_masked-scaffold_00004-processed-gene-4.15-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.15&CDS=1-735	YPL064C
577	OG0000577	snap_masked-scaffold_00004-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.17&CDS=1-984	YPL057C
578	OG0000578	snap_masked-scaffold_00004-processed-gene-4.32-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.32&CDS=1-903	YDR280W
579	OG0000579	snap_masked-scaffold_00004-processed-gene-4.37-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.37&CDS=1-960	YOL093W
580	OG0000580	maker-scaffold_00004-augustus-gene-4.86-mRNA-1_1&gene=maker-scaffold_00004-augustus-gene-4.86&CDS=1-309	YPL047W
581	OG0000581	snap_masked-scaffold_00004-processed-gene-4.20-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.20&CDS=1-1089	YPL083C
582	OG0000582	snap_masked-scaffold_00004-processed-gene-4.21-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-4.21&CDS=1-1323	YOL072W
583	OG0000583	snap_masked-scaffold_00004-processed-gene-5.43-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.43&CDS=1-795	YER026C
584	OG0000584	snap_masked-scaffold_00004-processed-gene-5.44-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.44&CDS=1-1431	YPL063W
585	OG0000585	snap_masked-scaffold_00004-processed-gene-5.46-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.46&CDS=1-2025	YOR017W
586	OG0000586	snap_masked-scaffold_00004-processed-gene-5.47-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.47&CDS=1-1263	YOL001W
587	OG0000587	snap_masked-scaffold_00004-processed-gene-5.48-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.48&CDS=1-2604	YJL062W
588	OG0000588	snap_masked-scaffold_00004-processed-gene-5.66-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.66&CDS=1-1161	YBR267W
589	OG0000589	snap_masked-scaffold_00004-processed-gene-5.49-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.49&CDS=1-2304	YOR001W
590	OG0000590	maker-scaffold_00004-snap-gene-5.101-mRNA-1_1&gene=maker-scaffold_00004-snap-gene-5.101&CDS=1-4872	YNL243W
591	OG0000591	augustus_masked-scaffold_00004-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-5.9&CDS=1-1650	YCL004W
592	OG0000592	snap_masked-scaffold_00004-processed-gene-5.55-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.55&CDS=1-267	YCL012C
593	OG0000593	snap_masked-scaffold_00004-processed-gene-5.56-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.56&CDS=1-4359	YCL014W
594	OG0000594	augustus_masked-scaffold_00004-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-5.24&CDS=1-4320	YCL017C
595	OG0000595	snap_masked-scaffold_00004-processed-gene-5.74-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.74&CDS=1-807	YNL002C
596	OG0000596	snap_masked-scaffold_00004-processed-gene-5.57-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.57&CDS=1-2253	YLR176C
597	OG0000597	snap_masked-scaffold_00004-processed-gene-5.75-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.75&CDS=1-951	YNL006W
598	OG0000598	snap_masked-scaffold_00004-processed-gene-5.76-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.76&CDS=1-996	YNL007C
599	OG0000599	snap_masked-scaffold_00004-processed-gene-5.77-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.77&CDS=1-1008	YBR159W
600	OG0000600	maker-scaffold_00004-snap-gene-5.103-mRNA-1_1&gene=maker-scaffold_00004-snap-gene-5.103&CDS=1-2481	YBR160W
601	OG0000601	snap_masked-scaffold_00004-processed-gene-5.81-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.81&CDS=1-1539	YDR006C
602	OG0000602	augustus_masked-scaffold_00004-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-5.34&CDS=1-2268	YAL038W
603	OG0000603	snap_masked-scaffold_00004-processed-gene-5.61-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.61&CDS=1-420	YNL328C
604	OG0000604	snap_masked-scaffold_00004-processed-gene-5.85-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.85&CDS=1-3459	YNL329C
605	OG0000605	snap_masked-scaffold_00004-processed-gene-5.88-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.88&CDS=1-993	YLR407W
606	OG0000606	snap_masked-scaffold_00004-processed-gene-5.90-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.90&CDS=1-795	YLR137W
607	OG0000607	snap_masked-scaffold_00004-processed-gene-5.91-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.91&CDS=1-1095	YDR158W
608	OG0000608	snap_masked-scaffold_00004-processed-gene-5.63-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-5.63&CDS=1-1638	YML069W
609	OG0000609	snap_masked-scaffold_00004-processed-gene-6.0-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.0&CDS=1-1638	YLR152C
610	OG0000610	snap_masked-scaffold_00004-processed-gene-6.1-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.1&CDS=1-618	YDL072C
611	OG0000611	snap_masked-scaffold_00004-processed-gene-6.4-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.4&CDS=1-1839	YLR401C
612	OG0000612	augustus_masked-scaffold_00004-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-6.55&CDS=1-5949	YLR409C
613	OG0000613	snap_masked-scaffold_00004-processed-gene-6.25-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.25&CDS=1-1386	YGR009C
614	OG0000614	snap_masked-scaffold_00004-processed-gene-6.8-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.8&CDS=1-2844	YDR238C
615	OG0000615	snap_masked-scaffold_00004-processed-gene-6.9-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.9&CDS=1-465	YDL208W
616	OG0000616	snap_masked-scaffold_00004-processed-gene-6.27-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.27&CDS=1-1518	YLR197W
617	OG0000617	snap_masked-scaffold_00004-processed-gene-6.11-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.11&CDS=1-441	YBR082C
618	OG0000618	augustus_masked-scaffold_00004-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-6.63&CDS=1-7914	YBR081C
619	OG0000619	augustus_masked-scaffold_00004-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-6.82&CDS=1-2676	YLR203C
620	OG0000620	snap_masked-scaffold_00004-processed-gene-6.15-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.15&CDS=1-1374	YMR240C
621	OG0000621	augustus_masked-scaffold_00004-processed-gene-6.66-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-6.66&CDS=1-810	YOR305W
622	OG0000622	snap_masked-scaffold_00004-processed-gene-6.37-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.37&CDS=1-1701	YLR286C
623	OG0000623	maker-scaffold_00004-augustus-gene-6.100-mRNA-1_1&gene=maker-scaffold_00004-augustus-gene-6.100&CDS=1-1911	YJL153C
624	OG0000624	snap_masked-scaffold_00004-processed-gene-6.17-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.17&CDS=1-2100	YOR317W
625	OG0000625	snap_masked-scaffold_00004-processed-gene-6.38-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.38&CDS=1-1116	YDR321W
626	OG0000626	snap_masked-scaffold_00004-processed-gene-6.18-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.18&CDS=1-315	YMR244C-A
627	OG0000627	augustus_masked-scaffold_00004-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-6.88&CDS=1-4170	YDR407C
628	OG0000628	snap_masked-scaffold_00004-processed-gene-6.19-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.19&CDS=1-810	YOR157C
629	OG0000629	augustus_masked-scaffold_00004-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-6.71&CDS=1-2283	YDR214W
630	OG0000630	augustus_masked-scaffold_00004-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-6.90&CDS=1-1341	YMR210W
631	OG0000631	snap_masked-scaffold_00004-processed-gene-6.22-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.22&CDS=1-1275	YPL154C
632	OG0000632	snap_masked-scaffold_00004-processed-gene-6.42-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.42&CDS=1-1932	YJR045C
633	OG0000633	augustus_masked-scaffold_00004-processed-gene-6.92-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-6.92&CDS=1-5712	YEL032W
634	OG0000634	snap_masked-scaffold_00004-processed-gene-6.24-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.24&CDS=1-1305	YGR093W
635	OG0000635	augustus_masked-scaffold_00004-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-6.94&CDS=1-1050	YPL165C
636	OG0000636	snap_masked-scaffold_00004-processed-gene-6.49-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.49&CDS=1-3126	YJR132W
637	OG0000637	snap_masked-scaffold_00004-processed-gene-6.50-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-6.50&CDS=1-639	YJR133W
638	OG0000638	snap_masked-scaffold_00004-processed-gene-7.0-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.0&CDS=1-1461	YBR236C
639	OG0000639	augustus_masked-scaffold_00004-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-7.90&CDS=1-7014	YLR103C
640	OG0000640	snap_masked-scaffold_00004-processed-gene-7.47-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.47&CDS=1-1257	YER019W
641	OG0000641	snap_masked-scaffold_00004-processed-gene-7.8-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.8&CDS=1-1230	YMR044W
642	OG0000642	snap_masked-scaffold_00004-processed-gene-7.13-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.13&CDS=1-4878	YFL033C
643	OG0000643	snap_masked-scaffold_00004-processed-gene-7.49-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.49&CDS=1-651	YLR059C
644	OG0000644	augustus_masked-scaffold_00004-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-7.96&CDS=1-456	YLR050C
645	OG0000645	augustus_masked-scaffold_00004-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-7.129&CDS=1-261	YGR037C
646	OG0000646	snap_masked-scaffold_00004-processed-gene-7.53-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.53&CDS=1-1593	YGL244W
647	OG0000647	augustus_masked-scaffold_00004-processed-gene-7.104-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-7.104&CDS=1-723	YJR099W
648	OG0000648	snap_masked-scaffold_00004-processed-gene-7.60-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.60&CDS=1-1365	YPR045C
649	OG0000649	snap_masked-scaffold_00004-processed-gene-7.61-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.61&CDS=1-1611	YBR007C
650	OG0000650	snap_masked-scaffold_00004-processed-gene-7.23-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.23&CDS=1-525	YNL044W
651	OG0000651	augustus_masked-scaffold_00004-processed-gene-7.141-mRNA-1_1&gene=augustus_masked-scaffold_00004-processed-gene-7.141&CDS=1-8280	YCR032W
652	OG0000652	snap_masked-scaffold_00004-processed-gene-7.28-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.28&CDS=1-3489	YJL197W
653	OG0000653	snap_masked-scaffold_00004-processed-gene-7.65-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.65&CDS=1-885	YCR035C
654	OG0000654	snap_masked-scaffold_00004-processed-gene-7.29-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.29&CDS=1-6363	YDL171C
655	OG0000655	snap_masked-scaffold_00004-processed-gene-7.66-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.66&CDS=1-1704	YHR108W
656	OG0000656	snap_masked-scaffold_00004-processed-gene-7.32-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.32&CDS=1-324	YDR357C
657	OG0000657	snap_masked-scaffold_00004-processed-gene-7.68-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.68&CDS=1-924	YDR204W
658	OG0000658	snap_masked-scaffold_00004-processed-gene-7.70-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.70&CDS=1-876	YLR239C
659	OG0000659	snap_masked-scaffold_00004-processed-gene-7.35-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.35&CDS=1-1035	YLR246W
660	OG0000660	snap_masked-scaffold_00004-processed-gene-7.36-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.36&CDS=1-4398	YDR180W
661	OG0000661	snap_masked-scaffold_00004-processed-gene-7.73-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.73&CDS=1-954	YDR181C
662	OG0000662	snap_masked-scaffold_00004-processed-gene-7.37-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.37&CDS=1-1404	YDR182W
663	OG0000663	snap_masked-scaffold_00004-processed-gene-7.74-mRNA-1_1&gene=snap_masked-scaffold_00004-processed-gene-7.74&CDS=1-2442	YLR166C
