	OrthologID	Geotrichum_candidum	Saccharomyces_cerevisiae
671	OG0000671	genemark-CCBN010000008.1-processed-gene-8.42-mRNA-1_1&gene=genemark-CCBN010000008.1-processed-gene-8.42&CDS=1-2334, genemark-CCBN010000016.1-processed-gene-1.80-mRNA-1_1&gene=genemark-CCBN010000016.1-processed-gene-1.80&CDS=1-2898, snap_masked-CCBN010000017.1-processed-gene-3.6-mRNA-1_1&gene=snap_masked-CCBN010000017.1-processed-gene-3.6&CDS=1-2451	
672	OG0000672	genemark-CCBN010000008.1-processed-gene-8.45-mRNA-1_1&gene=genemark-CCBN010000008.1-processed-gene-8.45&CDS=1-1653, snap_masked-CCBN010000009.1-processed-gene-3.5-mRNA-1_1&gene=snap_masked-CCBN010000009.1-processed-gene-3.5&CDS=1-1476	YMR036C
673	OG0000673	genemark-CCBN010000008.1-processed-gene-8.61-mRNA-1_1&gene=genemark-CCBN010000008.1-processed-gene-8.61&CDS=1-4107, genemark-CCBN010000009.1-processed-gene-3.92-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-3.92&CDS=1-3936	YML059C
674	OG0000674	genemark-CCBN010000008.1-processed-gene-9.11-mRNA-1_1&gene=genemark-CCBN010000008.1-processed-gene-9.11&CDS=1-3261, genemark-CCBN010000026.1-processed-gene-0.58-mRNA-1_1&gene=genemark-CCBN010000026.1-processed-gene-0.58&CDS=1-3309	YER110C
675	OG0000675	genemark-CCBN010000008.1-processed-gene-9.17-mRNA-1_1&gene=genemark-CCBN010000008.1-processed-gene-9.17&CDS=1-1155, genemark-CCBN010000017.1-processed-gene-5.53-mRNA-1_1&gene=genemark-CCBN010000017.1-processed-gene-5.53&CDS=1-1155	YPL113C
676	OG0000676	genemark-CCBN010000008.1-processed-gene-9.35-mRNA-1_1&gene=genemark-CCBN010000008.1-processed-gene-9.35&CDS=1-1728, genemark-CCBN010000017.1-processed-gene-5.61-mRNA-1_1&gene=genemark-CCBN010000017.1-processed-gene-5.61&CDS=1-1992	YDL146W
677	OG0000677	genemark-CCBN010000008.1-processed-gene-10.104-mRNA-1_1&gene=genemark-CCBN010000008.1-processed-gene-10.104&CDS=1-2829, snap_masked-CCBN010000017.1-processed-gene-5.92-mRNA-1_1&gene=snap_masked-CCBN010000017.1-processed-gene-5.92&CDS=1-3267	YLR014C
678	OG0000678	genemark-CCBN010000008.1-processed-gene-10.106-mRNA-1_1&gene=genemark-CCBN010000008.1-processed-gene-10.106&CDS=1-3339	YJR054W, YML047C
679	OG0000679	genemark-CCBN010000008.1-processed-gene-10.141-mRNA-1_1&gene=genemark-CCBN010000008.1-processed-gene-10.141&CDS=1-432	YCR031C, YJL191W
680	OG0000680	genemark-CCBN010000009.1-processed-gene-0.15-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-0.15&CDS=1-2835, genemark-CCBN010000020.1-processed-gene-0.81-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-0.81&CDS=1-2841	YCR017C
681	OG0000681	genemark-CCBN010000009.1-processed-gene-0.17-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-0.17&CDS=1-1491, genemark-CCBN010000020.1-processed-gene-2.149-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-2.149&CDS=1-1419	YJR124C
682	OG0000682	genemark-CCBN010000009.1-processed-gene-0.2-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-0.2&CDS=1-744	YER062C, YIL053W
683	OG0000683	genemark-CCBN010000009.1-processed-gene-0.3-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-0.3&CDS=1-2304, genemark-CCBN010000020.1-processed-gene-0.65-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-0.65&CDS=1-2886	YLR451W
684	OG0000684	augustus_masked-CCBN010000009.1-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-CCBN010000009.1-processed-gene-0.35&CDS=1-2412, snap_masked-CCBN010000020.1-processed-gene-1.97-mRNA-1_1&gene=snap_masked-CCBN010000020.1-processed-gene-1.97&CDS=1-2463	YGR198W
685	OG0000685	augustus_masked-CCBN010000009.1-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-CCBN010000009.1-processed-gene-0.50&CDS=1-2820, augustus_masked-CCBN010000009.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-CCBN010000009.1-processed-gene-0.51&CDS=1-1875	YER025W
686	OG0000686	genemark-CCBN010000009.1-processed-gene-0.24-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-0.24&CDS=1-1815, genemark-CCBN010000009.1-processed-gene-0.9-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-0.9&CDS=1-1773	YAL067C
687	OG0000687	genemark-CCBN010000009.1-processed-gene-0.25-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-0.25&CDS=1-441, genemark-CCBN010000020.1-processed-gene-0.74-mRNA-1_1&gene=genemark-CCBN010000020.1-processed-gene-0.74&CDS=1-429	YOL040C
688	OG0000688	augustus_masked-CCBN010000020.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-CCBN010000020.1-processed-gene-0.59&CDS=1-348, genemark-CCBN010000009.1-processed-gene-0.10-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-0.10&CDS=1-336	YOL039W
689	OG0000689	augustus_masked-CCBN010000009.1-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-CCBN010000009.1-processed-gene-2.53&CDS=1-2478	YGR056W, YLR357W
690	OG0000690	snap_masked-CCBN010000009.1-processed-gene-4.59-mRNA-1_1&gene=snap_masked-CCBN010000009.1-processed-gene-4.59&CDS=1-1215	YIL117C, YNL058C
691	OG0000691	genemark-CCBN010000013.1-processed-gene-5.23-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-5.23&CDS=1-867, maker-CCBN010000009.1-snap-gene-5.40-mRNA-1_1&gene=maker-CCBN010000009.1-snap-gene-5.40&CDS=1-492	YOR278W
692	OG0000692	genemark-CCBN010000009.1-processed-gene-6.34-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-6.34&CDS=1-2730, genemark-CCBN010000017.1-processed-gene-4.49-mRNA-1_1&gene=genemark-CCBN010000017.1-processed-gene-4.49&CDS=1-2325	YOR233W
693	OG0000693	augustus_masked-CCBN010000015.1-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-CCBN010000015.1-processed-gene-4.106&CDS=1-2877, genemark-CCBN010000009.1-processed-gene-6.61-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-6.61&CDS=1-2745	YER075C
694	OG0000694	genemark-CCBN010000009.1-processed-gene-7.4-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-7.4&CDS=1-1737, genemark-CCBN010000024.1-processed-gene-0.106-mRNA-1_1&gene=genemark-CCBN010000024.1-processed-gene-0.106&CDS=1-1716	YBL039C
695	OG0000695	genemark-CCBN010000009.1-processed-gene-7.13-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-7.13&CDS=1-1383, genemark-CCBN010000024.1-processed-gene-0.107-mRNA-1_1&gene=genemark-CCBN010000024.1-processed-gene-0.107&CDS=1-828	YDL002C
696	OG0000696	genemark-CCBN010000009.1-processed-gene-7.8-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-7.8&CDS=1-1566, genemark-CCBN010000024.1-processed-gene-0.88-mRNA-1_1&gene=genemark-CCBN010000024.1-processed-gene-0.88&CDS=1-1566	YLR432W
697	OG0000697	genemark-CCBN010000009.1-processed-gene-8.39-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-8.39&CDS=1-696	YML106W, YMR271C
698	OG0000698	genemark-CCBN010000009.1-processed-gene-9.73-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-9.73&CDS=1-543	YDL137W, YDL192W
699	OG0000699	snap_masked-CCBN010000009.1-processed-gene-9.10-mRNA-1_1&gene=snap_masked-CCBN010000009.1-processed-gene-9.10&CDS=1-366	YDL136W, YDL191W
700	OG0000700	genemark-CCBN010000009.1-processed-gene-9.58-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-9.58&CDS=1-1419	YBL089W, YER119C
701	OG0000701	genemark-CCBN010000009.1-processed-gene-9.59-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-9.59&CDS=1-3609, genemark-CCBN010000015.1-processed-gene-0.60-mRNA-1_1&gene=genemark-CCBN010000015.1-processed-gene-0.60&CDS=1-1443	YER068W
702	OG0000702	genemark-CCBN010000009.1-processed-gene-9.60-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-9.60&CDS=1-1041, genemark-CCBN010000015.1-processed-gene-0.59-mRNA-1_1&gene=genemark-CCBN010000015.1-processed-gene-0.59&CDS=1-1020	YDL134C
703	OG0000703	genemark-CCBN010000009.1-processed-gene-9.62-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-9.62&CDS=1-1524, genemark-CCBN010000025.1-processed-gene-1.4-mRNA-1_1&gene=genemark-CCBN010000025.1-processed-gene-1.4&CDS=1-1668	YKR008W
704	OG0000704	genemark-CCBN010000009.1-processed-gene-9.78-mRNA-1_1&gene=genemark-CCBN010000009.1-processed-gene-9.78&CDS=1-1614, genemark-CCBN010000010.1-processed-gene-0.52-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-0.52&CDS=1-1545	YDL025C
705	OG0000705	genemark-CCBN010000010.1-processed-gene-0.42-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-0.42&CDS=1-3942	YBL079W, YER105C
706	OG0000706	genemark-CCBN010000010.1-processed-gene-1.72-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-1.72&CDS=1-1155, snap_masked-CCBN010000011.1-processed-gene-1.130-mRNA-1_1&gene=snap_masked-CCBN010000011.1-processed-gene-1.130&CDS=1-1200	YPR023C
707	OG0000707	genemark-CCBN010000010.1-processed-gene-1.77-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-1.77&CDS=1-2082, genemark-CCBN010000017.1-processed-gene-0.53-mRNA-1_1&gene=genemark-CCBN010000017.1-processed-gene-0.53&CDS=1-2187	YDR006C
708	OG0000708	snap_masked-CCBN010000010.1-processed-gene-1.9-mRNA-1_1&gene=snap_masked-CCBN010000010.1-processed-gene-1.9&CDS=1-2820, snap_masked-CCBN010000017.1-processed-gene-0.11-mRNA-1_1&gene=snap_masked-CCBN010000017.1-processed-gene-0.11&CDS=1-3681	YOR144C
709	OG0000709	maker-CCBN010000010.1-snap-gene-3.107-mRNA-1_1&gene=maker-CCBN010000010.1-snap-gene-3.107&CDS=1-1335	YIR035C, YIR036C
710	OG0000710	genemark-CCBN010000010.1-processed-gene-3.82-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-3.82&CDS=1-1230, genemark-CCBN010000014.1-processed-gene-1.79-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-1.79&CDS=1-1284	YGL067W
711	OG0000711	genemark-CCBN010000010.1-processed-gene-3.84-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-3.84&CDS=1-1752	YLR433C, YML057W
712	OG0000712	genemark-CCBN010000010.1-processed-gene-3.103-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-3.103&CDS=1-1935, genemark-CCBN010000014.1-processed-gene-0.72-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-0.72&CDS=1-1896	YJR001W
713	OG0000713	genemark-CCBN010000010.1-processed-gene-3.94-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-3.94&CDS=1-1005, genemark-CCBN010000015.1-processed-gene-0.61-mRNA-1_1&gene=genemark-CCBN010000015.1-processed-gene-0.61&CDS=1-993	YNL274C
714	OG0000714	genemark-CCBN010000010.1-processed-gene-4.14-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-4.14&CDS=1-441	YDL083C, YMR143W
715	OG0000715	genemark-CCBN010000010.1-processed-gene-5.38-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-5.38&CDS=1-627	YBR014C, YDL010W
716	OG0000716	genemark-CCBN010000010.1-processed-gene-5.41-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-5.41&CDS=1-2307, genemark-CCBN010000018.1-processed-gene-1.111-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-1.111&CDS=1-2298	YER091C
717	OG0000717	genemark-CCBN010000010.1-processed-gene-5.49-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-5.49&CDS=1-1686	YIR031C, YNL117W
718	OG0000718	genemark-CCBN010000010.1-processed-gene-6.39-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-6.39&CDS=1-5652, genemark-CCBN010000022.1-processed-gene-2.89-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-2.89&CDS=1-5598	YGR184C
719	OG0000719	genemark-CCBN010000010.1-processed-gene-6.40-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-6.40&CDS=1-1752, snap_masked-CCBN010000022.1-processed-gene-2.48-mRNA-1_1&gene=snap_masked-CCBN010000022.1-processed-gene-2.48&CDS=1-1416	YGR189C
720	OG0000720	maker-CCBN010000010.1-snap-gene-7.34-mRNA-1_1&gene=maker-CCBN010000010.1-snap-gene-7.34&CDS=1-1488, snap_masked-CCBN010000018.1-processed-gene-1.33-mRNA-1_1&gene=snap_masked-CCBN010000018.1-processed-gene-1.33&CDS=1-1494	YJL201W
721	OG0000721	genemark-CCBN010000010.1-processed-gene-7.85-mRNA-1_1&gene=genemark-CCBN010000010.1-processed-gene-7.85&CDS=1-9456, genemark-CCBN010000012.1-processed-gene-4.48-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.48&CDS=1-9351	YLL040C
722	OG0000722	genemark-CCBN010000011.1-processed-gene-0.32-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-0.32&CDS=1-2883, genemark-CCBN010000012.1-processed-gene-7.75-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.75&CDS=1-2880	YOR335C
723	OG0000723	genemark-CCBN010000011.1-processed-gene-0.40-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-0.40&CDS=1-1170, snap_masked-CCBN010000012.1-processed-gene-7.166-mRNA-1_1&gene=snap_masked-CCBN010000012.1-processed-gene-7.166&CDS=1-774	YBR225W
724	OG0000724	genemark-CCBN010000011.1-processed-gene-0.34-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-0.34&CDS=1-1413	YEL047C, YJR051W
725	OG0000725	genemark-CCBN010000027.1-processed-gene-1.28-mRNA-1_1&gene=genemark-CCBN010000027.1-processed-gene-1.28&CDS=1-1695, maker-CCBN010000011.1-augustus-gene-0.49-mRNA-1_1&gene=maker-CCBN010000011.1-augustus-gene-0.49&CDS=1-1641	YAL058W
726	OG0000726	genemark-CCBN010000011.1-processed-gene-1.52-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.52&CDS=1-1692, genemark-CCBN010000012.1-processed-gene-7.25-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.25&CDS=1-1722	YOR322C
727	OG0000727	genemark-CCBN010000011.1-processed-gene-1.58-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.58&CDS=1-3504, genemark-CCBN010000015.1-processed-gene-5.111-mRNA-1_1&gene=genemark-CCBN010000015.1-processed-gene-5.111&CDS=1-3462	YLR189C
728	OG0000728	genemark-CCBN010000011.1-processed-gene-1.62-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.62&CDS=1-945	YHR133C, YNL156C
729	OG0000729	genemark-CCBN010000011.1-processed-gene-1.63-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-1.63&CDS=1-1146, genemark-CCBN010000011.1-processed-gene-5.36-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-5.36&CDS=1-1110	YLR216C
730	OG0000730	genemark-CCBN010000011.1-processed-gene-2.44-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-2.44&CDS=1-2832, genemark-CCBN010000012.1-processed-gene-6.17-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-6.17&CDS=1-2613	YJL156C
731	OG0000731	genemark-CCBN010000011.1-processed-gene-2.34-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-2.34&CDS=1-1731, genemark-CCBN010000012.1-processed-gene-7.70-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-7.70&CDS=1-1698	YLR345W
732	OG0000732	genemark-CCBN010000011.1-processed-gene-3.10-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.10&CDS=1-1752, genemark-CCBN010000012.1-processed-gene-6.10-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-6.10&CDS=1-1728	YNL027W
733	OG0000733	genemark-CCBN010000011.1-processed-gene-3.34-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.34&CDS=1-1788	YDR213W, YLR228C
734	OG0000734	genemark-CCBN010000011.1-processed-gene-3.22-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.22&CDS=1-738, maker-CCBN010000013.1-augustus-gene-5.63-mRNA-1_1&gene=maker-CCBN010000013.1-augustus-gene-5.63&CDS=1-909	YDR284C
735	OG0000735	genemark-CCBN010000011.1-processed-gene-3.44-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-3.44&CDS=1-1866, genemark-CCBN010000013.1-processed-gene-5.21-mRNA-1_1&gene=genemark-CCBN010000013.1-processed-gene-5.21&CDS=1-1872	YDR452W
736	OG0000736	snap_masked-CCBN010000011.1-processed-gene-3.125-mRNA-1_1&gene=snap_masked-CCBN010000011.1-processed-gene-3.125&CDS=1-1809, snap_masked-CCBN010000014.1-processed-gene-2.5-mRNA-1_1&gene=snap_masked-CCBN010000014.1-processed-gene-2.5&CDS=1-1752	YNL115C
737	OG0000737	maker-CCBN010000011.1-augustus-gene-5.64-mRNA-1_1&gene=maker-CCBN010000011.1-augustus-gene-5.64&CDS=1-2670	YNL298W, YOL113W
738	OG0000738	genemark-CCBN010000011.1-processed-gene-5.39-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-5.39&CDS=1-1170	YLR449W, YML074C
739	OG0000739	genemark-CCBN010000011.1-processed-gene-6.80-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.80&CDS=1-3024	YLR450W, YML075C
740	OG0000740	genemark-CCBN010000011.1-processed-gene-6.84-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.84&CDS=1-3597	YNL106C, YOR109W
741	OG0000741	genemark-CCBN010000011.1-processed-gene-6.92-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-6.92&CDS=1-372	YFL034C-A, YLR061W
742	OG0000742	snap_masked-CCBN010000011.1-processed-gene-7.6-mRNA-1_1&gene=snap_masked-CCBN010000011.1-processed-gene-7.6&CDS=1-1332	YLL012W, YLR020C
743	OG0000743	genemark-CCBN010000011.1-processed-gene-7.47-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-7.47&CDS=1-417	YHL001W, YKL006W
744	OG0000744	snap_masked-CCBN010000011.1-processed-gene-7.8-mRNA-1_1&gene=snap_masked-CCBN010000011.1-processed-gene-7.8&CDS=1-456	YAL030W, YOR327C
745	OG0000745	genemark-CCBN010000011.1-processed-gene-7.49-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-7.49&CDS=1-1110	YDL022W, YOL059W
746	OG0000746	genemark-CCBN010000011.1-processed-gene-8.110-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.110&CDS=1-1470, genemark-CCBN010000025.1-processed-gene-1.10-mRNA-1_1&gene=genemark-CCBN010000025.1-processed-gene-1.10&CDS=1-1356	YGR046W
747	OG0000747	genemark-CCBN010000011.1-processed-gene-8.131-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.131&CDS=1-1680, genemark-CCBN010000025.1-processed-gene-1.11-mRNA-1_1&gene=genemark-CCBN010000025.1-processed-gene-1.11&CDS=1-2394	YNR006W
748	OG0000748	genemark-CCBN010000011.1-processed-gene-8.114-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.114&CDS=1-2280, genemark-CCBN010000025.1-processed-gene-1.17-mRNA-1_1&gene=genemark-CCBN010000025.1-processed-gene-1.17&CDS=1-2298	YGL180W
749	OG0000749	augustus_masked-CCBN010000011.1-processed-gene-8.74-mRNA-1_1&gene=augustus_masked-CCBN010000011.1-processed-gene-8.74&CDS=1-1923, snap_masked-CCBN010000025.1-processed-gene-1.131-mRNA-1_1&gene=snap_masked-CCBN010000025.1-processed-gene-1.131&CDS=1-4080	YOL051W
750	OG0000750	augustus_masked-CCBN010000025.1-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-CCBN010000025.1-processed-gene-1.75&CDS=1-2847, genemark-CCBN010000011.1-processed-gene-8.135-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.135&CDS=1-2736	YBL008W
751	OG0000751	genemark-CCBN010000011.1-processed-gene-8.120-mRNA-1_1&gene=genemark-CCBN010000011.1-processed-gene-8.120&CDS=1-1128, genemark-CCBN010000025.1-processed-gene-1.24-mRNA-1_1&gene=genemark-CCBN010000025.1-processed-gene-1.24&CDS=1-1341	YJL036W
752	OG0000752	genemark-CCBN010000012.1-processed-gene-1.36-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.36&CDS=1-534, genemark-CCBN010000026.1-processed-gene-0.57-mRNA-1_1&gene=genemark-CCBN010000026.1-processed-gene-0.57&CDS=1-534	YDL046W
753	OG0000753	genemark-CCBN010000012.1-processed-gene-1.56-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.56&CDS=1-1197, genemark-CCBN010000022.1-processed-gene-1.42-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-1.42&CDS=1-1197	YLR355C
754	OG0000754	genemark-CCBN010000012.1-processed-gene-1.58-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.58&CDS=1-1500, genemark-CCBN010000022.1-processed-gene-1.37-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-1.37&CDS=1-1506	YDR061W
755	OG0000755	maker-CCBN010000012.1-snap-gene-1.31-mRNA-1_1&gene=maker-CCBN010000012.1-snap-gene-1.31&CDS=1-1305, snap_masked-CCBN010000022.1-processed-gene-1.5-mRNA-1_1&gene=snap_masked-CCBN010000022.1-processed-gene-1.5&CDS=1-1335	YER136W
756	OG0000756	genemark-CCBN010000012.1-processed-gene-1.59-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.59&CDS=1-786, genemark-CCBN010000022.1-processed-gene-0.36-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-0.36&CDS=1-792	YCR009C
757	OG0000757	genemark-CCBN010000012.1-processed-gene-1.64-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-1.64&CDS=1-954, genemark-CCBN010000022.1-processed-gene-0.33-mRNA-1_1&gene=genemark-CCBN010000022.1-processed-gene-0.33&CDS=1-966	YJR095W
758	OG0000758	genemark-CCBN010000012.1-processed-gene-3.45-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-3.45&CDS=1-1545, snap_masked-CCBN010000019.1-processed-gene-3.2-mRNA-1_1&gene=snap_masked-CCBN010000019.1-processed-gene-3.2&CDS=1-1722	YBR056W
759	OG0000759	genemark-CCBN010000012.1-processed-gene-4.41-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.41&CDS=1-1242	YGR010W, YLR328W
760	OG0000760	genemark-CCBN010000012.1-processed-gene-4.49-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.49&CDS=1-654	YAR002C-A, YGL002W
761	OG0000761	genemark-CCBN010000014.1-processed-gene-0.85-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-0.85&CDS=1-4581, snap_masked-CCBN010000012.1-processed-gene-4.10-mRNA-1_1&gene=snap_masked-CCBN010000012.1-processed-gene-4.10&CDS=1-3144	YAL002W
762	OG0000762	genemark-CCBN010000012.1-processed-gene-4.66-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.66&CDS=1-1134, genemark-CCBN010000028.1-processed-gene-4.60-mRNA-1_1&gene=genemark-CCBN010000028.1-processed-gene-4.60&CDS=1-1134	YHR112C
763	OG0000763	genemark-CCBN010000012.1-processed-gene-4.67-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.67&CDS=1-1713, genemark-CCBN010000014.1-processed-gene-0.68-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-0.68&CDS=1-2157	YIL107C
764	OG0000764	genemark-CCBN010000012.1-processed-gene-4.51-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.51&CDS=1-750, genemark-CCBN010000014.1-processed-gene-0.83-mRNA-1_1&gene=genemark-CCBN010000014.1-processed-gene-0.83&CDS=1-723	YIL106W
765	OG0000765	genemark-CCBN010000012.1-processed-gene-4.71-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-4.71&CDS=1-2139, maker-CCBN010000014.1-snap-gene-0.87-mRNA-1_1&gene=maker-CCBN010000014.1-snap-gene-0.87&CDS=1-1845	YER047C
766	OG0000766	genemark-CCBN010000012.1-processed-gene-5.69-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-5.69&CDS=1-399	YGR209C, YLR043C
767	OG0000767	genemark-CCBN010000012.1-processed-gene-5.80-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-5.80&CDS=1-1116, genemark-CCBN010000018.1-processed-gene-4.67-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.67&CDS=1-987	YGR284C
768	OG0000768	genemark-CCBN010000012.1-processed-gene-5.82-mRNA-1_1&gene=genemark-CCBN010000012.1-processed-gene-5.82&CDS=1-3450, maker-CCBN010000018.1-snap-gene-4.10-mRNA-1_1&gene=maker-CCBN010000018.1-snap-gene-4.10&CDS=1-3603	YHR079C
769	OG0000769	augustus_masked-CCBN010000012.1-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-CCBN010000012.1-processed-gene-6.38&CDS=1-2079, genemark-CCBN010000018.1-processed-gene-4.94-mRNA-1_1&gene=genemark-CCBN010000018.1-processed-gene-4.94&CDS=1-2730	YBR276C
