	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034902_Ogataea_minuta
668	OG0000668	YDL086W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.116-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.116&CDS=1-816
669	OG0000669	YDL087C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-0.99&CDS=1-726
670	OG0000670	YDL090C	augustus_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-2.158-mRNA-1_1&gene=augustus_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-2.158&CDS=1-3603
671	OG0000671	YDL095W	maker-NODE_3_length_1291677_cov_39.2896_ID_5-augustus-gene-11.369-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-augustus-gene-11.369&CDS=1-3963
672	OG0000672	YDL097C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-4.100-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-4.100&CDS=1-1278
673	OG0000673	YDL098C	augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.29&CDS=1-1473
674	OG0000674	YDL101C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.177-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.177&CDS=1-2586
675	OG0000675	YDL102W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.33-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.33&CDS=1-3306
676	OG0000676	YDL104C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.154-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.154&CDS=1-1116
677	OG0000677	YDL106C	augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.28&CDS=1-2445
678	OG0000678	YDL107W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-3.113&CDS=1-1053
679	OG0000679	YDL108W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.152-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.152&CDS=1-909
680	OG0000680	YDL111C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.16-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-7.16&CDS=1-876
681	OG0000681	YDL114W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-1.38&CDS=1-1017
682	OG0000682	YDL116W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-4.76-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-4.76&CDS=1-2331
683	OG0000683	YDL117W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.151-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-3.151&CDS=1-2127
684	OG0000684	YDL119C	maker-NODE_5_length_1023165_cov_41.5042_ID_9-augustus-gene-5.57-mRNA-1_1&gene=maker-NODE_5_length_1023165_cov_41.5042_ID_9-augustus-gene-5.57&CDS=1-1443
685	OG0000685	YDL120W	maker-NODE_7_length_744497_cov_40.979_ID_13-snap-gene-3.3-mRNA-1_1&gene=maker-NODE_7_length_744497_cov_40.979_ID_13-snap-gene-3.3&CDS=1-519
686	OG0000686	YDL122W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.60&CDS=1-1668
687	OG0000687	YDL124W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.92&CDS=1-915
688	OG0000688	YDL126C	maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-3.12-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-3.12&CDS=1-3456
689	OG0000689	YDL133W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.95-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.95&CDS=1-1020
690	OG0000690	YDL134C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.74-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.74&CDS=1-1029
691	OG0000691	YDL135C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.97-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.97&CDS=1-570
692	OG0000692	YDL139C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.55-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.55&CDS=1-741
693	OG0000693	YDL140C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.53-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.53&CDS=1-5172
694	OG0000694	YDL141W	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.77&CDS=1-1926
695	OG0000695	YDL142C	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.96&CDS=1-684
696	OG0000696	YDL143W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.28-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.28&CDS=1-1581
697	OG0000697	YDL145C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.24-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.24&CDS=1-3621
698	OG0000698	YDL147W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.14-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.14&CDS=1-1329
699	OG0000699	YDL148C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.27&CDS=1-2394
700	OG0000700	YDL149W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-2.5&CDS=1-2673
701	OG0000701	YDL150W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.50-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.50&CDS=1-1113
702	OG0000702	YDL153C	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.75&CDS=1-2811
703	OG0000703	YDL156W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.105&CDS=1-1563
704	OG0000704	YDL157C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.102-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.102&CDS=1-276
705	OG0000705	YDL160C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.83-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.83&CDS=1-1356
706	OG0000706	YDL166C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-8.36-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-8.36&CDS=1-543
707	OG0000707	YDL167C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-12.55-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-12.55&CDS=1-1767
708	OG0000708	YDL168W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-4.185-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-4.185&CDS=1-1140
709	OG0000709	YDL169C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.65-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.65&CDS=1-558
710	OG0000710	YDL171C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.123-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-5.123&CDS=1-6414
711	OG0000711	YDL178W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-7.86-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-7.86&CDS=1-1560
712	OG0000712	YDL183C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.73&CDS=1-987
713	OG0000713	YDL185W	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.111&CDS=1-4020
714	OG0000714	YDL189W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.98-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.98&CDS=1-1350
715	OG0000715	YDL190C	genemark-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.157-mRNA-1_1&gene=genemark-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.157&CDS=1-3465
716	OG0000716	YDL195W	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.78&CDS=1-6264
717	OG0000717	YDL198C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-4.116-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-4.116&CDS=1-900
718	OG0000718	YDL201W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.18-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.18&CDS=1-813
719	OG0000719	YDL202W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.17-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.17&CDS=1-729
720	OG0000720	YDL205C	maker-NODE_5_length_1023165_cov_41.5042_ID_9-snap-gene-2.180-mRNA-1_1&gene=maker-NODE_5_length_1023165_cov_41.5042_ID_9-snap-gene-2.180&CDS=1-1245
721	OG0000721	YDL207W	maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-8.222-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-8.222&CDS=1-2019
722	OG0000722	YDL208W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.122&CDS=1-447
723	OG0000723	YDL209C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-9.51-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-9.51&CDS=1-936
724	OG0000724	YDL213C	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-5.37&CDS=1-612
725	OG0000725	YDL215C	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.121-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.121&CDS=1-3093
726	OG0000726	YDL217C	snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.83-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.83&CDS=1-555
727	OG0000727	YDL219W	augustus_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.46&CDS=1-1206
728	OG0000728	YDL230W	genemark-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-13.43-mRNA-1_1&gene=genemark-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-13.43&CDS=1-2250
729	OG0000729	YDL234C	maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-1.115-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-1.115&CDS=1-4281
730	OG0000730	YDL235C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-6.131-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-6.131&CDS=1-468
731	OG0000731	YDL236W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-6.132-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-6.132&CDS=1-903
732	OG0000732	YDL240W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.47-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-6.47&CDS=1-3261
733	OG0000733	YDR005C	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-6.133-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-6.133&CDS=1-2481
734	OG0000734	YDR006C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-0.142&CDS=1-1845
735	OG0000735	YDR007W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.46-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.46&CDS=1-732
736	OG0000736	YDR013W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.111-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.111&CDS=1-570
737	OG0000737	YDR017C	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.127&CDS=1-2394
738	OG0000738	YDR021W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-4.80-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-4.80&CDS=1-1188
739	OG0000739	YDR023W	genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-4.55-mRNA-1_1&gene=genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-4.55&CDS=1-1392
740	OG0000740	YDR026C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-9.73-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-9.73&CDS=1-1815
741	OG0000741	YDR027C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.116-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.116&CDS=1-2970
742	OG0000742	YDR028C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-7.80-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-7.80&CDS=1-2448
743	OG0000743	YDR030C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.83&CDS=1-1332
744	OG0000744	YDR031W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.112-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-8.112&CDS=1-291
745	OG0000745	YDR032C	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.84&CDS=1-600
746	OG0000746	YDR034C	maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-7.0-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-7.0&CDS=1-3357
747	OG0000747	YDR036C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-0.31&CDS=1-1524
748	OG0000748	YDR041W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-8.1-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-8.1&CDS=1-819
749	OG0000749	YDR044W	maker-NODE_6_length_997536_cov_39.9545_ID_11-augustus-gene-5.77-mRNA-1_1&gene=maker-NODE_6_length_997536_cov_39.9545_ID_11-augustus-gene-5.77&CDS=1-1374
750	OG0000750	YDR045C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-8.30-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-8.30&CDS=1-216
751	OG0000751	YDR047W	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-7.22&CDS=1-3366
752	OG0000752	YDR049W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.79-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.79&CDS=1-1656
753	OG0000753	YDR050C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.13&CDS=1-834
754	OG0000754	YDR051C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.12&CDS=1-906
755	OG0000755	YDR052C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.96&CDS=1-1911
756	OG0000756	YDR054C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.102&CDS=1-663
757	OG0000757	YDR057W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.63-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-9.63&CDS=1-1197
758	OG0000758	YDR060W	augustus_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.12&CDS=1-4623
759	OG0000759	YDR061W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.72-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.72&CDS=1-1533
760	OG0000760	YDR062W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.39-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.39&CDS=1-1692
761	OG0000761	YDR064W	maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-11.347-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-11.347&CDS=1-837
762	OG0000762	YDR067C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.35-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.35&CDS=1-615
763	OG0000763	YDR068W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.67-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.67&CDS=1-918
764	OG0000764	YDR071C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.36-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.36&CDS=1-690
765	OG0000765	YDR072C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.70-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.70&CDS=1-1248
766	OG0000766	YDR079C-A	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.70-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.70&CDS=1-213
767	OG0000767	YDR079W	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.27&CDS=1-282
768	OG0000768	YDR080W	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.60&CDS=1-2637
769	OG0000769	YDR084C	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-0.28&CDS=1-567
770	OG0000770	YDR086C	augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.166-mRNA-1_1&gene=augustus_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.166&CDS=1-1140
771	OG0000771	YDR087C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.110-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.110&CDS=1-756
772	OG0000772	YDR088C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.139-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-5.139&CDS=1-1059
773	OG0000773	YDR089W	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-3.17&CDS=1-2748
774	OG0000774	YDR090C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.126-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.126&CDS=1-762
775	OG0000775	YDR091C	snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-2.108&CDS=1-1818
776	OG0000776	YDR097C	maker-NODE_6_length_997536_cov_39.9545_ID_11-augustus-gene-8.9-mRNA-1_1&gene=maker-NODE_6_length_997536_cov_39.9545_ID_11-augustus-gene-8.9&CDS=1-5712
777	OG0000777	YDR100W	maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-7.166-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-7.166&CDS=1-432
778	OG0000778	YDR101C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-7.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-7.73&CDS=1-1650
779	OG0000779	YDR104C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.138-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.138&CDS=1-3597
780	OG0000780	YDR105C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.124-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.124&CDS=1-1479
781	OG0000781	YDR106W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.102&CDS=1-945
782	OG0000782	YDR108W	maker-NODE_7_length_744497_cov_40.979_ID_13-augustus-gene-5.83-mRNA-1_1&gene=maker-NODE_7_length_744497_cov_40.979_ID_13-augustus-gene-5.83&CDS=1-4497
783	OG0000783	YDR109C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.122-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.122&CDS=1-2184
784	OG0000784	YDR116C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.168-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.168&CDS=1-813
785	OG0000785	YDR117C	maker-NODE_2_length_1316370_cov_40.1168_ID_3-augustus-gene-10.183-mRNA-1_1&gene=maker-NODE_2_length_1316370_cov_40.1168_ID_3-augustus-gene-10.183&CDS=1-2955
786	OG0000786	YDR120C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.193-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.193&CDS=1-1539
