	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034884_Peterozyma_toletana
392	OG0000392	YKL157W	genemark-flattened_line_32-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.117&CDS=1-2718, genemark-flattened_line_32-processed-gene-1.162-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.162&CDS=1-2595
393	OG0000393	YKL192C	genemark-flattened_line_38-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.115&CDS=1-396, genemark-flattened_line_6-processed-gene-5.152-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.152&CDS=1-381
394	OG0000394	YKL217W	genemark-flattened_line_65-processed-gene-0.144-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.144&CDS=1-1614, maker-flattened_line_26-snap-gene-0.45-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.45&CDS=1-1632
395	OG0000395	YKR072C, YOR054C	genemark-flattened_line_14-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.124&CDS=1-1689
396	OG0000396	YKR075C, YOR062C	genemark-flattened_line_8-processed-gene-6.134-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.134&CDS=1-915
397	OG0000397	YKR076W, YMR251W	genemark-flattened_line_16-processed-gene-3.9-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.9&CDS=1-969
398	OG0000398	YKR089C, YOR081C	genemark-flattened_line_24-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.104&CDS=1-3231
399	OG0000399	YKR091W, YOR083W	snap_masked-flattened_line_14-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.30&CDS=1-1332
400	OG0000400	YLL012W, YLR020C	genemark-flattened_line_16-processed-gene-3.63-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.63&CDS=1-1332
401	OG0000401	YLL016W, YLR310C	genemark-flattened_line_30-processed-gene-1.256-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.256&CDS=1-3780
402	OG0000402	YLR149C	maker-flattened_line_79-augustus-gene-0.37-mRNA-1_1&gene=maker-flattened_line_79-augustus-gene-0.37&CDS=1-1419, snap_masked-flattened_line_69-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.110&CDS=1-1455
403	OG0000403	YLR260W, YOR171C	genemark-flattened_line_8-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.102&CDS=1-1581
404	OG0000404	YLR264W, YOR167C	genemark-flattened_line_8-processed-gene-4.51-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.51&CDS=1-201
405	OG0000405	YLR270W, YOR173W	genemark-flattened_line_47-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.74&CDS=1-888
406	OG0000406	YLR284C, YOR180C	genemark-flattened_line_4-processed-gene-7.213-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.213&CDS=1-852
407	OG0000407	YLR287C-A, YOR182C	maker-flattened_line_47-snap-gene-0.96-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.96&CDS=1-1233
408	OG0000408	YLR300W, YOR190W	snap_masked-flattened_line_71-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.105&CDS=1-1272
409	OG0000409	YLR409C	genemark-flattened_line_44-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.90&CDS=1-2868, genemark-flattened_line_44-processed-gene-1.143-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.143&CDS=1-2868
410	OG0000410	YLR433C	genemark-flattened_line_0-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.38&CDS=1-1734, genemark-flattened_line_2-processed-gene-2.62-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.62&CDS=1-1740
411	OG0000411	YLR441C	genemark-flattened_line_2-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.78&CDS=1-768, genemark-flattened_line_86-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.70&CDS=1-768
412	OG0000412	YLR450W, YML075C	genemark-flattened_line_51-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.43&CDS=1-3081
413	OG0000413	YLR456W, YPR172W	genemark-flattened_line_10-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.14&CDS=1-567
414	OG0000414	YML054C	genemark-flattened_line_4-processed-gene-7.249-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.249&CDS=1-1509, genemark-flattened_line_63-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.95&CDS=1-1713
415	OG0000415	YML091C	augustus_masked-flattened_line_12-processed-gene-4.284-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.284&CDS=1-2133, genemark-flattened_line_65-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_65-processed-gene-0.116&CDS=1-2307
416	OG0000416	YML100W, YMR261C	genemark-flattened_line_28-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.21&CDS=1-3147
417	OG0000417	YML103C	genemark-flattened_line_44-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.93&CDS=1-4893, genemark-flattened_line_44-processed-gene-1.140-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.140&CDS=1-4893
418	OG0000418	YML104C	genemark-flattened_line_44-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.95&CDS=1-3786, genemark-flattened_line_44-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.138&CDS=1-3786
419	OG0000419	YML106W, YMR271C	genemark-flattened_line_4-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.79&CDS=1-672
420	OG0000420	YML109W, YMR273C	genemark-flattened_line_4-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.80&CDS=1-3429
421	OG0000421	YMR020W	augustus_masked-flattened_line_40-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.75&CDS=1-1470, genemark-flattened_line_10-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.105&CDS=1-1464
422	OG0000422	YMR145C	genemark-flattened_line_51-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.64&CDS=1-1683, maker-flattened_line_2-augustus-gene-5.55-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-5.55&CDS=1-3015
423	OG0000423	YMR177W, YPL224C	snap_masked-flattened_line_26-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.147&CDS=1-1695
424	OG0000424	YMR182C, YPL230W	genemark-flattened_line_6-processed-gene-5.134-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.134&CDS=1-1251
425	OG0000425	YMR183C, YPL232W	maker-flattened_line_8-augustus-gene-3.163-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-3.163&CDS=1-858
426	OG0000426	YMR194W, YPL249C-A	genemark-flattened_line_2-processed-gene-3.4-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.4&CDS=1-303
427	OG0000427	YMR199W, YPL256C	genemark-flattened_line_71-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.6&CDS=1-1236
428	OG0000428	YMR230W, YOR293W	genemark-flattened_line_75-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.56&CDS=1-369
429	OG0000429	YMR237W, YOR299W	genemark-flattened_line_12-processed-gene-4.141-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.141&CDS=1-2154
430	OG0000430	YMR242C, YOR312C	genemark-flattened_line_53-processed-gene-0.288-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.288&CDS=1-522
431	OG0000431	YMR253C, YPL264C	genemark-flattened_line_0-processed-gene-5.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.45&CDS=1-1200
432	OG0000432	YMR268C	augustus_masked-flattened_line_44-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-1.66&CDS=1-2874, snap_masked-flattened_line_44-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.36&CDS=1-2874
433	OG0000433	YMR269W	genemark-flattened_line_44-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.94&CDS=1-657, genemark-flattened_line_44-processed-gene-1.139-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.139&CDS=1-657
434	OG0000434	YNL027W	genemark-flattened_line_18-processed-gene-2.185-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.185&CDS=1-2010, genemark-flattened_line_59-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_59-processed-gene-0.34&CDS=1-1137
435	OG0000435	YNL065W	genemark-flattened_line_12-processed-gene-3.12-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.12&CDS=1-1704, genemark-flattened_line_32-processed-gene-1.172-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.172&CDS=1-1575
436	OG0000436	YNL087W, YOR086C	augustus_masked-flattened_line_20-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.14&CDS=1-6003
437	OG0000437	YNL095C, YOR092W	genemark-flattened_line_22-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.98&CDS=1-1695
438	OG0000438	YNL106C, YOR109W	genemark-flattened_line_4-processed-gene-4.20-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.20&CDS=1-3243
439	OG0000439	YNL108C, YOR110W	genemark-flattened_line_10-processed-gene-5.36-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.36&CDS=1-1470
440	OG0000440	YNL216W	genemark-flattened_line_10-processed-gene-2.99-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.99&CDS=1-1650, snap_masked-flattened_line_6-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.104&CDS=1-1908
441	OG0000441	YNL283C, YOL105C	genemark-flattened_line_42-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.97&CDS=1-1161
442	OG0000442	YNL293W, YOL112W	genemark-flattened_line_0-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.29&CDS=1-2052
443	OG0000443	YNL299W, YOL115W	augustus_masked-flattened_line_73-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_73-processed-gene-0.20&CDS=1-2085
444	OG0000444	YNL301C, YOL120C	maker-flattened_line_6-snap-gene-3.0-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.0&CDS=1-942
445	OG0000445	YNL322C	genemark-flattened_line_32-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.64&CDS=1-633, genemark-flattened_line_32-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.80&CDS=1-693
446	OG0000446	YOL048C	genemark-flattened_line_20-processed-gene-2.133-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.133&CDS=1-990, genemark-flattened_line_30-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.77&CDS=1-657
447	OG0000447	YOR032C	genemark-flattened_line_10-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.12&CDS=1-2970, genemark-flattened_line_20-processed-gene-2.84-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.84&CDS=1-2490
448	OG0000448	YOR153W	genemark-flattened_line_4-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.46&CDS=1-4566, snap_masked-flattened_line_32-processed-gene-1.215-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.215&CDS=1-4644
449	OG0000449	YOR227W, YPL137C	genemark-flattened_line_90-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.6&CDS=1-3813
450	OG0000450	YOR231W, YPL140C	genemark-flattened_line_0-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.84&CDS=1-1437
451	OG0000451	YOR234C, YPL143W	genemark-flattened_line_6-processed-gene-1.45-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.45&CDS=1-312
452	OG0000452	YOR237W, YPL145C	genemark-flattened_line_6-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.43&CDS=1-1272
453	OG0000453	YOR256C, YPL176C	genemark-flattened_line_4-processed-gene-2.12-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.12&CDS=1-2457
454	OG0000454	YOR283W	genemark-flattened_line_0-processed-gene-5.33-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.33&CDS=1-681, genemark-flattened_line_0-processed-gene-5.34-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.34&CDS=1-672
455	OG0000455	YOR323C	snap_masked-flattened_line_81-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.33&CDS=1-1419, snap_masked-flattened_line_81-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.6&CDS=1-1419
456	OG0000456	YOR360C	augustus_masked-flattened_line_368-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_368-processed-gene-0.1&CDS=1-474, snap_masked-flattened_line_472-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_472-processed-gene-0.0&CDS=1-198
457	OG0000457	YOR390W, YPL279C	genemark-flattened_line_88-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.8&CDS=1-1041
458	OG0000458	YPL048W	genemark-flattened_line_24-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.101&CDS=1-1239, genemark-flattened_line_42-processed-gene-1.56-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.56&CDS=1-1245
459	OG0000459	YPL088W	genemark-flattened_line_16-processed-gene-2.79-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.79&CDS=1-1053, genemark-flattened_line_26-processed-gene-0.95-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.95&CDS=1-1050
460	OG0000460	YPL092W	genemark-flattened_line_28-processed-gene-1.149-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.149&CDS=1-1107, genemark-flattened_line_4-processed-gene-5.104-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.104&CDS=1-1233
461	OG0000461	YPL159C, YPR151C	genemark-flattened_line_8-processed-gene-3.138-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.138&CDS=1-864
462	OG0000462	YPR013C, YPR015C	genemark-flattened_line_24-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.91&CDS=1-1221
463	OG0000463	YPR169W-A, YPR170W-B	augustus_masked-flattened_line_16-processed-gene-3.129-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.129&CDS=1-2151
464	OG0000464	YPR194C	genemark-flattened_line_18-processed-gene-2.213-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.213&CDS=1-2580, genemark-flattened_line_36-processed-gene-1.169-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.169&CDS=1-2619
465	OG0000465	Q0105, Q0120	maker-flattened_line_94-snap-gene-0.37-mRNA-1_1&gene=maker-flattened_line_94-snap-gene-0.37&CDS=1-339
466	OG0000466	YAL001C	augustus_masked-flattened_line_0-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.96&CDS=1-3930
467	OG0000467	YAL002W	maker-flattened_line_40-augustus-gene-1.178-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-1.178&CDS=1-5031
468	OG0000468	YAL003W	genemark-flattened_line_2-processed-gene-6.73-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.73&CDS=1-636
469	OG0000469	YAL008W	genemark-flattened_line_26-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.62&CDS=1-579
470	OG0000470	YAL009W	genemark-flattened_line_8-processed-gene-3.127-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.127&CDS=1-1152
471	OG0000471	YAL010C	genemark-flattened_line_36-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.75&CDS=1-1413
472	OG0000472	YAL011W	genemark-flattened_line_36-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.52&CDS=1-2661
473	OG0000473	YAL012W	genemark-flattened_line_10-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.18&CDS=1-1281
474	OG0000474	YAL013W	augustus_masked-flattened_line_10-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.63&CDS=1-1353
475	OG0000475	YAL016W	maker-flattened_line_8-augustus-gene-6.149-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-6.149&CDS=1-1860
476	OG0000476	YAL019W	genemark-flattened_line_51-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.55&CDS=1-3144
477	OG0000477	YAL020C	genemark-flattened_line_8-processed-gene-4.79-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.79&CDS=1-1083
478	OG0000478	YAL022C	genemark-flattened_line_28-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.127&CDS=1-1482
479	OG0000479	YAL023C	genemark-flattened_line_28-processed-gene-1.169-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.169&CDS=1-2322
480	OG0000480	YAL024C	genemark-flattened_line_22-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.109&CDS=1-4665
481	OG0000481	YAL025C	genemark-flattened_line_28-processed-gene-1.102-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.102&CDS=1-912
482	OG0000482	YAL026C	genemark-flattened_line_28-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.106&CDS=1-3828
483	OG0000483	YAL027W	genemark-flattened_line_12-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.129&CDS=1-768
484	OG0000484	YAL031C	augustus_masked-flattened_line_12-processed-gene-4.264-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.264&CDS=1-3312
485	OG0000485	YAL033W	maker-flattened_line_67-snap-gene-0.44-mRNA-1_1&gene=maker-flattened_line_67-snap-gene-0.44&CDS=1-1689
486	OG0000486	YAL034W-A	genemark-flattened_line_12-processed-gene-4.123-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.123&CDS=1-846
487	OG0000487	YAL035W	genemark-flattened_line_20-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.142&CDS=1-3054
488	OG0000488	YAL036C	genemark-flattened_line_26-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.82&CDS=1-1107
489	OG0000489	YAL038W	genemark-flattened_line_18-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.49&CDS=1-1506
490	OG0000490	YAL039C	genemark-flattened_line_20-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.48&CDS=1-819
491	OG0000491	YAL041W	genemark-flattened_line_20-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.31&CDS=1-2337
492	OG0000492	YAL042W	genemark-flattened_line_20-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.30&CDS=1-1233
493	OG0000493	YAL043C	genemark-flattened_line_4-processed-gene-2.47-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.47&CDS=1-2307
494	OG0000494	YAL044C	genemark-flattened_line_47-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.88&CDS=1-534
495	OG0000495	YAL044W-A	genemark-flattened_line_47-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.42&CDS=1-327
496	OG0000496	YAL046C	genemark-flattened_line_4-processed-gene-3.70-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.70&CDS=1-387
497	OG0000497	YAL048C	genemark-flattened_line_4-processed-gene-3.72-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.72&CDS=1-1920
498	OG0000498	YAL049C	maker-flattened_line_2-snap-gene-5.53-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-5.53&CDS=1-1374
499	OG0000499	YAL054C	genemark-flattened_line_2-processed-gene-2.78-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.78&CDS=1-2001
500	OG0000500	YAL058W	genemark-flattened_line_51-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.79&CDS=1-1752
501	OG0000501	YAL059W	genemark-flattened_line_30-processed-gene-1.292-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.292&CDS=1-498
502	OG0000502	YAL067C	genemark-flattened_line_10-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.13&CDS=1-1710
503	OG0000503	YAR002W	snap_masked-flattened_line_10-processed-gene-5.139-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.139&CDS=1-1545
504	OG0000504	YAR003W	genemark-flattened_line_40-processed-gene-1.170-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.170&CDS=1-1326
505	OG0000505	YAR007C	genemark-flattened_line_4-processed-gene-7.287-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.287&CDS=1-1785
506	OG0000506	YAR014C	genemark-flattened_line_30-processed-gene-1.227-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.227&CDS=1-1830
