	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034597_Candida_stellimalicola
681	OG0000681	YBR208C	augustus_masked-flattened_line_68-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.157&CDS=1-5469
682	OG0000682	YBR215W	augustus_masked-flattened_line_58-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.117&CDS=1-1761
683	OG0000683	YBR217W	augustus_masked-flattened_line_10-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.166&CDS=1-588
684	OG0000684	YBR218C	augustus_masked-flattened_line_32-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.109&CDS=1-3561
685	OG0000685	YBR220C	augustus_masked-flattened_line_42-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.202&CDS=1-1698
686	OG0000686	YBR221C	genemark-flattened_line_42-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.65&CDS=1-1068
687	OG0000687	YBR222C	augustus_masked-flattened_line_42-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.203&CDS=1-1584
688	OG0000688	YBR223C	augustus_masked-flattened_line_12-processed-gene-2.136-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.136&CDS=1-1491
689	OG0000689	YBR227C	augustus_masked-flattened_line_62-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.192&CDS=1-1593
690	OG0000690	YBR229C	augustus_masked-flattened_line_30-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.70&CDS=1-2733
691	OG0000691	YBR231C	augustus_masked-flattened_line_104-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.32&CDS=1-795
692	OG0000692	YBR233W-A	augustus_masked-flattened_line_34-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.6&CDS=1-294
693	OG0000693	YBR234C	augustus_masked-flattened_line_34-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.30&CDS=1-1071
694	OG0000694	YBR235W	augustus_masked-flattened_line_10-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.51&CDS=1-3369
695	OG0000695	YBR236C	augustus_masked-flattened_line_10-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.74&CDS=1-1650
696	OG0000696	YBR237W	augustus_masked-flattened_line_10-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.52&CDS=1-2583
697	OG0000697	YBR239C	genemark-flattened_line_40-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.84&CDS=1-1221
698	OG0000698	YBR243C	snap_masked-flattened_line_40-processed-gene-0.183-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.183&CDS=1-1359
699	OG0000699	YBR246W	augustus_masked-flattened_line_40-processed-gene-0.265-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.265&CDS=1-1053
700	OG0000700	YBR247C	augustus_masked-flattened_line_52-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.148&CDS=1-1428
701	OG0000701	YBR251W	augustus_masked-flattened_line_20-processed-gene-1.165-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.165&CDS=1-915
702	OG0000702	YBR253W	augustus_masked-flattened_line_22-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.158&CDS=1-711
703	OG0000703	YBR254C	augustus_masked-flattened_line_128-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.28&CDS=1-423
704	OG0000704	YBR255C-A	augustus_masked-flattened_line_22-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.159&CDS=1-369
705	OG0000705	YBR255W	snap_masked-flattened_line_128-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.8&CDS=1-1614
706	OG0000706	YBR256C	augustus_masked-flattened_line_2-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.22&CDS=1-702
707	OG0000707	YBR257W	augustus_masked-flattened_line_32-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.113&CDS=1-798
708	OG0000708	YBR258C	augustus_masked-flattened_line_76-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.14&CDS=1-393
709	OG0000709	YBR260C	augustus_masked-flattened_line_76-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.13&CDS=1-2130
710	OG0000710	YBR261C	augustus_masked-flattened_line_22-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.99&CDS=1-696
711	OG0000711	YBR265W	augustus_masked-flattened_line_30-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.73&CDS=1-903
712	OG0000712	YBR267W	snap_masked-flattened_line_62-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.95&CDS=1-1209
713	OG0000713	YBR269C	snap_masked-flattened_line_62-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.130&CDS=1-405
714	OG0000714	YBR271W	augustus_masked-flattened_line_62-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.199&CDS=1-1164
715	OG0000715	YBR272C	snap_masked-flattened_line_76-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.92&CDS=1-1380
716	OG0000716	YBR274W	augustus_masked-flattened_line_76-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.12&CDS=1-2898
717	OG0000717	YBR275C	augustus_masked-flattened_line_4-processed-gene-3.243-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.243&CDS=1-4068
718	OG0000718	YBR276C	augustus_masked-flattened_line_94-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.47&CDS=1-3636
719	OG0000719	YBR279W	augustus_masked-flattened_line_62-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.162&CDS=1-1206
720	OG0000720	YBR280C	augustus_masked-flattened_line_60-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.105&CDS=1-1599
721	OG0000721	YBR281C	maker-flattened_line_60-augustus-gene-0.124-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.124&CDS=1-5037
722	OG0000722	YBR282W	augustus_masked-flattened_line_94-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.65&CDS=1-435
723	OG0000723	YBR283C	augustus_masked-flattened_line_22-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.96&CDS=1-1437
724	OG0000724	YBR286W	augustus_masked-flattened_line_76-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.15&CDS=1-1524
725	OG0000725	YBR287W	augustus_masked-flattened_line_22-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.42&CDS=1-1317
726	OG0000726	YBR288C	maker-flattened_line_70-augustus-gene-0.59-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.59&CDS=1-1572
727	OG0000727	YBR289W	augustus_masked-flattened_line_44-processed-gene-0.228-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.228&CDS=1-1392
728	OG0000728	YBR290W	augustus_masked-flattened_line_44-processed-gene-0.227-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.227&CDS=1-1020
729	OG0000729	YBR291C	augustus_masked-flattened_line_44-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.187&CDS=1-873
730	OG0000730	YBR296C	augustus_masked-flattened_line_68-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.124&CDS=1-1734
731	OG0000731	YCL001W	genemark-flattened_line_38-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.136&CDS=1-543
732	OG0000732	YCL002C	augustus_masked-flattened_line_38-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.18&CDS=1-594
733	OG0000733	YCL004W	maker-flattened_line_38-snap-gene-0.94-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-0.94&CDS=1-1515
734	OG0000734	YCL005W-A	maker-flattened_line_38-augustus-gene-1.105-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-1.105&CDS=1-201
735	OG0000735	YCL008C	augustus_masked-flattened_line_38-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.84&CDS=1-1215
736	OG0000736	YCL009C	augustus_masked-flattened_line_50-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.136&CDS=1-852
737	OG0000737	YCL010C	augustus_masked-flattened_line_38-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.45&CDS=1-732
738	OG0000738	YCL014W	augustus_masked-flattened_line_38-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.20&CDS=1-3525
739	OG0000739	YCL016C	augustus_masked-flattened_line_38-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.43&CDS=1-1053
740	OG0000740	YCL017C	augustus_masked-flattened_line_38-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.52&CDS=1-1425
741	OG0000741	YCL018W	augustus_masked-flattened_line_38-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.53&CDS=1-1095
742	OG0000742	YCL026C-B	augustus_masked-flattened_line_14-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.62&CDS=1-570
743	OG0000743	YCL027W	augustus_masked-flattened_line_82-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.28&CDS=1-1356
744	OG0000744	YCL028W	augustus_masked-flattened_line_6-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.120&CDS=1-852
745	OG0000745	YCL029C	maker-flattened_line_32-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.0&CDS=1-1083
746	OG0000746	YCL030C	augustus_masked-flattened_line_32-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.131&CDS=1-2553
747	OG0000747	YCL032W	augustus_masked-flattened_line_32-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.127&CDS=1-720
748	OG0000748	YCL033C	augustus_masked-flattened_line_32-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.105&CDS=1-435
749	OG0000749	YCL034W	augustus_masked-flattened_line_32-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.130&CDS=1-1131
750	OG0000750	YCL038C	augustus_masked-flattened_line_32-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.102&CDS=1-1680
751	OG0000751	YCL039W	augustus_masked-flattened_line_32-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.121&CDS=1-1644
752	OG0000752	YCL043C	augustus_masked-flattened_line_32-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.104&CDS=1-1497
753	OG0000753	YCL044C	augustus_masked-flattened_line_44-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.189&CDS=1-867
754	OG0000754	YCL045C	augustus_masked-flattened_line_44-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.190&CDS=1-2484
755	OG0000755	YCL047C	snap_masked-flattened_line_86-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.34&CDS=1-825
756	OG0000756	YCL054W	augustus_masked-flattened_line_66-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.103&CDS=1-2463
757	OG0000757	YCL055W	augustus_masked-flattened_line_66-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.102&CDS=1-1176
758	OG0000758	YCL057C-A	augustus_masked-flattened_line_18-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.28&CDS=1-219
759	OG0000759	YCL057W	augustus_masked-flattened_line_18-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.1&CDS=1-1965
760	OG0000760	YCL059C	augustus_masked-flattened_line_82-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.27&CDS=1-1158
761	OG0000761	YCL061C	genemark-flattened_line_70-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.7&CDS=1-3483
762	OG0000762	YCR002C	augustus_masked-flattened_line_20-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.120&CDS=1-987
763	OG0000763	YCR003W	augustus_masked-flattened_line_20-processed-gene-1.178-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.178&CDS=1-693
764	OG0000764	YCR008W	genemark-flattened_line_4-processed-gene-3.10-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.10&CDS=1-1920
765	OG0000765	YCR009C	maker-flattened_line_4-augustus-gene-3.280-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-3.280&CDS=1-816
766	OG0000766	YCR011C	augustus_masked-flattened_line_72-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.70&CDS=1-2991
767	OG0000767	YCR012W	augustus_masked-flattened_line_52-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.106&CDS=1-1245
768	OG0000768	YCR015C	augustus_masked-flattened_line_52-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.142&CDS=1-825
769	OG0000769	YCR016W	augustus_masked-flattened_line_52-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.103&CDS=1-1275
770	OG0000770	YCR017C	augustus_masked-flattened_line_52-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.144&CDS=1-2826
771	OG0000771	YCR019W	maker-flattened_line_2-augustus-gene-2.107-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-2.107&CDS=1-1065
772	OG0000772	YCR020C-A	augustus_masked-flattened_line_32-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.96&CDS=1-288
773	OG0000773	YCR024C	augustus_masked-flattened_line_8-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.127&CDS=1-1461
774	OG0000774	YCR027C	augustus_masked-flattened_line_8-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.147&CDS=1-543
775	OG0000775	YCR028C-A	augustus_masked-flattened_line_22-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.24&CDS=1-399
776	OG0000776	YCR030C	augustus_masked-flattened_line_22-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.25&CDS=1-2580
777	OG0000777	YCR032W	augustus_masked-flattened_line_22-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.27&CDS=1-6570
778	OG0000778	YCR033W	genemark-flattened_line_0-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.36&CDS=1-3468
779	OG0000779	YCR035C	augustus_masked-flattened_line_0-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.119&CDS=1-1161
780	OG0000780	YCR036W	genemark-flattened_line_0-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.38&CDS=1-996
781	OG0000781	YCR042C	augustus_masked-flattened_line_70-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_70-processed-gene-0.87&CDS=1-3960
782	OG0000782	YCR044C	augustus_masked-flattened_line_96-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.54&CDS=1-984
783	OG0000783	YCR046C	maker-flattened_line_0-augustus-gene-1.69-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.69&CDS=1-543
784	OG0000784	YCR047C	augustus_masked-flattened_line_0-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.78&CDS=1-807
785	OG0000785	YCR051W	augustus_masked-flattened_line_0-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.80&CDS=1-618
786	OG0000786	YCR053W	augustus_masked-flattened_line_78-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.39&CDS=1-1506
787	OG0000787	YCR054C	augustus_masked-flattened_line_78-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.15&CDS=1-1425
788	OG0000788	YCR057C	maker-flattened_line_78-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_78-augustus-gene-0.0&CDS=1-2736
789	OG0000789	YCR059C	augustus_masked-flattened_line_78-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.13&CDS=1-801
790	OG0000790	YCR060W	augustus_masked-flattened_line_78-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.37&CDS=1-879
791	OG0000791	YCR061W	augustus_masked-flattened_line_78-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.36&CDS=1-1914
792	OG0000792	YCR063W	augustus_masked-flattened_line_78-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.35&CDS=1-480
793	OG0000793	YCR066W	genemark-flattened_line_78-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.122&CDS=1-1029
794	OG0000794	YCR068W	augustus_masked-flattened_line_72-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.88&CDS=1-1482
795	OG0000795	YCR071C	augustus_masked-flattened_line_34-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.40&CDS=1-567
796	OG0000796	YCR072C	augustus_masked-flattened_line_34-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.41&CDS=1-1530
797	OG0000797	YCR075C	augustus_masked-flattened_line_72-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.73&CDS=1-768
798	OG0000798	YCR077C	augustus_masked-flattened_line_8-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.118&CDS=1-2376
799	OG0000799	YCR079W	augustus_masked-flattened_line_8-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.113&CDS=1-1224
800	OG0000800	YCR081W	genemark-flattened_line_72-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.38&CDS=1-4290
801	OG0000801	YCR083W	augustus_masked-flattened_line_60-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.91&CDS=1-366
802	OG0000802	YCR084C	augustus_masked-flattened_line_60-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.88&CDS=1-2109
803	OG0000803	YCR086W	augustus_masked-flattened_line_60-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.62&CDS=1-948
804	OG0000804	YCR087C-A	augustus_masked-flattened_line_60-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.89&CDS=1-435
805	OG0000805	YCR088W	augustus_masked-flattened_line_60-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.90&CDS=1-1518
806	OG0000806	YCR090C	augustus_masked-flattened_line_16-processed-gene-1.203-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.203&CDS=1-486
807	OG0000807	YCR092C	augustus_masked-flattened_line_16-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.156&CDS=1-2916
808	OG0000808	YCR093W	genemark-flattened_line_60-processed-gene-0.180-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.180&CDS=1-7770
809	OG0000809	YCR095C	maker-flattened_line_60-augustus-gene-0.120-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.120&CDS=1-861
810	OG0000810	YCR097W	snap_masked-flattened_line_40-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.116&CDS=1-321
