	OrthologID	Nakaseomyces_nivariensis	Saccharomyces_cerevisiae
752	OG0000752	augustus_masked-CANI0S04-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-3.16&CDS=1-699	YNR036C
753	OG0000753	snap_masked-CANI0S04-processed-gene-3.96-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.96&CDS=1-723	YBL041W
754	OG0000754	snap_masked-CANI0S04-processed-gene-3.110-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.110&CDS=1-648	YBL040C
755	OG0000755	snap_masked-CANI0S04-processed-gene-3.111-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.111&CDS=1-1734	YBL039C
756	OG0000756	snap_masked-CANI0S04-processed-gene-3.97-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.97&CDS=1-639	YBL038W
757	OG0000757	snap_masked-CANI0S04-processed-gene-3.98-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.98&CDS=1-3021	YBL037W
758	OG0000758	snap_masked-CANI0S04-processed-gene-3.112-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.112&CDS=1-762	YBL036C
759	OG0000759	snap_masked-CANI0S04-processed-gene-3.99-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.99&CDS=1-2928	YBR086C
760	OG0000760	snap_masked-CANI0S04-processed-gene-3.113-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.113&CDS=1-1983	YBL035C
761	OG0000761	snap_masked-CANI0S04-processed-gene-3.114-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.114&CDS=1-4212	YBL034C
762	OG0000762	snap_masked-CANI0S04-processed-gene-3.115-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.115&CDS=1-888	YBL033C
763	OG0000763	snap_masked-CANI0S04-processed-gene-3.100-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.100&CDS=1-1029	YBL032W
764	OG0000764	snap_masked-CANI0S04-processed-gene-3.101-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.101&CDS=1-960	YBL031W
765	OG0000765	snap_masked-CANI0S04-processed-gene-3.117-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.117&CDS=1-270	YBL029C-A
766	OG0000766	augustus_masked-CANI0S04-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-3.23&CDS=1-1173	YBL029W
767	OG0000767	snap_masked-CANI0S04-processed-gene-3.118-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-3.118&CDS=1-339	YBL028C
768	OG0000768	snap_masked-CANI0S04-processed-gene-4.4-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.4&CDS=1-2967	YDR060W
769	OG0000769	snap_masked-CANI0S04-processed-gene-4.5-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.5&CDS=1-825	YDR087C
770	OG0000770	snap_masked-CANI0S04-processed-gene-4.6-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.6&CDS=1-216	YDR086C
771	OG0000771	snap_masked-CANI0S04-processed-gene-4.23-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.23&CDS=1-297	YNR034W-A
772	OG0000772	snap_masked-CANI0S04-processed-gene-4.12-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.12&CDS=1-1146	YAL060W
773	OG0000773	snap_masked-CANI0S04-processed-gene-4.13-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.13&CDS=1-558	YAL059W
774	OG0000774	snap_masked-CANI0S04-processed-gene-4.14-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.14&CDS=1-909	YAL058W
775	OG0000775	snap_masked-CANI0S04-processed-gene-4.16-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.16&CDS=1-2289	YAL053W
776	OG0000776	snap_masked-CANI0S04-processed-gene-4.27-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.27&CDS=1-1953	YAL048C
777	OG0000777	snap_masked-CANI0S04-processed-gene-4.28-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.28&CDS=1-2424	YAL047C
778	OG0000778	snap_masked-CANI0S04-processed-gene-4.29-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.29&CDS=1-393	YAL046C
779	OG0000779	snap_masked-CANI0S04-processed-gene-4.18-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.18&CDS=1-369	YAL044W-A
780	OG0000780	snap_masked-CANI0S04-processed-gene-4.30-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.30&CDS=1-519	YAL044C
781	OG0000781	snap_masked-CANI0S04-processed-gene-4.31-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.31&CDS=1-2418	YAL043C
782	OG0000782	snap_masked-CANI0S04-processed-gene-4.32-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.32&CDS=1-2946	YAL035W
783	OG0000783	snap_masked-CANI0S04-processed-gene-4.19-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.19&CDS=1-1107	YAL036C
784	OG0000784	genemark-CANI0S04-processed-gene-4.95-mRNA-1_1&gene=genemark-CANI0S04-processed-gene-4.95&CDS=1-435	YOR344C
785	OG0000785	snap_masked-CANI0S04-processed-gene-4.20-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.20&CDS=1-783	YAL039C
786	OG0000786	snap_masked-CANI0S04-processed-gene-4.21-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.21&CDS=1-1836	YAL040C
787	OG0000787	snap_masked-CANI0S04-processed-gene-4.36-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.36&CDS=1-2568	YAL041W
788	OG0000788	snap_masked-CANI0S04-processed-gene-4.37-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-4.37&CDS=1-1239	YAL042W
789	OG0000789	snap_masked-CANI0S04-processed-gene-5.82-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.82&CDS=1-774	YAL034W-A
790	OG0000790	augustus_masked-CANI0S04-processed-gene-5.3-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-5.3&CDS=1-1749	YCR044C
791	OG0000791	snap_masked-CANI0S04-processed-gene-5.83-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.83&CDS=1-537	YAL033W
792	OG0000792	snap_masked-CANI0S04-processed-gene-5.87-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.87&CDS=1-1212	YAL032C
793	OG0000793	snap_masked-CANI0S04-processed-gene-5.88-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.88&CDS=1-2703	YAL031C
794	OG0000794	augustus_masked-CANI0S04-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-5.6&CDS=1-2049	YLR114C
795	OG0000795	augustus_masked-CANI0S04-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-5.26&CDS=1-1308	YLR113W
796	OG0000796	augustus_masked-CANI0S04-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-5.27&CDS=1-525	YLR109W
797	OG0000797	snap_masked-CANI0S04-processed-gene-5.109-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.109&CDS=1-1203	YLR107W
798	OG0000798	snap_masked-CANI0S04-processed-gene-5.92-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.92&CDS=1-14625	YLR106C
799	OG0000799	snap_masked-CANI0S04-processed-gene-5.93-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.93&CDS=1-1095	YLR105C
800	OG0000800	snap_masked-CANI0S04-processed-gene-5.110-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.110&CDS=1-363	YLR104W
801	OG0000801	snap_masked-CANI0S04-processed-gene-5.94-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.94&CDS=1-1956	YLR103C
802	OG0000802	augustus_masked-CANI0S04-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-5.13&CDS=1-942	YLR102C
803	OG0000803	snap_masked-CANI0S04-processed-gene-5.111-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.111&CDS=1-1041	YLR100W
804	OG0000804	snap_masked-CANI0S04-processed-gene-5.112-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.112&CDS=1-4746	YDR127W
805	OG0000805	snap_masked-CANI0S04-processed-gene-5.113-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.113&CDS=1-315	YLR099W-A
806	OG0000806	snap_masked-CANI0S04-processed-gene-5.97-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.97&CDS=1-1716	YLR098C
807	OG0000807	snap_masked-CANI0S04-processed-gene-5.98-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.98&CDS=1-3291	YJL176C
808	OG0000808	snap_masked-CANI0S04-processed-gene-5.99-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.99&CDS=1-801	YJL178C
809	OG0000809	augustus_masked-CANI0S04-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-5.18&CDS=1-888	YOR292C
810	OG0000810	augustus_masked-CANI0S04-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-5.34&CDS=1-5334	YOR291W
811	OG0000811	snap_masked-CANI0S04-processed-gene-5.100-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.100&CDS=1-1722	YMR227C
812	OG0000812	augustus_masked-CANI0S04-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-5.20&CDS=1-1032	YMR226C
813	OG0000813	snap_masked-CANI0S04-processed-gene-5.103-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.103&CDS=1-2004	YMR224C
814	OG0000814	snap_masked-CANI0S04-processed-gene-5.117-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.117&CDS=1-1395	YMR223W
815	OG0000815	snap_masked-CANI0S04-processed-gene-5.104-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.104&CDS=1-657	YMR222C
816	OG0000816	augustus_masked-CANI0S04-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-5.23&CDS=1-1518	YCR068W
817	OG0000817	snap_masked-CANI0S04-processed-gene-5.106-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.106&CDS=1-945	YCR069W
818	OG0000818	snap_masked-CANI0S04-processed-gene-5.119-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.119&CDS=1-387	YCR071C
819	OG0000819	snap_masked-CANI0S04-processed-gene-5.120-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.120&CDS=1-1554	YCR072C
820	OG0000820	snap_masked-CANI0S04-processed-gene-5.107-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-5.107&CDS=1-2073	YNL021W
821	OG0000821	snap_masked-CANI0S04-processed-gene-6.96-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.96&CDS=1-1125	YNL035C
822	OG0000822	snap_masked-CANI0S04-processed-gene-6.97-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.97&CDS=1-5628	YPL231W
823	OG0000823	snap_masked-CANI0S04-processed-gene-6.99-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.99&CDS=1-351	YPL229W
824	OG0000824	snap_masked-CANI0S04-processed-gene-6.100-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.100&CDS=1-1755	YPL228W
825	OG0000825	snap_masked-CANI0S04-processed-gene-6.116-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.116&CDS=1-972	YPL227C
826	OG0000826	snap_masked-CANI0S04-processed-gene-6.101-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.101&CDS=1-1989	YPL222W
827	OG0000827	snap_masked-CANI0S04-processed-gene-6.104-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.104&CDS=1-567	YPL218W
828	OG0000828	snap_masked-CANI0S04-processed-gene-6.121-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.121&CDS=1-3507	YPL217C
829	OG0000829	augustus_masked-CANI0S04-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-6.8&CDS=1-963	YPL215W
830	OG0000830	snap_masked-CANI0S04-processed-gene-6.122-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.122&CDS=1-1617	YPL214C
831	OG0000831	snap_masked-CANI0S04-processed-gene-6.105-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.105&CDS=1-759	YPL213W
832	OG0000832	augustus_masked-CANI0S04-processed-gene-6.10-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-6.10&CDS=1-1452	YHR159W
833	OG0000833	snap_masked-CANI0S04-processed-gene-6.127-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.127&CDS=1-1566	YNL182C
834	OG0000834	snap_masked-CANI0S04-processed-gene-6.106-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.106&CDS=1-1230	YNL181W
835	OG0000835	maker-CANI0S04-snap-gene-6.94-mRNA-1_1&gene=maker-CANI0S04-snap-gene-6.94&CDS=1-1029	YNL180C
836	OG0000836	snap_masked-CANI0S04-processed-gene-6.107-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.107&CDS=1-729	YNL178W
837	OG0000837	augustus_masked-CANI0S04-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-6.34&CDS=1-933	YNL177C
838	OG0000838	snap_masked-CANI0S04-processed-gene-6.130-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.130&CDS=1-1143	YNL175C
839	OG0000839	snap_masked-CANI0S04-processed-gene-6.131-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.131&CDS=1-717	YNL173C
840	OG0000840	augustus_masked-CANI0S04-processed-gene-6.13-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-6.13&CDS=1-5268	YNL172W
841	OG0000841	snap_masked-CANI0S04-processed-gene-6.132-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.132&CDS=1-1518	YNL169C
842	OG0000842	snap_masked-CANI0S04-processed-gene-6.133-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.133&CDS=1-795	YNL168C
843	OG0000843	augustus_masked-CANI0S04-processed-gene-6.40-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-6.40&CDS=1-1605	YNL167C
844	OG0000844	snap_masked-CANI0S04-processed-gene-6.135-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.135&CDS=1-1494	YNL166C
845	OG0000845	snap_masked-CANI0S04-processed-gene-6.110-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.110&CDS=1-1206	YNL165W
846	OG0000846	snap_masked-CANI0S04-processed-gene-6.136-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.136&CDS=1-966	YNL164C
847	OG0000847	snap_masked-CANI0S04-processed-gene-6.137-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.137&CDS=1-3309	YNL163C
848	OG0000848	snap_masked-CANI0S04-processed-gene-6.111-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.111&CDS=1-2292	YNL161W
849	OG0000849	snap_masked-CANI0S04-processed-gene-6.112-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.112&CDS=1-1110	YNL160W
850	OG0000850	snap_masked-CANI0S04-processed-gene-6.113-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.113&CDS=1-1509	YNL142W
851	OG0000851	augustus_masked-CANI0S04-processed-gene-6.44-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-6.44&CDS=1-387	YNL153C
852	OG0000852	snap_masked-CANI0S04-processed-gene-6.114-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.114&CDS=1-1038	YNL141W
853	OG0000853	augustus_masked-CANI0S04-processed-gene-6.19-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-6.19&CDS=1-864	YNL155W
854	OG0000854	augustus_masked-CANI0S04-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-6.20&CDS=1-996	YNL156C
855	OG0000855	snap_masked-CANI0S04-processed-gene-6.139-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-6.139&CDS=1-630	YNL158W
856	OG0000856	augustus_masked-CANI0S04-processed-gene-7.86-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-7.86&CDS=1-864	YNL159C
857	OG0000857	snap_masked-CANI0S04-processed-gene-7.8-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.8&CDS=1-354	YNL147W
858	OG0000858	snap_masked-CANI0S04-processed-gene-7.5-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.5&CDS=1-723	YNL148C
859	OG0000859	snap_masked-CANI0S04-processed-gene-7.6-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.6&CDS=1-405	YNL149C
860	OG0000860	snap_masked-CANI0S04-processed-gene-7.7-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.7&CDS=1-696	YNL151C
861	OG0000861	snap_masked-CANI0S04-processed-gene-7.29-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.29&CDS=1-1284	YNL152W
862	OG0000862	snap_masked-CANI0S04-processed-gene-7.30-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.30&CDS=1-4689	YNL139C
863	OG0000863	augustus_masked-CANI0S04-processed-gene-7.93-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-7.93&CDS=1-1581	YNL138W
864	OG0000864	augustus_masked-CANI0S04-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-7.115&CDS=1-1452	YNL137C
865	OG0000865	snap_masked-CANI0S04-processed-gene-7.10-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.10&CDS=1-2814	YNL136W
866	OG0000866	augustus_masked-CANI0S04-processed-gene-7.116-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-7.116&CDS=1-342	YNL135C
867	OG0000867	snap_masked-CANI0S04-processed-gene-7.33-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.33&CDS=1-429	YNL133C
868	OG0000868	snap_masked-CANI0S04-processed-gene-7.11-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.11&CDS=1-3162	YNL132W
869	OG0000869	augustus_masked-CANI0S04-processed-gene-7.96-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-7.96&CDS=1-441	YNL131W
870	OG0000870	snap_masked-CANI0S04-processed-gene-7.13-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.13&CDS=1-705	YNL129W
871	OG0000871	snap_masked-CANI0S04-processed-gene-7.14-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.14&CDS=1-1233	YNL128W
872	OG0000872	snap_masked-CANI0S04-processed-gene-7.15-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.15&CDS=1-2367	YNL127W
873	OG0000873	augustus_masked-CANI0S04-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-7.99&CDS=1-2487	YNL126W
874	OG0000874	snap_masked-CANI0S04-processed-gene-7.17-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.17&CDS=1-1929	YNL124W
875	OG0000875	snap_masked-CANI0S04-processed-gene-7.18-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.18&CDS=1-2955	YNL123W
876	OG0000876	genemark-CANI0S04-processed-gene-7.79-mRNA-1_1&gene=genemark-CANI0S04-processed-gene-7.79&CDS=1-300	YNL122C
877	OG0000877	snap_masked-CANI0S04-processed-gene-7.19-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.19&CDS=1-1407	YNL119W
878	OG0000878	snap_masked-CANI0S04-processed-gene-7.36-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.36&CDS=1-2826	YNL118C
879	OG0000879	snap_masked-CANI0S04-processed-gene-7.20-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.20&CDS=1-1662	YNL117W
880	OG0000880	augustus_masked-CANI0S04-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-7.122&CDS=1-1872	YNL115C
881	OG0000881	snap_masked-CANI0S04-processed-gene-7.23-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.23&CDS=1-444	YNL113W
882	OG0000882	maker-CANI0S04-snap-gene-7.127-mRNA-1_1&gene=maker-CANI0S04-snap-gene-7.127&CDS=1-1647	YNL112W
883	OG0000883	snap_masked-CANI0S04-processed-gene-7.38-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.38&CDS=1-363	YNL111C
884	OG0000884	snap_masked-CANI0S04-processed-gene-7.39-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.39&CDS=1-657	YNL110C
885	OG0000885	augustus_masked-CANI0S04-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-7.108&CDS=1-2700	YOR098C
886	OG0000886	augustus_masked-CANI0S04-processed-gene-7.109-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-7.109&CDS=1-447	YOR097C
887	OG0000887	snap_masked-CANI0S04-processed-gene-7.27-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.27&CDS=1-807	YOR095C
888	OG0000888	snap_masked-CANI0S04-processed-gene-7.28-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-7.28&CDS=1-5076	YOR093C
889	OG0000889	snap_masked-CANI0S04-processed-gene-8.3-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.3&CDS=1-1881	YJL103C
890	OG0000890	augustus_masked-CANI0S04-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.34&CDS=1-2418	YJL102W
891	OG0000891	snap_masked-CANI0S04-processed-gene-8.4-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.4&CDS=1-2031	YJL101C
892	OG0000892	snap_masked-CANI0S04-processed-gene-8.5-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.5&CDS=1-3285	YKR028W
893	OG0000893	snap_masked-CANI0S04-processed-gene-8.6-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.6&CDS=1-642	YJL097W
894	OG0000894	snap_masked-CANI0S04-processed-gene-8.7-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.7&CDS=1-4536	YJL095W
895	OG0000895	snap_masked-CANI0S04-processed-gene-8.20-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.20&CDS=1-2610	YJL094C
896	OG0000896	augustus_masked-CANI0S04-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.54&CDS=1-5010	YJL093C
897	OG0000897	augustus_masked-CANI0S04-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.41&CDS=1-3240	YJL092W
898	OG0000898	augustus_masked-CANI0S04-processed-gene-8.55-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.55&CDS=1-1461	YJL091C
899	OG0000899	augustus_masked-CANI0S04-processed-gene-8.56-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.56&CDS=1-2229	YJL090C
900	OG0000900	snap_masked-CANI0S04-processed-gene-8.9-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.9&CDS=1-3573	YJL089W
901	OG0000901	augustus_masked-CANI0S04-processed-gene-8.57-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.57&CDS=1-726	YGR042W
902	OG0000902	snap_masked-CANI0S04-processed-gene-8.24-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.24&CDS=1-654	YGR038W
903	OG0000903	augustus_masked-CANI0S04-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.45&CDS=1-903	YGR036C
904	OG0000904	snap_masked-CANI0S04-processed-gene-8.14-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.14&CDS=1-702	YGR033C
905	OG0000905	snap_masked-CANI0S04-processed-gene-8.27-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.27&CDS=1-879	YGR031W
906	OG0000906	augustus_masked-CANI0S04-processed-gene-8.47-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.47&CDS=1-423	YGR030C
907	OG0000907	snap_masked-CANI0S04-processed-gene-8.28-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.28&CDS=1-1077	YGR028W
908	OG0000908	snap_masked-CANI0S04-processed-gene-8.16-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.16&CDS=1-1476	YMR135C
909	OG0000909	snap_masked-CANI0S04-processed-gene-8.29-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.29&CDS=1-705	YMR134W
910	OG0000910	augustus_masked-CANI0S04-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.65&CDS=1-1119	YMR133W
911	OG0000911	augustus_masked-CANI0S04-processed-gene-8.49-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.49&CDS=1-600	YMR132C
912	OG0000912	snap_masked-CANI0S04-processed-gene-8.17-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.17&CDS=1-1533	YMR131C
913	OG0000913	snap_masked-CANI0S04-processed-gene-8.31-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.31&CDS=1-909	YMR130W
914	OG0000914	augustus_masked-CANI0S04-processed-gene-8.67-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-8.67&CDS=1-3936	YMR129W
915	OG0000915	snap_masked-CANI0S04-processed-gene-8.33-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.33&CDS=1-3756	YMR128W
916	OG0000916	snap_masked-CANI0S04-processed-gene-8.18-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.18&CDS=1-990	YMR127C
917	OG0000917	snap_masked-CANI0S04-processed-gene-8.19-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-8.19&CDS=1-1170	YMR126C
918	OG0000918	snap_masked-CANI0S04-processed-gene-9.4-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-9.4&CDS=1-2577	YMR125W
919	OG0000919	snap_masked-CANI0S04-processed-gene-9.5-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-9.5&CDS=1-2796	YMR124W
920	OG0000920	augustus_masked-CANI0S04-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-CANI0S04-processed-gene-9.56&CDS=1-348	YMR123W
921	OG0000921	snap_masked-CANI0S04-processed-gene-9.7-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-9.7&CDS=1-1779	YMR119W
922	OG0000922	snap_masked-CANI0S04-processed-gene-9.1-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-9.1&CDS=1-606	YMR117C
923	OG0000923	snap_masked-CANI0S04-processed-gene-9.8-mRNA-1_1&gene=snap_masked-CANI0S04-processed-gene-9.8&CDS=1-1620	YMR115W
