	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035699_Cyberlindnera_maclurae
842	OG0000842	YCR046C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.156&CDS=1-501
843	OG0000843	YCR047C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.217&CDS=1-804
844	OG0000844	YCR051W	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.157&CDS=1-582
845	OG0000845	YCR053W	augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.237-mRNA-1_1&gene=augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.237&CDS=1-1515
846	OG0000846	YCR054C	augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.284-mRNA-1_1&gene=augustus_masked-NODE_11_length_189733_cov_60.009_ID_29483-processed-gene-0.284&CDS=1-1428
847	OG0000847	YCR057C	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.202&CDS=1-2733
848	OG0000848	YCR059C	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.203&CDS=1-759
849	OG0000849	YCR060W	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.153-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.153&CDS=1-912
850	OG0000850	YCR061W	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.154&CDS=1-1797
851	OG0000851	YCR063W	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-0.32&CDS=1-453
852	OG0000852	YCR066W	augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.144&CDS=1-1110
853	OG0000853	YCR068W	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.305-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.305&CDS=1-1584
854	OG0000854	YCR071C	augustus_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.34&CDS=1-366
855	OG0000855	YCR072C	augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_21_length_140531_cov_64.6559_ID_42067-processed-gene-0.127&CDS=1-1521
856	OG0000856	YCR075C	augustus_masked-NODE_98_length_27558_cov_58.03_ID_30429-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_98_length_27558_cov_58.03_ID_30429-processed-gene-0.47&CDS=1-792
857	OG0000857	YCR077C	augustus_masked-NODE_102_length_26648_cov_97.0519_ID_26459-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_102_length_26648_cov_97.0519_ID_26459-processed-gene-0.57&CDS=1-2196
858	OG0000858	YCR079W	augustus_masked-NODE_102_length_26648_cov_97.0519_ID_26459-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_102_length_26648_cov_97.0519_ID_26459-processed-gene-0.60&CDS=1-1221
859	OG0000859	YCR081W	augustus_masked-NODE_109_length_19284_cov_63.5143_ID_35742-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_109_length_19284_cov_63.5143_ID_35742-processed-gene-0.3&CDS=1-3825
860	OG0000860	YCR084C	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-0.79&CDS=1-1797
861	OG0000861	YCR086W	maker-NODE_1_length_419987_cov_60.6783_ID_36483-augustus-gene-0.101-mRNA-1_1&gene=maker-NODE_1_length_419987_cov_60.6783_ID_36483-augustus-gene-0.101&CDS=1-1029
862	OG0000862	YCR088W	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-0.81&CDS=1-1545
863	OG0000863	YCR090C	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.100&CDS=1-483
864	OG0000864	YCR092C	augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_36_length_98479_cov_59.3202_ID_39518-processed-gene-0.74&CDS=1-3054
865	OG0000865	YCR093W	maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-0.98-mRNA-1_1&gene=maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-0.98&CDS=1-7599
866	OG0000866	YCR095C	maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-0.103-mRNA-1_1&gene=maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-0.103&CDS=1-870
867	OG0000867	YCR097W	maker-NODE_157_length_3013_cov_30.9627_ID_17921-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_157_length_3013_cov_30.9627_ID_17921-augustus-gene-0.11&CDS=1-633
868	OG0000868	YCR098C	augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.60&CDS=1-1434
869	OG0000869	YDL001W	augustus_masked-NODE_97_length_27623_cov_66.9979_ID_14496-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_97_length_27623_cov_66.9979_ID_14496-processed-gene-0.30&CDS=1-1176
870	OG0000870	YDL003W	augustus_masked-NODE_91_length_31188_cov_65.2056_ID_13031-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_91_length_31188_cov_65.2056_ID_13031-processed-gene-0.35&CDS=1-1482
871	OG0000871	YDL004W	augustus_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.52&CDS=1-477
872	OG0000872	YDL006W	augustus_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.58&CDS=1-831
873	OG0000873	YDL007W	augustus_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.57&CDS=1-1311
874	OG0000874	YDL008W	maker-NODE_15_length_174577_cov_59.4548_ID_42465-snap-gene-0.22-mRNA-1_1&gene=maker-NODE_15_length_174577_cov_59.4548_ID_42465-snap-gene-0.22&CDS=1-258
875	OG0000875	YDL013W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.45&CDS=1-1062
876	OG0000876	YDL014W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.46&CDS=1-972
877	OG0000877	YDL015C	augustus_masked-NODE_91_length_31188_cov_65.2056_ID_13031-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_91_length_31188_cov_65.2056_ID_13031-processed-gene-0.46&CDS=1-825
878	OG0000878	YDL017W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.26&CDS=1-1413
879	OG0000879	YDL020C	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.37&CDS=1-1134
880	OG0000880	YDL028C	augustus_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_53_length_67439_cov_91.3056_ID_43222-processed-gene-0.42&CDS=1-2169
881	OG0000881	YDL029W	maker-NODE_5_length_240785_cov_63.9891_ID_41060-augustus-gene-1.163-mRNA-1_1&gene=maker-NODE_5_length_240785_cov_63.9891_ID_41060-augustus-gene-1.163&CDS=1-1773
882	OG0000882	YDL030W	augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.248-mRNA-1_1&gene=augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.248&CDS=1-1374
883	OG0000883	YDL031W	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-1.167&CDS=1-2802
884	OG0000884	YDL033C	augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_12_length_177927_cov_70.8392_ID_40101-processed-gene-0.205&CDS=1-1182
885	OG0000885	YDL035C	augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_18_length_145332_cov_59.0896_ID_27415-processed-gene-0.57&CDS=1-1212
886	OG0000886	YDL040C	maker-NODE_23_length_132539_cov_60.5332_ID_9991-snap-gene-0.92-mRNA-1_1&gene=maker-NODE_23_length_132539_cov_60.5332_ID_9991-snap-gene-0.92&CDS=1-2880
887	OG0000887	YDL043C	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.85&CDS=1-636
888	OG0000888	YDL045C	maker-NODE_14_length_174934_cov_63.5332_ID_33623-snap-gene-0.280-mRNA-1_1&gene=maker-NODE_14_length_174934_cov_63.5332_ID_33623-snap-gene-0.280&CDS=1-729
889	OG0000889	YDL045W-A	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.132&CDS=1-276
890	OG0000890	YDL046W	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-0.28&CDS=1-549
891	OG0000891	YDL047W	maker-NODE_83_length_39405_cov_79.91_ID_30488-augustus-gene-0.23-mRNA-1_1&gene=maker-NODE_83_length_39405_cov_79.91_ID_30488-augustus-gene-0.23&CDS=1-2124
892	OG0000892	YDL052C	augustus_masked-NODE_65_length_55283_cov_91.5984_ID_26190-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_65_length_55283_cov_91.5984_ID_26190-processed-gene-0.61&CDS=1-882
893	OG0000893	YDL054C	augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_239396_cov_61.0994_ID_40859-processed-gene-1.32&CDS=1-1362
894	OG0000894	YDL055C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.237-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.237&CDS=1-1086
895	OG0000895	YDL058W	augustus_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.72&CDS=1-5322
896	OG0000896	YDL059C	snap_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.205-mRNA-1_1&gene=snap_masked-NODE_13_length_175540_cov_64.7961_ID_9675-processed-gene-0.205&CDS=1-570
897	OG0000897	YDL060W	augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.200&CDS=1-2253
898	OG0000898	YDL063C	augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.202-mRNA-1_1&gene=augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.202&CDS=1-1902
899	OG0000899	YDL064W	augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.169&CDS=1-474
900	OG0000900	YDL073W	augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.208&CDS=1-3000
901	OG0000901	YDL074C	augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.207-mRNA-1_1&gene=augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.207&CDS=1-1992
902	OG0000902	YDL076C	snap_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.95&CDS=1-1323
903	OG0000903	YDL077C	augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_22_length_133648_cov_62.7107_ID_27333-processed-gene-0.178&CDS=1-2352
904	OG0000904	YDL081C	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.93&CDS=1-321
905	OG0000905	YDL084W	maker-NODE_17_length_148379_cov_67.242_ID_39380-augustus-gene-0.237-mRNA-1_1&gene=maker-NODE_17_length_148379_cov_67.242_ID_39380-augustus-gene-0.237&CDS=1-1272
906	OG0000906	YDL086W	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.73&CDS=1-816
907	OG0000907	YDL087C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.236-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.236&CDS=1-708
908	OG0000908	YDL089W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.71&CDS=1-954
909	OG0000909	YDL091C	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.193&CDS=1-1494
910	OG0000910	YDL092W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.238-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.238&CDS=1-390
911	OG0000911	YDL095W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.95&CDS=1-2220
912	OG0000912	YDL097C	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-0.72&CDS=1-1251
913	OG0000913	YDL098C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.232-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.232&CDS=1-549
914	OG0000914	YDL100C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.72&CDS=1-1011
915	OG0000915	YDL101C	maker-NODE_1_length_419987_cov_60.6783_ID_36483-augustus-gene-1.8-mRNA-1_1&gene=maker-NODE_1_length_419987_cov_60.6783_ID_36483-augustus-gene-1.8&CDS=1-1452
916	OG0000916	YDL102W	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.83&CDS=1-3297
917	OG0000917	YDL103C	augustus_masked-NODE_85_length_38187_cov_63.09_ID_42102-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_85_length_38187_cov_63.09_ID_42102-processed-gene-0.8&CDS=1-1329
918	OG0000918	YDL104C	augustus_masked-NODE_85_length_38187_cov_63.09_ID_42102-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_85_length_38187_cov_63.09_ID_42102-processed-gene-0.23&CDS=1-1140
919	OG0000919	YDL105W	augustus_masked-NODE_85_length_38187_cov_63.09_ID_42102-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_85_length_38187_cov_63.09_ID_42102-processed-gene-0.11&CDS=1-1155
920	OG0000920	YDL106C	augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_314945_cov_63.3908_ID_37428-processed-gene-0.78&CDS=1-1185
921	OG0000921	YDL107W	augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.16&CDS=1-1059
922	OG0000922	YDL110C	augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.18&CDS=1-354
923	OG0000923	YDL111C	snap_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_45_length_83476_cov_65.9512_ID_30017-processed-gene-0.100&CDS=1-792
924	OG0000924	YDL112W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.196&CDS=1-3963
925	OG0000925	YDL115C	maker-NODE_3_length_267281_cov_69.2695_ID_38578-augustus-gene-1.6-mRNA-1_1&gene=maker-NODE_3_length_267281_cov_69.2695_ID_38578-augustus-gene-1.6&CDS=1-894
926	OG0000926	YDL116W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.194-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.194&CDS=1-2130
927	OG0000927	YDL117W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.192-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.192&CDS=1-3459
928	OG0000928	YDL119C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.241-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.241&CDS=1-885
929	OG0000929	YDL120W	augustus_masked-NODE_93_length_30723_cov_59.9404_ID_13190-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_93_length_30723_cov_59.9404_ID_13190-processed-gene-0.42&CDS=1-483
930	OG0000930	YDL121C	augustus_masked-NODE_93_length_30723_cov_59.9404_ID_13190-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_93_length_30723_cov_59.9404_ID_13190-processed-gene-0.35&CDS=1-411
931	OG0000931	YDL122W	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.239&CDS=1-2001
932	OG0000932	YDL124W	augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-NODE_41_length_88496_cov_62.8201_ID_21193-processed-gene-0.94&CDS=1-900
933	OG0000933	YDL125C	augustus_masked-NODE_89_length_34630_cov_76.8417_ID_38779-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_89_length_34630_cov_76.8417_ID_38779-processed-gene-0.55&CDS=1-432
934	OG0000934	YDL126C	maker-NODE_47_length_78664_cov_63.9875_ID_29834-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_47_length_78664_cov_63.9875_ID_29834-augustus-gene-0.141&CDS=1-3096
935	OG0000935	YDL127W	augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_47_length_78664_cov_63.9875_ID_29834-processed-gene-0.62&CDS=1-876
936	OG0000936	YDL128W	augustus_masked-NODE_85_length_38187_cov_63.09_ID_42102-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_85_length_38187_cov_63.09_ID_42102-processed-gene-0.1&CDS=1-1185
937	OG0000937	YDL130W	maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-1.114-mRNA-1_1&gene=maker-NODE_2_length_314945_cov_63.3908_ID_37428-augustus-gene-1.114&CDS=1-318
938	OG0000938	YDL131W	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-0.81&CDS=1-1362
939	OG0000939	YDL133W	augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.197&CDS=1-1095
940	OG0000940	YDL134C	augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.33&CDS=1-1056
941	OG0000941	YDL135C	augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.32&CDS=1-585
942	OG0000942	YDL139C	snap_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_15_length_174577_cov_59.4548_ID_42465-processed-gene-0.69&CDS=1-696
943	OG0000943	YDL140C	genemark-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.172-mRNA-1_1&gene=genemark-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.172&CDS=1-4947
944	OG0000944	YDL141W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.216&CDS=1-1956
945	OG0000945	YDL143W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.231&CDS=1-1578
946	OG0000946	YDL145C	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.260-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.260&CDS=1-4440
947	OG0000947	YDL146W	augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.255-mRNA-1_1&gene=augustus_masked-NODE_6_length_239611_cov_64.8102_ID_39412-processed-gene-1.255&CDS=1-1191
948	OG0000948	YDL147W	maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-1.5-mRNA-1_1&gene=maker-NODE_6_length_239611_cov_64.8102_ID_39412-augustus-gene-1.5&CDS=1-1329
