	OrthologID	Saccharomyces_cerevisiae	Spathaspora_passalidarum
866	OG0000866	YDL157C	augustus_masked-scaffold_2-processed-gene-13.79-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.79&CDS=1-291
867	OG0000867	YDL159W	augustus_masked-scaffold_2-processed-gene-13.77-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.77&CDS=1-1650
868	OG0000868	YDL160C	augustus_masked-scaffold_1-processed-gene-11.64-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.64&CDS=1-1551
869	OG0000869	YDL164C	augustus_masked-scaffold_5-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.2&CDS=1-4962
870	OG0000870	YDL165W	snap_masked-scaffold_1-processed-gene-0.76-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.76&CDS=1-582
871	OG0000871	YDL166C	augustus_masked-scaffold_1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.9&CDS=1-729
872	OG0000872	YDL167C	maker-scaffold_6-augustus-gene-5.154-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.154&CDS=1-2904
873	OG0000873	YDL168W	augustus_masked-scaffold_2-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.87&CDS=1-1140
874	OG0000874	YDL171C	augustus_masked-scaffold_6-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.78&CDS=1-6387
875	OG0000875	YDL174C	augustus_masked-scaffold_2-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.86&CDS=1-1674
876	OG0000876	YDL178W	augustus_masked-scaffold_5-processed-gene-8.105-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-8.105&CDS=1-1584
877	OG0000877	YDL183C	augustus_masked-scaffold_5-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.76&CDS=1-1089
878	OG0000878	YDL185W	augustus_masked-scaffold_5-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.90&CDS=1-1848
879	OG0000879	YDL189W	augustus_masked-scaffold_5-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.14&CDS=1-1209
880	OG0000880	YDL190C	augustus_masked-scaffold_5-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.34&CDS=1-3150
881	OG0000881	YDL193W	augustus_masked-scaffold_5-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.11&CDS=1-1077
882	OG0000882	YDL195W	augustus_masked-scaffold_1-processed-gene-13.25-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.25&CDS=1-4104
883	OG0000883	YDL198C	augustus_masked-scaffold_7-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.108&CDS=1-918
884	OG0000884	YDL200C	augustus_masked-scaffold_1-processed-gene-25.50-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.50&CDS=1-558
885	OG0000885	YDL201W	augustus_masked-scaffold_1-processed-gene-20.87-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.87&CDS=1-894
886	OG0000886	YDL202W	augustus_masked-scaffold_1-processed-gene-20.86-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.86&CDS=1-813
887	OG0000887	YDL205C	augustus_masked-scaffold_3-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.14&CDS=1-1002
888	OG0000888	YDL206W	augustus_masked-scaffold_4-processed-gene-16.18-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.18&CDS=1-1998
889	OG0000889	YDL207W	augustus_masked-scaffold_3-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-6.97&CDS=1-1554
890	OG0000890	YDL208W	maker-scaffold_2-augustus-gene-12.104-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-12.104&CDS=1-1713
891	OG0000891	YDL209C	augustus_masked-scaffold_1-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.62&CDS=1-1020
892	OG0000892	YDL212W	augustus_masked-scaffold_1-processed-gene-18.114-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-18.114&CDS=1-651
893	OG0000893	YDL213C	augustus_masked-scaffold_6-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.49&CDS=1-624
894	OG0000894	YDL215C	augustus_masked-scaffold_3-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-7.62&CDS=1-3147
895	OG0000895	YDL216C	augustus_masked-scaffold_1-processed-gene-18.134-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-18.134&CDS=1-1965
896	OG0000896	YDL217C	augustus_masked-scaffold_3-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.41&CDS=1-552
897	OG0000897	YDL225W	augustus_masked-scaffold_1-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.0&CDS=1-1827
898	OG0000898	YDL226C	augustus_masked-scaffold_1-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.4&CDS=1-1068
899	OG0000899	YDL230W	augustus_masked-scaffold_2-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.60&CDS=1-1038
900	OG0000900	YDL233W	snap_masked-scaffold_3-processed-gene-4.38-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-4.38&CDS=1-2193
901	OG0000901	YDL234C	augustus_masked-scaffold_8-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.8&CDS=1-2295
902	OG0000902	YDL235C	augustus_masked-scaffold_6-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.120&CDS=1-519
903	OG0000903	YDL236W	augustus_masked-scaffold_6-processed-gene-7.121-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.121&CDS=1-1290
904	OG0000904	YDL237W	augustus_masked-scaffold_5-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.72&CDS=1-1065
905	OG0000905	YDL238C	augustus_masked-scaffold_8-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-6.69&CDS=1-1569
906	OG0000906	YDL240W	augustus_masked-scaffold_2-processed-gene-19.59-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-19.59&CDS=1-4218
907	OG0000907	YDR002W	augustus_masked-scaffold_2-processed-gene-19.74-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-19.74&CDS=1-651
908	OG0000908	YDR004W	augustus_masked-scaffold_3-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.9&CDS=1-1572
909	OG0000909	YDR005C	maker-scaffold_3-augustus-gene-5.0-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.0&CDS=1-1155
910	OG0000910	YDR006C	augustus_masked-scaffold_2-processed-gene-9.51-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.51&CDS=1-2883
911	OG0000911	YDR007W	augustus_masked-scaffold_1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.19&CDS=1-753
912	OG0000912	YDR013W	snap_masked-scaffold_8-processed-gene-5.90-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.90&CDS=1-666
913	OG0000913	YDR016C	augustus_masked-scaffold_4-processed-gene-16.33-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.33&CDS=1-297
914	OG0000914	YDR017C	snap_masked-scaffold_2-processed-gene-12.6-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.6&CDS=1-2169
915	OG0000915	YDR019C	augustus_masked-scaffold_7-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-4.69&CDS=1-1185
916	OG0000916	YDR020C	augustus_masked-scaffold_1-processed-gene-15.3-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.3&CDS=1-780
917	OG0000917	YDR021W	augustus_masked-scaffold_1-processed-gene-15.4-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.4&CDS=1-1200
918	OG0000918	YDR023W	augustus_masked-scaffold_5-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.105&CDS=1-1383
919	OG0000919	YDR026C	augustus_masked-scaffold_7-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.80&CDS=1-2862
920	OG0000920	YDR027C	augustus_masked-scaffold_3-processed-gene-18.71-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-18.71&CDS=1-4446
921	OG0000921	YDR028C	augustus_masked-scaffold_3-processed-gene-18.69-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-18.69&CDS=1-2778
922	OG0000922	YDR030C	augustus_masked-scaffold_5-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.118&CDS=1-1350
923	OG0000923	YDR031W	snap_masked-scaffold_4-processed-gene-5.50-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.50&CDS=1-312
924	OG0000924	YDR032C	augustus_masked-scaffold_2-processed-gene-12.57-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.57&CDS=1-600
925	OG0000925	YDR034C	augustus_masked-scaffold_5-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.6&CDS=1-2010
926	OG0000926	YDR036C	maker-scaffold_1-augustus-gene-7.100-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.100&CDS=1-3042
927	OG0000927	YDR041W	augustus_masked-scaffold_5-processed-gene-15.172-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.172&CDS=1-735
928	OG0000928	YDR043C	augustus_masked-scaffold_8-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.11&CDS=1-735
929	OG0000929	YDR044W	augustus_masked-scaffold_5-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.22&CDS=1-969
930	OG0000930	YDR045C	augustus_masked-scaffold_3-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-0.14&CDS=1-333
931	OG0000931	YDR047W	maker-scaffold_3-augustus-gene-1.5-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-1.5&CDS=1-1086
932	OG0000932	YDR049W	augustus_masked-scaffold_3-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.9&CDS=1-1806
933	OG0000933	YDR050C	augustus_masked-scaffold_5-processed-gene-15.201-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.201&CDS=1-744
934	OG0000934	YDR051C	genemark-scaffold_5-processed-gene-15.124-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-15.124&CDS=1-1887
935	OG0000935	YDR052C	maker-scaffold_8-snap-gene-2.94-mRNA-1_1&gene=maker-scaffold_8-snap-gene-2.94&CDS=1-1713
936	OG0000936	YDR054C	augustus_masked-scaffold_8-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.109&CDS=1-723
937	OG0000937	YDR056C	augustus_masked-scaffold_2-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.68&CDS=1-621
938	OG0000938	YDR058C	augustus_masked-scaffold_1-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.35&CDS=1-1023
939	OG0000939	YDR060W	augustus_masked-scaffold_5-processed-gene-10.58-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.58&CDS=1-3180
940	OG0000940	YDR061W	snap_masked-scaffold_4-processed-gene-17.97-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-17.97&CDS=1-1599
941	OG0000941	YDR062W	snap_masked-scaffold_4-processed-gene-17.96-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-17.96&CDS=1-1683
942	OG0000942	YDR064W	maker-scaffold_7-snap-gene-2.131-mRNA-1_1&gene=maker-scaffold_7-snap-gene-2.131&CDS=1-720
943	OG0000943	YDR067C	augustus_masked-scaffold_4-processed-gene-17.46-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-17.46&CDS=1-606
944	OG0000944	YDR068W	augustus_masked-scaffold_4-processed-gene-17.25-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-17.25&CDS=1-1074
945	OG0000945	YDR071C	augustus_masked-scaffold_4-processed-gene-17.52-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-17.52&CDS=1-693
946	OG0000946	YDR074W	augustus_masked-scaffold_1-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.41&CDS=1-2661
947	OG0000947	YDR079C-A	augustus_masked-scaffold_4-processed-gene-11.77-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.77&CDS=1-207
948	OG0000948	YDR079W	augustus_masked-scaffold_4-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.61&CDS=1-312
949	OG0000949	YDR080W	augustus_masked-scaffold_4-processed-gene-11.58-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.58&CDS=1-2775
950	OG0000950	YDR081C	augustus_masked-scaffold_4-processed-gene-11.79-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.79&CDS=1-2334
951	OG0000951	YDR083W	augustus_masked-scaffold_3-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.45&CDS=1-2772
952	OG0000952	YDR084C	augustus_masked-scaffold_4-processed-gene-11.78-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.78&CDS=1-735
953	OG0000953	YDR086C	augustus_masked-scaffold_5-processed-gene-14.107-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-14.107&CDS=1-204
954	OG0000954	YDR087C	augustus_masked-scaffold_5-processed-gene-14.108-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-14.108&CDS=1-822
955	OG0000955	YDR088C	snap_masked-scaffold_5-processed-gene-14.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-14.65&CDS=1-861
956	OG0000956	YDR089W	augustus_masked-scaffold_5-processed-gene-14.118-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-14.118&CDS=1-2586
957	OG0000957	YDR090C	augustus_masked-scaffold_5-processed-gene-15.177-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.177&CDS=1-8748
958	OG0000958	YDR091C	augustus_masked-scaffold_1-processed-gene-7.0-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.0&CDS=1-1863
959	OG0000959	YDR092W	augustus_masked-scaffold_4-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.46&CDS=1-456
960	OG0000960	YDR097C	augustus_masked-scaffold_4-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-13.26&CDS=1-3669
961	OG0000961	YDR100W	augustus_masked-scaffold_1-processed-gene-25.43-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.43&CDS=1-384
962	OG0000962	YDR101C	augustus_masked-scaffold_1-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.8&CDS=1-1689
963	OG0000963	YDR104C	maker-scaffold_1-snap-gene-25.207-mRNA-1_1&gene=maker-scaffold_1-snap-gene-25.207&CDS=1-2556
964	OG0000964	YDR105C	augustus_masked-scaffold_4-processed-gene-13.39-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-13.39&CDS=1-1716
965	OG0000965	YDR108W	snap_masked-scaffold_4-processed-gene-13.85-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-13.85&CDS=1-1656
966	OG0000966	YDR109C	augustus_masked-scaffold_1-processed-gene-16.93-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.93&CDS=1-2220
967	OG0000967	YDR115W	augustus_masked-scaffold_4-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.35&CDS=1-309
968	OG0000968	YDR116C	augustus_masked-scaffold_4-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.29&CDS=1-801
969	OG0000969	YDR117C	augustus_masked-scaffold_4-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.30&CDS=1-1671
970	OG0000970	YDR118W	augustus_masked-scaffold_4-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-0.10&CDS=1-1728
971	OG0000971	YDR120C	augustus_masked-scaffold_2-processed-gene-18.60-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.60&CDS=1-1581
972	OG0000972	YDR121W	augustus_masked-scaffold_3-processed-gene-19.110-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.110&CDS=1-693
973	OG0000973	YDR127W	augustus_masked-scaffold_6-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.83&CDS=1-4689
974	OG0000974	YDR128W	augustus_masked-scaffold_2-processed-gene-18.54-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.54&CDS=1-4296
975	OG0000975	YDR129C	augustus_masked-scaffold_7-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.98&CDS=1-1914
976	OG0000976	YDR135C	augustus_masked-scaffold_8-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.63&CDS=1-4656
977	OG0000977	YDR137W	augustus_masked-scaffold_3-processed-gene-17.54-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.54&CDS=1-1884
978	OG0000978	YDR140W	maker-scaffold_5-snap-gene-9.35-mRNA-1_1&gene=maker-scaffold_5-snap-gene-9.35&CDS=1-2133
979	OG0000979	YDR141C	augustus_masked-scaffold_4-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.29&CDS=1-6105
980	OG0000980	YDR142C	augustus_masked-scaffold_5-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.29&CDS=1-1110
981	OG0000981	YDR145W	maker-scaffold_2-snap-gene-13.90-mRNA-1_1&gene=maker-scaffold_2-snap-gene-13.90&CDS=1-1839
982	OG0000982	YDR148C	augustus_masked-scaffold_2-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.76&CDS=1-1311
983	OG0000983	YDR150W	augustus_masked-scaffold_1-processed-gene-20.95-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.95&CDS=1-9528
984	OG0000984	YDR152W	augustus_masked-scaffold_8-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.68&CDS=1-714
985	OG0000985	YDR155C	augustus_masked-scaffold_8-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.81&CDS=1-486
986	OG0000986	YDR158W	augustus_masked-scaffold_3-processed-gene-15.25-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.25&CDS=1-1923
987	OG0000987	YDR159W	augustus_masked-scaffold_3-processed-gene-15.26-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.26&CDS=1-3798
988	OG0000988	YDR160W	augustus_masked-scaffold_3-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.72&CDS=1-2499
989	OG0000989	YDR161W	augustus_masked-scaffold_4-processed-gene-13.17-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-13.17&CDS=1-1164
990	OG0000990	YDR162C	augustus_masked-scaffold_8-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.84&CDS=1-639
991	OG0000991	YDR164C	augustus_masked-scaffold_8-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.62&CDS=1-2277
992	OG0000992	YDR165W	augustus_masked-scaffold_8-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-4.65&CDS=1-1203
993	OG0000993	YDR166C	augustus_masked-scaffold_7-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-7.120&CDS=1-2742
994	OG0000994	YDR167W	augustus_masked-scaffold_2-processed-gene-18.70-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.70&CDS=1-723
995	OG0000995	YDR168W	augustus_masked-scaffold_7-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-6.97&CDS=1-1566
996	OG0000996	YDR169C	augustus_masked-scaffold_3-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.30&CDS=1-1656
997	OG0000997	YDR170C	snap_masked-scaffold_5-processed-gene-9.99-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-9.99&CDS=1-5598
998	OG0000998	YDR172W	augustus_masked-scaffold_3-processed-gene-3.0-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.0&CDS=1-2115
999	OG0000999	YDR173C	augustus_masked-scaffold_3-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.4&CDS=1-1041
1000	OG0001000	YDR174W	augustus_masked-scaffold_2-processed-gene-10.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.21&CDS=1-711
1001	OG0001001	YDR175C	augustus_masked-scaffold_1-processed-gene-7.29-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.29&CDS=1-948
1002	OG0001002	YDR176W	augustus_masked-scaffold_1-processed-gene-7.28-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.28&CDS=1-1896
1003	OG0001003	YDR180W	snap_masked-scaffold_1-processed-gene-25.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.74&CDS=1-4368
1004	OG0001004	YDR181C	augustus_masked-scaffold_1-processed-gene-25.44-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.44&CDS=1-1188
1005	OG0001005	YDR182W	augustus_masked-scaffold_1-processed-gene-25.16-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.16&CDS=1-1140
1006	OG0001006	YDR183W	augustus_masked-scaffold_1-processed-gene-25.46-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.46&CDS=1-651
1007	OG0001007	YDR188W	augustus_masked-scaffold_1-processed-gene-25.35-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.35&CDS=1-1683
1008	OG0001008	YDR189W	augustus_masked-scaffold_1-processed-gene-25.33-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.33&CDS=1-1932
1009	OG0001009	YDR190C	augustus_masked-scaffold_1-processed-gene-25.10-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.10&CDS=1-1371
1010	OG0001010	YDR196C	augustus_masked-scaffold_6-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-10.61&CDS=1-723
1011	OG0001011	YDR198C	augustus_masked-scaffold_6-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-10.62&CDS=1-1308
1012	OG0001012	YDR202C	snap_masked-scaffold_7-processed-gene-7.192-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-7.192&CDS=1-1191
1013	OG0001013	YDR204W	augustus_masked-scaffold_1-processed-gene-7.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.14&CDS=1-951
1014	OG0001014	YDR205W	augustus_masked-scaffold_1-processed-gene-25.8-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.8&CDS=1-2019
1015	OG0001015	YDR208W	augustus_masked-scaffold_5-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.4&CDS=1-1809
1016	OG0001016	YDR211W	maker-scaffold_6-augustus-gene-5.155-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-5.155&CDS=1-3678
1017	OG0001017	YDR212W	augustus_masked-scaffold_6-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.45&CDS=1-1662
1018	OG0001018	YDR214W	augustus_masked-scaffold_2-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-1.88&CDS=1-1038
1019	OG0001019	YDR217C	augustus_masked-scaffold_6-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-8.16&CDS=1-4566
