	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034875_Tetrapisispora_fleetii
911	OG0000911	YDL099W	snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.70&CDS=1-957
912	OG0000912	YDL100C	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-0.6&CDS=1-1053
913	OG0000913	YDL101C	genemark-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.179-mRNA-1_1&gene=genemark-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.179&CDS=1-1575
914	OG0000914	YDL102W	augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.59&CDS=1-3288
915	OG0000915	YDL103C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.137-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.137&CDS=1-1422
916	OG0000916	YDL104C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.136-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.136&CDS=1-1200
917	OG0000917	YDL105W	augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.61&CDS=1-1260
918	OG0000918	YDL106C	snap_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.83-mRNA-1_1&gene=snap_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.83&CDS=1-1683
919	OG0000919	YDL107W	augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.63&CDS=1-1137
920	OG0000920	YDL108W	augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.64&CDS=1-921
921	OG0000921	YDL110C	augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_22_length_176650_cov_48.9471_ID_43-processed-gene-0.20&CDS=1-468
922	OG0000922	YDL111C	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.9&CDS=1-798
923	OG0000923	YDL112W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.113&CDS=1-4284
924	OG0000924	YDL113C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.133-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.133&CDS=1-1884
925	OG0000925	YDL114W	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.43&CDS=1-831
926	OG0000926	YDL115C	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.10&CDS=1-1155
927	OG0000927	YDL116W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.112&CDS=1-2244
928	OG0000928	YDL117W	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.44&CDS=1-2472
929	OG0000929	YDL119C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.131-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.131&CDS=1-900
930	OG0000930	YDL120W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-7.110&CDS=1-540
931	OG0000931	YDL121C	snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.87&CDS=1-393
932	OG0000932	YDL122W	augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NODE_16_length_355820_cov_45.0507_ID_31-processed-gene-2.48&CDS=1-2163
933	OG0000933	YDL126C	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.46&CDS=1-2880
934	OG0000934	YDL128W	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.89&CDS=1-1239
935	OG0000935	YDL129W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.62&CDS=1-1071
936	OG0000936	YDL130W	maker-NODE_15_length_366249_cov_47.0443_ID_29-augustus-gene-1.100-mRNA-1_1&gene=maker-NODE_15_length_366249_cov_47.0443_ID_29-augustus-gene-1.100&CDS=1-312
937	OG0000937	YDL131W	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.91&CDS=1-1344
938	OG0000938	YDL132W	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.92&CDS=1-2445
939	OG0000939	YDL133W	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.93&CDS=1-1278
940	OG0000940	YDL135C	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.72&CDS=1-600
941	OG0000941	YDL139C	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.48&CDS=1-636
942	OG0000942	YDL140C	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.49&CDS=1-5178
943	OG0000943	YDL141W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.71&CDS=1-2064
944	OG0000944	YDL142C	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.50&CDS=1-888
945	OG0000945	YDL143W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.72&CDS=1-1584
946	OG0000946	YDL144C	maker-NODE_6_length_561264_cov_45.5856_ID_11-augustus-gene-3.45-mRNA-1_1&gene=maker-NODE_6_length_561264_cov_45.5856_ID_11-augustus-gene-3.45&CDS=1-2616
947	OG0000947	YDL145C	maker-NODE_5_length_608902_cov_45.7953_ID_9-augustus-gene-5.44-mRNA-1_1&gene=maker-NODE_5_length_608902_cov_45.7953_ID_9-augustus-gene-5.44&CDS=1-4686
948	OG0000948	YDL146W	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.77&CDS=1-1371
949	OG0000949	YDL147W	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.78&CDS=1-1371
950	OG0000950	YDL148C	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.62&CDS=1-2493
951	OG0000951	YDL149W	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.79&CDS=1-3126
952	OG0000952	YDL150W	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.80&CDS=1-1332
953	OG0000953	YDL153C	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.64&CDS=1-1821
954	OG0000954	YDL154W	augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.81-mRNA-1_1&gene=augustus_masked-NODE_6_length_561264_cov_45.5856_ID_11-processed-gene-3.81&CDS=1-2676
955	OG0000955	YDL156W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.26&CDS=1-1611
956	OG0000956	YDL157C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.47&CDS=1-330
957	OG0000957	YDL159W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.25&CDS=1-1701
958	OG0000958	YDL160C	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-5.16&CDS=1-1476
959	OG0000959	YDL164C	augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_608902_cov_45.7953_ID_9-processed-gene-5.18&CDS=1-2136
960	OG0000960	YDL165W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.23&CDS=1-573
961	OG0000961	YDL166C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.43&CDS=1-645
962	OG0000962	YDL167C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.42&CDS=1-1875
963	OG0000963	YDL168W	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.22&CDS=1-1143
964	OG0000964	YDL169C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.39&CDS=1-462
965	OG0000965	YDL171C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.35&CDS=1-6417
966	OG0000966	YDL174C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-1.34&CDS=1-1749
967	OG0000967	YDL176W	augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.87&CDS=1-2226
968	OG0000968	YDL177C	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.45&CDS=1-480
969	OG0000969	YDL178W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.59&CDS=1-1686
970	OG0000970	YDL180W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.61&CDS=1-1728
971	OG0000971	YDL181W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.63&CDS=1-261
972	OG0000972	YDL185W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.65&CDS=1-3393
973	OG0000973	YDL189W	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.67&CDS=1-1359
974	OG0000974	YDL190C	augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_18_length_251136_cov_44.4666_ID_35-processed-gene-0.47&CDS=1-2880
975	OG0000975	YDL193W	genemark-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.147-mRNA-1_1&gene=genemark-NODE_15_length_366249_cov_47.0443_ID_29-processed-gene-1.147&CDS=1-1050
976	OG0000976	YDL198C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.74&CDS=1-906
977	OG0000977	YDL200C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.73&CDS=1-573
978	OG0000978	YDL201W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.55-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.55&CDS=1-846
979	OG0000979	YDL202W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.54&CDS=1-786
980	OG0000980	YDL203C	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.71&CDS=1-1758
981	OG0000981	YDL205C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.82&CDS=1-993
982	OG0000982	YDL206W	snap_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.42&CDS=1-1893
983	OG0000983	YDL207W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.51-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.51&CDS=1-2127
984	OG0000984	YDL208W	augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-NODE_2_length_1086519_cov_45.247_ID_3-processed-gene-4.48&CDS=1-441
985	OG0000985	YDL209C	augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_17_length_344593_cov_46.8687_ID_33-processed-gene-1.86&CDS=1-984
986	OG0000986	YDL212W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-1.49&CDS=1-621
987	OG0000987	YDL213C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-3.52&CDS=1-663
988	OG0000988	YDL215C	augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-3.51&CDS=1-3324
989	OG0000989	YDL216C	genemark-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-3.1-mRNA-1_1&gene=genemark-NODE_3_length_802396_cov_46.7242_ID_5-processed-gene-3.1&CDS=1-1236
990	OG0000990	YDL217C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.33&CDS=1-606
991	OG0000991	YDL222C	snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.100&CDS=1-834
992	OG0000992	YDL223C	snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.99&CDS=1-1224
993	OG0000993	YDL225W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.15&CDS=1-1671
994	OG0000994	YDL226C	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.69&CDS=1-1047
995	OG0000995	YDL227C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.28&CDS=1-1776
996	OG0000996	YDL230W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.12&CDS=1-1044
997	OG0000997	YDL231C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-9.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-9.32&CDS=1-3357
998	OG0000998	YDL233W	snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-9.171-mRNA-1_1&gene=snap_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-9.171&CDS=1-1851
999	OG0000999	YDL234C	augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-9.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-9.34&CDS=1-2271
1000	OG0001000	YDL235C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.26&CDS=1-414
1001	OG0001001	YDL236W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.8&CDS=1-924
1002	OG0001002	YDL237W	genemark-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-9.266-mRNA-1_1&gene=genemark-NODE_1_length_1092456_cov_45.7163_ID_1-processed-gene-9.266&CDS=1-1224
1003	OG0001003	YDL238C	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.24&CDS=1-1473
1004	OG0001004	YDL240W	augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_11_length_391636_cov_48.2545_ID_21-processed-gene-0.3&CDS=1-3114
1005	OG0001005	YDR002W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.78&CDS=1-606
1006	OG0001006	YDR004W	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-1.66&CDS=1-1461
1007	OG0001007	YDR005C	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.56&CDS=1-1269
1008	OG0001008	YDR007W	augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_4_length_728742_cov_46.7462_ID_7-processed-gene-1.76&CDS=1-672
1009	OG0001009	YDR013W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.18&CDS=1-624
1010	OG0001010	YDR014W	snap_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.142&CDS=1-1890
1011	OG0001011	YDR014W-A	snap_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.141-mRNA-1_1&gene=snap_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.141&CDS=1-528
1012	OG0001012	YDR016C	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-0.15&CDS=1-366
1013	OG0001013	YDR017C	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-0.14&CDS=1-3324
1014	OG0001014	YDR019C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.15&CDS=1-1197
1015	OG0001015	YDR020C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.14&CDS=1-690
1016	OG0001016	YDR021W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.47&CDS=1-1200
1017	OG0001017	YDR022C	snap_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.99-mRNA-1_1&gene=snap_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.99&CDS=1-492
1018	OG0001018	YDR023W	augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_7_length_513372_cov_44.9289_ID_13-processed-gene-0.27&CDS=1-1374
1019	OG0001019	YDR026C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.10&CDS=1-1986
1020	OG0001020	YDR027C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.9&CDS=1-3033
1021	OG0001021	YDR028C	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.8&CDS=1-2919
1022	OG0001022	YDR031W	augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_13_length_383961_cov_46.4506_ID_25-processed-gene-2.45&CDS=1-366
