	OrthologID	Millerozyma_acaciae	Saccharomyces_cerevisiae
571	OG0000571	-processed-gene-2.61-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.61&CDS=1-762	YGR001C
572	OG0000572	-processed-gene-2.62-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.62&CDS=1-624	YAL003W
573	OG0000573	-processed-gene-2.84-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.84&CDS=1-1071	YLR321C
574	OG0000574	-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.134&CDS=1-1131	YLR316C
575	OG0000575	-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.113&CDS=1-2586	YLR318W
576	OG0000576	-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.135&CDS=1-5301	YMR308C
577	OG0000577	-processed-gene-2.88-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.88&CDS=1-1101	YAL036C
578	OG0000578	-processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.65&CDS=1-3015	YAL035W
579	OG0000579	-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.116&CDS=1-942	YDL236W
580	OG0000580	-processed-gene-2.68-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.68&CDS=1-456	YDL235C
581	OG0000581	-processed-gene-2.89-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.89&CDS=1-1746	YNL219C
582	OG0000582	-processed-gene-2.90-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.90&CDS=1-1284	YNL220W
583	OG0000583	-processed-gene-2.91-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.91&CDS=1-1077	YNL037C
584	OG0000584	-processed-gene-2.70-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.70&CDS=1-414	YIL098C
585	OG0000585	-processed-gene-2.71-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.71&CDS=1-483	YAL008W
586	OG0000586	-processed-gene-2.95-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.95&CDS=1-504	YDL120W
587	OG0000587	-processed-gene-2.73-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.73&CDS=1-828	YIL093C
588	OG0000588	-processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.24&CDS=1-2115	YOL060C
589	OG0000589	-processed-gene-2.76-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.76&CDS=1-1608	YKR051W
590	OG0000590	-processed-gene-2.97-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.97&CDS=1-2817	YNL240C
591	OG0000591	-processed-gene-2.98-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.98&CDS=1-1425	YNL237W
592	OG0000592	-processed-gene-2.77-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.77&CDS=1-2862	YNL238W
593	OG0000593	-processed-gene-2.78-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.78&CDS=1-1509	YNL241C
594	OG0000594	-processed-gene-2.79-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.79&CDS=1-1275	YGL111W
595	OG0000595	-processed-gene-2.99-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.99&CDS=1-1062	YGL100W
596	OG0000596	-processed-gene-2.80-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-2.80&CDS=1-1482	YBR243C
597	OG0000597	-snap-gene-2.101-mRNA-1_1&gene=maker-gi|1002316181|dbj|BCKO01000008.1|-snap-gene-2.101&CDS=1-1860	YLR337C
598	OG0000598	-processed-gene-3.83-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.83&CDS=1-1047	YBR246W
599	OG0000599	-processed-gene-3.84-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.84&CDS=1-3159	YDL215C
600	OG0000600	-processed-gene-3.88-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.88&CDS=1-1080	YJL117W
601	OG0000601	-processed-gene-3.104-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.104&CDS=1-339	YBR120C
602	OG0000602	-processed-gene-3.89-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.89&CDS=1-732	YKR043C
603	OG0000603	-processed-gene-3.90-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.90&CDS=1-1017	YDR400W
604	OG0000604	-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.69&CDS=1-3039	YGL048C
605	OG0000605	-processed-gene-3.111-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.111&CDS=1-1818	YDL233W
606	OG0000606	-processed-gene-3.114-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.114&CDS=1-675	YNL213C
607	OG0000607	-processed-gene-3.92-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.92&CDS=1-2655	YNL212W
608	OG0000608	-processed-gene-3.33-mRNA-1_1&gene=snap_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.33&CDS=1-234	YNL211C
609	OG0000609	-processed-gene-3.115-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.115&CDS=1-945	YNL103W
610	OG0000610	-processed-gene-3.95-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.95&CDS=1-3510	YBR218C
611	OG0000611	-processed-gene-3.97-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.97&CDS=1-972	YGL126W
612	OG0000612	-processed-gene-3.98-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.98&CDS=1-2625	YIL140W
613	OG0000613	-processed-gene-3.99-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.99&CDS=1-1155	YBR221C
614	OG0000614	-processed-gene-3.100-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.100&CDS=1-1704	YBR220C
615	OG0000615	-processed-gene-3.17-mRNA-1_1&gene=snap_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.17&CDS=1-219	YNR032C-A
616	OG0000616	-processed-gene-3.123-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-3.123&CDS=1-1548	YCR072C
617	OG0000617	-processed-gene-4.2-mRNA-1_1&gene=augustus_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.2&CDS=1-2274	YCR071C
618	OG0000618	-processed-gene-4.217-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.217&CDS=1-2490	YCR077C
619	OG0000619	-processed-gene-4.119-mRNA-1_1&gene=snap_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.119&CDS=1-2355	YNR033W
620	OG0000620	-processed-gene-4.120-mRNA-1_1&gene=snap_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.120&CDS=1-5802	YDL058W
621	OG0000621	-processed-gene-4.176-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.176&CDS=1-588	YDL059C
622	OG0000622	-processed-gene-4.219-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.219&CDS=1-4038	YLR384C
623	OG0000623	-processed-gene-4.178-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.178&CDS=1-2286	YHR197W
624	OG0000624	-processed-gene-4.179-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.179&CDS=1-2523	YOR249C
625	OG0000625	-processed-gene-4.220-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.220&CDS=1-681	YPR113W
626	OG0000626	-processed-gene-4.221-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.221&CDS=1-4641	YPL167C
627	OG0000627	-processed-gene-4.180-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.180&CDS=1-1947	YJL128C
628	OG0000628	-processed-gene-4.181-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.181&CDS=1-1020	YNR035C
629	OG0000629	-processed-gene-4.222-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.222&CDS=1-531	YNR036C
630	OG0000630	-augustus-gene-4.163-mRNA-1_1&gene=maker-gi|1002316181|dbj|BCKO01000008.1|-augustus-gene-4.163&CDS=1-2616	YHR142W
631	OG0000631	-processed-gene-4.188-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.188&CDS=1-1971	YOR087W
632	OG0000632	-processed-gene-4.189-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.189&CDS=1-3732	YNL091W
633	OG0000633	-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.17&CDS=1-567	YNL090W
634	OG0000634	-processed-gene-4.228-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.228&CDS=1-1710	YMR210W
635	OG0000635	-processed-gene-4.191-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.191&CDS=1-1245	YPL154C
636	OG0000636	-processed-gene-4.231-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.231&CDS=1-858	YPL157W
637	OG0000637	-processed-gene-4.232-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.232&CDS=1-4260	YEL032W
638	OG0000638	-processed-gene-4.193-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.193&CDS=1-1563	YGR093W
639	OG0000639	-snap-gene-4.171-mRNA-1_1&gene=maker-gi|1002316181|dbj|BCKO01000008.1|-snap-gene-4.171&CDS=1-2652	YPL265W
640	OG0000640	-processed-gene-4.237-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.237&CDS=1-702	YGR095C
641	OG0000641	-processed-gene-4.195-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.195&CDS=1-1578	YGR091W
642	OG0000642	-processed-gene-4.24-mRNA-1_1&gene=augustus_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.24&CDS=1-3171	YGR094W
643	OG0000643	-processed-gene-4.98-mRNA-1_1&gene=snap_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.98&CDS=1-1026	YJR046W
644	OG0000644	-processed-gene-4.238-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.238&CDS=1-3621	YEL031W
645	OG0000645	-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.27&CDS=1-2025	YGR096W
646	OG0000646	-processed-gene-4.101-mRNA-1_1&gene=snap_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.101&CDS=1-3423	YPL164C
647	OG0000647	-processed-gene-4.206-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.206&CDS=1-2064	YLR396C
648	OG0000648	-processed-gene-4.146-mRNA-1_1&gene=snap_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.146&CDS=1-183	YDL067C
649	OG0000649	-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.34&CDS=1-246	YLR395C
650	OG0000650	-processed-gene-4.208-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.208&CDS=1-1647	YIL101C
651	OG0000651	-processed-gene-4.209-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.209&CDS=1-2334	YNL041C
652	OG0000652	-processed-gene-4.241-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.241&CDS=1-1263	YIL103W
653	OG0000653	-processed-gene-4.210-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.210&CDS=1-1527	YIL104C
654	OG0000654	-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.66&CDS=1-1380	YNL042W
655	OG0000655	-processed-gene-4.211-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.211&CDS=1-3201	YCR079W
656	OG0000656	-processed-gene-4.152-mRNA-1_1&gene=snap_masked-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.152&CDS=1-273	YNR037C
657	OG0000657	-processed-gene-4.212-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.212&CDS=1-1938	YNR038W
658	OG0000658	-augustus-gene-4.162-mRNA-1_1&gene=maker-gi|1002316181|dbj|BCKO01000008.1|-augustus-gene-4.162&CDS=1-4158	YJR035W
659	OG0000659	-processed-gene-4.246-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.246&CDS=1-414	YMR039C
660	OG0000660	-processed-gene-4.247-mRNA-1_1&gene=genemark-gi|1002316181|dbj|BCKO01000008.1|-processed-gene-4.247&CDS=1-1074	YMR041C
661	OG0000661	-processed-gene-0.34-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.34&CDS=1-777	YGL136C
662	OG0000662	-augustus-gene-0.100-mRNA-1_1&gene=maker-gi|1002316182|dbj|BCKO01000007.1|-augustus-gene-0.100&CDS=1-2031	YKL125W
663	OG0000663	-processed-gene-0.37-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.37&CDS=1-2826	YDR028C
664	OG0000664	-processed-gene-0.38-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.38&CDS=1-993	YPL162C
665	OG0000665	-processed-gene-0.96-mRNA-1_1&gene=snap_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.96&CDS=1-207	YLL009C
666	OG0000666	-processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.39&CDS=1-3225	YDR027C
667	OG0000667	-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.28&CDS=1-2574	YPR118W
668	OG0000668	-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.13&CDS=1-1680	YIL033C
669	OG0000669	-processed-gene-0.44-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.44&CDS=1-2148	YHR074W
670	OG0000670	-processed-gene-0.62-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.62&CDS=1-1155	YHR075C
671	OG0000671	-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.16&CDS=1-963	YJL035C
672	OG0000672	-processed-gene-0.46-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.46&CDS=1-1605	YJR004C
673	OG0000673	-processed-gene-0.48-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-0.48&CDS=1-1569	YLR005W
674	OG0000674	-processed-gene-1.49-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.49&CDS=1-3036	YML010W
675	OG0000675	-processed-gene-1.46-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.46&CDS=1-555	YML022W
676	OG0000676	-processed-gene-1.50-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.50&CDS=1-273	YDR424C
677	OG0000677	-processed-gene-1.47-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.47&CDS=1-5304	YDR443C
678	OG0000678	-processed-gene-1.52-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.52&CDS=1-2652	YHR154W
679	OG0000679	-processed-gene-1.55-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.55&CDS=1-1737	YJL036W
680	OG0000680	-processed-gene-1.72-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.72&CDS=1-1515	YER051W
681	OG0000681	-processed-gene-1.56-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.56&CDS=1-1245	YIL042C
682	OG0000682	-processed-gene-1.57-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.57&CDS=1-1890	YDL146W
683	OG0000683	-processed-gene-1.73-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.73&CDS=1-3798	YGR233C
684	OG0000684	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.74&CDS=1-618	YDR002W
685	OG0000685	-processed-gene-1.75-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.75&CDS=1-3240	YGR218W
686	OG0000686	-processed-gene-1.59-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.59&CDS=1-1449	YBR003W
687	OG0000687	-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.32&CDS=1-1506	YHR147C
688	OG0000688	-processed-gene-1.60-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.60&CDS=1-549	YHR148W
689	OG0000689	-processed-gene-1.61-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.61&CDS=1-654	YMR069W
690	OG0000690	-processed-gene-1.82-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.82&CDS=1-6390	YPL085W
691	OG0000691	-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.16&CDS=1-1689	YBR182C
692	OG0000692	-processed-gene-1.83-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.83&CDS=1-1239	YJL203W
693	OG0000693	-processed-gene-1.64-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.64&CDS=1-1218	YHR004C
694	OG0000694	-augustus-gene-1.140-mRNA-1_1&gene=maker-gi|1002316182|dbj|BCKO01000007.1|-augustus-gene-1.140&CDS=1-1956	YBR123C
695	OG0000695	-processed-gene-1.86-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.86&CDS=1-696	YPL107W
696	OG0000696	-processed-gene-1.67-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.67&CDS=1-885	YIL034C
697	OG0000697	-processed-gene-1.87-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.87&CDS=1-1413	YHR159W
698	OG0000698	-processed-gene-1.88-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.88&CDS=1-660	YGR167W
699	OG0000699	-processed-gene-1.89-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.89&CDS=1-2427	YGR200C
700	OG0000700	-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.24&CDS=1-696	YHR041C
701	OG0000701	-processed-gene-1.70-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.70&CDS=1-2295	YJL033W
702	OG0000702	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-1.90&CDS=1-1215	YDL150W
703	OG0000703	-processed-gene-2.3-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.3&CDS=1-1698	YDL153C
704	OG0000704	-processed-gene-2.4-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.4&CDS=1-1179	YPR025C
705	OG0000705	-processed-gene-2.7-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.7&CDS=1-1596	YDL143W
706	OG0000706	-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.113&CDS=1-1929	YLR215C
707	OG0000707	-processed-gene-2.60-mRNA-1_1&gene=snap_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.60&CDS=1-327	YJR055W
708	OG0000708	-processed-gene-2.9-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.9&CDS=1-984	YKL051W
709	OG0000709	-processed-gene-2.10-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.10&CDS=1-2496	YMR019W
710	OG0000710	-processed-gene-2.12-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.12&CDS=1-1038	YGL215W
711	OG0000711	-processed-gene-2.34-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.34&CDS=1-525	YER030W
712	OG0000712	-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.120&CDS=1-405	YER029C
713	OG0000713	-processed-gene-2.36-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.36&CDS=1-3075	YGL207W
714	OG0000714	-processed-gene-2.14-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.14&CDS=1-1545	YKL045W
715	OG0000715	-processed-gene-2.39-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.39&CDS=1-780	YJR060W
716	OG0000716	-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.123&CDS=1-2676	YDR531W
717	OG0000717	-processed-gene-2.41-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.41&CDS=1-1191	YGR012W
718	OG0000718	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.21&CDS=1-723	YEL038W
719	OG0000719	-processed-gene-2.44-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.44&CDS=1-1086	YEL037C
720	OG0000720	-processed-gene-2.22-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.22&CDS=1-1929	YJR052W
721	OG0000721	-processed-gene-2.45-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.45&CDS=1-2307	YML046W
722	OG0000722	-processed-gene-2.23-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.23&CDS=1-1761	YGR013W
723	OG0000723	-processed-gene-2.46-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.46&CDS=1-3285	YDR420W
724	OG0000724	-processed-gene-2.26-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.26&CDS=1-339	YKL138C
725	OG0000725	-processed-gene-2.47-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.47&CDS=1-675	YMR117C
726	OG0000726	-processed-gene-2.27-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.27&CDS=1-348	YKL137W
727	OG0000727	-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.134&CDS=1-4944	YGL022W
728	OG0000728	-processed-gene-2.49-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.49&CDS=1-1629	YGL192W
729	OG0000729	-processed-gene-2.50-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.50&CDS=1-3540	YBL007C
730	OG0000730	-processed-gene-2.52-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.52&CDS=1-465	YGL187C
731	OG0000731	-processed-gene-2.33-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-2.33&CDS=1-1506	YGL190C
732	OG0000732	-processed-gene-3.83-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-3.83&CDS=1-417	YGL191W
733	OG0000733	-processed-gene-3.81-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-3.81&CDS=1-1185	YJR062C
734	OG0000734	-processed-gene-3.5-mRNA-1_1&gene=snap_masked-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-3.5&CDS=1-399	YOL108C
735	OG0000735	-processed-gene-3.109-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-3.109&CDS=1-1923	YLR143W
736	OG0000736	-processed-gene-3.87-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-3.87&CDS=1-2382	YKL179C
737	OG0000737	-processed-gene-3.110-mRNA-1_1&gene=genemark-gi|1002316182|dbj|BCKO01000007.1|-processed-gene-3.110&CDS=1-1116	YMR152W
