	OrthologID	Ambrosiozyma_kashinagacola	Saccharomyces_cerevisiae
964	OG0000964	-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-2.20&CDS=1-2133	YDR006C
965	OG0000965	-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-2.21&CDS=1-2190	YML088W
966	OG0000966	-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-2.42&CDS=1-966	YGL240W
967	OG0000967	-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-2.44&CDS=1-957	YDR353W
968	OG0000968	-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-2.22&CDS=1-1635	YMR098C
969	OG0000969	-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-2.47&CDS=1-2946	YOR048C
970	OG0000970	-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-2.26&CDS=1-1149	YMR203W
971	OG0000971	-snap-gene-2.51-mRNA-1_1&gene=maker-gi|1002316248|dbj|BCGA01000009.1|-snap-gene-2.51&CDS=1-2058	YML114C
972	OG0000972	-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-2.28&CDS=1-2391	YMR277W
973	OG0000973	-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-2.29&CDS=1-1722	YMR296C
974	OG0000974	-augustus-gene-3.1-mRNA-1_1&gene=maker-gi|1002316248|dbj|BCGA01000009.1|-augustus-gene-3.1&CDS=1-1428	YML115C
975	OG0000975	-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.86&CDS=1-1779	YMR278W
976	OG0000976	-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.88&CDS=1-1464	YGL055W
977	OG0000977	-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.89&CDS=1-1017	YCR036W
978	OG0000978	-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.90&CDS=1-2043	YPR074C
979	OG0000979	-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.106&CDS=1-4680	YML049C
980	OG0000980	-processed-gene-3.91-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.91&CDS=1-3381	YDR325W
981	OG0000981	-augustus-gene-3.0-mRNA-1_1&gene=maker-gi|1002316248|dbj|BCGA01000009.1|-augustus-gene-3.0&CDS=1-2682	YKR038C
982	OG0000982	-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.94&CDS=1-2031	YJL112W
983	OG0000983	-processed-gene-3.95-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.95&CDS=1-1644	YJL111W
984	OG0000984	-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.96&CDS=1-603	YOL110W
985	OG0000985	-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.97&CDS=1-1845	YNL294C
986	OG0000986	-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.112&CDS=1-849	YGL221C
987	OG0000987	-processed-gene-3.98-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.98&CDS=1-264	YGL220W
988	OG0000988	-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.116&CDS=1-2895	YOR160W
989	OG0000989	-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.99&CDS=1-264	YOR159C
990	OG0000990	-processed-gene-3.61-mRNA-1_1&gene=snap_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.61&CDS=1-1194	YMR065W
991	OG0000991	-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.118&CDS=1-2697	YKL073W
992	OG0000992	-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.103&CDS=1-1560	YKL074C
993	OG0000993	-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-3.119&CDS=1-972	YMR055C
994	OG0000994	-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.57&CDS=1-1581	YOR310C
995	OG0000995	-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.54&CDS=1-1032	YJL208C
996	OG0000996	-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.81&CDS=1-1803	YJL201W
997	OG0000997	-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.61&CDS=1-2307	YLL004W
998	OG0000998	-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.62&CDS=1-1458	YKL196C
999	OG0000999	-processed-gene-4.132-mRNA-1_1&gene=snap_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.132&CDS=1-2178	YLR424W
1000	OG0001000	-processed-gene-4.63-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.63&CDS=1-2127	YOR022C
1001	OG0001001	-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.85&CDS=1-1392	YHR018C
1002	OG0001002	-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.65&CDS=1-1047	YGL001C
1003	OG0001003	-processed-gene-4.134-mRNA-1_1&gene=snap_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.134&CDS=1-4095	YAL002W
1004	OG0001004	-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.66&CDS=1-2352	YPR089W
1005	OG0001005	-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.67&CDS=1-1533	YFR021W
1006	OG0001006	-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.69&CDS=1-1278	YBR057C
1007	OG0001007	-processed-gene-4.88-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.88&CDS=1-2364	YBR058C
1008	OG0001008	-processed-gene-4.136-mRNA-1_1&gene=snap_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.136&CDS=1-2409	YER041W
1009	OG0001009	-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.90&CDS=1-2361	YLL001W
1010	OG0001010	-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.91&CDS=1-1296	YLL002W
1011	OG0001011	-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.92&CDS=1-651	YJL001W
1012	OG0001012	-processed-gene-4.140-mRNA-1_1&gene=snap_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.140&CDS=1-3426	YLL003W
1013	OG0001013	-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.94&CDS=1-1518	YGR093W
1014	OG0001014	-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.71&CDS=1-315	YOL108C
1015	OG0001015	-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.95&CDS=1-1470	YJR122W
1016	OG0001016	-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.96&CDS=1-339	YJL184W
1017	OG0001017	-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.75&CDS=1-1053	YOL107W
1018	OG0001018	-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.97&CDS=1-1287	YJL183W
1019	OG0001019	-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.76&CDS=1-360	YJL179W
1020	OG0001020	-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.98&CDS=1-816	YJL178C
1021	OG0001021	-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.78&CDS=1-3621	YGL251C
1022	OG0001022	-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.79&CDS=1-837	YKR060W
1023	OG0001023	-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-4.101&CDS=1-576	YJL140W
1024	OG0001024	-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.5&CDS=1-483	YJL143W
1025	OG0001025	-snap-gene-5.99-mRNA-1_1&gene=maker-gi|1002316248|dbj|BCGA01000009.1|-snap-gene-5.99&CDS=1-4047	YJL141C
1026	OG0001026	-augustus-gene-5.202-mRNA-1_1&gene=maker-gi|1002316248|dbj|BCGA01000009.1|-augustus-gene-5.202&CDS=1-837	YIL034C
1027	OG0001027	-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.4&CDS=1-426	YER044C
1028	OG0001028	-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.10&CDS=1-1413	YIL033C
1029	OG0001029	-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.13&CDS=1-672	YDL043C
1030	OG0001030	-processed-gene-5.58-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.58&CDS=1-1380	YOL069W
1031	OG0001031	-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.14&CDS=1-909	YBR228W
1032	OG0001032	-processed-gene-5.60-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.60&CDS=1-1302	YOL097C
1033	OG0001033	-processed-gene-5.62-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.62&CDS=1-2115	YOR069W
1034	OG0001034	-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.21&CDS=1-1050	YOR075W
1035	OG0001035	-snap-gene-5.100-mRNA-1_1&gene=maker-gi|1002316248|dbj|BCGA01000009.1|-snap-gene-5.100&CDS=1-1794	YKR084C
1036	OG0001036	-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.65&CDS=1-1236	YBL029W
1037	OG0001037	-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.22&CDS=1-801	YKL007W
1038	OG0001038	-processed-gene-5.268-mRNA-1_1&gene=snap_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.268&CDS=1-303	YKL006C-A
1039	OG0001039	-processed-gene-5.269-mRNA-1_1&gene=snap_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.269&CDS=1-2109	YKL005C
1040	OG0001040	-processed-gene-5.24-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.24&CDS=1-1782	YBR123C
1041	OG0001041	-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.25&CDS=1-1860	YHR114W
1042	OG0001042	-processed-gene-5.69-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.69&CDS=1-1218	YBR004C
1043	OG0001043	-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.26&CDS=1-2817	YJL093C
1044	OG0001044	-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.73&CDS=1-1329	YHL002W
1045	OG0001045	-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.75&CDS=1-5529	YGR047C
1046	OG0001046	-processed-gene-5.32-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.32&CDS=1-1119	YGR048W
1047	OG0001047	-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.33&CDS=1-2529	YMR049C
1048	OG0001048	-processed-gene-5.78-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.78&CDS=1-4968	YPL242C
1049	OG0001049	-processed-gene-5.38-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.38&CDS=1-2106	YMR186W
1050	OG0001050	-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.39&CDS=1-1857	YPL072W
1051	OG0001051	-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.79&CDS=1-5508	YBR208C
1052	OG0001052	-processed-gene-5.80-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.80&CDS=1-2133	YDL074C
1053	OG0001053	-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.42&CDS=1-1152	YKL193C
1054	OG0001054	-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.44&CDS=1-1704	YMR105C
1055	OG0001055	-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.45&CDS=1-477	YCR063W
1056	OG0001056	-processed-gene-5.47-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.47&CDS=1-990	YPL178W
1057	OG0001057	-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.48&CDS=1-2415	YAL043C
1058	OG0001058	-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.85&CDS=1-1533	YDL030W
1059	OG0001059	-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.50&CDS=1-4674	YOR093C
1060	OG0001060	-snap-gene-5.102-mRNA-1_1&gene=maker-gi|1002316248|dbj|BCGA01000009.1|-snap-gene-5.102&CDS=1-1377	YBR125C
1061	OG0001061	-processed-gene-5.87-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.87&CDS=1-1419	YBR126C
1062	OG0001062	-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.52&CDS=1-1245	YOL058W
1063	OG0001063	-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.91&CDS=1-3693	YEL031W
1064	OG0001064	-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.93&CDS=1-1491	YOR046C
1065	OG0001065	-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.55&CDS=1-537	YBR217W
1066	OG0001066	-processed-gene-5.298-mRNA-1_1&gene=snap_masked-gi|1002316248|dbj|BCGA01000009.1|-processed-gene-5.298&CDS=1-1011	YJL066C
1067	OG0001067	-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.41&CDS=1-1446	YMR067C
1068	OG0001068	-processed-gene-0.22-mRNA-1_1&gene=snap_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.22&CDS=1-1392	YDR153C
1069	OG0001069	-augustus-gene-0.122-mRNA-1_1&gene=maker-gi|1002316249|dbj|BCGA01000008.1|-augustus-gene-0.122&CDS=1-483	YDR155C
1070	OG0001070	-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.63&CDS=1-756	YDR152W
1071	OG0001071	-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.44&CDS=1-1188	YDR161W
1072	OG0001072	-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.64&CDS=1-903	YDR162C
1073	OG0001073	-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.65&CDS=1-1389	YLR142W
1074	OG0001074	-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.47&CDS=1-1305	YDR165W
1075	OG0001075	-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.68&CDS=1-1860	YLR143W
1076	OG0001076	-processed-gene-0.112-mRNA-1_1&gene=genemark-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.112&CDS=1-9018	YLR087C
1077	OG0001077	-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.50&CDS=1-1326	YDL147W
1078	OG0001078	-snap-gene-0.78-mRNA-1_1&gene=maker-gi|1002316249|dbj|BCGA01000008.1|-snap-gene-0.78&CDS=1-1617	YDL146W
1079	OG0001079	-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.52&CDS=1-1503	YIL042C
1080	OG0001080	-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.71&CDS=1-516	YER050C
1081	OG0001081	-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.53&CDS=1-1596	YER051W
1082	OG0001082	-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.72&CDS=1-3615	YDL145C
1083	OG0001083	-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.54&CDS=1-2520	YMR309C
1084	OG0001084	-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.56&CDS=1-1329	YKL027W
1085	OG0001085	-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.74&CDS=1-777	YGR147C
1086	OG0001086	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-0.76&CDS=1-3888	YDR216W
1087	OG0001087	-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.3&CDS=1-2775	YPR019W
1088	OG0001088	-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.4&CDS=1-423	YPR020W
1089	OG0001089	-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.7&CDS=1-1716	YGL171W
1090	OG0001090	-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.5&CDS=1-681	YLR312W-A
1091	OG0001091	-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.8&CDS=1-3900	YLL021W
1092	OG0001092	-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.25&CDS=1-1155	YKL080W
1093	OG0001093	-processed-gene-1.52-mRNA-1_1&gene=snap_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.52&CDS=1-471	YER134C
1094	OG0001094	-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.31&CDS=1-2841	YPR091C
1095	OG0001095	-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.12&CDS=1-558	YBR122C
1096	OG0001096	-processed-gene-1.74-mRNA-1_1&gene=snap_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.74&CDS=1-2463	YKL090W
1097	OG0001097	-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.14&CDS=1-1983	YLR088W
1098	OG0001098	-processed-gene-1.118-mRNA-1_1&gene=genemark-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.118&CDS=1-1539	YDR111C
1099	OG0001099	-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.36&CDS=1-3849	YER093C
1100	OG0001100	-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.37&CDS=1-4749	YCR042C
1101	OG0001101	-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.17&CDS=1-3072	YNL267W
1102	OG0001102	-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.38&CDS=1-1848	YDL185W
1103	OG0001103	-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.19&CDS=1-2184	YOR112W
1104	OG0001104	-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.20&CDS=1-582	YMR295C
1105	OG0001105	-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.39&CDS=1-7572	YBL004W
1106	OG0001106	-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.22&CDS=1-1410	YDL001W
1107	OG0001107	-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-1.41&CDS=1-858	YNL075W
1108	OG0001108	-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.96&CDS=1-1086	YDL055C
1109	OG0001109	-augustus-gene-2.43-mRNA-1_1&gene=maker-gi|1002316249|dbj|BCGA01000008.1|-augustus-gene-2.43&CDS=1-4020	YIL115C
1110	OG0001110	-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.98&CDS=1-4713	YJR138W
1111	OG0001111	-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.121&CDS=1-1083	YJR139C
1112	OG0001112	-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.99&CDS=1-1140	YHR201C
1113	OG0001113	-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.123&CDS=1-1101	YJR141W
1114	OG0001114	-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.101&CDS=1-723	YLR201C
1115	OG0001115	-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.124&CDS=1-348	YLR200W
1116	OG0001116	-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.103&CDS=1-1494	YLR197W
1117	OG0001117	-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.104&CDS=1-1140	YDL168W
1118	OG0001118	-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.125&CDS=1-915	YMR126C
1119	OG0001119	-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.105&CDS=1-342	YMR059W
1120	OG0001120	-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.126&CDS=1-945	YMR060C
1121	OG0001121	-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.106&CDS=1-1896	YMR061W
1122	OG0001122	-snap-gene-2.91-mRNA-1_1&gene=maker-gi|1002316249|dbj|BCGA01000008.1|-snap-gene-2.91&CDS=1-3255	YBR079C
1123	OG0001123	-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.111&CDS=1-234	YHR001W-A
1124	OG0001124	-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.130&CDS=1-2670	YJL156C
1125	OG0001125	-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-gi|1002316249|dbj|BCGA01000008.1|-processed-gene-2.112&CDS=1-897	YLR393W
