	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035659_Saturnispora_dispora
394	OG0000394	YKL141W, YMR118C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.111&CDS=1-498
395	OG0000395	YKR034W	augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.99&CDS=1-1149, augustus_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.149&CDS=1-2028
396	OG0000396	YKR070W	augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.170&CDS=1-1143, augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.201&CDS=1-1107
397	OG0000397	YKR075C, YOR062C	snap_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.60&CDS=1-756
398	OG0000398	YKR089C, YOR081C	augustus_masked-NODE_34_length_105913_cov_14.4426_ID_67-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_34_length_105913_cov_14.4426_ID_67-processed-gene-0.90&CDS=1-2370
399	OG0000399	YKR091W, YOR083W	snap_masked-NODE_40_length_77596_cov_13.3017_ID_79-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_40_length_77596_cov_13.3017_ID_79-processed-gene-0.104&CDS=1-1365
400	OG0000400	YLL012W, YLR020C	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-1.110&CDS=1-1365
401	OG0000401	YLL016W, YLR310C	augustus_masked-NODE_36_length_96088_cov_17.0303_ID_71-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_36_length_96088_cov_17.0303_ID_71-processed-gene-0.7&CDS=1-4710
402	OG0000402	YLL029W	augustus_masked-NODE_26_length_159260_cov_14.2774_ID_51-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-NODE_26_length_159260_cov_14.2774_ID_51-processed-gene-0.124&CDS=1-2028, augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.19&CDS=1-2166
403	OG0000403	YLL055W	augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_20_length_198251_cov_12.8437_ID_39-processed-gene-0.14&CDS=1-1557, augustus_masked-NODE_46_length_61074_cov_15.2414_ID_91-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_46_length_61074_cov_15.2414_ID_91-processed-gene-0.20&CDS=1-1602
404	OG0000404	YLR029C, YMR121C	augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.151&CDS=1-612
405	OG0000405	YLR098C, YOR337W	snap_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.163-mRNA-1_1&gene=snap_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.163&CDS=1-2091
406	OG0000406	YLR118C	augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.83&CDS=1-660, snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.20-mRNA-1_1&gene=snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.20&CDS=1-693
407	OG0000407	YLR210W	augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_5_length_372571_cov_13.8421_ID_9-processed-gene-1.126&CDS=1-1296, augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-2.170&CDS=1-1263
408	OG0000408	YLR260W, YOR171C	augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.251-mRNA-1_1&gene=augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.251&CDS=1-1563
409	OG0000409	YLR264W, YOR167C	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-0.52&CDS=1-201
410	OG0000410	YLR270W, YOR173W	augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.22&CDS=1-900
411	OG0000411	YLR284C, YOR180C	augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.136&CDS=1-816
412	OG0000412	YLR287C-A, YOR182C	maker-NODE_41_length_76539_cov_14.5249_ID_81-snap-gene-0.40-mRNA-1_1&gene=maker-NODE_41_length_76539_cov_14.5249_ID_81-snap-gene-0.40&CDS=1-1215
413	OG0000413	YLR293C, YOR185C	maker-NODE_19_length_205091_cov_16.4028_ID_37-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_19_length_205091_cov_16.4028_ID_37-augustus-gene-0.6&CDS=1-963
414	OG0000414	YLR342W	augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.107&CDS=1-5616, augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-2.113&CDS=1-5391
415	OG0000415	YLR432W, YML056C	augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_370912_cov_13.7352_ID_11-processed-gene-1.55&CDS=1-1569
416	OG0000416	YLR450W, YML075C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-0.48&CDS=1-3198
417	OG0000417	YLR456W, YPR172W	augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_3_length_385180_cov_19.4344_ID_5-processed-gene-2.42&CDS=1-528
418	OG0000418	YML007W	augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.237-mRNA-1_1&gene=augustus_masked-NODE_8_length_274536_cov_13.0098_ID_15-processed-gene-1.237&CDS=1-1113, genemark-NODE_47_length_59245_cov_14.3977_ID_93-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_47_length_59245_cov_14.3977_ID_93-processed-gene-0.57&CDS=1-1047
419	OG0000419	YML054C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-0.63&CDS=1-1617, augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.32&CDS=1-1698
420	OG0000420	YML073C	maker-NODE_7_length_339440_cov_13.1671_ID_13-augustus-gene-2.145-mRNA-1_1&gene=maker-NODE_7_length_339440_cov_13.1671_ID_13-augustus-gene-2.145&CDS=1-1680, snap_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.62-mRNA-1_1&gene=snap_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-0.62&CDS=1-504
421	OG0000421	YML100W, YMR261C	augustus_masked-NODE_42_length_74290_cov_15.8314_ID_83-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_42_length_74290_cov_15.8314_ID_83-processed-gene-0.76&CDS=1-3354
422	OG0000422	YML106W, YMR271C	augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_33_length_109861_cov_14.7525_ID_65-processed-gene-0.0&CDS=1-654
423	OG0000423	YML109W, YMR273C	snap_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_4_length_384069_cov_13.5194_ID_7-processed-gene-1.120&CDS=1-3501
424	OG0000424	YMR034C	augustus_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.25&CDS=1-1212, genemark-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_16_length_229556_cov_13.3766_ID_31-processed-gene-1.18&CDS=1-1425
425	OG0000425	YMR089C	augustus_masked-NODE_27_length_155524_cov_13.7962_ID_53-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_27_length_155524_cov_13.7962_ID_53-processed-gene-0.106&CDS=1-4650, augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-NODE_9_length_256851_cov_14.1922_ID_17-processed-gene-1.126&CDS=1-2424
426	OG0000426	YMR172W, YOL116W	augustus_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.157&CDS=1-1335
427	OG0000427	YMR177W, YPL224C	augustus_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_28_length_155222_cov_15.9409_ID_55-processed-gene-0.145&CDS=1-1746
428	OG0000428	YMR182C, YPL230W	augustus_masked-NODE_27_length_155524_cov_13.7962_ID_53-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_27_length_155524_cov_13.7962_ID_53-processed-gene-0.96&CDS=1-1590
429	OG0000429	YMR183C, YPL232W	snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-0.116&CDS=1-831
430	OG0000430	YMR194W, YPL249C-A	augustus_masked-NODE_51_length_55298_cov_15.9336_ID_101-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_51_length_55298_cov_15.9336_ID_101-processed-gene-0.31&CDS=1-294
431	OG0000431	YMR216C	augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.184&CDS=1-2289, augustus_masked-NODE_46_length_61074_cov_15.2414_ID_91-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_46_length_61074_cov_15.2414_ID_91-processed-gene-0.21&CDS=1-2343
432	OG0000432	YMR221C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-0.84&CDS=1-1521, augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.9&CDS=1-1536
433	OG0000433	YMR222C, YOR280C	genemark-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.48-mRNA-1_1&gene=genemark-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.48&CDS=1-744
434	OG0000434	YMR230W, YOR293W	maker-NODE_38_length_80193_cov_14.4369_ID_75-augustus-gene-0.35-mRNA-1_1&gene=maker-NODE_38_length_80193_cov_14.4369_ID_75-augustus-gene-0.35&CDS=1-363
435	OG0000435	YMR242C, YOR312C	maker-NODE_17_length_217078_cov_19.5731_ID_33-augustus-gene-0.85-mRNA-1_1&gene=maker-NODE_17_length_217078_cov_19.5731_ID_33-augustus-gene-0.85&CDS=1-738
436	OG0000436	YMR253C, YPL264C	maker-NODE_45_length_63284_cov_14.6394_ID_89-augustus-gene-0.25-mRNA-1_1&gene=maker-NODE_45_length_63284_cov_14.6394_ID_89-augustus-gene-0.25&CDS=1-1272
437	OG0000437	YMR319C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.124-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-3.124&CDS=1-1617, maker-NODE_2_length_413142_cov_13.6053_ID_3-snap-gene-3.6-mRNA-1_1&gene=maker-NODE_2_length_413142_cov_13.6053_ID_3-snap-gene-3.6&CDS=1-2064
438	OG0000438	YNL096C, YOR096W	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-0.61&CDS=1-567
439	OG0000439	YNL101W	augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-1.99&CDS=1-1887, augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.89&CDS=1-2541
440	OG0000440	YNL108C, YOR110W	genemark-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.9&CDS=1-1326
441	OG0000441	YNL123W	augustus_masked-NODE_88_length_5258_cov_26.7861_ID_175-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_88_length_5258_cov_26.7861_ID_175-processed-gene-0.0&CDS=1-2856, snap_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.60&CDS=1-2985
442	OG0000442	YNL239W	augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.282-mRNA-1_1&gene=augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.282&CDS=1-1503, augustus_masked-NODE_27_length_155524_cov_13.7962_ID_53-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_27_length_155524_cov_13.7962_ID_53-processed-gene-0.103&CDS=1-1350
443	OG0000443	YNL271C	augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.74&CDS=1-3201, snap_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.89&CDS=1-5190
444	OG0000444	YNL274C	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.26&CDS=1-1056, augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.27&CDS=1-7224
445	OG0000445	YNL283C, YOL105C	genemark-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_17_length_217078_cov_19.5731_ID_33-processed-gene-1.55&CDS=1-1353
446	OG0000446	YNL293W, YOL112W	snap_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_29_length_133825_cov_22.1428_ID_57-processed-gene-0.39&CDS=1-1194
447	OG0000447	YNL299W, YOL115W	genemark-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.206-mRNA-1_1&gene=genemark-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.206&CDS=1-2091
448	OG0000448	YNL301C, YOL120C	maker-NODE_30_length_126679_cov_13.5585_ID_59-augustus-gene-0.70-mRNA-1_1&gene=maker-NODE_30_length_126679_cov_13.5585_ID_59-augustus-gene-0.70&CDS=1-963
449	OG0000449	YNR057C	augustus_masked-NODE_98_length_3853_cov_23.9743_ID_195-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_98_length_3853_cov_23.9743_ID_195-processed-gene-0.3&CDS=1-660, snap_masked-NODE_74_length_13209_cov_31.903_ID_147-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_74_length_13209_cov_31.903_ID_147-processed-gene-0.0&CDS=1-660
450	OG0000450	YOL048C	augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.86&CDS=1-504, augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.92&CDS=1-954
451	OG0000451	YOR032C	augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_13_length_240495_cov_14.5375_ID_25-processed-gene-0.77&CDS=1-2604, augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-NODE_21_length_192997_cov_18.7535_ID_41-processed-gene-0.223&CDS=1-1356
452	OG0000452	YOR161C	augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-NODE_15_length_230213_cov_14.9326_ID_29-processed-gene-1.167&CDS=1-1602, genemark-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.67&CDS=1-819
453	OG0000453	YOR256C, YPL176C	augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.257-mRNA-1_1&gene=augustus_masked-NODE_24_length_170623_cov_13.7203_ID_47-processed-gene-0.257&CDS=1-2520
454	OG0000454	YOR270C	augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_22_length_184859_cov_14.5666_ID_43-processed-gene-0.114&CDS=1-2457, augustus_masked-NODE_43_length_69932_cov_16.1305_ID_85-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_43_length_69932_cov_16.1305_ID_85-processed-gene-0.54&CDS=1-2667
455	OG0000455	YOR285W, YOR286W	augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_7_length_339440_cov_13.1671_ID_13-processed-gene-1.3&CDS=1-603
456	OG0000456	YOR304W	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.31&CDS=1-5244, maker-NODE_5_length_372571_cov_13.8421_ID_9-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_5_length_372571_cov_13.8421_ID_9-augustus-gene-0.1&CDS=1-6426
457	OG0000457	YOR348C	augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-0.123&CDS=1-1737, augustus_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.46&CDS=1-1722
458	OG0000458	YOR380W	augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.96&CDS=1-516, maker-NODE_18_length_212264_cov_12.3928_ID_35-augustus-gene-1.5-mRNA-1_1&gene=maker-NODE_18_length_212264_cov_12.3928_ID_35-augustus-gene-1.5&CDS=1-1806
459	OG0000459	YOR390W, YPL279C	augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_413142_cov_13.6053_ID_3-processed-gene-1.27&CDS=1-1179
460	OG0000460	YPL154C	augustus_masked-NODE_39_length_79204_cov_17.3997_ID_77-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NODE_39_length_79204_cov_17.3997_ID_77-processed-gene-0.81&CDS=1-1218, maker-NODE_20_length_198251_cov_12.8437_ID_39-augustus-gene-0.200-mRNA-1_1&gene=maker-NODE_20_length_198251_cov_12.8437_ID_39-augustus-gene-0.200&CDS=1-3474
461	OG0000461	YPR060C	augustus_masked-NODE_37_length_88312_cov_15.5914_ID_73-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_37_length_88312_cov_15.5914_ID_73-processed-gene-0.126&CDS=1-1272, maker-NODE_19_length_205091_cov_16.4028_ID_37-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_19_length_205091_cov_16.4028_ID_37-augustus-gene-0.3&CDS=1-1971
462	OG0000462	YPR181C	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-1.5&CDS=1-2250, snap_masked-NODE_47_length_59245_cov_14.3977_ID_93-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_47_length_59245_cov_14.3977_ID_93-processed-gene-0.72&CDS=1-2349
463	OG0000463	YAL001C	augustus_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_30_length_126679_cov_13.5585_ID_59-processed-gene-0.21&CDS=1-3678
464	OG0000464	YAL002W	augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-NODE_10_length_245165_cov_16.6148_ID_19-processed-gene-1.106&CDS=1-4251
465	OG0000465	YAL004W	maker-NODE_13_length_240495_cov_14.5375_ID_25-snap-gene-0.44-mRNA-1_1&gene=maker-NODE_13_length_240495_cov_14.5375_ID_25-snap-gene-0.44&CDS=1-717
466	OG0000466	YAL009W	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-0.25&CDS=1-1308
467	OG0000467	YAL010C	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-0.8&CDS=1-1554
468	OG0000468	YAL011W	augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_14_length_239203_cov_13.5586_ID_27-processed-gene-0.61&CDS=1-2679
469	OG0000469	YAL013W	augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_18_length_212264_cov_12.3928_ID_35-processed-gene-1.91&CDS=1-1050
470	OG0000470	YAL016W	snap_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_25_length_169014_cov_14.7401_ID_49-processed-gene-0.49&CDS=1-1824
471	OG0000471	YAL019W	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-0.26&CDS=1-4563
472	OG0000472	YAL020C	augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_11_length_244494_cov_14.5393_ID_21-processed-gene-0.9&CDS=1-1080
473	OG0000473	YAL022C	snap_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.166-mRNA-1_1&gene=snap_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-2.166&CDS=1-1269
474	OG0000474	YAL023C	augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_12_length_241223_cov_13.3852_ID_23-processed-gene-1.56&CDS=1-2265
475	OG0000475	YAL025C	maker-NODE_21_length_192997_cov_18.7535_ID_41-augustus-gene-0.109-mRNA-1_1&gene=maker-NODE_21_length_192997_cov_18.7535_ID_41-augustus-gene-0.109&CDS=1-1854
476	OG0000476	YAL032C	augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_433307_cov_13.4139_ID_1-processed-gene-3.128&CDS=1-915
