	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034660_Diddensiella_caesifluorescens
674	OG0000674	YCL014W	maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-3.111-mRNA-1_1&gene=maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-3.111&CDS=1-3741
675	OG0000675	YCL016C	maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-3.108-mRNA-1_1&gene=maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-3.108&CDS=1-1011
676	OG0000676	YCL017C	snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-3.2&CDS=1-1482
677	OG0000677	YCL018W	snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-3.8&CDS=1-1092
678	OG0000678	YCL029C	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-2.69&CDS=1-720
679	OG0000679	YCL030C	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.133&CDS=1-2487
680	OG0000680	YCL031C	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-2.63&CDS=1-786
681	OG0000681	YCL032W	genemark-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.30&CDS=1-1167
682	OG0000682	YCL033C	genemark-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.106&CDS=1-402
683	OG0000683	YCL034W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.134&CDS=1-1212
684	OG0000684	YCL038C	snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.173-mRNA-1_1&gene=snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.173&CDS=1-1593
685	OG0000685	YCL039W	snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.209-mRNA-1_1&gene=snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.209&CDS=1-1614
686	OG0000686	YCL043C	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-2.29-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-2.29&CDS=1-1641
687	OG0000687	YCL044C	snap_masked-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-1.243-mRNA-1_1&gene=snap_masked-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-1.243&CDS=1-765
688	OG0000688	YCL045C	snap_masked-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-1.244-mRNA-1_1&gene=snap_masked-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-1.244&CDS=1-2589
689	OG0000689	YCL047C	snap_masked-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-1.246-mRNA-1_1&gene=snap_masked-NODE_14_length_259907_cov_40.013_ID_27-processed-gene-1.246&CDS=1-786
690	OG0000690	YCL054W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-1.65-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-1.65&CDS=1-2418
691	OG0000691	YCL055W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-1.84&CDS=1-1140
692	OG0000692	YCL057C-A	snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.108&CDS=1-264
693	OG0000693	YCL057W	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-4.74&CDS=1-2019
694	OG0000694	YCL059C	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-5.102-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-5.102&CDS=1-945
695	OG0000695	YCL061C	augustus_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-4.1-mRNA-1_1&gene=augustus_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-4.1&CDS=1-3063
696	OG0000696	YCR002C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-4.78-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-4.78&CDS=1-1038
697	OG0000697	YCR003W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-4.96&CDS=1-558
698	OG0000698	YCR009C	maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-3.109-mRNA-1_1&gene=maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-3.109&CDS=1-795
699	OG0000699	YCR011C	snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-1.223-mRNA-1_1&gene=snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-1.223&CDS=1-3018
700	OG0000700	YCR012W	maker-NODE_21_length_140861_cov_39.8063_ID_41-snap-gene-0.83-mRNA-1_1&gene=maker-NODE_21_length_140861_cov_39.8063_ID_41-snap-gene-0.83&CDS=1-1245
701	OG0000701	YCR015C	snap_masked-NODE_21_length_140861_cov_39.8063_ID_41-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_21_length_140861_cov_39.8063_ID_41-processed-gene-0.97&CDS=1-789
702	OG0000702	YCR016W	snap_masked-NODE_21_length_140861_cov_39.8063_ID_41-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_21_length_140861_cov_39.8063_ID_41-processed-gene-0.94&CDS=1-771
703	OG0000703	YCR017C	genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-6.95-mRNA-1_1&gene=genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-6.95&CDS=1-2835
704	OG0000704	YCR019W	genemark-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-2.133&CDS=1-1014
705	OG0000705	YCR023C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-7.175-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-7.175&CDS=1-1548
706	OG0000706	YCR024C	augustus_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-1.180&CDS=1-1362
707	OG0000707	YCR028C-A	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.59&CDS=1-417
708	OG0000708	YCR030C	snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.184-mRNA-1_1&gene=snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.184&CDS=1-2340
709	OG0000709	YCR033W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.112&CDS=1-3483
710	OG0000710	YCR034W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.114&CDS=1-993
711	OG0000711	YCR035C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.118&CDS=1-876
712	OG0000712	YCR036W	augustus_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-0.34&CDS=1-1197
713	OG0000713	YCR042C	snap_masked-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.150-mRNA-1_1&gene=snap_masked-NODE_19_length_153970_cov_37.8582_ID_37-processed-gene-0.150&CDS=1-3630
714	OG0000714	YCR044C	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-1.88&CDS=1-966
715	OG0000715	YCR045C	genemark-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-7.119-mRNA-1_1&gene=genemark-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-7.119&CDS=1-1221
716	OG0000716	YCR047C	snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.35&CDS=1-795
717	OG0000717	YCR051W	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-6.102-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-6.102&CDS=1-591
718	OG0000718	YCR053W	snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.145-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.145&CDS=1-1563
719	OG0000719	YCR054C	snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.142&CDS=1-1509
720	OG0000720	YCR057C	maker-NODE_11_length_301523_cov_39.0428_ID_21-snap-gene-2.189-mRNA-1_1&gene=maker-NODE_11_length_301523_cov_39.0428_ID_21-snap-gene-2.189&CDS=1-2721
721	OG0000721	YCR059C	maker-NODE_11_length_301523_cov_39.0428_ID_21-snap-gene-2.188-mRNA-1_1&gene=maker-NODE_11_length_301523_cov_39.0428_ID_21-snap-gene-2.188&CDS=1-798
722	OG0000722	YCR060W	maker-NODE_12_length_299431_cov_39.0444_ID_23-snap-gene-1.360-mRNA-1_1&gene=maker-NODE_12_length_299431_cov_39.0444_ID_23-snap-gene-1.360&CDS=1-852
723	OG0000723	YCR061W	snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.161-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.161&CDS=1-1890
724	OG0000724	YCR063W	snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.136&CDS=1-441
725	OG0000725	YCR065W	snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.162-mRNA-1_1&gene=snap_masked-NODE_11_length_301523_cov_39.0428_ID_21-processed-gene-2.162&CDS=1-2367
726	OG0000726	YCR066W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-17.97-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-17.97&CDS=1-927
727	OG0000727	YCR071C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.83-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.83&CDS=1-531
728	OG0000728	YCR072C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-2.82&CDS=1-1545
729	OG0000729	YCR075C	genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-6.113-mRNA-1_1&gene=genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-6.113&CDS=1-795
730	OG0000730	YCR077C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.75&CDS=1-2259
731	OG0000731	YCR079W	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.99-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-3.99&CDS=1-1236
732	OG0000732	YCR081W	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-6.60-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-6.60&CDS=1-4326
733	OG0000733	YCR084C	genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.42-mRNA-1_1&gene=genemark-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-4.42&CDS=1-1914
734	OG0000734	YCR087C-A	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-5.191-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-5.191&CDS=1-468
735	OG0000735	YCR088W	snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_16_length_236730_cov_37.7939_ID_31-processed-gene-1.137&CDS=1-2067
736	OG0000736	YCR090C	maker-NODE_12_length_299431_cov_39.0444_ID_23-snap-gene-1.346-mRNA-1_1&gene=maker-NODE_12_length_299431_cov_39.0444_ID_23-snap-gene-1.346&CDS=1-471
737	OG0000737	YCR091W	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-7.180-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-7.180&CDS=1-2238
738	OG0000738	YCR092C	maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-7.57-mRNA-1_1&gene=maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-7.57&CDS=1-3126
739	OG0000739	YCR093W	maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-6.74-mRNA-1_1&gene=maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-6.74&CDS=1-6564
740	OG0000740	YCR094W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.137&CDS=1-1200
741	OG0000741	YDL001W	augustus_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-7.106-mRNA-1_1&gene=augustus_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-7.106&CDS=1-1296
742	OG0000742	YDL002C	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-5.233-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-5.233&CDS=1-1095
743	OG0000743	YDL003W	snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.236-mRNA-1_1&gene=snap_masked-NODE_9_length_477053_cov_38.1667_ID_17-processed-gene-3.236&CDS=1-1791
744	OG0000744	YDL004W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.144&CDS=1-489
745	OG0000745	YDL006W	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-0.143&CDS=1-927
746	OG0000746	YDL007W	maker-NODE_7_length_627228_cov_38.3844_ID_13-snap-gene-0.54-mRNA-1_1&gene=maker-NODE_7_length_627228_cov_38.3844_ID_13-snap-gene-0.54&CDS=1-1317
747	OG0000747	YDL008W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-5.14-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-5.14&CDS=1-294
748	OG0000748	YDL010W	genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-6.80-mRNA-1_1&gene=genemark-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-6.80&CDS=1-576
749	OG0000749	YDL013W	augustus_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-8.46-mRNA-1_1&gene=augustus_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-8.46&CDS=1-711
750	OG0000750	YDL014W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.156-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-10.156&CDS=1-954
751	OG0000751	YDL015C	genemark-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-1.91&CDS=1-993
752	OG0000752	YDL017W	maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-10.167-mRNA-1_1&gene=maker-NODE_2_length_1415131_cov_38.5823_ID_3-snap-gene-10.167&CDS=1-1629
753	OG0000753	YDL020C	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-2.36-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-2.36&CDS=1-870
754	OG0000754	YDL028C	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-6.91-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-6.91&CDS=1-2106
755	OG0000755	YDL029W	snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-6.113-mRNA-1_1&gene=snap_masked-NODE_4_length_800366_cov_39.2428_ID_7-processed-gene-6.113&CDS=1-1164
756	OG0000756	YDL030W	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-5.178-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-5.178&CDS=1-1662
757	OG0000757	YDL031W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-0.80&CDS=1-2793
758	OG0000758	YDL033C	augustus_masked-NODE_22_length_74237_cov_38.7338_ID_43-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_22_length_74237_cov_38.7338_ID_43-processed-gene-0.53&CDS=1-1182
759	OG0000759	YDL040C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.151-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.151&CDS=1-2451
760	OG0000760	YDL043C	maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-4.118-mRNA-1_1&gene=maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-4.118&CDS=1-705
761	OG0000761	YDL044C	snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-4.138-mRNA-1_1&gene=snap_masked-NODE_8_length_576032_cov_38.907_ID_15-processed-gene-4.138&CDS=1-1224
762	OG0000762	YDL045C	maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-4.124-mRNA-1_1&gene=maker-NODE_8_length_576032_cov_38.907_ID_15-snap-gene-4.124&CDS=1-750
763	OG0000763	YDL045W-A	maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-6.172-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-6.172&CDS=1-327
764	OG0000764	YDL046W	snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-2.32-mRNA-1_1&gene=snap_masked-NODE_6_length_641012_cov_38.5042_ID_11-processed-gene-2.32&CDS=1-525
765	OG0000765	YDL047W	maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-6.65-mRNA-1_1&gene=maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-6.65&CDS=1-954
766	OG0000766	YDL051W	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-9.85-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-9.85&CDS=1-921
767	OG0000767	YDL052C	maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-3.104-mRNA-1_1&gene=maker-NODE_4_length_800366_cov_39.2428_ID_7-snap-gene-3.104&CDS=1-840
768	OG0000768	YDL054C	snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-0.104&CDS=1-1377
769	OG0000769	YDL055C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-4.72-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-4.72&CDS=1-1089
770	OG0000770	YDL057W	snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-12.15-mRNA-1_1&gene=snap_masked-NODE_2_length_1415131_cov_38.5823_ID_3-processed-gene-12.15&CDS=1-1710
771	OG0000771	YDL058W	genemark-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-1.68&CDS=1-3606
772	OG0000772	YDL060W	snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_18_length_188106_cov_38.3849_ID_35-processed-gene-0.158&CDS=1-2322
773	OG0000773	YDL063C	snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-5.100-mRNA-1_1&gene=snap_masked-NODE_7_length_627228_cov_38.3844_ID_13-processed-gene-5.100&CDS=1-1842
774	OG0000774	YDL064W	maker-NODE_18_length_188106_cov_38.3849_ID_35-snap-gene-0.318-mRNA-1_1&gene=maker-NODE_18_length_188106_cov_38.3849_ID_35-snap-gene-0.318&CDS=1-477
775	OG0000775	YDL072C	maker-NODE_13_length_269693_cov_38.1254_ID_25-snap-gene-1.87-mRNA-1_1&gene=maker-NODE_13_length_269693_cov_38.1254_ID_25-snap-gene-1.87&CDS=1-633
776	OG0000776	YDL076C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.115-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.115&CDS=1-1473
777	OG0000777	YDL077C	snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.117-mRNA-1_1&gene=snap_masked-NODE_3_length_1094262_cov_38.3339_ID_5-processed-gene-6.117&CDS=1-2652
778	OG0000778	YDL081C	maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-6.57-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-snap-gene-6.57&CDS=1-318
779	OG0000779	YDL084W	maker-NODE_1_length_2279773_cov_38.2437_ID_1-augustus-gene-21.236-mRNA-1_1&gene=maker-NODE_1_length_2279773_cov_38.2437_ID_1-augustus-gene-21.236&CDS=1-1356
780	OG0000780	YDL087C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.75-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.75&CDS=1-753
781	OG0000781	YDL090C	snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_12_length_299431_cov_39.0444_ID_23-processed-gene-0.82&CDS=1-1290
782	OG0000782	YDL091C	maker-NODE_12_length_299431_cov_39.0444_ID_23-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_12_length_299431_cov_39.0444_ID_23-snap-gene-0.5&CDS=1-1521
783	OG0000783	YDL095W	snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_13_length_269693_cov_38.1254_ID_25-processed-gene-0.96&CDS=1-2595
784	OG0000784	YDL097C	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.204-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.204&CDS=1-1266
785	OG0000785	YDL098C	snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.14-mRNA-1_1&gene=snap_masked-NODE_1_length_2279773_cov_38.2437_ID_1-processed-gene-21.14&CDS=1-609
786	OG0000786	YDL100C	maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-8.63-mRNA-1_1&gene=maker-NODE_3_length_1094262_cov_38.3339_ID_5-snap-gene-8.63&CDS=1-975
787	OG0000787	YDL102W	snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_15_length_240312_cov_38.1157_ID_29-processed-gene-0.14&CDS=1-3162
788	OG0000788	YDL103C	snap_masked-NODE_24_length_58360_cov_37.5362_ID_47-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_24_length_58360_cov_37.5362_ID_47-processed-gene-0.60&CDS=1-1494
789	OG0000789	YDL104C	snap_masked-NODE_17_length_234958_cov_39.2301_ID_33-processed-gene-1.210-mRNA-1_1&gene=snap_masked-NODE_17_length_234958_cov_39.2301_ID_33-processed-gene-1.210&CDS=1-1158
790	OG0000790	YDL105W	augustus_masked-NODE_17_length_234958_cov_39.2301_ID_33-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_17_length_234958_cov_39.2301_ID_33-processed-gene-1.112&CDS=1-972
791	OG0000791	YDL107W	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.161-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.161&CDS=1-1035
792	OG0000792	YDL108W	maker-NODE_5_length_663820_cov_38.3927_ID_9-augustus-gene-5.329-mRNA-1_1&gene=maker-NODE_5_length_663820_cov_38.3927_ID_9-augustus-gene-5.329&CDS=1-1023
793	OG0000793	YDL110C	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.201-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.201&CDS=1-288
794	OG0000794	YDL111C	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.198-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.198&CDS=1-849
795	OG0000795	YDL112W	snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.150-mRNA-1_1&gene=snap_masked-NODE_5_length_663820_cov_38.3927_ID_9-processed-gene-5.150&CDS=1-4074
