	OrthologID	Clavispora_lusitaniae	Saccharomyces_cerevisiae
807	OG0000807	genemark-NW_003101572.1-processed-gene-6.176-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.176&CDS=1-3648	YNL088W
808	OG0000808	genemark-NW_003101572.1-processed-gene-6.213-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.213&CDS=1-1095	YKR070W
809	OG0000809	genemark-NW_003101572.1-processed-gene-6.214-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.214&CDS=1-1599	YKR069W
810	OG0000810	genemark-NW_003101572.1-processed-gene-6.181-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.181&CDS=1-1278	YOR051C
811	OG0000811	genemark-NW_003101572.1-processed-gene-6.215-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.215&CDS=1-507	YOR052C
812	OG0000812	genemark-NW_003101572.1-processed-gene-6.217-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.217&CDS=1-573	YKR068C
813	OG0000813	genemark-NW_003101572.1-processed-gene-6.182-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.182&CDS=1-1005	YDR297W
814	OG0000814	genemark-NW_003101572.1-processed-gene-6.183-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.183&CDS=1-882	YER175C
815	OG0000815	genemark-NW_003101572.1-processed-gene-6.188-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.188&CDS=1-1287	YMR140W
816	OG0000816	snap_masked-NW_003101572.1-processed-gene-6.65-mRNA-1_1&gene=snap_masked-NW_003101572.1-processed-gene-6.65&CDS=1-279	YDL157C
817	OG0000817	genemark-NW_003101572.1-processed-gene-6.190-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.190&CDS=1-1506	YMR115W
818	OG0000818	genemark-NW_003101572.1-processed-gene-6.191-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.191&CDS=1-1719	YFR051C
819	OG0000819	snap_masked-NW_003101572.1-processed-gene-6.67-mRNA-1_1&gene=snap_masked-NW_003101572.1-processed-gene-6.67&CDS=1-1077	YGL248W
820	OG0000820	genemark-NW_003101572.1-processed-gene-6.221-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.221&CDS=1-807	YFR050C
821	OG0000821	genemark-NW_003101572.1-processed-gene-6.192-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.192&CDS=1-936	YOR164C
822	OG0000822	genemark-NW_003101572.1-processed-gene-6.223-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.223&CDS=1-558	YOR163W
823	OG0000823	augustus_masked-NW_003101572.1-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-NW_003101572.1-processed-gene-6.118&CDS=1-651	YLR250W
824	OG0000824	genemark-NW_003101572.1-processed-gene-6.224-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.224&CDS=1-297	YDR031W
825	OG0000825	genemark-NW_003101572.1-processed-gene-6.194-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.194&CDS=1-522	YMR035W
826	OG0000826	genemark-NW_003101572.1-processed-gene-6.226-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.226&CDS=1-642	YGR057C
827	OG0000827	genemark-NW_003101572.1-processed-gene-6.229-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.229&CDS=1-2232	YBR198C
828	OG0000828	augustus_masked-NW_003101572.1-processed-gene-6.157-mRNA-1_1&gene=augustus_masked-NW_003101572.1-processed-gene-6.157&CDS=1-954	YPL076W
829	OG0000829	genemark-NW_003101572.1-processed-gene-6.197-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.197&CDS=1-1446	YGL253W
830	OG0000830	genemark-NW_003101572.1-processed-gene-6.198-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.198&CDS=1-372	YOL026C
831	OG0000831	genemark-NW_003101572.1-processed-gene-6.231-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.231&CDS=1-378	YIR015W
832	OG0000832	genemark-NW_003101572.1-processed-gene-6.199-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.199&CDS=1-708	YOL038W
833	OG0000833	genemark-NW_003101572.1-processed-gene-6.232-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.232&CDS=1-1128	YKL113C
834	OG0000834	genemark-NW_003101572.1-processed-gene-6.234-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.234&CDS=1-1980	YKL114C
835	OG0000835	genemark-NW_003101572.1-processed-gene-6.200-mRNA-1_1&gene=genemark-NW_003101572.1-processed-gene-6.200&CDS=1-2502	YGR099W
836	OG0000836	genemark-NW_003101573.1-processed-gene-0.4-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-0.4&CDS=1-690	YKL070W
837	OG0000837	genemark-NW_003101573.1-processed-gene-0.24-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-0.24&CDS=1-549	YJL004C
838	OG0000838	maker-NW_003101573.1-snap-gene-0.1-mRNA-1_1&gene=maker-NW_003101573.1-snap-gene-0.1&CDS=1-4050	YLL008W
839	OG0000839	genemark-NW_003101573.1-processed-gene-0.27-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-0.27&CDS=1-711	YDL087C
840	OG0000840	snap_masked-NW_003101573.1-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-0.83&CDS=1-1041	YOL132W
841	OG0000841	snap_masked-NW_003101573.1-processed-gene-0.84-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-0.84&CDS=1-2982	YBR074W
842	OG0000842	genemark-NW_003101573.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-0.9&CDS=1-1083	YDR047W
843	OG0000843	genemark-NW_003101573.1-processed-gene-0.10-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-0.10&CDS=1-1791	YDR049W
844	OG0000844	snap_masked-NW_003101573.1-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-0.68&CDS=1-4485	YMR259C
845	OG0000845	genemark-NW_003101573.1-processed-gene-1.73-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.73&CDS=1-663	YBR070C
846	OG0000846	genemark-NW_003101573.1-processed-gene-1.77-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.77&CDS=1-303	YDR045C
847	OG0000847	genemark-NW_003101573.1-processed-gene-1.75-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.75&CDS=1-2259	YBR060C
848	OG0000848	genemark-NW_003101573.1-processed-gene-1.78-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.78&CDS=1-2655	YNL313C
849	OG0000849	genemark-NW_003101573.1-processed-gene-1.81-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.81&CDS=1-1248	YIL160C
850	OG0000850	genemark-NW_003101573.1-processed-gene-1.84-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.84&CDS=1-687	YBR256C
851	OG0000851	genemark-NW_003101573.1-processed-gene-1.85-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.85&CDS=1-582	YER012W
852	OG0000852	genemark-NW_003101573.1-processed-gene-1.89-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.89&CDS=1-2715	YIR007W
853	OG0000853	genemark-NW_003101573.1-processed-gene-1.98-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.98&CDS=1-1365	YIR008C
854	OG0000854	genemark-NW_003101573.1-processed-gene-1.99-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.99&CDS=1-1236	YIR012W
855	OG0000855	genemark-NW_003101573.1-processed-gene-1.94-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.94&CDS=1-1119	YCL059C
856	OG0000856	genemark-NW_003101573.1-processed-gene-1.103-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.103&CDS=1-3357	YCL061C
857	OG0000857	genemark-NW_003101573.1-processed-gene-1.96-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.96&CDS=1-1146	YLR180W
858	OG0000858	genemark-NW_003101573.1-processed-gene-1.105-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.105&CDS=1-1656	YML123C
859	OG0000859	genemark-NW_003101573.1-processed-gene-1.108-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-1.108&CDS=1-1614	YJL111W
860	OG0000860	genemark-NW_003101573.1-processed-gene-2.0-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.0&CDS=1-465	YBR122C
861	OG0000861	snap_masked-NW_003101573.1-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-2.87&CDS=1-1716	YJL209W
862	OG0000862	genemark-NW_003101573.1-processed-gene-2.3-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.3&CDS=1-2457	YJL204C
863	OG0000863	genemark-NW_003101573.1-processed-gene-2.4-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.4&CDS=1-1671	YKR002W
864	OG0000864	genemark-NW_003101573.1-processed-gene-2.24-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.24&CDS=1-2781	YNL267W
865	OG0000865	genemark-NW_003101573.1-processed-gene-2.26-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.26&CDS=1-1488	YHR024C
866	OG0000866	genemark-NW_003101573.1-processed-gene-2.27-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.27&CDS=1-1530	YDR465C
867	OG0000867	genemark-NW_003101573.1-processed-gene-2.5-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.5&CDS=1-807	YOR032C
868	OG0000868	genemark-NW_003101573.1-processed-gene-2.6-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.6&CDS=1-1575	YHR007C
869	OG0000869	maker-NW_003101573.1-snap-gene-2.79-mRNA-1_1&gene=maker-NW_003101573.1-snap-gene-2.79&CDS=1-2448	YHR025W
870	OG0000870	augustus_masked-NW_003101573.1-processed-gene-2.48-mRNA-1_1&gene=augustus_masked-NW_003101573.1-processed-gene-2.48&CDS=1-1782	YKL160W
871	OG0000871	genemark-NW_003101573.1-processed-gene-2.29-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.29&CDS=1-1647	YPR088C
872	OG0000872	snap_masked-NW_003101573.1-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-2.117&CDS=1-1749	YKL100C
873	OG0000873	genemark-NW_003101573.1-processed-gene-2.12-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.12&CDS=1-1110	YBL032W
874	OG0000874	genemark-NW_003101573.1-processed-gene-2.32-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.32&CDS=1-522	YKL069W
875	OG0000875	genemark-NW_003101573.1-processed-gene-2.13-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.13&CDS=1-2280	YOL063C
876	OG0000876	genemark-NW_003101573.1-processed-gene-2.14-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.14&CDS=1-1635	YKL089W
877	OG0000877	genemark-NW_003101573.1-processed-gene-2.34-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.34&CDS=1-693	YKL009W
878	OG0000878	genemark-NW_003101573.1-processed-gene-2.37-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.37&CDS=1-1950	YDR129C
879	OG0000879	genemark-NW_003101573.1-processed-gene-2.15-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.15&CDS=1-3264	YLR148W
880	OG0000880	genemark-NW_003101573.1-processed-gene-2.16-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.16&CDS=1-2475	YCL054W
881	OG0000881	genemark-NW_003101573.1-processed-gene-2.18-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.18&CDS=1-1047	YPR086W
882	OG0000882	genemark-NW_003101573.1-processed-gene-2.20-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.20&CDS=1-372	YDR529C
883	OG0000883	snap_masked-NW_003101573.1-processed-gene-2.124-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-2.124&CDS=1-867	YLR348C
884	OG0000884	genemark-NW_003101573.1-processed-gene-2.21-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.21&CDS=1-3099	YNL243W
885	OG0000885	genemark-NW_003101573.1-processed-gene-2.39-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-2.39&CDS=1-546	YCL001W
886	OG0000886	genemark-NW_003101573.1-processed-gene-3.39-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.39&CDS=1-780	YOR194C
887	OG0000887	genemark-NW_003101573.1-processed-gene-3.40-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.40&CDS=1-5187	YPL116W
888	OG0000888	genemark-NW_003101573.1-processed-gene-3.41-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.41&CDS=1-1116	YOR196C
889	OG0000889	genemark-NW_003101573.1-processed-gene-3.42-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.42&CDS=1-849	YPL117C
890	OG0000890	genemark-NW_003101573.1-processed-gene-3.43-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.43&CDS=1-1335	YOR198C
891	OG0000891	genemark-NW_003101573.1-processed-gene-3.44-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.44&CDS=1-1113	YMR310C
892	OG0000892	genemark-NW_003101573.1-processed-gene-3.45-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.45&CDS=1-921	YGR282C
893	OG0000893	genemark-NW_003101573.1-processed-gene-3.64-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.64&CDS=1-1365	YGR189C
894	OG0000894	genemark-NW_003101573.1-processed-gene-3.46-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.46&CDS=1-1647	YMR171C
895	OG0000895	genemark-NW_003101573.1-processed-gene-3.65-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.65&CDS=1-1935	YCR088W
896	OG0000896	genemark-NW_003101573.1-processed-gene-3.66-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.66&CDS=1-315	YLL014W
897	OG0000897	genemark-NW_003101573.1-processed-gene-3.50-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.50&CDS=1-1173	YGR185C
898	OG0000898	snap_masked-NW_003101573.1-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-3.94&CDS=1-222	YGR183C
899	OG0000899	maker-NW_003101573.1-snap-gene-3.126-mRNA-1_1&gene=maker-NW_003101573.1-snap-gene-3.126&CDS=1-4761	YDR301W
900	OG0000900	genemark-NW_003101573.1-processed-gene-3.53-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.53&CDS=1-636	YBL040C
901	OG0000901	genemark-NW_003101573.1-processed-gene-3.73-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.73&CDS=1-723	YBL041W
902	OG0000902	snap_masked-NW_003101573.1-processed-gene-3.117-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-3.117&CDS=1-273	YGR181W
903	OG0000903	genemark-NW_003101573.1-processed-gene-3.55-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.55&CDS=1-2190	YPL109C
904	OG0000904	maker-NW_003101573.1-snap-gene-3.125-mRNA-1_1&gene=maker-NW_003101573.1-snap-gene-3.125&CDS=1-1380	YAL049C
905	OG0000905	genemark-NW_003101573.1-processed-gene-3.60-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.60&CDS=1-1092	YGR187C
906	OG0000906	genemark-NW_003101573.1-processed-gene-3.78-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.78&CDS=1-1659	YGR186W
907	OG0000907	genemark-NW_003101573.1-processed-gene-3.62-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.62&CDS=1-1245	YJR013W
908	OG0000908	genemark-NW_003101573.1-processed-gene-3.63-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-3.63&CDS=1-732	YGR195W
909	OG0000909	genemark-NW_003101573.1-processed-gene-4.46-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.46&CDS=1-915	YGR284C
910	OG0000910	genemark-NW_003101573.1-processed-gene-4.47-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.47&CDS=1-717	YKL087C
911	OG0000911	snap_masked-NW_003101573.1-processed-gene-4.5-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-4.5&CDS=1-270	YHR005C-A
912	OG0000912	genemark-NW_003101573.1-processed-gene-4.64-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.64&CDS=1-1263	YMR220W
913	OG0000913	genemark-NW_003101573.1-processed-gene-4.50-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.50&CDS=1-1266	YBR166C
914	OG0000914	genemark-NW_003101573.1-processed-gene-4.65-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.65&CDS=1-555	YBR164C
915	OG0000915	genemark-NW_003101573.1-processed-gene-4.51-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.51&CDS=1-567	YMR311C
916	OG0000916	genemark-NW_003101573.1-processed-gene-4.66-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.66&CDS=1-1284	YGR285C
917	OG0000917	genemark-NW_003101573.1-processed-gene-4.67-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.67&CDS=1-756	YLR022C
918	OG0000918	maker-NW_003101573.1-snap-gene-4.128-mRNA-1_1&gene=maker-NW_003101573.1-snap-gene-4.128&CDS=1-3465	YGL156W
919	OG0000919	snap_masked-NW_003101573.1-processed-gene-4.11-mRNA-1_1&gene=snap_masked-NW_003101573.1-processed-gene-4.11&CDS=1-462	YJR104C
920	OG0000920	genemark-NW_003101573.1-processed-gene-4.53-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.53&CDS=1-1920	YDR311W
921	OG0000921	genemark-NW_003101573.1-processed-gene-4.54-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.54&CDS=1-894	YHR088W
922	OG0000922	genemark-NW_003101573.1-processed-gene-4.55-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.55&CDS=1-3681	YDR335W
923	OG0000923	genemark-NW_003101573.1-processed-gene-4.71-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.71&CDS=1-1023	YIL110W
924	OG0000924	maker-NW_003101573.1-snap-gene-4.125-mRNA-1_1&gene=maker-NW_003101573.1-snap-gene-4.125&CDS=1-2934	YIL107C
925	OG0000925	genemark-NW_003101573.1-processed-gene-4.57-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.57&CDS=1-2970	YNL054W
926	OG0000926	genemark-NW_003101573.1-processed-gene-4.58-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.58&CDS=1-2127	YDR034C
927	OG0000927	genemark-NW_003101573.1-processed-gene-4.74-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.74&CDS=1-1746	YML070W
928	OG0000928	genemark-NW_003101573.1-processed-gene-4.59-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.59&CDS=1-2169	YML099C
929	OG0000929	genemark-NW_003101573.1-processed-gene-4.75-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.75&CDS=1-1584	YML130C
930	OG0000930	genemark-NW_003101573.1-processed-gene-4.76-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.76&CDS=1-1599	YGL078C
931	OG0000931	genemark-NW_003101573.1-processed-gene-4.78-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.78&CDS=1-213	YCL005W-A
932	OG0000932	maker-NW_003101573.1-snap-gene-4.126-mRNA-1_1&gene=maker-NW_003101573.1-snap-gene-4.126&CDS=1-1281	YCL008C
933	OG0000933	genemark-NW_003101573.1-processed-gene-4.62-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.62&CDS=1-1425	YLR175W
934	OG0000934	maker-NW_003101573.1-snap-gene-4.127-mRNA-1_1&gene=maker-NW_003101573.1-snap-gene-4.127&CDS=1-1791	YBL019W
935	OG0000935	genemark-NW_003101573.1-processed-gene-4.83-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-4.83&CDS=1-711	YER148W
936	OG0000936	genemark-NW_003101573.1-processed-gene-5.61-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.61&CDS=1-744	YCR009C
937	OG0000937	maker-NW_003101573.1-snap-gene-5.6-mRNA-1_1&gene=maker-NW_003101573.1-snap-gene-5.6&CDS=1-3027	YER171W
938	OG0000938	genemark-NW_003101573.1-processed-gene-5.78-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.78&CDS=1-999	YOR123C
939	OG0000939	genemark-NW_003101573.1-processed-gene-5.79-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.79&CDS=1-1608	YDR389W
940	OG0000940	genemark-NW_003101573.1-processed-gene-5.65-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.65&CDS=1-2142	YPL207W
941	OG0000941	genemark-NW_003101573.1-processed-gene-5.66-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.66&CDS=1-1350	YGL065C
942	OG0000942	genemark-NW_003101573.1-processed-gene-5.67-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.67&CDS=1-918	YBR187W
943	OG0000943	genemark-NW_003101573.1-processed-gene-5.84-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.84&CDS=1-633	YBR193C
944	OG0000944	augustus_masked-NW_003101573.1-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NW_003101573.1-processed-gene-5.127&CDS=1-1086	YBR192W
945	OG0000945	maker-NW_003101573.1-snap-gene-5.8-mRNA-1_1&gene=maker-NW_003101573.1-snap-gene-5.8&CDS=1-5685	YPL082C
946	OG0000946	genemark-NW_003101573.1-processed-gene-5.71-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.71&CDS=1-1494	YOR241W
947	OG0000947	genemark-NW_003101573.1-processed-gene-5.72-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.72&CDS=1-2148	YPL029W
948	OG0000948	genemark-NW_003101573.1-processed-gene-5.73-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.73&CDS=1-537	YDR248C
949	OG0000949	genemark-NW_003101573.1-processed-gene-5.94-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.94&CDS=1-1203	YPL028W
950	OG0000950	genemark-NW_003101573.1-processed-gene-5.75-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.75&CDS=1-702	YPL041C
951	OG0000951	genemark-NW_003101573.1-processed-gene-5.95-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.95&CDS=1-1227	YMR139W
952	OG0000952	genemark-NW_003101573.1-processed-gene-5.98-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.98&CDS=1-1326	YPL042C
953	OG0000953	genemark-NW_003101573.1-processed-gene-5.99-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.99&CDS=1-1101	YLR056W
954	OG0000954	genemark-NW_003101573.1-processed-gene-5.100-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.100&CDS=1-1068	YDL205C
955	OG0000955	genemark-NW_003101573.1-processed-gene-5.102-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-5.102&CDS=1-3336	YPL022W
956	OG0000956	genemark-NW_003101573.1-processed-gene-6.79-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.79&CDS=1-783	YJL178C
957	OG0000957	genemark-NW_003101573.1-processed-gene-6.80-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.80&CDS=1-2598	YCL030C
958	OG0000958	genemark-NW_003101573.1-processed-gene-6.98-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.98&CDS=1-1734	YDR244W
959	OG0000959	genemark-NW_003101573.1-processed-gene-6.100-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.100&CDS=1-3687	YPL016W
960	OG0000960	genemark-NW_003101573.1-processed-gene-6.101-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.101&CDS=1-1077	YDR245W
961	OG0000961	genemark-NW_003101573.1-processed-gene-6.102-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.102&CDS=1-960	YDR265W
962	OG0000962	genemark-NW_003101573.1-processed-gene-6.103-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.103&CDS=1-2244	YDR419W
963	OG0000963	genemark-NW_003101573.1-processed-gene-6.104-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.104&CDS=1-1539	YGL160W
964	OG0000964	genemark-NW_003101573.1-processed-gene-6.84-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.84&CDS=1-2151	YJL168C
965	OG0000965	genemark-NW_003101573.1-processed-gene-6.85-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.85&CDS=1-924	YNL097C
966	OG0000966	genemark-NW_003101573.1-processed-gene-6.86-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.86&CDS=1-738	YOR101W
967	OG0000967	genemark-NW_003101573.1-processed-gene-6.108-mRNA-1_1&gene=genemark-NW_003101573.1-processed-gene-6.108&CDS=1-447	YOR103C
