	OrthologID	Arthrobotrys_oligospora	Saccharomyces_cerevisiae
2619	OG0002619	XP_011126555.1	YOR216C
2620	OG0002620	XP_011126559.1	YLR253W
2621	OG0002621	XP_011126562.1	YIL093C
2622	OG0002622	XP_011126564.1	YML098W
2623	OG0002623	XP_011126565.1	YIL091C
2624	OG0002624	XP_011126566.1	YDL190C
2625	OG0002625	XP_011126569.1	YNL206C
2626	OG0002626	XP_011126576.1	YCL009C
2627	OG0002627	XP_011126578.1	YJL088W
2628	OG0002628	XP_011126580.1	YJL063C
2629	OG0002629	XP_011126582.1	YCR003W
2630	OG0002630	XP_011126583.1	YCR002C
2631	OG0002631	XP_011126584.1	YDR454C
2632	OG0002632	XP_011126585.1	YML032C
2633	OG0002633	XP_011126586.1	YJL050W
2634	OG0002634	XP_011126588.1	YLR384C
2635	OG0002635	XP_011126590.1	YNR043W
2636	OG0002636	XP_011126591.1	YKL087C
2637	OG0002637	XP_011126597.1	YGR218W
2638	OG0002638	XP_011126600.1	YGR233C
2639	OG0002639	XP_011126601.1	YIL157C
2640	OG0002640	XP_011126605.1	YLL034C
2641	OG0002641	XP_011126606.1	YMR077C
2642	OG0002642	XP_011126610.1	YIR001C
2643	OG0002643	XP_011126612.1	YHR004C
2644	OG0002644	XP_011126613.1	YIL010W
2645	OG0002645	XP_011126616.1	YGR220C
2646	OG0002646	XP_011126618.1	YOR073W
2647	OG0002647	XP_011126621.1	YGR178C
2648	OG0002648	XP_011126622.1	YLR319C
2649	OG0002649	XP_011126623.1	YOR112W
2650	OG0002650	XP_011126626.1	YKR082W
2651	OG0002651	XP_011126627.1	YKR071C
2652	OG0002652	XP_011126629.1	YER072W
2653	OG0002653	XP_011126640.1	YHR012W
2654	OG0002654	XP_011126641.1	YFL030W
2655	OG0002655	XP_011126644.1	YHR013C
2656	OG0002656	XP_011126646.1	YMR132C
2657	OG0002657	XP_011126647.1	YGL040C
2658	OG0002658	XP_011126648.1	YPL059W
2659	OG0002659	XP_011126651.1	YLR291C
2660	OG0002660	XP_011126653.1	YNR041C
2661	OG0002661	XP_011126654.1	YKL088W
2662	OG0002662	XP_011126662.1	YHL013C
2663	OG0002663	XP_011126676.1	YGR147C
2664	OG0002664	XP_011126699.1	YNL305C
2665	OG0002665	XP_011126719.1	YLR196W
2666	OG0002666	XP_011126734.1	YJL029C
2667	OG0002667	XP_011126739.1	YPR107C
2668	OG0002668	XP_011126745.1	YDR047W
2669	OG0002669	XP_011126754.1	YHR120W
2670	OG0002670	XP_011126755.1	YPL169C
2671	OG0002671	XP_011126760.1	YPL236C
2672	OG0002672	XP_011126761.1	YGL131C
2673	OG0002673	XP_011126762.1	YPR062W
2674	OG0002674	XP_011126764.1	YBR170C
2675	OG0002675	XP_011126772.1	YLR340W
2676	OG0002676	XP_011126773.1	YDR032C
2677	OG0002677	XP_011126783.1	YLR271W
2678	OG0002678	XP_011126787.1	YBR171W
2679	OG0002679	XP_011126788.1	YDR165W
2680	OG0002680	XP_011126803.1	YMR288W
2681	OG0002681	XP_011126816.1	YCL029C
2682	OG0002682	XP_011126821.1	YJR109C
2683	OG0002683	XP_011126822.1	YMR044W
2684	OG0002684	XP_011126829.1	YER172C
2685	OG0002685	XP_011126858.1	YKR023W
2686	OG0002686	XP_011126864.1	YOL010W
2687	OG0002687	XP_011126910.1	YJL218W
2688	OG0002688	XP_011126917.1	YHL032C
2689	OG0002689	XP_011126918.1	YPR024W
2690	OG0002690	XP_011126919.1	YER165W
2691	OG0002691	XP_011126920.1	YGL141W
2692	OG0002692	XP_011126927.1	YLR351C
2693	OG0002693	XP_011126929.1	YNL242W
2694	OG0002694	XP_011126946.1	YBR282W
2695	OG0002695	XP_011126948.1	YKR068C
2696	OG0002696	XP_011126951.1	YER180C-A
2697	OG0002697	XP_011126952.1	YOR296W
2698	OG0002698	XP_011126953.1	YOR340C
2699	OG0002699	XP_011126954.1	YDL103C
2700	OG0002700	XP_011126956.1	YDR334W
2701	OG0002701	XP_011126961.1	YER179W
2702	OG0002702	XP_011126963.1	YOR352W
2703	OG0002703	XP_011126965.1	YHR086W
2704	OG0002704	XP_011126969.1	YER058W
2705	OG0002705	XP_011126971.1	YJR129C
2706	OG0002706	XP_011126974.1	YJL041W
2707	OG0002707	XP_011126980.1	YMR276W
2708	OG0002708	XP_011126988.1	YLR293C
2709	OG0002709	XP_011126989.1	YIL007C
2710	OG0002710	XP_011126991.1	YPR112C
2711	OG0002711	XP_011126992.1	YDR424C
2712	OG0002712	XP_011126993.1	YOR151C
2713	OG0002713	XP_011126994.1	YOR064C
2714	OG0002714	XP_011126997.1	YLR142W
2715	OG0002715	XP_011126999.1	YKL035W
2716	OG0002716	XP_011127004.1	YJR125C
2717	OG0002717	XP_011127007.1	YMR287C
2718	OG0002718	XP_011127008.1	YHR112C
2719	OG0002719	XP_011127032.1	YOR194C
2720	OG0002720	XP_011127046.1	YPL126W
2721	OG0002721	XP_011127062.1	YHR005C-A
2722	OG0002722	XP_011127063.1	YLR207W
2723	OG0002723	XP_011127064.1	YLR019W
2724	OG0002724	XP_011127066.1	YCL030C
2725	OG0002725	XP_011127071.1	YNL035C
2726	OG0002726	XP_011127075.1	YJL091C
2727	OG0002727	XP_011127076.1	YOR206W
2728	OG0002728	XP_011127081.1	YKL099C
2729	OG0002729	XP_011127087.1	YKL193C
2730	OG0002730	XP_011127088.1	YJR084W
2731	OG0002731	XP_011127091.1	YOL009C
2732	OG0002732	XP_011127092.1	YMR236W
2733	OG0002733	XP_011127103.1	YMR165C
2734	OG0002734	XP_011127104.1	YOR358W
2735	OG0002735	XP_011127108.1	YDR323C
2736	OG0002736	XP_011127110.1	YPL217C
2737	OG0002737	XP_011127111.1	YHR138C
2738	OG0002738	XP_011127112.1	YJR047C
2739	OG0002739	XP_011127113.1	YJL025W
2740	OG0002740	XP_011127115.1	YMR155W
2741	OG0002741	XP_011127116.1	YKR034W
2742	OG0002742	XP_011127117.1	YJL100W
2743	OG0002743	XP_011127119.1	YDR308C
2744	OG0002744	XP_011127124.1	YMR071C
2745	OG0002745	XP_011127125.1	YER009W
2746	OG0002746	XP_011127137.1	YLR144C
2747	OG0002747	XP_011127144.1	YMR078C
2748	OG0002748	XP_011127146.1	YKR060W
2749	OG0002749	XP_011127150.1	YJL006C
2750	OG0002750	XP_011127152.1	YMR024W
2751	OG0002751	XP_011127153.1	YOR286W
2752	OG0002752	XP_011127155.1	YNL128W
2753	OG0002753	XP_011127156.1	YBL034C
2754	OG0002754	XP_011127160.1	YLR078C
2755	OG0002755	XP_011127167.1	YDL051W
2756	OG0002756	XP_011127194.1	YDR090C
2757	OG0002757	XP_011127203.1	YJL085W
2758	OG0002758	XP_011127217.1	YKL195W
2759	OG0002759	XP_011127225.1	YOR143C
2760	OG0002760	XP_011127235.1	YNL014W
2761	OG0002761	XP_011127243.1	YBR169C
2762	OG0002762	XP_011127258.1	YHR077C
2763	OG0002763	XP_011127260.1	YBR029C
2764	OG0002764	XP_011127262.1	YPR003C
2765	OG0002765	XP_011127284.1	YOR025W
2766	OG0002766	XP_011127343.1	YAL048C
2767	OG0002767	XP_011127344.1	YDR172W
2768	OG0002768	XP_011127345.1	YJL080C
2769	OG0002769	XP_011127350.1	YGL166W
2770	OG0002770	XP_011127351.1	YGL164C
2771	OG0002771	XP_011127363.1	YCL033C
2772	OG0002772	XP_011127373.1	YER140W
2773	OG0002773	XP_011127374.1	YBR062C
2774	OG0002774	XP_011127383.1	YOL060C
2775	OG0002775	XP_011127384.1	YCR054C
2776	OG0002776	XP_011127392.1	YBR281C
2777	OG0002777	XP_011127403.1	YER141W
2778	OG0002778	XP_011127422.1	YBR217W
2779	OG0002779	XP_011127429.1	YNR006W
2780	OG0002780	XP_011127435.1	YDR037W
2781	OG0002781	XP_011127436.1	YJL143W
2782	OG0002782	XP_011127439.1	YIL145C
2783	OG0002783	XP_011127445.1	YCL034W
2784	OG0002784	XP_011127448.1	YGL256W
2785	OG0002785	XP_011127449.1	YDL087C
2786	OG0002786	XP_011127462.1	YBR160W
2787	OG0002787	XP_011127468.1	YDR236C
2788	OG0002788	XP_011127470.1	YBR239C
2789	OG0002789	XP_011127512.1	YDR129C
2790	OG0002790	XP_011127523.1	YLR097C
2791	OG0002791	XP_011127536.1	YPR108W
2792	OG0002792	XP_011127537.1	YBR236C
2793	OG0002793	XP_011127538.1	YGR145W
2794	OG0002794	XP_011127540.1	YDR111C
2795	OG0002795	XP_011127548.1	YDR443C
2796	OG0002796	XP_011127555.1	YER110C
2797	OG0002797	XP_011127562.1	YPL006W
2798	OG0002798	XP_011127564.1	YER004W
2799	OG0002799	XP_011127566.1	YBR142W
2800	OG0002800	XP_011127568.1	YML007W
2801	OG0002801	XP_011127569.1	YLR017W
2802	OG0002802	XP_011127579.1	YBR061C
2803	OG0002803	XP_011127583.1	YER068W
2804	OG0002804	XP_011127586.1	YML068W
2805	OG0002805	XP_011127593.1	YGL094C
2806	OG0002806	XP_011127598.1	YAL044W-A
2807	OG0002807	XP_011127600.1	YBR279W
2808	OG0002808	XP_011127607.1	YHR063C
2809	OG0002809	XP_011127613.1	YFR047C
2810	OG0002810	XP_011127616.1	YDR051C
2811	OG0002811	XP_011127618.1	YMR284W
2812	OG0002812	XP_011127619.1	YJL036W
2813	OG0002813	XP_011127621.1	YPL051W
2814	OG0002814	XP_011127624.1	YDR106W
2815	OG0002815	XP_011127626.1	YER052C
2816	OG0002816	XP_011127628.1	YKL134C
2817	OG0002817	XP_011127633.1	YER152C
2818	OG0002818	XP_011127636.1	YML110C
2819	OG0002819	XP_011127638.1	YGR135W
2820	OG0002820	XP_011127639.1	YCL059C
2821	OG0002821	XP_011127647.1	YJL180C
2822	OG0002822	XP_011127648.1	YDR305C
2823	OG0002823	XP_011127656.1	YOL049W
2824	OG0002824	XP_011127657.1	YNL245C
2825	OG0002825	XP_011127658.1	YHR147C
2826	OG0002826	XP_011127659.1	YOL064C
2827	OG0002827	XP_011127660.1	YML127W
2828	OG0002828	XP_011127661.1	YHR024C
2829	OG0002829	XP_011127662.1	YDR062W
2830	OG0002830	XP_011127663.1	YPL129W
2831	OG0002831	XP_011127664.1	YDR002W
2832	OG0002832	XP_011127669.1	YLL036C
2833	OG0002833	XP_011127671.1	YJL097W
2834	OG0002834	XP_011127672.1	YFR043C
2835	OG0002835	XP_011127673.1	YLR147C
2836	OG0002836	XP_011127674.1	YNL119W
2837	OG0002837	XP_011127677.1	YNR039C
2838	OG0002838	XP_011127679.1	YJL039C
2839	OG0002839	XP_011127680.1	YBL088C
2840	OG0002840	XP_011127681.1	YOR330C
2841	OG0002841	XP_011127683.1	YOR322C
2842	OG0002842	XP_011127690.1	YNL232W
2843	OG0002843	XP_011127691.1	YNL231C
2844	OG0002844	XP_011127692.1	YBL035C
2845	OG0002845	XP_011127694.1	YNL191W
2846	OG0002846	XP_011127695.1	YOR211C
2847	OG0002847	XP_011127697.1	YOR386W
2848	OG0002848	XP_011127698.1	YIR030C
2849	OG0002849	XP_011127700.1	YPR133C
2850	OG0002850	XP_011127701.1	YGR119C
2851	OG0002851	XP_011127703.1	YPR135W
2852	OG0002852	XP_011127704.1	YER015W
2853	OG0002853	XP_011127705.1	YPR190C
2854	OG0002854	XP_011127706.1	YPR191W
2855	OG0002855	XP_011127707.1	YPL271W
2856	OG0002856	XP_011127708.1	YEL053C
2857	OG0002857	XP_011127713.1	YGR053C
2858	OG0002858	XP_011127714.1	YAL023C
2859	OG0002859	XP_011127716.1	YAR035W
2860	OG0002860	XP_011127721.1	YPR129W
2861	OG0002861	XP_011127723.1	YMR302C
2862	OG0002862	XP_011127724.1	YDL171C
2863	OG0002863	XP_011127731.1	YPL235W
2864	OG0002864	XP_011127732.1	YGR048W
2865	OG0002865	XP_011127734.1	YER169W
2866	OG0002866	XP_011127737.1	YBL047C
2867	OG0002867	XP_011127753.1	YDR512C
2868	OG0002868	XP_011127755.1	YOL077C
2869	OG0002869	XP_011127758.1	YGL243W
2870	OG0002870	XP_011127765.1	YPL248C
2871	OG0002871	XP_011127773.1	YOR281C
2872	OG0002872	XP_011127774.1	YNL061W
2873	OG0002873	XP_011127789.1	YNL062C
2874	OG0002874	XP_011127790.1	YBL051C
2875	OG0002875	XP_011127792.1	YLL050C
2876	OG0002876	XP_011127793.1	YLR259C
2877	OG0002877	XP_011127801.1	YKL216W
2878	OG0002878	XP_011127802.1	YNL290W
2879	OG0002879	XP_011127803.1	YBR106W
2880	OG0002880	XP_011127804.1	YLR370C
2881	OG0002881	XP_011127807.1	YCR033W
2882	OG0002882	XP_011127814.1	YOR209C
2883	OG0002883	XP_011127816.1	YGL123W
2884	OG0002884	XP_011127817.1	YMR060C
2885	OG0002885	XP_011127819.1	YOL139C
2886	OG0002886	XP_011127827.1	YHL016C
2887	OG0002887	XP_011127830.1	YBL064C
2888	OG0002888	XP_011127831.1	YMR099C
2889	OG0002889	XP_011127832.1	YDL008W
2890	OG0002890	XP_011127836.1	YML030W
2891	OG0002891	XP_011127844.1	YML035C
2892	OG0002892	XP_011127849.1	YGL054C
2893	OG0002893	XP_011127850.1	YLR195C
2894	OG0002894	XP_011127851.1	YOR145C
2895	OG0002895	XP_011127855.1	YER086W
2896	OG0002896	XP_011127861.1	YKR016W
2897	OG0002897	XP_011127864.1	YJL057C
2898	OG0002898	XP_011127875.1	YAL011W
2899	OG0002899	XP_011127877.1	YOR251C
2900	OG0002900	XP_011127878.1	YBL063W
2901	OG0002901	XP_011127879.1	YPL097W
2902	OG0002902	XP_011127885.1	YOR118W
2903	OG0002903	XP_011127887.1	YBL098W
2904	OG0002904	XP_011127890.1	YIL144W
2905	OG0002905	XP_011127892.1	YNL091W
2906	OG0002906	XP_011127894.1	YDR316W
2907	OG0002907	XP_011127896.1	YER148W
2908	OG0002908	XP_011127897.1	YOR356W
2909	OG0002909	XP_011127900.1	YCR093W
2910	OG0002910	XP_011127910.1	YER044C
2911	OG0002911	XP_011127911.1	YGL198W
2912	OG0002912	XP_011127914.1	YJL126W
2913	OG0002913	XP_011127917.1	YER143W
2914	OG0002914	XP_011127920.1	YPR022C
2915	OG0002915	XP_011127952.1	YOR245C
2916	OG0002916	XP_011127954.1	YDL108W
2917	OG0002917	XP_011127955.1	YHR059W
2918	OG0002918	XP_011127963.1	YHL030W
2919	OG0002919	XP_011127965.1	YOL076W
2920	OG0002920	XP_011127966.1	YHR116W
2921	OG0002921	XP_011127967.1	YPL150W
2922	OG0002922	XP_011127978.1	YJR088C
2923	OG0002923	XP_011127979.1	YFR050C
2924	OG0002924	XP_011127982.1	YPL195W
2925	OG0002925	XP_011127984.1	YOL054W
2926	OG0002926	XP_011127985.1	YBL041W
2927	OG0002927	XP_011127988.1	YOR215C
2928	OG0002928	XP_011127989.1	YJL072C
2929	OG0002929	XP_011127992.1	YGL255W
2930	OG0002930	XP_011127993.1	YDR330W
2931	OG0002931	XP_011127995.1	YOR131C
2932	OG0002932	XP_011127997.1	YBR034C
2933	OG0002933	XP_011127998.1	YLR418C
2934	OG0002934	XP_011128007.1	YHR194W
2935	OG0002935	XP_011128008.1	YLR242C
2936	OG0002936	XP_011128018.1	YBL022C
2937	OG0002937	XP_011128020.1	YLR452C
2938	OG0002938	XP_011128021.1	YPR162C
2939	OG0002939	XP_011128022.1	YJL071W
2940	OG0002940	XP_011128025.1	YBR141C
2941	OG0002941	XP_011128026.1	YBR101C
2942	OG0002942	XP_011128027.1	YCR063W
2943	OG0002943	XP_011128032.1	YHR187W
2944	OG0002944	XP_011128034.1	YOR388C
2945	OG0002945	XP_011128036.1	YLR281C
2946	OG0002946	XP_011128037.1	YLR283W
2947	OG0002947	XP_011128038.1	YGL236C
2948	OG0002948	XP_011128042.1	YNL113W
2949	OG0002949	XP_011128044.1	YGR031W
2950	OG0002950	XP_011128047.1	YDR079W
2951	OG0002951	XP_011128048.1	YBR143C
2952	OG0002952	XP_011128049.1	YNL316C
2953	OG0002953	XP_011128050.1	YDR183W
2954	OG0002954	XP_011128051.1	YGL225W
2955	OG0002955	XP_011128052.1	YGR229C
2956	OG0002956	XP_011128056.1	YGL234W
2957	OG0002957	XP_011128057.1	YHR025W
2958	OG0002958	XP_011128058.1	YOR202W
2959	OG0002959	XP_011128061.1	YDR482C
2960	OG0002960	XP_011128063.1	YJR135W-A
2961	OG0002961	XP_011128068.1	YOL094C
2962	OG0002962	XP_011128070.1	YOR115C
2963	OG0002963	XP_011128071.1	YMR274C
2964	OG0002964	XP_011128075.1	YCL012C
2965	OG0002965	XP_011128078.1	YOR017W
2966	OG0002966	XP_011128080.1	YMR128W
2967	OG0002967	XP_011128081.1	YKL190W
2968	OG0002968	XP_011128083.1	YBR146W
2969	OG0002969	XP_011128085.1	YOR287C
2970	OG0002970	XP_011128087.1	YKR038C
2971	OG0002971	XP_011128088.1	YLR209C
2972	OG0002972	XP_011128089.1	YFL024C
2973	OG0002973	XP_011128093.1	YDR268W
2974	OG0002974	XP_011128094.1	YDR041W
2975	OG0002975	XP_011128095.1	YOR175C
2976	OG0002976	XP_011128096.1	YGL095C
2977	OG0002977	XP_011128097.1	YOR164C
2978	OG0002978	XP_011128099.1	YGL246C
2979	OG0002979	XP_011128100.1	YLR215C
2980	OG0002980	XP_011128101.1	YLR051C
2981	OG0002981	XP_011128102.1	YGL233W
2982	OG0002982	XP_011128106.1	YLR176C
2983	OG0002983	XP_011128108.1	YOR077W
2984	OG0002984	XP_011128109.1	YNR050C
2985	OG0002985	XP_011128113.1	YLR175W
2986	OG0002986	XP_011128114.1	YDR329C
2987	OG0002987	XP_011128116.1	YPR028W
2988	OG0002988	XP_011128119.1	YCR009C
2989	OG0002989	XP_011128121.1	YDR023W
2990	OG0002990	XP_011128123.1	YDL209C
2991	OG0002991	XP_011128124.1	YPL086C
2992	OG0002992	XP_011128126.1	YOR291W
2993	OG0002993	XP_011128127.1	YDR257C
2994	OG0002994	XP_011128128.1	YCL052C
2995	OG0002995	XP_011128129.1	YGL179C
2996	OG0002996	XP_011128131.1	YCR008W
2997	OG0002997	XP_011128136.1	YML077W
2998	OG0002998	XP_011128137.1	YDL166C
2999	OG0002999	XP_011128138.1	YJR069C
3000	OG0003000	XP_011128143.1	YDR283C
3001	OG0003001	XP_011128152.1	YCL004W
3002	OG0003002	XP_011128154.1	YDR237W
3003	OG0003003	XP_011128167.1	YBR243C
3004	OG0003004	XP_011128169.1	YOR142W
3005	OG0003005	XP_011128170.1	YIL074C
3006	OG0003006	XP_011128171.1	YKR048C
3007	OG0003007	XP_011128172.1	YOR326W
3008	OG0003008	XP_011128175.1	YJR105W
3009	OG0003009	XP_011128181.1	YOR154W
3010	OG0003010	XP_011128184.1	YIL126W
3011	OG0003011	XP_011128189.1	YBL018C
3012	OG0003012	XP_011128192.1	YLR148W
3013	OG0003013	XP_011128193.1	YMR062C
3014	OG0003014	XP_011128194.1	YBR060C
3015	OG0003015	XP_011128196.1	YLL048C
3016	OG0003016	XP_011128198.1	YDR159W
3017	OG0003017	XP_011128200.1	YLR378C
3018	OG0003018	XP_011128203.1	YNL039W
3019	OG0003019	XP_011128204.1	YDL074C
3020	OG0003020	XP_011128207.1	YHR079C-A
3021	OG0003021	XP_011128208.1	YIL096C
3022	OG0003022	XP_011128210.1	YJL189W
3023	OG0003023	XP_011128211.1	YNL237W
3024	OG0003024	XP_011128213.1	YPR055W
3025	OG0003025	XP_011128214.1	YLL029W
3026	OG0003026	XP_011128251.1	YDL054C
3027	OG0003027	XP_011128267.1	YDR017C
3028	OG0003028	XP_011128268.1	YDR167W
3029	OG0003029	XP_011128275.1	YDR381W
3030	OG0003030	XP_011128277.1	YOR091W
3031	OG0003031	XP_011128285.1	YKL041W
3032	OG0003032	XP_011128286.1	YKL117W
3033	OG0003033	XP_011128299.1	YBR133C
3034	OG0003034	XP_011128306.1	YNR037C
3035	OG0003035	XP_011128307.1	YMR224C
3036	OG0003036	XP_011128310.1	YGL065C
3037	OG0003037	XP_011128314.1	YPL128C
3038	OG0003038	XP_011128325.1	YNL094W
3039	OG0003039	XP_011128329.1	YOL086W-A
3040	OG0003040	XP_011128341.1	YIL124W
3041	OG0003041	XP_011128347.1	YJL197W
3042	OG0003042	XP_011128348.1	YDR425W
3043	OG0003043	XP_011128353.1	YKL138C
3044	OG0003044	XP_011128355.1	YBR176W
3045	OG0003045	XP_011128358.1	YHR188C
3046	OG0003046	XP_011128365.1	YDR052C
3047	OG0003047	XP_011128370.1	YLR435W
3048	OG0003048	XP_011128373.1	YNL313C
3049	OG0003049	XP_011128375.1	YKL217W
3050	OG0003050	XP_011128385.1	YNL071W
3051	OG0003051	XP_011128387.1	YEL031W
3052	OG0003052	XP_011128388.1	YDR170C
3053	OG0003053	XP_011128395.1	YLL023C
3054	OG0003054		YAL051W, YOR363C
3055	OG0003055		YBL005W, YGL013C
3056	OG0003056		YLR098C, YOR337W
