	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035707_Candida_heveicola
332	OG0000332	YJR096W	augustus_masked-flattened_line_28-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.40&CDS=1-957, augustus_masked-flattened_line_6-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.54&CDS=1-909
333	OG0000333	YJR111C	augustus_masked-flattened_line_26-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-2.44&CDS=1-1011, augustus_masked-flattened_line_38-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.81&CDS=1-945
334	OG0000334	YJR117W	augustus_masked-flattened_line_10-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.46&CDS=1-1311, augustus_masked-flattened_line_2-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.5&CDS=1-1377
335	OG0000335	YKL040C	augustus_masked-flattened_line_12-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.19&CDS=1-732, augustus_masked-flattened_line_2-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-11.97&CDS=1-720
336	OG0000336	YKL050C, YMR031C	augustus_masked-flattened_line_16-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.52&CDS=1-2286
337	OG0000337	YKL068W, YMR047C	snap_masked-flattened_line_10-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.93&CDS=1-3036
338	OG0000338	YKL072W, YMR053C	augustus_masked-flattened_line_2-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.70&CDS=1-2817
339	OG0000339	YKL121W, YMR102C	snap_masked-flattened_line_0-processed-gene-10.140-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-10.140&CDS=1-2538
340	OG0000340	YKL126W, YMR104C	genemark-flattened_line_20-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.18&CDS=1-1923
341	OG0000341	YKL127W, YMR105C	augustus_masked-flattened_line_10-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.17&CDS=1-1668
342	OG0000342	YKL128C	augustus_masked-flattened_line_16-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.36&CDS=1-987, snap_masked-flattened_line_2-processed-gene-7.110-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-7.110&CDS=1-960
343	OG0000343	YKL129C, YMR109W	maker-flattened_line_18-snap-gene-2.3-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-2.3&CDS=1-5388
344	OG0000344	YKL132C, YMR113W	maker-flattened_line_8-augustus-gene-3.102-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-3.102&CDS=1-2919
345	OG0000345	YKL133C, YMR115W	snap_masked-flattened_line_10-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.124&CDS=1-1464
346	OG0000346	YKL141W, YMR118C	augustus_masked-flattened_line_14-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.78&CDS=1-543
347	OG0000347	YKL217W	augustus_masked-flattened_line_0-processed-gene-12.131-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.131&CDS=1-1566, augustus_masked-flattened_line_6-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.103&CDS=1-1599
348	OG0000348	YKR076W, YMR251W	augustus_masked-flattened_line_2-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.68&CDS=1-996
349	OG0000349	YKR089C, YOR081C	augustus_masked-flattened_line_16-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.45&CDS=1-2751
350	OG0000350	YLL012W, YLR020C	augustus_masked-flattened_line_18-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.72&CDS=1-1737
351	OG0000351	YLL016W, YLR310C	snap_masked-flattened_line_0-processed-gene-5.23-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.23&CDS=1-3981
352	OG0000352	YLR029C, YMR121C	augustus_masked-flattened_line_4-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.96&CDS=1-612
353	OG0000353	YLR098C	augustus_masked-flattened_line_12-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.27&CDS=1-2175, snap_masked-flattened_line_4-processed-gene-8.79-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-8.79&CDS=1-1599
354	OG0000354	YLR260W, YOR171C	augustus_masked-flattened_line_20-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.9&CDS=1-1431
355	OG0000355	YLR264W, YOR167C	augustus_masked-flattened_line_0-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.43&CDS=1-201
356	OG0000356	YLR270W, YOR173W	augustus_masked-flattened_line_12-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.53&CDS=1-906
357	OG0000357	YLR284C, YOR180C	augustus_masked-flattened_line_48-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.21&CDS=1-831
358	OG0000358	YLR287C-A, YOR182C	maker-flattened_line_8-snap-gene-3.50-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.50&CDS=1-552
359	OG0000359	YLR432W, YML056C	augustus_masked-flattened_line_14-processed-gene-5.241-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.241&CDS=1-1998
360	OG0000360	YLR450W, YML075C	augustus_masked-flattened_line_0-processed-gene-7.118-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-7.118&CDS=1-4638
361	OG0000361	YLR456W, YPR172W	augustus_masked-flattened_line_42-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.98&CDS=1-537
362	OG0000362	YML100W, YMR261C	augustus_masked-flattened_line_4-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.147&CDS=1-3123
363	OG0000363	YML106W, YMR271C	augustus_masked-flattened_line_4-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.57&CDS=1-657
364	OG0000364	YML109W, YMR273C	snap_masked-flattened_line_4-processed-gene-2.6-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.6&CDS=1-3756
365	OG0000365	YML116W, YMR279C	augustus_masked-flattened_line_2-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.41&CDS=1-1512
366	OG0000366	YMR119W, YNL008C	snap_masked-flattened_line_8-processed-gene-8.86-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-8.86&CDS=1-2277
367	OG0000367	YMR172W, YOL116W	augustus_masked-flattened_line_4-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.60&CDS=1-1428
368	OG0000368	YMR177W, YPL224C	augustus_masked-flattened_line_38-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.77&CDS=1-1254
369	OG0000369	YMR182C, YPL230W	augustus_masked-flattened_line_34-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.80&CDS=1-1008
370	OG0000370	YMR183C, YPL232W	augustus_masked-flattened_line_10-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.65&CDS=1-882
371	OG0000371	YMR194W, YPL249C-A	maker-flattened_line_12-augustus-gene-1.3-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-1.3&CDS=1-1245
372	OG0000372	YMR199W, YPL256C	snap_masked-flattened_line_8-processed-gene-8.63-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-8.63&CDS=1-1410
373	OG0000373	YMR230W, YOR293W	augustus_masked-flattened_line_0-processed-gene-8.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.42&CDS=1-366
374	OG0000374	YMR233W, YOR295W	augustus_masked-flattened_line_0-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.47&CDS=1-711
375	OG0000375	YMR237W, YOR299W	maker-flattened_line_14-augustus-gene-2.85-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.85&CDS=1-2145
376	OG0000376	YMR253C, YPL264C	augustus_masked-flattened_line_16-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.49&CDS=1-1095
377	OG0000377	YMR307W	augustus_masked-flattened_line_12-processed-gene-5.35-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.35&CDS=1-1635, augustus_masked-flattened_line_20-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.106&CDS=1-1677
378	OG0000378	YNL087W, YOR086C	augustus_masked-flattened_line_20-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.42&CDS=1-3573
379	OG0000379	YNL096C, YOR096W	snap_masked-flattened_line_36-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.11&CDS=1-564
380	OG0000380	YNL101W	augustus_masked-flattened_line_12-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.28&CDS=1-1917, augustus_masked-flattened_line_2-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.118&CDS=1-1884
381	OG0000381	YNL103W	augustus_masked-flattened_line_0-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.65&CDS=1-570, augustus_masked-flattened_line_18-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.22&CDS=1-1113
382	OG0000382	YNL106C, YOR109W	maker-flattened_line_26-augustus-gene-2.102-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-2.102&CDS=1-3807
383	OG0000383	YNL108C, YOR110W	maker-flattened_line_26-augustus-gene-2.104-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-2.104&CDS=1-1317
384	OG0000384	YNL192W	augustus_masked-flattened_line_16-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.62&CDS=1-2955, augustus_masked-flattened_line_20-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.64&CDS=1-2901
385	OG0000385	YNL202W	augustus_masked-flattened_line_12-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-6.33&CDS=1-864, augustus_masked-flattened_line_24-processed-gene-2.127-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.127&CDS=1-864
386	OG0000386	YNL238W	augustus_masked-flattened_line_10-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-7.33&CDS=1-2166, augustus_masked-flattened_line_52-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.30&CDS=1-2628
387	OG0000387	YNL283C, YOL105C	augustus_masked-flattened_line_2-processed-gene-10.23-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-10.23&CDS=1-1185
388	OG0000388	YNL293W, YOL112W	maker-flattened_line_26-snap-gene-0.39-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.39&CDS=1-1842
389	OG0000389	YNL298W, YOL113W	augustus_masked-flattened_line_16-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.49&CDS=1-2355
390	OG0000390	YNL299W, YOL115W	maker-flattened_line_38-augustus-gene-1.92-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-1.92&CDS=1-3951
391	OG0000391	YNL301C, YOL120C	maker-flattened_line_14-snap-gene-4.41-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-4.41&CDS=1-2556
392	OG0000392	YOR049C	augustus_masked-flattened_line_14-processed-gene-5.239-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.239&CDS=1-1332, maker-flattened_line_0-snap-gene-4.1-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.1&CDS=1-3021
393	OG0000393	YOR226C, YPL135W	augustus_masked-flattened_line_20-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.74&CDS=1-531
394	OG0000394	YOR227W, YPL137C	augustus_masked-flattened_line_20-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-3.36&CDS=1-3489
395	OG0000395	YOR231W, YPL140C	augustus_masked-flattened_line_12-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.1&CDS=1-1311
396	OG0000396	YOR233W, YPL141C	augustus_masked-flattened_line_2-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.76&CDS=1-2514
397	OG0000397	YOR234C, YPL143W	augustus_masked-flattened_line_12-processed-gene-4.110-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.110&CDS=1-321
398	OG0000398	YOR237W, YPL145C	augustus_masked-flattened_line_12-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.109&CDS=1-1257
399	OG0000399	YOR256C, YPL176C	augustus_masked-flattened_line_0-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.46&CDS=1-2463
400	OG0000400	YOR273C	augustus_masked-flattened_line_4-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.85&CDS=1-2040, augustus_masked-flattened_line_8-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-8.95&CDS=1-1935
401	OG0000401	YOR348C	augustus_masked-flattened_line_0-processed-gene-12.115-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.115&CDS=1-1716, augustus_masked-flattened_line_30-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.46&CDS=1-1677
402	OG0000402	YOR378W	augustus_masked-flattened_line_22-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.53&CDS=1-1518, augustus_masked-flattened_line_4-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.104&CDS=1-1542
403	OG0000403	YOR390W, YPL279C	augustus_masked-flattened_line_36-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.136&CDS=1-1116
404	OG0000404	YPR013C, YPR015C	genemark-flattened_line_26-processed-gene-1.94-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.94&CDS=1-1014
405	OG0000405	YPR086W	augustus_masked-flattened_line_24-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-2.163&CDS=1-1032, augustus_masked-flattened_line_48-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.20&CDS=1-1032
406	OG0000406	YPR169W-A, YPR170W-B	snap_masked-flattened_line_26-processed-gene-2.127-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-2.127&CDS=1-252
407	OG0000407	YAL001C	augustus_masked-flattened_line_12-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.16&CDS=1-3654
408	OG0000408	YAL002W	snap_masked-flattened_line_16-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.95&CDS=1-4059
409	OG0000409	YAL003W	maker-flattened_line_12-augustus-gene-5.40-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-5.40&CDS=1-654
410	OG0000410	YAL004W	snap_masked-flattened_line_4-processed-gene-6.132-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.132&CDS=1-3699
411	OG0000411	YAL009W	augustus_masked-flattened_line_12-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.124&CDS=1-1218
412	OG0000412	YAL010C	augustus_masked-flattened_line_0-processed-gene-12.122-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.122&CDS=1-1347
413	OG0000413	YAL012W	augustus_masked-flattened_line_36-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.111&CDS=1-1194
414	OG0000414	YAL013W	augustus_masked-flattened_line_12-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.122&CDS=1-1737
415	OG0000415	YAL014C	augustus_masked-flattened_line_20-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.110&CDS=1-798
416	OG0000416	YAL016W	augustus_masked-flattened_line_2-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.50&CDS=1-1875
417	OG0000417	YAL019W	augustus_masked-flattened_line_12-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.20&CDS=1-3060
418	OG0000418	YAL020C	snap_masked-flattened_line_12-processed-gene-5.87-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.87&CDS=1-1047
419	OG0000419	YAL021C	maker-flattened_line_16-augustus-gene-1.89-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.89&CDS=1-4497
420	OG0000420	YAL022C	snap_masked-flattened_line_0-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.97&CDS=1-1215
421	OG0000421	YAL024C	augustus_masked-flattened_line_14-processed-gene-5.203-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.203&CDS=1-4098
422	OG0000422	YAL025C	augustus_masked-flattened_line_14-processed-gene-5.240-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-5.240&CDS=1-921
423	OG0000423	YAL026C	augustus_masked-flattened_line_26-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-2.16&CDS=1-3918
424	OG0000424	YAL032C	augustus_masked-flattened_line_2-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-10.29&CDS=1-945
425	OG0000425	YAL033W	augustus_masked-flattened_line_26-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.35&CDS=1-528
426	OG0000426	YAL034W-A	augustus_masked-flattened_line_22-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.79&CDS=1-873
427	OG0000427	YAL035W	augustus_masked-flattened_line_6-processed-gene-3.111-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.111&CDS=1-3882
428	OG0000428	YAL036C	augustus_masked-flattened_line_6-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.99&CDS=1-1101
429	OG0000429	YAL038W	augustus_masked-flattened_line_32-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.29&CDS=1-1512
430	OG0000430	YAL039C	augustus_masked-flattened_line_40-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.65&CDS=1-768
431	OG0000431	YAL041W	augustus_masked-flattened_line_40-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.62&CDS=1-2364
432	OG0000432	YAL042W	augustus_masked-flattened_line_40-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-1.72&CDS=1-1224
433	OG0000433	YAL043C	snap_masked-flattened_line_8-processed-gene-2.47-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.47&CDS=1-2136
434	OG0000434	YAL044C	augustus_masked-flattened_line_14-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.45&CDS=1-528
435	OG0000435	YAL046C	augustus_masked-flattened_line_0-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.46&CDS=1-351
436	OG0000436	YAL048C	augustus_masked-flattened_line_0-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.44&CDS=1-1983
437	OG0000437	YAL051W, YOR363C	
438	OG0000438	YAL053W	augustus_masked-flattened_line_22-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.100&CDS=1-2277
439	OG0000439	YAL054C	snap_masked-flattened_line_34-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.25&CDS=1-2034
440	OG0000440	YAL058W	augustus_masked-flattened_line_6-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.105&CDS=1-1812
441	OG0000441	YAL059W	augustus_masked-flattened_line_6-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.106&CDS=1-543
442	OG0000442	YAL067C	augustus_masked-flattened_line_2-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-10.26&CDS=1-1767
443	OG0000443	YAR002W	snap_masked-flattened_line_12-processed-gene-5.120-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-5.120&CDS=1-3147
444	OG0000444	YAR003W	augustus_masked-flattened_line_16-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.42&CDS=1-1293
445	OG0000445	YAR007C	augustus_masked-flattened_line_8-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.21&CDS=1-1845
446	OG0000446	YAR008W	augustus_masked-flattened_line_0-processed-gene-12.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-12.119&CDS=1-720
447	OG0000447	YAR014C	augustus_masked-flattened_line_10-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.35&CDS=1-1602
