	OrthologID	Candida_boidinii_JCM9604	Saccharomyces_cerevisiae
421	OG0000421	-processed-gene-6.69-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-6.69&CDS=1-1857	YBR214W, YGL056C
422	OG0000422	-processed-gene-13.53-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-13.53&CDS=1-2184, -snap-gene-6.33-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-6.33&CDS=1-2001	YIL038C
423	OG0000423	-processed-gene-7.27-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-7.27&CDS=1-1872	YJL172W, YOL153C
424	OG0000424	-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-8.81&CDS=1-2112	YHR115C, YNL116W
425	OG0000425	-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-8.92&CDS=1-312	YCL035C, YDR513W
426	OG0000426	-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-9.61&CDS=1-1878	YGR138C, YPR156C
427	OG0000427	-augustus-gene-9.32-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-augustus-gene-9.32&CDS=1-360	YFL034C-A, YLR061W
428	OG0000428	-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-10.43&CDS=1-1059	YBL016W, YGR040W
429	OG0000429	-processed-gene-11.98-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.98&CDS=1-1305	YJL139C, YKR061W
430	OG0000430	-augustus-gene-11.113-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-augustus-gene-11.113&CDS=1-552	YJL177W, YKL180W
431	OG0000431	-processed-gene-11.32-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-11.32&CDS=1-6279	YCL068C, YCR038C
432	OG0000432	-snap-gene-12.55-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-12.55&CDS=1-1707	YDR287W, YHR046C
433	OG0000433	-processed-gene-12.80-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.80&CDS=1-720	YOR285W, YOR286W
434	OG0000434	-processed-gene-12.69-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.69&CDS=1-900	YMR222C, YOR280C
435	OG0000435	-processed-gene-12.70-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-12.70&CDS=1-1569, -processed-gene-25.27-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.27&CDS=1-1656	YMR221C
436	OG0000436	-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-13.84&CDS=1-3906, -processed-gene-35.29-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-35.29&CDS=1-3213	YIL107C
437	OG0000437	-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.25&CDS=1-2007, -processed-gene-26.117-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.117&CDS=1-1953	YBR041W
438	OG0000438	-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.33&CDS=1-2337, -processed-gene-18.82-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-18.82&CDS=1-4581	YGR062C
439	OG0000439	-processed-gene-14.61-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-14.61&CDS=1-3774	YKR089C, YOR081C
440	OG0000440	-processed-gene-15.43-mRNA-1_1&gene=snap_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-15.43&CDS=1-2781	YHR131C, YNL144C
441	OG0000441	-processed-gene-15.61-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-15.61&CDS=1-663	YAR002C-A, YGL002W
442	OG0000442	-processed-gene-16.22-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-16.22&CDS=1-405	YER074W, YIL069C
443	OG0000443	-processed-gene-17.3-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.3&CDS=1-681	YBR005W, YDR003W
444	OG0000444	-processed-gene-17.12-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.12&CDS=1-4311	YDR122W, YLR096W
445	OG0000445	-processed-gene-17.14-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.14&CDS=1-600	YIL133C, YNL069C
446	OG0000446	-processed-gene-17.26-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-17.26&CDS=1-687	YKL065C, YMR040W
447	OG0000447	-augustus-gene-18.108-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-augustus-gene-18.108&CDS=1-387	YHL001W, YKL006W
448	OG0000448	-processed-gene-18.23-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.23&CDS=1-1275	YBR078W, YDR055W
449	OG0000449	-processed-gene-18.24-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-18.24&CDS=1-1461	YAL034C, YOR338W
450	OG0000450	-processed-gene-20.63-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.63&CDS=1-1620	YCL048W, YDR522C
451	OG0000451	-processed-gene-20.82-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-20.82&CDS=1-1251	YHL003C, YKL008C
452	OG0000452	-augustus-gene-21.115-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-augustus-gene-21.115&CDS=1-780	YGR214W, YLR048W
453	OG0000453	-processed-gene-21.102-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.102&CDS=1-1314, -processed-gene-31.48-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.48&CDS=1-1257	YDL131W
454	OG0000454	-processed-gene-21.90-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-21.90&CDS=1-1188	YDL134C, YDL188C
455	OG0000455	-processed-gene-22.18-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-22.18&CDS=1-474	YEL034W, YJR047C
456	OG0000456	-processed-gene-22.10-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-22.10&CDS=1-1299	YOR390W, YPL279C
457	OG0000457	-processed-gene-22.11-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-22.11&CDS=1-2805	YBL061C, YER096W
458	OG0000458	-processed-gene-23.30-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-23.30&CDS=1-738	YER062C, YIL053W
459	OG0000459	-processed-gene-23.43-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-23.43&CDS=1-798	YHL034C, YLL046C
460	OG0000460	-processed-gene-23.50-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-23.50&CDS=1-1461, -snap-gene-25.111-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-25.111&CDS=1-2349	YMR155W
461	OG0000461	-processed-gene-24.0-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-24.0&CDS=1-1134	YBR161W, YPL057C
462	OG0000462	-processed-gene-25.23-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-25.23&CDS=1-732	YHR203C, YJR145C
463	OG0000463	-processed-gene-25.56-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-25.56&CDS=1-999	YGR192C, YJR009C
464	OG0000464	-augustus-gene-25.39-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-augustus-gene-25.39&CDS=1-321	YOR234C, YPL143W
465	OG0000465	-processed-gene-25.19-mRNA-1_1&gene=genemark-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-25.19&CDS=1-5913	YCR073C, YNR031C
466	OG0000466	-processed-gene-25.63-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-25.63&CDS=1-1290	YOR237W, YPL145C
467	OG0000467	-snap-gene-26.68-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-26.68&CDS=1-4098	YAR042W, YDL019C
468	OG0000468	-processed-gene-28.14-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-28.14&CDS=1-354, -processed-gene-28.8-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-28.8&CDS=1-354	YHR087W
469	OG0000469	-processed-gene-29.72-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-29.72&CDS=1-3753	YBL085W, YER114C
470	OG0000470	-processed-gene-29.64-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-29.64&CDS=1-1737	YOR231W, YPL140C
471	OG0000471	-processed-gene-16.27-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-16.27&CDS=1-2925, -snap-gene-29.0-mRNA-1_1&gene=maker-gi|1002316618|dbj|BCGP01000002.1|-snap-gene-29.0&CDS=1-3642	YMR216C
472	OG0000472	-processed-gene-30.63-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-30.63&CDS=1-3408	YCR091W, YNR047W
473	OG0000473	-processed-gene-30.74-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-30.74&CDS=1-513	YGR131W, YPR149W
474	OG0000474	-processed-gene-33.93-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-33.93&CDS=1-2802	YJL082W, YKR018C
475	OG0000475	-processed-gene-33.94-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-33.94&CDS=1-4152	YJL083W, YKR019C
476	OG0000476	-processed-gene-33.95-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-33.95&CDS=1-1089	YBR031W, YDR012W
477	OG0000477	-processed-gene-33.84-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-33.84&CDS=1-2280, -processed-gene-5.92-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-5.92&CDS=1-2676	YBR239C
478	OG0000478	-processed-gene-34.45-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-34.45&CDS=1-3906	YML100W, YMR261C
479	OG0000479	-processed-gene-35.41-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-35.41&CDS=1-3318	YDR223W, YLR223C
480	OG0000480	-processed-gene-35.51-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-35.51&CDS=1-1473	YIL113W, YNL053W
481	OG0000481	-processed-gene-35.53-mRNA-1_1&gene=augustus_masked-gi|1002316618|dbj|BCGP01000002.1|-processed-gene-35.53&CDS=1-462	YIL111W, YNL052W
482	OG0000482	-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-1.5&CDS=1-1923	YDR107C, YLR083C
483	OG0000483	-processed-gene-1.63-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-1.63&CDS=1-1278	YBR066C, YDR043C
484	OG0000484	-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-3.36&CDS=1-1779	YMR177W, YPL224C
485	OG0000485	-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-3.43&CDS=1-1020	YBR278W, YJL065C
486	OG0000486	-processed-gene-37.74-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-37.74&CDS=1-2733, -processed-gene-4.99-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-4.99&CDS=1-2454	YOR270C
487	OG0000487	-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-5.105&CDS=1-687	YBR242W, YGL101W
488	OG0000488	-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-6.35&CDS=1-2538	YDR200C, YLR238W
489	OG0000489	-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-6.52&CDS=1-2739	YBR294W, YLR092W
490	OG0000490	-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-7.90&CDS=1-852	YIL114C, YNL055C
491	OG0000491	-processed-gene-7.91-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-7.91&CDS=1-1497	YGR121C, YPR138C
492	OG0000492	-processed-gene-7.100-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-7.100&CDS=1-1185, -processed-gene-8.6-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-8.6&CDS=1-1356	YOR099W
493	OG0000493	-processed-gene-8.8-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-8.8&CDS=1-2691	YBR216C, YGL060W
494	OG0000494	-processed-gene-8.16-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-8.16&CDS=1-663	YER031C, YGL210W
495	OG0000495	-processed-gene-9.69-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-9.69&CDS=1-2967	YER066W, YFL009W
496	OG0000496	-processed-gene-9.73-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-9.73&CDS=1-4953	YLR031W, YMR124W
497	OG0000497	-processed-gene-9.90-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-9.90&CDS=1-612	YLR029C, YMR121C
498	OG0000498	-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-9.76&CDS=1-1407	YER081W, YIL074C
499	OG0000499	-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-9.88&CDS=1-2451	YDR247W, YPL026C
500	OG0000500	-processed-gene-10.25-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-10.25&CDS=1-2700	YDL224C, YNL197C
501	OG0000501	-processed-gene-10.28-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-10.28&CDS=1-2835	YER059W, YIL050W
502	OG0000502	-processed-gene-10.48-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-10.48&CDS=1-462	YER057C, YIL051C
503	OG0000503	-processed-gene-10.10-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-10.10&CDS=1-342	YER056C-A, YIL052C
504	OG0000504	-augustus-gene-16.30-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-augustus-gene-16.30&CDS=1-2688, -snap-gene-10.37-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-10.37&CDS=1-2259	YDL206W
505	OG0000505	-snap-gene-11.110-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-11.110&CDS=1-1536	YGR009C, YMR017W
506	OG0000506	-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-12.26&CDS=1-2010	YIL085C, YNL029C
507	OG0000507	-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-13.6&CDS=1-567	YNL096C, YOR096W
508	OG0000508	-processed-gene-13.91-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-13.91&CDS=1-1179	YGR141W, YPR157W
509	OG0000509	-processed-gene-13.27-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-13.27&CDS=1-1341	YDR312W, YHR066W
510	OG0000510	-processed-gene-14.81-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-14.81&CDS=1-1311	YGR254W, YHR174W
511	OG0000511	-processed-gene-15.35-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-15.35&CDS=1-807	YPL159C, YPR151C
512	OG0000512	-processed-gene-15.20-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-15.20&CDS=1-792	YDR098C, YER174C
513	OG0000513	-processed-gene-15.48-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-15.48&CDS=1-399	YBL087C, YER117W
514	OG0000514	-processed-gene-16.1-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-16.1&CDS=1-4380	YER132C, YGL197W
515	OG0000515	-processed-gene-16.4-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-16.4&CDS=1-1911	YDR151C, YLR136C
516	OG0000516	-processed-gene-16.28-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-16.28&CDS=1-2058	YBR169C, YPL106C
517	OG0000517	-snap-gene-18.0-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-18.0&CDS=1-3009	YGR056W, YLR357W
518	OG0000518	-processed-gene-18.57-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-18.57&CDS=1-1584	YKL133C, YMR115W
519	OG0000519	-processed-gene-19.52-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-19.52&CDS=1-3495	YAL056W, YOR371C
520	OG0000520	-processed-gene-21.59-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-21.59&CDS=1-3660	YGL049C, YGR162W
521	OG0000521	-processed-gene-24.4-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.4&CDS=1-783	YBL091C-A, YER120W
522	OG0000522	-processed-gene-24.84-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-24.84&CDS=1-423	YCR031C, YJL191W
523	OG0000523	-processed-gene-25.20-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.20&CDS=1-729	YGL076C, YPL198W
524	OG0000524	-processed-gene-25.57-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.57&CDS=1-1662	YDL088C, YMR153W
525	OG0000525	-processed-gene-25.16-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.16&CDS=1-1407	YBR177C, YPL095C
526	OG0000526	-processed-gene-25.19-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-25.19&CDS=1-2040	YDL042C, YOL068C
527	OG0000527	-processed-gene-26.106-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-26.106&CDS=1-2364	YCR026C, YEL016C
528	OG0000528	-processed-gene-27.10-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-27.10&CDS=1-324	YGR027C, YLR333C
529	OG0000529	-processed-gene-29.75-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-29.75&CDS=1-789	YDR066C, YER139C
530	OG0000530	-snap-gene-29.30-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-29.30&CDS=1-2793	YGL166W, YPR008W
531	OG0000531	-processed-gene-30.3-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.3&CDS=1-3204	YKL068W, YMR047C
532	OG0000532	-processed-gene-30.59-mRNA-1_1&gene=genemark-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-30.59&CDS=1-5157	YER129W, YGL179C
533	OG0000533	-processed-gene-31.43-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-31.43&CDS=1-2766	YBR001C, YDR001C
534	OG0000534	-augustus-gene-31.99-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-augustus-gene-31.99&CDS=1-570	YBR189W, YPL081W
535	OG0000535	-augustus-gene-31.100-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-augustus-gene-31.100&CDS=1-471	YBR191W, YPL079W
536	OG0000536	-processed-gene-32.4-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-32.4&CDS=1-360	YDL136W, YDL191W
537	OG0000537	-processed-gene-33.2-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.2&CDS=1-360	YER131W, YGL189C
538	OG0000538	-processed-gene-33.28-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-33.28&CDS=1-597	YBL027W, YBR084C-A
539	OG0000539	-processed-gene-34.9-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.9&CDS=1-2016	YJR130C, YML082W
540	OG0000540	-processed-gene-34.38-mRNA-1_1&gene=snap_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-34.38&CDS=1-2922	YLR098C, YOR337W
541	OG0000541	-snap-gene-34.75-mRNA-1_1&gene=maker-gi|1002316619|dbj|BCGP01000001.1|-snap-gene-34.75&CDS=1-372	YGR243W, YHR162W
542	OG0000542	-processed-gene-35.33-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-35.33&CDS=1-1671	YLR260W, YOR171C
543	OG0000543	-processed-gene-37.85-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-37.85&CDS=1-4371	YKL072W, YMR053C
544	OG0000544	-processed-gene-38.46-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-38.46&CDS=1-4359	YGL133W, YPL216W
545	OG0000545	-processed-gene-39.40-mRNA-1_1&gene=augustus_masked-gi|1002316619|dbj|BCGP01000001.1|-processed-gene-39.40&CDS=1-885	YDL204W, YDR233C
546	OG0000546		YAL051W, YLL054C, YOR363C
547	OG0000547	-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.48&CDS=1-936	YDR284C
548	OG0000548	-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.49&CDS=1-393	YDR286C
549	OG0000549	-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.50&CDS=1-2265	YDR452W
550	OG0000550	-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.52&CDS=1-903	YML025C
551	OG0000551	-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.43&CDS=1-1728	YOL001W
552	OG0000552	-processed-gene-0.25-mRNA-1_1&gene=snap_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.25&CDS=1-2367	YHR194W
553	OG0000553	-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-gi|1002316600|dbj|BCGP01000020.1|-processed-gene-0.53&CDS=1-576	YBR106W
554	OG0000554	-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.85&CDS=1-3096	YLR187W
555	OG0000555	-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.98&CDS=1-654	YGR133W
556	OG0000556	-snap-gene-0.79-mRNA-1_1&gene=maker-gi|1002316601|dbj|BCGP01000019.1|-snap-gene-0.79&CDS=1-4044	YOR113W
557	OG0000557	-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.89&CDS=1-453	YNL113W
558	OG0000558	-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.90&CDS=1-612	YMR295C
559	OG0000559	-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.105&CDS=1-1206	YDR083W
560	OG0000560	-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.93&CDS=1-1848	YJR001W
561	OG0000561	-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.107&CDS=1-1914	YJR002W
562	OG0000562	-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.109&CDS=1-1428	YPL245W
563	OG0000563	-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.94&CDS=1-4479	YNL088W
564	OG0000564	-augustus-gene-0.37-mRNA-1_1&gene=maker-gi|1002316601|dbj|BCGP01000019.1|-augustus-gene-0.37&CDS=1-1134	YIL134W
565	OG0000565	-processed-gene-0.30-mRNA-1_1&gene=snap_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.30&CDS=1-1071	YNL071W
566	OG0000566	-processed-gene-0.31-mRNA-1_1&gene=snap_masked-gi|1002316601|dbj|BCGP01000019.1|-processed-gene-0.31&CDS=1-945	YNL072W
