	OrthologID	Saccharomyces_cerevisiae	Sclerotinia_sclerotiorum
2788	OG0002788	YOR210W	XP_001592933.1
2789	OG0002789	YOR211C	XP_001587566.1
2790	OG0002790	YOR212W	XP_001595393.1
2791	OG0002791	YOR215C	XP_001597145.1
2792	OG0002792	YOR216C	XP_001595857.1
2793	OG0002793	YOR217W	XP_001598822.1
2794	OG0002794	YOR222W	XP_001592642.1
2795	OG0002795	YOR223W	XP_001584751.1
2796	OG0002796	YOR224C	XP_001590735.1
2797	OG0002797	YOR232W	XP_001593930.1
2798	OG0002798	YOR233W	XP_001587303.1
2799	OG0002799	YOR236W	XP_001590039.1
2800	OG0002800	YOR238W	XP_001593530.1
2801	OG0002801	YOR239W	XP_001588004.1
2802	OG0002802	YOR241W	XP_001594492.1
2803	OG0002803	YOR243C	XP_001597977.1
2804	OG0002804	YOR244W	XP_001585290.1
2805	OG0002805	YOR245C	XP_001594996.1
2806	OG0002806	YOR246C	XP_001588503.1
2807	OG0002807	YOR249C	XP_001594193.1
2808	OG0002808	YOR251C	XP_001585927.1
2809	OG0002809	YOR254C	XP_001586562.1
2810	OG0002810	YOR257W	XP_001598256.1
2811	OG0002811	YOR258W	XP_001587682.1
2812	OG0002812	YOR259C	XP_001594264.1
2813	OG0002813	YOR260W	XP_001598296.1
2814	OG0002814	YOR261C	XP_001597411.1
2815	OG0002815	YOR262W	XP_001590768.1
2816	OG0002816	YOR269W	XP_001592953.1
2817	OG0002817	YOR270C	XP_001587166.1
2818	OG0002818	YOR271C	XP_001586539.1
2819	OG0002819	YOR272W	XP_001596859.1
2820	OG0002820	YOR274W	XP_001598540.1
2821	OG0002821	YOR275C	XP_001588479.1
2822	OG0002822	YOR278W	XP_001587893.1
2823	OG0002823	YOR281C	XP_001589700.1
2824	OG0002824	YOR287C	XP_001598136.1
2825	OG0002825	YOR288C	XP_001587014.1
2826	OG0002826	YOR289W	XP_001586698.1
2827	OG0002827	YOR291W	XP_001598115.1
2828	OG0002828	YOR292C	XP_001596914.1
2829	OG0002829	YOR294W	XP_001586192.1
2830	OG0002830	YOR296W	XP_001586117.1
2831	OG0002831	YOR298C-A	XP_001593407.1
2832	OG0002832	YOR301W	XP_001587146.1
2833	OG0002833	YOR303W	XP_001594407.1
2834	OG0002834	YOR304W	XP_001588329.1
2835	OG0002835	YOR305W	XP_001597713.1
2836	OG0002836	YOR307C	XP_001591164.1
2837	OG0002837	YOR310C	XP_001587184.1
2838	OG0002838	YOR311C	XP_001587189.1
2839	OG0002839	YOR317W	XP_001589310.1
2840	OG0002840	YOR319W	XP_001590312.1
2841	OG0002841	YOR322C	XP_001595134.1
2842	OG0002842	YOR323C	XP_001590431.1
2843	OG0002843	YOR326W	XP_001598118.1
2844	OG0002844	YOR327C	XP_001593680.1
2845	OG0002845	YOR330C	XP_001587600.1
2846	OG0002846	YOR332W	XP_001594159.1
2847	OG0002847	YOR335C	XP_001593079.1
2848	OG0002848	YOR336W	XP_001587888.1
2849	OG0002849	YOR339C	XP_001587148.1
2850	OG0002850	YOR340C	XP_001598845.1
2851	OG0002851	YOR341W	XP_001589882.1
2852	OG0002852	YOR346W	XP_001597105.1
2853	OG0002853	YOR349W	XP_001596781.1
2854	OG0002854	YOR356W	XP_001592652.1
2855	OG0002855	YOR357C	XP_001594213.1
2856	OG0002856	YOR358W	XP_001598097.1
2857	OG0002857	YOR359W	XP_001591554.1
2858	OG0002858	YOR360C	XP_001586607.1
2859	OG0002859	YOR361C	XP_001595012.1
2860	OG0002860	YOR362C	XP_001586244.1
2861	OG0002861	YOR367W	XP_001592960.1
2862	OG0002862	YOR369C	XP_001597980.1
2863	OG0002863	YOR370C	XP_001593987.1
2864	OG0002864	YOR374W	XP_001598693.1
2865	OG0002865	YOR375C	XP_001590355.1
2866	OG0002866	YOR378W	XP_001596838.1
2867	OG0002867	YOR380W	XP_001596839.1
2868	OG0002868	YOR386W	XP_001587047.1
2869	OG0002869	YOR388C	XP_001590273.1
2870	OG0002870	YPL001W	XP_001588996.1
2871	OG0002871	YPL002C	XP_001598001.1
2872	OG0002872	YPL003W	XP_001590667.1
2873	OG0002873	YPL006W	XP_001596006.1
2874	OG0002874	YPL008W	XP_001591289.1
2875	OG0002875	YPL009C	XP_001595430.1
2876	OG0002876	YPL010W	XP_001597088.1
2877	OG0002877	YPL011C	XP_001585068.1
2878	OG0002878	YPL012W	XP_001584731.1
2879	OG0002879	YPL013C	XP_001587428.1
2880	OG0002880	YPL015C	XP_001596634.1
2881	OG0002881	YPL016W	XP_001586829.1
2882	OG0002882	YPL020C	XP_001589861.1
2883	OG0002883	YPL022W	XP_001594168.1
2884	OG0002884	YPL023C	XP_001597813.1
2885	OG0002885	YPL028W	XP_001587122.1
2886	OG0002886	YPL029W	XP_001590544.1
2887	OG0002887	YPL030W	XP_001584912.1
2888	OG0002888	YPL031C	XP_001591780.1
2889	OG0002889	YPL040C	XP_001585879.1
2890	OG0002890	YPL042C	XP_001598978.1
2891	OG0002891	YPL043W	XP_001590270.1
2892	OG0002892	YPL045W	XP_001598431.1
2893	OG0002893	YPL046C	XP_001596174.1
2894	OG0002894	YPL050C	XP_001596587.1
2895	OG0002895	YPL051W	XP_001591987.1
2896	OG0002896	YPL059W	XP_001588099.1
2897	OG0002897	YPL060W	XP_001593860.1
2898	OG0002898	YPL063W	XP_001587268.1
2899	OG0002899	YPL065W	XP_001593218.1
2900	OG0002900	YPL067C	XP_001594432.1
2901	OG0002901	YPL069C	XP_001588566.1
2902	OG0002902	YPL072W	XP_001592317.1
2903	OG0002903	YPL076W	XP_001596450.1
2904	OG0002904	YPL078C	XP_001597213.1
2905	OG0002905	YPL082C	XP_001591756.1
2906	OG0002906	YPL083C	XP_001595979.1
2907	OG0002907	YPL084W	XP_001589104.1
2908	OG0002908	YPL086C	XP_001592077.1
2909	OG0002909	YPL088W	XP_001598062.1
2910	OG0002910	YPL091W	XP_001588277.1
2911	OG0002911	YPL092W	XP_001597526.1
2912	OG0002912	YPL093W	XP_001597153.1
2913	OG0002913	YPL094C	XP_001597137.1
2914	OG0002914	YPL096W	XP_001585900.1
2915	OG0002915	YPL097W	XP_001596388.1
2916	OG0002916	YPL101W	XP_001590734.1
2917	OG0002917	YPL103C	XP_001584670.1
2918	OG0002918	YPL104W	XP_001594907.1
2919	OG0002919	YPL107W	XP_001594935.1
2920	OG0002920	YPL109C	XP_001594967.1
2921	OG0002921	YPL110C	XP_001595987.1
2922	OG0002922	YPL111W	XP_001588035.1
2923	OG0002923	YPL115C	XP_001594688.1
2924	OG0002924	YPL116W	XP_001590536.1
2925	OG0002925	YPL119C	XP_001592708.1
2926	OG0002926	YPL120W	XP_001587224.1
2927	OG0002927	YPL122C	XP_001594788.1
2928	OG0002928	YPL123C	XP_001589909.1
2929	OG0002929	YPL125W	XP_001592761.1
2930	OG0002930	YPL126W	XP_001592932.1
2931	OG0002931	YPL127C	XP_001587937.1
2932	OG0002932	YPL128C	XP_001585495.1
2933	OG0002933	YPL129W	XP_001587451.1
2934	OG0002934	YPL131W	XP_001588768.1
2935	OG0002935	YPL132W	XP_001584740.1
2936	OG0002936	YPL146C	XP_001590651.1
2937	OG0002937	YPL147W	XP_001592982.1
2938	OG0002938	YPL150W	XP_001594481.1
2939	OG0002939	YPL151C	XP_001592674.1
2940	OG0002940	YPL152W	XP_001596620.1
2941	OG0002941	YPL154C	XP_001586789.1
2942	OG0002942	YPL155C	XP_001594991.1
2943	OG0002943	YPL157W	XP_001594607.1
2944	OG0002944	YPL160W	XP_001588282.1
2945	OG0002945	YPL162C	XP_001589360.1
2946	OG0002946	YPL164C	XP_001588423.1
2947	OG0002947	YPL166W	XP_001589637.1
2948	OG0002948	YPL167C	XP_001594202.1
2949	OG0002949	YPL169C	XP_001584771.1
2950	OG0002950	YPL170W	XP_001592571.1
2951	OG0002951	YPL172C	XP_001594298.1
2952	OG0002952	YPL173W	XP_001595776.1
2953	OG0002953	YPL174C	XP_001597665.1
2954	OG0002954	YPL175W	XP_001588529.1
2955	OG0002955	YPL178W	XP_001585390.1
2956	OG0002956	YPL181W	XP_001587423.1
2957	OG0002957	YPL183C	XP_001596427.1
2958	OG0002958	YPL183W-A	XP_001594224.1
2959	OG0002959	YPL184C	XP_001585477.1
2960	OG0002960	YPL188W	XP_001586660.1
2961	OG0002961	YPL190C	XP_001586850.1
2962	OG0002962	YPL195W	XP_001588014.1
2963	OG0002963	YPL196W	XP_001587892.1
2964	OG0002964	YPL199C	XP_001592837.1
2965	OG0002965	YPL203W	XP_001585338.1
2966	OG0002966	YPL204W	XP_001589707.1
2967	OG0002967	YPL206C	XP_001588810.1
2968	OG0002968	YPL207W	XP_001590751.1
2969	OG0002969	YPL209C	XP_001589890.1
2970	OG0002970	YPL210C	XP_001590167.1
2971	OG0002971	YPL211W	XP_001589048.1
2972	OG0002972	YPL212C	XP_001590150.1
2973	OG0002973	YPL214C	XP_001585324.1
2974	OG0002974	YPL215W	XP_001590044.1
2975	OG0002975	YPL217C	XP_001590480.1
2976	OG0002976	YPL218W	XP_001591874.1
2977	OG0002977	YPL222W	XP_001597875.1
2978	OG0002978	YPL225W	XP_001596438.1
2979	OG0002979	YPL226W	XP_001593480.1
2980	OG0002980	YPL227C	XP_001585999.1
2981	OG0002981	YPL228W	XP_001594726.1
2982	OG0002982	YPL231W	XP_001585982.1
2983	OG0002983	YPL234C	XP_001595091.1
2984	OG0002984	YPL235W	XP_001597906.1
2985	OG0002985	YPL236C	XP_001594653.1
2986	OG0002986	YPL237W	XP_001588860.1
2987	OG0002987	YPL239W	XP_001597482.1
2988	OG0002988	YPL242C	XP_001587024.1
2989	OG0002989	YPL244C	XP_001591514.1
2990	OG0002990	YPL246C	XP_001587808.1
2991	OG0002991	YPL247C	XP_001594764.1
2992	OG0002992	YPL249C	XP_001588265.1
2993	OG0002993	YPL252C	XP_001595678.1
2994	OG0002994	YPL259C	XP_001595691.1
2995	OG0002995	YPL260W	XP_001588180.1
2996	OG0002996	YPL262W	XP_001593815.1
2997	OG0002997	YPL263C	XP_001596742.1
2998	OG0002998	YPL266W	XP_001593673.1
2999	OG0002999	YPL268W	XP_001592832.1
3000	OG0003000	YPR002W	XP_001593699.1
3001	OG0003001	YPR003C	XP_001590613.1
3002	OG0003002	YPR004C	XP_001590980.1
3003	OG0003003	YPR006C	XP_001593473.1
3004	OG0003004	YPR010C	XP_001585849.1
3005	OG0003005	YPR011C	XP_001588140.1
3006	OG0003006	YPR016C	XP_001591620.1
3007	OG0003007	YPR019W	XP_001597084.1
3008	OG0003008	YPR020W	XP_001593038.1
3009	OG0003009	YPR021C	XP_001587581.1
3010	OG0003010	YPR022C	XP_001589108.1
3011	OG0003011	YPR023C	XP_001584726.1
3012	OG0003012	YPR024W	XP_001593168.1
3013	OG0003013	YPR025C	XP_001591846.1
3014	OG0003014	YPR026W	XP_001593764.1
3015	OG0003015	YPR028W	XP_001598487.1
3016	OG0003016	YPR029C	XP_001591926.1
3017	OG0003017	YPR031W	XP_001591687.1
3018	OG0003018	YPR033C	XP_001589364.1
3019	OG0003019	YPR035W	XP_001588876.1
3020	OG0003020	YPR036W	XP_001592517.1
3021	OG0003021	YPR037C	XP_001586240.1
3022	OG0003022	YPR040W	XP_001589891.1
3023	OG0003023	YPR041W	XP_001585325.1
3024	OG0003024	YPR047W	XP_001593926.1
3025	OG0003025	YPR048W	XP_001596376.1
3026	OG0003026	YPR049C	XP_001596999.1
3027	OG0003027	YPR055W	XP_001589968.1
3028	OG0003028	YPR056W	XP_001585541.1
3029	OG0003029	YPR060C	XP_001590829.1
3030	OG0003030	YPR061C	XP_001588060.1
3031	OG0003031	YPR062W	XP_001584824.1
3032	OG0003032	YPR063C	XP_001594186.1
3033	OG0003033	YPR065W	XP_001593912.1
3034	OG0003034	YPR066W	XP_001596737.1
3035	OG0003035	YPR067W	XP_001597918.1
3036	OG0003036	YPR069C	XP_001588735.1
3037	OG0003037	YPR073C	XP_001593532.1
3038	OG0003038	YPR074C	XP_001588699.1
3039	OG0003039	YPR079W	XP_001591897.1
3040	OG0003040	YPR082C	XP_001590469.1
3041	OG0003041	YPR086W	XP_001596944.1
3042	OG0003042	YPR088C	XP_001595676.1
3043	OG0003043	YPR089W	XP_001592779.1
3044	OG0003044	YPR091C	XP_001594201.1
3045	OG0003045	YPR094W	XP_001585411.1
3046	OG0003046	YPR095C	XP_001590165.1
3047	OG0003047	YPR097W	XP_001597628.1
3048	OG0003048	YPR098C	XP_001591683.1
3049	OG0003049	YPR100W	XP_001587442.1
3050	OG0003050	YPR103W	XP_001597095.1
3051	OG0003051	YPR105C	XP_001589253.1
3052	OG0003052	YPR107C	XP_001592973.1
3053	OG0003053	YPR108W	XP_001595984.1
3054	OG0003054	YPR110C	XP_001596736.1
3055	OG0003055	YPR112C	XP_001593271.1
3056	OG0003056	YPR113W	XP_001593041.1
3057	OG0003057	YPR118W	XP_001594777.1
3058	OG0003058	YPR125W	XP_001593107.1
3059	OG0003059	YPR127W	XP_001597006.1
3060	OG0003060	YPR128C	XP_001591552.1
3061	OG0003061	YPR129W	XP_001597874.1
3062	OG0003062	YPR131C	XP_001592035.1
3063	OG0003063	YPR133C	XP_001595190.1
3064	OG0003064	YPR135W	XP_001597416.1
3065	OG0003065	YPR137W	XP_001592710.1
3066	OG0003066	YPR139C	XP_001589924.1
3067	OG0003067	YPR140W	XP_001585467.1
3068	OG0003068	YPR143W	XP_001595677.1
3069	OG0003069	YPR144C	XP_001597214.1
3070	OG0003070	YPR155C	XP_001585968.1
3071	OG0003071	YPR160W	XP_001590975.1
3072	OG0003072	YPR161C	XP_001598113.1
3073	OG0003073	YPR162C	XP_001589293.1
3074	OG0003074	YPR163C	XP_001595036.1
3075	OG0003075	YPR165W	XP_001595777.1
3076	OG0003076	YPR166C	XP_001589433.1
3077	OG0003077	YPR167C	XP_001594503.1
3078	OG0003078	YPR168W	XP_001591671.1
3079	OG0003079	YPR169W	XP_001594724.1
3080	OG0003080	YPR173C	XP_001586796.1
3081	OG0003081	YPR175W	XP_001593789.1
3082	OG0003082	YPR176C	XP_001596687.1
3083	OG0003083	YPR178W	XP_001597229.1
3084	OG0003084	YPR180W	XP_001592023.1
3085	OG0003085	YPR181C	XP_001586493.1
3086	OG0003086	YPR183W	XP_001592566.1
3087	OG0003087	YPR184W	XP_001586218.1
3088	OG0003088	YPR185W	XP_001585608.1
3089	OG0003089	YPR187W	XP_001591861.1
3090	OG0003090	YPR189W	XP_001586839.1
3091	OG0003091	YPR190C	XP_001597404.1
3092	OG0003092	YPR191W	XP_001597403.1
3093	OG0003093	YPR201W	XP_001594259.1
3094	OG0003094	Q0045	YP_009389071.1
3095	OG0003095	Q0080	YP_009389085.1
3096	OG0003096	Q0085	YP_009389086.1
3097	OG0003097	Q0105	YP_009389080.1
3098	OG0003098	Q0130	XP_001592079.1
3099	OG0003099	Q0250	YP_009389092.1
