	OrthologID	Saccharomyces_cerevisiae	Scheffersomyces_lignosus
1092	OG0001092	YDR235W	-processed-gene-18.115-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-18.115&CDS=1-1425
1093	OG0001093	YDR236C	-processed-gene-18.131-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-18.131&CDS=1-537
1094	OG0001094	YDR237W	-processed-gene-8.18-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-8.18&CDS=1-867
1095	OG0001095	YDR238C	-processed-gene-17.56-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-17.56&CDS=1-2847
1096	OG0001096	YDR243C	-processed-gene-4.47-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-4.47&CDS=1-1755
1097	OG0001097	YDR244W	-processed-gene-0.32-mRNA-1_1&gene=genemark-gi|1002316362|dbj|BCGS01000011.1|-processed-gene-0.32&CDS=1-1821
1098	OG0001098	YDR245W	-processed-gene-0.52-mRNA-1_1&gene=genemark-gi|1002316362|dbj|BCGS01000011.1|-processed-gene-0.52&CDS=1-1083
1099	OG0001099	YDR246W	-processed-gene-17.11-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-17.11&CDS=1-555
1100	OG0001100	YDR248C	-processed-gene-11.70-mRNA-1_1&gene=augustus_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-11.70&CDS=1-564
1101	OG0001101	YDR254W	-processed-gene-10.67-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-10.67&CDS=1-1398
1102	OG0001102	YDR255C	-processed-gene-10.69-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-10.69&CDS=1-1767
1103	OG0001103	YDR256C	-processed-gene-4.62-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-4.62&CDS=1-1458
1104	OG0001104	YDR257C	-processed-gene-3.85-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-3.85&CDS=1-1593
1105	OG0001105	YDR258C	-processed-gene-18.52-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-18.52&CDS=1-2475
1106	OG0001106	YDR261C-D, YDR365W-B	
1107	OG0001107	YDR262W	-processed-gene-9.88-mRNA-1_1&gene=snap_masked-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-9.88&CDS=1-984
1108	OG0001108	YDR265W	-processed-gene-0.53-mRNA-1_1&gene=genemark-gi|1002316362|dbj|BCGS01000011.1|-processed-gene-0.53&CDS=1-972
1109	OG0001109	YDR266C	-processed-gene-7.62-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-7.62&CDS=1-1989
1110	OG0001110	YDR267C	-processed-gene-8.9-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-8.9&CDS=1-1152
1111	OG0001111	YDR268W	-processed-gene-8.65-mRNA-1_1&gene=augustus_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-8.65&CDS=1-1893
1112	OG0001112	YDR270W	-processed-gene-8.12-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-8.12&CDS=1-3570
1113	OG0001113	YDR276C	-processed-gene-6.75-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-6.75&CDS=1-288
1114	OG0001114	YDR279W	-processed-gene-14.32-mRNA-1_1&gene=augustus_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-14.32&CDS=1-990
1115	OG0001115	YDR280W	-processed-gene-14.67-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-14.67&CDS=1-921
1116	OG0001116	YDR282C	-processed-gene-5.96-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-5.96&CDS=1-1188
1117	OG0001117	YDR283C	-processed-gene-2.49-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-2.49&CDS=1-5247
1118	OG0001118	YDR284C	-processed-gene-2.43-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-2.43&CDS=1-948
1119	OG0001119	YDR286C	-processed-gene-2.19-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-2.19&CDS=1-369
1120	OG0001120	YDR288W	-processed-gene-10.5-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-10.5&CDS=1-984
1121	OG0001121	YDR289C	-processed-gene-1.183-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.183&CDS=1-1545
1122	OG0001122	YDR291W	-processed-gene-15.92-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-15.92&CDS=1-3594
1123	OG0001123	YDR292C	-processed-gene-6.101-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.101&CDS=1-1641
1124	OG0001124	YDR293C	-processed-gene-6.83-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-6.83&CDS=1-3963
1125	OG0001125	YDR294C	-processed-gene-1.81-mRNA-1_1&gene=snap_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-1.81&CDS=1-1794
1126	OG0001126	YDR295C	-processed-gene-1.50-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-1.50&CDS=1-1986
1127	OG0001127	YDR296W	-processed-gene-1.16-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-1.16&CDS=1-720
1128	OG0001128	YDR297W	-processed-gene-30.139-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-30.139&CDS=1-1020
1129	OG0001129	YDR298C	-processed-gene-25.138-mRNA-1_1&gene=augustus_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-25.138&CDS=1-618
1130	OG0001130	YDR299W	-processed-gene-1.165-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.165&CDS=1-1605
1131	OG0001131	YDR300C	-processed-gene-1.144-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.144&CDS=1-1278
1132	OG0001132	YDR301W	-processed-gene-10.27-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-10.27&CDS=1-4095
1133	OG0001133	YDR302W	-processed-gene-10.26-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-10.26&CDS=1-738
1134	OG0001134	YDR304C	-processed-gene-0.61-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-0.61&CDS=1-708
1135	OG0001135	YDR305C	-processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-0.71&CDS=1-531
1136	OG0001136	YDR306C	-processed-gene-1.49-mRNA-1_1&gene=snap_masked-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-1.49&CDS=1-1380
1137	OG0001137	YDR308C	-processed-gene-18.106-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-18.106&CDS=1-582
1138	OG0001138	YDR311W	-processed-gene-7.10-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-7.10&CDS=1-2175
1139	OG0001139	YDR313C	-processed-gene-18.104-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-18.104&CDS=1-1287
1140	OG0001140	YDR314C	-processed-gene-9.88-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-9.88&CDS=1-2127
1141	OG0001141	YDR315C	-processed-gene-9.105-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-9.105&CDS=1-1062
1142	OG0001142	YDR320C	-processed-gene-9.50-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-9.50&CDS=1-2514
1143	OG0001143	YDR320C-A	-processed-gene-9.49-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-9.49&CDS=1-216
1144	OG0001144	YDR322C-A	-processed-gene-0.85-mRNA-1_1&gene=snap_masked-gi|1002316362|dbj|BCGS01000011.1|-processed-gene-0.85&CDS=1-282
1145	OG0001145	YDR322W	-processed-gene-18.41-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-18.41&CDS=1-1176
1146	OG0001146	YDR323C	-processed-gene-0.35-mRNA-1_1&gene=genemark-gi|1002316362|dbj|BCGS01000011.1|-processed-gene-0.35&CDS=1-2253
1147	OG0001147	YDR324C	-processed-gene-5.36-mRNA-1_1&gene=snap_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-5.36&CDS=1-2247
1148	OG0001148	YDR325W	-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-5.68&CDS=1-3660
1149	OG0001149	YDR328C	-snap-gene-1.3-mRNA-1_1&gene=maker-gi|1002316371|dbj|BCGS01000002.1|-snap-gene-1.3&CDS=1-1308
1150	OG0001150	YDR329C	-processed-gene-1.78-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-1.78&CDS=1-1392
1151	OG0001151	YDR330W	-processed-gene-1.63-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-1.63&CDS=1-1536
1152	OG0001152	YDR331W	-processed-gene-1.60-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-1.60&CDS=1-1152
1153	OG0001153	YDR333C	-processed-gene-8.6-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-8.6&CDS=1-2130
1154	OG0001154	YDR334W	-processed-gene-8.23-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-8.23&CDS=1-5001
1155	OG0001155	YDR335W	-processed-gene-9.102-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-9.102&CDS=1-3831
1156	OG0001156	YDR336W	-processed-gene-6.20-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-6.20&CDS=1-1179
1157	OG0001157	YDR337W	-processed-gene-19.41-mRNA-1_1&gene=snap_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-19.41&CDS=1-945
1158	OG0001158	YDR338C	-processed-gene-1.23-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-1.23&CDS=1-1809
1159	OG0001159	YDR339C	-processed-gene-9.2-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-9.2&CDS=1-573
1160	OG0001160	YDR341C	-processed-gene-26.81-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-26.81&CDS=1-1809
1161	OG0001161	YDR346C	-processed-gene-26.77-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-26.77&CDS=1-1149
1162	OG0001162	YDR347W	-processed-gene-6.79-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-6.79&CDS=1-1080
1163	OG0001163	YDR349C	-processed-gene-13.40-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-13.40&CDS=1-2061
1164	OG0001164	YDR352W	-processed-gene-1.80-mRNA-1_1&gene=snap_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-1.80&CDS=1-1008
1165	OG0001165	YDR353W	-processed-gene-8.30-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-8.30&CDS=1-957
1166	OG0001166	YDR354W	-processed-gene-1.69-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-1.69&CDS=1-1104
1167	OG0001167	YDR359C	-processed-gene-0.59-mRNA-1_1&gene=snap_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-0.59&CDS=1-3594
1168	OG0001168	YDR361C	-processed-gene-10.70-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.70&CDS=1-918
1169	OG0001169	YDR362C	-processed-gene-15.107-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-15.107&CDS=1-1659
1170	OG0001170	YDR363W	-processed-gene-15.126-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-15.126&CDS=1-1383
1171	OG0001171	YDR363W-A	-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-1.5&CDS=1-249
1172	OG0001172	YDR364C	-processed-gene-10.54-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.54&CDS=1-1554
1173	OG0001173	YDR365C	-processed-gene-15.110-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-15.110&CDS=1-2034
1174	OG0001174	YDR367W	-processed-gene-15.108-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-15.108&CDS=1-696
1175	OG0001175	YDR371W	-processed-gene-12.54-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-12.54&CDS=1-1263
1176	OG0001176	YDR372C	-processed-gene-12.39-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-12.39&CDS=1-1053
1177	OG0001177	YDR373W	-processed-gene-7.84-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-7.84&CDS=1-573
1178	OG0001178	YDR375C	-processed-gene-4.23-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-4.23&CDS=1-1347
1179	OG0001179	YDR376W	-processed-gene-15.51-mRNA-1_1&gene=snap_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-15.51&CDS=1-1560
1180	OG0001180	YDR377W	-processed-gene-18.134-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-18.134&CDS=1-303
1181	OG0001181	YDR378C	-processed-gene-18.87-mRNA-1_1&gene=augustus_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-18.87&CDS=1-243
1182	OG0001182	YDR379C-A	-processed-gene-15.48-mRNA-1_1&gene=snap_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-15.48&CDS=1-234
1183	OG0001183	YDR380W	-processed-gene-6.60-mRNA-1_1&gene=snap_masked-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-6.60&CDS=1-1860
1184	OG0001184	YDR381W	-processed-gene-12.68-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-12.68&CDS=1-657
1185	OG0001185	YDR382W	-processed-gene-12.49-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-12.49&CDS=1-327
1186	OG0001186	YDR386W	-processed-gene-5.58-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-5.58&CDS=1-1866
1187	OG0001187	YDR388W	-processed-gene-27.90-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-27.90&CDS=1-1413
1188	OG0001188	YDR390C	-processed-gene-14.97-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-14.97&CDS=1-1863
1189	OG0001189	YDR392W	-processed-gene-1.164-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.164&CDS=1-978
1190	OG0001190	YDR393W	-processed-gene-17.56-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-17.56&CDS=1-1488
1191	OG0001191	YDR394W	-processed-gene-17.57-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-17.57&CDS=1-1239
1192	OG0001192	YDR395W	-processed-gene-17.48-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-17.48&CDS=1-3015
1193	OG0001193	YDR397C	-processed-gene-17.67-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-17.67&CDS=1-456
1194	OG0001194	YDR399W	-processed-gene-17.65-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-17.65&CDS=1-651
1195	OG0001195	YDR400W	-processed-gene-7.31-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-7.31&CDS=1-1020
1196	OG0001196	YDR402C	-augustus-gene-15.143-mRNA-1_1&gene=maker-gi|1002316371|dbj|BCGS01000002.1|-augustus-gene-15.143&CDS=1-2367
1197	OG0001197	YDR403W	-processed-gene-15.23-mRNA-1_1&gene=augustus_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-15.23&CDS=1-1680
1198	OG0001198	YDR404C	-processed-gene-26.82-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-26.82&CDS=1-519
1199	OG0001199	YDR405W	-processed-gene-26.70-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-26.70&CDS=1-867
1200	OG0001200	YDR407C	-processed-gene-12.193-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-12.193&CDS=1-4239
1201	OG0001201	YDR408C	-processed-gene-17.76-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-17.76&CDS=1-750
1202	OG0001202	YDR410C	-processed-gene-6.95-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-6.95&CDS=1-702
1203	OG0001203	YDR411C	-processed-gene-1.136-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.136&CDS=1-1059
1204	OG0001204	YDR412W	-processed-gene-2.42-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.42&CDS=1-876
1205	OG0001205	YDR414C	-processed-gene-2.43-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-2.43&CDS=1-1329
1206	OG0001206	YDR415C	-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-0.66&CDS=1-1245
1207	OG0001207	YDR416W	-processed-gene-1.86-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-1.86&CDS=1-2568
1208	OG0001208	YDR419W	-processed-gene-19.73-mRNA-1_1&gene=genemark-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-19.73&CDS=1-2241
1209	OG0001209	YDR421W	-processed-gene-9.31-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-9.31&CDS=1-3426
1210	OG0001210	YDR424C	-processed-gene-3.30-mRNA-1_1&gene=snap_masked-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-3.30&CDS=1-273
1211	OG0001211	YDR427W	-processed-gene-3.89-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-3.89&CDS=1-1239
1212	OG0001212	YDR428C	-processed-gene-4.27-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-4.27&CDS=1-834
1213	OG0001213	YDR429C	-processed-gene-4.26-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-4.26&CDS=1-831
1214	OG0001214	YDR430C	-processed-gene-0.60-mRNA-1_1&gene=genemark-gi|1002316364|dbj|BCGS01000009.1|-processed-gene-0.60&CDS=1-3132
1215	OG0001215	YDR432W	-processed-gene-4.28-mRNA-1_1&gene=genemark-gi|1002316365|dbj|BCGS01000008.1|-processed-gene-4.28&CDS=1-813
1216	OG0001216	YDR434W	-processed-gene-24.104-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-24.104&CDS=1-1569
1217	OG0001217	YDR437W	-processed-gene-13.89-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-13.89&CDS=1-558
1218	OG0001218	YDR440W	-processed-gene-0.64-mRNA-1_1&gene=genemark-gi|1002316364|dbj|BCGS01000009.1|-processed-gene-0.64&CDS=1-3591
1219	OG0001219	YDR443C	-processed-gene-3.95-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-3.95&CDS=1-5472
1220	OG0001220	YDR448W	-processed-gene-15.104-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-15.104&CDS=1-1350
1221	OG0001221	YDR449C	-processed-gene-15.103-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-15.103&CDS=1-1305
1222	OG0001222	YDR452W	-processed-gene-3.21-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-3.21&CDS=1-2205
1223	OG0001223	YDR454C	-processed-gene-8.14-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-8.14&CDS=1-579
1224	OG0001224	YDR456W	-processed-gene-6.73-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-6.73&CDS=1-1971
1225	OG0001225	YDR457W	-processed-gene-18.58-mRNA-1_1&gene=snap_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-18.58&CDS=1-10509
1226	OG0001226	YDR459C	-processed-gene-22.103-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-22.103&CDS=1-1326
1227	OG0001227	YDR460W	-processed-gene-22.84-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-22.84&CDS=1-1065
1228	OG0001228	YDR462W	-processed-gene-14.59-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-14.59&CDS=1-447
1229	OG0001229	YDR465C	-processed-gene-22.104-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-22.104&CDS=1-1323
1230	OG0001230	YDR468C	-processed-gene-9.6-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-9.6&CDS=1-774
1231	OG0001231	YDR469W	-processed-gene-9.20-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-9.20&CDS=1-486
1232	OG0001232	YDR470C	-processed-gene-9.5-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-9.5&CDS=1-1632
1233	OG0001233	YDR472W	-processed-gene-1.120-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.120&CDS=1-744
1234	OG0001234	YDR473C	-processed-gene-18.1-mRNA-1_1&gene=augustus_masked-gi|1002316370|dbj|BCGS01000003.1|-processed-gene-18.1&CDS=1-1395
1235	OG0001235	YDR477W	-snap-gene-21.106-mRNA-1_1&gene=maker-gi|1002316371|dbj|BCGS01000002.1|-snap-gene-21.106&CDS=1-2313
1236	OG0001236	YDR479C	-processed-gene-22.78-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-22.78&CDS=1-1755
1237	OG0001237	YDR481C	-processed-gene-5.39-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-5.39&CDS=1-1782
1238	OG0001238	YDR482C	-processed-gene-5.7-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-5.7&CDS=1-522
1239	OG0001239	YDR484W	-processed-gene-1.182-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.182&CDS=1-2040
1240	OG0001240	YDR485C	-processed-gene-8.27-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-8.27&CDS=1-2487
1241	OG0001241	YDR486C	-processed-gene-8.28-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-8.28&CDS=1-654
1242	OG0001242	YDR487C	-processed-gene-10.44-mRNA-1_1&gene=genemark-gi|1002316366|dbj|BCGS01000007.1|-processed-gene-10.44&CDS=1-612
1243	OG0001243	YDR489W	-processed-gene-1.168-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.168&CDS=1-735
1244	OG0001244	YDR495C	-processed-gene-1.145-mRNA-1_1&gene=genemark-gi|1002316363|dbj|BCGS01000010.1|-processed-gene-1.145&CDS=1-3246
1245	OG0001245	YDR496C	-processed-gene-13.95-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-13.95&CDS=1-2082
1246	OG0001246	YDR498C	-processed-gene-11.61-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-11.61&CDS=1-1086
1247	OG0001247	YDR499W	-processed-gene-4.43-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-4.43&CDS=1-2298
1248	OG0001248	YDR502C	-processed-gene-4.53-mRNA-1_1&gene=genemark-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-4.53&CDS=1-1155
1249	OG0001249	YDR510W	-processed-gene-4.78-mRNA-1_1&gene=snap_masked-gi|1002316369|dbj|BCGS01000004.1|-processed-gene-4.78&CDS=1-453
1250	OG0001250	YDR511W	-processed-gene-15.11-mRNA-1_1&gene=genemark-gi|1002316367|dbj|BCGS01000006.1|-processed-gene-15.11&CDS=1-366
1251	OG0001251	YDR512C	-processed-gene-14.9-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-14.9&CDS=1-462
1252	OG0001252	YDR517W	-processed-gene-19.37-mRNA-1_1&gene=genemark-gi|1002316372|dbj|BCGS01000001.1|-processed-gene-19.37&CDS=1-1263
1253	OG0001253	YDR523C	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-8.94&CDS=1-1332
1254	OG0001254	YDR524C	-processed-gene-8.59-mRNA-1_1&gene=snap_masked-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-8.59&CDS=1-2898
1255	OG0001255	YDR525W-A	-processed-gene-22.43-mRNA-1_1&gene=augustus_masked-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-22.43&CDS=1-246
1256	OG0001256	YDR527W	-processed-gene-22.83-mRNA-1_1&gene=genemark-gi|1002316371|dbj|BCGS01000002.1|-processed-gene-22.83&CDS=1-1506
1257	OG0001257	YDR529C	-processed-gene-7.29-mRNA-1_1&gene=genemark-gi|1002316368|dbj|BCGS01000005.1|-processed-gene-7.29&CDS=1-372
