	OrthologID	Ogataea_polymorpha	Saccharomyces_cerevisiae
563	OG0000563	snap_masked-scaffold_1-processed-gene-4.105-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.105&CDS=1-366	YPL013C
564	OG0000564	genemark-scaffold_1-processed-gene-4.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.26&CDS=1-1620	YBR222C
565	OG0000565	snap_masked-scaffold_1-processed-gene-4.124-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.124&CDS=1-795	YGR024C
566	OG0000566	augustus_masked-scaffold_1-processed-gene-4.66-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.66&CDS=1-3948	YPR010C
567	OG0000567	augustus_masked-scaffold_1-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.83&CDS=1-1929	YFL013C
568	OG0000568	genemark-scaffold_1-processed-gene-4.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.29&CDS=1-2580	YFL004W
569	OG0000569	snap_masked-scaffold_1-processed-gene-4.109-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.109&CDS=1-666	YGR057C
570	OG0000570	augustus_masked-scaffold_1-processed-gene-4.85-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-4.85&CDS=1-5514	YFL008W
571	OG0000571	genemark-scaffold_1-processed-gene-4.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-4.30&CDS=1-3141	YNL014W
572	OG0000572	maker-scaffold_1-augustus-gene-5.50-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.50&CDS=1-2079	YNL011C
573	OG0000573	genemark-scaffold_1-processed-gene-5.125-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.125&CDS=1-714	YNL010W
574	OG0000574	genemark-scaffold_1-processed-gene-5.129-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.129&CDS=1-3087	YLR026C
575	OG0000575	genemark-scaffold_1-processed-gene-5.126-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.126&CDS=1-858	YDR429C
576	OG0000576	augustus_masked-scaffold_1-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.5&CDS=1-840	YDR428C
577	OG0000577	genemark-scaffold_1-processed-gene-5.127-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.127&CDS=1-993	YDR432W
578	OG0000578	genemark-scaffold_1-processed-gene-5.157-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.157&CDS=1-648	YCR051W
579	OG0000579	genemark-scaffold_1-processed-gene-5.133-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.133&CDS=1-687	YNR020C
580	OG0000580	genemark-scaffold_1-processed-gene-5.158-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.158&CDS=1-1581	YNR019W
581	OG0000581	augustus_masked-scaffold_1-processed-gene-5.8-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.8&CDS=1-1917	YCR047C
582	OG0000582	snap_masked-scaffold_1-processed-gene-5.94-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.94&CDS=1-1113	YNR021W
583	OG0000583	maker-scaffold_1-augustus-gene-5.51-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-5.51&CDS=1-3117	YCR053W
584	OG0000584	genemark-scaffold_1-processed-gene-5.138-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.138&CDS=1-648	YLR229C
585	OG0000585	genemark-scaffold_1-processed-gene-5.167-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.167&CDS=1-594	YDL213C
586	OG0000586	genemark-scaffold_1-processed-gene-5.168-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.168&CDS=1-1365	YNL182C
587	OG0000587	snap_masked-scaffold_1-processed-gene-5.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.74&CDS=1-828	YCL047C
588	OG0000588	snap_masked-scaffold_1-processed-gene-5.104-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.104&CDS=1-855	YCL055W
589	OG0000589	snap_masked-scaffold_1-processed-gene-5.79-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.79&CDS=1-1410	YKL100C
590	OG0000590	snap_masked-scaffold_1-processed-gene-5.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.82&CDS=1-501	YGL231C
591	OG0000591	genemark-scaffold_1-processed-gene-5.171-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.171&CDS=1-2499	YGL233W
592	OG0000592	snap_masked-scaffold_1-processed-gene-5.107-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.107&CDS=1-1692	YGL227W
593	OG0000593	genemark-scaffold_1-processed-gene-5.173-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.173&CDS=1-1335	YER043C
594	OG0000594	maker-scaffold_1-snap-gene-5.190-mRNA-1_1&gene=maker-scaffold_1-snap-gene-5.190&CDS=1-351	YGR063C
595	OG0000595	genemark-scaffold_1-processed-gene-5.148-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.148&CDS=1-954	YGR062C
596	OG0000596	genemark-scaffold_1-processed-gene-5.149-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.149&CDS=1-705	YNL178W
597	OG0000597	genemark-scaffold_1-processed-gene-5.176-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.176&CDS=1-1035	YHR048W
598	OG0000598	augustus_masked-scaffold_1-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.42&CDS=1-8577	YBR127C
599	OG0000599	genemark-scaffold_1-processed-gene-5.184-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.184&CDS=1-732	YKR006C
600	OG0000600	genemark-scaffold_1-processed-gene-5.152-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.152&CDS=1-525	YOR283W
601	OG0000601	genemark-scaffold_1-processed-gene-5.153-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.153&CDS=1-2103	YOR317W
602	OG0000602	genemark-scaffold_1-processed-gene-5.185-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.185&CDS=1-1221	YGR110W
603	OG0000603	genemark-scaffold_1-processed-gene-5.156-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-5.156&CDS=1-2928	YNL123W
604	OG0000604	snap_masked-scaffold_1-processed-gene-5.122-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.122&CDS=1-243	YNL122C
605	OG0000605	genemark-scaffold_1-processed-gene-6.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.8&CDS=1-3945	YHR119W
606	OG0000606	genemark-scaffold_1-processed-gene-6.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.11&CDS=1-1662	YDR208W
607	OG0000607	genemark-scaffold_1-processed-gene-6.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.9&CDS=1-2757	YHR120W
608	OG0000608	genemark-scaffold_1-processed-gene-6.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.12&CDS=1-1464	YNL124W
609	OG0000609	genemark-scaffold_1-processed-gene-6.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.10&CDS=1-3132	YNL132W
610	OG0000610	augustus_masked-scaffold_1-processed-gene-6.96-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.96&CDS=1-633	YNL129W
611	OG0000611	genemark-scaffold_1-processed-gene-6.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.13&CDS=1-558	YHR122W
612	OG0000612	genemark-scaffold_1-processed-gene-6.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.14&CDS=1-420	YNL131W
613	OG0000613	snap_masked-scaffold_1-processed-gene-6.130-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.130&CDS=1-606	YHR121W
614	OG0000614	snap_masked-scaffold_1-processed-gene-6.148-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.148&CDS=1-1098	YNL128W
615	OG0000615	augustus_masked-scaffold_1-processed-gene-6.82-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.82&CDS=1-4263	YNL102W
616	OG0000616	genemark-scaffold_1-processed-gene-6.38-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.38&CDS=1-636	YGR235C
617	OG0000617	snap_masked-scaffold_1-processed-gene-6.132-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.132&CDS=1-459	YDR231C
618	OG0000618	genemark-scaffold_1-processed-gene-6.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.40&CDS=1-624	YNL099C
619	OG0000619	genemark-scaffold_1-processed-gene-6.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.17&CDS=1-438	YOR103C
620	OG0000620	genemark-scaffold_1-processed-gene-6.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.41&CDS=1-795	YGL019W
621	OG0000621	genemark-scaffold_1-processed-gene-6.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.18&CDS=1-582	YGL020C
622	OG0000622	genemark-scaffold_1-processed-gene-6.45-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.45&CDS=1-1176	YLR355C
623	OG0000623	genemark-scaffold_1-processed-gene-6.46-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.46&CDS=1-1113	YHR068W
624	OG0000624	genemark-scaffold_1-processed-gene-6.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.22&CDS=1-1089	YDR282C
625	OG0000625	genemark-scaffold_1-processed-gene-6.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.24&CDS=1-1341	YOR301W
626	OG0000626	maker-scaffold_1-snap-gene-6.6-mRNA-1_1&gene=maker-scaffold_1-snap-gene-6.6&CDS=1-1986	YBR160W
627	OG0000627	genemark-scaffold_1-processed-gene-6.57-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.57&CDS=1-2040	YHR154W
628	OG0000628	genemark-scaffold_1-processed-gene-6.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.25&CDS=1-1983	YLR117C
629	OG0000629	genemark-scaffold_1-processed-gene-6.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.61&CDS=1-1692	YDL225W
630	OG0000630	genemark-scaffold_1-processed-gene-6.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.26&CDS=1-702	YNL200C
631	OG0000631	genemark-scaffold_1-processed-gene-6.62-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.62&CDS=1-1806	YNL197C
632	OG0000632	maker-scaffold_1-snap-gene-6.2-mRNA-1_1&gene=maker-scaffold_1-snap-gene-6.2&CDS=1-3261	YFL037W
633	OG0000633	genemark-scaffold_1-processed-gene-6.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.29&CDS=1-2976	YLR039C
634	OG0000634	snap_masked-scaffold_1-processed-gene-6.176-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.176&CDS=1-1524	YMR131C
635	OG0000635	maker-scaffold_1-snap-gene-7.188-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.188&CDS=1-3618	YGR112W
636	OG0000636	genemark-scaffold_1-processed-gene-7.126-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.126&CDS=1-843	YGR113W
637	OG0000637	maker-scaffold_1-augustus-gene-7.119-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.119&CDS=1-2055	YLR027C
638	OG0000638	genemark-scaffold_1-processed-gene-7.127-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.127&CDS=1-1203	YDR527W
639	OG0000639	snap_masked-scaffold_1-processed-gene-7.5-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.5&CDS=1-3810	YNL250W
640	OG0000640	genemark-scaffold_1-processed-gene-7.131-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.131&CDS=1-2211	YNL247W
641	OG0000641	genemark-scaffold_1-processed-gene-7.166-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.166&CDS=1-1164	YLR116W
642	OG0000642	genemark-scaffold_1-processed-gene-7.167-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.167&CDS=1-1452	YPL260W
643	OG0000643	snap_masked-scaffold_1-processed-gene-7.44-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.44&CDS=1-1560	YDL178W
644	OG0000644	maker-scaffold_1-augustus-gene-7.116-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.116&CDS=1-7743	YLR189C
645	OG0000645	genemark-scaffold_1-processed-gene-7.171-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.171&CDS=1-1440	YNL277W
646	OG0000646	genemark-scaffold_1-processed-gene-7.145-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.145&CDS=1-1650	YDR101C
647	OG0000647	genemark-scaffold_1-processed-gene-7.174-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.174&CDS=1-597	YER139C
648	OG0000648	maker-scaffold_1-snap-gene-7.191-mRNA-1_1&gene=maker-scaffold_1-snap-gene-7.191&CDS=1-2583	YDR299W
649	OG0000649	genemark-scaffold_1-processed-gene-7.152-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.152&CDS=1-2724	YDR495C
650	OG0000650	genemark-scaffold_1-processed-gene-7.178-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.178&CDS=1-513	YBR193C
651	OG0000651	genemark-scaffold_1-processed-gene-7.179-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.179&CDS=1-729	YPL078C
652	OG0000652	genemark-scaffold_1-processed-gene-7.180-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.180&CDS=1-459	YLR170C
653	OG0000653	genemark-scaffold_1-processed-gene-7.160-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.160&CDS=1-1347	YDR330W
654	OG0000654	augustus_masked-scaffold_1-processed-gene-7.110-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.110&CDS=1-5739	YKL104C
655	OG0000655	genemark-scaffold_1-processed-gene-7.162-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.162&CDS=1-1353	YMR211W
656	OG0000656	genemark-scaffold_1-processed-gene-7.165-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.165&CDS=1-744	YGR053C
657	OG0000657	genemark-scaffold_1-processed-gene-8.0-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.0&CDS=1-864	YBR101C
658	OG0000658	genemark-scaffold_1-processed-gene-8.1-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.1&CDS=1-837	YML052W
659	OG0000659	genemark-scaffold_1-processed-gene-8.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.6&CDS=1-960	YOR158W
660	OG0000660	genemark-scaffold_1-processed-gene-8.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.7&CDS=1-384	YLR295C
661	OG0000661	maker-scaffold_1-snap-gene-8.61-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.61&CDS=1-5757	YOR191W
662	OG0000662	genemark-scaffold_1-processed-gene-8.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.11&CDS=1-1212	YAR003W
663	OG0000663	genemark-scaffold_1-processed-gene-8.39-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.39&CDS=1-1725	YPR145W
664	OG0000664	augustus_masked-scaffold_1-processed-gene-8.136-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.136&CDS=1-4215	YFR044C
665	OG0000665	maker-scaffold_1-augustus-gene-8.179-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.179&CDS=1-1410	YNL310C
666	OG0000666	genemark-scaffold_1-processed-gene-8.42-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.42&CDS=1-690	YOL135C
667	OG0000667	snap_masked-scaffold_1-processed-gene-8.85-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.85&CDS=1-333	YOL133W
668	OG0000668	genemark-scaffold_1-processed-gene-8.47-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.47&CDS=1-372	YGR081C
669	OG0000669	genemark-scaffold_1-processed-gene-8.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.19&CDS=1-498	YGR082W
670	OG0000670	genemark-scaffold_1-processed-gene-8.48-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.48&CDS=1-2757	YPR097W
671	OG0000671	genemark-scaffold_1-processed-gene-8.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.20&CDS=1-2571	YPR095C
672	OG0000672	augustus_masked-scaffold_1-processed-gene-8.166-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.166&CDS=1-321	YPR094W
673	OG0000673	genemark-scaffold_1-processed-gene-8.50-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.50&CDS=1-1668	YNR055C
674	OG0000674	augustus_masked-scaffold_1-processed-gene-8.169-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.169&CDS=1-3753	YHR128W
675	OG0000675	genemark-scaffold_1-processed-gene-8.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.25&CDS=1-2910	YJR041C
676	OG0000676	snap_masked-scaffold_1-processed-gene-8.96-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.96&CDS=1-4065	YOL021C
677	OG0000677	genemark-scaffold_1-processed-gene-8.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.28&CDS=1-2250	YFR009W
678	OG0000678	maker-scaffold_1-augustus-gene-8.176-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.176&CDS=1-2952	YJR040W
679	OG0000679	genemark-scaffold_1-processed-gene-8.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.31&CDS=1-1752	YEL023C
680	OG0000680	genemark-scaffold_1-processed-gene-8.55-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.55&CDS=1-480	YEL027W
681	OG0000681	augustus_masked-scaffold_1-processed-gene-8.152-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.152&CDS=1-714	YLR078C
682	OG0000682	genemark-scaffold_1-processed-gene-8.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.34&CDS=1-966	YGR042W
683	OG0000683	augustus_masked-scaffold_1-processed-gene-8.174-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.174&CDS=1-4089	YPR004C
684	OG0000684	genemark-scaffold_1-processed-gene-8.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.35&CDS=1-426	YPL059W
685	OG0000685	augustus_masked-scaffold_1-processed-gene-9.45-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.45&CDS=1-5211	YKL017C
686	OG0000686	genemark-scaffold_1-processed-gene-8.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.36&CDS=1-990	YKL018W
687	OG0000687	genemark-scaffold_1-processed-gene-9.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.13&CDS=1-3135	YGR274C
688	OG0000688	genemark-scaffold_1-processed-gene-9.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.7&CDS=1-897	YOR251C
689	OG0000689	snap_masked-scaffold_1-processed-gene-9.75-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.75&CDS=1-2877	YOR346W
690	OG0000690	genemark-scaffold_1-processed-gene-9.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.15&CDS=1-729	YAL049C
691	OG0000691	genemark-scaffold_1-processed-gene-9.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.30&CDS=1-381	YEL026W
692	OG0000692	genemark-scaffold_1-processed-gene-9.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.18&CDS=1-1173	YMR139W
693	OG0000693	snap_masked-scaffold_1-processed-gene-9.80-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.80&CDS=1-1506	YDR323C
694	OG0000694	genemark-scaffold_1-processed-gene-9.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.31&CDS=1-2070	YGL099W
695	OG0000695	snap_masked-scaffold_1-processed-gene-9.82-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.82&CDS=1-924	YGL136C
696	OG0000696	snap_masked-scaffold_1-processed-gene-9.83-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.83&CDS=1-435	YPL218W
697	OG0000697	snap_masked-scaffold_1-processed-gene-9.102-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.102&CDS=1-1248	YBR279W
698	OG0000698	snap_masked-scaffold_1-processed-gene-9.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.87&CDS=1-1041	YKL128C
699	OG0000699	maker-scaffold_1-augustus-gene-9.5-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.5&CDS=1-2670	YAL016W
700	OG0000700	maker-scaffold_1-augustus-gene-9.3-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.3&CDS=1-3135	YGL112C
701	OG0000701	snap_masked-scaffold_1-processed-gene-9.91-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.91&CDS=1-3129	YJL187C
702	OG0000702	snap_masked-scaffold_1-processed-gene-9.93-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.93&CDS=1-1629	YKR072C
703	OG0000703	maker-scaffold_1-augustus-gene-10.4-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.4&CDS=1-2307	YOR056C
704	OG0000704	genemark-scaffold_1-processed-gene-10.118-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.118&CDS=1-1023	YOR057W
705	OG0000705	snap_masked-scaffold_1-processed-gene-10.57-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.57&CDS=1-2439	YOR058C
706	OG0000706	snap_masked-scaffold_1-processed-gene-10.59-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.59&CDS=1-954	YKL033W
707	OG0000707	genemark-scaffold_1-processed-gene-10.122-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.122&CDS=1-390	YJL190C
708	OG0000708	maker-scaffold_1-snap-gene-10.110-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.110&CDS=1-1407	YOL132W
709	OG0000709	genemark-scaffold_1-processed-gene-10.153-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.153&CDS=1-570	YBR106W
710	OG0000710	genemark-scaffold_1-processed-gene-10.155-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.155&CDS=1-714	YNL213C
711	OG0000711	genemark-scaffold_1-processed-gene-10.127-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.127&CDS=1-2310	YNL212W
712	OG0000712	genemark-scaffold_1-processed-gene-10.128-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.128&CDS=1-852	YOR126C
713	OG0000713	snap_masked-scaffold_1-processed-gene-10.67-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.67&CDS=1-294	YDR377W
714	OG0000714	maker-scaffold_1-snap-gene-10.113-mRNA-1_1&gene=maker-scaffold_1-snap-gene-10.113&CDS=1-2349	YDR376W
715	OG0000715	augustus_masked-scaffold_1-processed-gene-10.18-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.18&CDS=1-846	YPR037C
716	OG0000716	genemark-scaffold_1-processed-gene-10.159-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.159&CDS=1-879	YJR088C
717	OG0000717	augustus_masked-scaffold_1-processed-gene-10.19-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.19&CDS=1-4899	YJR090C
718	OG0000718	augustus_masked-scaffold_1-processed-gene-10.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.41&CDS=1-3684	YPR041W
719	OG0000719	genemark-scaffold_1-processed-gene-10.163-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.163&CDS=1-1119	YPR035W
720	OG0000720	augustus_masked-scaffold_1-processed-gene-10.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.22&CDS=1-3915	YJR092W
721	OG0000721	genemark-scaffold_1-processed-gene-10.164-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.164&CDS=1-834	YJR093C
722	OG0000722	snap_masked-scaffold_1-processed-gene-10.77-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.77&CDS=1-1197	YDL033C
723	OG0000723	maker-scaffold_1-augustus-gene-10.1-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.1&CDS=1-1701	YLL050C
724	OG0000724	genemark-scaffold_1-processed-gene-10.166-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.166&CDS=1-1143	YLR113W
725	OG0000725	augustus_masked-scaffold_1-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.27&CDS=1-2655	YBR121C
726	OG0000726	genemark-scaffold_1-processed-gene-10.167-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.167&CDS=1-1683	YKL089W
727	OG0000727	genemark-scaffold_1-processed-gene-10.168-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.168&CDS=1-696	YKL009W
728	OG0000728	snap_masked-scaffold_1-processed-gene-10.85-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.85&CDS=1-4749	YKL010C
729	OG0000729	genemark-scaffold_1-processed-gene-10.147-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.147&CDS=1-4119	YNL088W
730	OG0000730	augustus_masked-scaffold_1-processed-gene-10.32-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.32&CDS=1-3864	YMR080C
731	OG0000731	maker-scaffold_1-snap-gene-11.51-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.51&CDS=1-2538	YDR005C
732	OG0000732	augustus_masked-scaffold_1-processed-gene-11.118-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.118&CDS=1-729	YDR007W
733	OG0000733	snap_masked-scaffold_1-processed-gene-11.23-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.23&CDS=1-1089	YGL211W
