	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035302_Candida_fragi
670	OG0000670	YBR154C	maker-flattened_line_78-snap-gene-0.103-mRNA-1_1&gene=maker-flattened_line_78-snap-gene-0.103&CDS=1-642
671	OG0000671	YBR155W	snap_masked-flattened_line_6-processed-gene-2.2-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.2&CDS=1-1170
672	OG0000672	YBR156C	augustus_masked-flattened_line_6-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.94&CDS=1-2541
673	OG0000673	YBR158W	snap_masked-flattened_line_112-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.18&CDS=1-1701
674	OG0000674	YBR159W	snap_masked-flattened_line_68-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.103&CDS=1-1023
675	OG0000675	YBR160W	maker-flattened_line_68-snap-gene-0.119-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.119&CDS=1-2283
676	OG0000676	YBR162C	snap_masked-flattened_line_30-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.90&CDS=1-1236
677	OG0000677	YBR162W-A	genemark-flattened_line_52-processed-gene-0.202-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.202&CDS=1-186
678	OG0000678	YBR163W	augustus_masked-flattened_line_8-processed-gene-3.46-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.46&CDS=1-1737
679	OG0000679	YBR164C	snap_masked-flattened_line_42-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.145&CDS=1-555
680	OG0000680	YBR166C	snap_masked-flattened_line_42-processed-gene-0.196-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.196&CDS=1-1308
681	OG0000681	YBR167C	snap_masked-flattened_line_58-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.152&CDS=1-477
682	OG0000682	YBR170C	snap_masked-flattened_line_6-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.55&CDS=1-1692
683	OG0000683	YBR171W	snap_masked-flattened_line_100-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.16&CDS=1-630
684	OG0000684	YBR173C	genemark-flattened_line_110-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_110-processed-gene-0.50&CDS=1-1554
685	OG0000685	YBR176W	snap_masked-flattened_line_98-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.108&CDS=1-936
686	OG0000686	YBR179C	snap_masked-flattened_line_28-processed-gene-1.260-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.260&CDS=1-2586
687	OG0000687	YBR182C	maker-flattened_line_6-snap-gene-3.209-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.209&CDS=1-1314
688	OG0000688	YBR185C	snap_masked-flattened_line_6-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.58&CDS=1-732
689	OG0000689	YBR187W	snap_masked-flattened_line_80-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.89&CDS=1-945
690	OG0000690	YBR192W	snap_masked-flattened_line_80-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.68&CDS=1-1119
691	OG0000691	YBR193C	snap_masked-flattened_line_80-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.69&CDS=1-636
692	OG0000692	YBR195C	snap_masked-flattened_line_82-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.62&CDS=1-1197
693	OG0000693	YBR196C	snap_masked-flattened_line_20-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.90&CDS=1-1653
694	OG0000694	YBR198C	snap_masked-flattened_line_50-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.150&CDS=1-2622
695	OG0000695	YBR199W	snap_masked-flattened_line_100-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_100-processed-gene-0.12&CDS=1-1395
696	OG0000696	YBR200W	snap_masked-flattened_line_60-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.59&CDS=1-1893
697	OG0000697	YBR202W	snap_masked-flattened_line_90-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.33&CDS=1-2307
698	OG0000698	YBR203W	maker-flattened_line_26-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-0.111&CDS=1-1809
699	OG0000699	YBR208C	snap_masked-flattened_line_38-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.47&CDS=1-5457
700	OG0000700	YBR212W	maker-flattened_line_22-snap-gene-0.37-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-0.37&CDS=1-1647
701	OG0000701	YBR213W	snap_masked-flattened_line_22-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.21&CDS=1-810
702	OG0000702	YBR215W	snap_masked-flattened_line_32-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.58&CDS=1-1548
703	OG0000703	YBR217W	augustus_masked-flattened_line_32-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.97&CDS=1-342
704	OG0000704	YBR218C	snap_masked-flattened_line_12-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.76&CDS=1-3528
705	OG0000705	YBR220C	snap_masked-flattened_line_12-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.70&CDS=1-1662
706	OG0000706	YBR221C	snap_masked-flattened_line_12-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.71&CDS=1-1131
707	OG0000707	YBR222C	snap_masked-flattened_line_148-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_148-processed-gene-0.0&CDS=1-1554
708	OG0000708	YBR229C	snap_masked-flattened_line_18-processed-gene-2.102-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.102&CDS=1-2790
709	OG0000709	YBR233W-A	snap_masked-flattened_line_20-processed-gene-1.86-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.86&CDS=1-390
710	OG0000710	YBR234C	snap_masked-flattened_line_20-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.62&CDS=1-1119
711	OG0000711	YBR235W	snap_masked-flattened_line_0-processed-gene-1.70-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.70&CDS=1-3738
712	OG0000712	YBR236C	snap_masked-flattened_line_0-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.56&CDS=1-1563
713	OG0000713	YBR239C	maker-flattened_line_12-snap-gene-2.93-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.93&CDS=1-1416
714	OG0000714	YBR243C	snap_masked-flattened_line_32-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.111&CDS=1-1422
715	OG0000715	YBR246W	augustus_masked-flattened_line_32-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.155&CDS=1-990
716	OG0000716	YBR247C	snap_masked-flattened_line_22-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.114&CDS=1-1299
717	OG0000717	YBR248C	snap_masked-flattened_line_22-processed-gene-1.112-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.112&CDS=1-1764
718	OG0000718	YBR251W	maker-flattened_line_18-snap-gene-0.127-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.127&CDS=1-1032
719	OG0000719	YBR254C	snap_masked-flattened_line_30-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.121&CDS=1-543
720	OG0000720	YBR255W	augustus_masked-flattened_line_30-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-1.193&CDS=1-2142
721	OG0000721	YBR256C	snap_masked-flattened_line_14-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.144&CDS=1-690
722	OG0000722	YBR257W	augustus_masked-flattened_line_26-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.113&CDS=1-822
723	OG0000723	YBR260C	snap_masked-flattened_line_4-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.94&CDS=1-1935
724	OG0000724	YBR261C	snap_masked-flattened_line_22-processed-gene-2.112-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-2.112&CDS=1-750
725	OG0000725	YBR265W	snap_masked-flattened_line_172-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_172-processed-gene-0.21&CDS=1-924
726	OG0000726	YBR267W	snap_masked-flattened_line_22-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.25&CDS=1-1218
727	OG0000727	YBR268W	snap_masked-flattened_line_54-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.75&CDS=1-285
728	OG0000728	YBR269C	snap_masked-flattened_line_26-processed-gene-1.31-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.31&CDS=1-330
729	OG0000729	YBR271W	snap_masked-flattened_line_26-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.67&CDS=1-1239
730	OG0000730	YBR276C	augustus_masked-flattened_line_8-processed-gene-2.24-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.24&CDS=1-2757
731	OG0000731	YBR279W	snap_masked-flattened_line_54-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.120&CDS=1-1329
732	OG0000732	YBR280C	snap_masked-flattened_line_14-processed-gene-2.122-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.122&CDS=1-1743
733	OG0000733	YBR281C	snap_masked-flattened_line_14-processed-gene-2.96-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.96&CDS=1-2901
734	OG0000734	YBR282W	snap_masked-flattened_line_10-processed-gene-2.51-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.51&CDS=1-513
735	OG0000735	YBR283C	snap_masked-flattened_line_68-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.90&CDS=1-1473
736	OG0000736	YBR286W	augustus_masked-flattened_line_12-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.12&CDS=1-1575
737	OG0000737	YBR287W	maker-flattened_line_88-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_88-snap-gene-0.0&CDS=1-1941
738	OG0000738	YBR288C	snap_masked-flattened_line_40-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-1.67&CDS=1-1389
739	OG0000739	YBR290W	snap_masked-flattened_line_0-processed-gene-4.81-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.81&CDS=1-1170
740	OG0000740	YBR291C	snap_masked-flattened_line_0-processed-gene-4.62-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.62&CDS=1-876
741	OG0000741	YBR296C	snap_masked-flattened_line_102-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.7&CDS=1-1716
742	OG0000742	YCL004W	snap_masked-flattened_line_68-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.96&CDS=1-1662
743	OG0000743	YCL005W-A	augustus_masked-flattened_line_4-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.46&CDS=1-210
744	OG0000744	YCL009C	snap_masked-flattened_line_96-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.17&CDS=1-885
745	OG0000745	YCL010C	maker-flattened_line_68-augustus-gene-0.56-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.56&CDS=1-1887
746	OG0000746	YCL014W	augustus_masked-flattened_line_68-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.131&CDS=1-3903
747	OG0000747	YCL017C	augustus_masked-flattened_line_68-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.151&CDS=1-1419
748	OG0000748	YCL018W	snap_masked-flattened_line_68-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.98&CDS=1-1122
749	OG0000749	YCL029C	maker-flattened_line_74-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_74-snap-gene-0.51&CDS=1-2019
750	OG0000750	YCL030C	snap_masked-flattened_line_20-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.83&CDS=1-2568
751	OG0000751	YCL031C	snap_masked-flattened_line_4-processed-gene-4.39-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.39&CDS=1-843
752	OG0000752	YCL032W	genemark-flattened_line_92-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.100&CDS=1-1431
753	OG0000753	YCL033C	augustus_masked-flattened_line_14-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.81&CDS=1-444
754	OG0000754	YCL034W	snap_masked-flattened_line_94-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.36&CDS=1-1380
755	OG0000755	YCL039W	snap_masked-flattened_line_96-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.8&CDS=1-2079
756	OG0000756	YCL043C	snap_masked-flattened_line_96-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.26&CDS=1-1611
757	OG0000757	YCL044C	snap_masked-flattened_line_8-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.90&CDS=1-987
758	OG0000758	YCL045C	snap_masked-flattened_line_8-processed-gene-1.110-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.110&CDS=1-2727
759	OG0000759	YCL047C	snap_masked-flattened_line_8-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.119&CDS=1-837
760	OG0000760	YCL052C	snap_masked-flattened_line_14-processed-gene-2.140-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.140&CDS=1-1419
761	OG0000761	YCL054W	snap_masked-flattened_line_124-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_124-processed-gene-0.24&CDS=1-2505
762	OG0000762	YCL055W	snap_masked-flattened_line_60-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.5&CDS=1-1023
763	OG0000763	YCL057C-A	snap_masked-flattened_line_96-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.3&CDS=1-246
764	OG0000764	YCL059C	snap_masked-flattened_line_94-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.27&CDS=1-1071
765	OG0000765	YCL061C	snap_masked-flattened_line_94-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.3&CDS=1-3294
766	OG0000766	YCR002C	snap_masked-flattened_line_20-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.119&CDS=1-999
767	OG0000767	YCR003W	snap_masked-flattened_line_20-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.98&CDS=1-567
768	OG0000768	YCR009C	augustus_masked-flattened_line_4-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.70&CDS=1-795
769	OG0000769	YCR011C	maker-flattened_line_68-augustus-gene-0.58-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.58&CDS=1-6483
770	OG0000770	YCR012W	augustus_masked-flattened_line_4-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.69&CDS=1-1269
771	OG0000771	YCR016W	snap_masked-flattened_line_46-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.40&CDS=1-1098
772	OG0000772	YCR017C	snap_masked-flattened_line_8-processed-gene-2.59-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.59&CDS=1-2859
773	OG0000773	YCR019W	snap_masked-flattened_line_10-processed-gene-2.89-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.89&CDS=1-1053
774	OG0000774	YCR020C	snap_masked-flattened_line_142-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.0&CDS=1-681
775	OG0000775	YCR021C	snap_masked-flattened_line_44-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.209&CDS=1-963
776	OG0000776	YCR023C	maker-flattened_line_20-snap-gene-2.45-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-2.45&CDS=1-3354
777	OG0000777	YCR024C	augustus_masked-flattened_line_86-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.26&CDS=1-1443
778	OG0000778	YCR028C	snap_masked-flattened_line_86-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.86&CDS=1-1428
779	OG0000779	YCR028C-A	snap_masked-flattened_line_62-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.145&CDS=1-393
780	OG0000780	YCR030C	augustus_masked-flattened_line_54-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.144&CDS=1-4284
781	OG0000781	YCR032W	augustus_masked-flattened_line_106-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.46&CDS=1-6834
782	OG0000782	YCR033W	snap_masked-flattened_line_78-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.70&CDS=1-3390
783	OG0000783	YCR034W	snap_masked-flattened_line_78-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.85&CDS=1-990
784	OG0000784	YCR035C	snap_masked-flattened_line_106-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.24&CDS=1-981
785	OG0000785	YCR042C	snap_masked-flattened_line_144-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_144-processed-gene-0.9&CDS=1-4362
786	OG0000786	YCR044C	augustus_masked-flattened_line_96-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.71&CDS=1-1032
787	OG0000787	YCR045C	snap_masked-flattened_line_10-processed-gene-2.25-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.25&CDS=1-1215
788	OG0000788	YCR046C	maker-flattened_line_36-augustus-gene-0.145-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.145&CDS=1-504
789	OG0000789	YCR047C	snap_masked-flattened_line_36-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.4&CDS=1-807
790	OG0000790	YCR051W	snap_masked-flattened_line_36-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.28&CDS=1-711
791	OG0000791	YCR053W	snap_masked-flattened_line_26-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.58&CDS=1-1539
792	OG0000792	YCR054C	augustus_masked-flattened_line_26-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.93&CDS=1-1593
793	OG0000793	YCR057C	snap_masked-flattened_line_10-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.28&CDS=1-2760
794	OG0000794	YCR059C	maker-flattened_line_10-snap-gene-2.200-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-2.200&CDS=1-861
795	OG0000795	YCR060W	augustus_masked-flattened_line_10-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.172&CDS=1-984
796	OG0000796	YCR061W	snap_masked-flattened_line_20-processed-gene-2.0-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.0&CDS=1-1797
797	OG0000797	YCR063W	snap_masked-flattened_line_0-processed-gene-4.60-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.60&CDS=1-453
798	OG0000798	YCR066W	snap_masked-flattened_line_20-processed-gene-2.21-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.21&CDS=1-1221
799	OG0000799	YCR068W	snap_masked-flattened_line_20-processed-gene-2.37-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.37&CDS=1-1749
800	OG0000800	YCR071C	snap_masked-flattened_line_32-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.69&CDS=1-378
801	OG0000801	YCR072C	snap_masked-flattened_line_32-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.67&CDS=1-1518
802	OG0000802	YCR077C	augustus_masked-flattened_line_128-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.17&CDS=1-1833
803	OG0000803	YCR079W	genemark-flattened_line_2-processed-gene-3.58-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.58&CDS=1-1341
804	OG0000804	YCR081W	augustus_masked-flattened_line_32-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.105&CDS=1-3855
805	OG0000805	YCR084C	snap_masked-flattened_line_46-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.71&CDS=1-1830
806	OG0000806	YCR086W	snap_masked-flattened_line_46-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.72&CDS=1-768
807	OG0000807	YCR088W	snap_masked-flattened_line_42-processed-gene-0.140-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.140&CDS=1-1914
808	OG0000808	YCR090C	augustus_masked-flattened_line_26-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.85&CDS=1-486
