	OrthologID	Saccharomyces_cerevisiae	yHAB134_Kazachstania_turicensis
685	OG0000685	YBR165W	augustus_masked-scf7180000049586-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.23&CDS=1-711
686	OG0000686	YBR166C	snap_masked-scf7180000049586-processed-gene-3.191-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-3.191&CDS=1-1347
687	OG0000687	YBR167C	snap_masked-scf7180000049586-processed-gene-3.192-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-3.192&CDS=1-438
688	OG0000688	YBR168W	snap_masked-scf7180000049586-processed-gene-3.164-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-3.164&CDS=1-885
689	OG0000689	YBR170C	augustus_masked-scf7180000049586-processed-gene-3.51-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.51&CDS=1-1836
690	OG0000690	YBR171W	augustus_masked-scf7180000049586-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.24&CDS=1-681
691	OG0000691	YBR173C	augustus_masked-scf7180000049586-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.53&CDS=1-453
692	OG0000692	YBR176W	maker-scf7180000049586-augustus-gene-3.1-mRNA-1_1&gene=maker-scf7180000049586-augustus-gene-3.1&CDS=1-1659
693	OG0000693	YBR179C	augustus_masked-scf7180000049586-processed-gene-3.55-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.55&CDS=1-2643
694	OG0000694	YBR185C	snap_masked-scf7180000049586-processed-gene-3.203-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-3.203&CDS=1-834
695	OG0000695	YBR186W	genemark-scf7180000049580-processed-gene-0.95-mRNA-1_1&gene=genemark-scf7180000049580-processed-gene-0.95&CDS=1-1176
696	OG0000696	YBR187W	augustus_masked-scf7180000049586-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.28&CDS=1-876
697	OG0000697	YBR192W	augustus_masked-scf7180000049586-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.31&CDS=1-1125
698	OG0000698	YBR193C	augustus_masked-scf7180000049586-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.61&CDS=1-702
699	OG0000699	YBR195C	augustus_masked-scf7180000049586-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.62&CDS=1-1245
700	OG0000700	YBR196C	augustus_masked-scf7180000049586-processed-gene-3.63-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.63&CDS=1-1671
701	OG0000701	YBR198C	maker-scf7180000049586-snap-gene-3.142-mRNA-1_1&gene=maker-scf7180000049586-snap-gene-3.142&CDS=1-2679
702	OG0000702	YBR199W	augustus_masked-scf7180000049586-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.32&CDS=1-1455
703	OG0000703	YBR200W	augustus_masked-scf7180000049586-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.33&CDS=1-1785
704	OG0000704	YBR201W	augustus_masked-scf7180000049586-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.34&CDS=1-711
705	OG0000705	YBR202W	augustus_masked-scf7180000049586-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.35&CDS=1-2496
706	OG0000706	YBR203W	augustus_masked-scf7180000049586-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.36&CDS=1-2841
707	OG0000707	YBR204C	snap_masked-scf7180000049586-processed-gene-3.210-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-3.210&CDS=1-1068
708	OG0000708	YBR205W	augustus_masked-scf7180000049586-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.37&CDS=1-1290
709	OG0000709	YBR207W	augustus_masked-scf7180000049586-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-3.38&CDS=1-1350
710	OG0000710	YBR208C	maker-scf7180000049586-augustus-gene-3.4-mRNA-1_1&gene=maker-scf7180000049586-augustus-gene-3.4&CDS=1-5157
711	OG0000711	YBR211C	snap_masked-scf7180000049477-processed-gene-0.30-mRNA-1_1&gene=snap_masked-scf7180000049477-processed-gene-0.30&CDS=1-942
712	OG0000712	YBR212W	augustus_masked-scf7180000049477-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scf7180000049477-processed-gene-0.56&CDS=1-1170
713	OG0000713	YBR213W	augustus_masked-scf7180000049477-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-scf7180000049477-processed-gene-0.57&CDS=1-807
714	OG0000714	YBR214W	snap_masked-scf7180000049477-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000049477-processed-gene-0.18&CDS=1-1635
715	OG0000715	YBR215W	snap_masked-scf7180000049477-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000049477-processed-gene-0.19&CDS=1-1512
716	OG0000716	YBR217W	augustus_masked-scf7180000049477-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-scf7180000049477-processed-gene-0.59&CDS=1-543
717	OG0000717	YBR220C	augustus_masked-scf7180000049477-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000049477-processed-gene-0.73&CDS=1-1824
718	OG0000718	YBR221C	augustus_masked-scf7180000049477-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000049477-processed-gene-0.74&CDS=1-1128
719	OG0000719	YBR222C	augustus_masked-scf7180000049477-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000049477-processed-gene-0.75&CDS=1-1632
720	OG0000720	YBR223C	snap_masked-scf7180000049477-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000049477-processed-gene-0.36&CDS=1-1707
721	OG0000721	YBR225W	augustus_masked-scf7180000049477-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000049477-processed-gene-0.60&CDS=1-2454
722	OG0000722	YBR227C	maker-scf7180000049477-augustus-gene-0.43-mRNA-1_1&gene=maker-scf7180000049477-augustus-gene-0.43&CDS=1-1482
723	OG0000723	YBR228W	augustus_masked-scf7180000049477-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000049477-processed-gene-0.61&CDS=1-927
724	OG0000724	YBR229C	augustus_masked-scf7180000049477-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scf7180000049477-processed-gene-0.78&CDS=1-2880
725	OG0000725	YBR230C	augustus_masked-scf7180000049477-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000049477-processed-gene-0.79&CDS=1-510
726	OG0000726	YBR231C	snap_masked-scf7180000049588-processed-gene-1.100-mRNA-1_1&gene=snap_masked-scf7180000049588-processed-gene-1.100&CDS=1-903
727	OG0000727	YBR233W	genemark-scf7180000049514-processed-gene-0.84-mRNA-1_1&gene=genemark-scf7180000049514-processed-gene-0.84&CDS=1-1482
728	OG0000728	YBR233W-A	augustus_masked-scf7180000049514-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.122&CDS=1-267
729	OG0000729	YBR234C	augustus_masked-scf7180000049514-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-scf7180000049514-processed-gene-0.103&CDS=1-1140
730	OG0000730	YBR235W	augustus_masked-scf7180000049588-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.30&CDS=1-3336
731	OG0000731	YBR236C	augustus_masked-scf7180000049588-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.11&CDS=1-1266
732	OG0000732	YBR237W	augustus_masked-scf7180000049588-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.29&CDS=1-2583
733	OG0000733	YBR238C	augustus_masked-scf7180000049588-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.10&CDS=1-2481
734	OG0000734	YBR239C	augustus_masked-scf7180000049588-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.6&CDS=1-1530
735	OG0000735	YBR241C	augustus_masked-scf7180000049588-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-1.5&CDS=1-1395
736	OG0000736	YBR243C	augustus_masked-scf7180000049588-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-0.18&CDS=1-1413
737	OG0000737	YBR246W	augustus_masked-scf7180000049588-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-0.33&CDS=1-1131
738	OG0000738	YBR247C	augustus_masked-scf7180000049588-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049588-processed-gene-0.16&CDS=1-1431
739	OG0000739	YBR248C	maker-scf7180000049588-snap-gene-0.76-mRNA-1_1&gene=maker-scf7180000049588-snap-gene-0.76&CDS=1-2724
740	OG0000740	YBR250W	snap_masked-scf7180000049555-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scf7180000049555-processed-gene-0.86&CDS=1-1542
741	OG0000741	YBR251W	snap_masked-scf7180000049538-processed-gene-1.130-mRNA-1_1&gene=snap_masked-scf7180000049538-processed-gene-1.130&CDS=1-936
742	OG0000742	YBR253W	augustus_masked-scf7180000049465-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-scf7180000049465-processed-gene-0.61&CDS=1-396
743	OG0000743	YBR254C	augustus_masked-scf7180000049465-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-scf7180000049465-processed-gene-0.52&CDS=1-573
744	OG0000744	YBR255C-A	maker-scf7180000049465-augustus-gene-0.34-mRNA-1_1&gene=maker-scf7180000049465-augustus-gene-0.34&CDS=1-366
745	OG0000745	YBR255W	augustus_masked-scf7180000049465-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000049465-processed-gene-0.60&CDS=1-2310
746	OG0000746	YBR256C	augustus_masked-scf7180000049465-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-scf7180000049465-processed-gene-0.49&CDS=1-705
747	OG0000747	YBR257W	augustus_masked-scf7180000049586-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-scf7180000049586-processed-gene-2.47&CDS=1-846
748	OG0000748	YBR258C	augustus_masked-scf7180000049493-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.112&CDS=1-405
749	OG0000749	YBR260C	augustus_masked-scf7180000049493-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.111&CDS=1-2154
750	OG0000750	YBR261C	augustus_masked-scf7180000049493-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.110&CDS=1-711
751	OG0000751	YBR262C	augustus_masked-scf7180000049493-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.109&CDS=1-309
752	OG0000752	YBR263W	augustus_masked-scf7180000049493-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.139&CDS=1-1512
753	OG0000753	YBR267W	maker-scf7180000049493-augustus-gene-1.147-mRNA-1_1&gene=maker-scf7180000049493-augustus-gene-1.147&CDS=1-2322
754	OG0000754	YBR268W	augustus_masked-scf7180000049493-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.105&CDS=1-360
755	OG0000755	YBR270C	augustus_masked-scf7180000049493-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.135&CDS=1-1950
756	OG0000756	YBR271W	augustus_masked-scf7180000049493-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.106&CDS=1-1260
757	OG0000757	YBR272C	augustus_masked-scf7180000049493-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.136&CDS=1-1512
758	OG0000758	YBR273C	snap_masked-scf7180000049586-processed-gene-2.4-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-2.4&CDS=1-792
759	OG0000759	YBR274W	augustus_masked-scf7180000049493-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.107&CDS=1-1752
760	OG0000760	YBR276C	augustus_masked-scf7180000049493-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.101&CDS=1-2601
761	OG0000761	YBR279W	augustus_masked-scf7180000049493-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.132&CDS=1-1272
762	OG0000762	YBR281C	snap_masked-scf7180000049493-processed-gene-1.29-mRNA-1_1&gene=snap_masked-scf7180000049493-processed-gene-1.29&CDS=1-4101
763	OG0000763	YBR282W	augustus_masked-scf7180000049493-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.131&CDS=1-438
764	OG0000764	YBR283C	augustus_masked-scf7180000049493-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.98&CDS=1-1470
765	OG0000765	YBR286W	augustus_masked-scf7180000049493-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.129&CDS=1-1668
766	OG0000766	YBR287W	augustus_masked-scf7180000049493-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-scf7180000049493-processed-gene-1.128&CDS=1-1299
767	OG0000767	YBR288C	snap_masked-scf7180000049432-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000049432-processed-gene-0.21&CDS=1-1578
768	OG0000768	YBR289W	augustus_masked-scf7180000049432-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049432-processed-gene-0.16&CDS=1-2865
769	OG0000769	YBR290W	augustus_masked-scf7180000049432-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049432-processed-gene-0.15&CDS=1-966
770	OG0000770	YBR291C	augustus_masked-scf7180000049432-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000049432-processed-gene-0.11&CDS=1-897
771	OG0000771	YCL001W	augustus_masked-scf7180000049521-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000049521-processed-gene-0.12&CDS=1-564
772	OG0000772	YCL002C	snap_masked-scf7180000049327-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000049327-processed-gene-0.4&CDS=1-498
773	OG0000773	YCL004W	augustus_masked-scf7180000049327-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049327-processed-gene-0.8&CDS=1-1575
774	OG0000774	YCL008C	augustus_masked-scf7180000049329-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049329-processed-gene-0.1&CDS=1-1155
775	OG0000775	YCL009C	augustus_masked-scf7180000049329-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049329-processed-gene-0.2&CDS=1-912
776	OG0000776	YCL010C	augustus_masked-scf7180000049509-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-scf7180000049509-processed-gene-0.22&CDS=1-828
777	OG0000777	YCL012C	augustus_masked-scf7180000049521-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000049521-processed-gene-0.13&CDS=1-402
778	OG0000778	YCL014W	augustus_masked-scf7180000049509-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000049509-processed-gene-0.18&CDS=1-5076
779	OG0000779	YCL016C	snap_masked-scf7180000049509-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000049509-processed-gene-0.9&CDS=1-1143
780	OG0000780	YCL017C	genemark-scf7180000049509-processed-gene-0.31-mRNA-1_1&gene=genemark-scf7180000049509-processed-gene-0.31&CDS=1-1515
781	OG0000781	YCL018W	augustus_masked-scf7180000049509-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000049509-processed-gene-0.17&CDS=1-1092
782	OG0000782	YCL027W	augustus_masked-scf7180000049570-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000049570-processed-gene-0.16&CDS=1-1377
783	OG0000783	YCL029C	augustus_masked-scf7180000049497-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-scf7180000049497-processed-gene-0.35&CDS=1-1254
784	OG0000784	YCL030C	augustus_masked-scf7180000049497-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000049497-processed-gene-0.36&CDS=1-2379
785	OG0000785	YCL031C	augustus_masked-scf7180000049497-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000049497-processed-gene-0.38&CDS=1-912
786	OG0000786	YCL032W	augustus_masked-scf7180000049497-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-scf7180000049497-processed-gene-0.45&CDS=1-1152
787	OG0000787	YCL033C	augustus_masked-scf7180000049497-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000049497-processed-gene-0.39&CDS=1-402
788	OG0000788	YCL034W	maker-scf7180000049497-snap-gene-0.18-mRNA-1_1&gene=maker-scf7180000049497-snap-gene-0.18&CDS=1-966
789	OG0000789	YCL037C	maker-scf7180000049497-augustus-gene-0.49-mRNA-1_1&gene=maker-scf7180000049497-augustus-gene-0.49&CDS=1-1314
790	OG0000790	YCL038C	augustus_masked-scf7180000049497-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000049497-processed-gene-0.41&CDS=1-1563
791	OG0000791	YCL039W	augustus_masked-scf7180000049497-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-scf7180000049497-processed-gene-0.48&CDS=1-501
792	OG0000792	YCL040W	genemark-scf7180000049437-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000049437-processed-gene-0.2&CDS=1-1461
793	OG0000793	YCL043C	augustus_masked-scf7180000049337-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000049337-processed-gene-0.8&CDS=1-1593
794	OG0000794	YCL044C	snap_masked-scf7180000049337-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000049337-processed-gene-0.13&CDS=1-1362
795	OG0000795	YCL045C	snap_masked-scf7180000049337-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000049337-processed-gene-0.11&CDS=1-1563
796	OG0000796	YCL047C	augustus_masked-scf7180000049337-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049337-processed-gene-0.6&CDS=1-828
797	OG0000797	YCL050C	augustus_masked-scf7180000049550-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000049550-processed-gene-0.4&CDS=1-954
798	OG0000798	YCL052C	snap_masked-scf7180000048632-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000048632-processed-gene-0.4&CDS=1-1344
799	OG0000799	YCL054W	augustus_masked-scf7180000048632-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000048632-processed-gene-0.1&CDS=1-2526
800	OG0000800	YCL064C	augustus_masked-scf7180000049531-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000049531-processed-gene-0.6&CDS=1-1095
801	OG0000801	YCL074W	augustus_masked-scf7180000049589-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000049589-processed-gene-0.18&CDS=1-477
802	OG0000802	YCL075W	snap_masked-scf7180000049417-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000049417-processed-gene-0.3&CDS=1-297
803	OG0000803	YCR002C	augustus_masked-scf7180000049327-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000049327-processed-gene-0.10&CDS=1-969
804	OG0000804	YCR003W	augustus_masked-scf7180000049335-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000049335-processed-gene-0.3&CDS=1-438
805	OG0000805	YCR004C	augustus_masked-scf7180000049335-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000049335-processed-gene-0.2&CDS=1-789
806	OG0000806	YCR008W	augustus_masked-scf7180000049552-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.28&CDS=1-1890
807	OG0000807	YCR009C	augustus_masked-scf7180000049552-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000049552-processed-gene-0.15&CDS=1-795
808	OG0000808	YCR011C	snap_masked-scf7180000049525-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000049525-processed-gene-0.50&CDS=1-4167
809	OG0000809	YCR014C	snap_masked-scf7180000049525-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scf7180000049525-processed-gene-0.51&CDS=1-1476
810	OG0000810	YCR015C	augustus_masked-scf7180000049521-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000049521-processed-gene-0.1&CDS=1-927
811	OG0000811	YCR016W	augustus_masked-scf7180000049521-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000049521-processed-gene-0.9&CDS=1-843
812	OG0000812	YCR017C	snap_masked-scf7180000049525-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000049525-processed-gene-0.52&CDS=1-2850
813	OG0000813	YCR019W	augustus_masked-scf7180000049525-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.152&CDS=1-1032
814	OG0000814	YCR020C	snap_masked-scf7180000049525-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000049525-processed-gene-0.53&CDS=1-648
815	OG0000815	YCR020C-A	snap_masked-scf7180000049525-processed-gene-0.54-mRNA-1_1&gene=snap_masked-scf7180000049525-processed-gene-0.54&CDS=1-270
816	OG0000816	YCR020W-B	snap_masked-scf7180000049525-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000049525-processed-gene-0.17&CDS=1-189
817	OG0000817	YCR024C	augustus_masked-scf7180000049525-processed-gene-0.154-mRNA-1_1&gene=augustus_masked-scf7180000049525-processed-gene-0.154&CDS=1-1443
818	OG0000818	YCR028C	snap_masked-scf7180000049574-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scf7180000049574-processed-gene-0.113&CDS=1-1563
819	OG0000819	YCR031C	snap_masked-scf7180000049525-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000049525-processed-gene-0.42&CDS=1-405
820	OG0000820	YCR032W	snap_masked-scf7180000049586-processed-gene-1.97-mRNA-1_1&gene=snap_masked-scf7180000049586-processed-gene-1.97&CDS=1-5583
