	OrthologID	Saccharomyces_cerevisiae	Spathaspora_hagerdaliae
694	OG0000694	YBR082C	snap_masked-LQHL01001440.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LQHL01001440.1-processed-gene-0.5&CDS=1-441
695	OG0000695	YBR083W	augustus_masked-LQHL01001871.1-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-LQHL01001871.1-processed-gene-0.145&CDS=1-1980
696	OG0000696	YBR085W	genemark-LQHL01001869.1-processed-gene-0.49-mRNA-1_1&gene=genemark-LQHL01001869.1-processed-gene-0.49&CDS=1-900
697	OG0000697	YBR086C	maker-LQHL01001341.1-augustus-gene-0.6-mRNA-1_1&gene=maker-LQHL01001341.1-augustus-gene-0.6&CDS=1-2409
698	OG0000698	YBR087W	genemark-LQHL01001851.1-processed-gene-0.85-mRNA-1_1&gene=genemark-LQHL01001851.1-processed-gene-0.85&CDS=1-1089
699	OG0000699	YBR088C	genemark-LQHL01001752.1-processed-gene-0.31-mRNA-1_1&gene=genemark-LQHL01001752.1-processed-gene-0.31&CDS=1-777
700	OG0000700	YBR094W	genemark-LQHL01001752.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQHL01001752.1-processed-gene-0.24&CDS=1-2121
701	OG0000701	YBR096W	snap_masked-LQHL01001588.1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-LQHL01001588.1-processed-gene-0.15&CDS=1-720
702	OG0000702	YBR101C	genemark-LQHL01001481.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQHL01001481.1-processed-gene-0.5&CDS=1-861
703	OG0000703	YBR102C	snap_masked-LQHL01001592.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQHL01001592.1-processed-gene-0.1&CDS=1-2259
704	OG0000704	YBR103W	genemark-LQHL01001592.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQHL01001592.1-processed-gene-0.14&CDS=1-1866
705	OG0000705	YBR106W	genemark-LQHL01001798.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.2&CDS=1-573
706	OG0000706	YBR109C	augustus_masked-LQHL01001838.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LQHL01001838.1-processed-gene-0.49&CDS=1-447
707	OG0000707	YBR110W	augustus_masked-LQHL01001458.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQHL01001458.1-processed-gene-0.7&CDS=1-1377
708	OG0000708	YBR111C	genemark-LQHL01001679.1-processed-gene-0.31-mRNA-1_1&gene=genemark-LQHL01001679.1-processed-gene-0.31&CDS=1-678
709	OG0000709	YBR111W-A	snap_masked-LQHL01001679.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LQHL01001679.1-processed-gene-0.7&CDS=1-288
710	OG0000710	YBR112C	genemark-LQHL01001679.1-processed-gene-0.28-mRNA-1_1&gene=genemark-LQHL01001679.1-processed-gene-0.28&CDS=1-2958
711	OG0000711	YBR114W	genemark-LQHL01001804.1-processed-gene-0.62-mRNA-1_1&gene=genemark-LQHL01001804.1-processed-gene-0.62&CDS=1-2532
712	OG0000712	YBR115C	genemark-LQHL01001804.1-processed-gene-0.61-mRNA-1_1&gene=genemark-LQHL01001804.1-processed-gene-0.61&CDS=1-4215
713	OG0000713	YBR120C	genemark-LQHL01001538.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQHL01001538.1-processed-gene-0.0&CDS=1-336
714	OG0000714	YBR121C	genemark-LQHL01001870.1-processed-gene-0.30-mRNA-1_1&gene=genemark-LQHL01001870.1-processed-gene-0.30&CDS=1-1950
715	OG0000715	YBR122C	genemark-LQHL01001446.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001446.1-processed-gene-0.4&CDS=1-447
716	OG0000716	YBR123C	maker-LQHL01001621.1-augustus-gene-0.0-mRNA-1_1&gene=maker-LQHL01001621.1-augustus-gene-0.0&CDS=1-2100
717	OG0000717	YBR125C	genemark-LQHL01001849.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQHL01001849.1-processed-gene-0.21&CDS=1-999
718	OG0000718	YBR126C	snap_masked-LQHL01001849.1-processed-gene-0.39-mRNA-1_1&gene=snap_masked-LQHL01001849.1-processed-gene-0.39&CDS=1-1434
719	OG0000719	YBR127C	augustus_masked-LQHL01001849.1-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-LQHL01001849.1-processed-gene-0.82&CDS=1-2928
720	OG0000720	YBR131W	genemark-LQHL01001750.1-processed-gene-0.38-mRNA-1_1&gene=genemark-LQHL01001750.1-processed-gene-0.38&CDS=1-2121
721	OG0000721	YBR133C	snap_masked-LQHL01001367.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQHL01001367.1-processed-gene-0.0&CDS=1-1497
722	OG0000722	YBR135W	genemark-LQHL01001495.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001495.1-processed-gene-0.12&CDS=1-306
723	OG0000723	YBR136W	augustus_masked-LQHL01001495.1-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-LQHL01001495.1-processed-gene-0.8&CDS=1-7203
724	OG0000724	YBR137W	genemark-LQHL01001862.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001862.1-processed-gene-0.6&CDS=1-483
725	OG0000725	YBR139W	genemark-LQHL01001855.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQHL01001855.1-processed-gene-0.29&CDS=1-1599
726	OG0000726	YBR141C	genemark-LQHL01001772.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQHL01001772.1-processed-gene-0.5&CDS=1-1005
727	OG0000727	YBR142W	genemark-LQHL01001772.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001772.1-processed-gene-0.15&CDS=1-2358
728	OG0000728	YBR143C	genemark-LQHL01001772.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001772.1-processed-gene-0.4&CDS=1-1314
729	OG0000729	YBR146W	genemark-LQHL01001785.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQHL01001785.1-processed-gene-0.33&CDS=1-918
730	OG0000730	YBR151W	genemark-LQHL01001508.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQHL01001508.1-processed-gene-0.18&CDS=1-870
731	OG0000731	YBR153W	maker-LQHL01001785.1-augustus-gene-0.2-mRNA-1_1&gene=maker-LQHL01001785.1-augustus-gene-0.2&CDS=1-1329
732	OG0000732	YBR154C	genemark-LQHL01001785.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQHL01001785.1-processed-gene-0.29&CDS=1-642
733	OG0000733	YBR155W	genemark-LQHL01001831.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001831.1-processed-gene-0.4&CDS=1-1203
734	OG0000734	YBR158W	genemark-LQHL01001751.1-processed-gene-0.29-mRNA-1_1&gene=genemark-LQHL01001751.1-processed-gene-0.29&CDS=1-1713
735	OG0000735	YBR159W	genemark-LQHL01001812.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQHL01001812.1-processed-gene-0.25&CDS=1-1047
736	OG0000736	YBR160W	genemark-LQHL01001812.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQHL01001812.1-processed-gene-0.23&CDS=1-960
737	OG0000737	YBR162C	genemark-LQHL01001848.1-processed-gene-0.80-mRNA-1_1&gene=genemark-LQHL01001848.1-processed-gene-0.80&CDS=1-1299
738	OG0000738	YBR162W-A	genemark-LQHL01001320.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001320.1-processed-gene-0.2&CDS=1-183
739	OG0000739	YBR163W	augustus_masked-LQHL01001368.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQHL01001368.1-processed-gene-0.3&CDS=1-1779
740	OG0000740	YBR164C	genemark-LQHL01001837.1-processed-gene-0.71-mRNA-1_1&gene=genemark-LQHL01001837.1-processed-gene-0.71&CDS=1-555
741	OG0000741	YBR166C	genemark-LQHL01001837.1-processed-gene-0.50-mRNA-1_1&gene=genemark-LQHL01001837.1-processed-gene-0.50&CDS=1-1338
742	OG0000742	YBR167C	genemark-LQHL01001217.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001217.1-processed-gene-0.3&CDS=1-447
743	OG0000743	YBR170C	genemark-LQHL01001381.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001381.1-processed-gene-0.7&CDS=1-1764
744	OG0000744	YBR171W	genemark-LQHL01001644.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001644.1-processed-gene-0.16&CDS=1-855
745	OG0000745	YBR173C	genemark-LQHL01001715.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001715.1-processed-gene-0.10&CDS=1-1590
746	OG0000746	YBR176W	maker-LQHL01001813.1-augustus-gene-0.66-mRNA-1_1&gene=maker-LQHL01001813.1-augustus-gene-0.66&CDS=1-1512
747	OG0000747	YBR179C	genemark-LQHL01001735.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQHL01001735.1-processed-gene-0.34&CDS=1-2679
748	OG0000748	YBR180W	genemark-LQHL01001514.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001514.1-processed-gene-0.7&CDS=1-1476
749	OG0000749	YBR182C	genemark-LQHL01001852.1-processed-gene-0.82-mRNA-1_1&gene=genemark-LQHL01001852.1-processed-gene-0.82&CDS=1-1473
750	OG0000750	YBR185C	snap_masked-LQHL01001765.1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-LQHL01001765.1-processed-gene-0.31&CDS=1-1002
751	OG0000751	YBR187W	genemark-LQHL01001691.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQHL01001691.1-processed-gene-0.19&CDS=1-1008
752	OG0000752	YBR192W	genemark-LQHL01001691.1-processed-gene-0.15-mRNA-1_1&gene=genemark-LQHL01001691.1-processed-gene-0.15&CDS=1-1104
753	OG0000753	YBR193C	genemark-LQHL01001691.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQHL01001691.1-processed-gene-0.16&CDS=1-675
754	OG0000754	YBR195C	genemark-LQHL01001480.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001480.1-processed-gene-0.13&CDS=1-1365
755	OG0000755	YBR196C	genemark-LQHL01001812.1-processed-gene-0.43-mRNA-1_1&gene=genemark-LQHL01001812.1-processed-gene-0.43&CDS=1-1650
756	OG0000756	YBR198C	genemark-LQHL01001866.1-processed-gene-0.146-mRNA-1_1&gene=genemark-LQHL01001866.1-processed-gene-0.146&CDS=1-2331
757	OG0000757	YBR199W	augustus_masked-LQHL01001796.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LQHL01001796.1-processed-gene-0.69&CDS=1-1239
758	OG0000758	YBR200W	maker-LQHL01001683.1-augustus-gene-0.3-mRNA-1_1&gene=maker-LQHL01001683.1-augustus-gene-0.3&CDS=1-1851
759	OG0000759	YBR202W	genemark-LQHL01001774.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQHL01001774.1-processed-gene-0.24&CDS=1-2403
760	OG0000760	YBR203W	snap_masked-LQHL01001623.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQHL01001623.1-processed-gene-0.0&CDS=1-2088
761	OG0000761	YBR204C	genemark-LQHL01001773.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQHL01001773.1-processed-gene-0.24&CDS=1-2112
762	OG0000762	YBR207W	genemark-LQHL01001706.1-processed-gene-0.37-mRNA-1_1&gene=genemark-LQHL01001706.1-processed-gene-0.37&CDS=1-1257
763	OG0000763	YBR208C	snap_masked-LQHL01001789.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-LQHL01001789.1-processed-gene-0.48&CDS=1-5490
764	OG0000764	YBR212W	genemark-LQHL01001511.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQHL01001511.1-processed-gene-0.0&CDS=1-2379
765	OG0000765	YBR213W	genemark-LQHL01001867.1-processed-gene-0.105-mRNA-1_1&gene=genemark-LQHL01001867.1-processed-gene-0.105&CDS=1-840
766	OG0000766	YBR217W	genemark-LQHL01001663.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001663.1-processed-gene-0.11&CDS=1-582
767	OG0000767	YBR218C	genemark-LQHL01001809.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQHL01001809.1-processed-gene-0.21&CDS=1-3537
768	OG0000768	YBR220C	snap_masked-LQHL01001809.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-LQHL01001809.1-processed-gene-0.7&CDS=1-1647
769	OG0000769	YBR221C	genemark-LQHL01001809.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQHL01001809.1-processed-gene-0.26&CDS=1-1143
770	OG0000770	YBR223C	genemark-LQHL01001427.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001427.1-processed-gene-0.11&CDS=1-1701
771	OG0000771	YBR229C	maker-LQHL01001718.1-augustus-gene-0.22-mRNA-1_1&gene=maker-LQHL01001718.1-augustus-gene-0.22&CDS=1-3030
772	OG0000772	YBR230C	genemark-LQHL01001716.1-processed-gene-0.3-mRNA-1_1&gene=genemark-LQHL01001716.1-processed-gene-0.3&CDS=1-432
773	OG0000773	YBR231C	genemark-LQHL01001743.1-processed-gene-0.26-mRNA-1_1&gene=genemark-LQHL01001743.1-processed-gene-0.26&CDS=1-978
774	OG0000774	YBR233W	genemark-LQHL01001586.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001586.1-processed-gene-0.6&CDS=1-1791
775	OG0000775	YBR233W-A	genemark-LQHL01001803.1-processed-gene-0.20-mRNA-1_1&gene=genemark-LQHL01001803.1-processed-gene-0.20&CDS=1-327
776	OG0000776	YBR234C	genemark-LQHL01001803.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001803.1-processed-gene-0.7&CDS=1-1134
777	OG0000777	YBR235W	augustus_masked-LQHL01001684.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQHL01001684.1-processed-gene-0.18&CDS=1-3000
778	OG0000778	YBR236C	maker-LQHL01001867.1-snap-gene-0.100-mRNA-1_1&gene=maker-LQHL01001867.1-snap-gene-0.100&CDS=1-2415
779	OG0000779	YBR237W	genemark-LQHL01001625.1-processed-gene-0.9-mRNA-1_1&gene=genemark-LQHL01001625.1-processed-gene-0.9&CDS=1-2772
780	OG0000780	YBR239C	genemark-LQHL01001847.1-processed-gene-0.39-mRNA-1_1&gene=genemark-LQHL01001847.1-processed-gene-0.39&CDS=1-1689
781	OG0000781	YBR241C	genemark-LQHL01001847.1-processed-gene-0.40-mRNA-1_1&gene=genemark-LQHL01001847.1-processed-gene-0.40&CDS=1-1518
782	OG0000782	YBR243C	genemark-LQHL01001552.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001552.1-processed-gene-0.2&CDS=1-1485
783	OG0000783	YBR245C	maker-LQHL01001844.1-augustus-gene-0.100-mRNA-1_1&gene=maker-LQHL01001844.1-augustus-gene-0.100&CDS=1-2520
784	OG0000784	YBR246W	genemark-LQHL01001552.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001552.1-processed-gene-0.6&CDS=1-1047
785	OG0000785	YBR247C	genemark-LQHL01001862.1-processed-gene-0.27-mRNA-1_1&gene=genemark-LQHL01001862.1-processed-gene-0.27&CDS=1-1386
786	OG0000786	YBR248C	genemark-LQHL01001862.1-processed-gene-0.25-mRNA-1_1&gene=genemark-LQHL01001862.1-processed-gene-0.25&CDS=1-1779
787	OG0000787	YBR249C	augustus_masked-LQHL01001464.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQHL01001464.1-processed-gene-0.6&CDS=1-1104
788	OG0000788	YBR254C	genemark-LQHL01001787.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001787.1-processed-gene-0.1&CDS=1-606
789	OG0000789	YBR255W	augustus_masked-LQHL01001616.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQHL01001616.1-processed-gene-0.13&CDS=1-2448
790	OG0000790	YBR256C	augustus_masked-LQHL01001865.1-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-LQHL01001865.1-processed-gene-0.108&CDS=1-711
791	OG0000791	YBR257W	genemark-LQHL01001477.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001477.1-processed-gene-0.10&CDS=1-924
792	OG0000792	YBR258C	genemark-LQHL01001125.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001125.1-processed-gene-0.2&CDS=1-735
793	OG0000793	YBR260C	genemark-LQHL01001517.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQHL01001517.1-processed-gene-0.2&CDS=1-1998
794	OG0000794	YBR261C	genemark-LQHL01001864.1-processed-gene-0.108-mRNA-1_1&gene=genemark-LQHL01001864.1-processed-gene-0.108&CDS=1-744
795	OG0000795	YBR265W	genemark-LQHL01001819.1-processed-gene-0.72-mRNA-1_1&gene=genemark-LQHL01001819.1-processed-gene-0.72&CDS=1-987
796	OG0000796	YBR267W	genemark-LQHL01001645.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQHL01001645.1-processed-gene-0.21&CDS=1-1251
797	OG0000797	YBR268W	genemark-LQHL01001789.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQHL01001789.1-processed-gene-0.13&CDS=1-354
798	OG0000798	YBR271W	snap_masked-LQHL01001601.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-LQHL01001601.1-processed-gene-0.30&CDS=1-1575
799	OG0000799	YBR275C	maker-LQHL01001661.1-augustus-gene-0.26-mRNA-1_1&gene=maker-LQHL01001661.1-augustus-gene-0.26&CDS=1-6660
800	OG0000800	YBR276C	genemark-LQHL01001776.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQHL01001776.1-processed-gene-0.24&CDS=1-3348
801	OG0000801	YBR279W	augustus_masked-LQHL01001468.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQHL01001468.1-processed-gene-0.3&CDS=1-1416
802	OG0000802	YBR280C	augustus_masked-LQHL01001730.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQHL01001730.1-processed-gene-0.13&CDS=1-1830
803	OG0000803	YBR281C	genemark-LQHL01001855.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQHL01001855.1-processed-gene-0.33&CDS=1-2835
804	OG0000804	YBR282W	augustus_masked-LQHL01001704.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-LQHL01001704.1-processed-gene-0.33&CDS=1-1101
805	OG0000805	YBR283C	augustus_masked-LQHL01001855.1-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-LQHL01001855.1-processed-gene-0.105&CDS=1-1497
806	OG0000806	YBR288C	genemark-LQHL01001533.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQHL01001533.1-processed-gene-0.12&CDS=1-1461
807	OG0000807	YBR289W	snap_masked-LQHL01001871.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-LQHL01001871.1-processed-gene-0.12&CDS=1-2172
808	OG0000808	YBR290W	snap_masked-LQHL01001871.1-processed-gene-0.41-mRNA-1_1&gene=snap_masked-LQHL01001871.1-processed-gene-0.41&CDS=1-1218
809	OG0000809	YBR291C	maker-LQHL01001871.1-snap-gene-0.55-mRNA-1_1&gene=maker-LQHL01001871.1-snap-gene-0.55&CDS=1-885
810	OG0000810	YBR293W	genemark-LQHL01001300.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQHL01001300.1-processed-gene-0.4&CDS=1-1779
811	OG0000811	YBR296C	genemark-LQHL01001621.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001621.1-processed-gene-0.10&CDS=1-1758
812	OG0000812	YCL004W	augustus_masked-LQHL01001759.1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-LQHL01001759.1-processed-gene-0.16&CDS=1-1683
813	OG0000813	YCL005W-A	augustus_masked-LQHL01001844.1-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-LQHL01001844.1-processed-gene-0.51&CDS=1-228
814	OG0000814	YCL009C	genemark-LQHL01001683.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001683.1-processed-gene-0.7&CDS=1-894
815	OG0000815	YCL010C	genemark-LQHL01001759.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQHL01001759.1-processed-gene-0.5&CDS=1-933
816	OG0000816	YCL012C	genemark-LQHL01001759.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001759.1-processed-gene-0.7&CDS=1-483
817	OG0000817	YCL014W	genemark-LQHL01001363.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQHL01001363.1-processed-gene-0.7&CDS=1-3537
818	OG0000818	YCL017C	maker-LQHL01001363.1-snap-gene-0.1-mRNA-1_1&gene=maker-LQHL01001363.1-snap-gene-0.1&CDS=1-1497
819	OG0000819	YCL018W	genemark-LQHL01001363.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001363.1-processed-gene-0.6&CDS=1-1122
820	OG0000820	YCL027W	augustus_masked-LQHL01001646.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQHL01001646.1-processed-gene-0.15&CDS=1-1161
821	OG0000821	YCL029C	genemark-LQHL01001779.1-processed-gene-0.34-mRNA-1_1&gene=genemark-LQHL01001779.1-processed-gene-0.34&CDS=1-1371
822	OG0000822	YCL030C	genemark-LQHL01001695.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001695.1-processed-gene-0.6&CDS=1-2586
823	OG0000823	YCL032W	genemark-LQHL01001873.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQHL01001873.1-processed-gene-0.42&CDS=1-1326
824	OG0000824	YCL034W	genemark-LQHL01001498.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001498.1-processed-gene-0.6&CDS=1-1431
825	OG0000825	YCL043C	genemark-LQHL01001820.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQHL01001820.1-processed-gene-0.6&CDS=1-1698
826	OG0000826	YCL044C	genemark-LQHL01001842.1-processed-gene-0.84-mRNA-1_1&gene=genemark-LQHL01001842.1-processed-gene-0.84&CDS=1-1095
827	OG0000827	YCL045C	genemark-LQHL01001858.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQHL01001858.1-processed-gene-0.47&CDS=1-2625
828	OG0000828	YCL047C	genemark-LQHL01001471.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001471.1-processed-gene-0.11&CDS=1-627
829	OG0000829	YCL054W	genemark-LQHL01001207.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001207.1-processed-gene-0.1&CDS=1-2505
830	OG0000830	YCL055W	genemark-LQHL01001853.1-processed-gene-0.24-mRNA-1_1&gene=genemark-LQHL01001853.1-processed-gene-0.24&CDS=1-1098
831	OG0000831	YCL057C-A	snap_masked-LQHL01001569.1-processed-gene-0.18-mRNA-1_1&gene=snap_masked-LQHL01001569.1-processed-gene-0.18&CDS=1-255
832	OG0000832	YCL059C	genemark-LQHL01001824.1-processed-gene-0.32-mRNA-1_1&gene=genemark-LQHL01001824.1-processed-gene-0.32&CDS=1-1065
833	OG0000833	YCL061C	genemark-LQHL01001824.1-processed-gene-0.44-mRNA-1_1&gene=genemark-LQHL01001824.1-processed-gene-0.44&CDS=1-3633
834	OG0000834	YCR002C	genemark-LQHL01001866.1-processed-gene-0.149-mRNA-1_1&gene=genemark-LQHL01001866.1-processed-gene-0.149&CDS=1-1041
835	OG0000835	YCR003W	genemark-LQHL01001866.1-processed-gene-0.120-mRNA-1_1&gene=genemark-LQHL01001866.1-processed-gene-0.120&CDS=1-594
836	OG0000836	YCR008W	genemark-LQHL01001812.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQHL01001812.1-processed-gene-0.22&CDS=1-1953
837	OG0000837	YCR009C	genemark-LQHL01001607.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001607.1-processed-gene-0.10&CDS=1-795
838	OG0000838	YCR011C	genemark-LQHL01001849.1-processed-gene-0.31-mRNA-1_1&gene=genemark-LQHL01001849.1-processed-gene-0.31&CDS=1-3102
839	OG0000839	YCR012W	genemark-LQHL01001688.1-processed-gene-0.11-mRNA-1_1&gene=genemark-LQHL01001688.1-processed-gene-0.11&CDS=1-1248
840	OG0000840	YCR015C	snap_masked-LQHL01001867.1-processed-gene-0.44-mRNA-1_1&gene=snap_masked-LQHL01001867.1-processed-gene-0.44&CDS=1-795
841	OG0000841	YCR019W	genemark-LQHL01001818.1-processed-gene-0.47-mRNA-1_1&gene=genemark-LQHL01001818.1-processed-gene-0.47&CDS=1-996
842	OG0000842	YCR020C	genemark-LQHL01001798.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQHL01001798.1-processed-gene-0.19&CDS=1-690
843	OG0000843	YCR021C	genemark-LQHL01001575.1-processed-gene-0.19-mRNA-1_1&gene=genemark-LQHL01001575.1-processed-gene-0.19&CDS=1-984
844	OG0000844	YCR024C	snap_masked-LQHL01001659.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-LQHL01001659.1-processed-gene-0.9&CDS=1-1491
845	OG0000845	YCR027C	genemark-LQHL01001863.1-processed-gene-0.51-mRNA-1_1&gene=genemark-LQHL01001863.1-processed-gene-0.51&CDS=1-549
846	OG0000846	YCR030C	maker-LQHL01001563.1-snap-gene-0.2-mRNA-1_1&gene=maker-LQHL01001563.1-snap-gene-0.2&CDS=1-2628
847	OG0000847	YCR032W	snap_masked-LQHL01001713.1-processed-gene-0.10-mRNA-1_1&gene=snap_masked-LQHL01001713.1-processed-gene-0.10&CDS=1-7344
848	OG0000848	YCR033W	augustus_masked-LQHL01001785.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQHL01001785.1-processed-gene-0.18&CDS=1-4062
849	OG0000849	YCR034W	genemark-LQHL01001827.1-processed-gene-0.43-mRNA-1_1&gene=genemark-LQHL01001827.1-processed-gene-0.43&CDS=1-1002
850	OG0000850	YCR035C	maker-LQHL01001758.1-augustus-gene-0.18-mRNA-1_1&gene=maker-LQHL01001758.1-augustus-gene-0.18&CDS=1-894
851	OG0000851	YCR036W	genemark-LQHL01001827.1-processed-gene-0.51-mRNA-1_1&gene=genemark-LQHL01001827.1-processed-gene-0.51&CDS=1-1020
852	OG0000852	YCR042C	augustus_masked-LQHL01001690.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQHL01001690.1-processed-gene-0.15&CDS=1-5397
853	OG0000853	YCR044C	genemark-LQHL01001856.1-processed-gene-0.114-mRNA-1_1&gene=genemark-LQHL01001856.1-processed-gene-0.114&CDS=1-1158
854	OG0000854	YCR045C	maker-LQHL01001568.1-snap-gene-0.10-mRNA-1_1&gene=maker-LQHL01001568.1-snap-gene-0.10&CDS=1-3270
855	OG0000855	YCR047C	genemark-LQHL01001745.1-processed-gene-0.42-mRNA-1_1&gene=genemark-LQHL01001745.1-processed-gene-0.42&CDS=1-1353
856	OG0000856	YCR051W	genemark-LQHL01001617.1-processed-gene-0.10-mRNA-1_1&gene=genemark-LQHL01001617.1-processed-gene-0.10&CDS=1-678
857	OG0000857	YCR057C	genemark-LQHL01001568.1-processed-gene-0.23-mRNA-1_1&gene=genemark-LQHL01001568.1-processed-gene-0.23&CDS=1-2796
858	OG0000858	YCR059C	maker-LQHL01001568.1-snap-gene-0.8-mRNA-1_1&gene=maker-LQHL01001568.1-snap-gene-0.8&CDS=1-834
859	OG0000859	YCR061W	genemark-LQHL01001303.1-processed-gene-0.1-mRNA-1_1&gene=genemark-LQHL01001303.1-processed-gene-0.1&CDS=1-1695
