	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034646_Wickerhamiella_cacticola
460	OG0000460	YNL299W, YOL115W	genemark-flattened_line_76-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.21&CDS=1-1857
461	OG0000461	YNL301C, YOL120C	genemark-flattened_line_4-processed-gene-3.151-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.151&CDS=1-558
462	OG0000462	YNL302C, YOL121C	genemark-flattened_line_4-processed-gene-3.123-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.123&CDS=1-438
463	OG0000463	YNR007C	genemark-flattened_line_9-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.134&CDS=1-1023, genemark-flattened_line_9-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.121&CDS=1-1023
464	OG0000464	YNR016C	maker-flattened_line_6-snap-gene-0.151-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.151&CDS=1-7578, maker-flattened_line_6-snap-gene-4.202-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-4.202&CDS=1-7578
465	OG0000465	YNR018W	genemark-flattened_line_34-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.14&CDS=1-603, genemark-flattened_line_72-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.43&CDS=1-585
466	OG0000466	YNR023W	augustus_masked-flattened_line_232-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_232-processed-gene-0.6&CDS=1-600, genemark-flattened_line_40-processed-gene-0.252-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.252&CDS=1-1167
467	OG0000467	YNR040W	genemark-flattened_line_2-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.107&CDS=1-1080, genemark-flattened_line_296-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_296-processed-gene-0.3&CDS=1-612
468	OG0000468	YNR041C	genemark-flattened_line_9-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.108&CDS=1-1107, genemark-flattened_line_9-processed-gene-2.152-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.152&CDS=1-1107
469	OG0000469	YOL006C	genemark-flattened_line_9-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.120&CDS=1-2307, genemark-flattened_line_9-processed-gene-2.140-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.140&CDS=1-2307
470	OG0000470	YOL077C	genemark-flattened_line_9-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.33&CDS=1-846, genemark-flattened_line_9-processed-gene-3.24-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.24&CDS=1-846
471	OG0000471	YOL119C, YOR306C	genemark-flattened_line_16-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.23&CDS=1-1323
472	OG0000472	YOR025W	genemark-flattened_line_6-processed-gene-2.109-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.109&CDS=1-1074, genemark-flattened_line_6-processed-gene-3.104-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.104&CDS=1-1074
473	OG0000473	YOR084W	snap_masked-flattened_line_40-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.178&CDS=1-1071, snap_masked-flattened_line_62-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.68&CDS=1-846
474	OG0000474	YOR087W	genemark-flattened_line_10-processed-gene-2.140-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.140&CDS=1-2124, genemark-flattened_line_20-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.82&CDS=1-2040
475	OG0000475	YOR124C	augustus_masked-flattened_line_9-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-1.26&CDS=1-2481, augustus_masked-flattened_line_9-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-3.126&CDS=1-2481
476	OG0000476	YOR126C	augustus_masked-flattened_line_20-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.65&CDS=1-738, augustus_masked-flattened_line_4-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.64&CDS=1-726
477	OG0000477	YOR140W	augustus_masked-flattened_line_0-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.161&CDS=1-1629, snap_masked-flattened_line_16-processed-gene-2.63-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.63&CDS=1-375
478	OG0000478	YOR160W	augustus_masked-flattened_line_6-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.81&CDS=1-2709, snap_masked-flattened_line_6-processed-gene-1.4-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.4&CDS=1-2709
479	OG0000479	YOR204W, YPL119C	augustus_masked-flattened_line_2-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.66&CDS=1-3159
480	OG0000480	YOR231W, YPL140C	genemark-flattened_line_20-processed-gene-0.119-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.119&CDS=1-1044
481	OG0000481	YOR234C, YPL143W	genemark-flattened_line_128-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.58&CDS=1-543
482	OG0000482	YOR237W, YPL145C	genemark-flattened_line_7-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-0.12&CDS=1-1044
483	OG0000483	YOR256C, YPL176C	snap_masked-flattened_line_20-processed-gene-1.243-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.243&CDS=1-2271
484	OG0000484	YOR274W	genemark-flattened_line_6-processed-gene-2.102-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.102&CDS=1-1221, genemark-flattened_line_6-processed-gene-3.110-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.110&CDS=1-1221
485	OG0000485	YOR275C	augustus_masked-flattened_line_6-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.31&CDS=1-1992, snap_masked-flattened_line_6-processed-gene-2.46-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.46&CDS=1-1992
486	OG0000486	YOR296W	snap_masked-flattened_line_9-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.115&CDS=1-3429, snap_masked-flattened_line_9-processed-gene-3.77-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-3.77&CDS=1-3429
487	OG0000487	YOR330C	genemark-flattened_line_60-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.115&CDS=1-3015, maker-flattened_line_2-augustus-gene-4.287-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-4.287&CDS=1-4323
488	OG0000488	YOR390W, YPL279C	snap_masked-flattened_line_76-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.75&CDS=1-729
489	OG0000489	YPL046C	maker-flattened_line_6-augustus-gene-2.150-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-2.150&CDS=1-585, maker-flattened_line_6-augustus-gene-3.97-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-3.97&CDS=1-585
490	OG0000490	YPL067C	genemark-flattened_line_42-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.61&CDS=1-594, snap_masked-flattened_line_10-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.20&CDS=1-429
491	OG0000491	YPL123C	genemark-flattened_line_12-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.128&CDS=1-1167, genemark-flattened_line_12-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.138&CDS=1-1182
492	OG0000492	YPL155C	genemark-flattened_line_9-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.5&CDS=1-1551, genemark-flattened_line_9-processed-gene-3.58-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.58&CDS=1-1551
493	OG0000493	YPL160W	genemark-flattened_line_9-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.130&CDS=1-3261, genemark-flattened_line_9-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.125&CDS=1-3261
494	OG0000494	YPL199C	genemark-flattened_line_6-processed-gene-2.127-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.127&CDS=1-744, genemark-flattened_line_6-processed-gene-3.108-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.108&CDS=1-744
495	OG0000495	YPL236C	genemark-flattened_line_9-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.127&CDS=1-1011, genemark-flattened_line_9-processed-gene-2.128-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.128&CDS=1-1011
496	OG0000496	YPL247C	genemark-flattened_line_6-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.118&CDS=1-1119, genemark-flattened_line_6-processed-gene-2.141-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.141&CDS=1-1119
497	OG0000497	YPR006C	genemark-flattened_line_6-processed-gene-2.123-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.123&CDS=1-1659, genemark-flattened_line_6-processed-gene-2.136-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.136&CDS=1-1659
498	OG0000498	YPR013C, YPR015C	genemark-flattened_line_22-processed-gene-1.195-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.195&CDS=1-723
499	OG0000499	YPR033C	genemark-flattened_line_9-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.121&CDS=1-1479, genemark-flattened_line_9-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.139&CDS=1-1479
500	OG0000500	YPR086W	genemark-flattened_line_6-processed-gene-2.125-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.125&CDS=1-972, genemark-flattened_line_6-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.134&CDS=1-972
501	OG0000501	YPR097W	genemark-flattened_line_9-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.18&CDS=1-2517, genemark-flattened_line_9-processed-gene-3.45-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-3.45&CDS=1-2517
502	OG0000502	YPR155C	augustus_masked-flattened_line_26-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.10&CDS=1-1503, snap_masked-flattened_line_36-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.53&CDS=1-711
503	OG0000503	YPR166C	genemark-flattened_line_9-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-1.141&CDS=1-351, genemark-flattened_line_9-processed-gene-2.114-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-2.114&CDS=1-351
504	OG0000504	YPR185W	genemark-flattened_line_6-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.2&CDS=1-1392, genemark-flattened_line_6-processed-gene-4.68-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.68&CDS=1-1392
505	OG0000505	YPR187W	genemark-flattened_line_24-processed-gene-1.51-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.51&CDS=1-432, genemark-flattened_line_36-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.28&CDS=1-432
506	OG0000506	YAL002W	snap_masked-flattened_line_118-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.53&CDS=1-3219
507	OG0000507	YAL003W	genemark-flattened_line_0-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.33&CDS=1-555
508	OG0000508	YAL009W	genemark-flattened_line_84-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.121&CDS=1-651
509	OG0000509	YAL010C	augustus_masked-flattened_line_46-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.46&CDS=1-1068
510	OG0000510	YAL011W	snap_masked-flattened_line_0-processed-gene-4.88-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.88&CDS=1-1509
511	OG0000511	YAL012W	genemark-flattened_line_54-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.13&CDS=1-1170
512	OG0000512	YAL013W	genemark-flattened_line_18-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.121&CDS=1-747
513	OG0000513	YAL016W	augustus_masked-flattened_line_26-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.121&CDS=1-1713
514	OG0000514	YAL019W	genemark-flattened_line_24-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.63&CDS=1-3954
515	OG0000515	YAL020C	snap_masked-flattened_line_24-processed-gene-1.135-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.135&CDS=1-924
516	OG0000516	YAL021C	genemark-flattened_line_0-processed-gene-3.79-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.79&CDS=1-1740
517	OG0000517	YAL024C	genemark-flattened_line_0-processed-gene-3.101-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.101&CDS=1-2184
518	OG0000518	YAL025C	snap_masked-flattened_line_0-processed-gene-3.158-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.158&CDS=1-705
519	OG0000519	YAL026C	genemark-flattened_line_0-processed-gene-3.97-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.97&CDS=1-3606
520	OG0000520	YAL032C	snap_masked-flattened_line_142-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.28&CDS=1-690
521	OG0000521	YAL035W	genemark-flattened_line_46-processed-gene-0.174-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.174&CDS=1-3096
522	OG0000522	YAL036C	genemark-flattened_line_120-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.33&CDS=1-1104
523	OG0000523	YAL038W	genemark-flattened_line_4-processed-gene-2.145-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.145&CDS=1-1566
524	OG0000524	YAL041W	maker-flattened_line_0-augustus-gene-3.0-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.0&CDS=1-2100
525	OG0000525	YAL044C	snap_masked-flattened_line_138-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.34&CDS=1-495
526	OG0000526	YAL046C	genemark-flattened_line_0-processed-gene-3.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.110&CDS=1-1074
527	OG0000527	YAL048C	genemark-flattened_line_78-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.84&CDS=1-1890
528	OG0000528	YAL049C	genemark-flattened_line_62-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.23&CDS=1-720
529	OG0000529	YAL053W	genemark-flattened_line_32-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.10&CDS=1-2079
530	OG0000530	YAL054C	genemark-flattened_line_18-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.133&CDS=1-2001
531	OG0000531	YAL058W	genemark-flattened_line_68-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.40&CDS=1-1809
532	OG0000532	YAR007C	augustus_masked-flattened_line_2-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.85&CDS=1-2220
533	OG0000533	YAR008W	genemark-flattened_line_2-processed-gene-4.193-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.193&CDS=1-645
534	OG0000534	YAR015W	genemark-flattened_line_4-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.132&CDS=1-894
535	OG0000535	YAR018C	genemark-flattened_line_2-processed-gene-3.130-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.130&CDS=1-1137
536	OG0000536	YBL004W	snap_masked-flattened_line_48-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.170&CDS=1-7257
537	OG0000537	YBL008W	augustus_masked-flattened_line_24-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.170&CDS=1-2736
538	OG0000538	YBL011W	augustus_masked-flattened_line_74-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.30&CDS=1-1638
539	OG0000539	YBL015W	genemark-flattened_line_2-processed-gene-3.141-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.141&CDS=1-1572
540	OG0000540	YBL016W	genemark-flattened_line_7-processed-gene-3.34-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.34&CDS=1-1146
541	OG0000541	YBL019W	maker-flattened_line_34-augustus-gene-1.170-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.170&CDS=1-1158
542	OG0000542	YBL020W	maker-flattened_line_84-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_84-snap-gene-0.1&CDS=1-1773
543	OG0000543	YBL022C	genemark-flattened_line_74-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.102&CDS=1-2883
544	OG0000544	YBL023C	genemark-flattened_line_50-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.142&CDS=1-2457
545	OG0000545	YBL024W	genemark-flattened_line_46-processed-gene-0.179-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.179&CDS=1-1980
546	OG0000546	YBL026W	genemark-flattened_line_132-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_132-processed-gene-0.14&CDS=1-303
547	OG0000547	YBL033C	genemark-flattened_line_7-processed-gene-3.51-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-3.51&CDS=1-915
548	OG0000548	YBL034C	snap_masked-flattened_line_48-processed-gene-0.190-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.190&CDS=1-4560
549	OG0000549	YBL035C	snap_masked-flattened_line_2-processed-gene-0.147-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.147&CDS=1-1569
550	OG0000550	YBL036C	genemark-flattened_line_112-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.21&CDS=1-717
551	OG0000551	YBL037W	snap_masked-flattened_line_112-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.30&CDS=1-2718
552	OG0000552	YBL038W	genemark-flattened_line_20-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.121&CDS=1-660
553	OG0000553	YBL040C	genemark-flattened_line_4-processed-gene-3.138-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.138&CDS=1-642
554	OG0000554	YBL047C	genemark-flattened_line_74-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.78&CDS=1-3534
555	OG0000555	YBL050W	genemark-flattened_line_7-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_7-processed-gene-1.65&CDS=1-879
556	OG0000556	YBL051C	snap_masked-flattened_line_50-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.64&CDS=1-945
557	OG0000557	YBL055C	genemark-flattened_line_50-processed-gene-0.146-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.146&CDS=1-912
558	OG0000558	YBL058W	augustus_masked-flattened_line_4-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.85&CDS=1-1008
559	OG0000559	YBL060W	snap_masked-flattened_line_4-processed-gene-4.245-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.245&CDS=1-2064
560	OG0000560	YBL061C	genemark-flattened_line_10-processed-gene-2.137-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.137&CDS=1-1704
561	OG0000561	YBL064C	genemark-flattened_line_32-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.31&CDS=1-720
562	OG0000562	YBL066C	augustus_masked-flattened_line_40-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.83&CDS=1-1956
563	OG0000563	YBL071W-A	snap_masked-flattened_line_164-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_164-processed-gene-0.7&CDS=1-207
564	OG0000564	YBL076C	genemark-flattened_line_78-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.112&CDS=1-3195
565	OG0000565	YBL078C	genemark-flattened_line_22-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.51&CDS=1-357
566	OG0000566	YBL080C	genemark-flattened_line_44-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.66&CDS=1-1440
567	OG0000567	YBL082C	genemark-flattened_line_0-processed-gene-4.53-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.53&CDS=1-951
568	OG0000568	YBL084C	snap_masked-flattened_line_0-processed-gene-5.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.99&CDS=1-1113
569	OG0000569	YBL088C	snap_masked-flattened_line_30-processed-gene-1.133-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.133&CDS=1-6324
