	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035684_Kloeckera_hatyaiensis
800	OG0000800	YDL180W	genemark-flattened_line_98-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.8&CDS=1-3096
801	OG0000801	YDL183C	genemark-flattened_line_98-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.4&CDS=1-1023
802	OG0000802	YDL185W	augustus_masked-flattened_line_76-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.82&CDS=1-1869
803	OG0000803	YDL190C	augustus_masked-flattened_line_98-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.76&CDS=1-3138
804	OG0000804	YDL193W	augustus_masked-flattened_line_98-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.71&CDS=1-1149
805	OG0000805	YDL195W	augustus_masked-flattened_line_98-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.69&CDS=1-3918
806	OG0000806	YDL198C	augustus_masked-flattened_line_90-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.4&CDS=1-855
807	OG0000807	YDL201W	augustus_masked-flattened_line_90-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.5&CDS=1-900
808	OG0000808	YDL203C	augustus_masked-flattened_line_90-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.6&CDS=1-1638
809	OG0000809	YDL205C	augustus_masked-flattened_line_22-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.9&CDS=1-987
810	OG0000810	YDL208W	augustus_masked-flattened_line_92-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.52&CDS=1-495
811	OG0000811	YDL212W	augustus_masked-flattened_line_6-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.77&CDS=1-585
812	OG0000812	YDL213C	augustus_masked-flattened_line_6-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.72&CDS=1-672
813	OG0000813	YDL215C	augustus_masked-flattened_line_6-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.67&CDS=1-3084
814	OG0000814	YDL217C	augustus_masked-flattened_line_6-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.66&CDS=1-576
815	OG0000815	YDL218W	augustus_masked-flattened_line_6-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.45&CDS=1-1266
816	OG0000816	YDL219W	augustus_masked-flattened_line_122-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.2&CDS=1-471
817	OG0000817	YDL225W	augustus_masked-flattened_line_122-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.6&CDS=1-1680
818	OG0000818	YDL226C	augustus_masked-flattened_line_0-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.40&CDS=1-1098
819	OG0000819	YDL230W	augustus_masked-flattened_line_34-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.35&CDS=1-1797
820	OG0000820	YDL231C	augustus_masked-flattened_line_34-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.33&CDS=1-3585
821	OG0000821	YDL233W	augustus_masked-flattened_line_42-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.26&CDS=1-1461
822	OG0000822	YDL234C	augustus_masked-flattened_line_42-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.2&CDS=1-1974
823	OG0000823	YDL235C	augustus_masked-flattened_line_42-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.3&CDS=1-570
824	OG0000824	YDL236W	augustus_masked-flattened_line_42-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.31&CDS=1-921
825	OG0000825	YDL237W	genemark-flattened_line_226-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_226-processed-gene-0.1&CDS=1-1296
826	OG0000826	YDL238C	augustus_masked-flattened_line_0-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.23&CDS=1-1431
827	OG0000827	YDL240W	maker-flattened_line_0-snap-gene-2.56-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.56&CDS=1-3180
828	OG0000828	YDR005C	augustus_masked-flattened_line_140-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.25&CDS=1-1539
829	OG0000829	YDR006C	augustus_masked-flattened_line_140-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.27&CDS=1-2466
830	OG0000830	YDR007W	augustus_masked-flattened_line_54-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.123&CDS=1-729
831	OG0000831	YDR013W	augustus_masked-flattened_line_78-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.17&CDS=1-735
832	OG0000832	YDR017C	augustus_masked-flattened_line_44-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.72&CDS=1-1842
833	OG0000833	YDR019C	augustus_masked-flattened_line_44-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.69&CDS=1-1209
834	OG0000834	YDR023W	augustus_masked-flattened_line_44-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.92&CDS=1-1386
835	OG0000835	YDR027C	augustus_masked-flattened_line_44-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.64&CDS=1-3210
836	OG0000836	YDR028C	snap_masked-flattened_line_44-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.12&CDS=1-3228
837	OG0000837	YDR034C	maker-flattened_line_44-snap-gene-0.51-mRNA-1_1&gene=maker-flattened_line_44-snap-gene-0.51&CDS=1-2151
838	OG0000838	YDR035W	augustus_masked-flattened_line_44-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.84&CDS=1-1122
839	OG0000839	YDR036C	augustus_masked-flattened_line_44-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.58&CDS=1-1917
840	OG0000840	YDR037W	augustus_masked-flattened_line_44-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.55&CDS=1-1767
841	OG0000841	YDR041W	augustus_masked-flattened_line_44-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.56&CDS=1-768
842	OG0000842	YDR044W	augustus_masked-flattened_line_44-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.90&CDS=1-1005
843	OG0000843	YDR045C	augustus_masked-flattened_line_44-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.62&CDS=1-336
844	OG0000844	YDR047W	augustus_masked-flattened_line_44-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.53&CDS=1-1116
845	OG0000845	YDR049W	augustus_masked-flattened_line_44-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.54&CDS=1-1740
846	OG0000846	YDR050C	augustus_masked-flattened_line_44-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.81&CDS=1-756
847	OG0000847	YDR052C	augustus_masked-flattened_line_30-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.57&CDS=1-3165
848	OG0000848	YDR054C	augustus_masked-flattened_line_12-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.29&CDS=1-840
849	OG0000849	YDR056C	augustus_masked-flattened_line_204-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_204-processed-gene-0.14&CDS=1-636
850	OG0000850	YDR058C	augustus_masked-flattened_line_106-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.12&CDS=1-1173
851	OG0000851	YDR060W	augustus_masked-flattened_line_2-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.48&CDS=1-3174
852	OG0000852	YDR061W	augustus_masked-flattened_line_102-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.70&CDS=1-1653
853	OG0000853	YDR062W	augustus_masked-flattened_line_102-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.71&CDS=1-1737
854	OG0000854	YDR064W	augustus_masked-flattened_line_102-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.72&CDS=1-855
855	OG0000855	YDR067C	augustus_masked-flattened_line_102-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.90&CDS=1-687
856	OG0000856	YDR071C	augustus_masked-flattened_line_102-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.92&CDS=1-567
857	OG0000857	YDR072C	maker-flattened_line_102-snap-gene-0.36-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.36&CDS=1-1221
858	OG0000858	YDR074W	augustus_masked-flattened_line_102-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.94&CDS=1-2853
859	OG0000859	YDR079C-A	augustus_masked-flattened_line_102-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.101&CDS=1-237
860	OG0000860	YDR079W	augustus_masked-flattened_line_102-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.81&CDS=1-1563
861	OG0000861	YDR081C	maker-flattened_line_102-snap-gene-0.38-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.38&CDS=1-2898
862	OG0000862	YDR083W	augustus_masked-flattened_line_236-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_236-processed-gene-0.3&CDS=1-1122
863	OG0000863	YDR084C	augustus_masked-flattened_line_236-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_236-processed-gene-0.1&CDS=1-555
864	OG0000864	YDR086C	augustus_masked-flattened_line_102-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.85&CDS=1-198
865	OG0000865	YDR087C	augustus_masked-flattened_line_236-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_236-processed-gene-0.4&CDS=1-834
866	OG0000866	YDR088C	augustus_masked-flattened_line_236-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_236-processed-gene-0.5&CDS=1-804
867	OG0000867	YDR090C	genemark-flattened_line_124-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.48&CDS=1-528
868	OG0000868	YDR091C	genemark-flattened_line_124-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.47&CDS=1-1827
869	OG0000869	YDR092W	augustus_masked-flattened_line_144-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.31&CDS=1-465
870	OG0000870	YDR097C	snap_masked-flattened_line_124-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_124-processed-gene-0.31&CDS=1-3198
871	OG0000871	YDR101C	augustus_masked-flattened_line_124-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.5&CDS=1-1851
872	OG0000872	YDR103W	augustus_masked-flattened_line_124-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.14&CDS=1-3093
873	OG0000873	YDR105C	augustus_masked-flattened_line_124-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.16&CDS=1-1458
874	OG0000874	YDR109C	augustus_masked-flattened_line_144-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.25&CDS=1-2163
875	OG0000875	YDR116C	augustus_masked-flattened_line_90-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.26&CDS=1-975
876	OG0000876	YDR117C	augustus_masked-flattened_line_90-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.27&CDS=1-1938
877	OG0000877	YDR120C	augustus_masked-flattened_line_22-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.42&CDS=1-1584
878	OG0000878	YDR121W	augustus_masked-flattened_line_22-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.22&CDS=1-402
879	OG0000879	YDR126W	genemark-flattened_line_192-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_192-processed-gene-0.17&CDS=1-687
880	OG0000880	YDR127W	snap_masked-flattened_line_192-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_192-processed-gene-0.11&CDS=1-4776
881	OG0000881	YDR128W	augustus_masked-flattened_line_192-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.4&CDS=1-3399
882	OG0000882	YDR129C	augustus_masked-flattened_line_192-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_192-processed-gene-0.2&CDS=1-1944
883	OG0000883	YDR135C	augustus_masked-flattened_line_56-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.29&CDS=1-4518
884	OG0000884	YDR140W	augustus_masked-flattened_line_56-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.23&CDS=1-666
885	OG0000885	YDR141C	augustus_masked-flattened_line_56-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.21&CDS=1-5028
886	OG0000886	YDR143C	augustus_masked-flattened_line_56-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.22&CDS=1-1521
887	OG0000887	YDR145W	snap_masked-flattened_line_56-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.54&CDS=1-1503
888	OG0000888	YDR148C	augustus_masked-flattened_line_56-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.38&CDS=1-1518
889	OG0000889	YDR152W	augustus_masked-flattened_line_138-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.9&CDS=1-1020
890	OG0000890	YDR153C	augustus_masked-flattened_line_138-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.10&CDS=1-1209
891	OG0000891	YDR155C	augustus_masked-flattened_line_502-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_502-processed-gene-0.1&CDS=1-420
892	OG0000892	YDR158W	augustus_masked-flattened_line_138-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.17&CDS=1-1089
893	OG0000893	YDR159W	genemark-flattened_line_138-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.53&CDS=1-3546
894	OG0000894	YDR160W	augustus_masked-flattened_line_90-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.11&CDS=1-2979
895	OG0000895	YDR161W	augustus_masked-flattened_line_138-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.6&CDS=1-1203
896	OG0000896	YDR162C	augustus_masked-flattened_line_138-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.14&CDS=1-519
897	OG0000897	YDR164C	augustus_masked-flattened_line_138-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.11&CDS=1-2379
898	OG0000898	YDR165W	genemark-flattened_line_138-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_138-processed-gene-0.42&CDS=1-1314
899	OG0000899	YDR167W	augustus_masked-flattened_line_156-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.26&CDS=1-768
900	OG0000900	YDR168W	augustus_masked-flattened_line_156-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.27&CDS=1-1458
901	OG0000901	YDR169C	maker-flattened_line_156-snap-gene-0.24-mRNA-1_1&gene=maker-flattened_line_156-snap-gene-0.24&CDS=1-930
902	OG0000902	YDR170C	augustus_masked-flattened_line_156-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.34&CDS=1-6090
903	OG0000903	YDR172W	augustus_masked-flattened_line_156-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.30&CDS=1-2214
904	OG0000904	YDR173C	genemark-flattened_line_156-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.11&CDS=1-1098
905	OG0000905	YDR174W	augustus_masked-flattened_line_114-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.54&CDS=1-912
906	OG0000906	YDR175C	augustus_masked-flattened_line_114-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.64&CDS=1-1014
907	OG0000907	YDR176W	augustus_masked-flattened_line_114-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.55&CDS=1-2745
908	OG0000908	YDR177W	augustus_masked-flattened_line_86-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.51&CDS=1-816
909	OG0000909	YDR180W	snap_masked-flattened_line_114-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.32&CDS=1-4821
910	OG0000910	YDR182W	augustus_masked-flattened_line_114-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.58&CDS=1-1476
911	OG0000911	YDR188W	augustus_masked-flattened_line_114-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.72&CDS=1-1659
912	OG0000912	YDR189W	augustus_masked-flattened_line_114-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.71&CDS=1-2106
913	OG0000913	YDR190C	augustus_masked-flattened_line_114-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.59&CDS=1-1338
914	OG0000914	YDR191W	augustus_masked-flattened_line_22-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.36&CDS=1-1446
915	OG0000915	YDR196C	augustus_masked-flattened_line_22-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.11&CDS=1-825
916	OG0000916	YDR198C	augustus_masked-flattened_line_22-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.10&CDS=1-1389
917	OG0000917	YDR204W	genemark-flattened_line_22-processed-gene-1.140-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.140&CDS=1-990
918	OG0000918	YDR205W	augustus_masked-flattened_line_22-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.31&CDS=1-2034
919	OG0000919	YDR207C	genemark-flattened_line_22-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.138&CDS=1-2043
920	OG0000920	YDR208W	genemark-flattened_line_22-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.117&CDS=1-2208
921	OG0000921	YDR211W	augustus_masked-flattened_line_22-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.29&CDS=1-2307
922	OG0000922	YDR212W	augustus_masked-flattened_line_22-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.27&CDS=1-1683
923	OG0000923	YDR214W	augustus_masked-flattened_line_22-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.25&CDS=1-1083
924	OG0000924	YDR226W	genemark-flattened_line_22-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.106&CDS=1-675
925	OG0000925	YDR228C	augustus_masked-flattened_line_22-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.4&CDS=1-1788
926	OG0000926	YDR231C	augustus_masked-flattened_line_90-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.22&CDS=1-675
927	OG0000927	YDR232W	augustus_masked-flattened_line_90-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.7&CDS=1-1644
928	OG0000928	YDR233C	augustus_masked-flattened_line_90-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.23&CDS=1-693
929	OG0000929	YDR234W	genemark-flattened_line_114-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.12&CDS=1-2064
