	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035286_Candida_azyma
177	OG0000177	YIL043C, YML125C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-7.25-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-7.25&CDS=1-909, genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.161-mRNA-1_1&gene=genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-1.161&CDS=1-834
178	OG0000178	YIL126W, YOR290C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-15.25-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-15.25&CDS=1-3717, genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.160&CDS=1-4362
179	OG0000179	YIL159W, YNL271C	augustus_masked-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-0.106&CDS=1-4263, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.51-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.51&CDS=1-5073
180	OG0000180	YIR031C, YNL117W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.83-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.83&CDS=1-1656, maker-NODE_22_length_204725_cov_13.0733_ID_3180-augustus-gene-0.45-mRNA-1_1&gene=maker-NODE_22_length_204725_cov_13.0733_ID_3180-augustus-gene-0.45&CDS=1-3645
181	OG0000181	YJL089W, YMR280C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.103-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-3.103&CDS=1-2985, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.0&CDS=1-2259
182	OG0000182	YJL130C, YJR109C	genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-0.114&CDS=1-3519, genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.69-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.69&CDS=1-6663
183	OG0000183	YJL133W, YKR052C	genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.234-mRNA-1_1&gene=genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.234&CDS=1-981, genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-2.112-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-2.112&CDS=1-1035
184	OG0000184	YJL137C, YKR058W	genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.236-mRNA-1_1&gene=genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-1.236&CDS=1-1047, maker-NODE_2_length_1179413_cov_13.4957_ID_2097-snap-gene-8.176-mRNA-1_1&gene=maker-NODE_2_length_1179413_cov_13.4957_ID_2097-snap-gene-8.176&CDS=1-4242
185	OG0000185	YJL172W, YOL153C	genemark-NODE_25_length_134821_cov_18.8776_ID_2566-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_25_length_134821_cov_18.8776_ID_2566-processed-gene-0.33&CDS=1-1776, genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_26_length_125553_cov_16.6396_ID_2725-processed-gene-0.48&CDS=1-1698
186	OG0000186	YJL190C, YLR367W	genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-4.151-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-4.151&CDS=1-390, maker-NODE_1_length_1803884_cov_12.5183_ID_6464-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_1_length_1803884_cov_12.5183_ID_6464-augustus-gene-0.48&CDS=1-399
187	OG0000187	YJL193W, YOR307C	genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-0.6&CDS=1-1236, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-4.147-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-4.147&CDS=1-1254
188	OG0000188	YJL200C, YLR304C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-1.131-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-1.131&CDS=1-2400, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-15.2-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-15.2&CDS=1-2352
189	OG0000189	YJR059W, YKL198C	maker-NODE_2_length_1179413_cov_13.4957_ID_2097-snap-gene-7.148-mRNA-1_1&gene=maker-NODE_2_length_1179413_cov_13.4957_ID_2097-snap-gene-7.148&CDS=1-348, snap_masked-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.128&CDS=1-2355
190	OG0000190	YJR061W, YKL201C	genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.9-mRNA-1_1&gene=genemark-NODE_12_length_325361_cov_17.2826_ID_2477-processed-gene-1.9&CDS=1-1563, snap_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.69-mRNA-1_1&gene=snap_masked-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.69&CDS=1-2316
191	OG0000191	YJR116W, YPR114W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-1.46&CDS=1-807, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-5.0-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-5.0&CDS=1-879
192	OG0000192	YJR131W, YLR057W	genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.1&CDS=1-2082, maker-NODE_2_length_1179413_cov_13.4957_ID_2097-snap-gene-6.118-mRNA-1_1&gene=maker-NODE_2_length_1179413_cov_13.4957_ID_2097-snap-gene-6.118&CDS=1-2100
193	OG0000193	YKL055C	genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.27&CDS=1-834, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.145-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.145&CDS=1-765, maker-NODE_21_length_209321_cov_12.3293_ID_3016-snap-gene-1.0-mRNA-1_1&gene=maker-NODE_21_length_209321_cov_12.3293_ID_3016-snap-gene-1.0&CDS=1-1524
194	OG0000194	YKL088W, YKR072C	genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.77&CDS=1-1779, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.5-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.5&CDS=1-1620
195	OG0000195	YKL124W, YMR171C	genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_16_length_250663_cov_14.7568_ID_3101-processed-gene-0.34&CDS=1-1581, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-0.6&CDS=1-1362
196	OG0000196	YKL146W, YNL101W	genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.302-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.302&CDS=1-2169, genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_19_length_228542_cov_17.4633_ID_2414-processed-gene-1.66&CDS=1-1944
197	OG0000197	YKL215C	augustus_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-3.60&CDS=1-7353, genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.269-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.269&CDS=1-3945, maker-NODE_29_length_91673_cov_18.0449_ID_3278-snap-gene-0.96-mRNA-1_1&gene=maker-NODE_29_length_91673_cov_18.0449_ID_3278-snap-gene-0.96&CDS=1-5718
198	OG0000198	YKL222C, YLR266C, YOR162C, YOR172W	
199	OG0000199	YKR042W, YNL066W	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.148-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.148&CDS=1-1272, genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_28_length_92975_cov_13.8885_ID_3226-processed-gene-0.23&CDS=1-1224
200	OG0000200	YKR055W, YPR165W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.22-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-7.22&CDS=1-612, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.38-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-7.38&CDS=1-939
201	OG0000201	YLL038C, YLR005W	augustus_masked-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-0.88&CDS=1-2358, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-4.48-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-4.48&CDS=1-669
202	OG0000202	YLR004C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-2.133&CDS=1-1536, genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-1.136&CDS=1-1488, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.105-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-5.105&CDS=1-1566
203	OG0000203	YLR031W, YMR124W	augustus_masked-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.201-mRNA-1_1&gene=augustus_masked-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.201&CDS=1-1155, genemark-NODE_29_length_91673_cov_18.0449_ID_3278-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_29_length_91673_cov_18.0449_ID_3278-processed-gene-0.149&CDS=1-1977
204	OG0000204	YLR035C, YNL082W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.120-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.120&CDS=1-2289, genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-2.125-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-2.125&CDS=1-2583
205	OG0000205	YLR090W, YNL064C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.126-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.126&CDS=1-1206, snap_masked-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_11_length_342259_cov_11.9269_ID_2313-processed-gene-1.153&CDS=1-1338
206	OG0000206	YLR188W, YPL270W	genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-0.33&CDS=1-2115, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-10.120-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-10.120&CDS=1-2313
207	OG0000207	YLR264W, YOR167C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.157-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.157&CDS=1-201, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.52&CDS=1-201
208	OG0000208	YLR343W, YMR307W	genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.50&CDS=1-1701, maker-NODE_3_length_818837_cov_14.4757_ID_1651-snap-gene-7.182-mRNA-1_1&gene=maker-NODE_3_length_818837_cov_14.4757_ID_1651-snap-gene-7.182&CDS=1-3270
209	OG0000209	YML019W, YOR085W	genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.232-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-1.232&CDS=1-990, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-11.121-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-11.121&CDS=1-978
210	OG0000210	YML072C, YOR086C	augustus_masked-NODE_31_length_62793_cov_12.402_ID_1589-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_31_length_62793_cov_12.402_ID_1589-processed-gene-0.36&CDS=1-4764, genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-1.145-mRNA-1_1&gene=genemark-NODE_3_length_818837_cov_14.4757_ID_1651-processed-gene-1.145&CDS=1-3513
211	OG0000211	YML111W, YMR275C	genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.107-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-4.107&CDS=1-2367, snap_masked-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.133&CDS=1-2355
212	OG0000212	YML120C, YMR145C	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.14-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-2.14&CDS=1-1635, genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.34-mRNA-1_1&gene=genemark-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.34&CDS=1-1587
213	OG0000213	YMR054W, YOR270C	genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.59&CDS=1-2445, genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-1.125&CDS=1-2469
214	OG0000214	YMR266W, YOL084W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.155-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-9.155&CDS=1-2697, maker-NODE_8_length_392814_cov_12.8339_ID_2366-augustus-gene-1.156-mRNA-1_1&gene=maker-NODE_8_length_392814_cov_12.8339_ID_2366-augustus-gene-1.156&CDS=1-3651
215	OG0000215	YMR274C	augustus_masked-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-1.141&CDS=1-2043, genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-4.111-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-4.111&CDS=1-1146, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-0.26&CDS=1-1221
216	OG0000216	YNL268W, YOR348C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.140-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.140&CDS=1-1689, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.15-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.15&CDS=1-1698
217	OG0000217	YNL283C, YOL105C	genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.39-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-16.39&CDS=1-1248, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-2.115-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-2.115&CDS=1-1176
218	OG0000218	YNL294C, YOR030W	genemark-NODE_29_length_91673_cov_18.0449_ID_3278-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_29_length_91673_cov_18.0449_ID_3278-processed-gene-0.106&CDS=1-1365, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-1.33&CDS=1-1548
219	OG0000219	YNR001C, YPR001W	genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_27_length_123239_cov_10.7311_ID_3364-processed-gene-0.162&CDS=1-1395, genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.189-mRNA-1_1&gene=genemark-NODE_7_length_427571_cov_12.0098_ID_2786-processed-gene-3.189&CDS=1-1416
220	OG0000220	YOL027C, YPR125W	augustus_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-2.5-mRNA-1_1&gene=augustus_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-2.5&CDS=1-1317, genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-1.156-mRNA-1_1&gene=genemark-NODE_10_length_349858_cov_12.5761_ID_1911-processed-gene-1.156&CDS=1-1416
221	OG0000221	YOL055C, YPL258C, YPR121W	genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.173-mRNA-1_1&gene=genemark-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.173&CDS=1-1551
222	OG0000222	YOR389W, YPL277C, YPL278C	augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-8.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-8.92&CDS=1-1920
223	OG0000223	YPL003W, YPR180W	genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_13_length_279868_cov_16.3718_ID_2267-processed-gene-0.49&CDS=1-1044, genemark-NODE_36_length_38103_cov_17.7774_ID_3752-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_36_length_38103_cov_17.7774_ID_3752-processed-gene-0.43&CDS=1-1542
224	OG0000224	YPL159C, YPR151C	augustus_masked-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.221-mRNA-1_1&gene=augustus_masked-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.221&CDS=1-702, genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-1.138&CDS=1-624
225	OG0000225	Q0045, Q0065, Q0070	maker-NODE_40_length_29238_cov_386.697_ID_6645-snap-gene-0.12-mRNA-1_1&gene=maker-NODE_40_length_29238_cov_386.697_ID_6645-snap-gene-0.12&CDS=1-303
226	OG0000226	YAL001C	augustus_masked-NODE_90_length_456_cov_0.8_ID_4896-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_90_length_456_cov_0.8_ID_4896-processed-gene-0.1&CDS=1-456, genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_17_length_244919_cov_14.6234_ID_2205-processed-gene-1.36&CDS=1-3894
227	OG0000227	YAL007C, YOR016C	augustus_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.131-mRNA-1_1&gene=augustus_masked-NODE_5_length_680455_cov_12.9136_ID_4731-processed-gene-5.131&CDS=1-1671
228	OG0000228	YAL015C, YOL043C	genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_21_length_209321_cov_12.3293_ID_3016-processed-gene-0.108&CDS=1-1092
229	OG0000229	YAL017W, YOL045W	genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_20_length_223395_cov_12.4833_ID_3047-processed-gene-1.14&CDS=1-3465
230	OG0000230	YAL018C, YOL048C	augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-5.27&CDS=1-804
231	OG0000231	YAL034C, YOR338W	genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-1.31&CDS=1-1044
232	OG0000232	YAL040C	genemark-NODE_23_length_196781_cov_12.0839_ID_2753-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_23_length_196781_cov_12.0839_ID_2753-processed-gene-0.23&CDS=1-1425, genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.81-mRNA-1_1&gene=genemark-NODE_2_length_1179413_cov_13.4957_ID_2097-processed-gene-10.81&CDS=1-1608
233	OG0000233	YAL056W, YOR371C	augustus_masked-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_18_length_229513_cov_16.7971_ID_2869-processed-gene-1.145&CDS=1-1935
234	OG0000234	YAL062W, YOR375C	genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_9_length_366428_cov_12.2711_ID_1557-processed-gene-0.111&CDS=1-1380
235	OG0000235	YBL009W, YGL021W	genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_22_length_204725_cov_13.0733_ID_3180-processed-gene-0.105&CDS=1-2718
236	OG0000236	YBL027W, YBR084C-A	genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.28-mRNA-1_1&gene=genemark-NODE_6_length_656377_cov_12.1792_ID_5378-processed-gene-3.28&CDS=1-576
237	OG0000237	YBL043W, YJR115W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.30-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-6.30&CDS=1-759
238	OG0000238	YBL054W	augustus_masked-NODE_25_length_134821_cov_18.8776_ID_2566-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_25_length_134821_cov_18.8776_ID_2566-processed-gene-0.93&CDS=1-795, genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.128-mRNA-1_1&gene=genemark-NODE_1_length_1803884_cov_12.5183_ID_6464-processed-gene-13.128&CDS=1-1416
239	OG0000239	YBL056W, YER089C	genemark-NODE_33_length_49224_cov_13.1604_ID_3666-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_33_length_49224_cov_13.1604_ID_3666-processed-gene-0.7&CDS=1-1323
240	OG0000240	YBL067C, YER098W	augustus_masked-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.249-mRNA-1_1&gene=augustus_masked-NODE_8_length_392814_cov_12.8339_ID_2366-processed-gene-2.249&CDS=1-2076
241	OG0000241	YBL069W, YER101C	genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.213-mRNA-1_1&gene=genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.213&CDS=1-1236
242	OG0000242	YBL072C, YER102W	genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.255-mRNA-1_1&gene=genemark-NODE_15_length_255544_cov_16.8036_ID_3316-processed-gene-1.255&CDS=1-606
243	OG0000243	YBL087C, YER117W	genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.134-mRNA-1_1&gene=genemark-NODE_4_length_795099_cov_12.4169_ID_3890-processed-gene-5.134&CDS=1-408
