	OrthologID	Saccharomyces_cerevisiae	Saitoella_complicata
2658	OG0002658	YOR022C	XP_019026013.1
2659	OG0002659	YOR025W	XP_019021837.1
2660	OG0002660	YOR032C	XP_019023788.1
2661	OG0002661	YOR039W	XP_019024080.1
2662	OG0002662	YOR042W	XP_019025367.1
2663	OG0002663	YOR043W	XP_019021551.1
2664	OG0002664	YOR046C	XP_019023756.1
2665	OG0002665	YOR051C	XP_019023459.1
2666	OG0002666	YOR056C	XP_019021115.1
2667	OG0002667	YOR057W	XP_019027123.1
2668	OG0002668	YOR058C	XP_019025478.1
2669	OG0002669	YOR059C	XP_019023738.1
2670	OG0002670	YOR063W	XP_019021872.1
2671	OG0002671	YOR065W	XP_019026316.1
2672	OG0002672	YOR067C	XP_019024791.1
2673	OG0002673	YOR069W	XP_019022533.1
2674	OG0002674	YOR070C	XP_019021235.1
2675	OG0002675	YOR074C	XP_019026645.1
2676	OG0002676	YOR077W	XP_019026690.1
2677	OG0002677	YOR085W	XP_019021263.1
2678	OG0002678	YOR087W	XP_019026556.1
2679	OG0002679	YOR090C	XP_019023983.1
2680	OG0002680	YOR091W	XP_019023168.1
2681	OG0002681	YOR093C	XP_019026517.1
2682	OG0002682	YOR095C	XP_019027461.1
2683	OG0002683	YOR099W	XP_019023298.1
2684	OG0002684	YOR100C	XP_019023117.1
2685	OG0002685	YOR101W	XP_019023265.1
2686	OG0002686	YOR103C	XP_019023481.1
2687	OG0002687	YOR107W	XP_019023987.1
2688	OG0002688	YOR111W	XP_019026973.1
2689	OG0002689	YOR112W	XP_019025356.1
2690	OG0002690	YOR115C	XP_019025533.1
2691	OG0002691	YOR116C	XP_019025720.1
2692	OG0002692	YOR117W	XP_019022685.1
2693	OG0002693	YOR118W	XP_019022362.1
2694	OG0002694	YOR119C	XP_019024859.1
2695	OG0002695	YOR124C	XP_019022478.1
2696	OG0002696	YOR125C	XP_019022165.1
2697	OG0002697	YOR126C	XP_019024795.1
2698	OG0002698	YOR128C	XP_019021226.1
2699	OG0002699	YOR130C	XP_019023348.1
2700	OG0002700	YOR131C	XP_019025717.1
2701	OG0002701	YOR132W	XP_019025726.1
2702	OG0002702	YOR134W	XP_019023758.1
2703	OG0002703	YOR136W	XP_019024441.1
2704	OG0002704	YOR141C	XP_019024952.1
2705	OG0002705	YOR142W	XP_019023553.1
2706	OG0002706	YOR143C	XP_019026399.1
2707	OG0002707	YOR145C	XP_019022875.1
2708	OG0002708	YOR148C	XP_019022797.1
2709	OG0002709	YOR149C	XP_019021236.1
2710	OG0002710	YOR150W	XP_019026800.1
2711	OG0002711	YOR151C	XP_019027004.1
2712	OG0002712	YOR154W	XP_019022367.1
2713	OG0002713	YOR155C	XP_019023628.1
2714	OG0002714	YOR157C	XP_019021150.1
2715	OG0002715	YOR159C	XP_019027692.1
2716	OG0002716	YOR160W	XP_019022746.1
2717	OG0002717	YOR163W	XP_019021812.1
2718	OG0002718	YOR164C	XP_019026696.1
2719	OG0002719	YOR165W	XP_019021293.1
2720	OG0002720	YOR166C	XP_019021360.1
2721	OG0002721	YOR168W	XP_019025574.1
2722	OG0002722	YOR175C	XP_019026694.1
2723	OG0002723	YOR176W	XP_019026184.1
2724	OG0002724	YOR181W	XP_019027289.1
2725	OG0002725	YOR184W	XP_019022995.1
2726	OG0002726	YOR187W	XP_019026256.1
2727	OG0002727	YOR194C	XP_019026957.1
2728	OG0002728	YOR196C	XP_019027666.1
2729	OG0002729	YOR197W	XP_019027664.1
2730	OG0002730	YOR198C	XP_019023133.1
2731	OG0002731	YOR201C	XP_019026065.1
2732	OG0002732	YOR202W	XP_019026401.1
2733	OG0002733	YOR204W	XP_019026409.1
2734	OG0002734	YOR206W	XP_019026923.1
2735	OG0002735	YOR207C	XP_019024238.1
2736	OG0002736	YOR209C	XP_019022237.1
2737	OG0002737	YOR210W	XP_019026919.1
2738	OG0002738	YOR211C	XP_019026230.1
2739	OG0002739	YOR212W	XP_019025542.1
2740	OG0002740	YOR216C	XP_019024114.1
2741	OG0002741	YOR217W	XP_019021820.1
2742	OG0002742	YOR222W	XP_019023559.1
2743	OG0002743	YOR223W	XP_019021822.1
2744	OG0002744	YOR226C	XP_019021239.1
2745	OG0002745	YOR232W	XP_019021815.1
2746	OG0002746	YOR236W	XP_019023233.1
2747	OG0002747	YOR238W	XP_019025999.1
2748	OG0002748	YOR239W	XP_019022834.1
2749	OG0002749	YOR241W	XP_019020914.1
2750	OG0002750	YOR243C	XP_019025939.1
2751	OG0002751	YOR244W	XP_019025095.1
2752	OG0002752	YOR245C	XP_019022950.1
2753	OG0002753	YOR250C	XP_019024544.1
2754	OG0002754	YOR251C	XP_019022345.1
2755	OG0002755	YOR252W	XP_019022149.1
2756	OG0002756	YOR254C	XP_019026497.1
2757	OG0002757	YOR257W	XP_019024469.1
2758	OG0002758	YOR258W	XP_019025417.1
2759	OG0002759	YOR259C	XP_019026361.1
2760	OG0002760	YOR260W	XP_019027315.1
2761	OG0002761	YOR261C	XP_019024388.1
2762	OG0002762	YOR262W	XP_019023264.1
2763	OG0002763	YOR269W	XP_019024622.1
2764	OG0002764	YOR270C	XP_019024447.1
2765	OG0002765	YOR271C	XP_019027319.1
2766	OG0002766	YOR272W	XP_019021217.1
2767	OG0002767	YOR274W	XP_019023043.1
2768	OG0002768	YOR278W	XP_019020766.1
2769	OG0002769	YOR281C	XP_019023259.1
2770	OG0002770	YOR283W	XP_019023062.1
2771	OG0002771	YOR286W	XP_019026772.1
2772	OG0002772	YOR287C	XP_019027062.1
2773	OG0002773	YOR289W	XP_019027445.1
2774	OG0002774	YOR291W	XP_019026756.1
2775	OG0002775	YOR294W	XP_019022035.1
2776	OG0002776	YOR296W	XP_019024556.1
2777	OG0002777	YOR298C-A	XP_019025789.1
2778	OG0002778	YOR301W	XP_019026996.1
2779	OG0002779	YOR303W	XP_019026104.1
2780	OG0002780	YOR304W	XP_019026041.1
2781	OG0002781	YOR305W	XP_019025579.1
2782	OG0002782	YOR307C	XP_019024261.1
2783	OG0002783	YOR308C	XP_019027448.1
2784	OG0002784	YOR310C	XP_019025920.1
2785	OG0002785	YOR311C	XP_019025917.1
2786	OG0002786	YOR319W	XP_019023058.1
2787	OG0002787	YOR322C	XP_019026178.1
2788	OG0002788	YOR323C	XP_019025994.1
2789	OG0002789	YOR326W	XP_019023552.1
2790	OG0002790	YOR327C	XP_019027405.1
2791	OG0002791	YOR330C	XP_019026196.1
2792	OG0002792	YOR332W	XP_019027340.1
2793	OG0002793	YOR335C	XP_019022100.1
2794	OG0002794	YOR336W	XP_019020768.1
2795	OG0002795	YOR339C	XP_019027019.1
2796	OG0002796	YOR340C	XP_019024444.1
2797	OG0002797	YOR341W	XP_019025923.1
2798	OG0002798	YOR349W	XP_019025925.1
2799	OG0002799	YOR351C	XP_019025636.1
2800	OG0002800	YOR352W	XP_019024520.1
2801	OG0002801	YOR353C	XP_019023956.1
2802	OG0002802	YOR356W	XP_019020950.1
2803	OG0002803	YOR357C	XP_019021681.1
2804	OG0002804	YOR358W	XP_019024576.1
2805	OG0002805	YOR360C	XP_019022430.1
2806	OG0002806	YOR361C	XP_019026371.1
2807	OG0002807	YOR362C	XP_019026431.1
2808	OG0002808	YOR367W	XP_019026046.1
2809	OG0002809	YOR368W	XP_019027017.1
2810	OG0002810	YOR369C	XP_019021939.1
2811	OG0002811	YOR370C	XP_019026852.1
2812	OG0002812	YOR373W	XP_019023165.1
2813	OG0002813	YOR374W	XP_019023149.1
2814	OG0002814	YOR378W	XP_019026480.1
2815	OG0002815	YOR388C	XP_019022983.1
2816	OG0002816	YPL001W	XP_019024773.1
2817	OG0002817	YPL002C	XP_019025624.1
2818	OG0002818	YPL003W	XP_019027191.1
2819	OG0002819	YPL006W	XP_019027047.1
2820	OG0002820	YPL008W	XP_019020773.1
2821	OG0002821	YPL009C	XP_019027622.1
2822	OG0002822	YPL010W	XP_019026460.1
2823	OG0002823	YPL011C	XP_019021808.1
2824	OG0002824	YPL012W	XP_019021855.1
2825	OG0002825	YPL013C	XP_019026118.1
2826	OG0002826	YPL015C	XP_019026302.1
2827	OG0002827	YPL016W	XP_019027615.1
2828	OG0002828	YPL022W	XP_019027363.1
2829	OG0002829	YPL029W	XP_019025110.1
2830	OG0002830	YPL030W	XP_019027274.1
2831	OG0002831	YPL031C	XP_019022429.1
2832	OG0002832	YPL040C	XP_019022280.1
2833	OG0002833	YPL041C	XP_019025303.1
2834	OG0002834	YPL042C	XP_019023810.1
2835	OG0002835	YPL043W	XP_019020814.1
2836	OG0002836	YPL045W	XP_019025436.1
2837	OG0002837	YPL046C	XP_019023300.1
2838	OG0002838	YPL047W	XP_019027308.1
2839	OG0002839	YPL050C	XP_019023891.1
2840	OG0002840	YPL054W	XP_019020759.1
2841	OG0002841	YPL059W	XP_019025364.1
2842	OG0002842	YPL060W	XP_019027341.1
2843	OG0002843	YPL063W	XP_019021373.1
2844	OG0002844	YPL065W	XP_019026898.1
2845	OG0002845	YPL067C	XP_019024756.1
2846	OG0002846	YPL069C	XP_019023804.1
2847	OG0002847	YPL076W	XP_019024676.1
2848	OG0002848	YPL078C	XP_019023496.1
2849	OG0002849	YPL082C	XP_019022036.1
2850	OG0002850	YPL086C	XP_019026757.1
2851	OG0002851	YPL091W	XP_019022433.1
2852	OG0002852	YPL093W	XP_019026503.1
2853	OG0002853	YPL094C	XP_019026764.1
2854	OG0002854	YPL096W	XP_019022795.1
2855	OG0002855	YPL097W	XP_019022368.1
2856	OG0002856	YPL098C	XP_019021605.1
2857	OG0002857	YPL101W	XP_019023293.1
2858	OG0002858	YPL103C	XP_019023263.1
2859	OG0002859	YPL104W	XP_019022335.1
2860	OG0002860	YPL107W	XP_019024955.1
2861	OG0002861	YPL109C	XP_019024848.1
2862	OG0002862	YPL110C	XP_019023179.1
2863	OG0002863	YPL111W	XP_019022889.1
2864	OG0002864	YPL116W	XP_019022629.1
2865	OG0002865	YPL117C	XP_019027108.1
2866	OG0002866	YPL120W	XP_019022112.1
2867	OG0002867	YPL125W	XP_019021370.1
2868	OG0002868	YPL126W	XP_019026920.1
2869	OG0002869	YPL127C	XP_019022572.1
2870	OG0002870	YPL128C	XP_019023155.1
2871	OG0002871	YPL129W	XP_019025502.1
2872	OG0002872	YPL131W	XP_019023939.1
2873	OG0002873	YPL132W	XP_019021803.1
2874	OG0002874	YPL138C	XP_019022016.1
2875	OG0002875	YPL146C	XP_019023445.1
2876	OG0002876	YPL151C	XP_019021530.1
2877	OG0002877	YPL152W	XP_019023749.1
2878	OG0002878	YPL154C	XP_019027617.1
2879	OG0002879	YPL157W	XP_019021128.1
2880	OG0002880	YPL160W	XP_019026890.1
2881	OG0002881	YPL162C	XP_019021211.1
2882	OG0002882	YPL164C	XP_019021707.1
2883	OG0002883	YPL165C	XP_019021720.1
2884	OG0002884	YPL166W	XP_019021722.1
2885	OG0002885	YPL167C	XP_019021700.1
2886	OG0002886	YPL169C	XP_019022781.1
2887	OG0002887	YPL170W	XP_019025976.1
2888	OG0002888	YPL172C	XP_019022381.1
2889	OG0002889	YPL175W	XP_019025940.1
2890	OG0002890	YPL178W	XP_019024836.1
2891	OG0002891	YPL183C	XP_019022252.1
2892	OG0002892	YPL183W-A	XP_019022250.1
2893	OG0002893	YPL184C	XP_019024692.1
2894	OG0002894	YPL188W	XP_019022704.1
2895	OG0002895	YPL190C	XP_019027702.1
2896	OG0002896	YPL195W	XP_019022919.1
2897	OG0002897	YPL196W	XP_019020774.1
2898	OG0002898	YPL199C	XP_019023798.1
2899	OG0002899	YPL203W	XP_019024663.1
2900	OG0002900	YPL204W	XP_019021594.1
2901	OG0002901	YPL206C	XP_019023765.1
2902	OG0002902	YPL207W	XP_019027209.1
2903	OG0002903	YPL209C	XP_019024737.1
2904	OG0002904	YPL210C	XP_019024723.1
2905	OG0002905	YPL211W	XP_019024740.1
2906	OG0002906	YPL212C	XP_019024741.1
2907	OG0002907	YPL213W	XP_019024936.1
2908	OG0002908	YPL215W	XP_019024749.1
2909	OG0002909	YPL217C	XP_019024443.1
2910	OG0002910	YPL218W	XP_019021835.1
2911	OG0002911	YPL222W	XP_019024314.1
2912	OG0002912	YPL225W	XP_019022299.1
2913	OG0002913	YPL227C	XP_019026053.1
2914	OG0002914	YPL228W	XP_019022398.1
2915	OG0002915	YPL231W	XP_019027565.1
2916	OG0002916	YPL233W	XP_019027672.1
2917	OG0002917	YPL234C	XP_019026899.1
2918	OG0002918	YPL235W	XP_019024242.1
2919	OG0002919	YPL236C	XP_019025972.1
2920	OG0002920	YPL237W	XP_019026001.1
2921	OG0002921	YPL239W	XP_019025252.1
2922	OG0002922	YPL243W	XP_019026576.1
2923	OG0002923	YPL244C	XP_019021902.1
2924	OG0002924	YPL246C	XP_019027537.1
2925	OG0002925	YPL247C	XP_019022388.1
2926	OG0002926	YPL254W	XP_019021283.1
2927	OG0002927	YPL260W	XP_019024113.1
2928	OG0002928	YPL262W	XP_019027327.1
2929	OG0002929	YPL263C	XP_019023952.1
2930	OG0002930	YPL266W	XP_019021274.1
2931	OG0002931	YPL268W	XP_019023858.1
2932	OG0002932	YPR002W	XP_019023739.1
2933	OG0002933	YPR003C	XP_019027726.1
2934	OG0002934	YPR004C	XP_019026765.1
2935	OG0002935	YPR010C	XP_019021158.1
2936	OG0002936	YPR011C	XP_019021201.1
2937	OG0002937	YPR015C	XP_019027295.1
2938	OG0002938	YPR016C	XP_019023541.1
2939	OG0002939	YPR017C	XP_019025960.1
2940	OG0002940	YPR019W	XP_019023741.1
2941	OG0002941	YPR020W	XP_019026566.1
2942	OG0002942	YPR021C	XP_019021863.1
2943	OG0002943	YPR023C	XP_019027471.1
2944	OG0002944	YPR024W	XP_019024586.1
2945	OG0002945	YPR025C	XP_019027677.1
2946	OG0002946	YPR028W	XP_019026675.1
2947	OG0002947	YPR033C	XP_019026597.1
2948	OG0002948	YPR035W	XP_019026044.1
2949	OG0002949	YPR036W	XP_019021562.1
2950	OG0002950	YPR037C	XP_019026429.1
2951	OG0002951	YPR040W	XP_019024751.1
2952	OG0002952	YPR041W	XP_019024714.1
2953	OG0002953	YPR045C	XP_019022668.1
2954	OG0002954	YPR047W	XP_019021816.1
2955	OG0002955	YPR049C	XP_019021020.1
2956	OG0002956	YPR051W	XP_019020735.1
2957	OG0002957	YPR055W	XP_019023589.1
2958	OG0002958	YPR056W	XP_019024882.1
2959	OG0002959	YPR060C	XP_019023190.1
2960	OG0002960	YPR062W	XP_019026840.1
2961	OG0002961	YPR066W	XP_019026592.1
2962	OG0002962	YPR067W	XP_019027317.1
2963	OG0002963	YPR069C	XP_019023813.1
2964	OG0002964	YPR073C	XP_019025768.1
2965	OG0002965	YPR074C	XP_019023886.1
2966	OG0002966	YPR079W	XP_019022010.1
2967	OG0002967	YPR082C	XP_019025071.1
2968	OG0002968	YPR086W	XP_019021043.1
2969	OG0002969	YPR088C	XP_019025309.1
2970	OG0002970	YPR091C	XP_019021695.1
2971	OG0002971	YPR094W	XP_019024711.1
2972	OG0002972	YPR097W	XP_019026578.1
2973	OG0002973	YPR098C	XP_019021948.1
2974	OG0002974	YPR100W	XP_019022519.1
2975	OG0002975	YPR103W	XP_019021139.1
2976	OG0002976	YPR107C	XP_019025103.1
2977	OG0002977	YPR108W	XP_019027089.1
2978	OG0002978	YPR110C	XP_019026590.1
2979	OG0002979	YPR112C	XP_019027002.1
2980	OG0002980	YPR113W	XP_019025896.1
2981	OG0002981	YPR117W	XP_019025517.1
2982	OG0002982	YPR118W	XP_019022935.1
2983	OG0002983	YPR125W	XP_019023441.1
2984	OG0002984	YPR129W	XP_019024228.1
2985	OG0002985	YPR131C	XP_019022439.1
2986	OG0002986	YPR133C	XP_019024298.1
2987	OG0002987	YPR135W	XP_019024307.1
2988	OG0002988	YPR137W	XP_019026348.1
2989	OG0002989	YPR140W	XP_019025041.1
2990	OG0002990	YPR141C	XP_019024956.1
2991	OG0002991	YPR143W	XP_019025145.1
2992	OG0002992	YPR144C	XP_019023497.1
2993	OG0002993	YPR155C	XP_019026845.1
2994	OG0002994	YPR160W	XP_019021456.1
2995	OG0002995	YPR162C	XP_019021387.1
2996	OG0002996	YPR165W	XP_019024003.1
2997	OG0002997	YPR166C	XP_019021245.1
2998	OG0002998	YPR167C	XP_019021611.1
2999	OG0002999	YPR168W	XP_019021875.1
3000	OG0003000	YPR169W	XP_019022385.1
3001	OG0003001	YPR175W	XP_019021240.1
3002	OG0003002	YPR176C	XP_019024166.1
3003	OG0003003	YPR178W	XP_019023384.1
3004	OG0003004	YPR179C	XP_019025310.1
3005	OG0003005	YPR180W	XP_019023545.1
3006	OG0003006	YPR181C	XP_019022434.1
3007	OG0003007	YPR182W	XP_019023197.1
3008	OG0003008	YPR183W	XP_019027554.1
3009	OG0003009	YPR184W	XP_019026322.1
3010	OG0003010	YPR187W	XP_019022467.1
3011	OG0003011	YPR189W	XP_019023728.1
3012	OG0003012	YPR190C	XP_019024340.1
3013	OG0003013	YPR191W	XP_019024301.1
3014	OG0003014	YPR201W	XP_019026345.1
