	OrthologID	Metschnikowia_proteae	Saccharomyces_cerevisiae
454	OG0000454	augustus_masked-proT_s1-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-proT_s1-processed-gene-0.61&CDS=1-3819	YOL023W
455	OG0000455	snap_masked-proT_s1-processed-gene-0.31-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-0.31&CDS=1-711	YDR054C
456	OG0000456	snap_masked-proT_s1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-0.14&CDS=1-2808	YFR016C
457	OG0000457	snap_masked-proT_s1-processed-gene-0.15-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-0.15&CDS=1-3609	YJL080C
458	OG0000458	snap_masked-proT_s1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-0.16&CDS=1-1620	YGR055W
459	OG0000459	snap_masked-proT_s1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-0.17&CDS=1-426	YPR100W
460	OG0000460	maker-proT_s1-snap-gene-0.65-mRNA-1_1&gene=maker-proT_s1-snap-gene-0.65&CDS=1-2229	YLL057C
461	OG0000461	snap_masked-proT_s1-processed-gene-0.32-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-0.32&CDS=1-3948	YBL047C
462	OG0000462	genemark-proT_s1-processed-gene-0.86-mRNA-1_1&gene=genemark-proT_s1-processed-gene-0.86&CDS=1-603	YHR089C
463	OG0000463	augustus_masked-proT_s1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-proT_s1-processed-gene-0.64&CDS=1-1122	YDR336W
464	OG0000464	snap_masked-proT_s1-processed-gene-1.36-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.36&CDS=1-5220	YKR031C
465	OG0000465	snap_masked-proT_s1-processed-gene-1.37-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.37&CDS=1-732	YHR181W
466	OG0000466	snap_masked-proT_s1-processed-gene-1.58-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.58&CDS=1-1410	YDL006W
467	OG0000467	snap_masked-proT_s1-processed-gene-1.41-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.41&CDS=1-900	YKL094W
468	OG0000468	snap_masked-proT_s1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.42&CDS=1-2097	YDR081C
469	OG0000469	snap_masked-proT_s1-processed-gene-1.59-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.59&CDS=1-294	YDR079W
470	OG0000470	snap_masked-proT_s1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.43&CDS=1-654	YDR084C
471	OG0000471	augustus_masked-proT_s1-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-proT_s1-processed-gene-1.104&CDS=1-2940	YDR080W
472	OG0000472	maker-proT_s1-snap-gene-1.78-mRNA-1_1&gene=maker-proT_s1-snap-gene-1.78&CDS=1-1431	YDL101C
473	OG0000473	snap_masked-proT_s1-processed-gene-1.45-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.45&CDS=1-1578	YJL014W
474	OG0000474	snap_masked-proT_s1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.46&CDS=1-2721	YDL117W
475	OG0000475	snap_masked-proT_s1-processed-gene-1.48-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.48&CDS=1-2145	YJL012C
476	OG0000476	snap_masked-proT_s1-processed-gene-1.65-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.65&CDS=1-4767	YMR162C
477	OG0000477	snap_masked-proT_s1-processed-gene-1.49-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.49&CDS=1-1770	YHR188C
478	OG0000478	snap_masked-proT_s1-processed-gene-1.68-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.68&CDS=1-846	YHR187W
479	OG0000479	snap_masked-proT_s1-processed-gene-1.50-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.50&CDS=1-3129	YMR288W
480	OG0000480	maker-proT_s1-snap-gene-1.77-mRNA-1_1&gene=maker-proT_s1-snap-gene-1.77&CDS=1-3108	YGR258C
481	OG0000481	snap_masked-proT_s1-processed-gene-1.53-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.53&CDS=1-2256	YGR261C
482	OG0000482	snap_masked-proT_s1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.71&CDS=1-1191	YPL123C
483	OG0000483	snap_masked-proT_s1-processed-gene-1.72-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-1.72&CDS=1-1341	YER043C
484	OG0000484	snap_masked-proT_s1-processed-gene-2.59-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.59&CDS=1-1443	YFR044C
485	OG0000485	augustus_masked-proT_s1-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-proT_s1-processed-gene-2.128&CDS=1-1074	YOR288C
486	OG0000486	genemark-proT_s1-processed-gene-2.26-mRNA-1_1&gene=genemark-proT_s1-processed-gene-2.26&CDS=1-1026	YJR100C
487	OG0000487	snap_masked-proT_s1-processed-gene-2.82-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.82&CDS=1-930	YJR095W
488	OG0000488	snap_masked-proT_s1-processed-gene-2.83-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.83&CDS=1-1332	YNL237W
489	OG0000489	snap_masked-proT_s1-processed-gene-2.62-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.62&CDS=1-2553	YNL238W
490	OG0000490	snap_masked-proT_s1-processed-gene-2.63-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.63&CDS=1-1503	YNL241C
491	OG0000491	genemark-proT_s1-processed-gene-2.9-mRNA-1_1&gene=genemark-proT_s1-processed-gene-2.9&CDS=1-2781	YNL049C
492	OG0000492	augustus_masked-proT_s1-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-proT_s1-processed-gene-2.132&CDS=1-1287	YNL051W
493	OG0000493	genemark-proT_s1-processed-gene-2.12-mRNA-1_1&gene=genemark-proT_s1-processed-gene-2.12&CDS=1-978	YBL033C
494	OG0000494	snap_masked-proT_s1-processed-gene-2.91-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.91&CDS=1-1113	YLR113W
495	OG0000495	snap_masked-proT_s1-processed-gene-2.92-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.92&CDS=1-1809	YGL116W
496	OG0000496	snap_masked-proT_s1-processed-gene-2.69-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.69&CDS=1-666	YMR077C
497	OG0000497	snap_masked-proT_s1-processed-gene-2.93-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.93&CDS=1-1020	YGL040C
498	OG0000498	augustus_masked-proT_s1-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-proT_s1-processed-gene-2.142&CDS=1-2316	YKL152C
499	OG0000499	snap_masked-proT_s1-processed-gene-2.98-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.98&CDS=1-1878	YHL032C
500	OG0000500	snap_masked-proT_s1-processed-gene-2.99-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.99&CDS=1-1428	YDL103C
501	OG0000501	maker-proT_s1-snap-gene-2.154-mRNA-1_1&gene=maker-proT_s1-snap-gene-2.154&CDS=1-5493	YJR092W
502	OG0000502	snap_masked-proT_s1-processed-gene-2.73-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.73&CDS=1-723	YJR093C
503	OG0000503	snap_masked-proT_s1-processed-gene-2.101-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.101&CDS=1-1191	YPR041W
504	OG0000504	snap_masked-proT_s1-processed-gene-2.102-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.102&CDS=1-1326	YJR084W
505	OG0000505	snap_masked-proT_s1-processed-gene-2.75-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.75&CDS=1-2259	YJR090C
506	OG0000506	snap_masked-proT_s1-processed-gene-2.78-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.78&CDS=1-558	YJR102C
507	OG0000507	snap_masked-proT_s1-processed-gene-2.79-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.79&CDS=1-1725	YBL039C
508	OG0000508	snap_masked-proT_s1-processed-gene-2.104-mRNA-1_1&gene=snap_masked-proT_s1-processed-gene-2.104&CDS=1-933	YJR088C
509	OG0000509	snap_masked-proT_s104-processed-gene-0.2-mRNA-1_1&gene=snap_masked-proT_s104-processed-gene-0.2&CDS=1-3366	YMR287C
510	OG0000510	snap_masked-proT_s104-processed-gene-0.3-mRNA-1_1&gene=snap_masked-proT_s104-processed-gene-0.3&CDS=1-2571	YMR266W
511	OG0000511	snap_masked-proT_s104-processed-gene-0.5-mRNA-1_1&gene=snap_masked-proT_s104-processed-gene-0.5&CDS=1-4791	YML103C
512	OG0000512	snap_masked-proT_s104-processed-gene-0.8-mRNA-1_1&gene=snap_masked-proT_s104-processed-gene-0.8&CDS=1-1260	YMR208W
513	OG0000513	snap_masked-proT_s104-processed-gene-0.21-mRNA-1_1&gene=snap_masked-proT_s104-processed-gene-0.21&CDS=1-984	YOR271C
514	OG0000514	snap_masked-proT_s104-processed-gene-0.22-mRNA-1_1&gene=snap_masked-proT_s104-processed-gene-0.22&CDS=1-1587	YMR217W
515	OG0000515	snap_masked-proT_s104-processed-gene-0.10-mRNA-1_1&gene=snap_masked-proT_s104-processed-gene-0.10&CDS=1-1356	YOR272W
516	OG0000516	snap_masked-proT_s104-processed-gene-0.23-mRNA-1_1&gene=snap_masked-proT_s104-processed-gene-0.23&CDS=1-1404	YMR209C
517	OG0000517	snap_masked-proT_s104-processed-gene-0.11-mRNA-1_1&gene=snap_masked-proT_s104-processed-gene-0.11&CDS=1-855	YKL019W
518	OG0000518	snap_masked-proT_s104-processed-gene-0.25-mRNA-1_1&gene=snap_masked-proT_s104-processed-gene-0.25&CDS=1-1368	YMR210W
519	OG0000519	maker-proT_s106-augustus-gene-0.35-mRNA-1_1&gene=maker-proT_s106-augustus-gene-0.35&CDS=1-1770	YJL057C
520	OG0000520	maker-proT_s106-snap-gene-0.34-mRNA-1_1&gene=maker-proT_s106-snap-gene-0.34&CDS=1-1461	YBR283C
521	OG0000521	snap_masked-proT_s106-processed-gene-0.54-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-0.54&CDS=1-495	YOL143C
522	OG0000522	genemark-proT_s106-processed-gene-0.84-mRNA-1_1&gene=genemark-proT_s106-processed-gene-0.84&CDS=1-324	YKL084W
523	OG0000523	snap_masked-proT_s106-processed-gene-0.41-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-0.41&CDS=1-1323	YDL155W
524	OG0000524	snap_masked-proT_s106-processed-gene-0.42-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-0.42&CDS=1-759	YIL070C
525	OG0000525	snap_masked-proT_s106-processed-gene-0.57-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-0.57&CDS=1-2586	YPR112C
526	OG0000526	snap_masked-proT_s106-processed-gene-0.58-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-0.58&CDS=1-3882	YNL250W
527	OG0000527	snap_masked-proT_s106-processed-gene-0.60-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-0.60&CDS=1-2697	YOR113W
528	OG0000528	snap_masked-proT_s106-processed-gene-0.62-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-0.62&CDS=1-378	YNL113W
529	OG0000529	snap_masked-proT_s106-processed-gene-0.46-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-0.46&CDS=1-801	YGR158C
530	OG0000530	snap_masked-proT_s106-processed-gene-0.65-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-0.65&CDS=1-2580	YGR157W
531	OG0000531	snap_masked-proT_s106-processed-gene-0.47-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-0.47&CDS=1-4536	YNL297C
532	OG0000532	snap_masked-proT_s106-processed-gene-0.48-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-0.48&CDS=1-3405	YBR023C
533	OG0000533	snap_masked-proT_s106-processed-gene-1.37-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.37&CDS=1-2292	YLR069C
534	OG0000534	snap_masked-proT_s106-processed-gene-1.38-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.38&CDS=1-2271	YNL247W
535	OG0000535	snap_masked-proT_s106-processed-gene-1.39-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.39&CDS=1-570	YLR066W
536	OG0000536	augustus_masked-proT_s106-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-proT_s106-processed-gene-1.8&CDS=1-3564	YLR067C
537	OG0000537	snap_masked-proT_s106-processed-gene-1.42-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.42&CDS=1-1560	YJR152W
538	OG0000538	snap_masked-proT_s106-processed-gene-1.54-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.54&CDS=1-708	YGL161C
539	OG0000539	genemark-proT_s106-processed-gene-1.89-mRNA-1_1&gene=genemark-proT_s106-processed-gene-1.89&CDS=1-5616	YNL271C
540	OG0000540	snap_masked-proT_s106-processed-gene-1.59-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.59&CDS=1-2172	YNL272C
541	OG0000541	snap_masked-proT_s106-processed-gene-1.46-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.46&CDS=1-6348	YFL007W
542	OG0000542	snap_masked-proT_s106-processed-gene-1.61-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.61&CDS=1-3075	YJR132W
543	OG0000543	snap_masked-proT_s106-processed-gene-1.47-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.47&CDS=1-1827	YER036C
544	OG0000544	snap_masked-proT_s106-processed-gene-1.64-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.64&CDS=1-750	YOR126C
545	OG0000545	maker-proT_s106-snap-gene-1.2-mRNA-1_1&gene=maker-proT_s106-snap-gene-1.2&CDS=1-2835	YLR196W
546	OG0000546	snap_masked-proT_s106-processed-gene-1.49-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.49&CDS=1-1323	YLR195C
547	OG0000547	augustus_masked-proT_s106-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-proT_s106-processed-gene-1.17&CDS=1-1215	YLR097C
548	OG0000548	snap_masked-proT_s106-processed-gene-1.51-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.51&CDS=1-2493	YMR309C
549	OG0000549	snap_masked-proT_s106-processed-gene-1.52-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-1.52&CDS=1-1101	YGL211W
550	OG0000550	snap_masked-proT_s106-processed-gene-2.51-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.51&CDS=1-3159	YPR122W
551	OG0000551	maker-proT_s106-augustus-gene-2.46-mRNA-1_1&gene=maker-proT_s106-augustus-gene-2.46&CDS=1-3384	YPR179C
552	OG0000552	maker-proT_s106-snap-gene-2.98-mRNA-1_1&gene=maker-proT_s106-snap-gene-2.98&CDS=1-1032	YPR180W
553	OG0000553	snap_masked-proT_s106-processed-gene-2.56-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.56&CDS=1-2241	YPR181C
554	OG0000554	genemark-proT_s106-processed-gene-2.6-mRNA-1_1&gene=genemark-proT_s106-processed-gene-2.6&CDS=1-681	YGL018C
555	OG0000555	snap_masked-proT_s106-processed-gene-2.76-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.76&CDS=1-855	YGL019W
556	OG0000556	snap_masked-proT_s106-processed-gene-2.58-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.58&CDS=1-639	YGL020C
557	OG0000557	maker-proT_s106-snap-gene-2.100-mRNA-1_1&gene=maker-proT_s106-snap-gene-2.100&CDS=1-2940	YBL008W
558	OG0000558	maker-proT_s106-snap-gene-2.99-mRNA-1_1&gene=maker-proT_s106-snap-gene-2.99&CDS=1-1443	YGL202W
559	OG0000559	snap_masked-proT_s106-processed-gene-2.79-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.79&CDS=1-1473	YGL003C
560	OG0000560	snap_masked-proT_s106-processed-gene-2.60-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.60&CDS=1-1140	YOL018C
561	OG0000561	snap_masked-proT_s106-processed-gene-2.80-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.80&CDS=1-1587	YOL019W
562	OG0000562	genemark-proT_s106-processed-gene-2.29-mRNA-1_1&gene=genemark-proT_s106-processed-gene-2.29&CDS=1-6684	YFR019W
563	OG0000563	snap_masked-proT_s106-processed-gene-2.61-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.61&CDS=1-1005	YDR372C
564	OG0000564	augustus_masked-proT_s106-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-proT_s106-processed-gene-2.129&CDS=1-1026	YDR371W
565	OG0000565	snap_masked-proT_s106-processed-gene-2.62-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.62&CDS=1-2319	YBR058C
566	OG0000566	snap_masked-proT_s106-processed-gene-2.83-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.83&CDS=1-1812	YDR338C
567	OG0000567	snap_masked-proT_s106-processed-gene-2.85-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.85&CDS=1-882	YMR130W
568	OG0000568	augustus_masked-proT_s106-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-proT_s106-processed-gene-2.135&CDS=1-7683	YMR128W
569	OG0000569	snap_masked-proT_s106-processed-gene-2.90-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.90&CDS=1-675	YDR121W
570	OG0000570	snap_masked-proT_s106-processed-gene-2.66-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.66&CDS=1-4440	YLR032W
571	OG0000571	maker-proT_s106-snap-gene-2.96-mRNA-1_1&gene=maker-proT_s106-snap-gene-2.96&CDS=1-1569	YLR033W
572	OG0000572	snap_masked-proT_s106-processed-gene-2.91-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.91&CDS=1-1554	YLR034C
573	OG0000573	snap_masked-proT_s106-processed-gene-2.69-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.69&CDS=1-1689	YBR296C
574	OG0000574	genemark-proT_s106-processed-gene-2.19-mRNA-1_1&gene=genemark-proT_s106-processed-gene-2.19&CDS=1-867	YIL034C
575	OG0000575	genemark-proT_s106-processed-gene-2.41-mRNA-1_1&gene=genemark-proT_s106-processed-gene-2.41&CDS=1-636	YGR167W
576	OG0000576	snap_masked-proT_s106-processed-gene-2.93-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.93&CDS=1-2361	YGR200C
577	OG0000577	snap_masked-proT_s106-processed-gene-2.72-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.72&CDS=1-690	YHR041C
578	OG0000578	snap_masked-proT_s106-processed-gene-2.73-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.73&CDS=1-2271	YJL033W
579	OG0000579	genemark-proT_s106-processed-gene-2.43-mRNA-1_1&gene=genemark-proT_s106-processed-gene-2.43&CDS=1-1122	YDL150W
580	OG0000580	genemark-proT_s106-processed-gene-2.23-mRNA-1_1&gene=genemark-proT_s106-processed-gene-2.23&CDS=1-1647	YDL153C
581	OG0000581	snap_masked-proT_s106-processed-gene-2.94-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-2.94&CDS=1-1596	YDL143W
582	OG0000582	snap_masked-proT_s106-processed-gene-3.49-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.49&CDS=1-990	YLR215C
583	OG0000583	maker-proT_s106-snap-gene-3.98-mRNA-1_1&gene=maker-proT_s106-snap-gene-3.98&CDS=1-990	YBR053C
584	OG0000584	genemark-proT_s106-processed-gene-3.4-mRNA-1_1&gene=genemark-proT_s106-processed-gene-3.4&CDS=1-552	YJR055W
585	OG0000585	augustus_masked-proT_s106-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-proT_s106-processed-gene-3.102&CDS=1-2193	YMR019W
586	OG0000586	snap_masked-proT_s106-processed-gene-3.55-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.55&CDS=1-993	YGL215W
587	OG0000587	snap_masked-proT_s106-processed-gene-3.77-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.77&CDS=1-522	YER030W
588	OG0000588	snap_masked-proT_s106-processed-gene-3.56-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.56&CDS=1-414	YER029C
589	OG0000589	snap_masked-proT_s106-processed-gene-3.79-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.79&CDS=1-3084	YGL207W
590	OG0000590	snap_masked-proT_s106-processed-gene-3.57-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.57&CDS=1-1536	YKL045W
591	OG0000591	snap_masked-proT_s106-processed-gene-3.82-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.82&CDS=1-780	YJR060W
592	OG0000592	snap_masked-proT_s106-processed-gene-3.59-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.59&CDS=1-1686	YLR044C
593	OG0000593	snap_masked-proT_s106-processed-gene-3.60-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.60&CDS=1-2094	YMR301C
594	OG0000594	augustus_masked-proT_s106-processed-gene-3.135-mRNA-1_1&gene=augustus_masked-proT_s106-processed-gene-3.135&CDS=1-2787	YIL137C
595	OG0000595	snap_masked-proT_s106-processed-gene-3.62-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.62&CDS=1-1563	YPL204W
596	OG0000596	snap_masked-proT_s106-processed-gene-3.84-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.84&CDS=1-1539	YPL212C
597	OG0000597	snap_masked-proT_s106-processed-gene-3.63-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.63&CDS=1-543	YPL211W
598	OG0000598	snap_masked-proT_s106-processed-gene-3.85-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.85&CDS=1-1437	YGL129C
599	OG0000599	snap_masked-proT_s106-processed-gene-3.64-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.64&CDS=1-1626	YGL064C
600	OG0000600	snap_masked-proT_s106-processed-gene-3.65-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.65&CDS=1-1377	YGL067W
601	OG0000601	snap_masked-proT_s106-processed-gene-3.66-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.66&CDS=1-1071	YPL206C
602	OG0000602	snap_masked-proT_s106-processed-gene-3.67-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.67&CDS=1-954	YAL032C
603	OG0000603	genemark-proT_s106-processed-gene-3.20-mRNA-1_1&gene=genemark-proT_s106-processed-gene-3.20&CDS=1-972	YPL215W
604	OG0000604	snap_masked-proT_s106-processed-gene-3.88-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.88&CDS=1-1944	YPL210C
605	OG0000605	snap_masked-proT_s106-processed-gene-3.90-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.90&CDS=1-1167	YDR019C
606	OG0000606	snap_masked-proT_s106-processed-gene-3.69-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.69&CDS=1-8442	YBL088C
607	OG0000607	snap_masked-proT_s106-processed-gene-3.71-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.71&CDS=1-1758	YPL184C
608	OG0000608	snap_masked-proT_s106-processed-gene-3.74-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.74&CDS=1-453	YER116C
609	OG0000609	snap_masked-proT_s106-processed-gene-3.75-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.75&CDS=1-756	YNL305C
610	OG0000610	maker-proT_s106-augustus-gene-3.48-mRNA-1_1&gene=maker-proT_s106-augustus-gene-3.48&CDS=1-1323	YDL007W
611	OG0000611	snap_masked-proT_s106-processed-gene-3.76-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-3.76&CDS=1-2148	YDR496C
612	OG0000612	maker-proT_s106-snap-gene-4.42-mRNA-1_1&gene=maker-proT_s106-snap-gene-4.42&CDS=1-3564	YGL156W
613	OG0000613	snap_masked-proT_s106-processed-gene-4.55-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.55&CDS=1-765	YLR022C
614	OG0000614	snap_masked-proT_s106-processed-gene-4.56-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.56&CDS=1-2193	YDR211W
615	OG0000615	maker-proT_s106-augustus-gene-4.49-mRNA-1_1&gene=maker-proT_s106-augustus-gene-4.49&CDS=1-2733	YDL128W
616	OG0000616	snap_masked-proT_s106-processed-gene-4.85-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.85&CDS=1-1662	YDR212W
617	OG0000617	snap_masked-proT_s106-processed-gene-4.60-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.60&CDS=1-1305	YER061C
618	OG0000618	augustus_masked-proT_s106-processed-gene-4.6-mRNA-1_1&gene=augustus_masked-proT_s106-processed-gene-4.6&CDS=1-4944	YDL149W
619	OG0000619	snap_masked-proT_s106-processed-gene-4.88-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.88&CDS=1-681	YGR232W
620	OG0000620	snap_masked-proT_s106-processed-gene-4.63-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.63&CDS=1-825	YDL193W
621	OG0000621	genemark-proT_s106-processed-gene-4.139-mRNA-1_1&gene=genemark-proT_s106-processed-gene-4.139&CDS=1-3108	YDL190C
622	OG0000622	genemark-proT_s106-processed-gene-4.114-mRNA-1_1&gene=genemark-proT_s106-processed-gene-4.114&CDS=1-594	YDL135C
623	OG0000623	snap_masked-proT_s106-processed-gene-4.91-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.91&CDS=1-2610	YJL092W
624	OG0000624	snap_masked-proT_s106-processed-gene-4.66-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.66&CDS=1-1770	YHR151C
625	OG0000625	snap_masked-proT_s106-processed-gene-4.67-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.67&CDS=1-906	YGR231C
626	OG0000626	snap_masked-proT_s106-processed-gene-4.68-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.68&CDS=1-891	YCL009C
627	OG0000627	snap_masked-proT_s106-processed-gene-4.70-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.70&CDS=1-1689	YBR200W
628	OG0000628	snap_masked-proT_s106-processed-gene-4.93-mRNA-1_1&gene=snap_masked-proT_s106-processed-gene-4.93&CDS=1-1377	YGR044C
