	OrthologID	Saccharomyces_cerevisiae	yHAB153_Kazachstania_rosinii
454	OG0000454	YBL006C	augustus_masked-scf7180000099716-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-scf7180000099716-processed-gene-1.102&CDS=1-621
455	OG0000455	YBL007C	snap_masked-scf7180000099716-processed-gene-1.154-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-1.154&CDS=1-3834
456	OG0000456	YBL008W	snap_masked-scf7180000099716-processed-gene-1.131-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-1.131&CDS=1-2577
457	OG0000457	YBL010C	snap_masked-scf7180000099716-processed-gene-1.153-mRNA-1_1&gene=snap_masked-scf7180000099716-processed-gene-1.153&CDS=1-1056
458	OG0000458	YBL011W	maker-scf7180000099716-augustus-gene-1.66-mRNA-1_1&gene=maker-scf7180000099716-augustus-gene-1.66&CDS=1-3612
459	OG0000459	YBL014C	augustus_masked-scf7180000099716-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-scf7180000099716-processed-gene-1.86&CDS=1-2757
460	OG0000460	YBL015W	snap_masked-scf7180000099633-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000099633-processed-gene-0.19&CDS=1-1581
461	OG0000461	YBL016W	genemark-scf7180000099633-processed-gene-0.129-mRNA-1_1&gene=genemark-scf7180000099633-processed-gene-0.129&CDS=1-1056
462	OG0000462	YBL020W	snap_masked-scf7180000099633-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000099633-processed-gene-0.18&CDS=1-3348
463	OG0000463	YBL021C	snap_masked-scf7180000099633-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000099633-processed-gene-0.43&CDS=1-396
464	OG0000464	YBL022C	snap_masked-scf7180000099633-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scf7180000099633-processed-gene-0.42&CDS=1-3387
465	OG0000465	YBL023C	snap_masked-scf7180000099633-processed-gene-0.41-mRNA-1_1&gene=snap_masked-scf7180000099633-processed-gene-0.41&CDS=1-2646
466	OG0000466	YBL025W	snap_masked-scf7180000099711-processed-gene-1.75-mRNA-1_1&gene=snap_masked-scf7180000099711-processed-gene-1.75&CDS=1-552
467	OG0000467	YBL026W	maker-scf7180000099633-snap-gene-0.103-mRNA-1_1&gene=maker-scf7180000099633-snap-gene-0.103&CDS=1-285
468	OG0000468	YBL028C	snap_masked-scf7180000099682-processed-gene-1.78-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.78&CDS=1-327
469	OG0000469	YBL029C-A	snap_masked-scf7180000099682-processed-gene-1.79-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.79&CDS=1-345
470	OG0000470	YBL029W	snap_masked-scf7180000099682-processed-gene-1.115-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.115&CDS=1-1269
471	OG0000471	YBL031W	snap_masked-scf7180000099682-processed-gene-1.116-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.116&CDS=1-1116
472	OG0000472	YBL032W	snap_masked-scf7180000099682-processed-gene-1.117-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.117&CDS=1-1248
473	OG0000473	YBL033C	snap_masked-scf7180000099682-processed-gene-1.80-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.80&CDS=1-909
474	OG0000474	YBL034C	snap_masked-scf7180000099682-processed-gene-1.81-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.81&CDS=1-4434
475	OG0000475	YBL035C	snap_masked-scf7180000099682-processed-gene-1.82-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.82&CDS=1-2037
476	OG0000476	YBL036C	snap_masked-scf7180000099649-processed-gene-2.91-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-2.91&CDS=1-747
477	OG0000477	YBL037W	snap_masked-scf7180000099682-processed-gene-1.119-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.119&CDS=1-3210
478	OG0000478	YBL038W	genemark-scf7180000099682-processed-gene-1.198-mRNA-1_1&gene=genemark-scf7180000099682-processed-gene-1.198&CDS=1-681
479	OG0000479	YBL039C	genemark-scf7180000099635-processed-gene-0.156-mRNA-1_1&gene=genemark-scf7180000099635-processed-gene-0.156&CDS=1-1737
480	OG0000480	YBL039W-B	snap_masked-scf7180000099635-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.48&CDS=1-180
481	OG0000481	YBL040C	augustus_masked-scf7180000099635-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-scf7180000099635-processed-gene-0.79&CDS=1-654
482	OG0000482	YBL041W	snap_masked-scf7180000099635-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.49&CDS=1-723
483	OG0000483	YBL042C	snap_masked-scf7180000099635-processed-gene-0.10-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.10&CDS=1-1830
484	OG0000484	YBL045C	snap_masked-scf7180000099635-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.11&CDS=1-1356
485	OG0000485	YBL046W	augustus_masked-scf7180000099635-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-scf7180000099635-processed-gene-0.120&CDS=1-1209
486	OG0000486	YBL047C	snap_masked-scf7180000099635-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000099635-processed-gene-0.12&CDS=1-3927
487	OG0000487	YBL049W	snap_masked-scf7180000099618-processed-gene-1.174-mRNA-1_1&gene=snap_masked-scf7180000099618-processed-gene-1.174&CDS=1-576
488	OG0000488	YBL050W	genemark-scf7180000099635-processed-gene-0.201-mRNA-1_1&gene=genemark-scf7180000099635-processed-gene-0.201&CDS=1-876
489	OG0000489	YBL051C	snap_masked-scf7180000099688-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scf7180000099688-processed-gene-0.27&CDS=1-1998
490	OG0000490	YBL055C	snap_masked-scf7180000099621-processed-gene-0.87-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.87&CDS=1-1155
491	OG0000491	YBL057C	augustus_masked-scf7180000099621-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-scf7180000099621-processed-gene-0.162&CDS=1-630
492	OG0000492	YBL058W	snap_masked-scf7180000099621-processed-gene-0.132-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.132&CDS=1-1215
493	OG0000493	YBL059C-A	snap_masked-scf7180000099621-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.89&CDS=1-327
494	OG0000494	YBL060W	augustus_masked-scf7180000099621-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-scf7180000099621-processed-gene-0.201&CDS=1-2031
495	OG0000495	YBL061C	snap_masked-scf7180000099621-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.90&CDS=1-2073
496	OG0000496	YBL063W	snap_masked-scf7180000099621-processed-gene-0.135-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.135&CDS=1-3624
497	OG0000497	YBL066C	maker-scf7180000099621-snap-gene-0.79-mRNA-1_1&gene=maker-scf7180000099621-snap-gene-0.79&CDS=1-3306
498	OG0000498	YBL071W-A	snap_masked-scf7180000099621-processed-gene-0.136-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.136&CDS=1-249
499	OG0000499	YBL074C	snap_masked-scf7180000099619-processed-gene-1.185-mRNA-1_1&gene=snap_masked-scf7180000099619-processed-gene-1.185&CDS=1-1116
500	OG0000500	YBL076C	snap_masked-scf7180000099621-processed-gene-0.95-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.95&CDS=1-3216
501	OG0000501	YBL078C	genemark-scf7180000099621-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000099621-processed-gene-0.16&CDS=1-357
502	OG0000502	YBL079W	snap_masked-scf7180000099621-processed-gene-0.137-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.137&CDS=1-4398
503	OG0000503	YBL080C	genemark-scf7180000099621-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000099621-processed-gene-0.17&CDS=1-1632
504	OG0000504	YBL081W	augustus_masked-scf7180000099621-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-scf7180000099621-processed-gene-0.205&CDS=1-1347
505	OG0000505	YBL082C	snap_masked-scf7180000099621-processed-gene-0.139-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.139&CDS=1-1437
506	OG0000506	YBL084C	maker-scf7180000099621-snap-gene-0.80-mRNA-1_1&gene=maker-scf7180000099621-snap-gene-0.80&CDS=1-2298
507	OG0000507	YBL086C	snap_masked-scf7180000099621-processed-gene-0.98-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.98&CDS=1-1299
508	OG0000508	YBL088C	augustus_masked-scf7180000099621-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-scf7180000099621-processed-gene-0.173&CDS=1-8463
509	OG0000509	YBL090W	snap_masked-scf7180000099619-processed-gene-1.234-mRNA-1_1&gene=snap_masked-scf7180000099619-processed-gene-1.234&CDS=1-531
510	OG0000510	YBL091C	snap_masked-scf7180000099619-processed-gene-1.190-mRNA-1_1&gene=snap_masked-scf7180000099619-processed-gene-1.190&CDS=1-1257
511	OG0000511	YBL092W	genemark-scf7180000099619-processed-gene-1.71-mRNA-1_1&gene=genemark-scf7180000099619-processed-gene-1.71&CDS=1-390
512	OG0000512	YBL093C	snap_masked-scf7180000099621-processed-gene-0.102-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.102&CDS=1-612
513	OG0000513	YBL095W	snap_masked-scf7180000099621-processed-gene-0.145-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.145&CDS=1-756
514	OG0000514	YBL097W	maker-scf7180000099621-snap-gene-0.84-mRNA-1_1&gene=maker-scf7180000099621-snap-gene-0.84&CDS=1-2484
515	OG0000515	YBL098W	genemark-scf7180000099621-processed-gene-0.64-mRNA-1_1&gene=genemark-scf7180000099621-processed-gene-0.64&CDS=1-1476
516	OG0000516	YBL099W	snap_masked-scf7180000099621-processed-gene-0.148-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.148&CDS=1-1653
517	OG0000517	YBL101C	snap_masked-scf7180000099621-processed-gene-0.103-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.103&CDS=1-3411
518	OG0000518	YBL102W	genemark-scf7180000099621-processed-gene-0.66-mRNA-1_1&gene=genemark-scf7180000099621-processed-gene-0.66&CDS=1-657
519	OG0000519	YBL103C	snap_masked-scf7180000099621-processed-gene-0.105-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.105&CDS=1-1533
520	OG0000520	YBL104C	augustus_masked-scf7180000099621-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-scf7180000099621-processed-gene-0.177&CDS=1-8829
521	OG0000521	YBL107C	snap_masked-scf7180000099621-processed-gene-0.108-mRNA-1_1&gene=snap_masked-scf7180000099621-processed-gene-0.108&CDS=1-603
522	OG0000522	YBR002C	snap_masked-scf7180000099673-processed-gene-0.50-mRNA-1_1&gene=snap_masked-scf7180000099673-processed-gene-0.50&CDS=1-858
523	OG0000523	YBR003W	snap_masked-scf7180000099673-processed-gene-0.61-mRNA-1_1&gene=snap_masked-scf7180000099673-processed-gene-0.61&CDS=1-1413
524	OG0000524	YBR011C	snap_masked-scf7180000099673-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000099673-processed-gene-0.47&CDS=1-858
525	OG0000525	YBR017C	snap_masked-scf7180000099615-processed-gene-2.26-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.26&CDS=1-2802
526	OG0000526	YBR023C	genemark-scf7180000099615-processed-gene-2.126-mRNA-1_1&gene=genemark-scf7180000099615-processed-gene-2.126&CDS=1-3519
527	OG0000527	YBR026C	snap_masked-scf7180000099546-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000099546-processed-gene-0.17&CDS=1-1167
528	OG0000528	YBR028C	genemark-scf7180000099673-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000099673-processed-gene-0.2&CDS=1-1548
529	OG0000529	YBR029C	snap_masked-scf7180000099673-processed-gene-0.43-mRNA-1_1&gene=snap_masked-scf7180000099673-processed-gene-0.43&CDS=1-1326
530	OG0000530	YBR034C	maker-scf7180000099547-augustus-gene-0.3-mRNA-1_1&gene=maker-scf7180000099547-augustus-gene-0.3&CDS=1-1161
531	OG0000531	YBR035C	snap_masked-scf7180000099547-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000099547-processed-gene-0.6&CDS=1-693
532	OG0000532	YBR036C	snap_masked-scf7180000099615-processed-gene-2.29-mRNA-1_1&gene=snap_masked-scf7180000099615-processed-gene-2.29&CDS=1-1218
533	OG0000533	YBR038W	augustus_masked-scf7180000099464-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000099464-processed-gene-0.5&CDS=1-1158
534	OG0000534	YBR039W	snap_masked-scf7180000099562-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000099562-processed-gene-0.0&CDS=1-948
535	OG0000535	YBR040W	snap_masked-scf7180000099562-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000099562-processed-gene-0.1&CDS=1-900
536	OG0000536	YBR041W	snap_masked-scf7180000099562-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000099562-processed-gene-0.2&CDS=1-2022
537	OG0000537	YBR042C	augustus_masked-scf7180000099413-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000099413-processed-gene-0.8&CDS=1-897
538	OG0000538	YBR044C	genemark-scf7180000099413-processed-gene-0.2-mRNA-1_1&gene=genemark-scf7180000099413-processed-gene-0.2&CDS=1-1728
539	OG0000539	YBR053C	snap_masked-scf7180000099560-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000099560-processed-gene-0.20&CDS=1-1056
540	OG0000540	YBR056W	maker-scf7180000099560-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000099560-snap-gene-0.2&CDS=1-1617
541	OG0000541	YBR057C	augustus_masked-scf7180000099560-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000099560-processed-gene-0.10&CDS=1-897
542	OG0000542	YBR058C	augustus_masked-scf7180000099550-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000099550-processed-gene-0.5&CDS=1-2364
543	OG0000543	YBR058C-A	snap_masked-scf7180000099550-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000099550-processed-gene-0.3&CDS=1-306
544	OG0000544	YBR059C	snap_masked-scf7180000099682-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-0.109&CDS=1-2937
545	OG0000545	YBR061C	maker-scf7180000099542-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000099542-augustus-gene-0.0&CDS=1-1410
546	OG0000546	YBR065C	snap_masked-scf7180000099542-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000099542-processed-gene-0.12&CDS=1-1122
547	OG0000547	YBR070C	genemark-scf7180000099682-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000099682-processed-gene-0.16&CDS=1-690
548	OG0000548	YBR071W	snap_masked-scf7180000099682-processed-gene-0.114-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-0.114&CDS=1-774
549	OG0000549	YBR073W	genemark-scf7180000099649-processed-gene-3.50-mRNA-1_1&gene=genemark-scf7180000099649-processed-gene-3.50&CDS=1-5619
550	OG0000550	YBR077C	snap_masked-scf7180000099649-processed-gene-3.149-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-3.149&CDS=1-540
551	OG0000551	YBR079C	genemark-scf7180000099649-processed-gene-3.16-mRNA-1_1&gene=genemark-scf7180000099649-processed-gene-3.16&CDS=1-3093
552	OG0000552	YBR080C	augustus_masked-scf7180000099649-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-scf7180000099649-processed-gene-3.84&CDS=1-6624
553	OG0000553	YBR082C	snap_masked-scf7180000099682-processed-gene-1.111-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.111&CDS=1-444
554	OG0000554	YBR085C-A	snap_masked-scf7180000099649-processed-gene-2.68-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-2.68&CDS=1-261
555	OG0000555	YBR086C	augustus_masked-scf7180000099649-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-scf7180000099649-processed-gene-2.22&CDS=1-2784
556	OG0000556	YBR087W	snap_masked-scf7180000099682-processed-gene-1.83-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.83&CDS=1-1068
557	OG0000557	YBR088C	genemark-scf7180000099649-processed-gene-2.118-mRNA-1_1&gene=genemark-scf7180000099649-processed-gene-2.118&CDS=1-774
558	OG0000558	YBR094W	snap_masked-scf7180000099649-processed-gene-2.89-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-2.89&CDS=1-2274
559	OG0000559	YBR095C	snap_masked-scf7180000099649-processed-gene-2.64-mRNA-1_1&gene=snap_masked-scf7180000099649-processed-gene-2.64&CDS=1-1107
560	OG0000560	YBR096W	genemark-scf7180000099649-processed-gene-2.138-mRNA-1_1&gene=genemark-scf7180000099649-processed-gene-2.138&CDS=1-699
561	OG0000561	YBR097W	augustus_masked-scf7180000099649-processed-gene-2.38-mRNA-1_1&gene=augustus_masked-scf7180000099649-processed-gene-2.38&CDS=1-4152
562	OG0000562	YBR098W	genemark-scf7180000099697-processed-gene-0.37-mRNA-1_1&gene=genemark-scf7180000099697-processed-gene-0.37&CDS=1-2217
563	OG0000563	YBR101C	genemark-scf7180000099697-processed-gene-0.74-mRNA-1_1&gene=genemark-scf7180000099697-processed-gene-0.74&CDS=1-870
564	OG0000564	YBR102C	snap_masked-scf7180000099697-processed-gene-0.228-mRNA-1_1&gene=snap_masked-scf7180000099697-processed-gene-0.228&CDS=1-2484
565	OG0000565	YBR103W	snap_masked-scf7180000099697-processed-gene-0.188-mRNA-1_1&gene=snap_masked-scf7180000099697-processed-gene-0.188&CDS=1-1680
566	OG0000566	YBR105C	snap_masked-scf7180000099658-processed-gene-0.112-mRNA-1_1&gene=snap_masked-scf7180000099658-processed-gene-0.112&CDS=1-1026
567	OG0000567	YBR106W	snap_masked-scf7180000099682-processed-gene-1.132-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.132&CDS=1-564
568	OG0000568	YBR107C	snap_masked-scf7180000099658-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scf7180000099658-processed-gene-0.113&CDS=1-735
569	OG0000569	YBR109C	snap_masked-scf7180000099658-processed-gene-0.114-mRNA-1_1&gene=snap_masked-scf7180000099658-processed-gene-0.114&CDS=1-441
570	OG0000570	YBR110W	snap_masked-scf7180000099658-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scf7180000099658-processed-gene-0.77&CDS=1-1353
571	OG0000571	YBR111W-A	snap_masked-scf7180000099658-processed-gene-0.78-mRNA-1_1&gene=snap_masked-scf7180000099658-processed-gene-0.78&CDS=1-279
572	OG0000572	YBR112C	maker-scf7180000099682-snap-gene-1.143-mRNA-1_1&gene=maker-scf7180000099682-snap-gene-1.143&CDS=1-3231
573	OG0000573	YBR114W	snap_masked-scf7180000099658-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scf7180000099658-processed-gene-0.79&CDS=1-2304
574	OG0000574	YBR115C	snap_masked-scf7180000099658-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scf7180000099658-processed-gene-0.117&CDS=1-4173
575	OG0000575	YBR119W	snap_masked-scf7180000099594-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.34&CDS=1-852
576	OG0000576	YBR121C	maker-scf7180000099594-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000099594-augustus-gene-0.0&CDS=1-2466
577	OG0000577	YBR123C	genemark-scf7180000099594-processed-gene-0.16-mRNA-1_1&gene=genemark-scf7180000099594-processed-gene-0.16&CDS=1-2553
578	OG0000578	YBR125C	genemark-scf7180000099594-processed-gene-0.17-mRNA-1_1&gene=genemark-scf7180000099594-processed-gene-0.17&CDS=1-1251
579	OG0000579	YBR126C	snap_masked-scf7180000099594-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.47&CDS=1-1497
580	OG0000580	YBR127C	snap_masked-scf7180000099594-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.48&CDS=1-1536
581	OG0000581	YBR128C	augustus_masked-scf7180000099594-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-scf7180000099594-processed-gene-0.75&CDS=1-1062
582	OG0000582	YBR130C	snap_masked-scf7180000099682-processed-gene-1.135-mRNA-1_1&gene=snap_masked-scf7180000099682-processed-gene-1.135&CDS=1-1401
583	OG0000583	YBR131W	augustus_masked-scf7180000099594-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-scf7180000099594-processed-gene-0.62&CDS=1-2136
584	OG0000584	YBR132C	snap_masked-scf7180000099594-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.52&CDS=1-1851
585	OG0000585	YBR133C	snap_masked-scf7180000099594-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.53&CDS=1-2634
586	OG0000586	YBR135W	snap_masked-scf7180000099594-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000099594-processed-gene-0.36&CDS=1-447
587	OG0000587	YBR136W	genemark-scf7180000099594-processed-gene-0.7-mRNA-1_1&gene=genemark-scf7180000099594-processed-gene-0.7&CDS=1-7278
588	OG0000588	YBR137W	augustus_masked-scf7180000099567-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000099567-processed-gene-0.14&CDS=1-414
589	OG0000589	YBR139W	snap_masked-scf7180000099431-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000099431-processed-gene-0.1&CDS=1-1485
590	OG0000590	YBR141C	genemark-scf7180000099552-processed-gene-0.5-mRNA-1_1&gene=genemark-scf7180000099552-processed-gene-0.5&CDS=1-981
591	OG0000591	YBR142W	genemark-scf7180000099552-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000099552-processed-gene-0.0&CDS=1-2211
592	OG0000592	YBR143C	snap_masked-scf7180000099552-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000099552-processed-gene-0.29&CDS=1-1311
593	OG0000593	YBR149W	snap_masked-scf7180000099409-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000099409-processed-gene-0.2&CDS=1-972
594	OG0000594	YBR151W	genemark-scf7180000099552-processed-gene-0.10-mRNA-1_1&gene=genemark-scf7180000099552-processed-gene-0.10&CDS=1-552
595	OG0000595	YBR152W	augustus_masked-scf7180000099552-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scf7180000099552-processed-gene-0.21&CDS=1-804
