	OrthologID	Saccharomyces_cerevisiae	Schizosaccharomyces_pomb
2343	OG0002343	YNL213C	SPAC6B12.06c_pep
2344	OG0002344	YNL218W	SPAC26H5.02c_pep
2345	OG0002345	YNL219C	SPAC1834.05_pep
2346	OG0002346	YNL220W	SPAC144.03_pep
2347	OG0002347	YNL221C	SPAC25B8.16_pep
2348	OG0002348	YNL222W	SPAC3G9.04_pep
2349	OG0002349	YNL223W	SPAC19B12.08_pep
2350	OG0002350	YNL224C	SPCC1442.13c_pep
2351	OG0002351	YNL232W	SPCC1840.11_pep
2352	OG0002352	YNL238W	SPAC22E12.09c_pep
2353	OG0002353	YNL240C	SPCC1450.10c_pep
2354	OG0002354	YNL241C	SPAC3A12.18_pep
2355	OG0002355	YNL242W	SPBC31E1.01c_pep
2356	OG0002356	YNL243W	SPAC688.11_pep
2357	OG0002357	YNL244C	SPBC23G7.05_pep
2358	OG0002358	YNL247W	SPAC29E6.06c_pep
2359	OG0002359	YNL248C	SPAC2F3.03c_pep
2360	OG0002360	YNL250W	SPAC1556.01c_pep
2361	OG0002361	YNL251C	SPAC222.09_pep
2362	OG0002362	YNL252C	SPCC126.05c_pep
2363	OG0002363	YNL256W	SPBC1734.03_pep
2364	OG0002364	YNL259C	SPBC1709.10c_pep
2365	OG0002365	YNL261W	SPBC646.14c_pep
2366	OG0002366	YNL262W	SPBC25H2.13c_pep
2367	OG0002367	YNL263C	SPBC25H2.06c_pep
2368	OG0002368	YNL265C	SPCC1442.17c_pep
2369	OG0002369	YNL267W	SPAC22E12.16c_pep
2370	OG0002370	YNL271C	SPAC1F5.04c_pep
2371	OG0002371	YNL272C	SPAC23C4.10_pep
2372	OG0002372	YNL273W	SPBC216.06c_pep
2373	OG0002373	YNL274C	SPACUNK4.10_pep
2374	OG0002374	YNL275W	SPBC543.05c_pep
2375	OG0002375	YNL277W	SPBC56F2.11_pep
2376	OG0002376	YNL279W	SPAP7G5.03_pep
2377	OG0002377	YNL280C	SPBC16G5.18_pep
2378	OG0002378	YNL284C	SPBC9B6.06_pep
2379	OG0002379	YNL286W	SPBC1289.02c_pep
2380	OG0002380	YNL287W	SPAC57A7.10c_pep
2381	OG0002381	YNL288W	SPAC29B12.06c_pep
2382	OG0002382	YNL290W	SPAC27E2.10c_pep
2383	OG0002383	YNL291C	SPAC1F5.08c_pep
2384	OG0002384	YNL292W	SPBC11C11.10_pep
2385	OG0002385	YNL297C	SPAC23D3.13c_pep
2386	OG0002386	YNL305C	SPCC576.04_pep
2387	OG0002387	YNL306W	SPAC1B3.18c_pep
2388	OG0002388	YNL308C	SPAC22G7.05_pep
2389	OG0002389	YNL310C	SPAC24H6.02c_pep
2390	OG0002390	YNL312W	SPCC1753.01c_pep
2391	OG0002391	YNL313C	SPAC19B12.01_pep
2392	OG0002392	YNL315C	SPAC3A12.12_pep
2393	OG0002393	YNL316C	SPBC30D10.16_pep
2394	OG0002394	YNL317W	SPAC12G12.14c_pep
2395	OG0002395	YNL320W	SPBC32H8.03_pep
2396	OG0002396	YNL321W	SPAC521.04c_pep
2397	OG0002397	YNL325C	SPAC1093.03_pep
2398	OG0002398	YNL329C	SPAC17A5.01_pep
2399	OG0002399	YNL330C	SPBC36.05c_pep
2400	OG0002400	YNR001C	SPAC6C3.04_pep
2401	OG0002401	YNR003C	SPCC290.02_pep
2402	OG0002402	YNR006W	SPAC19A8.05c_pep
2403	OG0002403	YNR007C	SPBC3B9.06c_pep
2404	OG0002404	YNR008W	SPBC776.14_pep
2405	OG0002405	YNR011C	SPBC19C2.01_pep
2406	OG0002406	YNR012W	SPCC162.11c_pep
2407	OG0002407	YNR013C	SPBC3B8.04c_pep
2408	OG0002408	YNR015W	SPBC1709.06_pep
2409	OG0002409	YNR016C	SPAC56E4.04c_pep
2410	OG0002410	YNR017W	SPCC16A11.09c_pep
2411	OG0002411	YNR018W	SPAC1565.01_pep
2412	OG0002412	YNR020C	SPCC320.12_pep
2413	OG0002413	YNR027W	SPAC6F6.11c_pep
2414	OG0002414	YNR029C	SPBC15D4.05_pep
2415	OG0002415	YNR030W	SPBC1734.12c_pep
2416	OG0002416	YNR032C-A	SPBC31E1.03_pep
2417	OG0002417	YNR032W	SPAC22H10.04_pep
2418	OG0002418	YNR033W	SPBP8B7.29_pep
2419	OG0002419	YNR035C	SPAC6F6.10c_pep
2420	OG0002420	YNR036C	SPAC4F8.06_pep
2421	OG0002421	YNR037C	SPAC1751.02c_pep
2422	OG0002422	YNR038W	SPCC285.03_pep
2423	OG0002423	YNR039C	SPBC16E9.14c_pep
2424	OG0002424	YNR041C	SPAC56F8.04c_pep
2425	OG0002425	YNR043W	SPAC24C9.03_pep
2426	OG0002426	YNR046W	SPAC31A2.02_pep
2427	OG0002427	YNR050C	SPBC3B8.03_pep
2428	OG0002428	YNR052C	SPCC18.06c_pep
2429	OG0002429	YNR053C	SPAC6F6.03c_pep
2430	OG0002430	YNR054C	SPBC28E12.05_pep
2431	OG0002431	YNR055C	SPBC1271.10c_pep
2432	OG0002432	YOL002C	SPBC12C2.09c_pep
2433	OG0002433	YOL004W	SPBC12C2.10c_pep
2434	OG0002434	YOL005C	SPAC3A12.07_pep
2435	OG0002435	YOL006C	SPBC1703.14c_pep
2436	OG0002436	YOL008W	SPCC16A11.07_pep
2437	OG0002437	YOL009C	SPBC28F2.06c_pep
2438	OG0002438	YOL010W	SPAC12G12.06c_pep
2439	OG0002439	YOL012C	SPBC11B10.10c_pep
2440	OG0002440	YOL013C	SPBC17D11.02c_pep
2441	OG0002441	YOL018C	SPAC823.05c_pep
2442	OG0002442	YOL019W	SPCC1739.10_pep
2443	OG0002443	YOL021C	SPBC26H8.10_pep
2444	OG0002444	YOL022C	SPBC25H2.15_pep
2445	OG0002445	YOL023W	SPBC1271.15c_pep
2446	OG0002446	YOL026C	SPBC713.08_pep
2447	OG0002447	YOL030W	SPBC342.03_pep
2448	OG0002448	YOL032W	SPBC21H7.06c_pep
2449	OG0002449	YOL033W	SPAPB1A10.11c_pep
2450	OG0002450	YOL034W	SPAC14C4.02c_pep
2451	OG0002451	YOL038W	SPBC106.16_pep
2452	OG0002452	YOL041C	SPAC16E8.06c_pep
2453	OG0002453	YOL049W	SPAC3F10.04_pep
2454	OG0002454	YOL051W	SPBC146.01_pep
2455	OG0002455	YOL052C	SPBP4H10.05c_pep
2456	OG0002456	YOL054W	SPCC548.05c_pep
2457	OG0002457	YOL058W	SPBC428.05c_pep
2458	OG0002458	YOL060C	SPCC4B3.03c_pep
2459	OG0002459	YOL061W	SPBC3D6.06c_pep
2460	OG0002460	YOL062C	SPAC31A2.09c_pep
2461	OG0002461	YOL064C	SPCC1753.04_pep
2462	OG0002462	YOL069W	SPAC27F1.04c_pep
2463	OG0002463	YOL071W	SPAC12B10.06c_pep
2464	OG0002464	YOL073C	SPAC1486.02c_pep
2465	OG0002465	YOL076W	SPBC1215.02c_pep
2466	OG0002466	YOL077C	SPBC800.06_pep
2467	OG0002467	YOL078W	SPAPYUG7.02c_pep
2468	OG0002468	YOL080C	SPBC1604.09c_pep
2469	OG0002469	YOL084W	SPAC24H6.13_pep
2470	OG0002470	YOL087C	SPAC31A2.14_pep
2471	OG0002471	YOL090W	SPBC19G7.01c_pep
2472	OG0002472	YOL093W	SPAC6B12.09_pep
2473	OG0002473	YOL094C	SPAC1687.03c_pep
2474	OG0002474	YOL096C	SPCC162.05_pep
2475	OG0002475	YOL097C	SPAC2F7.13c_pep
2476	OG0002476	YOL098C	SPAC3H1.02c_pep
2477	OG0002477	YOL102C	SPAC2C4.12c_pep
2478	OG0002478	YOL113W	SPAC1F5.09c_pep
2479	OG0002479	YOL114C	SPAC589.11_pep
2480	OG0002480	YOL122C	SPAC27F1.08_pep
2481	OG0002481	YOL123W	SPBC660.15_pep
2482	OG0002482	YOL124C	SPBC16D10.02_pep
2483	OG0002483	YOL125W	SPAC1805.03c_pep
2484	OG0002484	YOL129W	SPBC8D2.02c_pep
2485	OG0002485	YOL133W	SPAC23H4.18c_pep
2486	OG0002486	YOL135C	SPBC14F5.08_pep
2487	OG0002487	YOL140W	SPCC777.09c_pep
2488	OG0002488	YOL141W	SPBC19C7.08c_pep
2489	OG0002489	YOL142W	SPAC22A12.12c_pep
2490	OG0002490	YOL143C	SPBC409.13_pep
2491	OG0002491	YOL145C	SPAC27D7.14c_pep
2492	OG0002492	YOL146W	SPAC227.16c_pep
2493	OG0002493	YOL147C	SPBC582.09_pep
2494	OG0002494	YOL148C	SPAC4D7.10c_pep
2495	OG0002495	YOR001W	SPAC1F3.01_pep
2496	OG0002496	YOR002W	SPBC342.01c_pep
2497	OG0002497	YOR003W	SPAC4A8.04_pep
2498	OG0002498	YOR004W	SPCC18.12c_pep
2499	OG0002499	YOR005C	SPCC1183.05c_pep
2500	OG0002500	YOR006C	SPAC1F3.04c_pep
2501	OG0002501	YOR007C	SPAC1142.02c_pep
2502	OG0002502	YOR014W	SPCC188.02_pep
2503	OG0002503	YOR017W	SPCC1183.04c_pep
2504	OG0002504	YOR020C	SPCC550.06c_pep
2505	OG0002505	YOR022C	SPAC20G8.02_pep
2506	OG0002506	YOR027W	SPCC645.14c_pep
2507	OG0002507	YOR032C	SPBC19C2.09_pep
2508	OG0002508	YOR035C	SPCC613.04c_pep
2509	OG0002509	YOR036W	SPBC31E1.04_pep
2510	OG0002510	YOR042W	SPBC16E9.02c_pep
2511	OG0002511	YOR046C	SPBC12C2.06_pep
2512	OG0002512	YOR048C	SPAC26A3.12c_pep
2513	OG0002513	YOR049C	SPAC17G6.02c_pep
2514	OG0002514	YOR052C	SPBC1271.05c_pep
2515	OG0002515	YOR056C	SPAC1486.09_pep
2516	OG0002516	YOR057W	SPBC36.12c_pep
2517	OG0002517	YOR058C	SPAPB1A10.09_pep
2518	OG0002518	YOR061W	SPAC23C11.11_pep
2519	OG0002519	YOR065W	SPBC29A3.18_pep
2520	OG0002520	YOR067C	SPAC17C9.07_pep
2521	OG0002521	YOR069W	SPCPJ732.01_pep
2522	OG0002522	YOR070C	SPBC530.01_pep
2523	OG0002523	YOR074C	SPAC15E1.04_pep
2524	OG0002524	YOR075W	SPCC895.04c_pep
2525	OG0002525	YOR077W	SPBC365.09c_pep
2526	OG0002526	YOR085W	SPAPB17E12.11_pep
2527	OG0002527	YOR089C	SPAC6F6.15_pep
2528	OG0002528	YOR090C	SPAC10F6.17c_pep
2529	OG0002529	YOR091W	SPBC28F2.02_pep
2530	OG0002530	YOR095C	SPAC144.12_pep
2531	OG0002531	YOR099W	SPBC19C7.12c_pep
2532	OG0002532	YOR103C	SPAC6F6.05_pep
2533	OG0002533	YOR111W	SPAC3G6.03c_pep
2534	OG0002534	YOR112W	SPAC15A10.13_pep
2535	OG0002535	YOR115C	SPAC13G6.05c_pep
2536	OG0002536	YOR116C	SPBC651.08c_pep
2537	OG0002537	YOR117W	SPAC3A11.12c_pep
2538	OG0002538	YOR119C	SPAC10F6.10_pep
2539	OG0002539	YOR122C	SPAC4A8.15c_pep
2540	OG0002540	YOR123C	SPBC13E7.08c_pep
2541	OG0002541	YOR124C	SPAC328.06_pep
2542	OG0002542	YOR125C	SPBC337.15c_pep
2543	OG0002543	YOR126C	SPCC126.10_pep
2544	OG0002544	YOR128C	SPCC1322.13_pep
2545	OG0002545	YOR132W	SPAPJ696.01c_pep
2546	OG0002546	YOR134W	SPBC17F3.01c_pep
2547	OG0002547	YOR136W	SPBC902.05c_pep
2548	OG0002548	YOR141C	SPAC664.02c_pep
2549	OG0002549	YOR142W	SPAC16E8.17c_pep
2550	OG0002550	YOR144C	SPBC947.11c_pep
2551	OG0002551	YOR145C	SPAC2C4.11c_pep
2552	OG0002552	YOR148C	SPBC3B9.02c_pep
2553	OG0002553	YOR149C	SPAC4G8.12c_pep
2554	OG0002554	YOR150W	SPBC16G5.04_pep
2555	OG0002555	YOR151C	SPAC23G3.01_pep
2556	OG0002556	YOR154W	SPBC3E7.09_pep
2557	OG0002557	YOR155C	SPBC30D10.03c_pep
2558	OG0002558	YOR157C	SPAC23D3.07_pep
2559	OG0002559	YOR159C	SPBC11G11.06c_pep
2560	OG0002560	YOR160W	SPBC11G11.07_pep
2561	OG0002561	YOR163W	SPAC13G6.14_pep
2562	OG0002562	YOR164C	SPCC1672.12c_pep
2563	OG0002563	YOR165W	SPAC222.14c_pep
2564	OG0002564	YOR166C	SPCC24B10.15_pep
2565	OG0002565	YOR168W	SPBC342.02_pep
2566	OG0002566	YOR174W	SPBC1105.06_pep
2567	OG0002567	YOR175C	SPBC16A3.10_pep
2568	OG0002568	YOR176W	SPCC320.09_pep
2569	OG0002569	YOR181W	SPAC4F10.15c_pep
2570	OG0002570	YOR184W	SPAC1F12.07_pep
2571	OG0002571	YOR187W	SPBC9B6.04c_pep
2572	OG0002572	YOR194C	SPBC28F2.09_pep
2573	OG0002573	YOR196C	SPBC8D2.15_pep
2574	OG0002574	YOR197W	SPCC1840.04_pep
2575	OG0002575	YOR198C	SPAC458.02c_pep
2576	OG0002576	YOR201C	SPBC1347.13c_pep
2577	OG0002577	YOR202W	SPBC21H7.07c_pep
2578	OG0002578	YOR204W	SPCC1795.11_pep
2579	OG0002579	YOR206W	SPAC1142.04_pep
2580	OG0002580	YOR207C	SPAC4G9.08c_pep
2581	OG0002581	YOR209C	SPAC1486.06_pep
2582	OG0002582	YOR210W	SPAC1B3.12c_pep
2583	OG0002583	YOR211C	SPBC1718.06_pep
2584	OG0002584	YOR212W	SPBC32H8.07_pep
2585	OG0002585	YOR216C	SPBC119.12_pep
2586	OG0002586	YOR217W	SPBC23E6.07c_pep
2587	OG0002587	YOR222W	SPAC328.09_pep
2588	OG0002588	YOR223W	SPAC20H4.02_pep
2589	OG0002589	YOR224C	SPBC14C8.12_pep
2590	OG0002590	YOR232W	SPBC3B9.19_pep
2591	OG0002591	YOR238W	SPAC57A10.07_pep
2592	OG0002592	YOR239W	SPBC21C3.07c_pep
2593	OG0002593	YOR241W	SPBC1709.17_pep
2594	OG0002594	YOR243C	SPBC1A4.09_pep
2595	OG0002595	YOR244W	SPAC637.12c_pep
2596	OG0002596	YOR245C	SPCC1235.15_pep
2597	OG0002597	YOR246C	SPCC736.13_pep
2598	OG0002598	YOR250C	SPAC22H10.05c_pep
2599	OG0002599	YOR251C	SPCC4B3.01_pep
2600	OG0002600	YOR253W	SPCC663.13c_pep
2601	OG0002601	YOR254C	SPBC36B7.03_pep
2602	OG0002602	YOR257W	SPCC1682.04_pep
2603	OG0002603	YOR258W	SPCC18.09c_pep
2604	OG0002604	YOR259C	SPCC1682.16_pep
2605	OG0002605	YOR260W	SPAC4D7.09_pep
2606	OG0002606	YOR261C	SPCC1682.10_pep
2607	OG0002607	YOR262W	SPAC144.07c_pep
2608	OG0002608	YOR270C	SPAC16E8.07c_pep
2609	OG0002609	YOR271C	SPAC17G6.15c_pep
2610	OG0002610	YOR272W	SPAC890.04c_pep
2611	OG0002611	YOR274W	SPAC343.15_pep
2612	OG0002612	YOR275C	SPAC2G11.05c_pep
2613	OG0002613	YOR278W	SPAC31G5.08_pep
2614	OG0002614	YOR281C	SPBC2A9.09_pep
2615	OG0002615	YOR283W	SPAC1687.21_pep
2616	OG0002616	YOR287C	SPAC823.04_pep
2617	OG0002617	YOR288C	SPAC13F5.05_pep
2618	OG0002618	YOR289W	SPAC688.03c_pep
2619	OG0002619	YOR291W	SPCC1672.11c_pep
2620	OG0002620	YOR294W	SPBC29A3.16_pep
2621	OG0002621	YOR296W	SPAC11E3.02c_pep
2622	OG0002622	YOR298C-A	SPBC83.17_pep
2623	OG0002623	YOR301W	SPAC23G3.05c_pep
2624	OG0002624	YOR303W	SPBC56F2.09c_pep
2625	OG0002625	YOR307C	SPBC83.11_pep
2626	OG0002626	YOR310C	SPAC23G3.06_pep
2627	OG0002627	YOR311C	SPBC3D6.05_pep
2628	OG0002628	YOR319W	SPAC31G5.01_pep
2629	OG0002629	YOR323C	SPAC821.11_pep
2630	OG0002630	YOR326W	SPCC1919.10c_pep
2631	OG0002631	YOR327C	SPAC6G9.11_pep
2632	OG0002632	YOR330C	SPCC24B10.22_pep
2633	OG0002633	YOR332W	SPAC11E3.07_pep
2634	OG0002634	YOR335C	SPAC23C11.09_pep
2635	OG0002635	YOR336W	SPBPJ4664.06_pep
2636	OG0002636	YOR339C	SPCC1259.15c_pep
2637	OG0002637	YOR340C	SPBC3B9.07c_pep
2638	OG0002638	YOR341W	SPBC4C3.05c_pep
2639	OG0002639	YOR346W	SPBC1347.01c_pep
2640	OG0002640	YOR348C	SPAC869.10c_pep
2641	OG0002641	YOR351C	SPAC14C4.03_pep
2642	OG0002642	YOR353C	SPBC887.09c_pep
2643	OG0002643	YOR356W	SPAC20G8.04c_pep
2644	OG0002644	YOR357C	SPBC887.06c_pep
2645	OG0002645	YOR358W	SPBC3B8.02_pep
2646	OG0002646	YOR359W	SPBC13E7.03c_pep
2647	OG0002647	YOR361C	SPAC25G10.08_pep
2648	OG0002648	YOR362C	SPCC1795.04c_pep
2649	OG0002649	YOR367W	SPAC4F8.10c_pep
2650	OG0002650	YOR370C	SPBC15C4.03_pep
2651	OG0002651	YOR378W	SPBC1683.03c_pep
2652	OG0002652	YOR380W	SPBC1348.12_pep
2653	OG0002653	YPL001W	SPAC139.06_pep
2654	OG0002654	YPL002C	SPBC651.05c_pep
2655	OG0002655	YPL003W	SPAC323.06c_pep
2656	OG0002656	YPL008W	SPAC3G6.11_pep
2657	OG0002657	YPL009C	SPCC132.01c_pep
2658	OG0002658	YPL010W	SPCC576.07_pep
2659	OG0002659	YPL011C	SPAC823.06_pep
2660	OG0002660	YPL012W	SPAPB8E5.07c_pep
2661	OG0002661	YPL013C	SPBC354.06_pep
2662	OG0002662	YPL015C	SPCC132.02_pep
2663	OG0002663	YPL016W	SPBC30B4.04c_pep
2664	OG0002664	YPL020C	SPBC19G7.09_pep
2665	OG0002665	YPL022W	SPCC970.01_pep
2666	OG0002666	YPL023C	SPAC343.10_pep
2667	OG0002667	YPL028W	SPBC215.09c_pep
2668	OG0002668	YPL029W	SPAC637.11_pep
2669	OG0002669	YPL030W	SPCC663.10_pep
2670	OG0002670	YPL031C	SPCC16C4.11_pep
2671	OG0002671	YPL040C	SPCC18B5.08c_pep
2672	OG0002672	YPL041C	SPAC1002.01_pep
2673	OG0002673	YPL042C	SPAC23H4.17c_pep
2674	OG0002674	YPL043W	SPBC4F6.14_pep
2675	OG0002675	YPL045W	SPAC824.05_pep
2676	OG0002676	YPL046C	SPBC1861.07_pep
2677	OG0002677	YPL050C	SPAC4F10.10c_pep
2678	OG0002678	YPL054W	SPCC1739.01_pep
2679	OG0002679	YPL059W	SPAPB2B4.02_pep
2680	OG0002680	YPL060W	SPBC25H2.08c_pep
2681	OG0002681	YPL063W	SPBC17A3.01c_pep
2682	OG0002682	YPL065W	SPAC1B3.07c_pep
2683	OG0002683	YPL072W	SPBC19C2.04c_pep
2684	OG0002684	YPL074W	SPAC328.04_pep
2685	OG0002685	YPL076W	SPCC550.04c_pep
2686	OG0002686	YPL078C	SPBC1604.07_pep
2687	OG0002687	YPL082C	SPBC1826.01c_pep
2688	OG0002688	YPL083C	SPCC613.09_pep
2689	OG0002689	YPL084W	SPAC17G6.05c_pep
2690	OG0002690	YPL085W	SPAC29B12.07_pep
2691	OG0002691	YPL086C	SPAC29A4.20_pep
2692	OG0002692	YPL091W	SPBC17A3.07_pep
2693	OG0002693	YPL093W	SPBC651.01c_pep
2694	OG0002694	YPL094C	SPAC17G6.09_pep
2695	OG0002695	YPL096W	SPBC1709.14_pep
2696	OG0002696	YPL097W	SPCC576.06c_pep
2697	OG0002697	YPL098C	SPBC27.06c_pep
2698	OG0002698	YPL101W	SPCC11E10.06c_pep
2699	OG0002699	YPL104W	SPCC736.06_pep
2700	OG0002700	YPL107W	SPCP31B10.02_pep
2701	OG0002701	YPL109C	SPBC21C3.03_pep
2702	OG0002702	YPL110C	SPAPB1E7.05_pep
2703	OG0002703	YPL115C	SPAC26A3.09c_pep
2704	OG0002704	YPL117C	SPBC106.15_pep
2705	OG0002705	YPL120W	SPAC20G8.10c_pep
2706	OG0002706	YPL122C	SPBC13G1.13_pep
2707	OG0002707	YPL125W	SPCC1322.06_pep
2708	OG0002708	YPL126W	SPAC1B3.13_pep
2709	OG0002709	YPL128C	SPBC19G7.13_pep
2710	OG0002710	YPL129W	SPAC22H12.02_pep
2711	OG0002711	YPL138C	SPCC594.05c_pep
2712	OG0002712	YPL146C	SPAC22F8.09_pep
2713	OG0002713	YPL149W	SPBC4B4.10c_pep
2714	OG0002714	YPL150W	SPAC890.03_pep
2715	OG0002715	YPL151C	SPBP22H7.07_pep
2716	OG0002716	YPL152W	SPAC1782.05_pep
2717	OG0002717	YPL153C	SPCC18B5.11c_pep
2718	OG0002718	YPL155C	SPBC1604.20c_pep
2719	OG0002719	YPL157W	SPAC2G11.15c_pep
2720	OG0002720	YPL160W	SPAC26F1.13c_pep
2721	OG0002721	YPL165C	SPBP8B7.07c_pep
2722	OG0002722	YPL167C	SPAC688.10_pep
2723	OG0002723	YPL169C	SPBC1921.03c_pep
2724	OG0002724	YPL170W	SPAC25B8.01_pep
2725	OG0002725	YPL172C	SPBC365.02c_pep
2726	OG0002726	YPL175W	SPBC3D6.07_pep
2727	OG0002727	YPL178W	SPBC13A2.01c_pep
2728	OG0002728	YPL181W	SPBC1685.08_pep
2729	OG0002729	YPL183C	SPBC1306.02_pep
2730	OG0002730	YPL183W-A	SPBC83.06c_pep
2731	OG0002731	YPL184C	SPAC2F7.11_pep
2732	OG0002732	YPL188W	SPAC323.01c_pep
2733	OG0002733	YPL190C	SPAC3H8.09c_pep
2734	OG0002734	YPL195W	SPAC144.06_pep
2735	OG0002735	YPL199C	SPAC11H11.03c_pep
2736	OG0002736	YPL203W	SPBC106.10_pep
2737	OG0002737	YPL204W	SPBC3H7.15_pep
2738	OG0002738	YPL206C	SPAC4D7.02c_pep
2739	OG0002739	YPL207W	SPCC1020.08_pep
2740	OG0002740	YPL209C	SPCC320.13c_pep
2741	OG0002741	YPL210C	SPCC320.10_pep
2742	OG0002742	YPL211W	SPCC320.11c_pep
2743	OG0002743	YPL212C	SPCC126.03_pep
2744	OG0002744	YPL213W	SPBC1861.08c_pep
2745	OG0002745	YPL214C	SPAC23H4.10c_pep
2746	OG0002746	YPL215W	SPCC4B3.17_pep
2747	OG0002747	YPL217C	SPBC31E1.06_pep
2748	OG0002748	YPL218W	SPBC31F10.06c_pep
2749	OG0002749	YPL222W	SPAC20G4.05c_pep
2750	OG0002750	YPL225W	SPBC3E7.07c_pep
2751	OG0002751	YPL226W	SPAC3C7.08c_pep
2752	OG0002752	YPL227C	SPBC56F2.10c_pep
2753	OG0002753	YPL228W	SPAC644.04_pep
2754	OG0002754	YPL231W	SPAC4A8.11c_pep
2755	OG0002755	YPL234C	SPAC732.01_pep
2756	OG0002756	YPL235W	SPBC83.08_pep
2757	OG0002757	YPL236C	SPAC3H1.13_pep
2758	OG0002758	YPL237W	SPAC32A11.04c_pep
2759	OG0002759	YPL244C	SPBC839.11c_pep
2760	OG0002760	YPL246C	SPCC790.03_pep
2761	OG0002761	YPL247C	SPBC17D11.08_pep
2762	OG0002762	YPL254W	SPBC887.18c_pep
2763	OG0002763	YPL259C	SPBP16F5.07_pep
2764	OG0002764	YPL260W	SPAC30C2.08_pep
2765	OG0002765	YPL262W	SPCC18.18c_pep
2766	OG0002766	YPL265W	SPCC777.04_pep
2767	OG0002767	YPL266W	SPBC336.02_pep
2768	OG0002768	YPL268W	SPAC22F8.11_pep
2769	OG0002769	YPR003C	SPCC320.05_pep
2770	OG0002770	YPR004C	SPAC27D7.06_pep
2771	OG0002771	YPR010C	SPBP23A10.07_pep
2772	OG0002772	YPR011C	SPAPB17E12.12c_pep
2773	OG0002773	YPR016C	SPCC1919.09_pep
2774	OG0002774	YPR018W	SPBC29A10.03c_pep
2775	OG0002775	YPR019W	SPCC16A11.17_pep
2776	OG0002776	YPR023C	SPAC23H4.12_pep
2777	OG0002777	YPR024W	SPCC965.04c_pep
2778	OG0002778	YPR025C	SPBP16F5.02_pep
2779	OG0002779	YPR028W	SPCC830.08c_pep
2780	OG0002780	YPR029C	SPCP1E11.06_pep
2781	OG0002781	YPR031W	SPBC17D11.04c_pep
2782	OG0002782	YPR033C	SPBC2G2.12_pep
2783	OG0002783	YPR035W	SPAC23H4.06_pep
2784	OG0002784	YPR036W	SPAC7D4.10_pep
2785	OG0002785	YPR037C	SPBC146.04_pep
2786	OG0002786	YPR040W	SPCC4B3.16_pep
2787	OG0002787	YPR041W	SPAC2F7.05c_pep
2788	OG0002788	YPR045C	SPBC2A9.11c_pep
2789	OG0002789	YPR047W	SPCC736.03c_pep
2790	OG0002790	YPR048W	SPAC1296.06_pep
2791	OG0002791	YPR049C	SPAC7D4.04_pep
2792	OG0002792	YPR051W	SPBC15D4.06_pep
2793	OG0002793	YPR056W	SPBC30B4.07c_pep
2794	OG0002794	YPR060C	SPAC16E8.04c_pep
2795	OG0002795	YPR062W	SPCC965.14c_pep
2796	OG0002796	YPR066W	SPAC24H6.12c_pep
2797	OG0002797	YPR067W	SPBC3B9.17_pep
2798	OG0002798	YPR069C	SPBC12C2.07c_pep
2799	OG0002799	YPR073C	SPAC1071.12c_pep
2800	OG0002800	YPR074C	SPBC2G5.05_pep
2801	OG0002801	YPR079W	SPBC530.09c_pep
2802	OG0002802	YPR082C	SPCC16A11.05c_pep
2803	OG0002803	YPR086W	SPAC16E8.16_pep
2804	OG0002804	YPR088C	SPCC188.06c_pep
2805	OG0002805	YPR089W	SPAC25B8.08_pep
2806	OG0002806	YPR091C	SPBC23G7.06c_pep
2807	OG0002807	YPR094W	SPAC23H3.02c_pep
2808	OG0002808	YPR097W	SPCC1450.12_pep
2809	OG0002809	YPR100W	SPBC19C2.12_pep
2810	OG0002810	YPR103W	SPAC4A8.13c_pep
2811	OG0002811	YPR105C	SPCC338.13_pep
2812	OG0002812	YPR107C	SPAC227.08c_pep
2813	OG0002813	YPR108W	SPBC582.07c_pep
2814	OG0002814	YPR110C	SPBC1289.07c_pep
2815	OG0002815	YPR112C	SPBP22H7.02c_pep
2816	OG0002816	YPR113W	SPAC1D4.08_pep
2817	OG0002817	YPR118W	SPBC23E6.10c_pep
2818	OG0002818	YPR125W	SPAC23C11.17_pep
2819	OG0002819	YPR129W	SPBC800.09_pep
2820	OG0002820	YPR131C	SPCC16C4.12_pep
2821	OG0002821	YPR133C	SPBC19G7.16_pep
2822	OG0002822	YPR135W	SPAPB1E7.02c_pep
2823	OG0002823	YPR137W	SPAC2E1P5.05_pep
2824	OG0002824	YPR141C	SPAC664.10_pep
2825	OG0002825	YPR143W	SPAC227.02c_pep
2826	OG0002826	YPR144C	SPBC1604.06c_pep
2827	OG0002827	YPR155C	SPBC4B4.02c_pep
2828	OG0002828	YPR162C	SPBP23A10.13_pep
2829	OG0002829	YPR166C	SPAC23H3.07c_pep
2830	OG0002830	YPR167C	SPAC13G7.06_pep
2831	OG0002831	YPR168W	SPBC31F10.09c_pep
2832	OG0002832	YPR169W	SPAC1A6.02_pep
2833	OG0002833	YPR173C	SPAC2G11.06_pep
2834	OG0002834	YPR175W	SPBP8B7.14c_pep
2835	OG0002835	YPR178W	SPAC227.12_pep
2836	OG0002836	YPR180W	SPAC4C5.04_pep
2837	OG0002837	YPR181C	SPCC31H12.07_pep
2838	OG0002838	YPR183W	SPAC31G5.16c_pep
2839	OG0002839	YPR185W	SPAC4F10.07c_pep
2840	OG0002840	YPR186C	SPAC144.09c_pep
2841	OG0002841	YPR187W	SPCC1020.04c_pep
2842	OG0002842	YPR189W	SPCC1919.05_pep
2843	OG0002843	YPR190C	SPAPB1E7.03_pep
