	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035261_Candida_ponderosae
972	OG0000972	YCR097W	genemark-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-0.4&CDS=1-606
973	OG0000973	YDL001W	augustus_masked-NODE_54_length_79940_cov_49.0766_ID_16067-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_54_length_79940_cov_49.0766_ID_16067-processed-gene-0.67&CDS=1-1332
974	OG0000974	YDL002C	augustus_masked-NODE_54_length_79940_cov_49.0766_ID_16067-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_54_length_79940_cov_49.0766_ID_16067-processed-gene-0.66&CDS=1-768
975	OG0000975	YDL003W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.117&CDS=1-1614
976	OG0000976	YDL004W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.119&CDS=1-483
977	OG0000977	YDL006W	genemark-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.33&CDS=1-900
978	OG0000978	YDL007W	maker-NODE_6_length_358001_cov_61.1535_ID_21971-augustus-gene-0.127-mRNA-1_1&gene=maker-NODE_6_length_358001_cov_61.1535_ID_21971-augustus-gene-0.127&CDS=1-1311
979	OG0000979	YDL008W	maker-NODE_6_length_358001_cov_61.1535_ID_21971-snap-gene-0.84-mRNA-1_1&gene=maker-NODE_6_length_358001_cov_61.1535_ID_21971-snap-gene-0.84&CDS=1-411
980	OG0000980	YDL013W	snap_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-3.68&CDS=1-1347
981	OG0000981	YDL014W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.140&CDS=1-972
982	OG0000982	YDL017W	snap_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.105&CDS=1-1704
983	OG0000983	YDL020C	snap_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_41_length_110848_cov_58.9673_ID_15197-processed-gene-0.17&CDS=1-2013
984	OG0000984	YDL028C	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.25&CDS=1-2259
985	OG0000985	YDL029W	genemark-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.119-mRNA-1_1&gene=genemark-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.119&CDS=1-1167
986	OG0000986	YDL030W	augustus_masked-NODE_51_length_85046_cov_86.2807_ID_13221-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_51_length_85046_cov_86.2807_ID_13221-processed-gene-0.100&CDS=1-1527
987	OG0000987	YDL031W	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.147&CDS=1-2838
988	OG0000988	YDL033C	genemark-NODE_55_length_79277_cov_39.4914_ID_12200-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_55_length_79277_cov_39.4914_ID_12200-processed-gene-0.16&CDS=1-1188
989	OG0000989	YDL040C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.104&CDS=1-2343
990	OG0000990	YDL043C	augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.227&CDS=1-705
991	OG0000991	YDL044C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.177-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.177&CDS=1-951
992	OG0000992	YDL045W-A	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.4&CDS=1-291
993	OG0000993	YDL046W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.166&CDS=1-513
994	OG0000994	YDL047W	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.63&CDS=1-933
995	OG0000995	YDL051W	augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-0.9&CDS=1-807
996	OG0000996	YDL052C	augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_15_length_232331_cov_45.0676_ID_11356-processed-gene-0.7&CDS=1-915
997	OG0000997	YDL054C	augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.26&CDS=1-1500
998	OG0000998	YDL055C	augustus_masked-NODE_59_length_74710_cov_92.0031_ID_16525-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_59_length_74710_cov_92.0031_ID_16525-processed-gene-0.84&CDS=1-1083
999	OG0000999	YDL056W	augustus_masked-NODE_59_length_74710_cov_92.0031_ID_16525-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_59_length_74710_cov_92.0031_ID_16525-processed-gene-0.83&CDS=1-2322
1000	OG0001000	YDL057W	augustus_masked-NODE_122_length_12729_cov_40.4729_ID_18910-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_122_length_12729_cov_40.4729_ID_18910-processed-gene-0.9&CDS=1-1866
1001	OG0001001	YDL058W	augustus_masked-NODE_45_length_107481_cov_38.2641_ID_30813-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_45_length_107481_cov_38.2641_ID_30813-processed-gene-0.35&CDS=1-5286
1002	OG0001002	YDL059C	augustus_masked-NODE_45_length_107481_cov_38.2641_ID_30813-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_45_length_107481_cov_38.2641_ID_30813-processed-gene-0.14&CDS=1-606
1003	OG0001003	YDL060W	augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.213&CDS=1-2298
1004	OG0001004	YDL063C	augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.217&CDS=1-1932
1005	OG0001005	YDL064W	augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.181&CDS=1-471
1006	OG0001006	YDL065C	augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.215&CDS=1-987
1007	OG0001007	YDL066W	genemark-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.91&CDS=1-1308
1008	OG0001008	YDL067C	snap_masked-NODE_45_length_107481_cov_38.2641_ID_30813-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_45_length_107481_cov_38.2641_ID_30813-processed-gene-0.67&CDS=1-183
1009	OG0001009	YDL073W	augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.184&CDS=1-3471
1010	OG0001010	YDL074C	augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.223&CDS=1-2244
1011	OG0001011	YDL077C	genemark-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_19_length_192951_cov_49.0009_ID_31983-processed-gene-0.147&CDS=1-2406
1012	OG0001012	YDL084W	maker-NODE_44_length_107707_cov_40.9308_ID_11418-augustus-gene-0.102-mRNA-1_1&gene=maker-NODE_44_length_107707_cov_40.9308_ID_11418-augustus-gene-0.102&CDS=1-1284
1013	OG0001013	YDL086W	augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.257-mRNA-1_1&gene=augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.257&CDS=1-816
1014	OG0001014	YDL089W	augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.110&CDS=1-1167
1015	OG0001015	YDL090C	augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.107&CDS=1-1437
1016	OG0001016	YDL091C	augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.129&CDS=1-1614
1017	OG0001017	YDL095W	augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.135&CDS=1-2307
1018	OG0001018	YDL097C	augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.111&CDS=1-1254
1019	OG0001019	YDL099W	augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.220&CDS=1-1134
1020	OG0001020	YDL100C	augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-NODE_14_length_247982_cov_42.7043_ID_9850-processed-gene-1.216&CDS=1-1026
1021	OG0001021	YDL101C	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.173&CDS=1-1446
1022	OG0001022	YDL102W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.36&CDS=1-3336
1023	OG0001023	YDL103C	augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.63&CDS=1-1323
1024	OG0001024	YDL104C	augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.57&CDS=1-1269
1025	OG0001025	YDL105W	augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_24_length_174151_cov_81.0224_ID_14581-processed-gene-0.16&CDS=1-1134
1026	OG0001026	YDL106C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.26&CDS=1-1782
1027	OG0001027	YDL107W	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.113-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.113&CDS=1-1149
1028	OG0001028	YDL108W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-2.64&CDS=1-933
1029	OG0001029	YDL110C	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.157&CDS=1-402
1030	OG0001030	YDL112W	augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.112&CDS=1-4266
1031	OG0001031	YDL116W	augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.132&CDS=1-2187
1032	OG0001032	YDL117W	augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-NODE_47_length_96693_cov_40.1335_ID_13188-processed-gene-0.133&CDS=1-2739
1033	OG0001033	YDL119C	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.167&CDS=1-906
1034	OG0001034	YDL122W	augustus_masked-NODE_100_length_34945_cov_119.176_ID_17396-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_100_length_34945_cov_119.176_ID_17396-processed-gene-0.29&CDS=1-2307
1035	OG0001035	YDL124W	augustus_masked-NODE_45_length_107481_cov_38.2641_ID_30813-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_45_length_107481_cov_38.2641_ID_30813-processed-gene-0.49&CDS=1-894
1036	OG0001036	YDL125C	augustus_masked-NODE_52_length_83865_cov_49.229_ID_12049-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_52_length_83865_cov_49.229_ID_12049-processed-gene-0.37&CDS=1-456
1037	OG0001037	YDL126C	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.40&CDS=1-2499
1038	OG0001038	YDL128W	augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.197&CDS=1-1218
1039	OG0001039	YDL131W	augustus_masked-NODE_52_length_83865_cov_49.229_ID_12049-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_52_length_83865_cov_49.229_ID_12049-processed-gene-0.40&CDS=1-1362
1040	OG0001040	YDL132W	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.50&CDS=1-1362
1041	OG0001041	YDL133W	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.20&CDS=1-1206
1042	OG0001042	YDL135C	genemark-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.62-mRNA-1_1&gene=genemark-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.62&CDS=1-585
1043	OG0001043	YDL139C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.141-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.141&CDS=1-2025
1044	OG0001044	YDL140C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.41&CDS=1-5232
1045	OG0001045	YDL141W	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.35&CDS=1-2001
1046	OG0001046	YDL142C	snap_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.89&CDS=1-771
1047	OG0001047	YDL143W	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.40&CDS=1-1587
1048	OG0001048	YDL145C	maker-NODE_30_length_156169_cov_46.2821_ID_10106-snap-gene-0.74-mRNA-1_1&gene=maker-NODE_30_length_156169_cov_46.2821_ID_10106-snap-gene-0.74&CDS=1-4863
1049	OG0001049	YDL146W	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.8&CDS=1-1488
1050	OG0001050	YDL147W	maker-NODE_30_length_156169_cov_46.2821_ID_10106-augustus-gene-0.67-mRNA-1_1&gene=maker-NODE_30_length_156169_cov_46.2821_ID_10106-augustus-gene-0.67&CDS=1-1347
1051	OG0001051	YDL148C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.2&CDS=1-2436
1052	OG0001052	YDL149W	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.5&CDS=1-2724
1053	OG0001053	YDL150W	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.4&CDS=1-1254
1054	OG0001054	YDL153C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.34&CDS=1-1713
1055	OG0001055	YDL154W	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.3&CDS=1-2358
1056	OG0001056	YDL155W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-3.4&CDS=1-1356
1057	OG0001057	YDL156W	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.55&CDS=1-1527
1058	OG0001058	YDL157C	genemark-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.103&CDS=1-312
1059	OG0001059	YDL159W	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.56&CDS=1-1569
1060	OG0001060	YDL160C	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.23&CDS=1-1593
1061	OG0001061	YDL164C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-2.133&CDS=1-2277
1062	OG0001062	YDL165W	augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.12&CDS=1-723
1063	OG0001063	YDL166C	augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.1&CDS=1-552
1064	OG0001064	YDL168W	augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_18_length_213627_cov_46.8687_ID_9249-processed-gene-1.2&CDS=1-1143
1065	OG0001065	YDL170W	maker-NODE_56_length_78334_cov_65.8513_ID_12335-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_56_length_78334_cov_65.8513_ID_12335-snap-gene-0.0&CDS=1-2328
1066	OG0001066	YDL171C	augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_56_length_78334_cov_65.8513_ID_12335-processed-gene-0.26&CDS=1-6444
1067	OG0001067	YDL177C	genemark-NODE_122_length_12729_cov_40.4729_ID_18910-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_122_length_12729_cov_40.4729_ID_18910-processed-gene-0.13&CDS=1-486
1068	OG0001068	YDL178W	augustus_masked-NODE_34_length_144696_cov_43.8658_ID_10466-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_34_length_144696_cov_43.8658_ID_10466-processed-gene-0.16&CDS=1-1500
1069	OG0001069	YDL183C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.56&CDS=1-924
1070	OG0001070	YDL185W	genemark-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.209-mRNA-1_1&gene=genemark-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.209&CDS=1-1851
1071	OG0001071	YDL186W	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.58&CDS=1-1782
1072	OG0001072	YDL189W	snap_masked-NODE_980_length_426_cov_0.850467_ID_26246-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_980_length_426_cov_0.850467_ID_26246-processed-gene-0.0&CDS=1-393
1073	OG0001073	YDL190C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.206-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.206&CDS=1-2751
1074	OG0001074	YDL193W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.181-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.181&CDS=1-933
1075	OG0001075	YDL195W	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.12&CDS=1-3702
1076	OG0001076	YDL198C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.72&CDS=1-909
1077	OG0001077	YDL201W	augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_60_length_72141_cov_66.147_ID_13569-processed-gene-0.58&CDS=1-987
