	OrthologID	Metschnikowia_hamakuensis	Saccharomyces_cerevisiae
285	OG0000285	snap_masked-ham-_s186-processed-gene-0.41-mRNA-1_1&gene=snap_masked-ham-_s186-processed-gene-0.41&CDS=1-2196, snap_masked-ham-_s57-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ham-_s57-processed-gene-0.12&CDS=1-210	YDR081C
286	OG0000286	genemark-ham-_s189-processed-gene-0.15-mRNA-1_1&gene=genemark-ham-_s189-processed-gene-0.15&CDS=1-1659	YKL127W, YMR105C
287	OG0000287	snap_masked-ham-_s190-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s190-processed-gene-0.8&CDS=1-1605	YAL015C, YOL043C
288	OG0000288	genemark-ham-_s465-processed-gene-0.9-mRNA-1_1&gene=genemark-ham-_s465-processed-gene-0.9&CDS=1-711, snap_masked-ham-_s190-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s190-processed-gene-0.4&CDS=1-360	YPL002C
289	OG0000289	snap_masked-ham-_s196-processed-gene-0.35-mRNA-1_1&gene=snap_masked-ham-_s196-processed-gene-0.35&CDS=1-282	YGR008C, YLR327C
290	OG0000290	snap_masked-ham-_s196-processed-gene-0.31-mRNA-1_1&gene=snap_masked-ham-_s196-processed-gene-0.31&CDS=1-357, snap_masked-ham-_s659-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-0.16&CDS=1-1902	YDL146W
291	OG0000291	snap_masked-ham-_s197-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ham-_s197-processed-gene-0.6&CDS=1-531, snap_masked-ham-_s279-processed-gene-1.37-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.37&CDS=1-1083	YEL050C
292	OG0000292	snap_masked-ham-_s197-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s197-processed-gene-0.8&CDS=1-357	YER131W, YGL189C
293	OG0000293	snap_masked-ham-_s197-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ham-_s197-processed-gene-0.5&CDS=1-1284, snap_masked-ham-_s335-processed-gene-0.19-mRNA-1_1&gene=snap_masked-ham-_s335-processed-gene-0.19&CDS=1-1263	YDL131W
294	OG0000294	maker-ham-_s198-augustus-gene-0.12-mRNA-1_1&gene=maker-ham-_s198-augustus-gene-0.12&CDS=1-558, snap_masked-ham-_s245-processed-gene-0.52-mRNA-1_1&gene=snap_masked-ham-_s245-processed-gene-0.52&CDS=1-1536	YPL212C
295	OG0000295	snap_masked-ham-_s20-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ham-_s20-processed-gene-0.38&CDS=1-1167, snap_masked-ham-_s446-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ham-_s446-processed-gene-0.34&CDS=1-1113	YEL046C
296	OG0000296	genemark-ham-_s20-processed-gene-0.29-mRNA-1_1&gene=genemark-ham-_s20-processed-gene-0.29&CDS=1-885, snap_masked-ham-_s438-processed-gene-0.4-mRNA-1_1&gene=snap_masked-ham-_s438-processed-gene-0.4&CDS=1-1635	YNL189W
297	OG0000297	snap_masked-ham-_s20-processed-gene-0.39-mRNA-1_1&gene=snap_masked-ham-_s20-processed-gene-0.39&CDS=1-1725	YGR138C, YPR156C
298	OG0000298	snap_masked-ham-_s20-processed-gene-0.41-mRNA-1_1&gene=snap_masked-ham-_s20-processed-gene-0.41&CDS=1-2523	YDR351W, YHR103W
299	OG0000299	augustus_masked-ham-_s211-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-ham-_s211-processed-gene-0.64&CDS=1-1008, snap_masked-ham-_s62-processed-gene-0.39-mRNA-1_1&gene=snap_masked-ham-_s62-processed-gene-0.39&CDS=1-294	YMR278W
300	OG0000300	genemark-ham-_s211-processed-gene-0.17-mRNA-1_1&gene=genemark-ham-_s211-processed-gene-0.17&CDS=1-4365	YER132C, YGL197W
301	OG0000301	snap_masked-ham-_s211-processed-gene-0.49-mRNA-1_1&gene=snap_masked-ham-_s211-processed-gene-0.49&CDS=1-2436	YOR256C, YPL176C
302	OG0000302	augustus_masked-ham-_s482-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-ham-_s482-processed-gene-3.67&CDS=1-1662, snap_masked-ham-_s211-processed-gene-1.100-mRNA-1_1&gene=snap_masked-ham-_s211-processed-gene-1.100&CDS=1-1935	YDL174C
303	OG0000303	snap_masked-ham-_s215-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ham-_s215-processed-gene-0.26&CDS=1-1563	YEL041W, YJR049C
304	OG0000304	maker-ham-_s801-snap-gene-0.17-mRNA-1_1&gene=maker-ham-_s801-snap-gene-0.17&CDS=1-894, snap_masked-ham-_s215-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ham-_s215-processed-gene-0.38&CDS=1-222	YER083C
305	OG0000305	snap_masked-ham-_s22-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s22-processed-gene-0.8&CDS=1-7602	YBR140C, YOL081W
306	OG0000306	genemark-ham-_s22-processed-gene-0.94-mRNA-1_1&gene=genemark-ham-_s22-processed-gene-0.94&CDS=1-3366, snap_masked-ham-_s758-processed-gene-0.11-mRNA-1_1&gene=snap_masked-ham-_s758-processed-gene-0.11&CDS=1-2676	YDR490C
307	OG0000307	snap_masked-ham-_s22-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ham-_s22-processed-gene-0.34&CDS=1-1167, snap_masked-ham-_s46-processed-gene-0.75-mRNA-1_1&gene=snap_masked-ham-_s46-processed-gene-0.75&CDS=1-1239	YGR263C
308	OG0000308	augustus_masked-ham-_s60-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-ham-_s60-processed-gene-0.13&CDS=1-1155, snap_masked-ham-_s22-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s22-processed-gene-0.14&CDS=1-747	YGL136C
309	OG0000309	snap_masked-ham-_s22-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ham-_s22-processed-gene-0.22&CDS=1-1377, snap_masked-ham-_s482-processed-gene-0.89-mRNA-1_1&gene=snap_masked-ham-_s482-processed-gene-0.89&CDS=1-1356	YBR028C
310	OG0000310	maker-ham-_s435-augustus-gene-0.53-mRNA-1_1&gene=maker-ham-_s435-augustus-gene-0.53&CDS=1-4620, snap_masked-ham-_s226-processed-gene-0.12-mRNA-1_1&gene=snap_masked-ham-_s226-processed-gene-0.12&CDS=1-210	YKL014C
311	OG0000311	maker-ham-_s227-snap-gene-0.12-mRNA-1_1&gene=maker-ham-_s227-snap-gene-0.12&CDS=1-1740, snap_masked-ham-_s46-processed-gene-0.71-mRNA-1_1&gene=snap_masked-ham-_s46-processed-gene-0.71&CDS=1-2016	YHR124W
312	OG0000312	snap_masked-ham-_s228-processed-gene-0.6-mRNA-1_1&gene=snap_masked-ham-_s228-processed-gene-0.6&CDS=1-261, snap_masked-ham-_s553-processed-gene-0.192-mRNA-1_1&gene=snap_masked-ham-_s553-processed-gene-0.192&CDS=1-1539	YMR239C
313	OG0000313	snap_masked-ham-_s230-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s230-processed-gene-0.18&CDS=1-1380	YDR247W, YPL026C
314	OG0000314	augustus_masked-ham-_s230-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-ham-_s230-processed-gene-0.50&CDS=1-288, genemark-ham-_s26-processed-gene-0.14-mRNA-1_1&gene=genemark-ham-_s26-processed-gene-0.14&CDS=1-1851	YPL155C
315	OG0000315	maker-ham-_s879-snap-gene-0.73-mRNA-1_1&gene=maker-ham-_s879-snap-gene-0.73&CDS=1-639, snap_masked-ham-_s232-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s232-processed-gene-0.2&CDS=1-204	YDR381W
316	OG0000316	snap_masked-ham-_s24-processed-gene-0.92-mRNA-1_1&gene=snap_masked-ham-_s24-processed-gene-0.92&CDS=1-369	YMR230W, YOR293W
317	OG0000317	augustus_masked-ham-_s265-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-ham-_s265-processed-gene-0.91&CDS=1-342, snap_masked-ham-_s24-processed-gene-1.113-mRNA-1_1&gene=snap_masked-ham-_s24-processed-gene-1.113&CDS=1-1188	YPR186C
318	OG0000318	snap_masked-ham-_s24-processed-gene-1.124-mRNA-1_1&gene=snap_masked-ham-_s24-processed-gene-1.124&CDS=1-3075	YLR450W, YML075C
319	OG0000319	snap_masked-ham-_s24-processed-gene-1.125-mRNA-1_1&gene=snap_masked-ham-_s24-processed-gene-1.125&CDS=1-1767	YJR130C, YML082W
320	OG0000320	snap_masked-ham-_s245-processed-gene-0.54-mRNA-1_1&gene=snap_masked-ham-_s245-processed-gene-0.54&CDS=1-3537	YGL133W, YPL216W
321	OG0000321	snap_masked-ham-_s252-processed-gene-0.34-mRNA-1_1&gene=snap_masked-ham-_s252-processed-gene-0.34&CDS=1-714	YDR259C, YOR028C
322	OG0000322	maker-ham-_s279-snap-gene-3.79-mRNA-1_1&gene=maker-ham-_s279-snap-gene-3.79&CDS=1-4194, snap_masked-ham-_s253-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ham-_s253-processed-gene-0.10&CDS=1-2121	YGL205W
323	OG0000323	snap_masked-ham-_s255-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ham-_s255-processed-gene-0.10&CDS=1-4068	YGR070W, YLR371W
324	OG0000324	snap_masked-ham-_s257-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ham-_s257-processed-gene-0.7&CDS=1-1512	YDL161W, YLR206W
325	OG0000325	snap_masked-ham-_s259-processed-gene-0.79-mRNA-1_1&gene=snap_masked-ham-_s259-processed-gene-0.79&CDS=1-1380, snap_masked-ham-_s587-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s587-processed-gene-0.18&CDS=1-1413	YMR020W
326	OG0000326	snap_masked-ham-_s259-processed-gene-0.65-mRNA-1_1&gene=snap_masked-ham-_s259-processed-gene-0.65&CDS=1-267	YBR089C-A, YPR052C
327	OG0000327	snap_masked-ham-_s259-processed-gene-0.73-mRNA-1_1&gene=snap_masked-ham-_s259-processed-gene-0.73&CDS=1-516	YMR242C, YOR312C
328	OG0000328	snap_masked-ham-_s259-processed-gene-0.74-mRNA-1_1&gene=snap_masked-ham-_s259-processed-gene-0.74&CDS=1-801, snap_masked-ham-_s539-processed-gene-0.84-mRNA-1_1&gene=snap_masked-ham-_s539-processed-gene-0.84&CDS=1-804	YMR226C
329	OG0000329	snap_masked-ham-_s26-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ham-_s26-processed-gene-0.1&CDS=1-1692, snap_masked-ham-_s286-processed-gene-2.17-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.17&CDS=1-1740	YKR093W
330	OG0000330	snap_masked-ham-_s264-processed-gene-0.118-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.118&CDS=1-2130	YGR056W, YLR357W
331	OG0000331	genemark-ham-_s465-processed-gene-0.23-mRNA-1_1&gene=genemark-ham-_s465-processed-gene-0.23&CDS=1-1170, snap_masked-ham-_s264-processed-gene-0.149-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.149&CDS=1-1116	YCR044C
332	OG0000332	snap_masked-ham-_s264-processed-gene-0.130-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.130&CDS=1-1410	YJL139C, YKR061W
333	OG0000333	snap_masked-ham-_s264-processed-gene-0.158-mRNA-1_1&gene=snap_masked-ham-_s264-processed-gene-0.158&CDS=1-510	YJL177W, YKL180W
334	OG0000334	snap_masked-ham-_s265-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s265-processed-gene-0.8&CDS=1-3720	YDR122W, YLR096W
335	OG0000335	snap_masked-ham-_s265-processed-gene-0.13-mRNA-1_1&gene=snap_masked-ham-_s265-processed-gene-0.13&CDS=1-1560, snap_masked-ham-_s324-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ham-_s324-processed-gene-0.1&CDS=1-147	YGL138C
336	OG0000336	snap_masked-ham-_s267-processed-gene-0.38-mRNA-1_1&gene=snap_masked-ham-_s267-processed-gene-0.38&CDS=1-2184, snap_masked-ham-_s552-processed-gene-1.25-mRNA-1_1&gene=snap_masked-ham-_s552-processed-gene-1.25&CDS=1-3237	YGL179C
337	OG0000337	snap_masked-ham-_s267-processed-gene-0.40-mRNA-1_1&gene=snap_masked-ham-_s267-processed-gene-0.40&CDS=1-2424, snap_masked-ham-_s76-processed-gene-0.26-mRNA-1_1&gene=snap_masked-ham-_s76-processed-gene-0.26&CDS=1-2079	YBL011W
338	OG0000338	snap_masked-ham-_s267-processed-gene-0.43-mRNA-1_1&gene=snap_masked-ham-_s267-processed-gene-0.43&CDS=1-2124	YKL050C, YMR031C
339	OG0000339	augustus_masked-ham-_s27-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ham-_s27-processed-gene-0.0&CDS=1-417, snap_masked-ham-_s336-processed-gene-2.202-mRNA-1_1&gene=snap_masked-ham-_s336-processed-gene-2.202&CDS=1-2163	YPR018W
340	OG0000340	snap_masked-ham-_s27-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ham-_s27-processed-gene-0.22&CDS=1-1482	YIL113W, YNL053W
341	OG0000341	maker-ham-_s272-snap-gene-0.0-mRNA-1_1&gene=maker-ham-_s272-snap-gene-0.0&CDS=1-585	YLR287C-A, YOR182C
342	OG0000342	genemark-ham-_s41-processed-gene-0.102-mRNA-1_1&gene=genemark-ham-_s41-processed-gene-0.102&CDS=1-636, snap_masked-ham-_s272-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s272-processed-gene-0.18&CDS=1-783	YLR285W
343	OG0000343	snap_masked-ham-_s276-processed-gene-0.53-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.53&CDS=1-627, snap_masked-ham-_s482-processed-gene-4.271-mRNA-1_1&gene=snap_masked-ham-_s482-processed-gene-4.271&CDS=1-615	YNR018W
344	OG0000344	snap_masked-ham-_s276-processed-gene-0.82-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.82&CDS=1-3915, snap_masked-ham-_s75-processed-gene-0.18-mRNA-1_1&gene=snap_masked-ham-_s75-processed-gene-0.18&CDS=1-528	YMR129W
345	OG0000345	snap_masked-ham-_s276-processed-gene-0.85-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.85&CDS=1-1536, snap_masked-ham-_s459-processed-gene-0.3-mRNA-1_1&gene=snap_masked-ham-_s459-processed-gene-0.3&CDS=1-1947	YLR034C
346	OG0000346	snap_masked-ham-_s276-processed-gene-0.86-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.86&CDS=1-738, snap_masked-ham-_s552-processed-gene-0.86-mRNA-1_1&gene=snap_masked-ham-_s552-processed-gene-0.86&CDS=1-753	YKL040C
347	OG0000347	augustus_masked-ham-_s77-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ham-_s77-processed-gene-0.6&CDS=1-480, maker-ham-_s276-snap-gene-0.49-mRNA-1_1&gene=maker-ham-_s276-snap-gene-0.49&CDS=1-2322	YMR019W
348	OG0000348	snap_masked-ham-_s276-processed-gene-0.95-mRNA-1_1&gene=snap_masked-ham-_s276-processed-gene-0.95&CDS=1-657	YER031C, YGL210W
349	OG0000349	augustus_masked-ham-_s543-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-ham-_s543-processed-gene-0.45&CDS=1-2130, snap_masked-ham-_s279-processed-gene-0.100-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.100&CDS=1-2265	YGR150C
350	OG0000350	augustus_masked-ham-_s372-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-ham-_s372-processed-gene-0.10&CDS=1-468, snap_masked-ham-_s279-processed-gene-0.101-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.101&CDS=1-1926	YLR143W
351	OG0000351	snap_masked-ham-_s279-processed-gene-0.78-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.78&CDS=1-1983, snap_masked-ham-_s462-processed-gene-0.15-mRNA-1_1&gene=snap_masked-ham-_s462-processed-gene-0.15&CDS=1-309	YKL179C
352	OG0000352	snap_masked-ham-_s279-processed-gene-0.105-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.105&CDS=1-921	YBR147W, YOL092W
353	OG0000353	snap_masked-ham-_s279-processed-gene-0.113-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-0.113&CDS=1-1707, snap_masked-ham-_s635-processed-gene-0.30-mRNA-1_1&gene=snap_masked-ham-_s635-processed-gene-0.30&CDS=1-1689	YNR055C
354	OG0000354	snap_masked-ham-_s279-processed-gene-1.4-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.4&CDS=1-1125	YMR253C, YPL264C
355	OG0000355	genemark-ham-_s279-processed-gene-1.86-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-1.86&CDS=1-2823	YKR089C, YOR081C
356	OG0000356	snap_masked-ham-_s279-processed-gene-1.18-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.18&CDS=1-3297	YIR033W, YKL020C
357	OG0000357	snap_masked-ham-_s279-processed-gene-1.26-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-1.26&CDS=1-1422	YMR182C, YPL230W
358	OG0000358	genemark-ham-_s279-processed-gene-1.80-mRNA-1_1&gene=genemark-ham-_s279-processed-gene-1.80&CDS=1-486	YDR178W, YLR164W
359	OG0000359	snap_masked-ham-_s279-processed-gene-2.112-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.112&CDS=1-2148	YER066W, YFL009W
360	OG0000360	snap_masked-ham-_s279-processed-gene-2.130-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.130&CDS=1-663	YML106W, YMR271C
361	OG0000361	snap_masked-ham-_s279-processed-gene-2.132-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-2.132&CDS=1-3291	YML109W, YMR273C
362	OG0000362	maker-ham-_s279-snap-gene-2.143-mRNA-1_1&gene=maker-ham-_s279-snap-gene-2.143&CDS=1-1776, snap_masked-ham-_s49-processed-gene-0.61-mRNA-1_1&gene=snap_masked-ham-_s49-processed-gene-0.61&CDS=1-813	YBR137W
363	OG0000363	maker-ham-_s279-snap-gene-3.77-mRNA-1_1&gene=maker-ham-_s279-snap-gene-3.77&CDS=1-1251	YDR348C, YHR097C
364	OG0000364	snap_masked-ham-_s279-processed-gene-3.97-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.97&CDS=1-849, snap_masked-ham-_s887-processed-gene-0.10-mRNA-1_1&gene=snap_masked-ham-_s887-processed-gene-0.10&CDS=1-192	YDR116C
365	OG0000365	snap_masked-ham-_s279-processed-gene-3.100-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-3.100&CDS=1-4191	YCL068C, YCR038C
366	OG0000366	genemark-ham-_s335-processed-gene-0.86-mRNA-1_1&gene=genemark-ham-_s335-processed-gene-0.86&CDS=1-996, snap_masked-ham-_s279-processed-gene-4.36-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.36&CDS=1-984	YOR246C
367	OG0000367	snap_masked-ham-_s279-processed-gene-4.16-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.16&CDS=1-756, snap_masked-ham-_s552-processed-gene-0.82-mRNA-1_1&gene=snap_masked-ham-_s552-processed-gene-0.82&CDS=1-264	YJR024C
368	OG0000368	maker-ham-_s341-snap-gene-0.135-mRNA-1_1&gene=maker-ham-_s341-snap-gene-0.135&CDS=1-2439, snap_masked-ham-_s279-processed-gene-4.19-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.19&CDS=1-2826	YOR270C
369	OG0000369	snap_masked-ham-_s279-processed-gene-4.48-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.48&CDS=1-2580, snap_masked-ham-_s468-processed-gene-0.112-mRNA-1_1&gene=snap_masked-ham-_s468-processed-gene-0.112&CDS=1-894	YOR032C
370	OG0000370	snap_masked-ham-_s279-processed-gene-4.28-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.28&CDS=1-564, snap_masked-ham-_s564-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ham-_s564-processed-gene-0.16&CDS=1-549	YLR109W
371	OG0000371	maker-ham-_s279-snap-gene-4.78-mRNA-1_1&gene=maker-ham-_s279-snap-gene-4.78&CDS=1-2559	YDR458C, YML034W
372	OG0000372	snap_masked-ham-_s279-processed-gene-4.72-mRNA-1_1&gene=snap_masked-ham-_s279-processed-gene-4.72&CDS=1-1557, snap_masked-ham-_s482-processed-gene-0.109-mRNA-1_1&gene=snap_masked-ham-_s482-processed-gene-0.109&CDS=1-804	YDR207C
373	OG0000373	maker-ham-_s281-augustus-gene-0.52-mRNA-1_1&gene=maker-ham-_s281-augustus-gene-0.52&CDS=1-2178	YAL062W, YOR375C
374	OG0000374	snap_masked-ham-_s281-processed-gene-0.58-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.58&CDS=1-2025	YCR026C, YEL016C
375	OG0000375	snap_masked-ham-_s281-processed-gene-0.79-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.79&CDS=1-1749	YBR021W, YIR028W
376	OG0000376	snap_masked-ham-_s281-processed-gene-0.65-mRNA-1_1&gene=snap_masked-ham-_s281-processed-gene-0.65&CDS=1-2328, snap_masked-ham-_s435-processed-gene-0.77-mRNA-1_1&gene=snap_masked-ham-_s435-processed-gene-0.77&CDS=1-2349	YPR003C
377	OG0000377	augustus_masked-ham-_s282-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-ham-_s282-processed-gene-0.28&CDS=1-393, snap_masked-ham-_s430-processed-gene-0.0-mRNA-1_1&gene=snap_masked-ham-_s430-processed-gene-0.0&CDS=1-5472	YER155C
378	OG0000378	snap_masked-ham-_s282-processed-gene-0.22-mRNA-1_1&gene=snap_masked-ham-_s282-processed-gene-0.22&CDS=1-1245, snap_masked-ham-_s536-processed-gene-0.104-mRNA-1_1&gene=snap_masked-ham-_s536-processed-gene-0.104&CDS=1-516	YOR057W
379	OG0000379	genemark-ham-_s385-processed-gene-0.9-mRNA-1_1&gene=genemark-ham-_s385-processed-gene-0.9&CDS=1-1737, snap_masked-ham-_s284-processed-gene-0.16-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.16&CDS=1-210	YOR329C
380	OG0000380	snap_masked-ham-_s284-processed-gene-0.5-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.5&CDS=1-1416	YML118W, YMR285C
381	OG0000381	augustus_masked-ham-_s293-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-ham-_s293-processed-gene-0.6&CDS=1-2100, snap_masked-ham-_s284-processed-gene-0.23-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.23&CDS=1-2094	YLL029W
382	OG0000382	augustus_masked-ham-_s92-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-ham-_s92-processed-gene-0.26&CDS=1-324, snap_masked-ham-_s284-processed-gene-0.9-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.9&CDS=1-3033	YGL016W
383	OG0000383	maker-ham-_s284-augustus-gene-0.39-mRNA-1_1&gene=maker-ham-_s284-augustus-gene-0.39&CDS=1-411	YDR447C, YML024W
384	OG0000384	snap_masked-ham-_s284-processed-gene-0.29-mRNA-1_1&gene=snap_masked-ham-_s284-processed-gene-0.29&CDS=1-1185	YHL003C, YKL008C
385	OG0000385	snap_masked-ham-_s286-processed-gene-0.69-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.69&CDS=1-1782	YDR497C, YOL103W
386	OG0000386	snap_masked-ham-_s286-processed-gene-0.77-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-0.77&CDS=1-561	YNL096C, YOR096W
387	OG0000387	snap_masked-ham-_s286-processed-gene-2.56-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.56&CDS=1-1245	YMR177W, YPL224C
388	OG0000388	snap_masked-ham-_s286-processed-gene-2.41-mRNA-1_1&gene=snap_masked-ham-_s286-processed-gene-2.41&CDS=1-2211, snap_masked-ham-_s479-processed-gene-0.7-mRNA-1_1&gene=snap_masked-ham-_s479-processed-gene-0.7&CDS=1-561	YOR017W
389	OG0000389	snap_masked-ham-_s289-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s289-processed-gene-0.8&CDS=1-1080	YPR013C, YPR015C
390	OG0000390	snap_masked-ham-_s29-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s29-processed-gene-0.2&CDS=1-1554	YMR199W, YPL256C
391	OG0000391	snap_masked-ham-_s293-processed-gene-0.20-mRNA-1_1&gene=snap_masked-ham-_s293-processed-gene-0.20&CDS=1-1527	YJR054W, YML047C
392	OG0000392	augustus_masked-ham-_s41-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-ham-_s41-processed-gene-0.23&CDS=1-828, snap_masked-ham-_s296-processed-gene-0.187-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.187&CDS=1-732	YMR156C
393	OG0000393	snap_masked-ham-_s296-processed-gene-0.235-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.235&CDS=1-1452, snap_masked-ham-_s876-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ham-_s876-processed-gene-0.1&CDS=1-297	YBR233W
394	OG0000394	snap_masked-ham-_s296-processed-gene-0.256-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.256&CDS=1-1671	YHR115C, YNL116W
395	OG0000395	augustus_masked-ham-_s394-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-ham-_s394-processed-gene-0.32&CDS=1-300, snap_masked-ham-_s296-processed-gene-0.261-mRNA-1_1&gene=snap_masked-ham-_s296-processed-gene-0.261&CDS=1-2298	YNL221C
396	OG0000396	snap_masked-ham-_s298-processed-gene-0.1-mRNA-1_1&gene=snap_masked-ham-_s298-processed-gene-0.1&CDS=1-1944, snap_masked-ham-_s39-processed-gene-0.63-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.63&CDS=1-1458	YNL027W
397	OG0000397	genemark-ham-_s299-processed-gene-0.7-mRNA-1_1&gene=genemark-ham-_s299-processed-gene-0.7&CDS=1-564, snap_masked-ham-_s552-processed-gene-1.60-mRNA-1_1&gene=snap_masked-ham-_s552-processed-gene-1.60&CDS=1-450	YML098W
398	OG0000398	snap_masked-ham-_s307-processed-gene-0.2-mRNA-1_1&gene=snap_masked-ham-_s307-processed-gene-0.2&CDS=1-1101, snap_masked-ham-_s39-processed-gene-0.75-mRNA-1_1&gene=snap_masked-ham-_s39-processed-gene-0.75&CDS=1-1116	YBL016W
399	OG0000399	snap_masked-ham-_s307-processed-gene-0.8-mRNA-1_1&gene=snap_masked-ham-_s307-processed-gene-0.8&CDS=1-1515, snap_masked-ham-_s663-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s663-processed-gene-0.14&CDS=1-1524	YGR260W
400	OG0000400	snap_masked-ham-_s308-processed-gene-0.14-mRNA-1_1&gene=snap_masked-ham-_s308-processed-gene-0.14&CDS=1-1218	YBR066C, YDR043C
401	OG0000401	augustus_masked-ham-_s314-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-ham-_s314-processed-gene-0.0&CDS=1-558, snap_masked-ham-_s659-processed-gene-1.37-mRNA-1_1&gene=snap_masked-ham-_s659-processed-gene-1.37&CDS=1-2091	YDL113C
