	OrthologID	Neurospora_crassa	Saccharomyces_cerevisiae
2744	OG0002744	XP_964203.1	YDR265W
2745	OG0002745	XP_964204.1	YDR414C
2746	OG0002746	XP_964206.2	YLR151C
2747	OG0002747	XP_964208.1	YJR025C
2748	OG0002748	XP_964217.1	YDL003W
2749	OG0002749	XP_964218.1	YGL167C
2750	OG0002750	XP_964222.1	YNL315C
2751	OG0002751	XP_964231.2	YPR091C
2752	OG0002752	XP_964234.1	YDR088C
2753	OG0002753	XP_964235.2	YPL167C
2754	OG0002754	XP_964237.3	YDR150W
2755	OG0002755	XP_964238.1	YLR323C
2756	OG0002756	XP_964239.2	YNR007C
2757	OG0002757	XP_964240.1	YNL243W
2758	OG0002758	XP_964260.1	YHR087W
2759	OG0002759	XP_964266.3	YDR047W
2760	OG0002760	XP_964271.2	YJL194W
2761	OG0002761	XP_964273.1	YJR131W
2762	OG0002762	XP_964275.1	YIR009W
2763	OG0002763	XP_964276.1	YBR234C
2764	OG0002764	XP_964278.3	YKR039W
2765	OG0002765	XP_964281.1	YMR097C
2766	OG0002766	XP_964291.2	YJR104C
2767	OG0002767	XP_964294.1	YLR354C
2768	OG0002768	XP_964295.2	YPL076W
2769	OG0002769	XP_964305.1	YPR144C
2770	OG0002770	XP_964306.1	YPL078C
2771	OG0002771	XP_964308.1	YDR140W
2772	OG0002772	XP_964310.1	YMR123W
2773	OG0002773	XP_964316.3	YLR127C
2774	OG0002774	XP_964321.1	YER173W
2775	OG0002775	XP_964329.3	YGR094W
2776	OG0002776	XP_964344.3	YPL030W
2777	OG0002777	XP_964345.2	YNL244C
2778	OG0002778	XP_964346.3	YNL080C
2779	OG0002779	XP_964349.1	YJR010W
2780	OG0002780	XP_964355.3	YGR195W
2781	OG0002781	XP_964356.1	YOR288C
2782	OG0002782	XP_964357.2	YLR181C
2783	OG0002783	XP_964364.3	YDR536W
2784	OG0002784	XP_964366.2	YFR004W
2785	OG0002785	XP_964367.2	YNL330C
2786	OG0002786	XP_964373.3	YLR411W
2787	OG0002787	XP_964378.2	YJR125C
2788	OG0002788	XP_964380.1	YNR003C
2789	OG0002789	XP_964389.1	YHR111W
2790	OG0002790	XP_964390.1	YKR065C
2791	OG0002791	XP_964396.3	YPR184W
2792	OG0002792	XP_964416.2	YML072C
2793	OG0002793	XP_964421.1	YGR095C
2794	OG0002794	XP_964422.1	YPL152W
2795	OG0002795	XP_964426.3	YNL023C
2796	OG0002796	XP_964429.2	YPR048W
2797	OG0002797	XP_964433.3	YGL058W
2798	OG0002798	XP_964435.1	YMR244W
2799	OG0002799	XP_964442.3	YIL129C
2800	OG0002800	XP_964443.1	YHR042W
2801	OG0002801	XP_964447.2	YOR262W
2802	OG0002802	XP_964449.1	YHR026W
2803	OG0002803	XP_964450.1	YKL058W
2804	OG0002804	XP_964451.2	YGL194C
2805	OG0002805	XP_964453.2	YKL035W
2806	OG0002806	XP_964458.1	YOR130C
2807	OG0002807	XP_964459.1	YDR243C
2808	OG0002808	XP_964460.1	YGR076C
2809	OG0002809	XP_964462.1	YER177W
2810	OG0002810	XP_964464.1	YJL041W
2811	OG0002811	XP_964466.3	YER025W
2812	OG0002812	XP_964468.2	YKL024C
2813	OG0002813	XP_964470.3	YDL101C
2814	OG0002814	XP_964481.3	YER094C
2815	OG0002815	XP_964486.1	YDR139C
2816	OG0002816	XP_964487.1	YGR231C
2817	OG0002817	XP_964488.2	YGL044C
2818	OG0002818	XP_964494.2	YOR002W
2819	OG0002819	XP_964496.1	YGR284C
2820	OG0002820	XP_964498.1	YMR049C
2821	OG0002821	XP_964502.3	YMR313C
2822	OG0002822	XP_964506.2	YDR049W
2823	OG0002823	XP_964507.3	YKL140W
2824	OG0002824	XP_964508.1	YJR034W
2825	OG0002825	XP_964515.3	YMR074C
2826	OG0002826	XP_964516.1	YDR204W
2827	OG0002827	XP_964518.1	YDL213C
2828	OG0002828	XP_964521.2	YGR112W
2829	OG0002829	XP_964526.3	YGR152C
2830	OG0002830	XP_964527.3	YDR090C
2831	OG0002831	XP_964528.1	YLR003C
2832	OG0002832	XP_964547.1	YGL037C
2833	OG0002833	XP_964548.1	YOR027W
2834	OG0002834	XP_964551.1	YJL108C
2835	OG0002835	XP_964555.1	YOR348C
2836	OG0002836	XP_964560.2	YDR531W
2837	OG0002837	XP_964572.1	YAR015W
2838	OG0002838	XP_964577.1	YJL212C
2839	OG0002839	XP_964583.3	YBR037C
2840	OG0002840	XP_964584.2	YPL138C
2841	OG0002841	XP_964591.1	YGR235C
2842	OG0002842	XP_964593.1	YOR206W
2843	OG0002843	XP_964594.1	YOL009C
2844	OG0002844	XP_964601.1	YML130C
2845	OG0002845	XP_964602.3	YNL209W
2846	OG0002846	XP_964603.1	YOL139C
2847	OG0002847	XP_964606.3	YBR135W
2848	OG0002848	XP_964609.3	YDR301W
2849	OG0002849	XP_964610.1	YFR019W
2850	OG0002850	XP_964617.1	YMR043W
2851	OG0002851	XP_964622.1	YLR330W
2852	OG0002852	XP_964624.1	YMR260C
2853	OG0002853	XP_964625.1	YOR181W
2854	OG0002854	XP_964627.3	YPL022W
2855	OG0002855	XP_964629.3	YHR039C
2856	OG0002856	XP_964630.1	YER166W
2857	OG0002857	XP_964638.1	YGR264C
2858	OG0002858	XP_964648.3	YDR229W
2859	OG0002859	XP_964649.1	YLR118C
2860	OG0002860	XP_964658.3	YLR430W
2861	OG0002861	XP_964666.2	YBR025C
2862	OG0002862	XP_964670.2	YML002W
2863	OG0002863	XP_964674.1	YBR088C
2864	OG0002864	XP_964682.1	YKL125W
2865	OG0002865	XP_964684.1	YEL003W
2866	OG0002866	XP_964685.1	YBL059C-A
2867	OG0002867	XP_964686.1	YJR085C
2868	OG0002868	XP_964690.1	YDR511W
2869	OG0002869	XP_964693.2	YMR001C
2870	OG0002870	XP_964696.1	YDR489W
2871	OG0002871	XP_964699.1	YJR024C
2872	OG0002872	XP_964700.3	YAL058W
2873	OG0002873	XP_964709.3	YBR111C
2874	OG0002874	XP_964712.3	YHR023W
2875	OG0002875	XP_964714.1	YBR260C
2876	OG0002876	XP_964715.1	YDR158W
2877	OG0002877	XP_964725.1	YPR166C
2878	OG0002878	XP_964726.1	YOR196C
2879	OG0002879	XP_964727.2	YOR327C
2880	OG0002880	XP_964729.1	YKL100C
2881	OG0002881	XP_964731.2	YDR045C
2882	OG0002882	XP_964732.1	YGL242C
2883	OG0002883	XP_964741.1	YLL018C
2884	OG0002884	XP_964746.2	YPL040C
2885	OG0002885	XP_964750.3	YLR459W
2886	OG0002886	XP_964751.1	YGR103W
2887	OG0002887	XP_964753.2	YBL063W
2888	OG0002888	XP_964796.3	YKL213C
2889	OG0002889	XP_964807.1	YLR070C
2890	OG0002890	XP_964810.1	YKR016W
2891	OG0002891	XP_964812.2	YKL212W
2892	OG0002892	XP_964814.2	YDR255C
2893	OG0002893	XP_964815.1	YAL042W
2894	OG0002894	XP_964817.3	YCR044C
2895	OG0002895	XP_964824.1	YPR010C
2896	OG0002896	XP_964834.2	YOR386W
2897	OG0002897	XP_964840.1	YOL138C
2898	OG0002898	XP_964855.2	YBR187W
2899	OG0002899	XP_964857.1	YNL287W
2900	OG0002900	XP_964861.2	YMR063W
2901	OG0002901	XP_964869.1	YGR208W
2902	OG0002902	XP_964870.2	YPR167C
2903	OG0002903	XP_964872.2	YER048W-A
2904	OG0002904	XP_964876.1	YLR347C
2905	OG0002905	XP_964878.1	YFR011C
2906	OG0002906	XP_964879.1	YGL050W
2907	OG0002907	XP_964880.3	YLR246W
2908	OG0002908	XP_964882.2	YDR397C
2909	OG0002909	XP_964885.1	YOL152W
2910	OG0002910	XP_964893.2	YDL084W
2911	OG0002911	XP_964902.2	YHR071W
2912	OG0002912	XP_964908.1	YPL060W
2913	OG0002913	XP_964918.2	YBR220C
2914	OG0002914	XP_964924.2	YHR086W
2915	OG0002915	XP_964926.1	YHL030W
2916	OG0002916	XP_964927.2	YDR330W
2917	OG0002917	XP_964931.2	YNL037C
2918	OG0002918	XP_964933.1	YCR047C
2919	OG0002919	XP_964934.1	YHR181W
2920	OG0002920	XP_964945.1	YLR241W
2921	OG0002921	XP_964950.1	YCR072C
2922	OG0002922	XP_964959.2	YHR183W
2923	OG0002923	XP_964967.3	YJR126C
2924	OG0002924	XP_964971.1	YKL150W
2925	OG0002925	XP_964972.1	YDR162C
2926	OG0002926	XP_964973.1	YNL222W
2927	OG0002927	XP_964976.1	YML056C
2928	OG0002928	XP_964977.1	YIR034C
2929	OG0002929	XP_964983.3	YOR061W
2930	OG0002930	XP_964988.3	YKL194C
2931	OG0002931	XP_964989.1	YOR111W
2932	OG0002932	XP_965002.1	YDL072C
2933	OG0002933	XP_965007.1	YPL126W
2934	OG0002934	XP_965008.1	YOR210W
2935	OG0002935	XP_965011.2	YBR271W
2936	OG0002936	XP_965014.1	YPR112C
2937	OG0002937	XP_965018.1	YOR194C
2938	OG0002938	XP_965019.2	YGL116W
2939	OG0002939	XP_965021.3	YLR191W
2940	OG0002940	XP_965022.1	YLR401C
2941	OG0002941	XP_965024.1	YLR403W
2942	OG0002942	XP_965026.1	YNR018W
2943	OG0002943	XP_965028.1	YOR188W
2944	OG0002944	XP_965029.1	YML021C
2945	OG0002945	XP_965030.3	YDR182W
2946	OG0002946	XP_965039.1	YPL183C
2947	OG0002947	XP_965042.2	YGR086C
2948	OG0002948	XP_965045.1	YGR258C
2949	OG0002949	XP_965051.3	YCL038C
2950	OG0002950	XP_965056.2	YPR176C
2951	OG0002951	XP_965057.1	YNL305C
2952	OG0002952	XP_965058.2	YJR076C
2953	OG0002953	XP_965061.1	YIR005W
2954	OG0002954	XP_965067.3	YGR119C
2955	OG0002955	XP_965069.3	YMR189W
2956	OG0002956	XP_965071.1	YIR012W
2957	OG0002957	XP_965075.1	YPR006C
2958	OG0002958	XP_965084.3	YFR041C
2959	OG0002959	XP_965087.1	YOR362C
2960	OG0002960	XP_965088.2	YBL004W
2961	OG0002961	XP_965089.3	YGR093W
2962	OG0002962	XP_965090.2	YMR036C
2963	OG0002963	XP_965091.1	YEL055C
2964	OG0002964	XP_965092.3	YGR003W
2965	OG0002965	XP_965093.1	YNL310C
2966	OG0002966	XP_965098.2	YFL046W
2967	OG0002967	XP_965101.1	YGR091W
2968	OG0002968	XP_965102.1	YLR117C
2969	OG0002969	XP_965108.2	YBL102W
2970	OG0002970	XP_965110.1	YHL023C
2971	OG0002971	XP_965112.2	YDR019C
2972	OG0002972	XP_965113.1	YKR086W
2973	OG0002973	XP_965114.1	YLR196W
2974	OG0002974	XP_965122.2	YER163C
2975	OG0002975	XP_965126.1	YER095W
2976	OG0002976	XP_965128.3	YJL053W
2977	OG0002977	XP_965131.1	YPR036W
2978	OG0002978	XP_965132.3	YFL034W
2979	OG0002979	XP_965137.3	YEL046C
2980	OG0002980	XP_965143.2	YNR015W
2981	OG0002981	XP_965144.3	YBR011C
2982	OG0002982	XP_965145.1	YMR225C
2983	OG0002983	XP_965147.2	YHR075C
2984	OG0002984	XP_965149.2	YIL110W
2985	OG0002985	XP_965151.1	YHR076W
2986	OG0002986	XP_965157.3	YIL128W
2987	OG0002987	XP_965158.1	YML055W
2988	OG0002988	XP_965159.1	YKL207W
2989	OG0002989	XP_965164.1	YOL040C
2990	OG0002990	XP_965170.1	YJL096W
2991	OG0002991	XP_965171.2	YDL028C
2992	OG0002992	XP_965172.1	YDR382W
2993	OG0002993	XP_965174.1	YER126C
2994	OG0002994	XP_965198.2	YER118C
2995	OG0002995	XP_965201.1	YNL200C
2996	OG0002996	XP_965202.1	YPL013C
2997	OG0002997	XP_965224.1	YML081C-A
2998	OG0002998	XP_965236.2	YNL239W
2999	OG0002999	XP_965242.2	YGL200C
3000	OG0003000	XP_965244.1	YDR270W
3001	OG0003001	XP_965246.2	YOR301W
3002	OG0003002	XP_965255.1	YDR353W
3003	OG0003003	XP_965256.1	YPR107C
3004	OG0003004	XP_965260.3	YML102W
3005	OG0003005	XP_965262.1	YLR245C
3006	OG0003006	XP_965268.1	YBR193C
3007	OG0003007	XP_965271.1	YHR062C
3008	OG0003008	XP_965272.1	YBL029C-A
3009	OG0003009	XP_965273.1	YFR048W
3010	OG0003010	XP_965276.1	YNL329C
3011	OG0003011	XP_965277.1	YFR016C
3012	OG0003012	XP_965286.1	YIL001W
3013	OG0003013	XP_965287.2	YAR018C
3014	OG0003014	XP_965288.1	YML086C
3015	OG0003015	XP_965291.1	YOR370C
3016	OG0003016	XP_965293.1	YPR063C
3017	OG0003017	XP_965294.2	YOR128C
3018	OG0003018	XP_965295.2	YLR405W
3019	OG0003019	XP_965304.1	YNL240C
3020	OG0003020	XP_965307.1	YMR235C
3021	OG0003021	XP_965316.1	YER170W
3022	OG0003022	XP_965317.1	YPR125W
3023	OG0003023	XP_965318.1	YJL036W
3024	OG0003024	XP_965329.1	YIL022W
3025	OG0003025	XP_965330.1	YNL306W
3026	OG0003026	XP_965331.1	YDR375C
3027	OG0003027	XP_965333.2	YGR183C
3028	OG0003028	XP_965334.3	YGR184C
3029	OG0003029	XP_965337.1	YMR055C
3030	OG0003030	XP_965341.2	YIL094C
3031	OG0003031	XP_965342.2	YLR069C
3032	OG0003032	XP_965347.3	YDR244W
3033	OG0003033	XP_965348.1	YGR276C
3034	OG0003034	XP_965350.1	YML094W
3035	OG0003035	XP_965352.2	YML065W
3036	OG0003036	XP_965353.3	YPL151C
3037	OG0003037	XP_965354.1	YGR232W
3038	OG0003038	XP_965360.1	YDL119C
3039	OG0003039	XP_965364.2	YJR116W
3040	OG0003040	XP_965366.2	YML035C
3041	OG0003041	XP_965367.1	YEL004W
3042	OG0003042	XP_965368.1	YHR200W
3043	OG0003043	XP_965370.1	YJR014W
3044	OG0003044	XP_965382.3	YDR452W
3045	OG0003045	XP_965390.1	YBR221C
3046	OG0003046	XP_965392.1	YML008C
3047	OG0003047	XP_965393.2	YBR065C
3048	OG0003048	XP_965394.1	YDR493W
3049	OG0003049	XP_965395.3	YGR285C
3050	OG0003050	XP_965396.1	YBR115C
3051	OG0003051	XP_965404.1	YJL069C
3052	OG0003052	XP_965407.2	YGL045W
3053	OG0003053	XP_965410.1	YJL029C
3054	OG0003054	XP_965414.2	YMR276W
3055	OG0003055	XP_965415.3	YEL062W
3056	OG0003056	XP_965416.1	YPL097W
3057	OG0003057	XP_965419.1	YGL237C
3058	OG0003058	XP_965423.1	YDL147W
3059	OG0003059	XP_965426.1	YJR152W
3060	OG0003060	XP_965431.2	YLR243W
3061	OG0003061	XP_965433.3	YGL010W
3062	OG0003062	XP_965434.3	YDR404C
3063	OG0003063	XP_965438.3	YOR245C
3064	OG0003064	XP_965443.3	YLR143W
3065	OG0003065	XP_965444.2	YER130C
3066	OG0003066	XP_965448.1	YOL010W
3067	OG0003067	XP_965450.1	YJR109C
3068	OG0003068	XP_965454.1	YBR171W
3069	OG0003069	XP_965458.1	YER172C
3070	OG0003070	XP_965460.1	YJR068W
3071	OG0003071	XP_965462.3	YDL240W
3072	OG0003072	XP_965463.2	YNL115C
3073	OG0003073	XP_965466.1	YGL001C
3074	OG0003074	XP_965474.3	YOL057W
3075	OG0003075	XP_965475.1	YDR248C
3076	OG0003076	XP_965478.1	YLR393W
3077	OG0003077	XP_965479.1	YHL031C
3078	OG0003078	XP_965487.3	YFL031W
3079	OG0003079	XP_965488.1	YLR398C
3080	OG0003080	XP_965489.1	YMR048W
3081	OG0003081	XP_965509.2	YLR309C
3082	OG0003082	XP_965515.1	YGR042W
3083	OG0003083	XP_965525.1	YGR165W
3084	OG0003084	XP_965533.1	YFL017C
3085	OG0003085	XP_965538.3	YLR026C
3086	OG0003086	XP_965542.3	YNL272C
3087	OG0003087	XP_965544.1	YJL203W
3088	OG0003088	XP_965545.1	YOR357C
3089	OG0003089	XP_965547.1	YBR192W
3090	OG0003090	XP_965549.1	YKL013C
3091	OG0003091	XP_965550.1	YFR010W
3092	OG0003092	XP_965581.1	YJL123C
3093	OG0003093	XP_965588.2	YKL029C
3094	OG0003094	XP_965617.1	YML036W
3095	OG0003095	XP_965618.1	YLR142W
3096	OG0003096	XP_965622.2	YIL039W
3097	OG0003097	XP_965625.3	YPL063W
3098	OG0003098	XP_965630.2	YDR032C
3099	OG0003099	XP_965633.2	YMR158W
3100	OG0003100	XP_965636.2	YBR218C
3101	OG0003101	XP_965639.1	YER029C
3102	OG0003102	XP_965641.1	YGL206C
3103	OG0003103	XP_965642.2	YNL061W
3104	OG0003104	XP_965644.1	YKL151C
3105	OG0003105	XP_965645.1	YBL099W
3106	OG0003106	XP_965646.2	YHR028C
3107	OG0003107	XP_965655.1	YPL115C
3108	OG0003108	XP_965659.1	YGR280C
3109	OG0003109	XP_965661.1	YLL009C
3110	OG0003110	XP_965662.2	YGR099W
3111	OG0003111	XP_965664.1	YPR110C
3112	OG0003112	XP_965667.1	YGR255C
3113	OG0003113	XP_965669.1	YPL010W
3114	OG0003114	XP_965670.1	YPR019W
3115	OG0003115	XP_965672.1	YJL002C
3116	OG0003116	XP_965675.1	YCR011C
3117	OG0003117	XP_965677.1	YNR053C
3118	OG0003118	XP_965680.1	YLR163C
3119	OG0003119	XP_965685.2	YAL002W
3120	OG0003120	XP_965686.2	YJL081C
3121	OG0003121	XP_965687.2	YGR274C
3122	OG0003122	XP_965689.3	YBR182C
3123	OG0003123	XP_965694.1	YGL043W
3124	OG0003124	XP_965695.1	YGR012W
3125	OG0003125	XP_965696.2	YKL162C
3126	OG0003126	XP_965697.3	YOR335C
3127	OG0003127	XP_965700.3	YLR207W
3128	OG0003128	XP_965701.2	YNL035C
3129	OG0003129	XP_965702.2	YPL028W
3130	OG0003130	XP_965710.2	YDR262W
3131	OG0003131	XP_965716.3	YPL104W
3132	OG0003132	XP_965718.1	YDR460W
3133	OG0003133	XP_965720.1	YJR019C
3134	OG0003134	XP_965729.1	YBR287W
3135	OG0003135	XP_965732.1	YNL245C
3136	OG0003136	XP_965736.1	YLR239C
3137	OG0003137	XP_965739.1	YKL155C
3138	OG0003138	XP_965740.1	YIL118W
3139	OG0003139	XP_965742.3	YKR069W
3140	OG0003140	XP_965749.1	YJR075W
3141	OG0003141	XP_965754.1	YCL045C
3142	OG0003142	XP_965757.1	YOR281C
3143	OG0003143	XP_965761.2	YHR186C
3144	OG0003144	XP_965764.1	YNL263C
3145	OG0003145	XP_965768.2	YER022W
3146	OG0003146	XP_965769.3	YMR205C
3147	OG0003147	XP_965771.3	YOR191W
3148	OG0003148	XP_965775.1	YHR193C
3149	OG0003149	XP_965781.1	YJL003W
3150	OG0003150	XP_965784.2	YPR020W
3151	OG0003151	XP_965789.1	YOR209C
3152	OG0003152	XP_965790.2	YDR324C
3153	OG0003153	XP_965796.2	YLR240W
3154	OG0003154	XP_965797.2	YDL105W
3155	OG0003155	XP_965800.2	YMR293C
3156	OG0003156	XP_965804.1	YJR050W
3157	OG0003157	XP_965805.1	YHR202W
3158	OG0003158	XP_965807.1	YPL234C
3159	OG0003159	XP_965809.1	YEL002C
3160	OG0003160	XP_965811.3	YCR032W
3161	OG0003161	XP_965813.3	YEL060C
3162	OG0003162	XP_965815.1	YMR212C
3163	OG0003163	XP_965816.2	YJL180C
3164	OG0003164	XP_965818.3	YMR250W
3165	OG0003165	XP_965820.1	YPR002W
3166	OG0003166	XP_965821.1	YGR100W
3167	OG0003167	XP_965830.1	YNL221C
3168	OG0003168	XP_965832.1	YHR064C
3169	OG0003169	XP_965833.1	YOL142W
3170	OG0003170	YP_009126704.1	Q0275
3171	OG0003171	YP_009126714.1	Q0105
3172	OG0003172	YP_009126715.1	Q0115
3173	OG0003173	YP_009126717.1	Q0045
3174	OG0003174	YP_009126726.1	Q0085
3175	OG0003175	YP_009126728.1	Q0130
3176	OG0003176	YP_009126729.1	Q0250
