	OrthologID	Kazachstania_africana	Saccharomyces_cerevisiae
620	OG0000620	genemark-scaffold_1-processed-gene-6.42-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.42&CDS=1-1251	YKR044W
621	OG0000621	genemark-scaffold_1-processed-gene-6.22-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-6.22&CDS=1-816	YKR043C
622	OG0000622	snap_masked-scaffold_1-processed-gene-6.141-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-6.141&CDS=1-771	YKR041W
623	OG0000623	snap_masked-scaffold_1-processed-gene-7.0-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.0&CDS=1-2016	YKR038C
624	OG0000624	genemark-scaffold_1-processed-gene-7.66-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.66&CDS=1-1653	YJL111W
625	OG0000625	genemark-scaffold_1-processed-gene-7.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.68&CDS=1-612	YKR035W-A
626	OG0000626	genemark-scaffold_1-processed-gene-7.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.69&CDS=1-1008	YKR034W
627	OG0000627	genemark-scaffold_1-processed-gene-7.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.67&CDS=1-4977	YKR031C
628	OG0000628	genemark-scaffold_1-processed-gene-7.70-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.70&CDS=1-2445	YKR029C
629	OG0000629	genemark-scaffold_1-processed-gene-7.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.71&CDS=1-1515	YKR023W
630	OG0000630	genemark-scaffold_1-processed-gene-7.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.95&CDS=1-2232	YKR024C
631	OG0000631	genemark-scaffold_1-processed-gene-7.72-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.72&CDS=1-780	YKR025W
632	OG0000632	augustus_masked-scaffold_1-processed-gene-7.145-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.145&CDS=1-924	YKR026C
633	OG0000633	genemark-scaffold_1-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.97&CDS=1-2001	YJL101C
634	OG0000634	snap_masked-scaffold_1-processed-gene-7.10-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.10&CDS=1-951	YKR022C
635	OG0000635	snap_masked-scaffold_1-processed-gene-7.38-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.38&CDS=1-402	YKR020W
636	OG0000636	genemark-scaffold_1-processed-gene-7.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.76&CDS=1-1650	YKR017C
637	OG0000637	snap_masked-scaffold_1-processed-gene-7.39-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.39&CDS=1-1593	YKR016W
638	OG0000638	genemark-scaffold_1-processed-gene-7.77-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.77&CDS=1-621	YKR014C
639	OG0000639	genemark-scaffold_1-processed-gene-7.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.101&CDS=1-747	YJL079C
640	OG0000640	snap_masked-scaffold_1-processed-gene-7.14-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.14&CDS=1-888	YKR011C
641	OG0000641	snap_masked-scaffold_1-processed-gene-7.15-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.15&CDS=1-3522	YJL076W
642	OG0000642	maker-scaffold_1-augustus-gene-7.58-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.58&CDS=1-3390	YBR286W
643	OG0000643	augustus_masked-scaffold_1-processed-gene-7.131-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-7.131&CDS=1-1470	YBR283C
644	OG0000644	genemark-scaffold_1-processed-gene-7.106-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.106&CDS=1-411	YBR282W
645	OG0000645	maker-scaffold_1-augustus-gene-7.55-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.55&CDS=1-4194	YBR281C
646	OG0000646	genemark-scaffold_1-processed-gene-7.107-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.107&CDS=1-1416	YBR279W
647	OG0000647	genemark-scaffold_1-processed-gene-7.108-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.108&CDS=1-750	YBR278W
648	OG0000648	genemark-scaffold_1-processed-gene-7.109-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.109&CDS=1-636	YMR043W
649	OG0000649	snap_masked-scaffold_1-processed-gene-7.48-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.48&CDS=1-450	YPL144W
650	OG0000650	genemark-scaffold_1-processed-gene-7.86-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.86&CDS=1-645	YOR236W
651	OG0000651	genemark-scaffold_1-processed-gene-7.111-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.111&CDS=1-2628	YPL147W
652	OG0000652	genemark-scaffold_1-processed-gene-7.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.91&CDS=1-1053	YOR239W
653	OG0000653	genemark-scaffold_1-processed-gene-7.92-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.92&CDS=1-1455	YOR241W
654	OG0000654	snap_masked-scaffold_1-processed-gene-7.50-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.50&CDS=1-1122	YOR242C
655	OG0000655	genemark-scaffold_1-processed-gene-7.113-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.113&CDS=1-2040	YOR243C
656	OG0000656	genemark-scaffold_1-processed-gene-7.114-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.114&CDS=1-1188	YOR245C
657	OG0000657	genemark-scaffold_1-processed-gene-7.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.94&CDS=1-801	YPL156C
658	OG0000658	genemark-scaffold_1-processed-gene-8.56-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.56&CDS=1-3279	YPL160W
659	OG0000659	genemark-scaffold_1-processed-gene-8.57-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.57&CDS=1-960	YOR246C
660	OG0000660	augustus_masked-scaffold_1-processed-gene-8.2-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.2&CDS=1-1887	YPL161C
661	OG0000661	snap_masked-scaffold_1-processed-gene-8.114-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.114&CDS=1-1890	YOR249C
662	OG0000662	genemark-scaffold_1-processed-gene-8.59-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.59&CDS=1-1335	YOR250C
663	OG0000663	snap_masked-scaffold_1-processed-gene-8.142-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.142&CDS=1-918	YOR251C
664	OG0000664	genemark-scaffold_1-processed-gene-8.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.60&CDS=1-540	YOR252W
665	OG0000665	genemark-scaffold_1-processed-gene-8.61-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.61&CDS=1-474	YOR253W
666	OG0000666	genemark-scaffold_1-processed-gene-8.63-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.63&CDS=1-543	YOR257W
667	OG0000667	genemark-scaffold_1-processed-gene-8.64-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.64&CDS=1-612	YOR258W
668	OG0000668	genemark-scaffold_1-processed-gene-8.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.90&CDS=1-1272	YOR259C
669	OG0000669	augustus_masked-scaffold_1-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.12&CDS=1-2682	YOR262W
670	OG0000670	augustus_masked-scaffold_1-processed-gene-8.13-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.13&CDS=1-1008	YOR264W
671	OG0000671	genemark-scaffold_1-processed-gene-8.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.68&CDS=1-321	YOR265W
672	OG0000672	augustus_masked-scaffold_1-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.15&CDS=1-1110	YOR266W
673	OG0000673	genemark-scaffold_1-processed-gene-8.70-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.70&CDS=1-1485	YOR269W
674	OG0000674	genemark-scaffold_1-processed-gene-8.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.93&CDS=1-981	YOR271C
675	OG0000675	genemark-scaffold_1-processed-gene-8.71-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.71&CDS=1-1380	YOR272W
676	OG0000676	genemark-scaffold_1-processed-gene-8.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.94&CDS=1-1773	YOR273C
677	OG0000677	augustus_masked-scaffold_1-processed-gene-8.18-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.18&CDS=1-1287	YOR274W
678	OG0000678	augustus_masked-scaffold_1-processed-gene-8.40-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.40&CDS=1-1992	YOR275C
679	OG0000679	genemark-scaffold_1-processed-gene-8.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.73&CDS=1-456	YOR276W
680	OG0000680	genemark-scaffold_1-processed-gene-8.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.74&CDS=1-1134	YMR214W
681	OG0000681	genemark-scaffold_1-processed-gene-8.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.75&CDS=1-1575	YMR217W
682	OG0000682	genemark-scaffold_1-processed-gene-8.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.76&CDS=1-765	YOR278W
683	OG0000683	genemark-scaffold_1-processed-gene-8.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.96&CDS=1-813	YOR279C
684	OG0000684	genemark-scaffold_1-processed-gene-8.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.97&CDS=1-780	YOR280C
685	OG0000685	genemark-scaffold_1-processed-gene-8.77-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.77&CDS=1-1320	YMR223W
686	OG0000686	genemark-scaffold_1-processed-gene-8.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.98&CDS=1-825	YOR281C
687	OG0000687	genemark-scaffold_1-processed-gene-8.78-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.78&CDS=1-699	YOR283W
688	OG0000688	genemark-scaffold_1-processed-gene-8.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.99&CDS=1-918	YOR287C
689	OG0000689	genemark-scaffold_1-processed-gene-8.100-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.100&CDS=1-963	YOR288C
690	OG0000690	genemark-scaffold_1-processed-gene-8.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.81&CDS=1-678	YOR289W
691	OG0000691	genemark-scaffold_1-processed-gene-8.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.82&CDS=1-4356	YOR291W
692	OG0000692	genemark-scaffold_1-processed-gene-8.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.102&CDS=1-963	YOR292C
693	OG0000693	maker-scaffold_1-snap-gene-8.1-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.1&CDS=1-7200	YGL094C
694	OG0000694	genemark-scaffold_1-processed-gene-8.86-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.86&CDS=1-624	YPL178W
695	OG0000695	genemark-scaffold_1-processed-gene-8.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.104&CDS=1-1455	YGL097W
696	OG0000696	snap_masked-scaffold_1-processed-gene-8.158-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-8.158&CDS=1-1695	YGL098W
697	OG0000697	genemark-scaffold_1-processed-gene-8.107-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.107&CDS=1-1065	YGL100W
698	OG0000698	genemark-scaffold_1-processed-gene-8.109-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.109&CDS=1-435	YGL106W
699	OG0000699	augustus_masked-scaffold_1-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.52&CDS=1-303	YGL108C
700	OG0000700	genemark-scaffold_1-processed-gene-9.2-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.2&CDS=1-1845	YGL110C
701	OG0000701	genemark-scaffold_1-processed-gene-9.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.3&CDS=1-1128	YBR234C
702	OG0000702	augustus_masked-scaffold_1-processed-gene-9.56-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.56&CDS=1-294	YBR233W-A
703	OG0000703	genemark-scaffold_1-processed-gene-9.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.4&CDS=1-1653	YGL112C
704	OG0000704	augustus_masked-scaffold_1-processed-gene-9.57-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.57&CDS=1-2214	YGL113W
705	OG0000705	augustus_masked-scaffold_1-processed-gene-9.58-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.58&CDS=1-3513	YGL114W
706	OG0000706	genemark-scaffold_1-processed-gene-9.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.9&CDS=1-963	YGL115W
707	OG0000707	genemark-scaffold_1-processed-gene-9.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.34&CDS=1-1854	YGL116W
708	OG0000708	genemark-scaffold_1-processed-gene-9.36-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.36&CDS=1-1428	YGL119W
709	OG0000709	genemark-scaffold_1-processed-gene-9.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.10&CDS=1-2310	YGL120C
710	OG0000710	augustus_masked-scaffold_1-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.61&CDS=1-501	YGL121C
711	OG0000711	genemark-scaffold_1-processed-gene-9.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.12&CDS=1-1536	YGL122C
712	OG0000712	genemark-scaffold_1-processed-gene-9.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.37&CDS=1-762	YGL123W
713	OG0000713	genemark-scaffold_1-processed-gene-9.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.13&CDS=1-1821	YGL124C
714	OG0000714	genemark-scaffold_1-processed-gene-9.38-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.38&CDS=1-1794	YGL125W
715	OG0000715	genemark-scaffold_1-processed-gene-9.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.14&CDS=1-384	YGL127C
716	OG0000716	genemark-scaffold_1-processed-gene-9.39-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.39&CDS=1-669	YGL061C
717	OG0000717	genemark-scaffold_1-processed-gene-9.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.17&CDS=1-1497	YGL059W
718	OG0000718	maker-scaffold_1-snap-gene-9.100-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.100&CDS=1-504	YGL058W
719	OG0000719	augustus_masked-scaffold_1-processed-gene-9.89-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.89&CDS=1-681	YGL057C
720	OG0000720	genemark-scaffold_1-processed-gene-9.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.20&CDS=1-1449	YGL055W
721	OG0000721	genemark-scaffold_1-processed-gene-9.42-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.42&CDS=1-414	YGL054C
722	OG0000722	genemark-scaffold_1-processed-gene-9.43-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.43&CDS=1-720	YLR301W
723	OG0000723	genemark-scaffold_1-processed-gene-9.45-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.45&CDS=1-1878	YLR299W
724	OG0000724	genemark-scaffold_1-processed-gene-9.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.21&CDS=1-690	YLR298C
725	OG0000725	genemark-scaffold_1-processed-gene-9.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.23&CDS=1-606	YLR292C
726	OG0000726	genemark-scaffold_1-processed-gene-9.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.24&CDS=1-1140	YLR291C
727	OG0000727	genemark-scaffold_1-processed-gene-9.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.25&CDS=1-831	YLR290C
728	OG0000728	snap_masked-scaffold_1-processed-gene-9.155-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.155&CDS=1-1872	YLR289W
729	OG0000729	snap_masked-scaffold_1-processed-gene-9.133-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.133&CDS=1-1386	YLR288C
730	OG0000730	augustus_masked-scaffold_1-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.76&CDS=1-1035	YLR287C
731	OG0000731	genemark-scaffold_1-processed-gene-9.48-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.48&CDS=1-744	YLR285W
732	OG0000732	augustus_masked-scaffold_1-processed-gene-9.98-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.98&CDS=1-792	YLR283W
733	OG0000733	genemark-scaffold_1-processed-gene-9.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.30&CDS=1-468	YLR281C
734	OG0000734	genemark-scaffold_1-processed-gene-9.33-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.33&CDS=1-1773	YLR276C
735	OG0000735	genemark-scaffold_1-processed-gene-9.50-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.50&CDS=1-2286	YLR274W
736	OG0000736	genemark-scaffold_1-processed-gene-10.0-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.0&CDS=1-1860	YOR178C
737	OG0000737	genemark-scaffold_1-processed-gene-10.1-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.1&CDS=1-3432	YLR272C
738	OG0000738	snap_masked-scaffold_1-processed-gene-10.88-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.88&CDS=1-1992	YLR267W
739	OG0000739	genemark-scaffold_1-processed-gene-10.2-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.2&CDS=1-642	YLR268W
740	OG0000740	genemark-scaffold_1-processed-gene-10.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.4&CDS=1-1110	YLR270W
741	OG0000741	snap_masked-scaffold_1-processed-gene-10.90-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.90&CDS=1-825	YLR271W
742	OG0000742	genemark-scaffold_1-processed-gene-10.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.6&CDS=1-2844	YOR005C
743	OG0000743	genemark-scaffold_1-processed-gene-10.25-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.25&CDS=1-807	YOR004W
744	OG0000744	genemark-scaffold_1-processed-gene-10.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.26&CDS=1-1692	YOR002W
745	OG0000745	genemark-scaffold_1-processed-gene-10.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.28&CDS=1-366	YOL005C
746	OG0000746	genemark-scaffold_1-processed-gene-10.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.8&CDS=1-4437	YOL004W
747	OG0000747	genemark-scaffold_1-processed-gene-10.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.29&CDS=1-1188	YOL003C
748	OG0000748	snap_masked-scaffold_1-processed-gene-10.115-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.115&CDS=1-2178	YLR263W
749	OG0000749	augustus_masked-scaffold_1-processed-gene-10.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.53&CDS=1-930	YOL007C
750	OG0000750	snap_masked-scaffold_1-processed-gene-10.116-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-10.116&CDS=1-333	YOL008W
751	OG0000751	genemark-scaffold_1-processed-gene-10.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.11&CDS=1-804	YOL009C
752	OG0000752	genemark-scaffold_1-processed-gene-10.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.12&CDS=1-1665	YMR004W
753	OG0000753	genemark-scaffold_1-processed-gene-10.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.13&CDS=1-405	YOL012C
754	OG0000754	genemark-scaffold_1-processed-gene-10.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.14&CDS=1-1659	YOL013C
755	OG0000755	genemark-scaffold_1-processed-gene-10.33-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.33&CDS=1-840	YLR262C
756	OG0000756	genemark-scaffold_1-processed-gene-10.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.34&CDS=1-1713	YPR137W
757	OG0000757	genemark-scaffold_1-processed-gene-10.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.35&CDS=1-2817	YPR135W
758	OG0000758	genemark-scaffold_1-processed-gene-10.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.16&CDS=1-1608	YGR119C
759	OG0000759	augustus_masked-scaffold_1-processed-gene-10.78-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.78&CDS=1-846	YPR133W-A
760	OG0000760	genemark-scaffold_1-processed-gene-10.17-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.17&CDS=1-1212	YPR133C
761	OG0000761	genemark-scaffold_1-processed-gene-10.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.18&CDS=1-585	YPR131C
762	OG0000762	genemark-scaffold_1-processed-gene-10.19-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.19&CDS=1-888	YPR128C
763	OG0000763	genemark-scaffold_1-processed-gene-10.38-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.38&CDS=1-1038	YPR127W
764	OG0000764	augustus_masked-scaffold_1-processed-gene-10.63-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.63&CDS=1-4575	YPR122W
765	OG0000765	maker-scaffold_1-augustus-gene-10.133-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.133&CDS=1-5610	YGR116W
766	OG0000766	augustus_masked-scaffold_1-processed-gene-10.66-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-10.66&CDS=1-1188	YPR120C
767	OG0000767	genemark-scaffold_1-processed-gene-10.39-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.39&CDS=1-1383	YPR119W
768	OG0000768	genemark-scaffold_1-processed-gene-10.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.40&CDS=1-1242	YPR118W
769	OG0000769	genemark-scaffold_1-processed-gene-10.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.41&CDS=1-7926	YPR117W
770	OG0000770	maker-scaffold_1-snap-gene-11.116-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.116&CDS=1-1698	YPR114W
771	OG0000771	genemark-scaffold_1-processed-gene-11.81-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.81&CDS=1-660	YPR113W
772	OG0000772	genemark-scaffold_1-processed-gene-11.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.79&CDS=1-2550	YPR112C
773	OG0000773	genemark-scaffold_1-processed-gene-11.83-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.83&CDS=1-1002	YPR110C
774	OG0000774	genemark-scaffold_1-processed-gene-11.96-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.96&CDS=1-876	YPR109W
775	OG0000775	genemark-scaffold_1-processed-gene-11.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.97&CDS=1-1815	YDR341C
776	OG0000776	genemark-scaffold_1-processed-gene-11.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.84&CDS=1-363	YLR437C
777	OG0000777	augustus_masked-scaffold_1-processed-gene-11.50-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.50&CDS=1-3669	YLR436C
778	OG0000778	genemark-scaffold_1-processed-gene-11.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.99&CDS=1-687	YLR435W
779	OG0000779	augustus_masked-scaffold_1-processed-gene-11.51-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.51&CDS=1-1287	YLR431C
780	OG0000780	genemark-scaffold_1-processed-gene-11.100-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.100&CDS=1-6750	YLR430W
781	OG0000781	genemark-scaffold_1-processed-gene-11.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.101&CDS=1-1860	YLR429W
782	OG0000782	genemark-scaffold_1-processed-gene-11.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.102&CDS=1-1947	YLR427W
783	OG0000783	genemark-scaffold_1-processed-gene-11.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.103&CDS=1-4707	YLR425W
784	OG0000784	genemark-scaffold_1-processed-gene-11.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.87&CDS=1-768	YKL195W
785	OG0000785	snap_masked-scaffold_1-processed-gene-11.32-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.32&CDS=1-2040	YLR424W
786	OG0000786	maker-scaffold_1-snap-gene-11.118-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.118&CDS=1-6189	YLR422W
787	OG0000787	genemark-scaffold_1-processed-gene-11.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.88&CDS=1-408	YLR421C
788	OG0000788	genemark-scaffold_1-processed-gene-11.106-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.106&CDS=1-1083	YLR420W
