	OrthologID	Metschnikowia_mauinuiana	Saccharomyces_cerevisiae
447	OG0000447	augustus_masked-mau_s250-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-mau_s250-processed-gene-1.164&CDS=1-999, maker-mau_s251-augustus-gene-0.99-mRNA-1_1&gene=maker-mau_s251-augustus-gene-0.99&CDS=1-810	YHR040W
448	OG0000448	augustus_masked-mau_s250-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-mau_s250-processed-gene-1.169&CDS=1-894	YBR104W, YPR058W
449	OG0000449	augustus_masked-mau_s43-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mau_s43-processed-gene-0.39&CDS=1-1926, genemark-mau_s250-processed-gene-1.90-mRNA-1_1&gene=genemark-mau_s250-processed-gene-1.90&CDS=1-3894	YPR072W
450	OG0000450	augustus_masked-mau_s3-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-1.58&CDS=1-2154, snap_masked-mau_s251-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mau_s251-processed-gene-0.73&CDS=1-327	YDR017C
451	OG0000451	augustus_masked-mau_s251-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-mau_s251-processed-gene-0.10&CDS=1-2289, snap_masked-mau_s77-processed-gene-0.6-mRNA-1_1&gene=snap_masked-mau_s77-processed-gene-0.6&CDS=1-768	YLR352W
452	OG0000452	augustus_masked-mau_s259-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-mau_s259-processed-gene-0.69&CDS=1-771	YDR099W, YER177W
453	OG0000453	augustus_masked-mau_s260-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-mau_s260-processed-gene-0.79&CDS=1-267	YBR089C-A, YPR052C
454	OG0000454	augustus_masked-mau_s80-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-mau_s80-processed-gene-0.29&CDS=1-1038, snap_masked-mau_s260-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mau_s260-processed-gene-0.39&CDS=1-225	YPR127W
455	OG0000455	augustus_masked-mau_s260-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-mau_s260-processed-gene-0.117&CDS=1-1275, augustus_masked-mau_s66-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-mau_s66-processed-gene-2.61&CDS=1-1224	YLR174W
456	OG0000456	augustus_masked-mau_s267-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mau_s267-processed-gene-0.0&CDS=1-2130	YGR056W, YLR357W
457	OG0000457	augustus_masked-mau_s267-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-mau_s267-processed-gene-0.20&CDS=1-342, augustus_masked-mau_s267-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-mau_s267-processed-gene-0.32&CDS=1-1833	YMR258C
458	OG0000458	augustus_masked-mau_s267-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-mau_s267-processed-gene-0.10&CDS=1-1410	YJL139C, YKR061W
459	OG0000459	augustus_masked-mau_s267-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-mau_s267-processed-gene-0.29&CDS=1-510	YJL177W, YKL180W
460	OG0000460	augustus_masked-mau_s268-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-mau_s268-processed-gene-0.12&CDS=1-4401	YER132C, YGL197W
461	OG0000461	augustus_masked-mau_s272-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mau_s272-processed-gene-0.0&CDS=1-1722, snap_masked-mau_s46-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mau_s46-processed-gene-0.38&CDS=1-327	YPL066W
462	OG0000462	augustus_masked-mau_s5-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.13&CDS=1-1773, maker-mau_s274-augustus-gene-0.0-mRNA-1_1&gene=maker-mau_s274-augustus-gene-0.0&CDS=1-1893	YNL104C
463	OG0000463	genemark-mau_s274-processed-gene-0.28-mRNA-1_1&gene=genemark-mau_s274-processed-gene-0.28&CDS=1-546	YBR005W, YDR003W
464	OG0000464	genemark-mau_s28-processed-gene-0.18-mRNA-1_1&gene=genemark-mau_s28-processed-gene-0.18&CDS=1-1380	YDR247W, YPL026C
465	OG0000465	genemark-mau_s3-processed-gene-0.50-mRNA-1_1&gene=genemark-mau_s3-processed-gene-0.50&CDS=1-2154	YFL050C, YOL130W
466	OG0000466	augustus_masked-mau_s3-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-0.91&CDS=1-3306	YLR031W, YMR124W
467	OG0000467	augustus_masked-mau_s3-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-1.54&CDS=1-369	YMR230W, YOR293W
468	OG0000468	augustus_masked-mau_s3-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-1.88&CDS=1-957, augustus_masked-mau_s67-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-3.12&CDS=1-960	YGR031W
469	OG0000469	augustus_masked-mau_s3-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-2.118&CDS=1-1305	YGR141W, YPR157W
470	OG0000470	augustus_masked-mau_s3-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-2.101&CDS=1-3075	YLR450W, YML075C
471	OG0000471	augustus_masked-mau_s3-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-2.102&CDS=1-1767	YJR130C, YML082W
472	OG0000472	genemark-mau_s3-processed-gene-3.47-mRNA-1_1&gene=genemark-mau_s3-processed-gene-3.47&CDS=1-1965	YKL126W, YMR104C
473	OG0000473	augustus_masked-mau_s3-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-3.121&CDS=1-1182	YDL088C, YMR153W
474	OG0000474	augustus_masked-mau_s3-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-3.127&CDS=1-3258	YBL101C, YPR030W
475	OG0000475	augustus_masked-mau_s3-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-3.128&CDS=1-1425	YLR260W, YOR171C
476	OG0000476	genemark-mau_s3-processed-gene-4.111-mRNA-1_1&gene=genemark-mau_s3-processed-gene-4.111&CDS=1-447	YIL111W, YNL052W
477	OG0000477	augustus_masked-mau_s3-processed-gene-4.82-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-4.82&CDS=1-660	YBR242W, YGL101W
478	OG0000478	augustus_masked-mau_s3-processed-gene-4.83-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-4.83&CDS=1-1842	YBR241C, YGL104C
479	OG0000479	augustus_masked-mau_s3-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-4.71&CDS=1-1014	YBR031W, YDR012W
480	OG0000480	augustus_masked-mau_s3-processed-gene-4.73-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-4.73&CDS=1-2583	YJL082W, YKR018C
481	OG0000481	augustus_masked-mau_s3-processed-gene-4.75-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-4.75&CDS=1-3603	YJL105W, YKR029C
482	OG0000482	augustus_masked-mau_s3-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-4.98&CDS=1-2100	YBR001C, YDR001C
483	OG0000483	augustus_masked-mau_s3-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-5.92&CDS=1-1932	YER064C, YIL056W
484	OG0000484	augustus_masked-mau_s3-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-5.112&CDS=1-765	YDR272W, YOR040W
485	OG0000485	augustus_masked-mau_s3-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-5.107&CDS=1-708	YBR181C, YPL090C
486	OG0000486	augustus_masked-mau_s3-processed-gene-6.27-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-6.27&CDS=1-3066, genemark-mau_s82-processed-gene-0.113-mRNA-1_1&gene=genemark-mau_s82-processed-gene-0.113&CDS=1-2349	YPR003C
487	OG0000487	augustus_masked-mau_s3-processed-gene-6.35-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-6.35&CDS=1-2127	YAL062W, YOR375C
488	OG0000488	augustus_masked-mau_s3-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-mau_s3-processed-gene-6.20&CDS=1-372, snap_masked-mau_s5-processed-gene-2.32-mRNA-1_1&gene=snap_masked-mau_s5-processed-gene-2.32&CDS=1-183	YDR100W
489	OG0000489	genemark-mau_s67-processed-gene-0.57-mRNA-1_1&gene=genemark-mau_s67-processed-gene-0.57&CDS=1-1806, snap_masked-mau_s31-processed-gene-0.88-mRNA-1_1&gene=snap_masked-mau_s31-processed-gene-0.88&CDS=1-213	YPR190C
490	OG0000490	augustus_masked-mau_s31-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mau_s31-processed-gene-0.0&CDS=1-303, augustus_masked-mau_s86-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.93&CDS=1-993	YDR174W
491	OG0000491	maker-mau_s31-augustus-gene-0.110-mRNA-1_1&gene=maker-mau_s31-augustus-gene-0.110&CDS=1-1335	YNL108C, YOR110W
492	OG0000492	augustus_masked-mau_s45-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.67&CDS=1-1437, genemark-mau_s32-processed-gene-0.14-mRNA-1_1&gene=genemark-mau_s32-processed-gene-0.14&CDS=1-1947	YNL027W
493	OG0000493	augustus_masked-mau_s34-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mau_s34-processed-gene-0.19&CDS=1-1425, augustus_masked-mau_s39-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-0.81&CDS=1-1275	YHR135C
494	OG0000494	augustus_masked-mau_s37-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mau_s37-processed-gene-0.19&CDS=1-354	YCL035C, YDR513W
495	OG0000495	maker-mau_s38-snap-gene-0.37-mRNA-1_1&gene=maker-mau_s38-snap-gene-0.37&CDS=1-843	YMR233W, YOR295W
496	OG0000496	augustus_masked-mau_s39-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-0.47&CDS=1-780	YCL036W, YDR514C
497	OG0000497	augustus_masked-mau_s39-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-0.82&CDS=1-591	YER067W, YIL057C
498	OG0000498	augustus_masked-mau_s39-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.56&CDS=1-1296	YHR179W, YPL171C
499	OG0000499	augustus_masked-mau_s39-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.83&CDS=1-4323	YBL079W, YER105C
500	OG0000500	augustus_masked-mau_s39-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.87&CDS=1-534	YOR226C, YPL135W
501	OG0000501	augustus_masked-mau_s39-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.65&CDS=1-2274, augustus_masked-mau_s54-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-mau_s54-processed-gene-0.70&CDS=1-2385	YAL023C
502	OG0000502	augustus_masked-mau_s39-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.67&CDS=1-930, augustus_masked-mau_s54-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-mau_s54-processed-gene-0.93&CDS=1-969	YKL128C
503	OG0000503	augustus_masked-mau_s39-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.70&CDS=1-2715	YDR251W, YPL032C
504	OG0000504	augustus_masked-mau_s39-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.94&CDS=1-1869, augustus_masked-mau_s67-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-1.54&CDS=1-1941	YNL101W
505	OG0000505	augustus_masked-mau_s39-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-mau_s39-processed-gene-1.72&CDS=1-363, augustus_masked-mau_s40-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-1.39&CDS=1-369	YNL322C
506	OG0000506	augustus_masked-mau_s40-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.59&CDS=1-1209, snap_masked-mau_s43-processed-gene-0.85-mRNA-1_1&gene=snap_masked-mau_s43-processed-gene-0.85&CDS=1-285	YPL123C
507	OG0000507	augustus_masked-mau_s40-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-mau_s40-processed-gene-0.79&CDS=1-2796, snap_masked-mau_s95-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mau_s95-processed-gene-0.30&CDS=1-192	YDL117W
508	OG0000508	augustus_masked-mau_s41-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-mau_s41-processed-gene-0.33&CDS=1-852	YMR222C, YOR280C
509	OG0000509	augustus_masked-mau_s43-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-mau_s43-processed-gene-0.44&CDS=1-2121, maker-mau_s89-snap-gene-4.144-mRNA-1_1&gene=maker-mau_s89-snap-gene-4.144&CDS=1-4194	YGL205W
510	OG0000510	augustus_masked-mau_s45-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-0.25&CDS=1-1977	YDR146C, YLR131C
511	OG0000511	augustus_masked-mau_s45-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-0.40&CDS=1-1116, augustus_masked-mau_s50-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-mau_s50-processed-gene-0.12&CDS=1-1101	YBL016W
512	OG0000512	augustus_masked-mau_s45-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.73&CDS=1-519	YLR456W, YPR172W
513	OG0000513	augustus_masked-mau_s45-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-mau_s45-processed-gene-1.128&CDS=1-2907, snap_masked-mau_s86-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mau_s86-processed-gene-0.28&CDS=1-585	YDR166C
514	OG0000514	augustus_masked-mau_s46-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-mau_s46-processed-gene-0.120&CDS=1-507	YKL141W, YMR118C
515	OG0000515	augustus_masked-mau_s46-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-mau_s46-processed-gene-0.95&CDS=1-2547, maker-mau_s89-snap-gene-4.143-mRNA-1_1&gene=maker-mau_s89-snap-gene-4.143&CDS=1-1431	YGL023C
516	OG0000516	augustus_masked-mau_s67-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-2.31&CDS=1-1176, snap_masked-mau_s46-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mau_s46-processed-gene-0.36&CDS=1-489	YGR133W
517	OG0000517	augustus_masked-mau_s47-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mau_s47-processed-gene-0.9&CDS=1-255	YDR500C, YLR185W
518	OG0000518	augustus_masked-mau_s48-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-mau_s48-processed-gene-0.51&CDS=1-768, augustus_masked-mau_s85-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.18&CDS=1-768	YLR441C
519	OG0000519	augustus_masked-mau_s97-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-mau_s97-processed-gene-0.75&CDS=1-675, snap_masked-mau_s5-processed-gene-0.67-mRNA-1_1&gene=snap_masked-mau_s5-processed-gene-0.67&CDS=1-276	YNL222W
520	OG0000520	augustus_masked-mau_s5-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.17&CDS=1-1173	YOR390W, YPL279C
521	OG0000521	augustus_masked-mau_s5-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.10&CDS=1-1029	YER045C, YIL036W
522	OG0000522	augustus_masked-mau_s5-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.12&CDS=1-3390	YGR238C, YHR158C
523	OG0000523	augustus_masked-mau_s5-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-0.14&CDS=1-600	YIL133C, YNL069C
524	OG0000524	genemark-mau_s67-processed-gene-2.85-mRNA-1_1&gene=genemark-mau_s67-processed-gene-2.85&CDS=1-1326, maker-mau_s5-augustus-gene-1.33-mRNA-1_1&gene=maker-mau_s5-augustus-gene-1.33&CDS=1-3903	YDL020C
525	OG0000525	augustus_masked-mau_s5-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-2.128&CDS=1-1194	YHL003C, YKL008C
526	OG0000526	maker-mau_s5-augustus-gene-2.1-mRNA-1_1&gene=maker-mau_s5-augustus-gene-2.1&CDS=1-411	YDR447C, YML024W
527	OG0000527	augustus_masked-mau_s5-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-mau_s5-processed-gene-2.157&CDS=1-1383	YML118W, YMR285C
528	OG0000528	maker-mau_s5-snap-gene-2.64-mRNA-1_1&gene=maker-mau_s5-snap-gene-2.64&CDS=1-1503	YHR146W, YNL173C
529	OG0000529	augustus_masked-mau_s50-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-mau_s50-processed-gene-0.8&CDS=1-1515, augustus_masked-mau_s92-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-mau_s92-processed-gene-0.48&CDS=1-1524	YGR260W
530	OG0000530	augustus_masked-mau_s54-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-mau_s54-processed-gene-0.58&CDS=1-345, snap_masked-mau_s98-processed-gene-0.86-mRNA-1_1&gene=snap_masked-mau_s98-processed-gene-0.86&CDS=1-342	YJR034W
531	OG0000531	augustus_masked-mau_s54-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-mau_s54-processed-gene-0.64&CDS=1-282	YGR008C, YLR327C
532	OG0000532	augustus_masked-mau_s89-processed-gene-5.39-mRNA-1_1&gene=augustus_masked-mau_s89-processed-gene-5.39&CDS=1-1656, snap_masked-mau_s54-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mau_s54-processed-gene-0.33&CDS=1-588	YOR245C
533	OG0000533	augustus_masked-mau_s55-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-mau_s55-processed-gene-0.47&CDS=1-1185, augustus_masked-mau_s66-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-mau_s66-processed-gene-2.95&CDS=1-1104	YBR026C
534	OG0000534	augustus_masked-mau_s58-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-mau_s58-processed-gene-0.28&CDS=1-435	YGR118W, YPR132W
535	OG0000535	snap_masked-mau_s60-processed-gene-0.96-mRNA-1_1&gene=snap_masked-mau_s60-processed-gene-0.96&CDS=1-414	YER057C, YIL051C
536	OG0000536	augustus_masked-mau_s60-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-mau_s60-processed-gene-0.58&CDS=1-786	YER037W, YGL224C
537	OG0000537	augustus_masked-mau_s60-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-mau_s60-processed-gene-0.59&CDS=1-339	YER056C-A, YIL052C
538	OG0000538	augustus_masked-mau_s66-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-mau_s66-processed-gene-0.76&CDS=1-2805	YDR458C, YML034W
539	OG0000539	augustus_masked-mau_s66-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-mau_s66-processed-gene-1.5&CDS=1-1563	YEL041W, YJR049C
540	OG0000540	augustus_masked-mau_s66-processed-gene-2.79-mRNA-1_1&gene=augustus_masked-mau_s66-processed-gene-2.79&CDS=1-381	YGR034W, YLR344W
541	OG0000541	augustus_masked-mau_s67-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-0.0&CDS=1-1674, augustus_masked-mau_s92-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-mau_s92-processed-gene-1.57&CDS=1-1719	YDR242W
542	OG0000542	augustus_masked-mau_s67-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-0.2&CDS=1-1407	YFL048C, YLR080W
543	OG0000543	maker-mau_s67-augustus-gene-1.88-mRNA-1_1&gene=maker-mau_s67-augustus-gene-1.88&CDS=1-1644	YOR231W, YPL140C
544	OG0000544	augustus_masked-mau_s67-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-1.79&CDS=1-342	YOR234C, YPL143W
545	OG0000545	augustus_masked-mau_s67-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-1.80&CDS=1-1263	YOR237W, YPL145C
546	OG0000546	augustus_masked-mau_s67-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-2.23&CDS=1-1410, augustus_masked-mau_s85-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-0.7&CDS=1-1461	YGR019W
547	OG0000547	augustus_masked-mau_s67-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-2.28&CDS=1-1932	YER059W, YIL050W
548	OG0000548	augustus_masked-mau_s67-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-3.1&CDS=1-1026, augustus_masked-mau_s97-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-mau_s97-processed-gene-0.91&CDS=1-417	YBL013W
549	OG0000549	augustus_masked-mau_s67-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-3.6&CDS=1-3498	YJR127C, YML081W
550	OG0000550	augustus_masked-mau_s67-processed-gene-3.34-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-3.34&CDS=1-759	YBL091C-A, YER120W
551	OG0000551	augustus_masked-mau_s67-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-3.18&CDS=1-651	YGL135W, YPL220W
552	OG0000552	augustus_masked-mau_s67-processed-gene-4.64-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.64&CDS=1-1626	YNL293W, YOL112W
553	OG0000553	augustus_masked-mau_s67-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.65&CDS=1-609, augustus_masked-mau_s86-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-0.73&CDS=1-642	YBL102W
554	OG0000554	augustus_masked-mau_s67-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.68&CDS=1-909	YEL006W, YIL006W
555	OG0000555	augustus_masked-mau_s67-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-4.95&CDS=1-2442	YFL004W, YPL019C
556	OG0000556	augustus_masked-mau_s92-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-mau_s92-processed-gene-1.81&CDS=1-876, snap_masked-mau_s67-processed-gene-5.128-mRNA-1_1&gene=snap_masked-mau_s67-processed-gene-5.128&CDS=1-258	YBR185C
557	OG0000557	augustus_masked-mau_s67-processed-gene-5.11-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.11&CDS=1-594	YGL096W, YPL177C
558	OG0000558	genemark-mau_s67-processed-gene-5.62-mRNA-1_1&gene=genemark-mau_s67-processed-gene-5.62&CDS=1-2406	YMR119W, YNL008C
559	OG0000559	augustus_masked-mau_s67-processed-gene-5.42-mRNA-1_1&gene=augustus_masked-mau_s67-processed-gene-5.42&CDS=1-360	YGR243W, YHR162W
560	OG0000560	augustus_masked-mau_s68-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-mau_s68-processed-gene-0.40&CDS=1-2931	YJL084C, YKR021W
561	OG0000561	augustus_masked-mau_s7-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-0.53&CDS=1-5310	YIL149C, YKR095W
562	OG0000562	augustus_masked-mau_s7-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-0.46&CDS=1-3732	YIL151C, YKR096W
563	OG0000563	augustus_masked-mau_s7-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-0.54&CDS=1-1698, augustus_masked-mau_s85-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-mau_s85-processed-gene-1.96&CDS=1-1740	YBR132C
564	OG0000564	augustus_masked-mau_s7-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-0.50&CDS=1-3000, augustus_masked-mau_s86-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-mau_s86-processed-gene-1.73&CDS=1-2838	YGR204W
565	OG0000565	augustus_masked-mau_s7-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-mau_s7-processed-gene-1.5&CDS=1-756	YIR035C, YIR036C
566	OG0000566	maker-mau_s7-snap-gene-1.84-mRNA-1_1&gene=maker-mau_s7-snap-gene-1.84&CDS=1-987	YNL302C, YOL121C
567	OG0000567	augustus_masked-mau_s77-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.92&CDS=1-1257	YAL015C, YOL043C
568	OG0000568	augustus_masked-mau_s77-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.79&CDS=1-3570	YAL017W, YOL045W
569	OG0000569	augustus_masked-mau_s77-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-mau_s77-processed-gene-0.98&CDS=1-1866	YBR238C, YGL107C
570	OG0000570	genemark-mau_s82-processed-gene-0.74-mRNA-1_1&gene=genemark-mau_s82-processed-gene-0.74&CDS=1-585	YLR287C-A, YOR182C
571	OG0000571	genemark-mau_s82-processed-gene-0.81-mRNA-1_1&gene=genemark-mau_s82-processed-gene-0.81&CDS=1-1293	YKL132C, YMR113W
572	OG0000572	genemark-mau_s82-processed-gene-0.82-mRNA-1_1&gene=genemark-mau_s82-processed-gene-0.82&CDS=1-1290	YDR069C, YER144C
573	OG0000573	genemark-mau_s82-processed-gene-0.120-mRNA-1_1&gene=genemark-mau_s82-processed-gene-0.120&CDS=1-1218	YBR066C, YDR043C
