	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035045_Barnettozyma_hawaiiensis
363	OG0000363	YGL179C	genemark-flattened_line_8-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.2&CDS=1-1803, genemark-flattened_line_82-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.107&CDS=1-3366
364	OG0000364	YGL202W	snap_masked-flattened_line_0-processed-gene-7.58-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.58&CDS=1-1461, snap_masked-flattened_line_32-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-1.146&CDS=1-1440
365	OG0000365	YGL205W	snap_masked-flattened_line_10-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.118&CDS=1-1989, snap_masked-flattened_line_88-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.48&CDS=1-2028
366	OG0000366	YGR008C, YLR327C	snap_masked-flattened_line_28-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.74&CDS=1-246
367	OG0000367	YGR027C, YLR333C	genemark-flattened_line_2-processed-gene-4.65-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.65&CDS=1-333
368	OG0000368	YGR034W, YLR344W	maker-flattened_line_2-snap-gene-1.4-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-1.4&CDS=1-381
369	OG0000369	YGR038W, YLR350W	snap_masked-flattened_line_4-processed-gene-1.168-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-1.168&CDS=1-543
370	OG0000370	YGR049W, YLR356W	snap_masked-flattened_line_80-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.9&CDS=1-651
371	OG0000371	YGR060W	snap_masked-flattened_line_68-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.118&CDS=1-933, snap_masked-flattened_line_78-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.26&CDS=1-933
372	OG0000372	YGR085C, YPR102C	augustus_masked-flattened_line_32-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.68&CDS=1-522
373	OG0000373	YGR092W, YPR111W	maker-flattened_line_76-augustus-gene-0.153-mRNA-1_1&gene=maker-flattened_line_76-augustus-gene-0.153&CDS=1-3135
374	OG0000374	YGR108W, YPR119W	maker-flattened_line_18-snap-gene-0.101-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.101&CDS=1-2310
375	OG0000375	YGR110W	snap_masked-flattened_line_2-processed-gene-2.59-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.59&CDS=1-1266, snap_masked-flattened_line_68-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.111&CDS=1-1266
376	OG0000376	YGR118W, YPR132W	snap_masked-flattened_line_8-processed-gene-2.278-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.278&CDS=1-435
377	OG0000377	YGR131W, YPR149W	snap_masked-flattened_line_108-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.54&CDS=1-492
378	OG0000378	YGR136W, YPR154W	snap_masked-flattened_line_108-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.44&CDS=1-804
379	OG0000379	YGR141W, YPR157W	snap_masked-flattened_line_108-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.47&CDS=1-1356
380	OG0000380	YGR209C, YLR043C	snap_masked-flattened_line_70-processed-gene-0.177-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.177&CDS=1-312
381	OG0000381	YGR214W, YLR048W	maker-flattened_line_28-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.111&CDS=1-801
382	OG0000382	YGR217W	maker-flattened_line_28-snap-gene-1.76-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.76&CDS=1-11127, maker-flattened_line_32-snap-gene-1.127-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-1.127&CDS=1-1131
383	OG0000383	YGR221C, YHR149C	snap_masked-flattened_line_36-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.129&CDS=1-2328
384	OG0000384	YGR238C, YHR158C	snap_masked-flattened_line_10-processed-gene-1.71-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.71&CDS=1-3816
385	OG0000385	YGR241C, YHR161C	genemark-flattened_line_84-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.43&CDS=1-1707
386	OG0000386	YGR243W, YHR162W	snap_masked-flattened_line_6-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.45&CDS=1-390
387	OG0000387	YGR248W, YHR163W	snap_masked-flattened_line_34-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.129&CDS=1-747
388	OG0000388	YGR254W, YHR174W	augustus_masked-flattened_line_4-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.26&CDS=1-1713
389	OG0000389	YGR260W	snap_masked-flattened_line_0-processed-gene-1.33-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.33&CDS=1-1575, snap_masked-flattened_line_28-processed-gene-1.156-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.156&CDS=1-1518
390	OG0000390	YHL001W, YKL006W	maker-flattened_line_18-snap-gene-1.108-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-1.108&CDS=1-414
391	OG0000391	YHL003C, YKL008C	snap_masked-flattened_line_18-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.144&CDS=1-1224
392	OG0000392	YHL017W, YKL039W	snap_masked-flattened_line_0-processed-gene-6.70-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.70&CDS=1-1554
393	OG0000393	YHL028W	genemark-flattened_line_88-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.89&CDS=1-1152, maker-flattened_line_10-snap-gene-0.47-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.47&CDS=1-1248
394	OG0000394	YHL034C, YLL046C	snap_masked-flattened_line_4-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.85&CDS=1-963
395	OG0000395	YHR008C	snap_masked-flattened_line_4-processed-gene-3.160-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.160&CDS=1-621, snap_masked-flattened_line_86-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.54&CDS=1-666
396	OG0000396	YHR043C, YHR044C	snap_masked-flattened_line_2-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.33&CDS=1-702
397	OG0000397	YHR115C, YNL116W	snap_masked-flattened_line_26-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.130&CDS=1-1428
398	OG0000398	YHR117W, YNL121C	snap_masked-flattened_line_16-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.65&CDS=1-1872
399	OG0000399	YHR123W, YNL130C	augustus_masked-flattened_line_20-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.127&CDS=1-1716
400	OG0000400	YHR131C, YNL144C	genemark-flattened_line_2-processed-gene-4.71-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.71&CDS=1-1497
401	OG0000401	YHR132W-A, YNL157W	snap_masked-flattened_line_6-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.68&CDS=1-357
402	OG0000402	YHR133C, YNL156C	snap_masked-flattened_line_6-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.67&CDS=1-756
403	OG0000403	YHR135C	snap_masked-flattened_line_108-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.51&CDS=1-1470, snap_masked-flattened_line_16-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.83&CDS=1-1233
404	OG0000404	YHR155W, YNL257C	maker-flattened_line_102-augustus-gene-0.70-mRNA-1_1&gene=maker-flattened_line_102-augustus-gene-0.70&CDS=1-4485
405	OG0000405	YHR171W	augustus_masked-flattened_line_122-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.22&CDS=1-783, snap_masked-flattened_line_44-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.171&CDS=1-1902
406	OG0000406	YIL041W	snap_masked-flattened_line_8-processed-gene-2.288-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.288&CDS=1-1026, snap_masked-flattened_line_92-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.3&CDS=1-954
407	OG0000407	YIL105C, YNL047C	snap_masked-flattened_line_12-processed-gene-2.144-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.144&CDS=1-2049
408	OG0000408	YIL111W, YNL052W	snap_masked-flattened_line_24-processed-gene-1.118-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.118&CDS=1-447
409	OG0000409	YIL113W, YNL053W	snap_masked-flattened_line_0-processed-gene-7.83-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.83&CDS=1-1191
410	OG0000410	YIL117C, YNL058C	snap_masked-flattened_line_16-processed-gene-1.267-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.267&CDS=1-1098
411	OG0000411	YIL130W	snap_masked-flattened_line_10-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.82&CDS=1-2652, snap_masked-flattened_line_14-processed-gene-1.193-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.193&CDS=1-2580
412	OG0000412	YIL135C, YNL074C	snap_masked-flattened_line_34-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.70&CDS=1-1215
413	OG0000413	YIL151C, YKR096W	snap_masked-flattened_line_16-processed-gene-1.231-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.231&CDS=1-3015
414	OG0000414	YIR001C	snap_masked-flattened_line_12-processed-gene-1.81-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.81&CDS=1-540, snap_masked-flattened_line_38-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.169&CDS=1-582
415	OG0000415	YIR006C	snap_masked-flattened_line_0-processed-gene-6.45-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.45&CDS=1-4236, snap_masked-flattened_line_62-processed-gene-0.167-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.167&CDS=1-3378
416	OG0000416	YIR033W, YKL020C	snap_masked-flattened_line_6-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.53&CDS=1-3048
417	OG0000417	YJL076W, YKR010C	snap_masked-flattened_line_58-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.99&CDS=1-4248
418	OG0000418	YJL079C, YKR013W	maker-flattened_line_0-snap-gene-1.98-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.98&CDS=1-1464
419	OG0000419	YJL082W, YKR018C	snap_masked-flattened_line_0-processed-gene-1.23-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.23&CDS=1-2283
420	OG0000420	YJL083W, YKR019C	snap_masked-flattened_line_0-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.24&CDS=1-1956
421	OG0000421	YJL112W, YKR036C	snap_masked-flattened_line_0-processed-gene-7.73-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.73&CDS=1-1998
422	OG0000422	YJL134W, YKR053C	augustus_masked-flattened_line_14-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.71&CDS=1-2457
423	OG0000423	YJL137C, YKR058W	snap_masked-flattened_line_42-processed-gene-0.200-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.200&CDS=1-1479
424	OG0000424	YJL139C, YKR061W	snap_masked-flattened_line_82-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.48&CDS=1-1257
425	OG0000425	YJL158C	snap_masked-flattened_line_34-processed-gene-1.120-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.120&CDS=1-1008, snap_masked-flattened_line_4-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.64&CDS=1-849
426	OG0000426	YJL163C	snap_masked-flattened_line_42-processed-gene-0.250-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.250&CDS=1-1695, snap_masked-flattened_line_62-processed-gene-0.202-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.202&CDS=1-1785
427	OG0000427	YJL177W, YKL180W	snap_masked-flattened_line_18-processed-gene-1.151-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.151&CDS=1-552
428	OG0000428	YJR002W	snap_masked-flattened_line_38-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.168&CDS=1-1743, snap_masked-flattened_line_56-processed-gene-0.142-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.142&CDS=1-1758
429	OG0000429	YJR004C	snap_masked-flattened_line_22-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.7&CDS=1-828, snap_masked-flattened_line_56-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.102&CDS=1-1728
430	OG0000430	YJR054W, YML047C	snap_masked-flattened_line_34-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.58&CDS=1-1434
431	OG0000431	YJR059W, YKL198C	snap_masked-flattened_line_14-processed-gene-1.196-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.196&CDS=1-2415
432	OG0000432	YJR061W, YKL201C	snap_masked-flattened_line_8-processed-gene-2.226-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.226&CDS=1-1656
433	OG0000433	YJR091C, YPR042C	snap_masked-flattened_line_30-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.101&CDS=1-3285
434	OG0000434	YJR094W-A, YPR043W	augustus_masked-flattened_line_38-processed-gene-0.298-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.298&CDS=1-297
435	OG0000435	YJR107W	snap_masked-flattened_line_26-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.65&CDS=1-1134, snap_masked-flattened_line_8-processed-gene-2.265-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.265&CDS=1-1005
436	OG0000436	YJR127C, YML081W	snap_masked-flattened_line_16-processed-gene-1.303-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.303&CDS=1-3600
437	OG0000437	YJR130C, YML082W	snap_masked-flattened_line_16-processed-gene-1.257-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.257&CDS=1-1623
438	OG0000438	YKL029C	genemark-flattened_line_60-processed-gene-0.176-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.176&CDS=1-1932, snap_masked-flattened_line_60-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.126&CDS=1-1866
439	OG0000439	YKL043W	snap_masked-flattened_line_0-processed-gene-6.56-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.56&CDS=1-1542, snap_masked-flattened_line_0-processed-gene-8.206-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.206&CDS=1-1638
440	OG0000440	YKL050C, YMR031C	snap_masked-flattened_line_38-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.170&CDS=1-2139
441	OG0000441	YKL065C, YMR040W	augustus_masked-flattened_line_30-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.83&CDS=1-510
442	OG0000442	YKL072W, YMR053C	snap_masked-flattened_line_4-processed-gene-3.124-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.124&CDS=1-2277
443	OG0000443	YKL081W, YPL048W	snap_masked-flattened_line_36-processed-gene-1.165-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.165&CDS=1-1347
444	OG0000444	YKL096W	genemark-flattened_line_2-processed-gene-2.104-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.104&CDS=1-927, snap_masked-flattened_line_2-processed-gene-2.62-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.62&CDS=1-552
445	OG0000445	YKL121W, YMR102C	snap_masked-flattened_line_0-processed-gene-6.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.72&CDS=1-2274
446	OG0000446	YKL127W, YMR105C	snap_masked-flattened_line_2-processed-gene-4.165-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.165&CDS=1-1680
447	OG0000447	YKL140W	snap_masked-flattened_line_106-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.39&CDS=1-2106, snap_masked-flattened_line_64-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.111&CDS=1-1326
448	OG0000448	YKL141W, YMR118C	snap_masked-flattened_line_64-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.77&CDS=1-504
449	OG0000449	YKL215C	snap_masked-flattened_line_120-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.12&CDS=1-3936, snap_masked-flattened_line_6-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.56&CDS=1-3807
450	OG0000450	YKR034W	snap_masked-flattened_line_12-processed-gene-2.169-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.169&CDS=1-1644, snap_masked-flattened_line_8-processed-gene-2.205-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.205&CDS=1-1566
451	OG0000451	YLL012W, YLR020C	maker-flattened_line_16-augustus-gene-0.103-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-0.103&CDS=1-1944
452	OG0000452	YLL016W, YLR310C	snap_masked-flattened_line_36-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.117&CDS=1-3747
453	OG0000453	YLL057C	snap_masked-flattened_line_28-processed-gene-1.165-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.165&CDS=1-1236, snap_masked-flattened_line_54-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.96&CDS=1-1215
454	OG0000454	YLR004C	snap_masked-flattened_line_0-processed-gene-7.88-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-7.88&CDS=1-1530, snap_masked-flattened_line_60-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.146&CDS=1-1473
455	OG0000455	YLR029C, YMR121C	snap_masked-flattened_line_0-processed-gene-2.78-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.78&CDS=1-624
456	OG0000456	YLR031W, YMR124W	snap_masked-flattened_line_0-processed-gene-2.99-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.99&CDS=1-3468
457	OG0000457	YLR039C	augustus_masked-flattened_line_74-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.78&CDS=1-201, snap_masked-flattened_line_18-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.152&CDS=1-2727
458	OG0000458	YLR130C	snap_masked-flattened_line_0-processed-gene-4.129-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.129&CDS=1-1170, snap_masked-flattened_line_24-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.124&CDS=1-1086
459	OG0000459	YLR152C	genemark-flattened_line_18-processed-gene-1.321-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.321&CDS=1-1557, snap_masked-flattened_line_78-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.23&CDS=1-1635
460	OG0000460	YLR187W, YNL278W	maker-flattened_line_50-snap-gene-0.241-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.241&CDS=1-4851
461	OG0000461	YLR241W	maker-flattened_line_0-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-0.3&CDS=1-4266, snap_masked-flattened_line_22-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.33&CDS=1-2481
462	OG0000462	YLR248W	snap_masked-flattened_line_20-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.25&CDS=1-1677, snap_masked-flattened_line_80-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.38&CDS=1-1764
463	OG0000463	YLR260W, YOR171C	snap_masked-flattened_line_68-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.129&CDS=1-1482
464	OG0000464	YLR264W, YOR167C	maker-flattened_line_6-snap-gene-1.45-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.45&CDS=1-261
465	OG0000465	YLR270W, YOR173W	snap_masked-flattened_line_70-processed-gene-0.169-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.169&CDS=1-984
466	OG0000466	YLR284C, YOR180C	snap_masked-flattened_line_126-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.5&CDS=1-819
467	OG0000467	YLR300W, YOR190W	snap_masked-flattened_line_0-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.117&CDS=1-1281
468	OG0000468	YLR368W	augustus_masked-flattened_line_172-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.4&CDS=1-1713, augustus_masked-flattened_line_50-processed-gene-0.176-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.176&CDS=1-1632
469	OG0000469	YLR441C	genemark-flattened_line_58-processed-gene-0.161-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.161&CDS=1-765, snap_masked-flattened_line_80-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.6&CDS=1-765
