	OrthologID	Metschnikowia_bowlesiae	Saccharomyces_cerevisiae
955	OG0000955	augustus_masked-bow-b_s223-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-0.27&CDS=1-831	YDR116C
956	OG0000956	augustus_masked-bow-b_s223-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-0.13&CDS=1-1794	YLR088W
957	OG0000957	genemark-bow-b_s223-processed-gene-0.67-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-0.67&CDS=1-1512	YDR111C
958	OG0000958	genemark-bow-b_s223-processed-gene-0.68-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-0.68&CDS=1-1569	YNR012W
959	OG0000959	genemark-bow-b_s223-processed-gene-0.52-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-0.52&CDS=1-2649	YNR011C
960	OG0000960	snap_masked-bow-b_s223-processed-gene-0.92-mRNA-1_1&gene=snap_masked-bow-b_s223-processed-gene-0.92&CDS=1-1410	YPR057W
961	OG0000961	genemark-bow-b_s223-processed-gene-0.71-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-0.71&CDS=1-2559	YKL188C
962	OG0000962	augustus_masked-bow-b_s223-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.46&CDS=1-1044	YML067C
963	OG0000963	genemark-bow-b_s223-processed-gene-1.86-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-1.86&CDS=1-5862	YLR430W
964	OG0000964	augustus_masked-bow-b_s223-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.68&CDS=1-522	YKL190W
965	OG0000965	augustus_masked-bow-b_s223-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.70&CDS=1-4371	YLR425W
966	OG0000966	augustus_masked-bow-b_s223-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.50&CDS=1-519	YLR221C
967	OG0000967	augustus_masked-bow-b_s223-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.51&CDS=1-1623	YGL186C
968	OG0000968	augustus_masked-bow-b_s223-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.71&CDS=1-1239	YMR235C
969	OG0000969	snap_masked-bow-b_s223-processed-gene-1.14-mRNA-1_1&gene=snap_masked-bow-b_s223-processed-gene-1.14&CDS=1-225	YOR045W
970	OG0000970	augustus_masked-bow-b_s223-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.57&CDS=1-1023	YDR347W
971	OG0000971	augustus_masked-bow-b_s223-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.73&CDS=1-1593	YOR046C
972	OG0000972	augustus_masked-bow-b_s223-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.76&CDS=1-759	YCR015C
973	OG0000973	augustus_masked-bow-b_s223-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.77&CDS=1-2034	YDR234W
974	OG0000974	snap_masked-bow-b_s223-processed-gene-1.26-mRNA-1_1&gene=snap_masked-bow-b_s223-processed-gene-1.26&CDS=1-807	YMR274C
975	OG0000975	augustus_masked-bow-b_s223-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.64&CDS=1-1131	YMR272C
976	OG0000976	augustus_masked-bow-b_s223-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.79&CDS=1-783	YML105C
977	OG0000977	augustus_masked-bow-b_s223-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-1.81&CDS=1-3264	YPL160W
978	OG0000978	augustus_masked-bow-b_s223-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.93&CDS=1-2640	YMR268C
979	OG0000979	maker-bow-b_s223-augustus-gene-2.131-mRNA-1_1&gene=maker-bow-b_s223-augustus-gene-2.131&CDS=1-4044	YMR269W
980	OG0000980	maker-bow-b_s223-augustus-gene-2.133-mRNA-1_1&gene=maker-bow-b_s223-augustus-gene-2.133&CDS=1-6858	YMR229C
981	OG0000981	genemark-bow-b_s223-processed-gene-2.70-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-2.70&CDS=1-957	YHL011C
982	OG0000982	augustus_masked-bow-b_s223-processed-gene-2.111-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.111&CDS=1-1755	YMR227C
983	OG0000983	augustus_masked-bow-b_s223-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.94&CDS=1-4059	YOR291W
984	OG0000984	augustus_masked-bow-b_s223-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.96&CDS=1-342	YER072W
985	OG0000985	maker-bow-b_s223-augustus-gene-2.132-mRNA-1_1&gene=maker-bow-b_s223-augustus-gene-2.132&CDS=1-6513	YIL068C
986	OG0000986	augustus_masked-bow-b_s223-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.114&CDS=1-984	YKL095W
987	OG0000987	augustus_masked-bow-b_s223-processed-gene-2.98-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.98&CDS=1-291	YDR016C
988	OG0000988	genemark-bow-b_s223-processed-gene-2.57-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-2.57&CDS=1-1227	YHR005C
989	OG0000989	augustus_masked-bow-b_s223-processed-gene-2.116-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.116&CDS=1-1323	YBL045C
990	OG0000990	augustus_masked-bow-b_s223-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.118&CDS=1-738	YJR113C
991	OG0000991	genemark-bow-b_s223-processed-gene-2.59-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-2.59&CDS=1-1305	YJL060W
992	OG0000992	maker-bow-b_s223-augustus-gene-2.135-mRNA-1_1&gene=maker-bow-b_s223-augustus-gene-2.135&CDS=1-1647	YBR271W
993	OG0000993	augustus_masked-bow-b_s223-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.102&CDS=1-1527	YDR436W
994	OG0000994	maker-bow-b_s223-augustus-gene-2.136-mRNA-1_1&gene=maker-bow-b_s223-augustus-gene-2.136&CDS=1-612	YLR262C
995	OG0000995	augustus_masked-bow-b_s223-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.104&CDS=1-351	YMR074C
996	OG0000996	augustus_masked-bow-b_s223-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.105&CDS=1-2502	YEL061C
997	OG0000997	augustus_masked-bow-b_s223-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.106&CDS=1-1584	YOL013C
998	OG0000998	snap_masked-bow-b_s223-processed-gene-2.40-mRNA-1_1&gene=snap_masked-bow-b_s223-processed-gene-2.40&CDS=1-2943	YML043C
999	OG0000999	augustus_masked-bow-b_s223-processed-gene-2.124-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.124&CDS=1-1701	YLR259C
1000	OG0001000	augustus_masked-bow-b_s223-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.107&CDS=1-1989	YEL062W
1001	OG0001001	augustus_masked-bow-b_s223-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.108&CDS=1-399	YOL012C
1002	OG0001002	augustus_masked-bow-b_s223-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-2.109&CDS=1-2016	YAL054C
1003	OG0001003	augustus_masked-bow-b_s223-processed-gene-3.6-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.6&CDS=1-810	YOR278W
1004	OG0001004	augustus_masked-bow-b_s223-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.9&CDS=1-615	YIL010W
1005	OG0001005	augustus_masked-bow-b_s223-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.36&CDS=1-1437	YIL039W
1006	OG0001006	augustus_masked-bow-b_s223-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.37&CDS=1-615	YDR298C
1007	OG0001007	augustus_masked-bow-b_s223-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.10&CDS=1-1083	YEL050C
1008	OG0001008	augustus_masked-bow-b_s223-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.39&CDS=1-2592	YKR079C
1009	OG0001009	snap_masked-bow-b_s223-processed-gene-3.185-mRNA-1_1&gene=snap_masked-bow-b_s223-processed-gene-3.185&CDS=1-846	YOR079C
1010	OG0001010	genemark-bow-b_s223-processed-gene-3.76-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-3.76&CDS=1-2067	YML096W
1011	OG0001011	augustus_masked-bow-b_s223-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.14&CDS=1-1704	YBR203W
1012	OG0001012	augustus_masked-bow-b_s223-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.15&CDS=1-834	YKR062W
1013	OG0001013	genemark-bow-b_s223-processed-gene-3.80-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-3.80&CDS=1-375	YER009W
1014	OG0001014	augustus_masked-bow-b_s223-processed-gene-3.42-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.42&CDS=1-2412	YNL298W
1015	OG0001015	augustus_masked-bow-b_s223-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.45&CDS=1-738	YER010C
1016	OG0001016	augustus_masked-bow-b_s223-processed-gene-3.47-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.47&CDS=1-696	YJL148W
1017	OG0001017	augustus_masked-bow-b_s223-processed-gene-3.49-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.49&CDS=1-909	YJR077C
1018	OG0001018	genemark-bow-b_s223-processed-gene-3.122-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-3.122&CDS=1-1827	YKL212W
1019	OG0001019	augustus_masked-bow-b_s223-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.53&CDS=1-1506	YKL211C
1020	OG0001020	augustus_masked-bow-b_s223-processed-gene-3.54-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.54&CDS=1-2910	YKL165C
1021	OG0001021	maker-bow-b_s223-augustus-gene-3.224-mRNA-1_1&gene=maker-bow-b_s223-augustus-gene-3.224&CDS=1-2244	YGR210C
1022	OG0001022	augustus_masked-bow-b_s223-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.22&CDS=1-516	YMR071C
1023	OG0001023	augustus_masked-bow-b_s223-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.23&CDS=1-2178	YLR047C
1024	OG0001024	genemark-bow-b_s223-processed-gene-3.131-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-3.131&CDS=1-1431	YOL072W
1025	OG0001025	augustus_masked-bow-b_s223-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.59&CDS=1-1341	YPL083C
1026	OG0001026	augustus_masked-bow-b_s223-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.27&CDS=1-921	YOL092W
1027	OG0001027	genemark-bow-b_s223-processed-gene-3.95-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-3.95&CDS=1-915	YOL093W
1028	OG0001028	genemark-bow-b_s223-processed-gene-3.96-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-3.96&CDS=1-594	YPR165W
1029	OG0001029	augustus_masked-bow-b_s223-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.61&CDS=1-1980	YKL179C
1030	OG0001030	augustus_masked-bow-b_s223-processed-gene-3.62-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.62&CDS=1-567	YBR189W
1031	OG0001031	genemark-bow-b_s223-processed-gene-3.97-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-3.97&CDS=1-1926	YLR143W
1032	OG0001032	genemark-bow-b_s223-processed-gene-3.98-mRNA-1_1&gene=genemark-bow-b_s223-processed-gene-3.98&CDS=1-2172	YGR150C
1033	OG0001033	snap_masked-bow-b_s223-processed-gene-3.213-mRNA-1_1&gene=snap_masked-bow-b_s223-processed-gene-3.213&CDS=1-2580	YLR382C
1034	OG0001034	snap_masked-bow-b_s223-processed-gene-3.215-mRNA-1_1&gene=snap_masked-bow-b_s223-processed-gene-3.215&CDS=1-1155	YGL213C
1035	OG0001035	augustus_masked-bow-b_s223-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.64&CDS=1-1179	YLR116W
1036	OG0001036	snap_masked-bow-b_s223-processed-gene-3.178-mRNA-1_1&gene=snap_masked-bow-b_s223-processed-gene-3.178&CDS=1-1137	YBR057C
1037	OG0001037	augustus_masked-bow-b_s223-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-bow-b_s223-processed-gene-3.66&CDS=1-1638	YNL275W
1038	OG0001038	augustus_masked-bow-b_s226-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.40&CDS=1-1017	YGL100W
1039	OG0001039	augustus_masked-bow-b_s226-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.29&CDS=1-1488	YBR243C
1040	OG0001040	augustus_masked-bow-b_s226-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.30&CDS=1-4920	YOR341W
1041	OG0001041	augustus_masked-bow-b_s226-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.41&CDS=1-459	YAL008W
1042	OG0001042	augustus_masked-bow-b_s226-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.42&CDS=1-402	YIL098C
1043	OG0001043	augustus_masked-bow-b_s226-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.32&CDS=1-1077	YNL037C
1044	OG0001044	augustus_masked-bow-b_s226-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.33&CDS=1-1281	YNL220W
1045	OG0001045	augustus_masked-bow-b_s226-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.43&CDS=1-435	YDL235C
1046	OG0001046	augustus_masked-bow-b_s226-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.44&CDS=1-924	YDL236W
1047	OG0001047	augustus_masked-bow-b_s226-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.46&CDS=1-3000	YAL035W
1048	OG0001048	augustus_masked-bow-b_s226-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.34&CDS=1-1101	YAL036C
1049	OG0001049	augustus_masked-bow-b_s226-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.35&CDS=1-4941	YMR308C
1050	OG0001050	snap_masked-bow-b_s226-processed-gene-0.73-mRNA-1_1&gene=snap_masked-bow-b_s226-processed-gene-0.73&CDS=1-1476	YLR318W
1051	OG0001051	augustus_masked-bow-b_s226-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.36&CDS=1-2949	YNL325C
1052	OG0001052	augustus_masked-bow-b_s226-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.37&CDS=1-615	YKL117W
1053	OG0001053	augustus_masked-bow-b_s226-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.38&CDS=1-1323	YHL004W
1054	OG0001054	augustus_masked-bow-b_s226-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-bow-b_s226-processed-gene-0.39&CDS=1-1353	YHL002W
1055	OG0001055	genemark-bow-b_s226-processed-gene-0.25-mRNA-1_1&gene=genemark-bow-b_s226-processed-gene-0.25&CDS=1-798	YKL007W
1056	OG0001056	snap_masked-bow-b_s226-processed-gene-0.78-mRNA-1_1&gene=snap_masked-bow-b_s226-processed-gene-0.78&CDS=1-4452	YKL010C
1057	OG0001057	augustus_masked-bow-b_s227-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-bow-b_s227-processed-gene-0.15&CDS=1-543	YPL211W
1058	OG0001058	augustus_masked-bow-b_s227-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-bow-b_s227-processed-gene-0.22&CDS=1-1437	YGL129C
1059	OG0001059	augustus_masked-bow-b_s227-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-bow-b_s227-processed-gene-0.16&CDS=1-1716	YGL064C
1060	OG0001060	augustus_masked-bow-b_s227-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-bow-b_s227-processed-gene-0.17&CDS=1-2706	YGL067W
1061	OG0001061	augustus_masked-bow-b_s227-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-bow-b_s227-processed-gene-0.18&CDS=1-960	YAL032C
1062	OG0001062	augustus_masked-bow-b_s227-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-bow-b_s227-processed-gene-0.20&CDS=1-969	YPL215W
1063	OG0001063	augustus_masked-bow-b_s227-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-bow-b_s227-processed-gene-0.25&CDS=1-1956	YPL210C
1064	OG0001064	augustus_masked-bow-b_s227-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-bow-b_s227-processed-gene-0.27&CDS=1-1170	YDR019C
1065	OG0001065	augustus_masked-bow-b_s238-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.71&CDS=1-432	YHR051W
1066	OG0001066	augustus_masked-bow-b_s238-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.60&CDS=1-1044	YDR322W
1067	OG0001067	augustus_masked-bow-b_s238-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.61&CDS=1-3327	YHR077C
1068	OG0001068	augustus_masked-bow-b_s238-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.72&CDS=1-1185	YHR076W
1069	OG0001069	augustus_masked-bow-b_s238-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.62&CDS=1-270	YDR322C-A
1070	OG0001070	snap_masked-bow-b_s238-processed-gene-0.10-mRNA-1_1&gene=snap_masked-bow-b_s238-processed-gene-0.10&CDS=1-1851	YDR323C
1071	OG0001071	augustus_masked-bow-b_s238-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.74&CDS=1-2118	YLR103C
1072	OG0001072	augustus_masked-bow-b_s238-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.75&CDS=1-1557	YLR149C
1073	OG0001073	augustus_masked-bow-b_s238-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.65&CDS=1-1467	YGL112C
1074	OG0001074	augustus_masked-bow-b_s238-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.76&CDS=1-2451	YGL113W
1075	OG0001075	snap_masked-bow-b_s238-processed-gene-0.26-mRNA-1_1&gene=snap_masked-bow-b_s238-processed-gene-0.26&CDS=1-372	YLR104W
1076	OG0001076	augustus_masked-bow-b_s238-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.77&CDS=1-1230	YER019W
1077	OG0001077	augustus_masked-bow-b_s238-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-bow-b_s238-processed-gene-0.78&CDS=1-642	YDR167W
1078	OG0001078	genemark-bow-b_s238-processed-gene-0.47-mRNA-1_1&gene=genemark-bow-b_s238-processed-gene-0.47&CDS=1-3888	YDR128W
1079	OG0001079	augustus_masked-bow-b_s24-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.32&CDS=1-2247	YAL053W
1080	OG0001080	augustus_masked-bow-b_s24-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.33&CDS=1-1326	YDR148C
1081	OG0001081	augustus_masked-bow-b_s24-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.45&CDS=1-3543	YPL012W
1082	OG0001082	augustus_masked-bow-b_s24-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.34&CDS=1-402	YPL013C
1083	OG0001083	augustus_masked-bow-b_s24-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.47&CDS=1-927	YLR340W
1084	OG0001084	augustus_masked-bow-b_s24-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.48&CDS=1-1815	YDR452W
1085	OG0001085	augustus_masked-bow-b_s24-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.49&CDS=1-1059	YMR214W
1086	OG0001086	augustus_masked-bow-b_s24-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.37&CDS=1-1473	YMR211W
1087	OG0001087	augustus_masked-bow-b_s24-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.50&CDS=1-1332	YNR050C
1088	OG0001088	augustus_masked-bow-b_s24-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.51&CDS=1-1059	YMR146C
1089	OG0001089	genemark-bow-b_s24-processed-gene-0.83-mRNA-1_1&gene=genemark-bow-b_s24-processed-gene-0.83&CDS=1-807	YDL086W
1090	OG0001090	maker-bow-b_s24-snap-gene-0.93-mRNA-1_1&gene=maker-bow-b_s24-snap-gene-0.93&CDS=1-1209	YDL100C
1091	OG0001091	augustus_masked-bow-b_s24-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.38&CDS=1-2541	YPL003W
1092	OG0001092	genemark-bow-b_s24-processed-gene-0.86-mRNA-1_1&gene=genemark-bow-b_s24-processed-gene-0.86&CDS=1-1803	YFL002C
1093	OG0001093	genemark-bow-b_s24-processed-gene-0.68-mRNA-1_1&gene=genemark-bow-b_s24-processed-gene-0.68&CDS=1-1299	YFL001W
1094	OG0001094	genemark-bow-b_s24-processed-gene-0.69-mRNA-1_1&gene=genemark-bow-b_s24-processed-gene-0.69&CDS=1-1914	YDL057W
1095	OG0001095	augustus_masked-bow-b_s24-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.54&CDS=1-447	YHR191C
1096	OG0001096	genemark-bow-b_s24-processed-gene-0.90-mRNA-1_1&gene=genemark-bow-b_s24-processed-gene-0.90&CDS=1-2742	YDL056W
1097	OG0001097	augustus_masked-bow-b_s24-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-0.58&CDS=1-528	YHR193C
1098	OG0001098	genemark-bow-b_s24-processed-gene-1.83-mRNA-1_1&gene=genemark-bow-b_s24-processed-gene-1.83&CDS=1-2088	YLR002C
1099	OG0001099	snap_masked-bow-b_s24-processed-gene-1.4-mRNA-1_1&gene=snap_masked-bow-b_s24-processed-gene-1.4&CDS=1-1410	YMR015C
1100	OG0001100	augustus_masked-bow-b_s24-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.49&CDS=1-1476	YHR183W
1101	OG0001101	augustus_masked-bow-b_s24-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.50&CDS=1-1596	YJR010W
1102	OG0001102	snap_masked-bow-b_s24-processed-gene-1.8-mRNA-1_1&gene=snap_masked-bow-b_s24-processed-gene-1.8&CDS=1-387	YER134C
1103	OG0001103	augustus_masked-bow-b_s24-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.52&CDS=1-1029	YDL002C
1104	OG0001104	augustus_masked-bow-b_s24-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.65&CDS=1-7542	YBL004W
1105	OG0001105	augustus_masked-bow-b_s24-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.53&CDS=1-861	YDL001W
1106	OG0001106	augustus_masked-bow-b_s24-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.66&CDS=1-1938	YDR208W
1107	OG0001107	augustus_masked-bow-b_s24-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.54&CDS=1-1512	YBR151W
1108	OG0001108	augustus_masked-bow-b_s24-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.69&CDS=1-2406	YDR444W
1109	OG0001109	augustus_masked-bow-b_s24-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.70&CDS=1-2940	YIL125W
1110	OG0001110	augustus_masked-bow-b_s24-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.71&CDS=1-522	YKR065C
1111	OG0001111	augustus_masked-bow-b_s24-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.56&CDS=1-3792	YIL126W
1112	OG0001112	augustus_masked-bow-b_s24-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.58&CDS=1-462	YIL065C
1113	OG0001113	maker-bow-b_s24-augustus-gene-1.45-mRNA-1_1&gene=maker-bow-b_s24-augustus-gene-1.45&CDS=1-876	YNL316C
1114	OG0001114	augustus_masked-bow-b_s24-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.72&CDS=1-351	YOL133W
1115	OG0001115	augustus_masked-bow-b_s24-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-bow-b_s24-processed-gene-1.60&CDS=1-708	YOL135C
