	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034967_Candida_freyschussii
915	OG0000915	YDL110C	genemark-flattened_line_54-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.79&CDS=1-441
916	OG0000916	YDL112W	genemark-flattened_line_10-processed-gene-4.173-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.173&CDS=1-4053
917	OG0000917	YDL115C	genemark-flattened_line_0-processed-gene-9.170-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.170&CDS=1-906
918	OG0000918	YDL116W	genemark-flattened_line_12-processed-gene-4.128-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.128&CDS=1-2148
919	OG0000919	YDL117W	genemark-flattened_line_10-processed-gene-4.149-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.149&CDS=1-2664
920	OG0000920	YDL119C	genemark-flattened_line_0-processed-gene-10.3-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.3&CDS=1-876
921	OG0000921	YDL120W	genemark-flattened_line_32-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.134&CDS=1-510
922	OG0000922	YDL121C	genemark-flattened_line_32-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.183&CDS=1-465
923	OG0000923	YDL122W	genemark-flattened_line_16-processed-gene-2.22-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.22&CDS=1-1947
924	OG0000924	YDL124W	genemark-flattened_line_20-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.76&CDS=1-900
925	OG0000925	YDL125C	genemark-flattened_line_0-processed-gene-5.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.45&CDS=1-441
926	OG0000926	YDL126C	maker-flattened_line_4-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.3&CDS=1-3114
927	OG0000927	YDL127W	genemark-flattened_line_4-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.138&CDS=1-876
928	OG0000928	YDL128W	genemark-flattened_line_20-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.20&CDS=1-1206
929	OG0000929	YDL130W	genemark-flattened_line_44-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.56&CDS=1-318
930	OG0000930	YDL131W	genemark-flattened_line_0-processed-gene-5.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.30&CDS=1-1365
931	OG0000931	YDL133W	genemark-flattened_line_18-processed-gene-3.205-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.205&CDS=1-1083
932	OG0000932	YDL134C	genemark-flattened_line_24-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.125&CDS=1-1062
933	OG0000933	YDL135C	genemark-flattened_line_24-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.124&CDS=1-594
934	OG0000934	YDL139C	snap_masked-flattened_line_2-processed-gene-3.164-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.164&CDS=1-930
935	OG0000935	YDL140C	genemark-flattened_line_10-processed-gene-5.175-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.175&CDS=1-5262
936	OG0000936	YDL141W	genemark-flattened_line_10-processed-gene-5.201-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.201&CDS=1-1809
937	OG0000937	YDL142C	genemark-flattened_line_10-processed-gene-5.176-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.176&CDS=1-636
938	OG0000938	YDL143W	genemark-flattened_line_10-processed-gene-5.202-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.202&CDS=1-1584
939	OG0000939	YDL145C	augustus_masked-flattened_line_10-processed-gene-5.135-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-5.135&CDS=1-4932
940	OG0000940	YDL146W	genemark-flattened_line_10-processed-gene-5.181-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.181&CDS=1-1311
941	OG0000941	YDL147W	genemark-flattened_line_10-processed-gene-5.180-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.180&CDS=1-1335
942	OG0000942	YDL148C	genemark-flattened_line_10-processed-gene-5.205-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.205&CDS=1-2406
943	OG0000943	YDL149W	genemark-flattened_line_10-processed-gene-5.179-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.179&CDS=1-2472
944	OG0000944	YDL150W	snap_masked-flattened_line_10-processed-gene-5.67-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-5.67&CDS=1-1152
945	OG0000945	YDL153C	genemark-flattened_line_10-processed-gene-5.178-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.178&CDS=1-1680
946	OG0000946	YDL154W	genemark-flattened_line_10-processed-gene-5.204-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.204&CDS=1-2319
947	OG0000947	YDL155W	genemark-flattened_line_44-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.26&CDS=1-1257
948	OG0000948	YDL156W	genemark-flattened_line_0-processed-gene-9.157-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.157&CDS=1-1548
949	OG0000949	YDL157C	genemark-flattened_line_0-processed-gene-9.132-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.132&CDS=1-303
950	OG0000950	YDL159W	genemark-flattened_line_0-processed-gene-9.158-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.158&CDS=1-1413
951	OG0000951	YDL160C	genemark-flattened_line_0-processed-gene-9.133-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.133&CDS=1-1692
952	OG0000952	YDL164C	genemark-flattened_line_46-processed-gene-0.143-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.143&CDS=1-2238
953	OG0000953	YDL165W	genemark-flattened_line_42-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.199&CDS=1-669
954	OG0000954	YDL166C	snap_masked-flattened_line_42-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.93&CDS=1-552
955	OG0000955	YDL167C	genemark-flattened_line_42-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.166&CDS=1-1491
956	OG0000956	YDL168W	genemark-flattened_line_42-processed-gene-0.202-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.202&CDS=1-1155
957	OG0000957	YDL169C	genemark-flattened_line_42-processed-gene-0.167-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.167&CDS=1-633
958	OG0000958	YDL171C	genemark-flattened_line_0-processed-gene-9.131-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.131&CDS=1-6387
959	OG0000959	YDL177C	snap_masked-flattened_line_2-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.125&CDS=1-465
960	OG0000960	YDL178W	genemark-flattened_line_2-processed-gene-1.158-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.158&CDS=1-1581
961	OG0000961	YDL185W	maker-flattened_line_18-snap-gene-3.12-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-3.12&CDS=1-4032
962	OG0000962	YDL189W	genemark-flattened_line_24-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.95&CDS=1-1275
963	OG0000963	YDL190C	genemark-flattened_line_24-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.123&CDS=1-3120
964	OG0000964	YDL193W	snap_masked-flattened_line_24-processed-gene-1.163-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.163&CDS=1-957
965	OG0000965	YDL195W	genemark-flattened_line_30-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.117&CDS=1-3618
966	OG0000966	YDL198C	genemark-flattened_line_26-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.152&CDS=1-903
967	OG0000967	YDL201W	genemark-flattened_line_48-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.55&CDS=1-879
968	OG0000968	YDL202W	genemark-flattened_line_26-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.128&CDS=1-669
969	OG0000969	YDL203C	genemark-flattened_line_0-processed-gene-10.1-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-10.1&CDS=1-1782
970	OG0000970	YDL205C	genemark-flattened_line_8-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.13&CDS=1-1206
971	OG0000971	YDL207W	maker-flattened_line_6-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.2&CDS=1-2292
972	OG0000972	YDL208W	genemark-flattened_line_6-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.26&CDS=1-459
973	OG0000973	YDL209C	genemark-flattened_line_8-processed-gene-2.14-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.14&CDS=1-927
974	OG0000974	YDL212W	genemark-flattened_line_14-processed-gene-3.131-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.131&CDS=1-720
975	OG0000975	YDL213C	genemark-flattened_line_14-processed-gene-3.129-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.129&CDS=1-639
976	OG0000976	YDL215C	genemark-flattened_line_18-processed-gene-3.255-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.255&CDS=1-3030
977	OG0000977	YDL217C	genemark-flattened_line_34-processed-gene-0.259-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.259&CDS=1-555
978	OG0000978	YDL218W	genemark-flattened_line_6-processed-gene-2.70-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.70&CDS=1-1047
979	OG0000979	YDL219W	genemark-flattened_line_58-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.39&CDS=1-462
980	OG0000980	YDL225W	genemark-flattened_line_52-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.117&CDS=1-1446
981	OG0000981	YDL226C	genemark-flattened_line_52-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.100&CDS=1-1053
982	OG0000982	YDL231C	genemark-flattened_line_2-processed-gene-8.223-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.223&CDS=1-3144
983	OG0000983	YDL232W	snap_masked-flattened_line_2-processed-gene-8.337-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.337&CDS=1-243
984	OG0000984	YDL233W	augustus_masked-flattened_line_2-processed-gene-6.106-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.106&CDS=1-1332
985	OG0000985	YDL234C	snap_masked-flattened_line_2-processed-gene-6.55-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-6.55&CDS=1-2007
986	OG0000986	YDL235C	genemark-flattened_line_2-processed-gene-6.10-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.10&CDS=1-390
987	OG0000987	YDL238C	genemark-flattened_line_2-processed-gene-6.14-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.14&CDS=1-1389
988	OG0000988	YDL240W	genemark-flattened_line_36-processed-gene-0.286-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.286&CDS=1-3639
989	OG0000989	YDR001C	genemark-flattened_line_0-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.129&CDS=1-2250
990	OG0000990	YDR004W	snap_masked-flattened_line_10-processed-gene-3.128-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-3.128&CDS=1-1044
991	OG0000991	YDR005C	genemark-flattened_line_10-processed-gene-3.101-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.101&CDS=1-870
992	OG0000992	YDR006C	genemark-flattened_line_0-processed-gene-2.150-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.150&CDS=1-2028
993	OG0000993	YDR007W	snap_masked-flattened_line_68-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.20&CDS=1-693
994	OG0000994	YDR013W	genemark-flattened_line_28-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.133&CDS=1-543
995	OG0000995	YDR016C	genemark-flattened_line_28-processed-gene-0.184-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.184&CDS=1-354
996	OG0000996	YDR017C	genemark-flattened_line_4-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.136&CDS=1-2550
997	OG0000997	YDR019C	genemark-flattened_line_6-processed-gene-4.162-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.162&CDS=1-1170
998	OG0000998	YDR020C	genemark-flattened_line_20-processed-gene-3.201-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.201&CDS=1-519
999	OG0000999	YDR021W	genemark-flattened_line_20-processed-gene-3.242-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-3.242&CDS=1-1188
1000	OG0001000	YDR023W	genemark-flattened_line_20-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.5&CDS=1-1374
1001	OG0001001	YDR026C	genemark-flattened_line_42-processed-gene-0.157-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.157&CDS=1-1713
1002	OG0001002	YDR027C	genemark-flattened_line_42-processed-gene-0.156-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.156&CDS=1-2427
1003	OG0001003	YDR028C	genemark-flattened_line_42-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.155&CDS=1-2097
1004	OG0001004	YDR030C	genemark-flattened_line_6-processed-gene-5.91-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.91&CDS=1-1164
1005	OG0001005	YDR031W	maker-flattened_line_40-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.2&CDS=1-333
1006	OG0001006	YDR032C	genemark-flattened_line_40-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.121&CDS=1-600
1007	OG0001007	YDR034C	genemark-flattened_line_42-processed-gene-0.207-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.207&CDS=1-1857
1008	OG0001008	YDR035W	genemark-flattened_line_14-processed-gene-2.75-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.75&CDS=1-1122
1009	OG0001009	YDR036C	genemark-flattened_line_28-processed-gene-0.138-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.138&CDS=1-1392
1010	OG0001010	YDR041W	snap_masked-flattened_line_8-processed-gene-2.143-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-2.143&CDS=1-753
1011	OG0001011	YDR043C	genemark-flattened_line_8-processed-gene-2.22-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.22&CDS=1-600
1012	OG0001012	YDR044W	genemark-flattened_line_28-processed-gene-0.185-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.185&CDS=1-948
1013	OG0001013	YDR045C	maker-flattened_line_8-snap-gene-2.55-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-2.55&CDS=1-333
1014	OG0001014	YDR047W	genemark-flattened_line_8-processed-gene-4.92-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.92&CDS=1-1083
1015	OG0001015	YDR049W	genemark-flattened_line_8-processed-gene-4.91-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.91&CDS=1-1794
1016	OG0001016	YDR050C	augustus_masked-flattened_line_8-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.102&CDS=1-1482
1017	OG0001017	YDR052C	genemark-flattened_line_10-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.124&CDS=1-1368
1018	OG0001018	YDR054C	genemark-flattened_line_22-processed-gene-1.120-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.120&CDS=1-717
1019	OG0001019	YDR057W	snap_masked-flattened_line_6-processed-gene-4.77-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.77&CDS=1-1188
1020	OG0001020	YDR058C	genemark-flattened_line_12-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.74&CDS=1-1191
1021	OG0001021	YDR060W	genemark-flattened_line_14-processed-gene-4.66-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.66&CDS=1-3198
1022	OG0001022	YDR061W	genemark-flattened_line_2-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.57&CDS=1-1500
1023	OG0001023	YDR062W	genemark-flattened_line_20-processed-gene-1.70-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.70&CDS=1-1704
1024	OG0001024	YDR064W	augustus_masked-flattened_line_2-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.30&CDS=1-1815
1025	OG0001025	YDR067C	snap_masked-flattened_line_68-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.25&CDS=1-615
1026	OG0001026	YDR068W	genemark-flattened_line_68-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.41&CDS=1-1071
1027	OG0001027	YDR071C	genemark-flattened_line_68-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.49&CDS=1-726
1028	OG0001028	YDR072C	genemark-flattened_line_32-processed-gene-0.140-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.140&CDS=1-1290
1029	OG0001029	YDR074W	snap_masked-flattened_line_2-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.154&CDS=1-2577
1030	OG0001030	YDR075W	genemark-flattened_line_2-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.101&CDS=1-918
1031	OG0001031	YDR079C-A	augustus_masked-flattened_line_12-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.105&CDS=1-906
1032	OG0001032	YDR079W	genemark-flattened_line_12-processed-gene-3.0-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.0&CDS=1-318
1033	OG0001033	YDR080W	genemark-flattened_line_30-processed-gene-0.168-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.168&CDS=1-2415
1034	OG0001034	YDR081C	genemark-flattened_line_12-processed-gene-3.4-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.4&CDS=1-1908
1035	OG0001035	YDR083W	maker-flattened_line_12-augustus-gene-3.152-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-3.152&CDS=1-5208
1036	OG0001036	YDR086C	genemark-flattened_line_0-processed-gene-6.79-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.79&CDS=1-204
1037	OG0001037	YDR087C	genemark-flattened_line_0-processed-gene-6.78-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.78&CDS=1-792
1038	OG0001038	YDR088C	genemark-flattened_line_0-processed-gene-6.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.99&CDS=1-966
1039	OG0001039	YDR089W	augustus_masked-flattened_line_0-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.43&CDS=1-2322
1040	OG0001040	YDR091C	genemark-flattened_line_0-processed-gene-7.124-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.124&CDS=1-1821
1041	OG0001041	YDR092W	genemark-flattened_line_38-processed-gene-0.179-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.179&CDS=1-450
1042	OG0001042	YDR097C	augustus_masked-flattened_line_38-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.133&CDS=1-8142
1043	OG0001043	YDR100W	genemark-flattened_line_16-processed-gene-3.223-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.223&CDS=1-402
1044	OG0001044	YDR101C	genemark-flattened_line_16-processed-gene-3.264-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.264&CDS=1-1785
1045	OG0001045	YDR103W	genemark-flattened_line_16-processed-gene-3.266-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.266&CDS=1-2049
1046	OG0001046	YDR104C	genemark-flattened_line_16-processed-gene-3.225-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.225&CDS=1-3183
1047	OG0001047	YDR105C	genemark-flattened_line_12-processed-gene-3.15-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.15&CDS=1-1398
1048	OG0001048	YDR108W	genemark-flattened_line_12-processed-gene-3.16-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.16&CDS=1-1902
1049	OG0001049	YDR111C	genemark-flattened_line_0-processed-gene-5.53-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.53&CDS=1-1488
1050	OG0001050	YDR116C	maker-flattened_line_0-augustus-gene-5.188-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.188&CDS=1-1095
1051	OG0001051	YDR117C	genemark-flattened_line_0-processed-gene-5.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.16&CDS=1-1719
1052	OG0001052	YDR118W	snap_masked-flattened_line_0-processed-gene-5.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.98&CDS=1-1869
1053	OG0001053	YDR120C	genemark-flattened_line_30-processed-gene-0.174-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.174&CDS=1-1470
1054	OG0001054	YDR121W	genemark-flattened_line_6-processed-gene-4.145-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.145&CDS=1-621
1055	OG0001055	YDR124W	genemark-flattened_line_6-processed-gene-4.175-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.175&CDS=1-750
1056	OG0001056	YDR126W	snap_masked-flattened_line_30-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.17&CDS=1-966
