	OrthologID	Saccharomyces_cerevisiae	Scheffersomyces_stipitis
563	OG0000563	YBR070C	snap_masked-chr_5.1-processed-gene-14.78-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-14.78&CDS=1-696
564	OG0000564	YBR073W	snap_masked-chr_5.1-processed-gene-13.105-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-13.105&CDS=1-2784
565	OG0000565	YBR074W	snap_masked-chr_5.1-processed-gene-13.104-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-13.104&CDS=1-3003
566	OG0000566	YBR079C	snap_masked-chr_1.2-processed-gene-9.110-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.110&CDS=1-2661
567	OG0000567	YBR080C	snap_masked-chr_1.2-processed-gene-10.68-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-10.68&CDS=1-2382
568	OG0000568	YBR081C	snap_masked-chr_1.1-processed-gene-20.55-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-20.55&CDS=1-3318
569	OG0000569	YBR082C	snap_masked-chr_1.1-processed-gene-20.56-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-20.56&CDS=1-441
570	OG0000570	YBR083W	augustus_masked-chr_1.2-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-chr_1.2-processed-gene-5.92&CDS=1-2151
571	OG0000571	YBR084W	snap_masked-chr_2.1-processed-gene-13.25-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-13.25&CDS=1-2838
572	OG0000572	YBR086C	snap_masked-chr_6.1-processed-gene-1.95-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-1.95&CDS=1-2661
573	OG0000573	YBR087W	snap_masked-chr_2.1-processed-gene-0.28-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-0.28&CDS=1-1089
574	OG0000574	YBR088C	snap_masked-chr_1.1-processed-gene-14.110-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-14.110&CDS=1-777
575	OG0000575	YBR091C	augustus_masked-chr_1.1-processed-gene-14.70-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-14.70&CDS=1-324
576	OG0000576	YBR094W	snap_masked-chr_1.1-processed-gene-14.91-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-14.91&CDS=1-2187
577	OG0000577	YBR095C	augustus_masked-chr_1.1-processed-gene-14.48-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-14.48&CDS=1-1068
578	OG0000578	YBR096W	snap_masked-chr_2.1-processed-gene-4.24-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.24&CDS=1-708
579	OG0000579	YBR097W	snap_masked-chr_5.1-processed-gene-2.123-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-2.123&CDS=1-4710
580	OG0000580	YBR098W	snap_masked-chr_5.1-processed-gene-2.99-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-2.99&CDS=1-1542
581	OG0000581	YBR101C	snap_masked-chr_5.1-processed-gene-2.117-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-2.117&CDS=1-852
582	OG0000582	YBR102C	snap_masked-chr_5.1-processed-gene-2.108-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-2.108&CDS=1-2424
583	OG0000583	YBR103W	snap_masked-chr_5.1-processed-gene-2.124-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-2.124&CDS=1-1761
584	OG0000584	YBR106W	augustus_masked-chr_3.1-processed-gene-12.29-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-12.29&CDS=1-576
585	OG0000585	YBR109C	snap_masked-chr_1.2-processed-gene-1.23-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-1.23&CDS=1-483
586	OG0000586	YBR110W	augustus_masked-chr_1.2-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-chr_1.2-processed-gene-1.46&CDS=1-1392
587	OG0000587	YBR111C	snap_masked-chr_1.2-processed-gene-6.109-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.109&CDS=1-627
588	OG0000588	YBR111W-A	snap_masked-chr_1.2-processed-gene-6.99-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.99&CDS=1-291
589	OG0000589	YBR112C	snap_masked-chr_1.2-processed-gene-6.98-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.98&CDS=1-2445
590	OG0000590	YBR114W	snap_masked-chr_6.1-processed-gene-3.30-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-3.30&CDS=1-2472
591	OG0000591	YBR115C	snap_masked-chr_6.1-processed-gene-3.31-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-3.31&CDS=1-4182
592	OG0000592	YBR120C	snap_masked-chr_5.1-processed-gene-10.106-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-10.106&CDS=1-336
593	OG0000593	YBR121C	snap_masked-chr_1.1-processed-gene-11.31-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-11.31&CDS=1-1983
594	OG0000594	YBR122C	snap_masked-chr_7.1-processed-gene-7.1-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-7.1&CDS=1-486
595	OG0000595	YBR123C	snap_masked-chr_1.1-processed-gene-15.89-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-15.89&CDS=1-1791
596	OG0000596	YBR125C	snap_masked-chr_6.1-processed-gene-12.14-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-12.14&CDS=1-1014
597	OG0000597	YBR126C	snap_masked-chr_2.1-processed-gene-14.96-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-14.96&CDS=1-1416
598	OG0000598	YBR127C	snap_masked-chr_6.1-processed-gene-12.26-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-12.26&CDS=1-1524
599	OG0000599	YBR129C	snap_masked-chr_5.1-processed-gene-7.21-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-7.21&CDS=1-1362
600	OG0000600	YBR131W	snap_masked-chr_6.1-processed-gene-8.101-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-8.101&CDS=1-2241
601	OG0000601	YBR132C	augustus_masked-chr_1.1-processed-gene-13.79-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-13.79&CDS=1-1680
602	OG0000602	YBR133C	snap_masked-chr_5.1-processed-gene-7.36-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-7.36&CDS=1-1101
603	OG0000603	YBR136W	augustus_masked-chr_5.1-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-chr_5.1-processed-gene-7.98&CDS=1-7278
604	OG0000604	YBR139W	snap_masked-chr_1.1-processed-gene-10.13-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-10.13&CDS=1-1632
605	OG0000605	YBR141C	snap_masked-chr_1.1-processed-gene-13.91-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-13.91&CDS=1-1023
606	OG0000606	YBR142W	snap_masked-chr_1.1-processed-gene-13.106-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-13.106&CDS=1-2508
607	OG0000607	YBR143C	snap_masked-chr_1.1-processed-gene-13.90-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-13.90&CDS=1-1308
608	OG0000608	YBR146W	augustus_masked-chr_1.2-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-chr_1.2-processed-gene-9.24&CDS=1-939
609	OG0000609	YBR151W	snap_masked-chr_8.1-processed-gene-2.101-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-2.101&CDS=1-906
610	OG0000610	YBR153W	snap_masked-chr_1.2-processed-gene-9.107-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-9.107&CDS=1-756
611	OG0000611	YBR154C	maker-chr_1.2-snap-gene-9.73-mRNA-1_1&gene=maker-chr_1.2-snap-gene-9.73&CDS=1-639
612	OG0000612	YBR155W	maker-chr_6.1-augustus-gene-4.3-mRNA-1_1&gene=maker-chr_6.1-augustus-gene-4.3&CDS=1-3354
613	OG0000613	YBR156C	snap_masked-chr_6.1-processed-gene-4.16-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-4.16&CDS=1-2745
614	OG0000614	YBR158W	genemark-chr_4.1-processed-gene-7.1-mRNA-1_1&gene=genemark-chr_4.1-processed-gene-7.1&CDS=1-1512
615	OG0000615	YBR159W	snap_masked-chr_6.1-processed-gene-11.32-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-11.32&CDS=1-1038
616	OG0000616	YBR162C	snap_masked-chr_2.1-processed-gene-11.90-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-11.90&CDS=1-1341
617	OG0000617	YBR162W-A	genemark-chr_2.1-processed-gene-9.102-mRNA-1_1&gene=genemark-chr_2.1-processed-gene-9.102&CDS=1-210
618	OG0000618	YBR163W	snap_masked-chr_8.1-processed-gene-7.86-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-7.86&CDS=1-1752
619	OG0000619	YBR164C	snap_masked-chr_1.1-processed-gene-17.93-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-17.93&CDS=1-555
620	OG0000620	YBR166C	snap_masked-chr_1.1-processed-gene-17.114-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-17.114&CDS=1-1347
621	OG0000621	YBR167C	snap_masked-chr_4.1-processed-gene-2.65-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-2.65&CDS=1-450
622	OG0000622	YBR170C	snap_masked-chr_1.1-processed-gene-9.40-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.40&CDS=1-1731
623	OG0000623	YBR171W	snap_masked-chr_1.2-processed-gene-2.22-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-2.22&CDS=1-807
624	OG0000624	YBR173C	genemark-chr_1.1-processed-gene-2.96-mRNA-1_1&gene=genemark-chr_1.1-processed-gene-2.96&CDS=1-1611
625	OG0000625	YBR176W	snap_masked-chr_1.1-processed-gene-6.101-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-6.101&CDS=1-936
626	OG0000626	YBR179C	snap_masked-chr_3.1-processed-gene-13.108-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-13.108&CDS=1-2688
627	OG0000627	YBR185C	snap_masked-chr_2.1-processed-gene-20.89-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-20.89&CDS=1-888
628	OG0000628	YBR187W	snap_masked-chr_4.1-processed-gene-14.87-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.87&CDS=1-1014
629	OG0000629	YBR192W	snap_masked-chr_4.1-processed-gene-14.101-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-14.101&CDS=1-1101
630	OG0000630	YBR193C	augustus_masked-chr_4.1-processed-gene-14.27-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-14.27&CDS=1-678
631	OG0000631	YBR195C	snap_masked-chr_5.1-processed-gene-12.137-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-12.137&CDS=1-1341
632	OG0000632	YBR196C	snap_masked-chr_6.1-processed-gene-11.25-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-11.25&CDS=1-1659
633	OG0000633	YBR198C	snap_masked-chr_8.1-processed-gene-5.9-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-5.9&CDS=1-2379
634	OG0000634	YBR199W	snap_masked-chr_6.1-processed-gene-6.28-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-6.28&CDS=1-1413
635	OG0000635	YBR200W	snap_masked-chr_1.1-processed-gene-15.77-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-15.77&CDS=1-1851
636	OG0000636	YBR202W	snap_masked-chr_4.1-processed-gene-12.83-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-12.83&CDS=1-2385
637	OG0000637	YBR203W	snap_masked-chr_2.1-processed-gene-16.94-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-16.94&CDS=1-2181
638	OG0000638	YBR204C	snap_masked-chr_1.1-processed-gene-18.47-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-18.47&CDS=1-1980
639	OG0000639	YBR207W	snap_masked-chr_2.1-processed-gene-13.43-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-13.43&CDS=1-1299
640	OG0000640	YBR208C	snap_masked-chr_1.1-processed-gene-12.96-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-12.96&CDS=1-5466
641	OG0000641	YBR212W	snap_masked-chr_1.2-processed-gene-6.110-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.110&CDS=1-2070
642	OG0000642	YBR213W	snap_masked-chr_7.1-processed-gene-9.80-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-9.80&CDS=1-876
643	OG0000643	YBR215W	snap_masked-chr_1.2-processed-gene-10.89-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-10.89&CDS=1-1497
644	OG0000644	YBR217W	snap_masked-chr_1.2-processed-gene-10.88-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-10.88&CDS=1-801
645	OG0000645	YBR220C	snap_masked-chr_7.1-processed-gene-0.62-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-0.62&CDS=1-1722
646	OG0000646	YBR221C	snap_masked-chr_7.1-processed-gene-0.63-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-0.63&CDS=1-1167
647	OG0000647	YBR223C	snap_masked-chr_4.1-processed-gene-15.96-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-15.96&CDS=1-1659
648	OG0000648	YBR228W	augustus_masked-chr_7.1-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-chr_7.1-processed-gene-9.3&CDS=1-1077
649	OG0000649	YBR229C	snap_masked-chr_7.1-processed-gene-9.70-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-9.70&CDS=1-2835
650	OG0000650	YBR231C	snap_masked-chr_3.1-processed-gene-6.106-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-6.106&CDS=1-1077
651	OG0000651	YBR233W	augustus_masked-chr_3.1-processed-gene-6.61-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-6.61&CDS=1-1722
652	OG0000652	YBR233W-A	snap_masked-chr_6.1-processed-gene-11.14-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-11.14&CDS=1-423
653	OG0000653	YBR234C	snap_masked-chr_6.1-processed-gene-11.27-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-11.27&CDS=1-1140
654	OG0000654	YBR235W	snap_masked-chr_2.1-processed-gene-22.2-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-22.2&CDS=1-3963
655	OG0000655	YBR236C	snap_masked-chr_1.1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-1.71&CDS=1-1593
656	OG0000656	YBR237W	snap_masked-chr_2.1-processed-gene-22.3-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-22.3&CDS=1-2757
657	OG0000657	YBR239C	maker-chr_3.1-snap-gene-1.3-mRNA-1_1&gene=maker-chr_3.1-snap-gene-1.3&CDS=1-1869
658	OG0000658	YBR241C	snap_masked-chr_3.1-processed-gene-1.15-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-1.15&CDS=1-1482
659	OG0000659	YBR243C	snap_masked-chr_5.1-processed-gene-11.8-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-11.8&CDS=1-1485
660	OG0000660	YBR245C	snap_masked-chr_1.1-processed-gene-9.17-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.17&CDS=1-3069
661	OG0000661	YBR246W	snap_masked-chr_5.1-processed-gene-10.114-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-10.114&CDS=1-1074
662	OG0000662	YBR248C	augustus_masked-chr_3.1-processed-gene-14.62-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-14.62&CDS=1-5340
663	OG0000663	YBR249C	snap_masked-chr_1.1-processed-gene-11.27-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-11.27&CDS=1-1095
664	OG0000664	YBR251W	snap_masked-chr_3.1-processed-gene-11.83-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-11.83&CDS=1-1029
665	OG0000665	YBR254C	snap_masked-chr_1.1-processed-gene-8.1-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-8.1&CDS=1-477
666	OG0000666	YBR255W	augustus_masked-chr_1.1-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-7.60&CDS=1-2280
667	OG0000667	YBR256C	snap_masked-chr_2.1-processed-gene-26.20-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-26.20&CDS=1-711
668	OG0000668	YBR257W	augustus_masked-chr_4.1-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-chr_4.1-processed-gene-6.49&CDS=1-888
669	OG0000669	YBR258C	snap_masked-chr_1.1-processed-gene-9.32-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.32&CDS=1-801
670	OG0000670	YBR260C	snap_masked-chr_1.1-processed-gene-9.20-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.20&CDS=1-1878
671	OG0000671	YBR261C	snap_masked-chr_5.1-processed-gene-15.32-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-15.32&CDS=1-747
672	OG0000672	YBR263W	genemark-chr_6.1-processed-gene-14.89-mRNA-1_1&gene=genemark-chr_6.1-processed-gene-14.89&CDS=1-1476
673	OG0000673	YBR265W	snap_masked-chr_7.1-processed-gene-4.5-mRNA-1_1&gene=snap_masked-chr_7.1-processed-gene-4.5&CDS=1-984
674	OG0000674	YBR267W	snap_masked-chr_1.1-processed-gene-12.75-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-12.75&CDS=1-1236
675	OG0000675	YBR268W	augustus_masked-chr_1.1-processed-gene-12.48-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-12.48&CDS=1-321
676	OG0000676	YBR269C	snap_masked-chr_4.1-processed-gene-17.19-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-17.19&CDS=1-402
677	OG0000677	YBR271W	snap_masked-chr_4.1-processed-gene-17.20-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-17.20&CDS=1-1230
678	OG0000678	YBR274W	genemark-chr_6.1-processed-gene-16.6-mRNA-1_1&gene=genemark-chr_6.1-processed-gene-16.6&CDS=1-1623
679	OG0000679	YBR276C	augustus_masked-chr_5.1-processed-gene-16.14-mRNA-1_1&gene=augustus_masked-chr_5.1-processed-gene-16.14&CDS=1-3408
680	OG0000680	YBR279W	snap_masked-chr_4.1-processed-gene-9.32-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-9.32&CDS=1-1368
681	OG0000681	YBR280C	snap_masked-chr_3.1-processed-gene-7.12-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-7.12&CDS=1-1785
682	OG0000682	YBR281C	snap_masked-chr_1.1-processed-gene-10.9-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-10.9&CDS=1-3240
683	OG0000683	YBR282W	snap_masked-chr_3.1-processed-gene-6.99-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-6.99&CDS=1-498
684	OG0000684	YBR283C	augustus_masked-chr_1.1-processed-gene-10.99-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-10.99&CDS=1-1503
685	OG0000685	YBR286W	snap_masked-chr_4.1-processed-gene-11.10-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-11.10&CDS=1-1599
686	OG0000686	YBR287W	snap_masked-chr_6.1-processed-gene-11.4-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-11.4&CDS=1-1416
687	OG0000687	YBR288C	augustus_masked-chr_5.1-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-chr_5.1-processed-gene-1.112&CDS=1-1662
688	OG0000688	YBR289W	snap_masked-chr_1.2-processed-gene-6.78-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.78&CDS=1-2202
689	OG0000689	YBR290W	maker-chr_1.2-snap-gene-6.123-mRNA-1_1&gene=maker-chr_1.2-snap-gene-6.123&CDS=1-1302
690	OG0000690	YBR291C	snap_masked-chr_1.2-processed-gene-6.87-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-6.87&CDS=1-882
691	OG0000691	YBR293W	snap_masked-chr_8.1-processed-gene-0.64-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-0.64&CDS=1-1692
692	OG0000692	YBR296C	snap_masked-chr_1.1-processed-gene-17.92-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-17.92&CDS=1-1746
693	OG0000693	YCL002C	snap_masked-chr_8.1-processed-gene-8.52-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.52&CDS=1-843
694	OG0000694	YCL004W	snap_masked-chr_8.1-processed-gene-8.15-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.15&CDS=1-1677
695	OG0000695	YCL005W-A	snap_masked-chr_1.1-processed-gene-9.13-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-9.13&CDS=1-216
696	OG0000696	YCL008C	augustus_masked-chr_1.1-processed-gene-9.109-mRNA-1_1&gene=augustus_masked-chr_1.1-processed-gene-9.109&CDS=1-2166
697	OG0000697	YCL009C	snap_masked-chr_1.1-processed-gene-15.80-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-15.80&CDS=1-909
698	OG0000698	YCL010C	snap_masked-chr_8.1-processed-gene-8.16-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.16&CDS=1-852
699	OG0000699	YCL012C	snap_masked-chr_8.1-processed-gene-8.18-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.18&CDS=1-492
700	OG0000700	YCL014W	snap_masked-chr_8.1-processed-gene-8.19-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.19&CDS=1-4500
701	OG0000701	YCL017C	maker-chr_8.1-snap-gene-8.76-mRNA-1_1&gene=maker-chr_8.1-snap-gene-8.76&CDS=1-1479
702	OG0000702	YCL018W	snap_masked-chr_8.1-processed-gene-8.53-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.53&CDS=1-1119
703	OG0000703	YCL027W	augustus_masked-chr_1.2-processed-gene-7.7-mRNA-1_1&gene=augustus_masked-chr_1.2-processed-gene-7.7&CDS=1-1254
704	OG0000704	YCL029C	snap_masked-chr_1.1-processed-gene-0.16-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-0.16&CDS=1-1695
705	OG0000705	YCL030C	snap_masked-chr_4.1-processed-gene-0.79-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-0.79&CDS=1-2601
706	OG0000706	YCL031C	snap_masked-chr_2.1-processed-gene-5.17-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-5.17&CDS=1-873
707	OG0000707	YCL032W	snap_masked-chr_1.2-processed-gene-3.6-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-3.6&CDS=1-1371
708	OG0000708	YCL033C	snap_masked-chr_1.1-processed-gene-19.10-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-19.10&CDS=1-399
709	OG0000709	YCL034W	snap_masked-chr_4.1-processed-gene-12.100-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-12.100&CDS=1-1500
710	OG0000710	YCL039W	snap_masked-chr_3.1-processed-gene-17.145-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-17.145&CDS=1-2571
711	OG0000711	YCL043C	snap_masked-chr_3.1-processed-gene-17.115-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-17.115&CDS=1-1665
712	OG0000712	YCL044C	snap_masked-chr_2.1-processed-gene-4.11-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-4.11&CDS=1-1170
713	OG0000713	YCL045C	augustus_masked-chr_7.1-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-chr_7.1-processed-gene-6.75&CDS=1-2676
714	OG0000714	YCL047C	snap_masked-chr_1.2-processed-gene-8.12-mRNA-1_1&gene=snap_masked-chr_1.2-processed-gene-8.12&CDS=1-831
715	OG0000715	YCL054W	snap_masked-chr_6.1-processed-gene-8.96-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-8.96&CDS=1-2493
716	OG0000716	YCL055W	augustus_masked-chr_3.1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-chr_3.1-processed-gene-2.90&CDS=1-1155
717	OG0000717	YCL057C-A	snap_masked-chr_3.1-processed-gene-13.94-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-13.94&CDS=1-252
718	OG0000718	YCL057W	snap_masked-chr_1.1-processed-gene-11.18-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-11.18&CDS=1-2061
719	OG0000719	YCL059C	snap_masked-chr_2.1-processed-gene-7.6-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-7.6&CDS=1-1068
720	OG0000720	YCL061C	snap_masked-chr_2.1-processed-gene-7.2-mRNA-1_1&gene=snap_masked-chr_2.1-processed-gene-7.2&CDS=1-3897
721	OG0000721	YCR002C	snap_masked-chr_8.1-processed-gene-5.1-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-5.1&CDS=1-1035
722	OG0000722	YCR003W	snap_masked-chr_8.1-processed-gene-5.5-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-5.5&CDS=1-567
723	OG0000723	YCR009C	snap_masked-chr_8.1-processed-gene-8.45-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-8.45&CDS=1-792
724	OG0000724	YCR011C	snap_masked-chr_6.1-processed-gene-12.0-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-12.0&CDS=1-3099
725	OG0000725	YCR012W	snap_masked-chr_5.1-processed-gene-2.100-mRNA-1_1&gene=snap_masked-chr_5.1-processed-gene-2.100&CDS=1-1248
726	OG0000726	YCR015C	snap_masked-chr_1.1-processed-gene-1.76-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-1.76&CDS=1-840
727	OG0000727	YCR016W	snap_masked-chr_1.1-processed-gene-1.94-mRNA-1_1&gene=snap_masked-chr_1.1-processed-gene-1.94&CDS=1-843
728	OG0000728	YCR017C	snap_masked-chr_8.1-processed-gene-7.97-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-7.97&CDS=1-2904
729	OG0000729	YCR019W	snap_masked-chr_3.1-processed-gene-6.96-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-6.96&CDS=1-1059
730	OG0000730	YCR020C	snap_masked-chr_3.1-processed-gene-12.83-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-12.83&CDS=1-693
731	OG0000731	YCR020C-A	snap_masked-chr_6.1-processed-gene-3.23-mRNA-1_1&gene=snap_masked-chr_6.1-processed-gene-3.23&CDS=1-276
732	OG0000732	YCR021C	snap_masked-chr_4.1-processed-gene-16.114-mRNA-1_1&gene=snap_masked-chr_4.1-processed-gene-16.114&CDS=1-978
733	OG0000733	YCR023C	snap_masked-chr_3.1-processed-gene-6.97-mRNA-1_1&gene=snap_masked-chr_3.1-processed-gene-6.97&CDS=1-1872
734	OG0000734	YCR024C	genemark-chr_6.1-processed-gene-13.28-mRNA-1_1&gene=genemark-chr_6.1-processed-gene-13.28&CDS=1-1779
735	OG0000735	YCR027C	snap_masked-chr_8.1-processed-gene-1.87-mRNA-1_1&gene=snap_masked-chr_8.1-processed-gene-1.87&CDS=1-546
