	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034613_Saturnispora_serradocipensis
554	OG0000554	YBR106W	genemark-flattened_line_4-processed-gene-3.252-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.252&CDS=1-573
555	OG0000555	YBR109C	genemark-flattened_line_16-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.80&CDS=1-447
556	OG0000556	YBR110W	genemark-flattened_line_56-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.94&CDS=1-1296
557	OG0000557	YBR111C	augustus_masked-flattened_line_8-processed-gene-2.130-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.130&CDS=1-630
558	OG0000558	YBR111W-A	augustus_masked-flattened_line_8-processed-gene-2.172-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.172&CDS=1-276
559	OG0000559	YBR112C	augustus_masked-flattened_line_8-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.129&CDS=1-2436
560	OG0000560	YBR114W	genemark-flattened_line_0-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.16&CDS=1-2427
561	OG0000561	YBR115C	genemark-flattened_line_90-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.9&CDS=1-4098
562	OG0000562	YBR120C	genemark-flattened_line_22-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.40&CDS=1-474
563	OG0000563	YBR121C	genemark-flattened_line_6-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.86&CDS=1-1953
564	OG0000564	YBR122C	genemark-flattened_line_4-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.51&CDS=1-540
565	OG0000565	YBR123C	genemark-flattened_line_16-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.102&CDS=1-1677
566	OG0000566	YBR126C	genemark-flattened_line_60-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.116&CDS=1-1395
567	OG0000567	YBR127C	snap_masked-flattened_line_72-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.44&CDS=1-1503
568	OG0000568	YBR132C	genemark-flattened_line_4-processed-gene-3.221-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.221&CDS=1-1728
569	OG0000569	YBR133C	snap_masked-flattened_line_4-processed-gene-3.0-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.0&CDS=1-1857
570	OG0000570	YBR135W	augustus_masked-flattened_line_4-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.93&CDS=1-342
571	OG0000571	YBR136W	maker-flattened_line_4-snap-gene-3.272-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.272&CDS=1-7032
572	OG0000572	YBR141C	genemark-flattened_line_8-processed-gene-2.19-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.19&CDS=1-978
573	OG0000573	YBR142W	genemark-flattened_line_8-processed-gene-2.67-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.67&CDS=1-2364
574	OG0000574	YBR143C	genemark-flattened_line_8-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.18&CDS=1-1287
575	OG0000575	YBR146W	genemark-flattened_line_12-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.85&CDS=1-954
576	OG0000576	YBR151W	genemark-flattened_line_6-processed-gene-3.19-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.19&CDS=1-918
577	OG0000577	YBR153W	genemark-flattened_line_12-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.1&CDS=1-729
578	OG0000578	YBR154C	snap_masked-flattened_line_12-processed-gene-1.197-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.197&CDS=1-642
579	OG0000579	YBR155W	genemark-flattened_line_6-processed-gene-1.145-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.145&CDS=1-1194
580	OG0000580	YBR158W	snap_masked-flattened_line_8-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.84&CDS=1-1500
581	OG0000581	YBR160W	maker-flattened_line_28-augustus-gene-0.100-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.100&CDS=1-1992
582	OG0000582	YBR162C	genemark-flattened_line_12-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.85&CDS=1-1428
583	OG0000583	YBR163W	augustus_masked-flattened_line_32-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.186&CDS=1-1944
584	OG0000584	YBR166C	genemark-flattened_line_18-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.80&CDS=1-1344
585	OG0000585	YBR167C	genemark-flattened_line_112-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.4&CDS=1-474
586	OG0000586	YBR170C	genemark-flattened_line_36-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.53&CDS=1-1770
587	OG0000587	YBR171W	genemark-flattened_line_124-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.9&CDS=1-669
588	OG0000588	YBR173C	genemark-flattened_line_90-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.16&CDS=1-453
589	OG0000589	YBR175W	augustus_masked-flattened_line_46-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.3&CDS=1-918
590	OG0000590	YBR176W	augustus_masked-flattened_line_0-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.94&CDS=1-1410
591	OG0000591	YBR179C	genemark-flattened_line_88-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.73&CDS=1-2544
592	OG0000592	YBR185C	genemark-flattened_line_2-processed-gene-2.21-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.21&CDS=1-792
593	OG0000593	YBR186W	snap_masked-flattened_line_20-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.38&CDS=1-1443
594	OG0000594	YBR192W	augustus_masked-flattened_line_26-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.107&CDS=1-1668
595	OG0000595	YBR193C	genemark-flattened_line_26-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.48&CDS=1-651
596	OG0000596	YBR195C	genemark-flattened_line_24-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.109&CDS=1-1356
597	OG0000597	YBR196C	genemark-flattened_line_8-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.21&CDS=1-1638
598	OG0000598	YBR198C	genemark-flattened_line_8-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.19&CDS=1-2157
599	OG0000599	YBR200W	genemark-flattened_line_4-processed-gene-3.266-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.266&CDS=1-1869
600	OG0000600	YBR202W	snap_masked-flattened_line_6-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.9&CDS=1-2388
601	OG0000601	YBR203W	augustus_masked-flattened_line_48-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.172&CDS=1-2403
602	OG0000602	YBR204C	genemark-flattened_line_6-processed-gene-2.53-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.53&CDS=1-1857
603	OG0000603	YBR208C	augustus_masked-flattened_line_0-processed-gene-6.121-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.121&CDS=1-5481
604	OG0000604	YBR212W	genemark-flattened_line_6-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.123&CDS=1-1626
605	OG0000605	YBR213W	maker-flattened_line_6-augustus-gene-1.97-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-1.97&CDS=1-909
606	OG0000606	YBR215W	snap_masked-flattened_line_14-processed-gene-1.72-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.72&CDS=1-1200
607	OG0000607	YBR218C	genemark-flattened_line_74-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.29&CDS=1-3543
608	OG0000608	YBR220C	genemark-flattened_line_74-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.25&CDS=1-1668
609	OG0000609	YBR221C	genemark-flattened_line_32-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.56&CDS=1-1110
610	OG0000610	YBR223C	genemark-flattened_line_50-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.148&CDS=1-1761
611	OG0000611	YBR228W	genemark-flattened_line_16-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.112&CDS=1-840
612	OG0000612	YBR229C	genemark-flattened_line_0-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.56&CDS=1-2775
613	OG0000613	YBR231C	genemark-flattened_line_60-processed-gene-0.125-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.125&CDS=1-888
614	OG0000614	YBR234C	genemark-flattened_line_74-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.16&CDS=1-1068
615	OG0000615	YBR235W	genemark-flattened_line_18-processed-gene-1.24-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.24&CDS=1-3402
616	OG0000616	YBR236C	genemark-flattened_line_30-processed-gene-0.227-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.227&CDS=1-1263
617	OG0000617	YBR239C	genemark-flattened_line_12-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.82&CDS=1-1281
618	OG0000618	YBR243C	genemark-flattened_line_12-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.95&CDS=1-1320
619	OG0000619	YBR245C	augustus_masked-flattened_line_2-processed-gene-7.113-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.113&CDS=1-6354
620	OG0000620	YBR246W	genemark-flattened_line_34-processed-gene-0.209-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.209&CDS=1-1032
621	OG0000621	YBR247C	genemark-flattened_line_38-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.49&CDS=1-1482
622	OG0000622	YBR248C	maker-flattened_line_38-snap-gene-0.78-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-0.78&CDS=1-2712
623	OG0000623	YBR251W	genemark-flattened_line_32-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.37&CDS=1-921
624	OG0000624	YBR254C	genemark-flattened_line_8-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.62&CDS=1-426
625	OG0000625	YBR255C-A	genemark-flattened_line_8-processed-gene-2.21-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.21&CDS=1-417
626	OG0000626	YBR255W	augustus_masked-flattened_line_8-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.154&CDS=1-1362
627	OG0000627	YBR256C	genemark-flattened_line_12-processed-gene-1.74-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.74&CDS=1-696
628	OG0000628	YBR257W	genemark-flattened_line_0-processed-gene-7.29-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-7.29&CDS=1-834
629	OG0000629	YBR260C	genemark-flattened_line_78-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.91&CDS=1-1926
630	OG0000630	YBR261C	genemark-flattened_line_4-processed-gene-1.110-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.110&CDS=1-720
631	OG0000631	YBR265W	augustus_masked-flattened_line_106-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.55&CDS=1-933
632	OG0000632	YBR268W	snap_masked-flattened_line_4-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.51&CDS=1-204
633	OG0000633	YBR269C	genemark-flattened_line_2-processed-gene-6.110-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.110&CDS=1-378
634	OG0000634	YBR271W	augustus_masked-flattened_line_94-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.57&CDS=1-1230
635	OG0000635	YBR274W	genemark-flattened_line_0-processed-gene-6.19-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.19&CDS=1-1641
636	OG0000636	YBR279W	genemark-flattened_line_2-processed-gene-3.4-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.4&CDS=1-1194
637	OG0000637	YBR281C	genemark-flattened_line_22-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.85&CDS=1-2952
638	OG0000638	YBR282W	genemark-flattened_line_0-processed-gene-2.153-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.153&CDS=1-435
639	OG0000639	YBR283C	genemark-flattened_line_4-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.126&CDS=1-1458
640	OG0000640	YBR286W	genemark-flattened_line_30-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.170&CDS=1-1491
641	OG0000641	YBR287W	maker-flattened_line_6-snap-gene-3.89-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.89&CDS=1-1977
642	OG0000642	YBR288C	augustus_masked-flattened_line_8-processed-gene-2.171-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.171&CDS=1-1953
643	OG0000643	YBR289W	maker-flattened_line_10-augustus-gene-1.87-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.87&CDS=1-2412
644	OG0000644	YBR291C	genemark-flattened_line_10-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.119&CDS=1-864
645	OG0000645	YBR296C	genemark-flattened_line_18-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.21&CDS=1-1800
646	OG0000646	YCL001W	genemark-flattened_line_56-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.100&CDS=1-567
647	OG0000647	YCL004W	augustus_masked-flattened_line_46-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.29&CDS=1-1677
648	OG0000648	YCL005W-A	snap_masked-flattened_line_0-processed-gene-6.93-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.93&CDS=1-207
649	OG0000649	YCL008C	augustus_masked-flattened_line_0-processed-gene-6.119-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.119&CDS=1-1041
650	OG0000650	YCL009C	augustus_masked-flattened_line_34-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.55&CDS=1-897
651	OG0000651	YCL010C	genemark-flattened_line_60-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.101&CDS=1-852
652	OG0000652	YCL014W	genemark-flattened_line_46-processed-gene-0.185-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.185&CDS=1-4104
653	OG0000653	YCL017C	genemark-flattened_line_28-processed-gene-0.71-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.71&CDS=1-1332
654	OG0000654	YCL018W	genemark-flattened_line_28-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.29&CDS=1-1092
655	OG0000655	YCL029C	genemark-flattened_line_0-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.43&CDS=1-1029
656	OG0000656	YCL030C	genemark-flattened_line_0-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.17&CDS=1-2502
657	OG0000657	YCL031C	genemark-flattened_line_6-processed-gene-3.20-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.20&CDS=1-852
658	OG0000658	YCL032W	genemark-flattened_line_6-processed-gene-3.63-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.63&CDS=1-822
659	OG0000659	YCL033C	genemark-flattened_line_6-processed-gene-2.36-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.36&CDS=1-411
660	OG0000660	YCL038C	genemark-flattened_line_74-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.21&CDS=1-1521
661	OG0000661	YCL043C	genemark-flattened_line_74-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.6&CDS=1-1569
662	OG0000662	YCL045C	augustus_masked-flattened_line_28-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.163&CDS=1-2436
663	OG0000663	YCL054W	genemark-flattened_line_74-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.34&CDS=1-2556
664	OG0000664	YCL055W	genemark-flattened_line_72-processed-gene-0.121-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.121&CDS=1-1155
665	OG0000665	YCL057C-A	augustus_masked-flattened_line_10-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.76&CDS=1-228
666	OG0000666	YCL057W	genemark-flattened_line_6-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.108&CDS=1-2019
667	OG0000667	YCL059C	genemark-flattened_line_60-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.90&CDS=1-1098
668	OG0000668	YCL061C	genemark-flattened_line_60-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.89&CDS=1-3612
669	OG0000669	YCL075W	snap_masked-flattened_line_225-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_225-processed-gene-0.1&CDS=1-1614
670	OG0000670	YCR002C	genemark-flattened_line_28-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.32&CDS=1-1011
671	OG0000671	YCR003W	genemark-flattened_line_28-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.73&CDS=1-504
672	OG0000672	YCR008W	augustus_masked-flattened_line_46-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.30&CDS=1-1887
673	OG0000673	YCR009C	genemark-flattened_line_0-processed-gene-6.39-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.39&CDS=1-789
674	OG0000674	YCR011C	genemark-flattened_line_10-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.95&CDS=1-2988
675	OG0000675	YCR012W	genemark-flattened_line_16-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.75&CDS=1-1248
676	OG0000676	YCR016W	snap_masked-flattened_line_12-processed-gene-1.273-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.273&CDS=1-615
677	OG0000677	YCR017C	genemark-flattened_line_40-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.56&CDS=1-2880
678	OG0000678	YCR019W	snap_masked-flattened_line_12-processed-gene-1.214-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.214&CDS=1-930
679	OG0000679	YCR028C-A	genemark-flattened_line_2-processed-gene-6.131-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.131&CDS=1-390
680	OG0000680	YCR030C	genemark-flattened_line_28-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.41&CDS=1-2733
681	OG0000681	YCR032W	snap_masked-flattened_line_32-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.87&CDS=1-5826
682	OG0000682	YCR033W	genemark-flattened_line_0-processed-gene-9.15-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.15&CDS=1-3822
683	OG0000683	YCR034W	genemark-flattened_line_2-processed-gene-4.54-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.54&CDS=1-1026
684	OG0000684	YCR035C	augustus_masked-flattened_line_32-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.180&CDS=1-3954
685	OG0000685	YCR036W	genemark-flattened_line_66-processed-gene-0.118-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.118&CDS=1-1029
686	OG0000686	YCR042C	snap_masked-flattened_line_4-processed-gene-3.4-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.4&CDS=1-5181
687	OG0000687	YCR045C	genemark-flattened_line_44-processed-gene-0.143-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.143&CDS=1-1179
688	OG0000688	YCR046C	maker-flattened_line_106-augustus-gene-0.34-mRNA-1_1&gene=maker-flattened_line_106-augustus-gene-0.34&CDS=1-2715
689	OG0000689	YCR047C	genemark-flattened_line_4-processed-gene-3.193-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.193&CDS=1-828
690	OG0000690	YCR051W	genemark-flattened_line_4-processed-gene-3.236-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.236&CDS=1-657
691	OG0000691	YCR053W	genemark-flattened_line_78-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.103&CDS=1-1533
692	OG0000692	YCR054C	genemark-flattened_line_0-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.47&CDS=1-1614
693	OG0000693	YCR057C	genemark-flattened_line_0-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.120&CDS=1-2760
694	OG0000694	YCR059C	genemark-flattened_line_0-processed-gene-2.119-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.119&CDS=1-1032
695	OG0000695	YCR060W	genemark-flattened_line_0-processed-gene-2.121-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.121&CDS=1-888
