	OrthologID	Saccharomyces_cerevisiae	Torulaspora_delbrueckii
471	OG0000471	YBR177C	snap_masked-scaffold_1-processed-gene-9.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.74&CDS=1-1359
472	OG0000472	YBR179C	snap_masked-scaffold_1-processed-gene-9.73-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.73&CDS=1-2541
473	OG0000473	YBR182C	snap_masked-scaffold_1-processed-gene-9.70-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.70&CDS=1-1452
474	OG0000474	YBR185C	snap_masked-scaffold_1-processed-gene-9.66-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.66&CDS=1-816
475	OG0000475	YBR186W	maker-scaffold_2-snap-gene-5.4-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.4&CDS=1-2637
476	OG0000476	YBR192W	snap_masked-scaffold_2-processed-gene-5.111-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.111&CDS=1-1107
477	OG0000477	YBR193C	snap_masked-scaffold_2-processed-gene-5.135-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.135&CDS=1-654
478	OG0000478	YBR194W	snap_masked-scaffold_2-processed-gene-5.112-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.112&CDS=1-216
479	OG0000479	YBR195C	snap_masked-scaffold_2-processed-gene-5.137-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.137&CDS=1-1236
480	OG0000480	YBR196C	snap_masked-scaffold_2-processed-gene-5.138-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.138&CDS=1-1665
481	OG0000481	YBR198C	snap_masked-scaffold_2-processed-gene-5.140-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.140&CDS=1-2493
482	OG0000482	YBR199W	snap_masked-scaffold_2-processed-gene-5.115-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.115&CDS=1-1356
483	OG0000483	YBR200W	snap_masked-scaffold_2-processed-gene-5.117-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.117&CDS=1-1605
484	OG0000484	YBR201C-A	snap_masked-scaffold_2-processed-gene-5.144-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.144&CDS=1-219
485	OG0000485	YBR201W	genemark-scaffold_2-processed-gene-5.26-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-5.26&CDS=1-639
486	OG0000486	YBR202W	snap_masked-scaffold_2-processed-gene-5.119-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.119&CDS=1-2535
487	OG0000487	YBR204C	snap_masked-scaffold_2-processed-gene-5.146-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.146&CDS=1-1041
488	OG0000488	YBR208C	snap_masked-scaffold_2-processed-gene-5.147-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.147&CDS=1-5490
489	OG0000489	YBR211C	snap_masked-scaffold_7-processed-gene-6.33-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.33&CDS=1-915
490	OG0000490	YBR212W	snap_masked-scaffold_7-processed-gene-6.52-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.52&CDS=1-1851
491	OG0000491	YBR213W	snap_masked-scaffold_7-processed-gene-6.51-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.51&CDS=1-819
492	OG0000492	YBR215W	maker-scaffold_7-snap-gene-6.114-mRNA-1_1&gene=maker-scaffold_7-snap-gene-6.114&CDS=1-1743
493	OG0000493	YBR217W	snap_masked-scaffold_7-processed-gene-6.48-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.48&CDS=1-627
494	OG0000494	YBR220C	snap_masked-scaffold_7-processed-gene-6.24-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.24&CDS=1-1656
495	OG0000495	YBR221C	snap_masked-scaffold_7-processed-gene-6.23-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.23&CDS=1-1077
496	OG0000496	YBR222C	snap_masked-scaffold_7-processed-gene-6.22-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.22&CDS=1-1614
497	OG0000497	YBR223C	snap_masked-scaffold_7-processed-gene-6.21-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.21&CDS=1-1575
498	OG0000498	YBR225W	snap_masked-scaffold_7-processed-gene-6.45-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.45&CDS=1-2487
499	OG0000499	YBR227C	snap_masked-scaffold_7-processed-gene-6.19-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.19&CDS=1-1533
500	OG0000500	YBR228W	snap_masked-scaffold_7-processed-gene-6.44-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.44&CDS=1-930
501	OG0000501	YBR229C	snap_masked-scaffold_7-processed-gene-6.18-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-6.18&CDS=1-2766
502	OG0000502	YBR230C	maker-scaffold_7-snap-gene-6.112-mRNA-1_1&gene=maker-scaffold_7-snap-gene-6.112&CDS=1-477
503	OG0000503	YBR231C	snap_masked-scaffold_1-processed-gene-3.66-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.66&CDS=1-891
504	OG0000504	YBR233W	snap_masked-scaffold_1-processed-gene-3.90-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.90&CDS=1-1290
505	OG0000505	YBR233W-A	snap_masked-scaffold_1-processed-gene-3.65-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.65&CDS=1-252
506	OG0000506	YBR234C	snap_masked-scaffold_1-processed-gene-3.62-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-3.62&CDS=1-1140
507	OG0000507	YBR235W	snap_masked-scaffold_2-processed-gene-7.109-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.109&CDS=1-3321
508	OG0000508	YBR236C	snap_masked-scaffold_2-processed-gene-7.82-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.82&CDS=1-1260
509	OG0000509	YBR237W	snap_masked-scaffold_2-processed-gene-7.108-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.108&CDS=1-2541
510	OG0000510	YBR238C	snap_masked-scaffold_2-processed-gene-7.80-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.80&CDS=1-2076
511	OG0000511	YBR239C	snap_masked-scaffold_2-processed-gene-7.79-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.79&CDS=1-1473
512	OG0000512	YBR240C	snap_masked-scaffold_2-processed-gene-7.78-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.78&CDS=1-1263
513	OG0000513	YBR241C	snap_masked-scaffold_2-processed-gene-7.77-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.77&CDS=1-1497
514	OG0000514	YBR243C	snap_masked-scaffold_2-processed-gene-7.76-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.76&CDS=1-1335
515	OG0000515	YBR247C	snap_masked-scaffold_2-processed-gene-7.71-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.71&CDS=1-1398
516	OG0000516	YBR248C	maker-scaffold_2-augustus-gene-7.183-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.183&CDS=1-2670
517	OG0000517	YBR250W	augustus_masked-scaffold_6-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-3.32&CDS=1-1629
518	OG0000518	YBR251W	snap_masked-scaffold_8-processed-gene-4.107-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.107&CDS=1-924
519	OG0000519	YBR253W	snap_masked-scaffold_8-processed-gene-4.106-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.106&CDS=1-369
520	OG0000520	YBR254C	snap_masked-scaffold_8-processed-gene-4.85-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.85&CDS=1-528
521	OG0000521	YBR255W	snap_masked-scaffold_8-processed-gene-4.104-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.104&CDS=1-1683
522	OG0000522	YBR256C	snap_masked-scaffold_8-processed-gene-4.83-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-4.83&CDS=1-711
523	OG0000523	YBR257W	snap_masked-scaffold_4-processed-gene-4.37-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.37&CDS=1-831
524	OG0000524	YBR258C	snap_masked-scaffold_4-processed-gene-4.15-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.15&CDS=1-384
525	OG0000525	YBR259W	snap_masked-scaffold_4-processed-gene-4.36-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.36&CDS=1-1815
526	OG0000526	YBR260C	snap_masked-scaffold_4-processed-gene-4.14-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.14&CDS=1-2058
527	OG0000527	YBR261C	snap_masked-scaffold_4-processed-gene-4.13-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.13&CDS=1-693
528	OG0000528	YBR262C	snap_masked-scaffold_4-processed-gene-4.12-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.12&CDS=1-291
529	OG0000529	YBR264C	snap_masked-scaffold_4-processed-gene-4.11-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.11&CDS=1-606
530	OG0000530	YBR268W	snap_masked-scaffold_4-processed-gene-3.124-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.124&CDS=1-300
531	OG0000531	YBR269C	snap_masked-scaffold_4-processed-gene-3.150-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.150&CDS=1-375
532	OG0000532	YBR271W	snap_masked-scaffold_4-processed-gene-3.128-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.128&CDS=1-1215
533	OG0000533	YBR272C	snap_masked-scaffold_4-processed-gene-3.131-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.131&CDS=1-1443
534	OG0000534	YBR273C	snap_masked-scaffold_4-processed-gene-4.9-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.9&CDS=1-1284
535	OG0000535	YBR274W	genemark-scaffold_4-processed-gene-4.111-mRNA-1_1&gene=genemark-scaffold_4-processed-gene-4.111&CDS=1-1581
536	OG0000536	YBR275C	snap_masked-scaffold_4-processed-gene-4.10-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.10&CDS=1-4827
537	OG0000537	YBR276C	snap_masked-scaffold_4-processed-gene-3.119-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.119&CDS=1-2481
538	OG0000538	YBR279W	snap_masked-scaffold_4-processed-gene-3.145-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.145&CDS=1-1296
539	OG0000539	YBR281C	maker-scaffold_4-augustus-gene-3.53-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-3.53&CDS=1-4404
540	OG0000540	YBR282W	snap_masked-scaffold_4-processed-gene-3.142-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.142&CDS=1-435
541	OG0000541	YBR283C	augustus_masked-scaffold_4-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.70&CDS=1-1467
542	OG0000542	YBR285W	augustus_masked-scaffold_4-processed-gene-3.89-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-3.89&CDS=1-405
543	OG0000543	YBR286W	snap_masked-scaffold_4-processed-gene-3.138-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.138&CDS=1-1620
544	OG0000544	YBR287W	snap_masked-scaffold_4-processed-gene-3.137-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.137&CDS=1-1263
545	OG0000545	YBR288C	snap_masked-scaffold_1-processed-gene-5.154-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.154&CDS=1-1488
546	OG0000546	YBR289W	snap_masked-scaffold_1-processed-gene-5.131-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.131&CDS=1-2421
547	OG0000547	YBR290W	snap_masked-scaffold_1-processed-gene-5.132-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.132&CDS=1-894
548	OG0000548	YBR291C	snap_masked-scaffold_1-processed-gene-5.155-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-5.155&CDS=1-891
549	OG0000549	YBR294W	snap_masked-scaffold_6-processed-gene-7.54-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-7.54&CDS=1-2601
550	OG0000550	YBR296C	snap_masked-scaffold_4-processed-gene-0.89-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-0.89&CDS=1-1734
551	OG0000551	YCL004W	snap_masked-scaffold_2-processed-gene-10.99-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.99&CDS=1-1452
552	OG0000552	YCL009C	snap_masked-scaffold_2-processed-gene-10.108-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.108&CDS=1-900
553	OG0000553	YCL010C	snap_masked-scaffold_2-processed-gene-10.107-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.107&CDS=1-795
554	OG0000554	YCL012C	maker-scaffold_2-snap-gene-10.170-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.170&CDS=1-402
555	OG0000555	YCL014W	snap_masked-scaffold_2-processed-gene-10.85-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.85&CDS=1-4605
556	OG0000556	YCL016C	genemark-scaffold_2-processed-gene-10.159-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.159&CDS=1-1125
557	OG0000557	YCL017C	snap_masked-scaffold_2-processed-gene-10.103-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.103&CDS=1-1488
558	OG0000558	YCL018W	maker-scaffold_2-augustus-gene-10.4-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.4&CDS=1-2049
559	OG0000559	YCL026C-B	snap_masked-scaffold_3-processed-gene-11.209-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.209&CDS=1-576
560	OG0000560	YCL027W	snap_masked-scaffold_3-processed-gene-11.262-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.262&CDS=1-1413
561	OG0000561	YCL028W	snap_masked-scaffold_3-processed-gene-11.263-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.263&CDS=1-1143
562	OG0000562	YCL029C	snap_masked-scaffold_3-processed-gene-11.211-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.211&CDS=1-1410
563	OG0000563	YCL030C	snap_masked-scaffold_3-processed-gene-11.212-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.212&CDS=1-2430
564	OG0000564	YCL031C	snap_masked-scaffold_3-processed-gene-11.214-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.214&CDS=1-885
565	OG0000565	YCL032W	snap_masked-scaffold_3-processed-gene-11.264-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.264&CDS=1-945
566	OG0000566	YCL033C	augustus_masked-scaffold_3-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.127&CDS=1-474
567	OG0000567	YCL034W	snap_masked-scaffold_3-processed-gene-11.266-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.266&CDS=1-996
568	OG0000568	YCL035C	genemark-scaffold_3-processed-gene-11.30-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.30&CDS=1-429
569	OG0000569	YCL037C	snap_masked-scaffold_3-processed-gene-11.217-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.217&CDS=1-1308
570	OG0000570	YCL038C	snap_masked-scaffold_3-processed-gene-11.218-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.218&CDS=1-1548
571	OG0000571	YCL043C	maker-scaffold_3-augustus-gene-11.94-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-11.94&CDS=1-2844
572	OG0000572	YCL045C	snap_masked-scaffold_3-processed-gene-11.222-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.222&CDS=1-2208
573	OG0000573	YCL047C	snap_masked-scaffold_3-processed-gene-11.224-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.224&CDS=1-780
574	OG0000574	YCL048W	snap_masked-scaffold_3-processed-gene-11.271-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.271&CDS=1-1476
575	OG0000575	YCL050C	snap_masked-scaffold_3-processed-gene-11.230-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.230&CDS=1-954
576	OG0000576	YCL051W	snap_masked-scaffold_3-processed-gene-11.275-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.275&CDS=1-1443
577	OG0000577	YCL052C	snap_masked-scaffold_3-processed-gene-11.232-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.232&CDS=1-1245
578	OG0000578	YCL054W	snap_masked-scaffold_3-processed-gene-11.276-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.276&CDS=1-2487
579	OG0000579	YCL055W	snap_masked-scaffold_3-processed-gene-11.277-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.277&CDS=1-927
580	OG0000580	YCL057C-A	snap_masked-scaffold_3-processed-gene-11.234-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.234&CDS=1-258
581	OG0000581	YCL058W-A	snap_masked-scaffold_3-processed-gene-11.279-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.279&CDS=1-333
582	OG0000582	YCL059C	snap_masked-scaffold_3-processed-gene-11.235-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.235&CDS=1-1050
583	OG0000583	YCL061C	snap_masked-scaffold_3-processed-gene-11.236-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.236&CDS=1-2823
584	OG0000584	YCL063W	snap_masked-scaffold_3-processed-gene-11.280-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.280&CDS=1-1278
585	OG0000585	YCR002C	snap_masked-scaffold_2-processed-gene-10.79-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.79&CDS=1-987
586	OG0000586	YCR003W	snap_masked-scaffold_2-processed-gene-10.96-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.96&CDS=1-549
587	OG0000587	YCR004C	snap_masked-scaffold_2-processed-gene-10.78-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.78&CDS=1-723
588	OG0000588	YCR008W	snap_masked-scaffold_2-processed-gene-10.94-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.94&CDS=1-1725
589	OG0000589	YCR009C	snap_masked-scaffold_2-processed-gene-10.76-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.76&CDS=1-795
590	OG0000590	YCR011C	snap_masked-scaffold_2-processed-gene-10.72-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.72&CDS=1-3108
591	OG0000591	YCR012W	snap_masked-scaffold_2-processed-gene-10.92-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.92&CDS=1-1248
592	OG0000592	YCR014C	snap_masked-scaffold_2-processed-gene-10.71-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.71&CDS=1-1734
593	OG0000593	YCR015C	snap_masked-scaffold_2-processed-gene-10.70-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.70&CDS=1-912
594	OG0000594	YCR016W	snap_masked-scaffold_2-processed-gene-10.90-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.90&CDS=1-816
595	OG0000595	YCR017C	snap_masked-scaffold_2-processed-gene-10.69-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.69&CDS=1-2970
596	OG0000596	YCR019W	snap_masked-scaffold_2-processed-gene-10.61-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.61&CDS=1-1092
597	OG0000597	YCR020C	snap_masked-scaffold_2-processed-gene-10.65-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.65&CDS=1-645
598	OG0000598	YCR020C-A	snap_masked-scaffold_2-processed-gene-10.88-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.88&CDS=1-270
599	OG0000599	YCR021C	snap_masked-scaffold_2-processed-gene-2.53-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-2.53&CDS=1-1104
600	OG0000600	YCR024C	snap_masked-scaffold_2-processed-gene-9.48-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-9.48&CDS=1-1455
601	OG0000601	YCR026C	genemark-scaffold_2-processed-gene-10.119-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.119&CDS=1-1884
602	OG0000602	YCR027C	snap_masked-scaffold_2-processed-gene-10.64-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.64&CDS=1-603
603	OG0000603	YCR028C	snap_masked-scaffold_7-processed-gene-4.130-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-4.130&CDS=1-1467
604	OG0000604	YCR028C-A	snap_masked-scaffold_6-processed-gene-5.45-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.45&CDS=1-396
605	OG0000605	YCR030C	snap_masked-scaffold_6-processed-gene-5.46-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.46&CDS=1-2436
606	OG0000606	YCR032W	augustus_masked-scaffold_6-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.71&CDS=1-6369
607	OG0000607	YCR033W	augustus_masked-scaffold_6-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.72&CDS=1-3387
608	OG0000608	YCR034W	snap_masked-scaffold_3-processed-gene-10.52-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.52&CDS=1-1032
609	OG0000609	YCR035C	snap_masked-scaffold_3-processed-gene-10.77-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.77&CDS=1-1149
610	OG0000610	YCR036W	snap_masked-scaffold_3-processed-gene-10.53-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-10.53&CDS=1-1020
611	OG0000611	YCR042C	snap_masked-scaffold_3-processed-gene-11.247-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.247&CDS=1-4188
612	OG0000612	YCR043C	snap_masked-scaffold_3-processed-gene-11.248-mRNA-1_1&gene=snap_masked-scaffold_3-processed-gene-11.248&CDS=1-372
613	OG0000613	YCR044C	genemark-scaffold_3-processed-gene-11.58-mRNA-1_1&gene=genemark-scaffold_3-processed-gene-11.58&CDS=1-1725
614	OG0000614	YCR045C	snap_masked-scaffold_1-processed-gene-12.50-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.50&CDS=1-1308
615	OG0000615	YCR046C	snap_masked-scaffold_1-processed-gene-12.51-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.51&CDS=1-516
616	OG0000616	YCR047C	snap_masked-scaffold_1-processed-gene-12.52-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.52&CDS=1-810
617	OG0000617	YCR051W	snap_masked-scaffold_1-processed-gene-12.34-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.34&CDS=1-645
618	OG0000618	YCR053W	snap_masked-scaffold_1-processed-gene-13.133-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.133&CDS=1-1539
619	OG0000619	YCR054C	snap_masked-scaffold_1-processed-gene-13.137-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.137&CDS=1-1605
620	OG0000620	YCR057C	snap_masked-scaffold_1-processed-gene-13.138-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.138&CDS=1-2703
621	OG0000621	YCR059C	snap_masked-scaffold_1-processed-gene-13.139-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.139&CDS=1-786
622	OG0000622	YCR060W	snap_masked-scaffold_1-processed-gene-13.134-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.134&CDS=1-372
623	OG0000623	YCR061W	snap_masked-scaffold_1-processed-gene-13.135-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.135&CDS=1-1791
624	OG0000624	YCR063W	snap_masked-scaffold_1-processed-gene-13.136-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.136&CDS=1-468
625	OG0000625	YCR065W	snap_masked-scaffold_1-processed-gene-13.140-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.140&CDS=1-1416
626	OG0000626	YCR066W	snap_masked-scaffold_1-processed-gene-13.141-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.141&CDS=1-1224
627	OG0000627	YCR068W	augustus_masked-scaffold_1-processed-gene-13.80-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.80&CDS=1-3282
628	OG0000628	YCR072C	genemark-scaffold_1-processed-gene-13.43-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.43&CDS=1-1869
629	OG0000629	YCR075C	snap_masked-scaffold_1-processed-gene-13.176-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.176&CDS=1-807
630	OG0000630	YCR075W-A	augustus_masked-scaffold_1-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.84&CDS=1-240
631	OG0000631	YCR076C	augustus_masked-scaffold_1-processed-gene-13.110-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.110&CDS=1-852
632	OG0000632	YCR077C	snap_masked-scaffold_1-processed-gene-13.179-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.179&CDS=1-2496
633	OG0000633	YCR079W	snap_masked-scaffold_1-processed-gene-13.150-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.150&CDS=1-1386
634	OG0000634	YCR081W	snap_masked-scaffold_1-processed-gene-13.152-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.152&CDS=1-3984
635	OG0000635	YCR082W	snap_masked-scaffold_1-processed-gene-13.154-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.154&CDS=1-372
