	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041822_Dipodascus_geniculatus
288	OG0000288	YDL052C	genemark-flattened_line_56-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.47&CDS=1-819, genemark-flattened_line_88-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.78&CDS=1-849
289	OG0000289	YDL054C	genemark-flattened_line_24-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.65&CDS=1-1608, snap_masked-flattened_line_54-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.15&CDS=1-1416
290	OG0000290	YDL061C, YLR388W	genemark-flattened_line_12-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.111&CDS=1-168
291	OG0000291	YDL066W	genemark-flattened_line_18-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.87&CDS=1-1296, genemark-flattened_line_64-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.35&CDS=1-1236
292	OG0000292	YDL075W, YLR406C	genemark-flattened_line_36-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.93&CDS=1-357
293	OG0000293	YDL076C	augustus_masked-flattened_line_26-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-2.74&CDS=1-966, snap_masked-flattened_line_2-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.52&CDS=1-711
294	OG0000294	YDL082W, YMR142C	maker-flattened_line_0-snap-gene-4.52-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.52&CDS=1-606
295	OG0000295	YDL083C, YMR143W	genemark-flattened_line_30-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.72&CDS=1-441
296	OG0000296	YDL088C, YMR153W	snap_masked-flattened_line_78-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.29&CDS=1-1857
297	OG0000297	YDL091C	genemark-flattened_line_26-processed-gene-2.24-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.24&CDS=1-1515, snap_masked-flattened_line_2-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.70&CDS=1-1500
298	OG0000298	YDL095W	genemark-flattened_line_24-processed-gene-1.67-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.67&CDS=1-2508, genemark-flattened_line_26-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.16&CDS=1-3024
299	OG0000299	YDL109C, YGL144C	genemark-flattened_line_6-processed-gene-1.3-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.3&CDS=1-2646
300	OG0000300	YDL117W	genemark-flattened_line_36-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.150&CDS=1-3315, genemark-flattened_line_44-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.85&CDS=1-2958
301	OG0000301	YDL128W	genemark-flattened_line_156-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.39&CDS=1-1239, genemark-flattened_line_20-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.116&CDS=1-1218
302	OG0000302	YDL133W	genemark-flattened_line_12-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.129&CDS=1-1266, snap_masked-flattened_line_120-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_120-processed-gene-0.17&CDS=1-990
303	OG0000303	YDL136W, YDL191W	genemark-flattened_line_0-processed-gene-5.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.60&CDS=1-366
304	OG0000304	YDL141W	genemark-flattened_line_4-processed-gene-2.83-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.83&CDS=1-2040, genemark-flattened_line_6-processed-gene-2.167-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.167&CDS=1-2115
305	OG0000305	YDL146W	genemark-flattened_line_96-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_96-processed-gene-0.92&CDS=1-1614, snap_masked-flattened_line_28-processed-gene-1.84-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.84&CDS=1-1530
306	OG0000306	YDL161W, YLR206W	genemark-flattened_line_175-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_175-processed-gene-0.29&CDS=1-1554
307	OG0000307	YDL175C, YIL079C	genemark-flattened_line_20-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.90&CDS=1-999
308	OG0000308	YDL205C	augustus_masked-flattened_line_136-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.26&CDS=1-1134, genemark-flattened_line_4-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.93&CDS=1-1176
309	OG0000309	YDL206W	genemark-flattened_line_8-processed-gene-2.165-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.165&CDS=1-2289, snap_masked-flattened_line_78-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.53&CDS=1-2406
310	OG0000310	YDL222C, YNL194C	snap_masked-flattened_line_16-processed-gene-2.96-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.96&CDS=1-1119
311	OG0000311	YDL240W	genemark-flattened_line_42-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.31&CDS=1-3393, snap_masked-flattened_line_104-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.39&CDS=1-3246
312	OG0000312	YDL246C, YJR159W	genemark-flattened_line_4-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.108&CDS=1-1059
313	OG0000313	YDR006C	genemark-flattened_line_100-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.47&CDS=1-1542, snap_masked-flattened_line_6-processed-gene-3.41-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.41&CDS=1-1449
314	OG0000314	YDR011W	maker-flattened_line_48-snap-gene-0.157-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.157&CDS=1-4485, maker-flattened_line_48-snap-gene-0.158-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.158&CDS=1-4593
315	OG0000315	YDR017C	genemark-flattened_line_154-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.31&CDS=1-2571, genemark-flattened_line_24-processed-gene-1.76-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.76&CDS=1-1833
316	OG0000316	YDR032C	genemark-flattened_line_46-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.160&CDS=1-603, genemark-flattened_line_52-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.14&CDS=1-606
317	OG0000317	YDR036C	augustus_masked-flattened_line_191-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_191-processed-gene-0.12&CDS=1-1389, genemark-flattened_line_16-processed-gene-2.36-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.36&CDS=1-1338
318	OG0000318	YDR062W	genemark-flattened_line_4-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.94&CDS=1-1815, genemark-flattened_line_6-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.2&CDS=1-1740
319	OG0000319	YDR074W	augustus_masked-flattened_line_168-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_168-processed-gene-0.45&CDS=1-2658, genemark-flattened_line_114-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.130&CDS=1-2418
320	OG0000320	YDR080W	genemark-flattened_line_2-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.126&CDS=1-2913, snap_masked-flattened_line_24-processed-gene-2.108-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.108&CDS=1-2619
321	OG0000321	YDR081C	maker-flattened_line_4-snap-gene-2.7-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.7&CDS=1-1728, snap_masked-flattened_line_18-processed-gene-2.91-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.91&CDS=1-2688
322	OG0000322	YDR098C, YER174C	genemark-flattened_line_86-processed-gene-0.142-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.142&CDS=1-759
323	OG0000323	YDR099W, YER177W	genemark-flattened_line_36-processed-gene-1.140-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.140&CDS=1-807
324	OG0000324	YDR109C	genemark-flattened_line_32-processed-gene-1.2-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.2&CDS=1-1758, genemark-flattened_line_70-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.63&CDS=1-1665
325	OG0000325	YDR122W, YLR096W	genemark-flattened_line_179-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_179-processed-gene-0.2&CDS=1-2802
326	OG0000326	YDR137W	genemark-flattened_line_42-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.6&CDS=1-2358, snap_masked-flattened_line_0-processed-gene-2.125-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.125&CDS=1-1296
327	OG0000327	YDR146C, YLR131C	genemark-flattened_line_4-processed-gene-1.103-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.103&CDS=1-2478
328	OG0000328	YDR151C, YLR136C	genemark-flattened_line_12-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.76&CDS=1-1086
329	OG0000329	YDR169C	augustus_masked-flattened_line_52-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.205&CDS=1-531, genemark-flattened_line_8-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.129&CDS=1-1470
330	OG0000330	YDR170C	genemark-flattened_line_10-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.68&CDS=1-5835, maker-flattened_line_60-augustus-gene-0.195-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.195&CDS=1-7206
331	OG0000331	YDR182W	genemark-flattened_line_52-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.58&CDS=1-1656, maker-flattened_line_46-snap-gene-0.286-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.286&CDS=1-2322
332	OG0000332	YDR191W	augustus_masked-flattened_line_90-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.63&CDS=1-1167, genemark-flattened_line_8-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.12&CDS=1-1485
333	OG0000333	YDR213W, YLR228C	genemark-flattened_line_82-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.56&CDS=1-1320
334	OG0000334	YDR223W, YLR223C	augustus_masked-flattened_line_16-processed-gene-2.176-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.176&CDS=1-2289
335	OG0000335	YDR245W	genemark-flattened_line_136-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.66&CDS=1-1083, genemark-flattened_line_4-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.95&CDS=1-1095
336	OG0000336	YDR251W, YPL032C	snap_masked-flattened_line_88-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.179&CDS=1-2109
337	OG0000337	YDR252W, YPL037C	genemark-flattened_line_8-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.26&CDS=1-462
338	OG0000338	YDR256C	genemark-flattened_line_0-processed-gene-6.95-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.95&CDS=1-1482, genemark-flattened_line_70-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.13&CDS=1-1455
339	OG0000339	YDR263C, YOR033C	maker-flattened_line_150-augustus-gene-0.55-mRNA-1_1&gene=maker-flattened_line_150-augustus-gene-0.55&CDS=1-2025
340	OG0000340	YDR264C, YOR034C	genemark-flattened_line_6-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.75&CDS=1-2109
341	OG0000341	YDR272W, YOR040W	genemark-flattened_line_28-processed-gene-1.168-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.168&CDS=1-771
342	OG0000342	YDR284C	genemark-flattened_line_76-processed-gene-0.152-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.152&CDS=1-876, snap_masked-flattened_line_14-processed-gene-2.224-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.224&CDS=1-828
343	OG0000343	YDR312W, YHR066W	genemark-flattened_line_46-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.149&CDS=1-1236
344	OG0000344	YDR358W, YHR108W	genemark-flattened_line_10-processed-gene-2.100-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.100&CDS=1-1791
345	OG0000345	YDR371W	genemark-flattened_line_106-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.61&CDS=1-1311, genemark-flattened_line_74-processed-gene-0.236-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.236&CDS=1-1395
346	OG0000346	YDR385W, YOR133W	genemark-flattened_line_48-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.57&CDS=1-2526
347	OG0000347	YDR389W, YOR134W	maker-flattened_line_42-snap-gene-1.15-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-1.15&CDS=1-2589
348	OG0000348	YDR403W	genemark-flattened_line_130-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.23&CDS=1-1560, genemark-flattened_line_4-processed-gene-0.90-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.90&CDS=1-2193
349	OG0000349	YDR407C	genemark-flattened_line_116-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.48&CDS=1-3504, genemark-flattened_line_48-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.23&CDS=1-3687
350	OG0000350	YDR418W, YEL054C	genemark-flattened_line_8-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.29&CDS=1-495
351	OG0000351	YDR428C	genemark-flattened_line_0-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.77&CDS=1-888, genemark-flattened_line_34-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.32&CDS=1-765
352	OG0000352	YDR447C, YML024W	genemark-flattened_line_32-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.53&CDS=1-414
353	OG0000353	YDR451C, YML027W	genemark-flattened_line_92-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.30&CDS=1-1095
354	OG0000354	YDR452W	augustus_masked-flattened_line_76-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.30&CDS=1-1716, genemark-flattened_line_14-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.108&CDS=1-1728
355	OG0000355	YDR453C, YML028W	genemark-flattened_line_116-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_116-processed-gene-0.45&CDS=1-585
356	OG0000356	YDR456W	genemark-flattened_line_104-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.57&CDS=1-1791, genemark-flattened_line_26-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.150&CDS=1-1686
357	OG0000357	YDR459C	snap_masked-flattened_line_70-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_70-processed-gene-0.86&CDS=1-780, snap_masked-flattened_line_88-processed-gene-0.171-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.171&CDS=1-1020
358	OG0000358	YDR477W	genemark-flattened_line_120-processed-gene-0.77-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.77&CDS=1-1662, genemark-flattened_line_199-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_199-processed-gene-0.11&CDS=1-1767
359	OG0000359	YDR481C	genemark-flattened_line_12-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.95&CDS=1-1623, genemark-flattened_line_12-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.99&CDS=1-1650
360	OG0000360	YDR490C	augustus_masked-flattened_line_122-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.102&CDS=1-2067, genemark-flattened_line_150-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.36&CDS=1-2250
361	OG0000361	YDR497C, YOL103W	genemark-flattened_line_70-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.5&CDS=1-1632
362	OG0000362	YDR505C, YLR177W	genemark-flattened_line_20-processed-gene-2.41-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-2.41&CDS=1-2364
363	OG0000363	YEL006W, YIL006W	genemark-flattened_line_44-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-1.65&CDS=1-1185
364	OG0000364	YEL007W	genemark-flattened_line_12-processed-gene-2.35-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.35&CDS=1-1110, genemark-flattened_line_44-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.79&CDS=1-1542
365	OG0000365	YEL009C	genemark-flattened_line_0-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.122&CDS=1-822, genemark-flattened_line_14-processed-gene-2.133-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.133&CDS=1-816
366	OG0000366	YEL013W	genemark-flattened_line_150-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.46&CDS=1-1653, genemark-flattened_line_60-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.41&CDS=1-1683
367	OG0000367	YEL022W, YJR031C	genemark-flattened_line_36-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.30&CDS=1-4755
368	OG0000368	YEL027W	genemark-flattened_line_0-processed-gene-8.85-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.85&CDS=1-480, genemark-flattened_line_60-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.31&CDS=1-480
369	OG0000369	YEL034W, YJR047C	genemark-flattened_line_106-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_106-processed-gene-0.85&CDS=1-552
370	OG0000370	YEL036C	genemark-flattened_line_14-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.115&CDS=1-1377, genemark-flattened_line_16-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.51&CDS=1-1329
371	OG0000371	YEL040W	genemark-flattened_line_40-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.41&CDS=1-1485, genemark-flattened_line_94-processed-gene-0.214-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.214&CDS=1-1413
372	OG0000372	YEL047C, YJR051W	genemark-flattened_line_4-processed-gene-3.94-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.94&CDS=1-1392
373	OG0000373	YEL063C	genemark-flattened_line_2-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.112&CDS=1-1677, genemark-flattened_line_26-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-2.33&CDS=1-1623
374	OG0000374	YER019C-A, YER087C-B	genemark-flattened_line_58-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.107&CDS=1-264
375	OG0000375	YER027C, YGL208W	genemark-flattened_line_24-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.131&CDS=1-1230
376	OG0000376	YER031C, YGL210W	genemark-flattened_line_18-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.38&CDS=1-633
377	OG0000377	YER045C, YIL036W	genemark-flattened_line_94-processed-gene-0.184-mRNA-1_1&gene=genemark-flattened_line_94-processed-gene-0.184&CDS=1-1251
378	OG0000378	YER047C	genemark-flattened_line_22-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.41&CDS=1-1872, genemark-flattened_line_36-processed-gene-1.119-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.119&CDS=1-3102
379	OG0000379	YER052C	genemark-flattened_line_40-processed-gene-1.133-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.133&CDS=1-1479, genemark-flattened_line_50-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.135&CDS=1-1653
380	OG0000380	YER064C, YIL056W	genemark-flattened_line_10-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.79&CDS=1-1371
381	OG0000381	YER066W, YFL009W	genemark-flattened_line_2-processed-gene-4.177-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.177&CDS=1-1914
382	OG0000382	YER070W	genemark-flattened_line_0-processed-gene-9.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.60&CDS=1-2538, genemark-flattened_line_26-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.30&CDS=1-2544
