	OrthologID	Saccharomyces_cerevisiae	Wickerhamomyces_ciferrii
1046	OG0001046	YDR128W	genemark-NW_011887473.1-processed-gene-0.12-mRNA-1_1&gene=genemark-NW_011887473.1-processed-gene-0.12&CDS=1-3060
1047	OG0001047	YDR129C	genemark-NW_011887693.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NW_011887693.1-processed-gene-0.61&CDS=1-1884
1048	OG0001048	YDR135C	genemark-NW_011887733.1-processed-gene-1.17-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.17&CDS=1-4521
1049	OG0001049	YDR137W	augustus_masked-NW_011887713.1-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NW_011887713.1-processed-gene-0.33&CDS=1-1746
1050	OG0001050	YDR138W	augustus_masked-NW_011887711.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NW_011887711.1-processed-gene-0.25&CDS=1-2154
1051	OG0001051	YDR140W	snap_masked-NW_011887624.1-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NW_011887624.1-processed-gene-0.69&CDS=1-642
1052	OG0001052	YDR141C	genemark-NW_011887561.1-processed-gene-0.31-mRNA-1_1&gene=genemark-NW_011887561.1-processed-gene-0.31&CDS=1-4851
1053	OG0001053	YDR142C	snap_masked-NW_011887561.1-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NW_011887561.1-processed-gene-0.95&CDS=1-1041
1054	OG0001054	YDR143C	augustus_masked-NW_011887711.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NW_011887711.1-processed-gene-0.10&CDS=1-1722
1055	OG0001055	YDR145W	genemark-NW_011887617.1-processed-gene-0.99-mRNA-1_1&gene=genemark-NW_011887617.1-processed-gene-0.99&CDS=1-2043
1056	OG0001056	YDR148C	genemark-NW_011887720.1-processed-gene-1.98-mRNA-1_1&gene=genemark-NW_011887720.1-processed-gene-1.98&CDS=1-1350
1057	OG0001057	YDR150W	snap_masked-NW_011887652.1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NW_011887652.1-processed-gene-0.30&CDS=1-10698
1058	OG0001058	YDR156W	genemark-NW_011887490.1-processed-gene-0.64-mRNA-1_1&gene=genemark-NW_011887490.1-processed-gene-0.64&CDS=1-549
1059	OG0001059	YDR158W	genemark-NW_011887490.1-processed-gene-0.65-mRNA-1_1&gene=genemark-NW_011887490.1-processed-gene-0.65&CDS=1-1095
1060	OG0001060	YDR159W	snap_masked-NW_011887637.1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NW_011887637.1-processed-gene-0.22&CDS=1-3435
1061	OG0001061	YDR160W	genemark-NW_011887672.1-processed-gene-0.47-mRNA-1_1&gene=genemark-NW_011887672.1-processed-gene-0.47&CDS=1-2349
1062	OG0001062	YDR161W	genemark-NW_011887712.1-processed-gene-0.144-mRNA-1_1&gene=genemark-NW_011887712.1-processed-gene-0.144&CDS=1-1095
1063	OG0001063	YDR162C	genemark-NW_011887712.1-processed-gene-0.178-mRNA-1_1&gene=genemark-NW_011887712.1-processed-gene-0.178&CDS=1-750
1064	OG0001064	YDR163W	genemark-NW_011887712.1-processed-gene-0.145-mRNA-1_1&gene=genemark-NW_011887712.1-processed-gene-0.145&CDS=1-681
1065	OG0001065	YDR164C	genemark-NW_011887713.1-processed-gene-0.201-mRNA-1_1&gene=genemark-NW_011887713.1-processed-gene-0.201&CDS=1-2091
1066	OG0001066	YDR165W	genemark-NW_011887713.1-processed-gene-0.171-mRNA-1_1&gene=genemark-NW_011887713.1-processed-gene-0.171&CDS=1-1341
1067	OG0001067	YDR166C	genemark-NW_011887715.1-processed-gene-0.109-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.109&CDS=1-2511
1068	OG0001068	YDR167W	genemark-NW_011887715.1-processed-gene-0.107-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.107&CDS=1-621
1069	OG0001069	YDR168W	genemark-NW_011887718.1-processed-gene-0.44-mRNA-1_1&gene=genemark-NW_011887718.1-processed-gene-0.44&CDS=1-1644
1070	OG0001070	YDR169C	genemark-NW_011887465.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NW_011887465.1-processed-gene-0.3&CDS=1-1173
1071	OG0001071	YDR170C	snap_masked-NW_011887462.1-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NW_011887462.1-processed-gene-0.17&CDS=1-5643
1072	OG0001072	YDR171W	genemark-NW_011887561.1-processed-gene-0.42-mRNA-1_1&gene=genemark-NW_011887561.1-processed-gene-0.42&CDS=1-1359
1073	OG0001073	YDR172W	genemark-NW_011887561.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_011887561.1-processed-gene-0.17&CDS=1-2148
1074	OG0001074	YDR173C	genemark-NW_011887561.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NW_011887561.1-processed-gene-0.43&CDS=1-1041
1075	OG0001075	YDR174W	genemark-NW_011887662.1-processed-gene-0.36-mRNA-1_1&gene=genemark-NW_011887662.1-processed-gene-0.36&CDS=1-849
1076	OG0001076	YDR175C	genemark-NW_011887662.1-processed-gene-0.37-mRNA-1_1&gene=genemark-NW_011887662.1-processed-gene-0.37&CDS=1-930
1077	OG0001077	YDR176W	genemark-NW_011887662.1-processed-gene-0.38-mRNA-1_1&gene=genemark-NW_011887662.1-processed-gene-0.38&CDS=1-2154
1078	OG0001078	YDR177W	maker-NW_011887620.1-snap-gene-0.184-mRNA-1_1&gene=maker-NW_011887620.1-snap-gene-0.184&CDS=1-633
1079	OG0001079	YDR180W	genemark-NW_011887537.1-processed-gene-0.95-mRNA-1_1&gene=genemark-NW_011887537.1-processed-gene-0.95&CDS=1-4512
1080	OG0001080	YDR181C	genemark-NW_011887537.1-processed-gene-0.119-mRNA-1_1&gene=genemark-NW_011887537.1-processed-gene-0.119&CDS=1-879
1081	OG0001081	YDR182W	genemark-NW_011887667.1-processed-gene-0.17-mRNA-1_1&gene=genemark-NW_011887667.1-processed-gene-0.17&CDS=1-1443
1082	OG0001082	YDR183W	genemark-NW_011887667.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NW_011887667.1-processed-gene-0.16&CDS=1-633
1083	OG0001083	YDR188W	genemark-NW_011887714.1-processed-gene-0.35-mRNA-1_1&gene=genemark-NW_011887714.1-processed-gene-0.35&CDS=1-1632
1084	OG0001084	YDR189W	genemark-NW_011887714.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NW_011887714.1-processed-gene-0.32&CDS=1-1917
1085	OG0001085	YDR190C	genemark-NW_011887714.1-processed-gene-0.12-mRNA-1_1&gene=genemark-NW_011887714.1-processed-gene-0.12&CDS=1-1368
1086	OG0001086	YDR191W	genemark-NW_011887714.1-processed-gene-0.31-mRNA-1_1&gene=genemark-NW_011887714.1-processed-gene-0.31&CDS=1-1413
1087	OG0001087	YDR194C	genemark-NW_011887714.1-processed-gene-0.23-mRNA-1_1&gene=genemark-NW_011887714.1-processed-gene-0.23&CDS=1-1866
1088	OG0001088	YDR196C	genemark-NW_011887714.1-processed-gene-0.24-mRNA-1_1&gene=genemark-NW_011887714.1-processed-gene-0.24&CDS=1-717
1089	OG0001089	YDR197W	augustus_masked-NW_011887714.1-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-NW_011887714.1-processed-gene-0.81&CDS=1-1083
1090	OG0001090	YDR198C	genemark-NW_011887714.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NW_011887714.1-processed-gene-0.25&CDS=1-1272
1091	OG0001091	YDR201W	maker-NW_011887714.1-augustus-gene-0.116-mRNA-1_1&gene=maker-NW_011887714.1-augustus-gene-0.116&CDS=1-1677
1092	OG0001092	YDR202C	snap_masked-NW_011887714.1-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NW_011887714.1-processed-gene-0.67&CDS=1-963
1093	OG0001093	YDR204W	genemark-NW_011887714.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NW_011887714.1-processed-gene-0.9&CDS=1-861
1094	OG0001094	YDR205W	genemark-NW_011887714.1-processed-gene-0.10-mRNA-1_1&gene=genemark-NW_011887714.1-processed-gene-0.10&CDS=1-2097
1095	OG0001095	YDR208W	genemark-NW_011887715.1-processed-gene-0.110-mRNA-1_1&gene=genemark-NW_011887715.1-processed-gene-0.110&CDS=1-1986
1096	OG0001096	YDR211W	genemark-NW_011887474.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NW_011887474.1-processed-gene-0.14&CDS=1-2088
1097	OG0001097	YDR212W	genemark-NW_011887474.1-processed-gene-0.11-mRNA-1_1&gene=genemark-NW_011887474.1-processed-gene-0.11&CDS=1-1671
1098	OG0001098	YDR214W	genemark-NW_011887474.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_011887474.1-processed-gene-0.8&CDS=1-1026
1099	OG0001099	YDR216W	genemark-NW_011887688.1-processed-gene-0.8-mRNA-1_1&gene=genemark-NW_011887688.1-processed-gene-0.8&CDS=1-3645
1100	OG0001100	YDR217C	genemark-NW_011887688.1-processed-gene-0.20-mRNA-1_1&gene=genemark-NW_011887688.1-processed-gene-0.20&CDS=1-3198
1101	OG0001101	YDR219C	genemark-NW_011887687.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NW_011887687.1-processed-gene-0.14&CDS=1-903
1102	OG0001102	YDR221W	genemark-NW_011887562.1-processed-gene-0.93-mRNA-1_1&gene=genemark-NW_011887562.1-processed-gene-0.93&CDS=1-1851
1103	OG0001103	YDR226W	genemark-NW_011887683.1-processed-gene-0.74-mRNA-1_1&gene=genemark-NW_011887683.1-processed-gene-0.74&CDS=1-747
1104	OG0001104	YDR228C	genemark-NW_011887683.1-processed-gene-0.94-mRNA-1_1&gene=genemark-NW_011887683.1-processed-gene-0.94&CDS=1-1731
1105	OG0001105	YDR229W	genemark-NW_011887683.1-processed-gene-0.77-mRNA-1_1&gene=genemark-NW_011887683.1-processed-gene-0.77&CDS=1-1572
1106	OG0001106	YDR231C	genemark-NW_011887683.1-processed-gene-0.97-mRNA-1_1&gene=genemark-NW_011887683.1-processed-gene-0.97&CDS=1-534
1107	OG0001107	YDR232W	genemark-NW_011887693.1-processed-gene-0.115-mRNA-1_1&gene=genemark-NW_011887693.1-processed-gene-0.115&CDS=1-1671
1108	OG0001108	YDR233C	genemark-NW_011887693.1-processed-gene-0.84-mRNA-1_1&gene=genemark-NW_011887693.1-processed-gene-0.84&CDS=1-1098
1109	OG0001109	YDR234W	genemark-NW_011887693.1-processed-gene-0.114-mRNA-1_1&gene=genemark-NW_011887693.1-processed-gene-0.114&CDS=1-2046
1110	OG0001110	YDR235W	genemark-NW_011887479.1-processed-gene-0.6-mRNA-1_1&gene=genemark-NW_011887479.1-processed-gene-0.6&CDS=1-1518
1111	OG0001111	YDR237W	snap_masked-NW_011887693.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NW_011887693.1-processed-gene-0.48&CDS=1-1056
1112	OG0001112	YDR238C	genemark-NW_011887693.1-processed-gene-0.81-mRNA-1_1&gene=genemark-NW_011887693.1-processed-gene-0.81&CDS=1-2823
1113	OG0001113	YDR243C	genemark-NW_011887479.1-processed-gene-0.3-mRNA-1_1&gene=genemark-NW_011887479.1-processed-gene-0.3&CDS=1-1764
1114	OG0001114	YDR244W	genemark-NW_011887479.1-processed-gene-0.12-mRNA-1_1&gene=genemark-NW_011887479.1-processed-gene-0.12&CDS=1-1770
1115	OG0001115	YDR245W	maker-NW_011887672.1-snap-gene-0.116-mRNA-1_1&gene=maker-NW_011887672.1-snap-gene-0.116&CDS=1-1938
1116	OG0001116	YDR246W	genemark-NW_011887729.1-processed-gene-1.100-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-1.100&CDS=1-633
1117	OG0001117	YDR248C	genemark-NW_011887729.1-processed-gene-1.79-mRNA-1_1&gene=genemark-NW_011887729.1-processed-gene-1.79&CDS=1-528
1118	OG0001118	YDR254W	genemark-NW_011887665.1-processed-gene-0.0-mRNA-1_1&gene=genemark-NW_011887665.1-processed-gene-0.0&CDS=1-1317
1119	OG0001119	YDR255C	maker-NW_011887665.1-snap-gene-0.90-mRNA-1_1&gene=maker-NW_011887665.1-snap-gene-0.90&CDS=1-1647
1120	OG0001120	YDR256C	genemark-NW_011887588.1-processed-gene-0.99-mRNA-1_1&gene=genemark-NW_011887588.1-processed-gene-0.99&CDS=1-1557
1121	OG0001121	YDR257C	genemark-NW_011887592.1-processed-gene-0.44-mRNA-1_1&gene=genemark-NW_011887592.1-processed-gene-0.44&CDS=1-1431
1122	OG0001122	YDR258C	genemark-NW_011887545.1-processed-gene-0.166-mRNA-1_1&gene=genemark-NW_011887545.1-processed-gene-0.166&CDS=1-5391
1123	OG0001123	YDR262W	genemark-NW_011887719.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NW_011887719.1-processed-gene-0.32&CDS=1-705
1124	OG0001124	YDR264C	maker-NW_011887632.1-augustus-gene-0.229-mRNA-1_1&gene=maker-NW_011887632.1-augustus-gene-0.229&CDS=1-3999
1125	OG0001125	YDR265W	genemark-NW_011887726.1-processed-gene-0.39-mRNA-1_1&gene=genemark-NW_011887726.1-processed-gene-0.39&CDS=1-969
1126	OG0001126	YDR266C	genemark-NW_011887726.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NW_011887726.1-processed-gene-0.25&CDS=1-1944
1127	OG0001127	YDR267C	genemark-NW_011887650.1-processed-gene-0.92-mRNA-1_1&gene=genemark-NW_011887650.1-processed-gene-0.92&CDS=1-1023
1128	OG0001128	YDR268W	genemark-NW_011887650.1-processed-gene-0.72-mRNA-1_1&gene=genemark-NW_011887650.1-processed-gene-0.72&CDS=1-1083
1129	OG0001129	YDR270W	augustus_masked-NW_011887502.1-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NW_011887502.1-processed-gene-0.38&CDS=1-5895
1130	OG0001130	YDR276C	genemark-NW_011887643.1-processed-gene-0.80-mRNA-1_1&gene=genemark-NW_011887643.1-processed-gene-0.80&CDS=1-198
1131	OG0001131	YDR280W	genemark-NW_011887636.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NW_011887636.1-processed-gene-0.14&CDS=1-912
1132	OG0001132	YDR282C	snap_masked-NW_011887555.1-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NW_011887555.1-processed-gene-0.48&CDS=1-1104
1133	OG0001133	YDR283C	snap_masked-NW_011887434.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NW_011887434.1-processed-gene-0.1&CDS=1-5058
1134	OG0001134	YDR284C	maker-NW_011887434.1-snap-gene-0.18-mRNA-1_1&gene=maker-NW_011887434.1-snap-gene-0.18&CDS=1-891
1135	OG0001135	YDR286C	genemark-NW_011887494.1-processed-gene-0.56-mRNA-1_1&gene=genemark-NW_011887494.1-processed-gene-0.56&CDS=1-345
1136	OG0001136	YDR287W	genemark-NW_011887555.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NW_011887555.1-processed-gene-0.43&CDS=1-852
1137	OG0001137	YDR288W	genemark-NW_011887555.1-processed-gene-0.30-mRNA-1_1&gene=genemark-NW_011887555.1-processed-gene-0.30&CDS=1-891
1138	OG0001138	YDR289C	genemark-NW_011887600.1-processed-gene-0.18-mRNA-1_1&gene=genemark-NW_011887600.1-processed-gene-0.18&CDS=1-1038
1139	OG0001139	YDR291W	genemark-NW_011887719.1-processed-gene-0.33-mRNA-1_1&gene=genemark-NW_011887719.1-processed-gene-0.33&CDS=1-3309
1140	OG0001140	YDR292C	maker-NW_011887713.1-snap-gene-0.1-mRNA-1_1&gene=maker-NW_011887713.1-snap-gene-0.1&CDS=1-1662
1141	OG0001141	YDR293C	genemark-NW_011887637.1-processed-gene-0.27-mRNA-1_1&gene=genemark-NW_011887637.1-processed-gene-0.27&CDS=1-3984
1142	OG0001142	YDR294C	maker-NW_011887504.1-snap-gene-0.112-mRNA-1_1&gene=maker-NW_011887504.1-snap-gene-0.112&CDS=1-1761
1143	OG0001143	YDR295C	genemark-NW_011887504.1-processed-gene-0.84-mRNA-1_1&gene=genemark-NW_011887504.1-processed-gene-0.84&CDS=1-1965
1144	OG0001144	YDR296W	genemark-NW_011887504.1-processed-gene-0.95-mRNA-1_1&gene=genemark-NW_011887504.1-processed-gene-0.95&CDS=1-687
1145	OG0001145	YDR297W	genemark-NW_011887504.1-processed-gene-0.94-mRNA-1_1&gene=genemark-NW_011887504.1-processed-gene-0.94&CDS=1-975
1146	OG0001146	YDR298C	genemark-NW_011887504.1-processed-gene-0.79-mRNA-1_1&gene=genemark-NW_011887504.1-processed-gene-0.79&CDS=1-618
1147	OG0001147	YDR299W	genemark-NW_011887733.1-processed-gene-0.37-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-0.37&CDS=1-1593
1148	OG0001148	YDR300C	genemark-NW_011887733.1-processed-gene-0.16-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-0.16&CDS=1-1299
1149	OG0001149	YDR301W	genemark-NW_011887528.1-processed-gene-0.78-mRNA-1_1&gene=genemark-NW_011887528.1-processed-gene-0.78&CDS=1-3861
1150	OG0001150	YDR302W	genemark-NW_011887528.1-processed-gene-0.102-mRNA-1_1&gene=genemark-NW_011887528.1-processed-gene-0.102&CDS=1-663
1151	OG0001151	YDR304C	genemark-NW_011887643.1-processed-gene-0.121-mRNA-1_1&gene=genemark-NW_011887643.1-processed-gene-0.121&CDS=1-663
1152	OG0001152	YDR305C	genemark-NW_011887643.1-processed-gene-0.123-mRNA-1_1&gene=genemark-NW_011887643.1-processed-gene-0.123&CDS=1-525
1153	OG0001153	YDR306C	genemark-NW_011887488.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NW_011887488.1-processed-gene-0.43&CDS=1-1407
1154	OG0001154	YDR308C	genemark-NW_011887488.1-processed-gene-0.71-mRNA-1_1&gene=genemark-NW_011887488.1-processed-gene-0.71&CDS=1-414
1155	OG0001155	YDR311W	genemark-NW_011887554.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NW_011887554.1-processed-gene-0.61&CDS=1-1740
1156	OG0001156	YDR313C	genemark-NW_011887554.1-processed-gene-0.45-mRNA-1_1&gene=genemark-NW_011887554.1-processed-gene-0.45&CDS=1-804
1157	OG0001157	YDR315C	genemark-NW_011887555.1-processed-gene-0.32-mRNA-1_1&gene=genemark-NW_011887555.1-processed-gene-0.32&CDS=1-792
1158	OG0001158	YDR316W	augustus_masked-NW_011887555.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NW_011887555.1-processed-gene-0.4&CDS=1-1374
1159	OG0001159	YDR318W	genemark-NW_011887713.1-processed-gene-0.160-mRNA-1_1&gene=genemark-NW_011887713.1-processed-gene-0.160&CDS=1-975
1160	OG0001160	YDR319C	genemark-NW_011887713.1-processed-gene-0.196-mRNA-1_1&gene=genemark-NW_011887713.1-processed-gene-0.196&CDS=1-990
1161	OG0001161	YDR320C	genemark-NW_011887554.1-processed-gene-0.47-mRNA-1_1&gene=genemark-NW_011887554.1-processed-gene-0.47&CDS=1-2475
1162	OG0001162	YDR320C-A	snap_masked-NW_011887554.1-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NW_011887554.1-processed-gene-0.12&CDS=1-225
1163	OG0001163	YDR321W	genemark-NW_011887502.1-processed-gene-0.12-mRNA-1_1&gene=genemark-NW_011887502.1-processed-gene-0.12&CDS=1-1146
1164	OG0001164	YDR322C-A	genemark-NW_011887701.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NW_011887701.1-processed-gene-0.25&CDS=1-291
1165	OG0001165	YDR322W	genemark-NW_011887701.1-processed-gene-0.7-mRNA-1_1&gene=genemark-NW_011887701.1-processed-gene-0.7&CDS=1-1149
1166	OG0001166	YDR323C	genemark-NW_011887701.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NW_011887701.1-processed-gene-0.9&CDS=1-1995
1167	OG0001167	YDR324C	genemark-NW_011887544.1-processed-gene-0.36-mRNA-1_1&gene=genemark-NW_011887544.1-processed-gene-0.36&CDS=1-2394
1168	OG0001168	YDR325W	genemark-NW_011887544.1-processed-gene-0.28-mRNA-1_1&gene=genemark-NW_011887544.1-processed-gene-0.28&CDS=1-3033
1169	OG0001169	YDR328C	genemark-NW_011887464.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NW_011887464.1-processed-gene-0.25&CDS=1-483
1170	OG0001170	YDR329C	snap_masked-NW_011887633.1-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NW_011887633.1-processed-gene-0.9&CDS=1-1266
1171	OG0001171	YDR330W	genemark-NW_011887633.1-processed-gene-0.13-mRNA-1_1&gene=genemark-NW_011887633.1-processed-gene-0.13&CDS=1-1446
1172	OG0001172	YDR331W	genemark-NW_011887632.1-processed-gene-0.14-mRNA-1_1&gene=genemark-NW_011887632.1-processed-gene-0.14&CDS=1-1164
1173	OG0001173	YDR333C	genemark-NW_011887632.1-processed-gene-0.80-mRNA-1_1&gene=genemark-NW_011887632.1-processed-gene-0.80&CDS=1-1986
1174	OG0001174	YDR334W	genemark-NW_011887530.1-processed-gene-0.2-mRNA-1_1&gene=genemark-NW_011887530.1-processed-gene-0.2&CDS=1-4773
1175	OG0001175	YDR335W	genemark-NW_011887555.1-processed-gene-0.44-mRNA-1_1&gene=genemark-NW_011887555.1-processed-gene-0.44&CDS=1-3597
1176	OG0001176	YDR336W	genemark-NW_011887733.1-processed-gene-1.14-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.14&CDS=1-1113
1177	OG0001177	YDR337W	genemark-NW_011887733.1-processed-gene-1.16-mRNA-1_1&gene=genemark-NW_011887733.1-processed-gene-1.16&CDS=1-891
1178	OG0001178	YDR338C	genemark-NW_011887719.1-processed-gene-0.27-mRNA-1_1&gene=genemark-NW_011887719.1-processed-gene-0.27&CDS=1-1935
1179	OG0001179	YDR339C	snap_masked-NW_011887726.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NW_011887726.1-processed-gene-0.8&CDS=1-576
1180	OG0001180	YDR341C	snap_masked-NW_011887726.1-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NW_011887726.1-processed-gene-0.7&CDS=1-1812
1181	OG0001181	YDR346C	genemark-NW_011887650.1-processed-gene-0.61-mRNA-1_1&gene=genemark-NW_011887650.1-processed-gene-0.61&CDS=1-1164
1182	OG0001182	YDR347W	genemark-NW_011887544.1-processed-gene-0.25-mRNA-1_1&gene=genemark-NW_011887544.1-processed-gene-0.25&CDS=1-942
1183	OG0001183	YDR349C	genemark-NW_011887642.1-processed-gene-0.4-mRNA-1_1&gene=genemark-NW_011887642.1-processed-gene-0.4&CDS=1-1599
1184	OG0001184	YDR352W	genemark-NW_011887504.1-processed-gene-0.86-mRNA-1_1&gene=genemark-NW_011887504.1-processed-gene-0.86&CDS=1-912
1185	OG0001185	YDR353W	genemark-NW_011887542.1-processed-gene-0.54-mRNA-1_1&gene=genemark-NW_011887542.1-processed-gene-0.54&CDS=1-957
1186	OG0001186	YDR354W	genemark-NW_011887542.1-processed-gene-0.55-mRNA-1_1&gene=genemark-NW_011887542.1-processed-gene-0.55&CDS=1-1098
1187	OG0001187	YDR357C	genemark-NW_011887542.1-processed-gene-0.83-mRNA-1_1&gene=genemark-NW_011887542.1-processed-gene-0.83&CDS=1-447
1188	OG0001188	YDR359C	genemark-NW_011887542.1-processed-gene-0.84-mRNA-1_1&gene=genemark-NW_011887542.1-processed-gene-0.84&CDS=1-3939
1189	OG0001189	YDR361C	genemark-NW_011887542.1-processed-gene-0.85-mRNA-1_1&gene=genemark-NW_011887542.1-processed-gene-0.85&CDS=1-762
1190	OG0001190	YDR362C	genemark-NW_011887650.1-processed-gene-0.90-mRNA-1_1&gene=genemark-NW_011887650.1-processed-gene-0.90&CDS=1-1767
1191	OG0001191	YDR363W	augustus_masked-NW_011887650.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NW_011887650.1-processed-gene-0.13&CDS=1-2319
1192	OG0001192	YDR363W-A	genemark-NW_011887719.1-processed-gene-0.29-mRNA-1_1&gene=genemark-NW_011887719.1-processed-gene-0.29&CDS=1-237
1193	OG0001193	YDR364C	genemark-NW_011887542.1-processed-gene-0.59-mRNA-1_1&gene=genemark-NW_011887542.1-processed-gene-0.59&CDS=1-1590
1194	OG0001194	YDR365C	maker-NW_011887650.1-augustus-gene-0.50-mRNA-1_1&gene=maker-NW_011887650.1-augustus-gene-0.50&CDS=1-3939
1195	OG0001195	YDR367W	genemark-NW_011887650.1-processed-gene-0.88-mRNA-1_1&gene=genemark-NW_011887650.1-processed-gene-0.88&CDS=1-624
1196	OG0001196	YDR368W	genemark-NW_011887701.1-processed-gene-0.6-mRNA-1_1&gene=genemark-NW_011887701.1-processed-gene-0.6&CDS=1-936
1197	OG0001197	YDR371W	genemark-NW_011887464.1-processed-gene-0.33-mRNA-1_1&gene=genemark-NW_011887464.1-processed-gene-0.33&CDS=1-1395
1198	OG0001198	YDR372C	genemark-NW_011887464.1-processed-gene-0.43-mRNA-1_1&gene=genemark-NW_011887464.1-processed-gene-0.43&CDS=1-990
1199	OG0001199	YDR373W	genemark-NW_011887725.1-processed-gene-0.67-mRNA-1_1&gene=genemark-NW_011887725.1-processed-gene-0.67&CDS=1-570
1200	OG0001200	YDR374C	genemark-NW_011887725.1-processed-gene-0.77-mRNA-1_1&gene=genemark-NW_011887725.1-processed-gene-0.77&CDS=1-1074
1201	OG0001201	YDR375C	genemark-NW_011887464.1-processed-gene-0.34-mRNA-1_1&gene=genemark-NW_011887464.1-processed-gene-0.34&CDS=1-1437
1202	OG0001202	YDR376W	genemark-NW_011887675.1-processed-gene-0.88-mRNA-1_1&gene=genemark-NW_011887675.1-processed-gene-0.88&CDS=1-1995
1203	OG0001203	YDR377W	genemark-NW_011887675.1-processed-gene-0.106-mRNA-1_1&gene=genemark-NW_011887675.1-processed-gene-0.106&CDS=1-312
1204	OG0001204	YDR379C-A	genemark-NW_011887675.1-processed-gene-0.108-mRNA-1_1&gene=genemark-NW_011887675.1-processed-gene-0.108&CDS=1-246
1205	OG0001205	YDR380W	genemark-NW_011887675.1-processed-gene-0.92-mRNA-1_1&gene=genemark-NW_011887675.1-processed-gene-0.92&CDS=1-2004
1206	OG0001206	YDR381W	genemark-NW_011887675.1-processed-gene-0.93-mRNA-1_1&gene=genemark-NW_011887675.1-processed-gene-0.93&CDS=1-678
