	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026152_Torulaspora_franciscae
632	OG0000632	YPR138C	snap_masked-flattened_line_0-processed-gene-15.120-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.120&CDS=1-1440, snap_masked-flattened_line_0-processed-gene-4.51-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.51&CDS=1-1440
633	OG0000633	YPR139C	augustus_masked-flattened_line_0-processed-gene-15.76-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-15.76&CDS=1-687, augustus_masked-flattened_line_0-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.8&CDS=1-687
634	OG0000634	YPR140W	snap_masked-flattened_line_0-processed-gene-15.103-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.103&CDS=1-1179, snap_masked-flattened_line_0-processed-gene-4.67-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.67&CDS=1-1179
635	OG0000635	YPR141C	snap_masked-flattened_line_0-processed-gene-15.121-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.121&CDS=1-2118, snap_masked-flattened_line_0-processed-gene-4.50-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.50&CDS=1-2118
636	OG0000636	YPR143W	snap_masked-flattened_line_0-processed-gene-15.104-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-15.104&CDS=1-672, snap_masked-flattened_line_0-processed-gene-4.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.66&CDS=1-672
637	OG0000637	YPR161C	snap_masked-flattened_line_7-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.17&CDS=1-3471, snap_masked-flattened_line_7-processed-gene-4.162-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.162&CDS=1-3471
638	OG0000638	YPR163C	snap_masked-flattened_line_7-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.16&CDS=1-1299, snap_masked-flattened_line_7-processed-gene-4.163-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.163&CDS=1-1299
639	OG0000639	YPR164W	augustus_masked-flattened_line_7-processed-gene-4.200-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.200&CDS=1-3927, snap_masked-flattened_line_7-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.45&CDS=1-3927
640	OG0000640	YPR166C	augustus_masked-flattened_line_7-processed-gene-4.202-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.202&CDS=1-345, snap_masked-flattened_line_7-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.40&CDS=1-345
641	OG0000641	YPR167C	snap_masked-flattened_line_7-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.14&CDS=1-804, snap_masked-flattened_line_7-processed-gene-4.165-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.165&CDS=1-804
642	OG0000642	YPR168W	augustus_masked-flattened_line_7-processed-gene-4.203-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.203&CDS=1-489, snap_masked-flattened_line_7-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.39&CDS=1-489
643	OG0000643	YPR169W	snap_masked-flattened_line_7-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.38&CDS=1-1413, snap_masked-flattened_line_7-processed-gene-4.127-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.127&CDS=1-1413
644	OG0000644	YPR170W-B	maker-flattened_line_7-augustus-gene-0.2-mRNA-1_1&gene=maker-flattened_line_7-augustus-gene-0.2&CDS=1-255, maker-flattened_line_7-augustus-gene-4.90-mRNA-1_1&gene=maker-flattened_line_7-augustus-gene-4.90&CDS=1-255
645	OG0000645	YPR171W	snap_masked-flattened_line_7-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.37&CDS=1-1635, snap_masked-flattened_line_7-processed-gene-4.128-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.128&CDS=1-1635
646	OG0000646	YPR172W	snap_masked-flattened_line_7-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.35&CDS=1-597, snap_masked-flattened_line_7-processed-gene-4.130-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.130&CDS=1-597
647	OG0000647	YPR173C	snap_masked-flattened_line_7-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.13&CDS=1-1302, snap_masked-flattened_line_7-processed-gene-4.166-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.166&CDS=1-1302
648	OG0000648	YPR175W	snap_masked-flattened_line_7-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.34&CDS=1-2076, snap_masked-flattened_line_7-processed-gene-4.131-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.131&CDS=1-2076
649	OG0000649	YPR176C	snap_masked-flattened_line_7-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.11&CDS=1-975, snap_masked-flattened_line_7-processed-gene-4.168-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.168&CDS=1-975
650	OG0000650	YPR178W	snap_masked-flattened_line_7-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.33&CDS=1-1395, snap_masked-flattened_line_7-processed-gene-4.132-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.132&CDS=1-1395
651	OG0000651	YPR179C	snap_masked-flattened_line_7-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.10&CDS=1-1938, snap_masked-flattened_line_7-processed-gene-4.169-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.169&CDS=1-1938
652	OG0000652	YPR180W	snap_masked-flattened_line_7-processed-gene-0.32-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.32&CDS=1-1032, snap_masked-flattened_line_7-processed-gene-4.133-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.133&CDS=1-1032
653	OG0000653	YPR181C	snap_masked-flattened_line_7-processed-gene-0.9-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.9&CDS=1-2271, snap_masked-flattened_line_7-processed-gene-4.170-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.170&CDS=1-2271
654	OG0000654	YPR183W	augustus_masked-flattened_line_7-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-0.71&CDS=1-2220, augustus_masked-flattened_line_7-processed-gene-4.209-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.209&CDS=1-2220
655	OG0000655	YPR184W	snap_masked-flattened_line_7-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.28&CDS=1-4581, snap_masked-flattened_line_7-processed-gene-4.137-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.137&CDS=1-4581
656	OG0000656	YPR185W	snap_masked-flattened_line_7-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.27&CDS=1-2016, snap_masked-flattened_line_7-processed-gene-4.138-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.138&CDS=1-2016
657	OG0000657	YPR186C	snap_masked-flattened_line_7-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.8&CDS=1-1272, snap_masked-flattened_line_7-processed-gene-4.171-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.171&CDS=1-1272
658	OG0000658	YPR187W	snap_masked-flattened_line_7-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.26&CDS=1-477, snap_masked-flattened_line_7-processed-gene-4.139-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.139&CDS=1-477
659	OG0000659	YPR188C	snap_masked-flattened_line_7-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.7&CDS=1-477, snap_masked-flattened_line_7-processed-gene-4.172-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.172&CDS=1-477
660	OG0000660	YPR189W	snap_masked-flattened_line_7-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.25&CDS=1-4191, snap_masked-flattened_line_7-processed-gene-4.140-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.140&CDS=1-4191
661	OG0000661	YPR190C	augustus_masked-flattened_line_7-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-0.51&CDS=1-1914, augustus_masked-flattened_line_7-processed-gene-4.242-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-4.242&CDS=1-1914
662	OG0000662	YPR191W	snap_masked-flattened_line_7-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.24&CDS=1-1101, snap_masked-flattened_line_7-processed-gene-4.141-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-4.141&CDS=1-1101
663	OG0000663	YPR201W	snap_masked-flattened_line_0-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.67&CDS=1-1059, snap_masked-flattened_line_0-processed-gene-18.184-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-18.184&CDS=1-1059
664	OG0000664	YAL001C	snap_masked-flattened_line_3-processed-gene-3.40-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.40&CDS=1-3480
665	OG0000665	YAL002W	snap_masked-flattened_line_3-processed-gene-3.19-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.19&CDS=1-3753
666	OG0000666	YAL003W	maker-flattened_line_3-snap-gene-3.92-mRNA-1_1&gene=maker-flattened_line_3-snap-gene-3.92&CDS=1-624
667	OG0000667	YAL009W	snap_masked-flattened_line_26-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.37&CDS=1-804
668	OG0000668	YAL010C	snap_masked-flattened_line_26-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.78&CDS=1-1341
669	OG0000669	YAL011W	snap_masked-flattened_line_26-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.36&CDS=1-1773
670	OG0000670	YAL012W	snap_masked-flattened_line_26-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.34&CDS=1-1173
671	OG0000671	YAL013W	augustus_masked-flattened_line_26-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.114&CDS=1-1176
672	OG0000672	YAL014C	snap_masked-flattened_line_26-processed-gene-1.73-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.73&CDS=1-813
673	OG0000673	YAL016W	snap_masked-flattened_line_26-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.29&CDS=1-1827
674	OG0000674	YAL017W	snap_masked-flattened_line_26-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.27&CDS=1-3738
675	OG0000675	YAL019W	snap_masked-flattened_line_26-processed-gene-1.24-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.24&CDS=1-3117
676	OG0000676	YAL020C	augustus_masked-flattened_line_26-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.143&CDS=1-1008
677	OG0000677	YAL021C	augustus_masked-flattened_line_26-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.142&CDS=1-2382
678	OG0000678	YAL022C	snap_masked-flattened_line_26-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.65&CDS=1-1275
679	OG0000679	YAL023C	snap_masked-flattened_line_26-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.64&CDS=1-2250
680	OG0000680	YAL024C	augustus_masked-flattened_line_26-processed-gene-1.139-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.139&CDS=1-4815
681	OG0000681	YAL026C	snap_masked-flattened_line_26-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.61&CDS=1-4014
682	OG0000682	YAL027W	maker-flattened_line_26-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-1.1&CDS=1-2151
683	OG0000683	YAL031C	augustus_masked-flattened_line_26-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.133&CDS=1-3600
684	OG0000684	YAL034W-A	snap_masked-flattened_line_26-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.14&CDS=1-816
685	OG0000685	YAL035W	snap_masked-flattened_line_26-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.10&CDS=1-2946
686	OG0000686	YAL036C	snap_masked-flattened_line_26-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.12&CDS=1-1104
687	OG0000687	YAL038W	snap_masked-flattened_line_26-processed-gene-1.7-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.7&CDS=1-1503
688	OG0000688	YAL039C	snap_masked-flattened_line_26-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.84&CDS=1-816
689	OG0000689	YAL040C	snap_masked-flattened_line_26-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.83&CDS=1-1533
690	OG0000690	YAL041W	augustus_masked-flattened_line_26-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.100&CDS=1-3558
691	OG0000691	YAL043C	augustus_masked-flattened_line_26-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.110&CDS=1-3831
692	OG0000692	YAL044C	snap_masked-flattened_line_26-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.76&CDS=1-468
693	OG0000693	YAL044W-A	snap_masked-flattened_line_26-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.57&CDS=1-345
694	OG0000694	YAL046C	snap_masked-flattened_line_26-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.75&CDS=1-306
695	OG0000695	YAL047C	snap_masked-flattened_line_26-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.74&CDS=1-2331
696	OG0000696	YAL048C	snap_masked-flattened_line_26-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.73&CDS=1-1956
697	OG0000697	YAL049C	snap_masked-flattened_line_26-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.72&CDS=1-732
698	OG0000698	YAL051W	snap_masked-flattened_line_26-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.54&CDS=1-2904
699	OG0000699	YAL053W	snap_masked-flattened_line_26-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.52&CDS=1-2265
700	OG0000700	YAL054C	maker-flattened_line_26-augustus-gene-0.120-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.120&CDS=1-2745
701	OG0000701	YAL055W	snap_masked-flattened_line_26-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.51&CDS=1-423
702	OG0000702	YAL059W	maker-flattened_line_10-augustus-gene-3.62-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-3.62&CDS=1-2145
703	OG0000703	YAL060W	snap_masked-flattened_line_26-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.46&CDS=1-1152
704	OG0000704	YAR002C-A	snap_masked-flattened_line_3-processed-gene-3.42-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.42&CDS=1-654
705	OG0000705	YAR002W	snap_masked-flattened_line_3-processed-gene-3.22-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.22&CDS=1-1650
706	OG0000706	YAR003W	snap_masked-flattened_line_3-processed-gene-3.23-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.23&CDS=1-1329
707	OG0000707	YAR007C	snap_masked-flattened_line_3-processed-gene-3.44-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.44&CDS=1-1848
708	OG0000708	YAR008W	snap_masked-flattened_line_3-processed-gene-3.26-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.26&CDS=1-807
709	OG0000709	YAR014C	snap_masked-flattened_line_20-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.148&CDS=1-2112
710	OG0000710	YAR015W	snap_masked-flattened_line_20-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.121&CDS=1-918
711	OG0000711	YAR018C	maker-flattened_line_20-augustus-gene-1.62-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-1.62&CDS=1-4029
712	OG0000712	YAR035W	snap_masked-flattened_line_20-processed-gene-1.122-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.122&CDS=1-2118
713	OG0000713	YAR042W	snap_masked-flattened_line_20-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.123&CDS=1-3828
714	OG0000714	YBL001C	snap_masked-flattened_line_20-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.118&CDS=1-318
715	OG0000715	YBL004W	genemark-flattened_line_20-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.17&CDS=1-9126
716	OG0000716	YBL006C	snap_masked-flattened_line_3-processed-gene-3.30-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.30&CDS=1-510
717	OG0000717	YBL007C	maker-flattened_line_3-augustus-gene-3.4-mRNA-1_1&gene=maker-flattened_line_3-augustus-gene-3.4&CDS=1-4287
718	OG0000718	YBL008W	snap_masked-flattened_line_3-processed-gene-3.50-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.50&CDS=1-2496
719	OG0000719	YBL009W	snap_masked-flattened_line_3-processed-gene-3.54-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.54&CDS=1-2220
720	OG0000720	YBL010C	snap_masked-flattened_line_3-processed-gene-3.35-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.35&CDS=1-765
721	OG0000721	YBL011W	augustus_masked-flattened_line_3-processed-gene-4.10-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-4.10&CDS=1-3279
722	OG0000722	YBL014C	snap_masked-flattened_line_3-processed-gene-4.51-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-4.51&CDS=1-2676
723	OG0000723	YBL015W	snap_masked-flattened_line_12-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.72&CDS=1-1578
724	OG0000724	YBL016W	snap_masked-flattened_line_12-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.73&CDS=1-1074
725	OG0000725	YBL020W	augustus_masked-flattened_line_12-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.24&CDS=1-2970
726	OG0000726	YBL021C	snap_masked-flattened_line_12-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.44&CDS=1-522
727	OG0000727	YBL022C	snap_masked-flattened_line_12-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.45&CDS=1-3288
728	OG0000728	YBL023C	snap_masked-flattened_line_12-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.47&CDS=1-2619
729	OG0000729	YBL024W	augustus_masked-flattened_line_12-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.26&CDS=1-2421
730	OG0000730	YBL026W	maker-flattened_line_12-snap-gene-0.108-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-0.108&CDS=1-285
731	OG0000731	YBL028C	snap_masked-flattened_line_3-processed-gene-3.11-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.11&CDS=1-297
732	OG0000732	YBL029C-A	snap_masked-flattened_line_3-processed-gene-3.10-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.10&CDS=1-276
733	OG0000733	YBL029W	snap_masked-flattened_line_3-processed-gene-3.7-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-3.7&CDS=1-897
734	OG0000734	YBL032W	snap_masked-flattened_line_3-processed-gene-2.77-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.77&CDS=1-1056
735	OG0000735	YBL033C	snap_masked-flattened_line_3-processed-gene-2.101-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.101&CDS=1-909
736	OG0000736	YBL034C	augustus_masked-flattened_line_3-processed-gene-2.105-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-2.105&CDS=1-4185
737	OG0000737	YBL035C	snap_masked-flattened_line_3-processed-gene-2.54-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-2.54&CDS=1-1995
738	OG0000738	YBL036C	snap_masked-flattened_line_3-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.90&CDS=1-771
739	OG0000739	YBL037W	snap_masked-flattened_line_3-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_3-processed-gene-1.67&CDS=1-3033
740	OG0000740	YBL038W	augustus_masked-flattened_line_3-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_3-processed-gene-1.20&CDS=1-663
741	OG0000741	YBL039C	genemark-flattened_line_8-processed-gene-1.20-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.20&CDS=1-1728
742	OG0000742	YBL039W-B	snap_masked-flattened_line_8-processed-gene-1.127-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.127&CDS=1-177
