	OrthologID	Metschnikowia_similis	Saccharomyces_cerevisiae
438	OG0000438	augustus_masked-sim-_C27417-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-sim-_C27417-processed-gene-0.8&CDS=1-1785	YNL216W
439	OG0000439	augustus_masked-sim-_C27417-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-sim-_C27417-processed-gene-0.9&CDS=1-1236	YNL217W
440	OG0000440	augustus_masked-sim-_C27417-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-sim-_C27417-processed-gene-0.10&CDS=1-2199	YDL234C
441	OG0000441	augustus_masked-sim-_C27417-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-sim-_C27417-processed-gene-0.11&CDS=1-3249	YJL050W
442	OG0000442	augustus_masked-sim-_C27417-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-sim-_C27417-processed-gene-0.13&CDS=1-1650	YMR297W
443	OG0000443	augustus_masked-sim-_C27743-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-sim-_C27743-processed-gene-0.37&CDS=1-2412	YCR077C
444	OG0000444	augustus_masked-sim-_C27743-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-sim-_C27743-processed-gene-0.38&CDS=1-2394	YNR033W
445	OG0000445	augustus_masked-sim-_C27743-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-sim-_C27743-processed-gene-0.39&CDS=1-5391	YDL058W
446	OG0000446	augustus_masked-sim-_C27743-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-sim-_C27743-processed-gene-0.30&CDS=1-729	YDL059C
447	OG0000447	augustus_masked-sim-_C27743-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-sim-_C27743-processed-gene-0.40&CDS=1-3993	YLR384C
448	OG0000448	maker-sim-_C27743-augustus-gene-0.0-mRNA-1_1&gene=maker-sim-_C27743-augustus-gene-0.0&CDS=1-2439	YOR270C
449	OG0000449	augustus_masked-sim-_C27743-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-sim-_C27743-processed-gene-0.32&CDS=1-2163	YHR197W
450	OG0000450	maker-sim-_C27743-augustus-gene-0.1-mRNA-1_1&gene=maker-sim-_C27743-augustus-gene-0.1&CDS=1-1932	YKL125W
451	OG0000451	augustus_masked-sim-_C27743-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-sim-_C27743-processed-gene-0.34&CDS=1-1518	YHR084W
452	OG0000452	snap_masked-sim-_C27743-processed-gene-0.18-mRNA-1_1&gene=snap_masked-sim-_C27743-processed-gene-0.18&CDS=1-4446	YBL034C
453	OG0000453	augustus_masked-sim-_C27743-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-sim-_C27743-processed-gene-0.44&CDS=1-1134	YDR331W
454	OG0000454	genemark-sim-_C27743-processed-gene-0.65-mRNA-1_1&gene=genemark-sim-_C27743-processed-gene-0.65&CDS=1-1986	YDR332W
455	OG0000455	genemark-sim-_C27743-processed-gene-0.66-mRNA-1_1&gene=genemark-sim-_C27743-processed-gene-0.66&CDS=1-2055	YBL035C
456	OG0000456	augustus_masked-sim-_C27743-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-sim-_C27743-processed-gene-0.46&CDS=1-879	YDL051W
457	OG0000457	augustus_masked-sim-_C27743-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-sim-_C27743-processed-gene-0.35&CDS=1-741	YBL036C
458	OG0000458	augustus_masked-sim-_C27743-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-sim-_C27743-processed-gene-0.47&CDS=1-2526	YBR086C
459	OG0000459	maker-sim-_C27759-augustus-gene-0.89-mRNA-1_1&gene=maker-sim-_C27759-augustus-gene-0.89&CDS=1-3867	YEL040W
460	OG0000460	augustus_masked-sim-_C27759-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-sim-_C27759-processed-gene-0.2&CDS=1-3636	YDL145C
461	OG0000461	augustus_masked-sim-_C27759-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-sim-_C27759-processed-gene-0.3&CDS=1-1584	YGR123C
462	OG0000462	genemark-sim-_C27759-processed-gene-0.64-mRNA-1_1&gene=genemark-sim-_C27759-processed-gene-0.64&CDS=1-303	YLR218C
463	OG0000463	augustus_masked-sim-_C27759-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-sim-_C27759-processed-gene-0.14&CDS=1-2418	YER017C
464	OG0000464	augustus_masked-sim-_C27759-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-sim-_C27759-processed-gene-0.5&CDS=1-1674	YBR170C
465	OG0000465	augustus_masked-sim-_C27759-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-sim-_C27759-processed-gene-0.18&CDS=1-1647	YPL086C
466	OG0000466	augustus_masked-sim-_C27759-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-sim-_C27759-processed-gene-0.7&CDS=1-783	YBR185C
467	OG0000467	augustus_masked-sim-_C27759-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-sim-_C27759-processed-gene-0.19&CDS=1-4959	YPL195W
468	OG0000468	augustus_masked-sim-_C27759-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-sim-_C27759-processed-gene-0.9&CDS=1-720	YGL079W
469	OG0000469	genemark-sim-_C27759-processed-gene-0.84-mRNA-1_1&gene=genemark-sim-_C27759-processed-gene-0.84&CDS=1-1968	YIL108W
470	OG0000470	maker-sim-_C27759-augustus-gene-0.93-mRNA-1_1&gene=maker-sim-_C27759-augustus-gene-0.93&CDS=1-2052	YBR223C
471	OG0000471	augustus_masked-sim-_C27759-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-sim-_C27759-processed-gene-0.11&CDS=1-5307	YJL074C
472	OG0000472	augustus_masked-sim-_C27759-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-sim-_C27759-processed-gene-0.22&CDS=1-1374	YDR023W
473	OG0000473	genemark-sim-_C27759-processed-gene-0.74-mRNA-1_1&gene=genemark-sim-_C27759-processed-gene-0.74&CDS=1-1371	YDR030C
474	OG0000474	augustus_masked-sim-_s10-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.2&CDS=1-582	YDL165W
475	OG0000475	augustus_masked-sim-_s10-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.21&CDS=1-915	YHR012W
476	OG0000476	genemark-sim-_s10-processed-gene-0.92-mRNA-1_1&gene=genemark-sim-_s10-processed-gene-0.92&CDS=1-1575	YOR161C
477	OG0000477	genemark-sim-_s10-processed-gene-0.72-mRNA-1_1&gene=genemark-sim-_s10-processed-gene-0.72&CDS=1-1437	YKL221W
478	OG0000478	augustus_masked-sim-_s10-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.23&CDS=1-900	YJR007W
479	OG0000479	maker-sim-_s10-snap-gene-0.30-mRNA-1_1&gene=maker-sim-_s10-snap-gene-0.30&CDS=1-1137	YPR054W
480	OG0000480	augustus_masked-sim-_s10-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.7&CDS=1-921	YJR008W
481	OG0000481	genemark-sim-_s10-processed-gene-0.77-mRNA-1_1&gene=genemark-sim-_s10-processed-gene-0.77&CDS=1-2055	YJR005W
482	OG0000482	augustus_masked-sim-_s10-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.24&CDS=1-3618	YDR291W
483	OG0000483	augustus_masked-sim-_s10-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.9&CDS=1-1509	YBR056W
484	OG0000484	augustus_masked-sim-_s10-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.10&CDS=1-1209	YPL154C
485	OG0000485	augustus_masked-sim-_s10-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.25&CDS=1-1926	YJR045C
486	OG0000486	maker-sim-_s10-snap-gene-0.32-mRNA-1_1&gene=maker-sim-_s10-snap-gene-0.32&CDS=1-1260	YOL116W
487	OG0000487	augustus_masked-sim-_s10-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.27&CDS=1-1731	YPL265W
488	OG0000488	augustus_masked-sim-_s10-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.14&CDS=1-1281	YPL165C
489	OG0000489	augustus_masked-sim-_s10-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.28&CDS=1-1479	YGR093W
490	OG0000490	augustus_masked-sim-_s10-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.16&CDS=1-1671	YPR144C
491	OG0000491	augustus_masked-sim-_s10-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.17&CDS=1-2472	YEL032W
492	OG0000492	augustus_masked-sim-_s10-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.18&CDS=1-738	YPL157W
493	OG0000493	snap_masked-sim-_s10-processed-gene-0.67-mRNA-1_1&gene=snap_masked-sim-_s10-processed-gene-0.67&CDS=1-1830	YNR038W
494	OG0000494	augustus_masked-sim-_s10-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-sim-_s10-processed-gene-0.19&CDS=1-273	YNR037C
495	OG0000495	genemark-sim-_s100-processed-gene-0.17-mRNA-1_1&gene=genemark-sim-_s100-processed-gene-0.17&CDS=1-645	YEL024W
496	OG0000496	augustus_masked-sim-_s100-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-sim-_s100-processed-gene-0.73&CDS=1-2598	YJR036C
497	OG0000497	augustus_masked-sim-_s100-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-sim-_s100-processed-gene-0.63&CDS=1-2244	YJR042W
498	OG0000498	snap_masked-sim-_s100-processed-gene-0.48-mRNA-1_1&gene=snap_masked-sim-_s100-processed-gene-0.48&CDS=1-480	YEL027W
499	OG0000499	augustus_masked-sim-_s100-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-sim-_s100-processed-gene-0.64&CDS=1-3078	YNL132W
500	OG0000500	augustus_masked-sim-_s100-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-sim-_s100-processed-gene-0.79&CDS=1-630	YDR486C
501	OG0000501	augustus_masked-sim-_s100-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-sim-_s100-processed-gene-0.80&CDS=1-2292	YJR040W
502	OG0000502	augustus_masked-sim-_s100-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-sim-_s100-processed-gene-0.81&CDS=1-1449	YGR212W
503	OG0000503	augustus_masked-sim-_s100-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-sim-_s100-processed-gene-0.82&CDS=1-1056	YOR036W
504	OG0000504	augustus_masked-sim-_s100-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-sim-_s100-processed-gene-0.70&CDS=1-4428	YNL102W
505	OG0000505	snap_masked-sim-_s101-processed-gene-0.57-mRNA-1_1&gene=snap_masked-sim-_s101-processed-gene-0.57&CDS=1-369	YHR051W
506	OG0000506	genemark-sim-_s101-processed-gene-0.3-mRNA-1_1&gene=genemark-sim-_s101-processed-gene-0.3&CDS=1-1044	YDR322W
507	OG0000507	augustus_masked-sim-_s101-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-sim-_s101-processed-gene-0.23&CDS=1-3294	YHR077C
508	OG0000508	augustus_masked-sim-_s101-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-sim-_s101-processed-gene-0.33&CDS=1-1188	YHR076W
509	OG0000509	augustus_masked-sim-_s101-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-sim-_s101-processed-gene-0.24&CDS=1-270	YDR322C-A
510	OG0000510	snap_masked-sim-_s101-processed-gene-0.48-mRNA-1_1&gene=snap_masked-sim-_s101-processed-gene-0.48&CDS=1-1857	YDR323C
511	OG0000511	augustus_masked-sim-_s101-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-sim-_s101-processed-gene-0.35&CDS=1-2118	YLR103C
512	OG0000512	augustus_masked-sim-_s101-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-sim-_s101-processed-gene-0.36&CDS=1-1608	YLR149C
513	OG0000513	augustus_masked-sim-_s101-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-sim-_s101-processed-gene-0.27&CDS=1-1467	YGL112C
514	OG0000514	augustus_masked-sim-_s101-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-sim-_s101-processed-gene-0.37&CDS=1-2388	YGL113W
515	OG0000515	snap_masked-sim-_s101-processed-gene-0.65-mRNA-1_1&gene=snap_masked-sim-_s101-processed-gene-0.65&CDS=1-372	YLR104W
516	OG0000516	augustus_masked-sim-_s101-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-sim-_s101-processed-gene-0.38&CDS=1-1230	YER019W
517	OG0000517	maker-sim-_s110-augustus-gene-0.25-mRNA-1_1&gene=maker-sim-_s110-augustus-gene-0.25&CDS=1-1518	YNL081C
518	OG0000518	snap_masked-sim-_s110-processed-gene-0.0-mRNA-1_1&gene=snap_masked-sim-_s110-processed-gene-0.0&CDS=1-219	YDR378C
519	OG0000519	snap_masked-sim-_s110-processed-gene-0.1-mRNA-1_1&gene=snap_masked-sim-_s110-processed-gene-0.1&CDS=1-300	YDR377W
520	OG0000520	maker-sim-_s111-augustus-gene-0.0-mRNA-1_1&gene=maker-sim-_s111-augustus-gene-0.0&CDS=1-3876	YDR176W
521	OG0000521	augustus_masked-sim-_s111-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.26&CDS=1-1413	YLR163C
522	OG0000522	augustus_masked-sim-_s111-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.11&CDS=1-648	YDR183W
523	OG0000523	maker-sim-_s111-snap-gene-0.44-mRNA-1_1&gene=maker-sim-_s111-snap-gene-0.44&CDS=1-2628	YLR166C
524	OG0000524	augustus_masked-sim-_s111-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.27&CDS=1-1356	YDR182W
525	OG0000525	snap_masked-sim-_s111-processed-gene-0.74-mRNA-1_1&gene=snap_masked-sim-_s111-processed-gene-0.74&CDS=1-4977	YDR180W
526	OG0000526	augustus_masked-sim-_s111-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.16&CDS=1-891	YLR239C
527	OG0000527	augustus_masked-sim-_s111-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.17&CDS=1-2970	YDR204W
528	OG0000528	augustus_masked-sim-_s111-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.32&CDS=1-324	YDR357C
529	OG0000529	maker-sim-_s111-augustus-gene-0.5-mRNA-1_1&gene=maker-sim-_s111-augustus-gene-0.5&CDS=1-1746	YHR108W
530	OG0000530	augustus_masked-sim-_s111-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.33&CDS=1-696	YDR262W
531	OG0000531	augustus_masked-sim-_s111-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.35&CDS=1-6363	YDL171C
532	OG0000532	augustus_masked-sim-_s111-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.19&CDS=1-1056	YCR035C
533	OG0000533	genemark-sim-_s111-processed-gene-0.111-mRNA-1_1&gene=genemark-sim-_s111-processed-gene-0.111&CDS=1-7785	YCR032W
534	OG0000534	augustus_masked-sim-_s111-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.38&CDS=1-390	YJL190C
535	OG0000535	augustus_masked-sim-_s111-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.39&CDS=1-2331	YNL045W
536	OG0000536	genemark-sim-_s111-processed-gene-0.113-mRNA-1_1&gene=genemark-sim-_s111-processed-gene-0.113&CDS=1-1623	YBR007C
537	OG0000537	augustus_masked-sim-_s111-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.23&CDS=1-1455	YPR045C
538	OG0000538	augustus_masked-sim-_s111-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.41&CDS=1-708	YJR099W
539	OG0000539	augustus_masked-sim-_s111-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-0.25&CDS=1-774	YDR207C
540	OG0000540	genemark-sim-_s111-processed-gene-1.98-mRNA-1_1&gene=genemark-sim-_s111-processed-gene-1.98&CDS=1-1428	YDL167C
541	OG0000541	augustus_masked-sim-_s111-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.57&CDS=1-714	YPR183W
542	OG0000542	augustus_masked-sim-_s111-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.58&CDS=1-1761	YDR390C
543	OG0000543	augustus_masked-sim-_s111-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.59&CDS=1-378	YOR122C
544	OG0000544	augustus_masked-sim-_s111-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.61&CDS=1-2469	YDL126C
545	OG0000545	augustus_masked-sim-_s111-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.62&CDS=1-441	YDL125C
546	OG0000546	augustus_masked-sim-_s111-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.63&CDS=1-624	YBL102W
547	OG0000547	augustus_masked-sim-_s111-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.80&CDS=1-1191	YDR363W
548	OG0000548	augustus_masked-sim-_s111-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.81&CDS=1-1353	YHR111W
549	OG0000549	maker-sim-_s111-augustus-gene-1.4-mRNA-1_1&gene=maker-sim-_s111-augustus-gene-1.4&CDS=1-2298	YPL214C
550	OG0000550	maker-sim-_s111-augustus-gene-1.5-mRNA-1_1&gene=maker-sim-_s111-augustus-gene-1.5&CDS=1-3549	YPL262W
551	OG0000551	augustus_masked-sim-_s111-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.67&CDS=1-2736	YER162C
552	OG0000552	snap_masked-sim-_s111-processed-gene-1.22-mRNA-1_1&gene=snap_masked-sim-_s111-processed-gene-1.22&CDS=1-6915	YDR090C
553	OG0000553	genemark-sim-_s111-processed-gene-1.114-mRNA-1_1&gene=genemark-sim-_s111-processed-gene-1.114&CDS=1-2241	YJR143C
554	OG0000554	augustus_masked-sim-_s111-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.70&CDS=1-1176	YHR201C
555	OG0000555	augustus_masked-sim-_s111-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.71&CDS=1-777	YMR048W
556	OG0000556	augustus_masked-sim-_s111-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.89&CDS=1-783	YHR200W
557	OG0000557	augustus_masked-sim-_s111-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.90&CDS=1-4251	YJR137C
558	OG0000558	augustus_masked-sim-_s111-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.93&CDS=1-516	YJR025C
559	OG0000559	augustus_masked-sim-_s111-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.75&CDS=1-861	YOR223W
560	OG0000560	augustus_masked-sim-_s111-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.76&CDS=1-852	YPL134C
561	OG0000561	augustus_masked-sim-_s111-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.78&CDS=1-2199	YOR206W
562	OG0000562	maker-sim-_s111-augustus-gene-1.6-mRNA-1_1&gene=maker-sim-_s111-augustus-gene-1.6&CDS=1-2820	YPL133C
563	OG0000563	augustus_masked-sim-_s111-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.96&CDS=1-3477	YOR207C
564	OG0000564	augustus_masked-sim-_s111-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-1.97&CDS=1-1521	YPL122C
565	OG0000565	augustus_masked-sim-_s111-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.112&CDS=1-1575	YHR168W
566	OG0000566	augustus_masked-sim-_s111-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.110&CDS=1-1305	YHR169W
567	OG0000567	maker-sim-_s111-snap-gene-2.102-mRNA-1_1&gene=maker-sim-_s111-snap-gene-2.102&CDS=1-1929	YGR246C
568	OG0000568	augustus_masked-sim-_s111-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.114&CDS=1-2235	YGR245C
569	OG0000569	augustus_masked-sim-_s111-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.147&CDS=1-957	YDR174W
570	OG0000570	augustus_masked-sim-_s111-processed-gene-2.148-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.148&CDS=1-888	YOR287C
571	OG0000571	genemark-sim-_s111-processed-gene-2.198-mRNA-1_1&gene=genemark-sim-_s111-processed-gene-2.198&CDS=1-1218	YGR244C
572	OG0000572	augustus_masked-sim-_s111-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.117&CDS=1-756	YGR253C
573	OG0000573	augustus_masked-sim-_s111-processed-gene-2.149-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.149&CDS=1-2703	YHR172W
574	OG0000574	augustus_masked-sim-_s111-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.150&CDS=1-3447	YHR170W
575	OG0000575	augustus_masked-sim-_s111-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.118&CDS=1-1467	YGR252W
576	OG0000576	augustus_masked-sim-_s111-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.151&CDS=1-1218	YJL006C
577	OG0000577	genemark-sim-_s111-processed-gene-2.237-mRNA-1_1&gene=genemark-sim-_s111-processed-gene-2.237&CDS=1-846	YNL055C
578	OG0000578	genemark-sim-_s111-processed-gene-2.238-mRNA-1_1&gene=genemark-sim-_s111-processed-gene-2.238&CDS=1-2421	YMR049C
579	OG0000579	genemark-sim-_s111-processed-gene-2.205-mRNA-1_1&gene=genemark-sim-_s111-processed-gene-2.205&CDS=1-699	YIR005W
580	OG0000580	augustus_masked-sim-_s111-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.153&CDS=1-876	YPR139C
581	OG0000581	augustus_masked-sim-_s111-processed-gene-2.155-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.155&CDS=1-3024	YFL025C
582	OG0000582	snap_masked-sim-_s111-processed-gene-2.65-mRNA-1_1&gene=snap_masked-sim-_s111-processed-gene-2.65&CDS=1-180	YFR032C-A
583	OG0000583	augustus_masked-sim-_s111-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.126&CDS=1-267	YJR135W-A
584	OG0000584	augustus_masked-sim-_s111-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.163&CDS=1-1086	YDL055C
585	OG0000585	augustus_masked-sim-_s111-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.164&CDS=1-2421	YLR377C
586	OG0000586	augustus_masked-sim-_s111-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.129&CDS=1-1431	YLR378C
587	OG0000587	augustus_masked-sim-_s111-processed-gene-2.166-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.166&CDS=1-2319	YPL074W
588	OG0000588	genemark-sim-_s111-processed-gene-2.215-mRNA-1_1&gene=genemark-sim-_s111-processed-gene-2.215&CDS=1-1500	YER048C
589	OG0000589	genemark-sim-_s111-processed-gene-2.257-mRNA-1_1&gene=genemark-sim-_s111-processed-gene-2.257&CDS=1-336	YBR120C
590	OG0000590	augustus_masked-sim-_s111-processed-gene-2.134-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.134&CDS=1-720	YKR043C
591	OG0000591	snap_masked-sim-_s111-processed-gene-2.37-mRNA-1_1&gene=snap_masked-sim-_s111-processed-gene-2.37&CDS=1-1059	YDR400W
592	OG0000592	snap_masked-sim-_s111-processed-gene-2.38-mRNA-1_1&gene=snap_masked-sim-_s111-processed-gene-2.38&CDS=1-207	YJL127C-B
593	OG0000593	augustus_masked-sim-_s111-processed-gene-2.173-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.173&CDS=1-1680	YBR286W
594	OG0000594	augustus_masked-sim-_s111-processed-gene-2.175-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.175&CDS=1-1200	YGL048C
595	OG0000595	augustus_masked-sim-_s111-processed-gene-2.178-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.178&CDS=1-981	YNL213C
596	OG0000596	genemark-sim-_s111-processed-gene-2.221-mRNA-1_1&gene=genemark-sim-_s111-processed-gene-2.221&CDS=1-1113	YNL212W
597	OG0000597	augustus_masked-sim-_s111-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.140&CDS=1-3531	YGL062W
598	OG0000598	augustus_masked-sim-_s111-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.141&CDS=1-1290	YGL126W
599	OG0000599	augustus_masked-sim-_s111-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.142&CDS=1-2523	YIL140W
600	OG0000600	augustus_masked-sim-_s111-processed-gene-2.143-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.143&CDS=1-1086	YBR221C
601	OG0000601	augustus_masked-sim-_s111-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-sim-_s111-processed-gene-2.144&CDS=1-1683	YBR220C
