	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034979_Cyberlindnera_misumaiensis
1057	OG0001057	YDR255C	snap_masked-flattened_line_59-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.49&CDS=1-1050
1058	OG0001058	YDR256C	snap_masked-flattened_line_12-processed-gene-1.164-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.164&CDS=1-1503
1059	OG0001059	YDR257C	snap_masked-flattened_line_117-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.21&CDS=1-1431
1060	OG0001060	YDR258C	snap_masked-flattened_line_0-processed-gene-2.41-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.41&CDS=1-2223
1061	OG0001061	YDR262W	snap_masked-flattened_line_6-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.51&CDS=1-666
1062	OG0001062	YDR265W	augustus_masked-flattened_line_6-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.130&CDS=1-2853
1063	OG0001063	YDR266C	snap_masked-flattened_line_6-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.5&CDS=1-1773
1064	OG0001064	YDR267C	snap_masked-flattened_line_8-processed-gene-1.96-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.96&CDS=1-972
1065	OG0001065	YDR268W	snap_masked-flattened_line_8-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.124&CDS=1-1095
1066	OG0001066	YDR270W	snap_masked-flattened_line_4-processed-gene-4.177-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.177&CDS=1-3168
1067	OG0001067	YDR276C	genemark-flattened_line_12-processed-gene-2.222-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.222&CDS=1-168
1068	OG0001068	YDR279W	snap_masked-flattened_line_161-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.12&CDS=1-912
1069	OG0001069	YDR280W	snap_masked-flattened_line_161-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.11&CDS=1-930
1070	OG0001070	YDR282C	snap_masked-flattened_line_4-processed-gene-4.154-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.154&CDS=1-1032
1071	OG0001071	YDR283C	snap_masked-flattened_line_6-processed-gene-2.133-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.133&CDS=1-4890
1072	OG0001072	YDR284C	snap_masked-flattened_line_6-processed-gene-2.132-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.132&CDS=1-894
1073	OG0001073	YDR286C	augustus_masked-flattened_line_65-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.27&CDS=1-333
1074	OG0001074	YDR287W	snap_masked-flattened_line_4-processed-gene-4.106-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.106&CDS=1-846
1075	OG0001075	YDR288W	snap_masked-flattened_line_2-processed-gene-4.1-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.1&CDS=1-867
1076	OG0001076	YDR289C	snap_masked-flattened_line_10-processed-gene-2.179-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.179&CDS=1-996
1077	OG0001077	YDR292C	augustus_masked-flattened_line_8-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.55&CDS=1-1641
1078	OG0001078	YDR293C	snap_masked-flattened_line_143-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_143-processed-gene-0.33&CDS=1-3519
1079	OG0001079	YDR294C	snap_masked-flattened_line_0-processed-gene-5.132-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.132&CDS=1-1707
1080	OG0001080	YDR296W	snap_masked-flattened_line_0-processed-gene-4.30-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.30&CDS=1-624
1081	OG0001081	YDR297W	augustus_masked-flattened_line_0-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.142&CDS=1-957
1082	OG0001082	YDR298C	snap_masked-flattened_line_0-processed-gene-5.144-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.144&CDS=1-621
1083	OG0001083	YDR299W	snap_masked-flattened_line_6-processed-gene-2.119-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.119&CDS=1-1500
1084	OG0001084	YDR300C	snap_masked-flattened_line_6-processed-gene-2.168-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.168&CDS=1-1281
1085	OG0001085	YDR301W	snap_masked-flattened_line_119-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_119-processed-gene-0.23&CDS=1-3738
1086	OG0001086	YDR302W	augustus_masked-flattened_line_119-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_119-processed-gene-0.77&CDS=1-648
1087	OG0001087	YDR304C	maker-flattened_line_55-snap-gene-0.70-mRNA-1_1&gene=maker-flattened_line_55-snap-gene-0.70&CDS=1-699
1088	OG0001088	YDR305C	maker-flattened_line_55-snap-gene-0.73-mRNA-1_1&gene=maker-flattened_line_55-snap-gene-0.73&CDS=1-531
1089	OG0001089	YDR306C	snap_masked-flattened_line_34-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.30&CDS=1-1305
1090	OG0001090	YDR308C	augustus_masked-flattened_line_34-processed-gene-0.256-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.256&CDS=1-414
1091	OG0001091	YDR311W	snap_masked-flattened_line_4-processed-gene-4.100-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.100&CDS=1-1728
1092	OG0001092	YDR315C	augustus_masked-flattened_line_4-processed-gene-4.50-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.50&CDS=1-672
1093	OG0001093	YDR316W	snap_masked-flattened_line_4-processed-gene-4.151-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.151&CDS=1-1239
1094	OG0001094	YDR319C	snap_masked-flattened_line_6-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.64&CDS=1-801
1095	OG0001095	YDR320C	snap_masked-flattened_line_4-processed-gene-4.97-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.97&CDS=1-2061
1096	OG0001096	YDR320C-A	maker-flattened_line_4-snap-gene-3.69-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.69&CDS=1-216
1097	OG0001097	YDR321W	snap_masked-flattened_line_22-processed-gene-0.181-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.181&CDS=1-1215
1098	OG0001098	YDR322C-A	augustus_masked-flattened_line_69-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.63&CDS=1-282
1099	OG0001099	YDR322W	snap_masked-flattened_line_69-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.30&CDS=1-1101
1100	OG0001100	YDR323C	augustus_masked-flattened_line_69-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_69-processed-gene-0.84&CDS=1-3027
1101	OG0001101	YDR324C	snap_masked-flattened_line_0-processed-gene-5.163-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.163&CDS=1-2145
1102	OG0001102	YDR325W	snap_masked-flattened_line_0-processed-gene-5.138-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.138&CDS=1-2667
1103	OG0001103	YDR328C	augustus_masked-flattened_line_12-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.51&CDS=1-1578
1104	OG0001104	YDR330W	snap_masked-flattened_line_12-processed-gene-2.162-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.162&CDS=1-1317
1105	OG0001105	YDR331W	snap_masked-flattened_line_12-processed-gene-2.161-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.161&CDS=1-1131
1106	OG0001106	YDR333C	snap_masked-flattened_line_0-processed-gene-4.46-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.46&CDS=1-1896
1107	OG0001107	YDR334W	maker-flattened_line_0-snap-gene-4.3-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-4.3&CDS=1-4089
1108	OG0001108	YDR335W	snap_masked-flattened_line_4-processed-gene-4.104-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.104&CDS=1-3588
1109	OG0001109	YDR336W	snap_masked-flattened_line_87-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.97&CDS=1-942
1110	OG0001110	YDR337W	snap_masked-flattened_line_87-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.95&CDS=1-864
1111	OG0001111	YDR338C	snap_masked-flattened_line_6-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.75&CDS=1-1878
1112	OG0001112	YDR339C	snap_masked-flattened_line_22-processed-gene-0.123-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.123&CDS=1-549
1113	OG0001113	YDR341C	augustus_masked-flattened_line_6-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.132&CDS=1-1899
1114	OG0001114	YDR346C	snap_masked-flattened_line_99-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.41&CDS=1-1143
1115	OG0001115	YDR347W	snap_masked-flattened_line_103-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.23&CDS=1-927
1116	OG0001116	YDR349C	snap_masked-flattened_line_61-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.113&CDS=1-1590
1117	OG0001117	YDR352W	snap_masked-flattened_line_0-processed-gene-5.159-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.159&CDS=1-816
1118	OG0001118	YDR353W	snap_masked-flattened_line_39-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.154&CDS=1-963
1119	OG0001119	YDR354W	snap_masked-flattened_line_67-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.56&CDS=1-1071
1120	OG0001120	YDR357C	snap_masked-flattened_line_39-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.152&CDS=1-411
1121	OG0001121	YDR359C	snap_masked-flattened_line_39-processed-gene-0.151-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.151&CDS=1-2991
1122	OG0001122	YDR361C	snap_masked-flattened_line_39-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.150&CDS=1-756
1123	OG0001123	YDR362C	genemark-flattened_line_99-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.27&CDS=1-1626
1124	OG0001124	YDR363W	snap_masked-flattened_line_18-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.124&CDS=1-1485
1125	OG0001125	YDR363W-A	snap_masked-flattened_line_147-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_147-processed-gene-0.42&CDS=1-228
1126	OG0001126	YDR364C	snap_masked-flattened_line_39-processed-gene-0.193-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.193&CDS=1-1557
1127	OG0001127	YDR365C	snap_masked-flattened_line_99-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.43&CDS=1-1881
1128	OG0001128	YDR367W	snap_masked-flattened_line_99-processed-gene-0.57-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.57&CDS=1-600
1129	OG0001129	YDR371W	snap_masked-flattened_line_12-processed-gene-2.151-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.151&CDS=1-1155
1130	OG0001130	YDR372C	snap_masked-flattened_line_12-processed-gene-2.114-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.114&CDS=1-960
1131	OG0001131	YDR373W	snap_masked-flattened_line_22-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.130&CDS=1-570
1132	OG0001132	YDR374C	snap_masked-flattened_line_22-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.132&CDS=1-759
1133	OG0001133	YDR375C	snap_masked-flattened_line_12-processed-gene-2.150-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.150&CDS=1-1422
1134	OG0001134	YDR376W	augustus_masked-flattened_line_0-processed-gene-6.278-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.278&CDS=1-1905
1135	OG0001135	YDR377W	maker-flattened_line_0-snap-gene-6.124-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.124&CDS=1-312
1136	OG0001136	YDR378C	genemark-flattened_line_0-processed-gene-6.228-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.228&CDS=1-228
1137	OG0001137	YDR379C-A	maker-flattened_line_0-snap-gene-6.125-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.125&CDS=1-291
1138	OG0001138	YDR381C-A	snap_masked-flattened_line_0-processed-gene-6.83-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.83&CDS=1-315
1139	OG0001139	YDR381W	maker-flattened_line_0-snap-gene-6.114-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.114&CDS=1-624
1140	OG0001140	YDR382W	snap_masked-flattened_line_2-processed-gene-4.82-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.82&CDS=1-324
1141	OG0001141	YDR386W	snap_masked-flattened_line_149-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_149-processed-gene-0.10&CDS=1-1602
1142	OG0001142	YDR387C	snap_masked-flattened_line_199-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.1&CDS=1-1449
1143	OG0001143	YDR388W	maker-flattened_line_6-snap-gene-0.95-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.95&CDS=1-1431
1144	OG0001144	YDR390C	maker-flattened_line_6-snap-gene-0.94-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.94&CDS=1-1719
1145	OG0001145	YDR392W	snap_masked-flattened_line_8-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.80&CDS=1-936
1146	OG0001146	YDR393W	snap_masked-flattened_line_8-processed-gene-1.79-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.79&CDS=1-1290
1147	OG0001147	YDR394W	snap_masked-flattened_line_8-processed-gene-1.78-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.78&CDS=1-1248
1148	OG0001148	YDR395W	snap_masked-flattened_line_8-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.77&CDS=1-2820
1149	OG0001149	YDR397C	snap_masked-flattened_line_8-processed-gene-1.109-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.109&CDS=1-435
1150	OG0001150	YDR398W	snap_masked-flattened_line_8-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.82&CDS=1-1920
1151	OG0001151	YDR399W	snap_masked-flattened_line_8-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.83&CDS=1-639
1152	OG0001152	YDR402C	augustus_masked-flattened_line_143-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_143-processed-gene-0.1&CDS=1-1449
1153	OG0001153	YDR404C	snap_masked-flattened_line_8-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.111&CDS=1-513
1154	OG0001154	YDR405W	snap_masked-flattened_line_8-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.88&CDS=1-729
1155	OG0001155	YDR407C	snap_masked-flattened_line_284-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_284-processed-gene-0.0&CDS=1-1425
1156	OG0001156	YDR410C	snap_masked-flattened_line_22-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.128&CDS=1-903
1157	OG0001157	YDR411C	snap_masked-flattened_line_4-processed-gene-4.179-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.179&CDS=1-888
1158	OG0001158	YDR412W	maker-flattened_line_12-snap-gene-2.77-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.77&CDS=1-669
1159	OG0001159	YDR414C	snap_masked-flattened_line_12-processed-gene-2.119-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.119&CDS=1-1020
1160	OG0001160	YDR415C	maker-flattened_line_0-augustus-gene-5.106-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.106&CDS=1-1506
1161	OG0001161	YDR416W	snap_masked-flattened_line_0-processed-gene-5.126-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.126&CDS=1-2295
1162	OG0001162	YDR419W	snap_masked-flattened_line_12-processed-gene-2.120-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.120&CDS=1-1848
1163	OG0001163	YDR421W	snap_masked-flattened_line_4-processed-gene-4.135-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.135&CDS=1-2457
1164	OG0001164	YDR424C	snap_masked-flattened_line_28-processed-gene-0.277-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.277&CDS=1-285
1165	OG0001165	YDR427W	snap_masked-flattened_line_28-processed-gene-0.278-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.278&CDS=1-1140
1166	OG0001166	YDR429C	maker-flattened_line_28-snap-gene-0.185-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.185&CDS=1-831
1167	OG0001167	YDR430C	snap_masked-flattened_line_6-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.58&CDS=1-2952
1168	OG0001168	YDR432W	snap_masked-flattened_line_87-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.94&CDS=1-789
1169	OG0001169	YDR434W	snap_masked-flattened_line_4-processed-gene-4.160-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.160&CDS=1-1467
1170	OG0001170	YDR435C	snap_masked-flattened_line_4-processed-gene-4.161-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-4.161&CDS=1-1008
1171	OG0001171	YDR437W	snap_masked-flattened_line_87-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.92&CDS=1-543
1172	OG0001172	YDR440W	snap_masked-flattened_line_6-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.47&CDS=1-1794
1173	OG0001173	YDR443C	snap_masked-flattened_line_6-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.26&CDS=1-3846
1174	OG0001174	YDR448W	augustus_masked-flattened_line_65-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_65-processed-gene-0.43&CDS=1-1296
1175	OG0001175	YDR449C	snap_masked-flattened_line_65-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.137&CDS=1-1230
1176	OG0001176	YDR452W	snap_masked-flattened_line_51-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-0.131&CDS=1-1893
1177	OG0001177	YDR454C	snap_masked-flattened_line_55-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.114&CDS=1-561
1178	OG0001178	YDR456W	snap_masked-flattened_line_55-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.87&CDS=1-1776
1179	OG0001179	YDR457W	snap_masked-flattened_line_55-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.124&CDS=1-9879
1180	OG0001180	YDR459C	snap_masked-flattened_line_0-processed-gene-6.89-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.89&CDS=1-909
1181	OG0001181	YDR460W	snap_masked-flattened_line_12-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.121&CDS=1-993
1182	OG0001182	YDR462W	snap_masked-flattened_line_12-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.120&CDS=1-450
1183	OG0001183	YDR464W	snap_masked-flattened_line_36-processed-gene-0.199-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.199&CDS=1-3045
1184	OG0001184	YDR465C	snap_masked-flattened_line_153-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_153-processed-gene-0.43&CDS=1-1287
1185	OG0001185	YDR468C	snap_masked-flattened_line_153-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_153-processed-gene-0.40&CDS=1-636
1186	OG0001186	YDR469W	snap_masked-flattened_line_153-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_153-processed-gene-0.46&CDS=1-258
1187	OG0001187	YDR470C	snap_masked-flattened_line_153-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_153-processed-gene-0.49&CDS=1-1377
1188	OG0001188	YDR472W	maker-flattened_line_55-snap-gene-0.72-mRNA-1_1&gene=maker-flattened_line_55-snap-gene-0.72&CDS=1-678
1189	OG0001189	YDR473C	snap_masked-flattened_line_55-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.92&CDS=1-1338
1190	OG0001190	YDR476C	snap_masked-flattened_line_109-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.19&CDS=1-627
1191	OG0001191	YDR477W	maker-flattened_line_117-augustus-gene-0.24-mRNA-1_1&gene=maker-flattened_line_117-augustus-gene-0.24&CDS=1-2646
1192	OG0001192	YDR478W	snap_masked-flattened_line_117-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.8&CDS=1-552
1193	OG0001193	YDR479C	augustus_masked-flattened_line_117-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_117-processed-gene-0.71&CDS=1-1308
1194	OG0001194	YDR481C	snap_masked-flattened_line_67-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.25&CDS=1-1602
1195	OG0001195	YDR482C	snap_masked-flattened_line_101-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_101-processed-gene-0.39&CDS=1-354
1196	OG0001196	YDR484W	genemark-flattened_line_75-processed-gene-0.75-mRNA-1_1&gene=genemark-flattened_line_75-processed-gene-0.75&CDS=1-1485
