	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035691_Candida_salmanticensis
1006	OG0001006	YDR256C	maker-flattened_line_12-snap-gene-5.54-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-5.54&CDS=1-1992
1007	OG0001007	YDR257C	genemark-flattened_line_78-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.85&CDS=1-1416
1008	OG0001008	YDR258C	genemark-flattened_line_14-processed-gene-1.117-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.117&CDS=1-2409
1009	OG0001009	YDR262W	genemark-flattened_line_78-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.73&CDS=1-747
1010	OG0001010	YDR265W	genemark-flattened_line_14-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.25&CDS=1-588
1011	OG0001011	YDR266C	genemark-flattened_line_14-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.43&CDS=1-2070
1012	OG0001012	YDR267C	genemark-flattened_line_2-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.24&CDS=1-1104
1013	OG0001013	YDR268W	augustus_masked-flattened_line_0-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.30&CDS=1-1137
1014	OG0001014	YDR270W	genemark-flattened_line_78-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.92&CDS=1-2838
1015	OG0001015	YDR276C	genemark-flattened_line_12-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.128&CDS=1-168
1016	OG0001016	YDR280W	genemark-flattened_line_34-processed-gene-1.185-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.185&CDS=1-855
1017	OG0001017	YDR282C	genemark-flattened_line_12-processed-gene-4.17-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.17&CDS=1-1341
1018	OG0001018	YDR283C	genemark-flattened_line_12-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.41&CDS=1-4851
1019	OG0001019	YDR284C	genemark-flattened_line_12-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.38&CDS=1-840
1020	OG0001020	YDR286C	genemark-flattened_line_12-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.16&CDS=1-300
1021	OG0001021	YDR287W	genemark-flattened_line_28-processed-gene-1.275-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.275&CDS=1-858
1022	OG0001022	YDR289C	augustus_masked-flattened_line_36-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.134&CDS=1-1098
1023	OG0001023	YDR291W	genemark-flattened_line_40-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.129&CDS=1-3036
1024	OG0001024	YDR292C	genemark-flattened_line_0-processed-gene-4.131-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.131&CDS=1-1728
1025	OG0001025	YDR293C	genemark-flattened_line_12-processed-gene-5.23-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.23&CDS=1-3558
1026	OG0001026	YDR294C	maker-flattened_line_36-augustus-gene-1.84-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-1.84&CDS=1-2580
1027	OG0001027	YDR296W	genemark-flattened_line_12-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.141&CDS=1-864
1028	OG0001028	YDR297W	genemark-flattened_line_12-processed-gene-1.115-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.115&CDS=1-903
1029	OG0001029	YDR298C	genemark-flattened_line_0-processed-gene-3.145-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.145&CDS=1-642
1030	OG0001030	YDR299W	genemark-flattened_line_14-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.18&CDS=1-1422
1031	OG0001031	YDR300C	genemark-flattened_line_84-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.22&CDS=1-1296
1032	OG0001032	YDR301W	augustus_masked-flattened_line_28-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.66&CDS=1-4053
1033	OG0001033	YDR302W	genemark-flattened_line_28-processed-gene-1.281-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.281&CDS=1-711
1034	OG0001034	YDR305C	genemark-flattened_line_6-processed-gene-6.191-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.191&CDS=1-507
1035	OG0001035	YDR306C	genemark-flattened_line_10-processed-gene-3.13-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.13&CDS=1-1617
1036	OG0001036	YDR308C	augustus_masked-flattened_line_10-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.115&CDS=1-429
1037	OG0001037	YDR311W	genemark-flattened_line_10-processed-gene-3.17-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.17&CDS=1-1770
1038	OG0001038	YDR313C	genemark-flattened_line_10-processed-gene-3.9-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.9&CDS=1-795
1039	OG0001039	YDR316W	genemark-flattened_line_28-processed-gene-1.232-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.232&CDS=1-1014
1040	OG0001040	YDR319C	genemark-flattened_line_10-processed-gene-5.175-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.175&CDS=1-635
1041	OG0001041	YDR320C	maker-flattened_line_10-snap-gene-3.43-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-3.43&CDS=1-2244
1042	OG0001042	YDR320C-A	genemark-flattened_line_30-processed-gene-1.196-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.196&CDS=1-216
1043	OG0001043	YDR322C-A	genemark-flattened_line_26-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.80&CDS=1-267
1044	OG0001044	YDR322W	genemark-flattened_line_26-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.39&CDS=1-1008
1045	OG0001045	YDR323C	genemark-flattened_line_4-processed-gene-6.3-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.3&CDS=1-1839
1046	OG0001046	YDR324C	genemark-flattened_line_8-processed-gene-0.155-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.155&CDS=1-2202
1047	OG0001047	YDR325W	snap_masked-flattened_line_8-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.53&CDS=1-3096
1048	OG0001048	YDR328C	genemark-flattened_line_8-processed-gene-2.134-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.134&CDS=1-474
1049	OG0001049	YDR329C	genemark-flattened_line_8-processed-gene-2.132-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.132&CDS=1-1275
1050	OG0001050	YDR330W	genemark-flattened_line_8-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.154&CDS=1-1683
1051	OG0001051	YDR331W	genemark-flattened_line_8-processed-gene-2.153-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.153&CDS=1-1227
1052	OG0001052	YDR332W	genemark-flattened_line_8-processed-gene-2.128-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.128&CDS=1-2238
1053	OG0001053	YDR333C	augustus_masked-flattened_line_12-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.16&CDS=1-1557
1054	OG0001054	YDR334W	genemark-flattened_line_44-processed-gene-0.227-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.227&CDS=1-4494
1055	OG0001055	YDR335W	genemark-flattened_line_28-processed-gene-1.276-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.276&CDS=1-3708
1056	OG0001056	YDR336W	snap_masked-flattened_line_18-processed-gene-2.238-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.238&CDS=1-1098
1057	OG0001057	YDR337W	genemark-flattened_line_10-processed-gene-5.176-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.176&CDS=1-936
1058	OG0001058	YDR339C	genemark-flattened_line_72-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.42&CDS=1-564
1059	OG0001059	YDR341C	genemark-flattened_line_72-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.43&CDS=1-1842
1060	OG0001060	YDR346C	snap_masked-flattened_line_58-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.5&CDS=1-1188
1061	OG0001061	YDR353W	genemark-flattened_line_26-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.22&CDS=1-957
1062	OG0001062	YDR354W	genemark-flattened_line_6-processed-gene-4.14-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.14&CDS=1-1089
1063	OG0001063	YDR359C	maker-flattened_line_6-augustus-gene-4.50-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.50&CDS=1-3192
1064	OG0001064	YDR361C	genemark-flattened_line_6-processed-gene-4.39-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.39&CDS=1-867
1065	OG0001065	YDR362C	snap_masked-flattened_line_2-processed-gene-0.143-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.143&CDS=1-1875
1066	OG0001066	YDR363W	snap_masked-flattened_line_6-processed-gene-3.155-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.155&CDS=1-1143
1067	OG0001067	YDR363W-A	snap_masked-flattened_line_0-processed-gene-3.17-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.17&CDS=1-297
1068	OG0001068	YDR364C	genemark-flattened_line_6-processed-gene-4.18-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.18&CDS=1-1599
1069	OG0001069	YDR365C	genemark-flattened_line_2-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.27&CDS=1-1950
1070	OG0001070	YDR367W	augustus_masked-flattened_line_14-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.110&CDS=1-798
1071	OG0001071	YDR371W	genemark-flattened_line_2-processed-gene-4.113-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.113&CDS=1-2703
1072	OG0001072	YDR372C	genemark-flattened_line_54-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.160&CDS=1-1035
1073	OG0001073	YDR373W	genemark-flattened_line_8-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.149&CDS=1-570
1074	OG0001074	YDR374C	genemark-flattened_line_60-processed-gene-0.150-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.150&CDS=1-3030
1075	OG0001075	YDR375C	genemark-flattened_line_54-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_54-processed-gene-0.159&CDS=1-1362
1076	OG0001076	YDR376W	genemark-flattened_line_12-processed-gene-5.17-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.17&CDS=1-1443
1077	OG0001077	YDR377W	genemark-flattened_line_2-processed-gene-2.131-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.131&CDS=1-294
1078	OG0001078	YDR378C	genemark-flattened_line_12-processed-gene-5.44-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.44&CDS=1-270
1079	OG0001079	YDR379C-A	snap_masked-flattened_line_12-processed-gene-2.91-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.91&CDS=1-240
1080	OG0001080	YDR381W	genemark-flattened_line_0-processed-gene-4.136-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.136&CDS=1-777
1081	OG0001081	YDR382W	augustus_masked-flattened_line_16-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.150&CDS=1-348
1082	OG0001082	YDR386W	maker-flattened_line_0-snap-gene-3.97-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.97&CDS=1-1767
1083	OG0001083	YDR388W	genemark-flattened_line_16-processed-gene-2.234-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.234&CDS=1-1359
1084	OG0001084	YDR390C	genemark-flattened_line_6-processed-gene-5.38-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.38&CDS=1-1773
1085	OG0001085	YDR392W	genemark-flattened_line_8-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.117&CDS=1-930
1086	OG0001086	YDR393W	snap_masked-flattened_line_46-processed-gene-0.145-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.145&CDS=1-852
1087	OG0001087	YDR394W	genemark-flattened_line_46-processed-gene-0.231-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.231&CDS=1-1278
1088	OG0001088	YDR397C	genemark-flattened_line_46-processed-gene-0.272-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.272&CDS=1-405
1089	OG0001089	YDR398W	genemark-flattened_line_46-processed-gene-0.229-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.229&CDS=1-2061
1090	OG0001090	YDR400W	genemark-flattened_line_20-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.13&CDS=1-987
1091	OG0001091	YDR404C	maker-flattened_line_46-augustus-gene-0.197-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.197&CDS=1-501
1092	OG0001092	YDR405W	genemark-flattened_line_42-processed-gene-0.315-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.315&CDS=1-780
1093	OG0001093	YDR407C	maker-flattened_line_6-snap-gene-5.54-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-5.54&CDS=1-3780
1094	OG0001094	YDR408C	genemark-flattened_line_6-processed-gene-5.40-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.40&CDS=1-645
1095	OG0001095	YDR410C	genemark-flattened_line_72-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.38&CDS=1-696
1096	OG0001096	YDR411C	augustus_masked-flattened_line_38-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.67&CDS=1-804
1097	OG0001097	YDR412W	snap_masked-flattened_line_0-processed-gene-3.40-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.40&CDS=1-762
1098	OG0001098	YDR414C	genemark-flattened_line_0-processed-gene-3.122-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.122&CDS=1-1197
1099	OG0001099	YDR415C	genemark-flattened_line_24-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.11&CDS=1-1191
1100	OG0001100	YDR416W	augustus_masked-flattened_line_0-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.80&CDS=1-2325
1101	OG0001101	YDR419W	augustus_masked-flattened_line_0-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.85&CDS=1-1833
1102	OG0001102	YDR421W	genemark-flattened_line_16-processed-gene-2.247-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.247&CDS=1-2979
1103	OG0001103	YDR424C	genemark-flattened_line_28-processed-gene-1.262-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.262&CDS=1-279
1104	OG0001104	YDR427W	snap_masked-flattened_line_28-processed-gene-1.111-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.111&CDS=1-1179
1105	OG0001105	YDR428C	snap_masked-flattened_line_28-processed-gene-1.154-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.154&CDS=1-801
1106	OG0001106	YDR429C	genemark-flattened_line_28-processed-gene-1.280-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.280&CDS=1-846
1107	OG0001107	YDR430C	genemark-flattened_line_28-processed-gene-1.235-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.235&CDS=1-3033
1108	OG0001108	YDR432W	genemark-flattened_line_28-processed-gene-1.273-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.273&CDS=1-1173
1109	OG0001109	YDR434W	genemark-flattened_line_4-processed-gene-2.97-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.97&CDS=1-1434
1110	OG0001110	YDR435C	genemark-flattened_line_4-processed-gene-2.112-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.112&CDS=1-1017
1111	OG0001111	YDR440W	genemark-flattened_line_28-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.129&CDS=1-1416
1112	OG0001112	YDR443C	genemark-flattened_line_28-processed-gene-1.226-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.226&CDS=1-3789
1113	OG0001113	YDR448W	genemark-flattened_line_0-processed-gene-2.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.45&CDS=1-1536
1114	OG0001114	YDR449C	genemark-flattened_line_0-processed-gene-2.21-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.21&CDS=1-1161
1115	OG0001115	YDR454C	genemark-flattened_line_24-processed-gene-2.48-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.48&CDS=1-558
1116	OG0001116	YDR456W	genemark-flattened_line_24-processed-gene-2.21-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.21&CDS=1-1782
1117	OG0001117	YDR457W	maker-flattened_line_6-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.6&CDS=1-10326
1118	OG0001118	YDR459C	genemark-flattened_line_42-processed-gene-0.229-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.229&CDS=1-984
1119	OG0001119	YDR460W	augustus_masked-flattened_line_42-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.164&CDS=1-999
1120	OG0001120	YDR462W	genemark-flattened_line_0-processed-gene-3.100-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.100&CDS=1-495
1121	OG0001121	YDR464W	augustus_masked-flattened_line_12-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-5.120&CDS=1-2370
1122	OG0001122	YDR465C	genemark-flattened_line_12-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.29&CDS=1-1185
1123	OG0001123	YDR468C	genemark-flattened_line_6-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.33&CDS=1-672
1124	OG0001124	YDR469W	genemark-flattened_line_6-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.13&CDS=1-501
1125	OG0001125	YDR470C	genemark-flattened_line_6-processed-gene-1.35-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.35&CDS=1-1335
1126	OG0001126	YDR472W	genemark-flattened_line_14-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.6&CDS=1-690
1127	OG0001127	YDR473C	augustus_masked-flattened_line_4-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.97&CDS=1-1623
1128	OG0001128	YDR477W	snap_masked-flattened_line_36-processed-gene-1.126-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.126&CDS=1-960
1129	OG0001129	YDR481C	snap_masked-flattened_line_58-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.20&CDS=1-1716
1130	OG0001130	YDR482C	genemark-flattened_line_18-processed-gene-1.138-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.138&CDS=1-627
1131	OG0001131	YDR484W	augustus_masked-flattened_line_4-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.45&CDS=1-1854
1132	OG0001132	YDR485C	genemark-flattened_line_6-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.19&CDS=1-1920
1133	OG0001133	YDR486C	genemark-flattened_line_6-processed-gene-1.27-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.27&CDS=1-639
1134	OG0001134	YDR487C	genemark-flattened_line_6-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.10&CDS=1-609
1135	OG0001135	YDR489W	genemark-flattened_line_6-processed-gene-5.7-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.7&CDS=1-690
1136	OG0001136	YDR490C	maker-flattened_line_6-snap-gene-1.62-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.62&CDS=1-2406
1137	OG0001137	YDR493W	genemark-flattened_line_44-processed-gene-0.232-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.232&CDS=1-327
1138	OG0001138	YDR495C	augustus_masked-flattened_line_16-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.120&CDS=1-2937
1139	OG0001139	YDR496C	genemark-flattened_line_16-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.96&CDS=1-1968
1140	OG0001140	YDR498C	genemark-flattened_line_2-processed-gene-3.122-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.122&CDS=1-957
1141	OG0001141	YDR502C	genemark-flattened_line_12-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.23&CDS=1-1155
1142	OG0001142	YDR510W	genemark-flattened_line_0-processed-gene-2.20-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.20&CDS=1-285
1143	OG0001143	YDR511W	genemark-flattened_line_26-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.65&CDS=1-396
1144	OG0001144	YDR512C	genemark-flattened_line_38-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.41&CDS=1-408
1145	OG0001145	YDR517W	genemark-flattened_line_42-processed-gene-0.253-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.253&CDS=1-1137
1146	OG0001146	YDR525W-A	genemark-flattened_line_24-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.51&CDS=1-447
