	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034957_Hanseniaspora_osmophila
872	OG0000872	YDL101C	genemark-flattened_line_23-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.98&CDS=1-1566
873	OG0000873	YDL102W	genemark-flattened_line_23-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.73&CDS=1-3366
874	OG0000874	YDL103C	genemark-flattened_line_23-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.96&CDS=1-1458
875	OG0000875	YDL104C	genemark-flattened_line_23-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.86&CDS=1-1179
876	OG0000876	YDL105W	genemark-flattened_line_23-processed-gene-1.112-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.112&CDS=1-1044
877	OG0000877	YDL106C	genemark-flattened_line_0-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.96&CDS=1-2019
878	OG0000878	YDL107W	augustus_masked-flattened_line_23-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.31&CDS=1-924
879	OG0000879	YDL108W	genemark-flattened_line_23-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.91&CDS=1-939
880	OG0000880	YDL110C	genemark-flattened_line_23-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_23-processed-gene-1.114&CDS=1-453
881	OG0000881	YDL111C	genemark-flattened_line_0-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.79&CDS=1-864
882	OG0000882	YDL112W	genemark-flattened_line_0-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.98&CDS=1-4476
883	OG0000883	YDL113C	genemark-flattened_line_0-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.80&CDS=1-2184
884	OG0000884	YDL114W	genemark-flattened_line_0-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.99&CDS=1-876
885	OG0000885	YDL115C	augustus_masked-flattened_line_0-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.41&CDS=1-984
886	OG0000886	YDL119C	genemark-flattened_line_0-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.85&CDS=1-912
887	OG0000887	YDL120W	genemark-flattened_line_0-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.106&CDS=1-582
888	OG0000888	YDL121C	augustus_masked-flattened_line_0-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.46&CDS=1-408
889	OG0000889	YDL122W	maker-flattened_line_0-snap-gene-0.76-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-0.76&CDS=1-2535
890	OG0000890	YDL123W	genemark-flattened_line_21-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.66&CDS=1-411
891	OG0000891	YDL124W	maker-flattened_line_21-snap-gene-0.117-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-0.117&CDS=1-1824
892	OG0000892	YDL126C	maker-flattened_line_21-snap-gene-0.118-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-0.118&CDS=1-2901
893	OG0000893	YDL128W	genemark-flattened_line_21-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.46&CDS=1-1182
894	OG0000894	YDL130W	genemark-flattened_line_21-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.44&CDS=1-342
895	OG0000895	YDL131W	genemark-flattened_line_21-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.42&CDS=1-1323
896	OG0000896	YDL132W	genemark-flattened_line_21-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.41&CDS=1-2325
897	OG0000897	YDL133W	genemark-flattened_line_21-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.40&CDS=1-1488
898	OG0000898	YDL135C	genemark-flattened_line_21-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.59&CDS=1-639
899	OG0000899	YDL140C	genemark-flattened_line_95-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.25&CDS=1-5136
900	OG0000900	YDL142C	genemark-flattened_line_95-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.24&CDS=1-1020
901	OG0000901	YDL143W	genemark-flattened_line_95-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.7&CDS=1-1731
902	OG0000902	YDL144C	maker-flattened_line_95-snap-gene-0.56-mRNA-1_1&gene=maker-flattened_line_95-snap-gene-0.56&CDS=1-2193
903	OG0000903	YDL145C	genemark-flattened_line_95-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.19&CDS=1-3654
904	OG0000904	YDL146W	augustus_masked-flattened_line_95-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.31&CDS=1-1119
905	OG0000905	YDL147W	genemark-flattened_line_95-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.3&CDS=1-1326
906	OG0000906	YDL148C	genemark-flattened_line_95-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.16&CDS=1-2451
907	OG0000907	YDL149W	genemark-flattened_line_95-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.2&CDS=1-3165
908	OG0000908	YDL150W	snap_masked-flattened_line_21-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.113&CDS=1-1500
909	OG0000909	YDL153C	genemark-flattened_line_21-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.57&CDS=1-1845
910	OG0000910	YDL154W	genemark-flattened_line_21-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.74&CDS=1-2514
911	OG0000911	YDL156W	genemark-flattened_line_21-processed-gene-1.3-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.3&CDS=1-1632
912	OG0000912	YDL157C	genemark-flattened_line_21-processed-gene-1.4-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.4&CDS=1-315
913	OG0000913	YDL159W	genemark-flattened_line_21-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.36&CDS=1-2331
914	OG0000914	YDL160C	genemark-flattened_line_21-processed-gene-1.5-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.5&CDS=1-1704
915	OG0000915	YDL160C-A	snap_masked-flattened_line_21-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.128&CDS=1-249
916	OG0000916	YDL164C	genemark-flattened_line_21-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.8&CDS=1-2220
917	OG0000917	YDL165W	genemark-flattened_line_21-processed-gene-1.42-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.42&CDS=1-891
918	OG0000918	YDL166C	genemark-flattened_line_21-processed-gene-1.10-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.10&CDS=1-858
919	OG0000919	YDL167C	genemark-flattened_line_21-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.11&CDS=1-2310
920	OG0000920	YDL168W	genemark-flattened_line_21-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.43&CDS=1-1149
921	OG0000921	YDL171C	genemark-flattened_line_21-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.16&CDS=1-6582
922	OG0000922	YDL174C	genemark-flattened_line_21-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-1.18&CDS=1-1734
923	OG0000923	YDL177C	genemark-flattened_line_21-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.65&CDS=1-417
924	OG0000924	YDL178W	genemark-flattened_line_21-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.64&CDS=1-1674
925	OG0000925	YDL180W	snap_masked-flattened_line_21-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.87&CDS=1-2235
926	OG0000926	YDL183C	genemark-flattened_line_21-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.61&CDS=1-1152
927	OG0000927	YDL185W	genemark-flattened_line_21-processed-gene-0.39-mRNA-1_1&gene=genemark-flattened_line_21-processed-gene-0.39&CDS=1-3360
928	OG0000928	YDL189W	snap_masked-flattened_line_21-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.79&CDS=1-1941
929	OG0000929	YDL190C	snap_masked-flattened_line_95-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_95-processed-gene-0.84&CDS=1-3198
930	OG0000930	YDL193W	genemark-flattened_line_95-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.11&CDS=1-1134
931	OG0000931	YDL195W	genemark-flattened_line_95-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.9&CDS=1-4176
932	OG0000932	YDL198C	genemark-flattened_line_11-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.69&CDS=1-840
933	OG0000933	YDL201W	genemark-flattened_line_11-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.68&CDS=1-840
934	OG0000934	YDL202W	genemark-flattened_line_11-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.51&CDS=1-780
935	OG0000935	YDL203C	snap_masked-flattened_line_11-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.106&CDS=1-1506
936	OG0000936	YDL205C	genemark-flattened_line_13-processed-gene-0.102-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-0.102&CDS=1-999
937	OG0000937	YDL206W	snap_masked-flattened_line_11-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-0.101&CDS=1-1992
938	OG0000938	YDL207W	genemark-flattened_line_11-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.64&CDS=1-1647
939	OG0000939	YDL208W	genemark-flattened_line_11-processed-gene-0.44-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.44&CDS=1-465
940	OG0000940	YDL209C	genemark-flattened_line_11-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-0.60&CDS=1-1068
941	OG0000941	YDL210W	maker-flattened_line_29-snap-gene-0.147-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-0.147&CDS=1-5178
942	OG0000942	YDL212W	genemark-flattened_line_17-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.25&CDS=1-672
943	OG0000943	YDL213C	maker-flattened_line_17-snap-gene-0.34-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-0.34&CDS=1-591
944	OG0000944	YDL215C	genemark-flattened_line_17-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.20&CDS=1-3297
945	OG0000945	YDL217C	genemark-flattened_line_17-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-0.21&CDS=1-582
946	OG0000946	YDL218W	genemark-flattened_line_17-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.116&CDS=1-1140
947	OG0000947	YDL220C	augustus_masked-flattened_line_17-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.69&CDS=1-3102
948	OG0000948	YDL225W	genemark-flattened_line_17-processed-gene-1.122-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.122&CDS=1-1968
949	OG0000949	YDL226C	genemark-flattened_line_17-processed-gene-1.126-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.126&CDS=1-1113
950	OG0000950	YDL228C	snap_masked-flattened_line_17-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.20&CDS=1-1695
951	OG0000951	YDL229W	genemark-flattened_line_17-processed-gene-1.145-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.145&CDS=1-1842
952	OG0000952	YDL230W	genemark-flattened_line_17-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.146&CDS=1-1131
953	OG0000953	YDL231C	augustus_masked-flattened_line_17-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.78&CDS=1-3534
954	OG0000954	YDL232W	snap_masked-flattened_line_17-processed-gene-1.40-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.40&CDS=1-219
955	OG0000955	YDL233W	augustus_masked-flattened_line_17-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.97&CDS=1-2502
956	OG0000956	YDL234C	genemark-flattened_line_17-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.130&CDS=1-2280
957	OG0000957	YDL235C	genemark-flattened_line_17-processed-gene-1.131-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.131&CDS=1-540
958	OG0000958	YDL236W	genemark-flattened_line_17-processed-gene-1.152-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.152&CDS=1-939
959	OG0000959	YDL237W	snap_masked-flattened_line_17-processed-gene-1.50-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.50&CDS=1-1638
960	OG0000960	YDL238C	genemark-flattened_line_17-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.134&CDS=1-1560
961	OG0000961	YDL240W	genemark-flattened_line_17-processed-gene-1.161-mRNA-1_1&gene=genemark-flattened_line_17-processed-gene-1.161&CDS=1-3153
962	OG0000962	YDR002W	genemark-flattened_line_250-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_250-processed-gene-0.10&CDS=1-615
963	OG0000963	YDR004W	genemark-flattened_line_62-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.137&CDS=1-1533
964	OG0000964	YDR005C	genemark-flattened_line_62-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.110&CDS=1-1359
965	OG0000965	YDR006C	snap_masked-flattened_line_62-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.21&CDS=1-3330
966	OG0000966	YDR007W	augustus_masked-flattened_line_41-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.134&CDS=1-828
967	OG0000967	YDR014W	augustus_masked-flattened_line_6-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.60&CDS=1-1740
968	OG0000968	YDR016C	augustus_masked-flattened_line_125-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.12&CDS=1-255
969	OG0000969	YDR017C	maker-flattened_line_125-snap-gene-0.50-mRNA-1_1&gene=maker-flattened_line_125-snap-gene-0.50&CDS=1-2880
970	OG0000970	YDR019C	genemark-flattened_line_125-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_125-processed-gene-0.33&CDS=1-1176
971	OG0000971	YDR020C	snap_masked-flattened_line_125-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.60&CDS=1-786
972	OG0000972	YDR021W	genemark-flattened_line_125-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_125-processed-gene-0.41&CDS=1-1185
973	OG0000973	YDR022C	snap_masked-flattened_line_125-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.59&CDS=1-657
974	OG0000974	YDR023W	genemark-flattened_line_125-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_125-processed-gene-0.40&CDS=1-1380
975	OG0000975	YDR027C	snap_masked-flattened_line_125-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_125-processed-gene-0.54&CDS=1-2922
976	OG0000976	YDR028C	augustus_masked-flattened_line_125-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.0&CDS=1-3882
977	OG0000977	YDR032C	genemark-flattened_line_510-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_510-processed-gene-0.0&CDS=1-603
978	OG0000978	YDR034C	maker-flattened_line_15-snap-gene-1.185-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-1.185&CDS=1-2508
979	OG0000979	YDR035W	genemark-flattened_line_15-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.114&CDS=1-1122
980	OG0000980	YDR036C	snap_masked-flattened_line_15-processed-gene-1.156-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.156&CDS=1-1710
981	OG0000981	YDR037W	augustus_masked-flattened_line_15-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.26&CDS=1-1875
982	OG0000982	YDR041W	genemark-flattened_line_15-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.85&CDS=1-768
983	OG0000983	YDR044W	genemark-flattened_line_15-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.86&CDS=1-1035
984	OG0000984	YDR045C	snap_masked-flattened_line_15-processed-gene-1.179-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.179&CDS=1-336
985	OG0000985	YDR047W	snap_masked-flattened_line_15-processed-gene-1.148-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.148&CDS=1-1113
986	OG0000986	YDR049W	genemark-flattened_line_15-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.82&CDS=1-1884
987	OG0000987	YDR050C	genemark-flattened_line_15-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.107&CDS=1-756
988	OG0000988	YDR052C	snap_masked-flattened_line_15-processed-gene-1.146-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-1.146&CDS=1-2736
989	OG0000989	YDR054C	genemark-flattened_line_15-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-1.77&CDS=1-993
990	OG0000990	YDR057W	augustus_masked-flattened_line_83-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_83-processed-gene-0.53&CDS=1-1638
991	OG0000991	YDR058C	genemark-flattened_line_8-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.84&CDS=1-1131
992	OG0000992	YDR060W	genemark-flattened_line_83-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_83-processed-gene-0.79&CDS=1-3393
993	OG0000993	YDR061W	snap_masked-flattened_line_79-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.120&CDS=1-1638
994	OG0000994	YDR062W	genemark-flattened_line_79-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.40&CDS=1-1728
995	OG0000995	YDR064W	maker-flattened_line_79-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_79-snap-gene-0.3&CDS=1-876
996	OG0000996	YDR067C	maker-flattened_line_79-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_79-snap-gene-0.2&CDS=1-723
997	OG0000997	YDR068W	augustus_masked-flattened_line_79-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.74&CDS=1-1053
998	OG0000998	YDR071C	genemark-flattened_line_79-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.16&CDS=1-684
999	OG0000999	YDR072C	maker-flattened_line_79-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_79-snap-gene-0.1&CDS=1-1404
1000	OG0001000	YDR073W	augustus_masked-flattened_line_79-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.72&CDS=1-486
1001	OG0001001	YDR074W	genemark-flattened_line_79-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.30&CDS=1-3360
1002	OG0001002	YDR075W	genemark-flattened_line_79-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.28&CDS=1-1149
1003	OG0001003	YDR076W	augustus_masked-flattened_line_79-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.68&CDS=1-1227
1004	OG0001004	YDR078C	augustus_masked-flattened_line_79-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.52&CDS=1-666
1005	OG0001005	YDR079C-A	snap_masked-flattened_line_79-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.87&CDS=1-216
1006	OG0001006	YDR079W	genemark-flattened_line_79-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.25&CDS=1-336
1007	OG0001007	YDR080W	augustus_masked-flattened_line_79-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.64&CDS=1-3060
1008	OG0001008	YDR081C	genemark-flattened_line_79-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.7&CDS=1-3420
1009	OG0001009	YDR083W	genemark-flattened_line_79-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.21&CDS=1-1197
1010	OG0001010	YDR084C	genemark-flattened_line_79-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.5&CDS=1-564
1011	OG0001011	YDR087C	maker-flattened_line_194-augustus-gene-0.22-mRNA-1_1&gene=maker-flattened_line_194-augustus-gene-0.22&CDS=1-1137
1012	OG0001012	YDR088C	snap_masked-flattened_line_194-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_194-processed-gene-0.5&CDS=1-1263
