	OrthologID	Saccharomyces_cerevisiae	Yarrowia_keelungensis
384	OG0000384	YML123C	-processed-gene-32.176-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-32.176&CDS=1-1725, -processed-gene-6.13-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-6.13&CDS=1-1731
385	OG0000385	YMR034C	-processed-gene-1.100-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-1.100&CDS=1-1398, -processed-gene-10.60-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-10.60&CDS=1-1329
386	OG0000386	YMR058W	-processed-gene-13.20-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-13.20&CDS=1-1755, -processed-gene-19.105-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-19.105&CDS=1-1977
387	OG0000387	YMR119W, YNL008C	-processed-gene-2.46-mRNA-1_1&gene=augustus_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-2.46&CDS=1-2040
388	OG0000388	YMR155W	-processed-gene-16.12-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-16.12&CDS=1-1275, -processed-gene-4.65-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-4.65&CDS=1-1362
389	OG0000389	YMR177W, YPL224C	-processed-gene-11.15-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-11.15&CDS=1-1059
390	OG0000390	YMR182C, YPL230W	-processed-gene-1.77-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-1.77&CDS=1-1749
391	OG0000391	YMR194W, YPL249C-A	-processed-gene-6.94-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-6.94&CDS=1-300
392	OG0000392	YMR202W	-processed-gene-4.30-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-4.30&CDS=1-654, -processed-gene-8.101-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-8.101&CDS=1-654
393	OG0000393	YMR222C, YOR280C	-processed-gene-5.109-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-5.109&CDS=1-720
394	OG0000394	YMR230W, YOR293W	-processed-gene-16.23-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-16.23&CDS=1-414
395	OG0000395	YMR237W, YOR299W	-processed-gene-3.15-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-3.15&CDS=1-2103
396	OG0000396	YMR242C, YOR312C	-processed-gene-17.45-mRNA-1_1&gene=augustus_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-17.45&CDS=1-531
397	OG0000397	YMR253C, YPL264C	-processed-gene-1.44-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-1.44&CDS=1-1152
398	OG0000398	YNL087W, YOR086C	-processed-gene-5.12-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-5.12&CDS=1-5619
399	OG0000399	YNL096C, YOR096W	-processed-gene-28.18-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-28.18&CDS=1-576
400	OG0000400	YNL104C, YOR108W	-processed-gene-9.92-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-9.92&CDS=1-1728
401	OG0000401	YNL106C, YOR109W	-processed-gene-14.70-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-14.70&CDS=1-3183
402	OG0000402	YNL108C, YOR110W	-processed-gene-15.86-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-15.86&CDS=1-1245
403	OG0000403	YNL211C	-processed-gene-15.5-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-15.5&CDS=1-249, -processed-gene-18.69-mRNA-1_1&gene=snap_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-18.69&CDS=1-183
404	OG0000404	YNL239W	-processed-gene-7.73-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-7.73&CDS=1-1527, -processed-gene-8.111-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-8.111&CDS=1-1383
405	OG0000405	YNL274C	-processed-gene-18.6-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-18.6&CDS=1-990, -processed-gene-2.74-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-2.74&CDS=1-1062
406	OG0000406	YNL294C	-processed-gene-0.34-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-0.34&CDS=1-1551, -processed-gene-4.42-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-4.42&CDS=1-1908
407	OG0000407	YNL298W, YOL113W	-processed-gene-25.14-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-25.14&CDS=1-2808
408	OG0000408	YNL299W, YOL115W	-processed-gene-23.19-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-23.19&CDS=1-2148
409	OG0000409	YNL301C, YOL120C	-processed-gene-11.18-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-11.18&CDS=1-558
410	OG0000410	YNL302C, YOL121C	-processed-gene-3.35-mRNA-1_1&gene=genemark-gi|1002317703|dbj|BCJD01000012.1|-processed-gene-3.35&CDS=1-441
411	OG0000411	YOL013C	-processed-gene-17.23-mRNA-1_1&gene=augustus_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-17.23&CDS=1-975, -processed-gene-3.25-mRNA-1_1&gene=augustus_masked-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-3.25&CDS=1-1383
412	OG0000412	YOL069W	-processed-gene-0.30-mRNA-1_1&gene=snap_masked-gi|1002317700|dbj|BCJD01000015.1|-processed-gene-0.30&CDS=1-852, -processed-gene-4.43-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-4.43&CDS=1-1353
413	OG0000413	YOR049C	-processed-gene-0.21-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-0.21&CDS=1-1065, -processed-gene-4.13-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-4.13&CDS=1-1017
414	OG0000414	YOR226C, YPL135W	-processed-gene-4.11-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-4.11&CDS=1-531
415	OG0000415	YOR227W, YPL137C	-augustus-gene-5.160-mRNA-1_1&gene=maker-gi|1002317705|dbj|BCJD01000010.1|-augustus-gene-5.160&CDS=1-4221
416	OG0000416	YOR231W, YPL140C	-processed-gene-4.0-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-4.0&CDS=1-1320
417	OG0000417	YOR237W, YPL145C	-processed-gene-13.35-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-13.35&CDS=1-1185
418	OG0000418	YOR256C, YPL176C	-processed-gene-32.38-mRNA-1_1&gene=augustus_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-32.38&CDS=1-2403
419	OG0000419	YOR285W	-processed-gene-10.17-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-10.17&CDS=1-429, -processed-gene-22.81-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-22.81&CDS=1-579
420	OG0000420	YOR348C	-processed-gene-11.76-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-11.76&CDS=1-1620, -processed-gene-13.4-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-13.4&CDS=1-1692
421	OG0000421	YPL123C	-processed-gene-18.32-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-18.32&CDS=1-867, -processed-gene-26.16-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-26.16&CDS=1-1227
422	OG0000422	YPL242C	-augustus-gene-9.31-mRNA-1_1&gene=maker-gi|1002317712|dbj|BCJD01000003.1|-augustus-gene-9.31&CDS=1-4440, -processed-gene-20.76-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-20.76&CDS=1-2322
423	OG0000423	YPR013C, YPR015C	-processed-gene-1.20-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-1.20&CDS=1-1053
424	OG0000424	YPR147C	-processed-gene-7.18-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-7.18&CDS=1-1239, -processed-gene-7.8-mRNA-1_1&gene=snap_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-7.8&CDS=1-933
425	OG0000425	YPR153W	-processed-gene-19.65-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-19.65&CDS=1-423, -snap-gene-13.41-mRNA-1_1&gene=maker-gi|1002317714|dbj|BCJD01000001.1|-snap-gene-13.41&CDS=1-429
426	OG0000426	YPR159W	-processed-gene-2.13-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-2.13&CDS=1-1989, -processed-gene-7.79-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-7.79&CDS=1-1974
427	OG0000427	YPR165W	-processed-gene-1.69-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-1.69&CDS=1-609, -processed-gene-30.36-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-30.36&CDS=1-612
428	OG0000428	YAL001C	-processed-gene-24.25-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-24.25&CDS=1-4188
429	OG0000429	YAL002W	-processed-gene-25.5-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-25.5&CDS=1-5118
430	OG0000430	YAL003W	-processed-gene-5.34-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-5.34&CDS=1-660
431	OG0000431	YAL004W	-processed-gene-7.72-mRNA-1_1&gene=snap_masked-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-7.72&CDS=1-4752
432	OG0000432	YAL009W	-processed-gene-13.32-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-13.32&CDS=1-648
433	OG0000433	YAL010C	-processed-gene-27.42-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-27.42&CDS=1-1059
434	OG0000434	YAL011W	-snap-gene-27.1-mRNA-1_1&gene=maker-gi|1002317713|dbj|BCJD01000002.1|-snap-gene-27.1&CDS=1-2772
435	OG0000435	YAL012W	-processed-gene-7.75-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-7.75&CDS=1-1182
436	OG0000436	YAL013W	-processed-gene-7.61-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-7.61&CDS=1-2088
437	OG0000437	YAL014C	-processed-gene-4.86-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-4.86&CDS=1-768
438	OG0000438	YAL016W	-processed-gene-1.66-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-1.66&CDS=1-1866
439	OG0000439	YAL019W	-processed-gene-22.58-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-22.58&CDS=1-2781
440	OG0000440	YAL020C	-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-3.105&CDS=1-1134
441	OG0000441	YAL021C	-processed-gene-6.41-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-6.41&CDS=1-2106
442	OG0000442	YAL022C	-processed-gene-25.26-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-25.26&CDS=1-1203
443	OG0000443	YAL023C	-processed-gene-25.88-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-25.88&CDS=1-2232
444	OG0000444	YAL024C	-processed-gene-0.41-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-0.41&CDS=1-2568
445	OG0000445	YAL025C	-processed-gene-10.56-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-10.56&CDS=1-945
446	OG0000446	YAL026C	-processed-gene-1.68-mRNA-1_1&gene=snap_masked-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-1.68&CDS=1-3984
447	OG0000447	YAL032C	-processed-gene-13.33-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-13.33&CDS=1-1572
448	OG0000448	YAL033W	-processed-gene-4.18-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-4.18&CDS=1-471
449	OG0000449	YAL034W-A	-processed-gene-6.96-mRNA-1_1&gene=snap_masked-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-6.96&CDS=1-885
450	OG0000450	YAL035W	-processed-gene-1.90-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-1.90&CDS=1-3132
451	OG0000451	YAL036C	-processed-gene-0.60-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-0.60&CDS=1-1104
452	OG0000452	YAL038W	-processed-gene-6.46-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-6.46&CDS=1-1545
453	OG0000453	YAL039C	-processed-gene-5.25-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-5.25&CDS=1-915
454	OG0000454	YAL041W	-processed-gene-13.49-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-13.49&CDS=1-2331
455	OG0000455	YAL042W	-processed-gene-5.23-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-5.23&CDS=1-1203
456	OG0000456	YAL043C	-processed-gene-1.39-mRNA-1_1&gene=snap_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-1.39&CDS=1-2319
457	OG0000457	YAL044C	-processed-gene-28.8-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-28.8&CDS=1-516
458	OG0000458	YAL044W-A	-processed-gene-27.88-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-27.88&CDS=1-363
459	OG0000459	YAL046C	-processed-gene-6.10-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-6.10&CDS=1-339
460	OG0000460	YAL048C	-processed-gene-2.36-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-2.36&CDS=1-1995
461	OG0000461	YAL049C	-processed-gene-23.36-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-23.36&CDS=1-720
462	OG0000462	YAL053W	-processed-gene-3.4-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-3.4&CDS=1-2289
463	OG0000463	YAL058W	-processed-gene-3.22-mRNA-1_1&gene=genemark-gi|1002317708|dbj|BCJD01000007.1|-processed-gene-3.22&CDS=1-1758
464	OG0000464	YAL062W	-processed-gene-8.94-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-8.94&CDS=1-1374
465	OG0000465	YAL067C	-processed-gene-1.16-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-1.16&CDS=1-1803
466	OG0000466	YAR003W	-processed-gene-25.16-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-25.16&CDS=1-1269
467	OG0000467	YAR007C	-processed-gene-9.83-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-9.83&CDS=1-1779
468	OG0000468	YAR008W	-processed-gene-8.33-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-8.33&CDS=1-795
469	OG0000469	YAR014C	-processed-gene-2.24-mRNA-1_1&gene=snap_masked-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-2.24&CDS=1-3801
470	OG0000470	YAR015W	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-2.21&CDS=1-930
471	OG0000471	YAR018C	-processed-gene-1.51-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-1.51&CDS=1-1494
472	OG0000472	YAR035W	-processed-gene-13.37-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-13.37&CDS=1-2241
473	OG0000473	YBL001C	-processed-gene-4.107-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-4.107&CDS=1-330
474	OG0000474	YBL003C	-processed-gene-4.106-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-4.106&CDS=1-405
475	OG0000475	YBL004W	-processed-gene-10.1-mRNA-1_1&gene=snap_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-10.1&CDS=1-7599
476	OG0000476	YBL007C	-processed-gene-1.70-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-1.70&CDS=1-3390
477	OG0000477	YBL008W	-processed-gene-4.78-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-4.78&CDS=1-3171
478	OG0000478	YBL011W	-processed-gene-0.2-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-0.2&CDS=1-2181
479	OG0000479	YBL015W	-processed-gene-5.33-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-5.33&CDS=1-1572
480	OG0000480	YBL016W	-processed-gene-2.16-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-2.16&CDS=1-1080
481	OG0000481	YBL019W	-processed-gene-11.48-mRNA-1_1&gene=snap_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-11.48&CDS=1-1728
482	OG0000482	YBL020W	-processed-gene-17.78-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-17.78&CDS=1-2022
483	OG0000483	YBL021C	-processed-gene-7.66-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-7.66&CDS=1-576
484	OG0000484	YBL022C	-processed-gene-19.5-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-19.5&CDS=1-3492
485	OG0000485	YBL023C	-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-3.26&CDS=1-2394
486	OG0000486	YBL024W	-processed-gene-17.79-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-17.79&CDS=1-2304
487	OG0000487	YBL026W	-processed-gene-1.83-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-1.83&CDS=1-297
488	OG0000488	YBL029C-A	-processed-gene-1.39-mRNA-1_1&gene=snap_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-1.39&CDS=1-384
489	OG0000489	YBL029W	-processed-gene-15.13-mRNA-1_1&gene=augustus_masked-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-15.13&CDS=1-576
490	OG0000490	YBL033C	-processed-gene-25.42-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-25.42&CDS=1-951
491	OG0000491	YBL034C	-processed-gene-4.41-mRNA-1_1&gene=genemark-gi|1002317705|dbj|BCJD01000010.1|-processed-gene-4.41&CDS=1-4812
492	OG0000492	YBL035C	-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-2.52&CDS=1-1833
493	OG0000493	YBL036C	-processed-gene-23.72-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-23.72&CDS=1-738
494	OG0000494	YBL037W	-processed-gene-20.25-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-20.25&CDS=1-2865
495	OG0000495	YBL038W	-processed-gene-21.73-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-21.73&CDS=1-663
496	OG0000496	YBL039C	-processed-gene-17.55-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-17.55&CDS=1-1716
497	OG0000497	YBL040C	-processed-gene-13.26-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-13.26&CDS=1-651
498	OG0000498	YBL041W	-processed-gene-14.54-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-14.54&CDS=1-681
499	OG0000499	YBL046W	-processed-gene-21.8-mRNA-1_1&gene=augustus_masked-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-21.8&CDS=1-1131
500	OG0000500	YBL047C	-augustus-gene-26.140-mRNA-1_1&gene=maker-gi|1002317712|dbj|BCJD01000003.1|-augustus-gene-26.140&CDS=1-3900
501	OG0000501	YBL050W	-processed-gene-26.14-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-26.14&CDS=1-876
502	OG0000502	YBL051C	-processed-gene-10.70-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-10.70&CDS=1-1401
503	OG0000503	YBL054W	-processed-gene-3.6-mRNA-1_1&gene=genemark-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-3.6&CDS=1-1692
504	OG0000504	YBL055C	-processed-gene-10.7-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-10.7&CDS=1-1053
505	OG0000505	YBL057C	-processed-gene-0.14-mRNA-1_1&gene=genemark-gi|1002317704|dbj|BCJD01000011.1|-processed-gene-0.14&CDS=1-600
506	OG0000506	YBL058W	-processed-gene-10.6-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-10.6&CDS=1-1374
507	OG0000507	YBL059C-A	-processed-gene-15.85-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-15.85&CDS=1-351
508	OG0000508	YBL061C	-processed-gene-2.69-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-2.69&CDS=1-2520
509	OG0000509	YBL063W	-processed-gene-4.45-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-4.45&CDS=1-2430
510	OG0000510	YBL064C	-processed-gene-2.0-mRNA-1_1&gene=genemark-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-2.0&CDS=1-759
511	OG0000511	YBL066C	-processed-gene-16.23-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-16.23&CDS=1-1887
512	OG0000512	YBL071W-A	-processed-gene-17.60-mRNA-1_1&gene=augustus_masked-gi|1002317711|dbj|BCJD01000004.1|-processed-gene-17.60&CDS=1-210
513	OG0000513	YBL076C	-processed-gene-0.50-mRNA-1_1&gene=genemark-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-0.50&CDS=1-3240
514	OG0000514	YBL078C	-processed-gene-25.110-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-25.110&CDS=1-381
515	OG0000515	YBL080C	-processed-gene-20.68-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-20.68&CDS=1-1653
516	OG0000516	YBL082C	-snap-gene-24.114-mRNA-1_1&gene=maker-gi|1002317714|dbj|BCJD01000001.1|-snap-gene-24.114&CDS=1-1563
517	OG0000517	YBL084C	-processed-gene-31.103-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-31.103&CDS=1-1875
518	OG0000518	YBL086C	-processed-gene-6.55-mRNA-1_1&gene=snap_masked-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-6.55&CDS=1-1878
519	OG0000519	YBL088C	-snap-gene-27.3-mRNA-1_1&gene=maker-gi|1002317713|dbj|BCJD01000002.1|-snap-gene-27.3&CDS=1-6996
520	OG0000520	YBL091C	-processed-gene-15.26-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-15.26&CDS=1-1419
521	OG0000521	YBL092W	-processed-gene-6.85-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-6.85&CDS=1-393
522	OG0000522	YBL093C	-processed-gene-22.43-mRNA-1_1&gene=genemark-gi|1002317714|dbj|BCJD01000001.1|-processed-gene-22.43&CDS=1-543
523	OG0000523	YBL095W	-processed-gene-8.34-mRNA-1_1&gene=genemark-gi|1002317706|dbj|BCJD01000009.1|-processed-gene-8.34&CDS=1-723
524	OG0000524	YBL097W	-processed-gene-8.28-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-8.28&CDS=1-2172
525	OG0000525	YBL098W	-processed-gene-23.15-mRNA-1_1&gene=genemark-gi|1002317713|dbj|BCJD01000002.1|-processed-gene-23.15&CDS=1-1389
526	OG0000526	YBL099W	-processed-gene-3.186-mRNA-1_1&gene=genemark-gi|1002317702|dbj|BCJD01000013.1|-processed-gene-3.186&CDS=1-1608
527	OG0000527	YBL102W	-processed-gene-3.11-mRNA-1_1&gene=genemark-gi|1002317707|dbj|BCJD01000008.1|-processed-gene-3.11&CDS=1-594
528	OG0000528	YBL104C	-processed-gene-9.37-mRNA-1_1&gene=snap_masked-gi|1002317710|dbj|BCJD01000005.1|-processed-gene-9.37&CDS=1-2598
529	OG0000529	YBL105C	-snap-gene-5.0-mRNA-1_1&gene=maker-gi|1002317707|dbj|BCJD01000008.1|-snap-gene-5.0&CDS=1-2607
530	OG0000530	YBL107C	-processed-gene-12.78-mRNA-1_1&gene=augustus_masked-gi|1002317709|dbj|BCJD01000006.1|-processed-gene-12.78&CDS=1-510
531	OG0000531	YBR002C	-processed-gene-20.21-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-20.21&CDS=1-801
532	OG0000532	YBR003W	-processed-gene-20.5-mRNA-1_1&gene=genemark-gi|1002317712|dbj|BCJD01000003.1|-processed-gene-20.5&CDS=1-1356
