	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034890_Ogataea_ramenticola
129	OG0000129	YDR037W, YNL073W	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.38&CDS=1-1755, snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.178-mRNA-1_1&gene=snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.178&CDS=1-1695
130	OG0000130	YDR067C, YNL032W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.222-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.222&CDS=1-756, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-3.36&CDS=1-585
131	OG0000131	YDR125C, YLR099C	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-5.12&CDS=1-1452, augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.39&CDS=1-1341
132	OG0000132	YDR135C, YLL015W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-4.95&CDS=1-4875, augustus_masked-NODE_30_length_122092_cov_95.1863_ID_59-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_30_length_122092_cov_95.1863_ID_59-processed-gene-0.152&CDS=1-4677
133	OG0000133	YDR144C, YLR120C, YLR121C	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-3.13&CDS=1-1830
134	OG0000134	YDR153C, YJR125C	augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.27&CDS=1-1362, snap_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-4.85-mRNA-1_1&gene=snap_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-4.85&CDS=1-960
135	OG0000135	YDR155C, YLR216C	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.30&CDS=1-1095, augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-4.104&CDS=1-483
136	OG0000136	YDR178W, YLR164W	augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_18_length_265421_cov_147.193_ID_35-processed-gene-0.113&CDS=1-519, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.45-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.45&CDS=1-495
137	OG0000137	YDR214W, YNL281W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.67-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.67&CDS=1-1008, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.22&CDS=1-462
138	OG0000138	YDR235W, YML046W	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.94&CDS=1-1689, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.194-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.194&CDS=1-2052
139	OG0000139	YDR243C, YHR065C	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-1.32&CDS=1-1704, augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-3.80&CDS=1-1449
140	OG0000140	YDR368W, YOR120W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.99-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.99&CDS=1-939, snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.82-mRNA-1_1&gene=snap_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-7.82&CDS=1-927
141	OG0000141	YDR378C, YPR182W	augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_19_length_231626_cov_146.684_ID_37-processed-gene-1.100&CDS=1-261, augustus_masked-NODE_32_length_101364_cov_129.138_ID_63-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_32_length_101364_cov_129.138_ID_63-processed-gene-0.60&CDS=1-237
142	OG0000142	YDR399W, YJR133W	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.114&CDS=1-630, augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-1.85&CDS=1-621
143	OG0000143	YDR466W, YDR490C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.69&CDS=1-3045, maker-NODE_17_length_294818_cov_144.65_ID_33-augustus-gene-1.79-mRNA-1_1&gene=maker-NODE_17_length_294818_cov_144.65_ID_33-augustus-gene-1.79&CDS=1-4260
144	OG0000144	YDR523C, YHR102W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.139&CDS=1-2730, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.93&CDS=1-1440
145	OG0000145	YEL029C, YNR027W	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-3.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-3.117&CDS=1-999, augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.68&CDS=1-1002
146	OG0000146	YER017C, YMR089C	augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_24_length_187661_cov_169.262_ID_47-processed-gene-0.36&CDS=1-2241, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.32&CDS=1-2730
147	OG0000147	YER048C, YIR004W	augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_27_length_147020_cov_188.923_ID_53-processed-gene-0.142&CDS=1-1521, augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.64&CDS=1-1197
148	OG0000148	YER054C, YIL045W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-0.17&CDS=1-2742, augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.164-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.164&CDS=1-2025
149	OG0000149	YER056C, YER060W, YER060W-A	augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_936193_cov_107.414_ID_1-processed-gene-8.89&CDS=1-1524
150	OG0000150	YER066W, YFL009W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-0.103&CDS=1-1080, snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-3.51&CDS=1-2253
151	OG0000151	YER067W, YIL057C	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.196-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.196&CDS=1-543, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.29&CDS=1-621
152	OG0000152	YER107C, YOR026W	augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-NODE_10_length_504736_cov_103.515_ID_19-processed-gene-4.37&CDS=1-963, augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-4.23&CDS=1-1167
153	OG0000153	YER119C, YIL088C	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.224-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.224&CDS=1-1311, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-4.103&CDS=1-1512
154	OG0000154	YFL017W-A, YJR022W	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-0.121&CDS=1-294, snap_masked-NODE_35_length_96598_cov_103.353_ID_69-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_35_length_96598_cov_103.353_ID_69-processed-gene-0.46&CDS=1-231
155	OG0000155	YFL059W, YMR096W, YNL333W	augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.170&CDS=1-921
156	OG0000156	YFL060C, YMR095C, YNL334C	augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.209&CDS=1-792
157	OG0000157	YFR014C, YOL016C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-4.57&CDS=1-1068, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-2.126&CDS=1-1371
158	OG0000158	YFR031C-A, YIL018W	augustus_masked-NODE_35_length_96598_cov_103.353_ID_69-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_35_length_96598_cov_103.353_ID_69-processed-gene-0.104&CDS=1-762, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.12&CDS=1-762
159	OG0000159	YGL038C, YJR075W	augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_14_length_419374_cov_107.414_ID_27-processed-gene-1.44&CDS=1-1374, augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.139&CDS=1-1239
160	OG0000160	YGL091C, YIL003W	augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.217-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.217&CDS=1-1005, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.12-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.12&CDS=1-837
161	OG0000161	YGL147C, YNL067W	augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_34_length_99083_cov_101.504_ID_67-processed-gene-0.29&CDS=1-573, augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-1.30&CDS=1-573
162	OG0000162	YGL185C, YNL274C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-0.60&CDS=1-1035, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-2.51&CDS=1-1203
163	OG0000163	YGL194C, YPR068C	augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.180-mRNA-1_1&gene=augustus_masked-NODE_8_length_531287_cov_107.001_ID_15-processed-gene-4.180&CDS=1-1395, genemark-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-1.40&CDS=1-1104
164	OG0000164	YGR052W, YPL209C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.29&CDS=1-1941, genemark-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-1.111&CDS=1-1026
165	OG0000165	YGR177C, YOR377W	snap_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.64&CDS=1-1533, snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-1.69&CDS=1-1548
166	OG0000166	YGR197C, YJR015W	augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_20_length_227501_cov_157.981_ID_39-processed-gene-1.129&CDS=1-1614, augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-2.74&CDS=1-2283
167	OG0000167	YGR240C, YMR205C	augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.65&CDS=1-3045, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-5.31&CDS=1-2874
168	OG0000168	YGR279C, YMR305C	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-2.96&CDS=1-1128, augustus_masked-NODE_42_length_43318_cov_220.768_ID_83-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_42_length_43318_cov_220.768_ID_83-processed-gene-0.6&CDS=1-1164
169	OG0000169	YHL003C, YKL008C	augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.232-mRNA-1_1&gene=augustus_masked-NODE_23_length_193568_cov_110.871_ID_45-processed-gene-0.232&CDS=1-1287, augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_29_length_124316_cov_183.598_ID_57-processed-gene-0.14&CDS=1-1308
170	OG0000170	YHL033C, YLL045C	augustus_masked-NODE_35_length_96598_cov_103.353_ID_69-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_35_length_96598_cov_103.353_ID_69-processed-gene-0.102&CDS=1-786, augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.32&CDS=1-783
171	OG0000171	YHR031C, YML061C	augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.17&CDS=1-2307, augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.94-mRNA-1_1&gene=augustus_masked-NODE_22_length_211037_cov_113.482_ID_43-processed-gene-1.94&CDS=1-3471
172	OG0000172	YHR047C, YKL157W	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-0.32&CDS=1-2601, augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-4.165-mRNA-1_1&gene=augustus_masked-NODE_7_length_538164_cov_135.673_ID_13-processed-gene-4.165&CDS=1-2673
173	OG0000173	YIL002C, YOR109W	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-3.22&CDS=1-3366, genemark-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.209-mRNA-1_1&gene=genemark-NODE_15_length_375730_cov_128.345_ID_29-processed-gene-2.209&CDS=1-2874
174	OG0000174	YIL035C, YOR061W	augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_28_length_138687_cov_153.319_ID_55-processed-gene-0.106&CDS=1-984, augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-2.65&CDS=1-1002
175	OG0000175	YIL043C, YML125C	augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.208-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.208&CDS=1-864, snap_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.96-mRNA-1_1&gene=snap_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.96&CDS=1-1098
176	OG0000176	YIL078W, YKL194C	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-2.18&CDS=1-2181, augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-3.107&CDS=1-1362
177	OG0000177	YIL095W, YNL020C	augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_6_length_541680_cov_107.521_ID_11-processed-gene-0.77&CDS=1-2604, genemark-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.326-mRNA-1_1&gene=genemark-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-5.326&CDS=1-2898
178	OG0000178	YIL126W, YOR290C	augustus_masked-NODE_38_length_78519_cov_90.4632_ID_75-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_38_length_78519_cov_90.4632_ID_75-processed-gene-0.24&CDS=1-3876, maker-NODE_30_length_122092_cov_95.1863_ID_59-snap-gene-0.164-mRNA-1_1&gene=maker-NODE_30_length_122092_cov_95.1863_ID_59-snap-gene-0.164&CDS=1-4749
179	OG0000179	YIL151C, YKR096W	augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-NODE_5_length_615619_cov_117.552_ID_9-processed-gene-4.56&CDS=1-984, maker-NODE_5_length_615619_cov_117.552_ID_9-snap-gene-4.47-mRNA-1_1&gene=maker-NODE_5_length_615619_cov_117.552_ID_9-snap-gene-4.47&CDS=1-4386
180	OG0000180	YIL153W, YPL152W	augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_12_length_456140_cov_104.9_ID_23-processed-gene-3.128&CDS=1-1083, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.34&CDS=1-1365
181	OG0000181	YIL159W, YNL271C	augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.16-mRNA-1_1&gene=augustus_masked-NODE_11_length_468069_cov_102.835_ID_21-processed-gene-3.16&CDS=1-5115, augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_9_length_520025_cov_100.229_ID_17-processed-gene-0.28&CDS=1-4245
182	OG0000182	YIR013C, YLR013W	augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.157-mRNA-1_1&gene=augustus_masked-NODE_4_length_655877_cov_104.434_ID_7-processed-gene-5.157&CDS=1-1791, snap_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.0-mRNA-1_1&gene=snap_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-6.0&CDS=1-1722
183	OG0000183	YJL190C, YLR367W	augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.105&CDS=1-390, maker-NODE_17_length_294818_cov_144.65_ID_33-augustus-gene-1.78-mRNA-1_1&gene=maker-NODE_17_length_294818_cov_144.65_ID_33-augustus-gene-1.78&CDS=1-390
184	OG0000184	YJL193W, YOR307C	augustus_masked-NODE_30_length_122092_cov_95.1863_ID_59-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_30_length_122092_cov_95.1863_ID_59-processed-gene-0.137&CDS=1-1530, augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_3_length_696421_cov_108.181_ID_5-processed-gene-1.122&CDS=1-1233
185	OG0000185	YJL212C, YPR194C	genemark-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.3-mRNA-1_1&gene=genemark-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-3.3&CDS=1-2391, snap_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.13&CDS=1-2400
186	OG0000186	YJR005W, YKL135C	augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-NODE_17_length_294818_cov_144.65_ID_33-processed-gene-0.118&CDS=1-2193, augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-NODE_26_length_171845_cov_113.307_ID_51-processed-gene-0.204&CDS=1-1860
187	OG0000187	YJR058C, YLR170C	augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_729701_cov_103.929_ID_3-processed-gene-2.53&CDS=1-534, augustus_masked-NODE_40_length_46518_cov_262.413_ID_79-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_40_length_46518_cov_262.413_ID_79-processed-gene-0.48&CDS=1-459
