	OrthologID	Saccharomyces_cerevisiae	Spathaspora_gorwiae
344	OG0000344	YGR108W, YPR119W	augustus_masked-LQMZ01002149.1-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-LQMZ01002149.1-processed-gene-0.64&CDS=1-1392
345	OG0000345	YGR111W	augustus_masked-LQMZ01000447.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000447.1-processed-gene-0.0&CDS=1-414, augustus_masked-LQMZ01000817.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000817.1-processed-gene-0.0&CDS=1-1017
346	OG0000346	YGR118W, YPR132W	augustus_masked-LQMZ01000054.1-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-LQMZ01000054.1-processed-gene-0.25&CDS=1-435
347	OG0000347	YGR121C, YPR138C	augustus_masked-LQMZ01001467.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001467.1-processed-gene-0.0&CDS=1-1596
348	OG0000348	YGR131W, YPR149W	genemark-LQMZ01002410.1-processed-gene-0.18-mRNA-1_1&gene=genemark-LQMZ01002410.1-processed-gene-0.18&CDS=1-507
349	OG0000349	YGR138C, YPR156C	augustus_masked-LQMZ01002255.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01002255.1-processed-gene-0.5&CDS=1-1677
350	OG0000350	YGR141W, YPR157W	augustus_masked-LQMZ01002505.1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-LQMZ01002505.1-processed-gene-0.42&CDS=1-1296
351	OG0000351	YGR204W	augustus_masked-LQMZ01002104.1-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-LQMZ01002104.1-processed-gene-0.59&CDS=1-2970, augustus_masked-LQMZ01002433.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01002433.1-processed-gene-0.9&CDS=1-2838
352	OG0000352	YGR214W, YLR048W	snap_masked-LQMZ01002191.1-processed-gene-0.13-mRNA-1_1&gene=snap_masked-LQMZ01002191.1-processed-gene-0.13&CDS=1-762
353	OG0000353	YGR238C, YHR158C	augustus_masked-LQMZ01001413.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQMZ01001413.1-processed-gene-0.22&CDS=1-3291
354	OG0000354	YGR243W, YHR162W	augustus_masked-LQMZ01001604.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01001604.1-processed-gene-0.14&CDS=1-408
355	OG0000355	YGR260W	augustus_masked-LQMZ01001282.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001282.1-processed-gene-0.3&CDS=1-1512, augustus_masked-LQMZ01002105.1-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-LQMZ01002105.1-processed-gene-0.4&CDS=1-1506
356	OG0000356	YGR281W	genemark-LQMZ01002449.1-processed-gene-0.4-mRNA-1_1&gene=genemark-LQMZ01002449.1-processed-gene-0.4&CDS=1-3594, maker-LQMZ01002431.1-snap-gene-0.5-mRNA-1_1&gene=maker-LQMZ01002431.1-snap-gene-0.5&CDS=1-12621
357	OG0000357	YHL001W, YKL006W	augustus_masked-LQMZ01001014.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LQMZ01001014.1-processed-gene-0.17&CDS=1-390
358	OG0000358	YHL003C, YKL008C	augustus_masked-LQMZ01001526.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001526.1-processed-gene-0.3&CDS=1-1221
359	OG0000359	YHL007C	augustus_masked-LQMZ01000488.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000488.1-processed-gene-0.0&CDS=1-1119, genemark-LQMZ01000093.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMZ01000093.1-processed-gene-0.7&CDS=1-3996
360	OG0000360	YHL008C	augustus_masked-LQMZ01000230.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000230.1-processed-gene-0.0&CDS=1-987, augustus_masked-LQMZ01001471.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01001471.1-processed-gene-0.3&CDS=1-1548
361	OG0000361	YHL009C	augustus_masked-LQMZ01000163.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000163.1-processed-gene-0.2&CDS=1-942, augustus_masked-LQMZ01001791.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001791.1-processed-gene-0.2&CDS=1-870
362	OG0000362	YHL009W-B, YJL113W, YPL060C-A	
363	OG0000363	YHL017W, YKL039W	augustus_masked-LQMZ01002149.1-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-LQMZ01002149.1-processed-gene-0.49&CDS=1-1740
364	OG0000364	YHL027W	augustus_masked-LQMZ01000276.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000276.1-processed-gene-0.0&CDS=1-633, augustus_masked-LQMZ01002480.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01002480.1-processed-gene-0.10&CDS=1-2469
365	OG0000365	YHL033C, YLL045C	genemark-LQMZ01002251.1-processed-gene-0.33-mRNA-1_1&gene=genemark-LQMZ01002251.1-processed-gene-0.33&CDS=1-780
366	OG0000366	YHL034C, YLL046C	maker-LQMZ01001110.1-augustus-gene-0.9-mRNA-1_1&gene=maker-LQMZ01001110.1-augustus-gene-0.9&CDS=1-834
367	OG0000367	YHR001W, YKR003W	augustus_masked-LQMZ01000629.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01000629.1-processed-gene-0.3&CDS=1-1095
368	OG0000368	YHR019C	augustus_masked-LQMZ01000752.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMZ01000752.1-processed-gene-0.19&CDS=1-1662, genemark-LQMZ01001597.1-processed-gene-0.7-mRNA-1_1&gene=genemark-LQMZ01001597.1-processed-gene-0.7&CDS=1-1341
369	OG0000369	YHR021C, YKL156W	snap_masked-LQMZ01002241.1-processed-gene-0.27-mRNA-1_1&gene=snap_masked-LQMZ01002241.1-processed-gene-0.27&CDS=1-246
370	OG0000370	YHR060W	augustus_masked-LQMZ01002261.1-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-LQMZ01002261.1-processed-gene-0.69&CDS=1-627, snap_masked-LQMZ01000558.1-processed-gene-0.0-mRNA-1_1&gene=snap_masked-LQMZ01000558.1-processed-gene-0.0&CDS=1-237
371	OG0000371	YHR123W, YNL130C	maker-LQMZ01000697.1-snap-gene-0.8-mRNA-1_1&gene=maker-LQMZ01000697.1-snap-gene-0.8&CDS=1-1074
372	OG0000372	YHR124W	augustus_masked-LQMZ01001449.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-LQMZ01001449.1-processed-gene-0.22&CDS=1-1308, genemark-LQMZ01002231.1-processed-gene-0.141-mRNA-1_1&gene=genemark-LQMZ01002231.1-processed-gene-0.141&CDS=1-1779
373	OG0000373	YHR131C, YNL144C	augustus_masked-LQMZ01001282.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001282.1-processed-gene-0.1&CDS=1-1677
374	OG0000374	YHR132W-A, YNL157W	genemark-LQMZ01002120.1-processed-gene-0.21-mRNA-1_1&gene=genemark-LQMZ01002120.1-processed-gene-0.21&CDS=1-402
375	OG0000375	YHR133C, YNL156C	augustus_masked-LQMZ01002120.1-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-LQMZ01002120.1-processed-gene-0.39&CDS=1-957
376	OG0000376	YHR141C, YNL162W	maker-LQMZ01001262.1-augustus-gene-0.4-mRNA-1_1&gene=maker-LQMZ01001262.1-augustus-gene-0.4&CDS=1-339
377	OG0000377	YHR146W, YNL173C	augustus_masked-LQMZ01000800.1-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LQMZ01000800.1-processed-gene-0.27&CDS=1-1482
378	OG0000378	YHR148W	augustus_masked-LQMZ01000496.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000496.1-processed-gene-0.0&CDS=1-549, augustus_masked-LQMZ01002495.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002495.1-processed-gene-0.2&CDS=1-549
379	OG0000379	YHR155W, YNL257C	genemark-LQMZ01002147.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMZ01002147.1-processed-gene-0.16&CDS=1-3654
380	OG0000380	YHR203C, YJR145C	maker-LQMZ01001838.1-snap-gene-0.8-mRNA-1_1&gene=maker-LQMZ01001838.1-snap-gene-0.8&CDS=1-843
381	OG0000381	YIL004C	genemark-LQMZ01002216.1-processed-gene-0.8-mRNA-1_1&gene=genemark-LQMZ01002216.1-processed-gene-0.8&CDS=1-429, genemark-LQMZ01002237.1-processed-gene-0.13-mRNA-1_1&gene=genemark-LQMZ01002237.1-processed-gene-0.13&CDS=1-429
382	OG0000382	YIL020C	augustus_masked-LQMZ01000738.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000738.1-processed-gene-0.0&CDS=1-609, augustus_masked-LQMZ01002392.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-LQMZ01002392.1-processed-gene-0.15&CDS=1-810
383	OG0000383	YIL038C, YPR072W	snap_masked-LQMZ01000799.1-processed-gene-0.6-mRNA-1_1&gene=snap_masked-LQMZ01000799.1-processed-gene-0.6&CDS=1-2052
384	OG0000384	YIL095W, YNL020C	augustus_masked-LQMZ01002234.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LQMZ01002234.1-processed-gene-0.30&CDS=1-2052
385	OG0000385	YIL105C, YNL047C	augustus_masked-LQMZ01001474.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001474.1-processed-gene-0.2&CDS=1-2358
386	OG0000386	YIL111W, YNL052W	augustus_masked-LQMZ01001753.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001753.1-processed-gene-0.2&CDS=1-450
387	OG0000387	YIL113W, YNL053W	augustus_masked-LQMZ01002170.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01002170.1-processed-gene-0.21&CDS=1-1551
388	OG0000388	YIL115C	augustus_masked-LQMZ01000642.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000642.1-processed-gene-0.0&CDS=1-348, snap_masked-LQMZ01002176.1-processed-gene-0.23-mRNA-1_1&gene=snap_masked-LQMZ01002176.1-processed-gene-0.23&CDS=1-3060
389	OG0000389	YIL117C, YNL058C	genemark-LQMZ01001078.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMZ01001078.1-processed-gene-0.2&CDS=1-873
390	OG0000390	YIL125W	augustus_masked-LQMZ01000333.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000333.1-processed-gene-0.2&CDS=1-2988, augustus_masked-LQMZ01002035.1-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-LQMZ01002035.1-processed-gene-0.9&CDS=1-2988
391	OG0000391	YIL131C, YNL068C	genemark-LQMZ01002296.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMZ01002296.1-processed-gene-0.5&CDS=1-2520
392	OG0000392	YIL135C, YNL074C	augustus_masked-LQMZ01002124.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002124.1-processed-gene-0.2&CDS=1-1221
393	OG0000393	YIL149C, YKR095W	augustus_masked-LQMZ01000627.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000627.1-processed-gene-0.0&CDS=1-4335
394	OG0000394	YIL151C, YKR096W	augustus_masked-LQMZ01002340.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01002340.1-processed-gene-0.0&CDS=1-3960
395	OG0000395	YIL156W, YKR098C	augustus_masked-LQMZ01002398.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002398.1-processed-gene-0.1&CDS=1-3003
396	OG0000396	YIL160C	augustus_masked-LQMZ01002104.1-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-LQMZ01002104.1-processed-gene-0.46&CDS=1-1236, augustus_masked-LQMZ01002308.1-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-LQMZ01002308.1-processed-gene-0.23&CDS=1-1227
397	OG0000397	YIR031C, YNL117W	augustus_masked-LQMZ01001749.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001749.1-processed-gene-0.0&CDS=1-1653
398	OG0000398	YIR033W, YKL020C	snap_masked-LQMZ01000757.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LQMZ01000757.1-processed-gene-0.4&CDS=1-3183
399	OG0000399	YJL063C	augustus_masked-LQMZ01000153.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000153.1-processed-gene-0.2&CDS=1-306, augustus_masked-LQMZ01002045.1-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-LQMZ01002045.1-processed-gene-0.37&CDS=1-759
400	OG0000400	YJL079C, YKR013W	augustus_masked-LQMZ01000203.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000203.1-processed-gene-0.0&CDS=1-870
401	OG0000401	YJL082W, YKR018C	augustus_masked-LQMZ01002152.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01002152.1-processed-gene-0.5&CDS=1-2604
402	OG0000402	YJL083W, YKR019C	augustus_masked-LQMZ01001174.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001174.1-processed-gene-0.1&CDS=1-1947
403	OG0000403	YJL116C, YKR042W	augustus_masked-LQMZ01001890.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001890.1-processed-gene-0.1&CDS=1-1197
404	OG0000404	YJL133W, YKR052C	augustus_masked-LQMZ01002217.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01002217.1-processed-gene-0.20&CDS=1-984
405	OG0000405	YJL134W, YKR053C	maker-LQMZ01001415.1-augustus-gene-0.2-mRNA-1_1&gene=maker-LQMZ01001415.1-augustus-gene-0.2&CDS=1-2475
406	OG0000406	YJL136C, YKR057W	maker-LQMZ01000520.1-snap-gene-0.15-mRNA-1_1&gene=maker-LQMZ01000520.1-snap-gene-0.15&CDS=1-2199
407	OG0000407	YJL137C, YKR058W	augustus_masked-LQMZ01001552.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001552.1-processed-gene-0.0&CDS=1-1203
408	OG0000408	YJL138C, YKR059W	augustus_masked-LQMZ01000520.1-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-LQMZ01000520.1-processed-gene-0.13&CDS=1-1191
409	OG0000409	YJL139C, YKR061W	augustus_masked-LQMZ01000334.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000334.1-processed-gene-0.2&CDS=1-1212
410	OG0000410	YJL172W, YOL153C	augustus_masked-LQMZ01001586.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001586.1-processed-gene-0.0&CDS=1-1728
411	OG0000411	YJL177W, YKL180W	augustus_masked-LQMZ01000395.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01000395.1-processed-gene-0.6&CDS=1-555
412	OG0000412	YJR044C	augustus_masked-LQMZ01000554.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000554.1-processed-gene-0.0&CDS=1-159, augustus_masked-LQMZ01002215.1-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-LQMZ01002215.1-processed-gene-0.20&CDS=1-453
413	OG0000413	YJR054W, YML047C	snap_masked-LQMZ01001081.1-processed-gene-0.8-mRNA-1_1&gene=snap_masked-LQMZ01001081.1-processed-gene-0.8&CDS=1-2076
414	OG0000414	YJR059W, YKL198C	augustus_masked-LQMZ01002434.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMZ01002434.1-processed-gene-0.19&CDS=1-2979
415	OG0000415	YJR069C	augustus_masked-LQMZ01000552.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01000552.1-processed-gene-0.3&CDS=1-618, augustus_masked-LQMZ01001411.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001411.1-processed-gene-0.0&CDS=1-390
416	OG0000416	YJR080C	augustus_masked-LQMZ01001082.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01001082.1-processed-gene-0.14&CDS=1-504, augustus_masked-LQMZ01002420.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002420.1-processed-gene-0.1&CDS=1-936
417	OG0000417	YJR091C, YPR042C	maker-LQMZ01000151.1-snap-gene-0.3-mRNA-1_1&gene=maker-LQMZ01000151.1-snap-gene-0.3&CDS=1-2400
418	OG0000418	YJR094W-A, YPR043W	snap_masked-LQMZ01001617.1-processed-gene-0.5-mRNA-1_1&gene=snap_masked-LQMZ01001617.1-processed-gene-0.5&CDS=1-288
419	OG0000419	YJR127C, YML081W	augustus_masked-LQMZ01002509.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002509.1-processed-gene-0.1&CDS=1-1428
420	OG0000420	YJR130C, YML082W	augustus_masked-LQMZ01001447.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001447.1-processed-gene-0.2&CDS=1-1761
421	OG0000421	YKL014C	augustus_masked-LQMZ01001225.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001225.1-processed-gene-0.0&CDS=1-678, snap_masked-LQMZ01001513.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQMZ01001513.1-processed-gene-0.1&CDS=1-1479
422	OG0000422	YKL018W	augustus_masked-LQMZ01000483.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000483.1-processed-gene-0.2&CDS=1-1089, genemark-LQMZ01001948.1-processed-gene-0.14-mRNA-1_1&gene=genemark-LQMZ01001948.1-processed-gene-0.14&CDS=1-1089
423	OG0000423	YKL034W	augustus_masked-LQMZ01001454.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01001454.1-processed-gene-0.14&CDS=1-3333, genemark-LQMZ01001113.1-processed-gene-0.2-mRNA-1_1&gene=genemark-LQMZ01001113.1-processed-gene-0.2&CDS=1-2400
424	OG0000424	YKL041W	maker-LQMZ01001426.1-augustus-gene-0.26-mRNA-1_1&gene=maker-LQMZ01001426.1-augustus-gene-0.26&CDS=1-663, maker-LQMZ01002456.1-augustus-gene-0.1-mRNA-1_1&gene=maker-LQMZ01002456.1-augustus-gene-0.1&CDS=1-663
425	OG0000425	YKL051W	genemark-LQMZ01000871.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMZ01000871.1-processed-gene-0.0&CDS=1-336, snap_masked-LQMZ01000871.1-processed-gene-0.2-mRNA-1_1&gene=snap_masked-LQMZ01000871.1-processed-gene-0.2&CDS=1-216
426	OG0000426	YKL054C	augustus_masked-LQMZ01000248.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01000248.1-processed-gene-0.18&CDS=1-2262, augustus_masked-LQMZ01000535.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000535.1-processed-gene-0.0&CDS=1-537
427	OG0000427	YKL068W, YMR047C	augustus_masked-LQMZ01002183.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01002183.1-processed-gene-0.10&CDS=1-3171
428	OG0000428	YKL070W	augustus_masked-LQMZ01000559.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000559.1-processed-gene-0.0&CDS=1-342, augustus_masked-LQMZ01002246.1-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-LQMZ01002246.1-processed-gene-0.5&CDS=1-654
429	OG0000429	YKL072W, YMR053C	augustus_masked-LQMZ01001182.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01001182.1-processed-gene-0.18&CDS=1-3093
430	OG0000430	YKL081W, YPL048W	augustus_masked-LQMZ01000651.1-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-LQMZ01000651.1-processed-gene-0.26&CDS=1-1230
431	OG0000431	YKL121W, YMR102C	augustus_masked-LQMZ01000800.1-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-LQMZ01000800.1-processed-gene-0.31&CDS=1-2778
432	OG0000432	YKL126W, YMR104C	augustus_masked-LQMZ01000197.1-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-LQMZ01000197.1-processed-gene-0.3&CDS=1-528
433	OG0000433	YKL140W	genemark-LQMZ01000209.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMZ01000209.1-processed-gene-0.6&CDS=1-1623, genemark-LQMZ01002231.1-processed-gene-0.197-mRNA-1_1&gene=genemark-LQMZ01002231.1-processed-gene-0.197&CDS=1-1623
434	OG0000434	YKL141W, YMR118C	augustus_masked-LQMZ01002506.1-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-LQMZ01002506.1-processed-gene-0.47&CDS=1-531
435	OG0000435	YKL148C	augustus_masked-LQMZ01002130.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002130.1-processed-gene-0.1&CDS=1-1923, augustus_masked-LQMZ01002485.1-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-LQMZ01002485.1-processed-gene-0.68&CDS=1-1929
436	OG0000436	YKL193C	augustus_masked-LQMZ01000584.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000584.1-processed-gene-0.2&CDS=1-381, augustus_masked-LQMZ01001403.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001403.1-processed-gene-0.1&CDS=1-384
437	OG0000437	YKR004C	augustus_masked-LQMZ01000106.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01000106.1-processed-gene-0.2&CDS=1-525, augustus_masked-LQMZ01002270.1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-LQMZ01002270.1-processed-gene-0.14&CDS=1-1017
438	OG0000438	YKR008W	augustus_masked-LQMZ01000209.1-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-LQMZ01000209.1-processed-gene-0.19&CDS=1-1824, genemark-LQMZ01002231.1-processed-gene-0.166-mRNA-1_1&gene=genemark-LQMZ01002231.1-processed-gene-0.166&CDS=1-723
439	OG0000439	YKR043C	augustus_masked-LQMZ01001102.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01001102.1-processed-gene-0.1&CDS=1-732, augustus_masked-LQMZ01001383.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001383.1-processed-gene-0.0&CDS=1-405
440	OG0000440	YKR066C	augustus_masked-LQMZ01002035.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01002035.1-processed-gene-0.10&CDS=1-1137, snap_masked-LQMZ01001659.1-processed-gene-0.4-mRNA-1_1&gene=snap_masked-LQMZ01001659.1-processed-gene-0.4&CDS=1-843
441	OG0000441	YKR076W, YMR251W	augustus_masked-LQMZ01001175.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001175.1-processed-gene-0.2&CDS=1-1008
442	OG0000442	YKR089C, YOR081C	augustus_masked-LQMZ01002270.1-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-LQMZ01002270.1-processed-gene-0.18&CDS=1-3297
443	OG0000443	YKR104W	augustus_masked-LQMZ01001906.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001906.1-processed-gene-0.0&CDS=1-1986, genemark-LQMZ01002449.1-processed-gene-0.5-mRNA-1_1&gene=genemark-LQMZ01002449.1-processed-gene-0.5&CDS=1-669
444	OG0000444	YLL010C, YLR019W	genemark-LQMZ01001707.1-processed-gene-0.16-mRNA-1_1&gene=genemark-LQMZ01001707.1-processed-gene-0.16&CDS=1-1248
445	OG0000445	YLL012W, YLR020C	augustus_masked-LQMZ01002486.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01002486.1-processed-gene-0.0&CDS=1-1503
446	OG0000446	YLL016W, YLR310C	augustus_masked-LQMZ01002238.1-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-LQMZ01002238.1-processed-gene-0.29&CDS=1-4014
447	OG0000447	YLL024C	augustus_masked-LQMZ01000046.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000046.1-processed-gene-0.0&CDS=1-1935, augustus_masked-LQMZ01002480.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01002480.1-processed-gene-0.2&CDS=1-1968
448	OG0000448	YLL028W	augustus_masked-LQMZ01002225.1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-LQMZ01002225.1-processed-gene-0.1&CDS=1-3036, genemark-LQMZ01001876.1-processed-gene-0.6-mRNA-1_1&gene=genemark-LQMZ01001876.1-processed-gene-0.6&CDS=1-1689
449	OG0000449	YLR025W	augustus_masked-LQMZ01001783.1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-LQMZ01001783.1-processed-gene-0.21&CDS=1-3252, genemark-LQMZ01001163.1-processed-gene-0.12-mRNA-1_1&gene=genemark-LQMZ01001163.1-processed-gene-0.12&CDS=1-1476
450	OG0000450	YLR031W, YMR124W	augustus_masked-LQMZ01001433.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01001433.1-processed-gene-0.0&CDS=1-3780
451	OG0000451	YLR149C	augustus_masked-LQMZ01002421.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01002421.1-processed-gene-0.0&CDS=1-2091, snap_masked-LQMZ01001149.1-processed-gene-0.1-mRNA-1_1&gene=snap_masked-LQMZ01001149.1-processed-gene-0.1&CDS=1-738
452	OG0000452	YLR207W	augustus_masked-LQMZ01000748.1-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-LQMZ01000748.1-processed-gene-0.7&CDS=1-2001, augustus_masked-LQMZ01000904.1-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-LQMZ01000904.1-processed-gene-0.0&CDS=1-921
453	OG0000453	YLR218C	genemark-LQMZ01001189.1-processed-gene-0.0-mRNA-1_1&gene=genemark-LQMZ01001189.1-processed-gene-0.0&CDS=1-150, genemark-LQMZ01002452.1-processed-gene-0.22-mRNA-1_1&gene=genemark-LQMZ01002452.1-processed-gene-0.22&CDS=1-267
454	OG0000454	YLR222C	augustus_masked-LQMZ01001976.1-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-LQMZ01001976.1-processed-gene-0.2&CDS=1-1110, augustus_masked-LQMZ01002199.1-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-LQMZ01002199.1-processed-gene-0.10&CDS=1-2379
455	OG0000455	YLR260W, YOR171C	augustus_masked-LQMZ01002263.1-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-LQMZ01002263.1-processed-gene-0.30&CDS=1-1527
456	OG0000456	YLR264W, YOR167C	augustus_masked-LQMZ01002295.1-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-LQMZ01002295.1-processed-gene-0.17&CDS=1-375
457	OG0000457	YLR270W, YOR173W	augustus_masked-LQMZ01001324.1-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-LQMZ01001324.1-processed-gene-0.6&CDS=1-2154
458	OG0000458	YLR284C, YOR180C	maker-LQMZ01002393.1-snap-gene-0.19-mRNA-1_1&gene=maker-LQMZ01002393.1-snap-gene-0.19&CDS=1-4215
459	OG0000459	YLR287C-A, YOR182C	maker-LQMZ01001853.1-snap-gene-0.2-mRNA-1_1&gene=maker-LQMZ01001853.1-snap-gene-0.2&CDS=1-723
