	OrthologID	Dekkera_bruxellensis	Saccharomyces_cerevisiae
617	OG0000617	maker-scaffold_1-augustus-gene-7.106-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-7.106&CDS=1-1545	YNL073W
618	OG0000618	genemark-scaffold_1-processed-gene-7.38-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.38&CDS=1-1338	YHL004W
619	OG0000619	genemark-scaffold_1-processed-gene-7.53-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.53&CDS=1-1458	YFR052W
620	OG0000620	genemark-scaffold_1-processed-gene-7.40-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.40&CDS=1-3057	YMR080C
621	OG0000621	genemark-scaffold_1-processed-gene-7.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.41&CDS=1-933	YBR149W
622	OG0000622	genemark-scaffold_1-processed-gene-7.54-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.54&CDS=1-1545	YDR004W
623	OG0000623	snap_masked-scaffold_1-processed-gene-7.95-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-7.95&CDS=1-1482	YDR005C
624	OG0000624	genemark-scaffold_1-processed-gene-7.43-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.43&CDS=1-855	YBR011C
625	OG0000625	genemark-scaffold_1-processed-gene-7.56-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-7.56&CDS=1-735	YDR007W
626	OG0000626	genemark-scaffold_1-processed-gene-8.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.88&CDS=1-6696	YFL007W
627	OG0000627	genemark-scaffold_1-processed-gene-8.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.91&CDS=1-1074	YGL211W
628	OG0000628	augustus_masked-scaffold_1-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.52&CDS=1-2079	YBR151W
629	OG0000629	genemark-scaffold_1-processed-gene-8.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.90&CDS=1-1359	YMR238W
630	OG0000630	maker-scaffold_1-augustus-gene-8.1-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-8.1&CDS=1-1728	YMR130W
631	OG0000631	maker-scaffold_1-snap-gene-8.5-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.5&CDS=1-783	YOR065W
632	OG0000632	genemark-scaffold_1-processed-gene-8.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.94&CDS=1-912	YOR074C
633	OG0000633	genemark-scaffold_1-processed-gene-8.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.95&CDS=1-336	YKR083C
634	OG0000634	genemark-scaffold_1-processed-gene-8.110-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.110&CDS=1-2118	YOR112W
635	OG0000635	genemark-scaffold_1-processed-gene-8.111-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.111&CDS=1-1947	YDL185W
636	OG0000636	genemark-scaffold_1-processed-gene-8.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.97&CDS=1-1446	YGL059W
637	OG0000637	genemark-scaffold_1-processed-gene-8.118-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.118&CDS=1-1257	YJL116C
638	OG0000638	genemark-scaffold_1-processed-gene-8.100-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.100&CDS=1-2592	YDR028C
639	OG0000639	genemark-scaffold_1-processed-gene-8.119-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.119&CDS=1-882	YIL124W
640	OG0000640	genemark-scaffold_1-processed-gene-8.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.102&CDS=1-1023	YGL198W
641	OG0000641	genemark-scaffold_1-processed-gene-8.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.103&CDS=1-1929	YJL090C
642	OG0000642	genemark-scaffold_1-processed-gene-8.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.104&CDS=1-498	YPR182W
643	OG0000643	genemark-scaffold_1-processed-gene-8.124-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.124&CDS=1-1101	YPR191W
644	OG0000644	genemark-scaffold_1-processed-gene-8.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.105&CDS=1-2094	YPR190C
645	OG0000645	genemark-scaffold_1-processed-gene-8.125-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.125&CDS=1-2598	YPR185W
646	OG0000646	maker-scaffold_1-snap-gene-8.6-mRNA-1_1&gene=maker-scaffold_1-snap-gene-8.6&CDS=1-4425	YPR189W
647	OG0000647	genemark-scaffold_1-processed-gene-8.106-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.106&CDS=1-591	YPR188C
648	OG0000648	genemark-scaffold_1-processed-gene-8.127-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-8.127&CDS=1-432	YPR187W
649	OG0000649	genemark-scaffold_1-processed-gene-9.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.41&CDS=1-1650	YPR186C
650	OG0000650	genemark-scaffold_1-processed-gene-9.42-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.42&CDS=1-687	YGR129W
651	OG0000651	genemark-scaffold_1-processed-gene-9.43-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.43&CDS=1-4491	YGR116W
652	OG0000652	genemark-scaffold_1-processed-gene-9.44-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.44&CDS=1-1401	YIL039W
653	OG0000653	genemark-scaffold_1-processed-gene-9.45-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.45&CDS=1-2397	YER047C
654	OG0000654	genemark-scaffold_1-processed-gene-9.66-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.66&CDS=1-1407	YER048C
655	OG0000655	genemark-scaffold_1-processed-gene-9.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.67&CDS=1-906	YBR146W
656	OG0000656	genemark-scaffold_1-processed-gene-9.68-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.68&CDS=1-504	YOL086W-A
657	OG0000657	genemark-scaffold_1-processed-gene-9.69-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.69&CDS=1-2499	YOL078W
658	OG0000658	augustus_masked-scaffold_1-processed-gene-9.4-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.4&CDS=1-210	YOL077W-A
659	OG0000659	genemark-scaffold_1-processed-gene-9.70-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.70&CDS=1-882	YOL077C
660	OG0000660	genemark-scaffold_1-processed-gene-9.49-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.49&CDS=1-4881	YOR341W
661	OG0000661	genemark-scaffold_1-processed-gene-9.72-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.72&CDS=1-990	YGL091C
662	OG0000662	genemark-scaffold_1-processed-gene-9.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.52&CDS=1-483	YIR037W
663	OG0000663	genemark-scaffold_1-processed-gene-9.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.73&CDS=1-1098	YBL033C
664	OG0000664	genemark-scaffold_1-processed-gene-9.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.74&CDS=1-1038	YBR246W
665	OG0000665	augustus_masked-scaffold_1-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-9.13&CDS=1-435	YGL106W
666	OG0000666	genemark-scaffold_1-processed-gene-9.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.75&CDS=1-2007	YBR239C
667	OG0000667	maker-scaffold_1-snap-gene-9.86-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.86&CDS=1-2262	YNL001W
668	OG0000668	snap_masked-scaffold_1-processed-gene-9.111-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-9.111&CDS=1-441	YGL103W
669	OG0000669	genemark-scaffold_1-processed-gene-9.77-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.77&CDS=1-1350	YBR243C
670	OG0000670	genemark-scaffold_1-processed-gene-9.60-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.60&CDS=1-1983	YGL110C
671	OG0000671	genemark-scaffold_1-processed-gene-9.78-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.78&CDS=1-1230	YGL111W
672	OG0000672	maker-scaffold_1-augustus-gene-9.136-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-9.136&CDS=1-1110	YJR112W
673	OG0000673	genemark-scaffold_1-processed-gene-9.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.79&CDS=1-969	YGL100W
674	OG0000674	genemark-scaffold_1-processed-gene-9.62-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.62&CDS=1-2721	YBR073W
675	OG0000675	genemark-scaffold_1-processed-gene-9.82-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-9.82&CDS=1-1875	YDR049W
676	OG0000676	maker-scaffold_1-snap-gene-9.89-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.89&CDS=1-1152	YCR016W
677	OG0000677	maker-scaffold_1-snap-gene-9.90-mRNA-1_1&gene=maker-scaffold_1-snap-gene-9.90&CDS=1-2277	YOR322C
678	OG0000678	genemark-scaffold_1-processed-gene-10.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.76&CDS=1-843	YIL043C
679	OG0000679	genemark-scaffold_1-processed-gene-10.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.79&CDS=1-1695	YER052C
680	OG0000680	genemark-scaffold_1-processed-gene-10.95-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.95&CDS=1-804	YPL065W
681	OG0000681	genemark-scaffold_1-processed-gene-10.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.97&CDS=1-2859	YNL049C
682	OG0000682	genemark-scaffold_1-processed-gene-10.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.80&CDS=1-324	YER048W-A
683	OG0000683	genemark-scaffold_1-processed-gene-10.98-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.98&CDS=1-1458	YHR137W
684	OG0000684	genemark-scaffold_1-processed-gene-10.100-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.100&CDS=1-3513	YFR031C
685	OG0000685	genemark-scaffold_1-processed-gene-10.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.101&CDS=1-375	YGL080W
686	OG0000686	genemark-scaffold_1-processed-gene-10.87-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.87&CDS=1-1773	YDR244W
687	OG0000687	genemark-scaffold_1-processed-gene-10.88-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.88&CDS=1-1020	YDR245W
688	OG0000688	genemark-scaffold_1-processed-gene-10.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.89&CDS=1-3570	YPL016W
689	OG0000689	genemark-scaffold_1-processed-gene-10.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.102&CDS=1-3069	YPL022W
690	OG0000690	genemark-scaffold_1-processed-gene-10.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.90&CDS=1-1959	YPL023C
691	OG0000691	genemark-scaffold_1-processed-gene-10.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.91&CDS=1-1164	YNL084C
692	OG0000692	genemark-scaffold_1-processed-gene-10.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.105&CDS=1-3255	YIL128W
693	OG0000693	maker-scaffold_1-augustus-gene-10.40-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.40&CDS=1-1929	YPR165W
694	OG0000694	genemark-scaffold_1-processed-gene-10.109-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.109&CDS=1-1374	YNL040W
695	OG0000695	maker-scaffold_1-augustus-gene-10.39-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-10.39&CDS=1-2424	YAR002W
696	OG0000696	genemark-scaffold_1-processed-gene-10.94-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-10.94&CDS=1-2085	YDR333C
697	OG0000697	genemark-scaffold_1-processed-gene-11.1-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.1&CDS=1-1371	YJR019C
698	OG0000698	genemark-scaffold_1-processed-gene-11.0-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.0&CDS=1-2157	YKL213C
699	OG0000699	genemark-scaffold_1-processed-gene-11.3-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.3&CDS=1-873	YKL024C
700	OG0000700	genemark-scaffold_1-processed-gene-11.26-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.26&CDS=1-1335	YBL045C
701	OG0000701	genemark-scaffold_1-processed-gene-11.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.4&CDS=1-369	YPR166C
702	OG0000702	genemark-scaffold_1-processed-gene-11.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.6&CDS=1-1527	YPL003W
703	OG0000703	genemark-scaffold_1-processed-gene-11.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.7&CDS=1-2178	YHR072W
704	OG0000704	augustus_masked-scaffold_1-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.59&CDS=1-1116	YDR202C
705	OG0000705	genemark-scaffold_1-processed-gene-11.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.11&CDS=1-4812	YDR180W
706	OG0000706	genemark-scaffold_1-processed-gene-11.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.31&CDS=1-2634	YLR166C
707	OG0000707	genemark-scaffold_1-processed-gene-11.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.13&CDS=1-1587	YHR045W
708	OG0000708	genemark-scaffold_1-processed-gene-11.14-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.14&CDS=1-8589	YIL129C
709	OG0000709	genemark-scaffold_1-processed-gene-11.15-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.15&CDS=1-906	YML004C
710	OG0000710	augustus_masked-scaffold_1-processed-gene-11.61-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.61&CDS=1-489	YCL033C
711	OG0000711	genemark-scaffold_1-processed-gene-11.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.34&CDS=1-2508	YOR165W
712	OG0000712	snap_masked-scaffold_1-processed-gene-11.89-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-11.89&CDS=1-1002	YOR164C
713	OG0000713	genemark-scaffold_1-processed-gene-11.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.35&CDS=1-708	YOR163W
714	OG0000714	maker-scaffold_1-snap-gene-11.68-mRNA-1_1&gene=maker-scaffold_1-snap-gene-11.68&CDS=1-2535	YLR290C
715	OG0000715	genemark-scaffold_1-processed-gene-11.37-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-11.37&CDS=1-1170	YNR041C
716	OG0000716	genemark-scaffold_1-processed-gene-12.75-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.75&CDS=1-2394	YKL188C
717	OG0000717	genemark-scaffold_1-processed-gene-12.76-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.76&CDS=1-411	YOL026C
718	OG0000718	genemark-scaffold_1-processed-gene-12.73-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.73&CDS=1-1920	YGL252C
719	OG0000719	genemark-scaffold_1-processed-gene-12.74-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.74&CDS=1-1272	YGR285C
720	OG0000720	genemark-scaffold_1-processed-gene-12.79-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.79&CDS=1-858	YOR194C
721	OG0000721	genemark-scaffold_1-processed-gene-12.80-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.80&CDS=1-2649	YOR195W
722	OG0000722	augustus_masked-scaffold_1-processed-gene-12.54-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-12.54&CDS=1-2832	YJL128C
723	OG0000723	genemark-scaffold_1-processed-gene-12.83-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.83&CDS=1-1227	YOR196C
724	OG0000724	genemark-scaffold_1-processed-gene-12.90-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.90&CDS=1-1506	YOR198C
725	OG0000725	genemark-scaffold_1-processed-gene-12.91-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.91&CDS=1-861	YGL161C
726	OG0000726	genemark-scaffold_1-processed-gene-12.84-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.84&CDS=1-2919	YGR014W
727	OG0000727	genemark-scaffold_1-processed-gene-12.85-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.85&CDS=1-1119	YMR152W
728	OG0000728	genemark-scaffold_1-processed-gene-12.93-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.93&CDS=1-2457	YJL094C
729	OG0000729	genemark-scaffold_1-processed-gene-12.86-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.86&CDS=1-441	YOR224C
730	OG0000730	genemark-scaffold_1-processed-gene-12.97-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.97&CDS=1-864	YOR223W
731	OG0000731	genemark-scaffold_1-processed-gene-12.99-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.99&CDS=1-390	YLR363W-A
732	OG0000732	snap_masked-scaffold_1-processed-gene-12.26-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.26&CDS=1-918	YDR531W
733	OG0000733	snap_masked-scaffold_1-processed-gene-12.27-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.27&CDS=1-807	YGR262C
734	OG0000734	snap_masked-scaffold_1-processed-gene-12.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-12.28&CDS=1-1662	YDL029W
735	OG0000735	genemark-scaffold_1-processed-gene-12.101-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.101&CDS=1-2004	YDL028C
736	OG0000736	genemark-scaffold_1-processed-gene-12.102-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.102&CDS=1-933	YER118C
737	OG0000737	genemark-scaffold_1-processed-gene-12.89-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.89&CDS=1-2121	YDL215C
738	OG0000738	genemark-scaffold_1-processed-gene-12.103-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.103&CDS=1-2904	YNL238W
739	OG0000739	genemark-scaffold_1-processed-gene-12.104-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.104&CDS=1-1338	YNL239W
740	OG0000740	genemark-scaffold_1-processed-gene-12.105-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-12.105&CDS=1-1737	YDL225W
741	OG0000741	genemark-scaffold_1-processed-gene-13.4-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.4&CDS=1-732	YNL200C
742	OG0000742	snap_masked-scaffold_1-processed-gene-13.87-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.87&CDS=1-1410	YFL037W
743	OG0000743	genemark-scaffold_1-processed-gene-13.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.9&CDS=1-3132	YLR039C
744	OG0000744	genemark-scaffold_1-processed-gene-13.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.27&CDS=1-1512	YMR131C
745	OG0000745	genemark-scaffold_1-processed-gene-13.11-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.11&CDS=1-3552	YGR112W
746	OG0000746	genemark-scaffold_1-processed-gene-13.12-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.12&CDS=1-648	YGR113W
747	OG0000747	genemark-scaffold_1-processed-gene-13.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.28&CDS=1-861	YER026C
748	OG0000748	genemark-scaffold_1-processed-gene-13.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.29&CDS=1-1263	YLR027C
749	OG0000749	maker-scaffold_1-snap-gene-13.124-mRNA-1_1&gene=maker-scaffold_1-snap-gene-13.124&CDS=1-1506	YDR527W
750	OG0000750	genemark-scaffold_1-processed-gene-13.30-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.30&CDS=1-3918	YNL250W
751	OG0000751	maker-scaffold_1-snap-gene-13.125-mRNA-1_1&gene=maker-scaffold_1-snap-gene-13.125&CDS=1-1974	YNL247W
752	OG0000752	genemark-scaffold_1-processed-gene-13.31-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.31&CDS=1-963	YKL094W
753	OG0000753	genemark-scaffold_1-processed-gene-13.32-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.32&CDS=1-1977	YLR116W
754	OG0000754	maker-scaffold_1-augustus-gene-13.2-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-13.2&CDS=1-3678	YPL260W
755	OG0000755	genemark-scaffold_1-processed-gene-13.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.35&CDS=1-1653	YDL178W
756	OG0000756	genemark-scaffold_1-processed-gene-13.21-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.21&CDS=1-1782	YOR070C
757	OG0000757	genemark-scaffold_1-processed-gene-13.23-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.23&CDS=1-1425	YER019W
758	OG0000758	genemark-scaffold_1-processed-gene-13.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.24&CDS=1-3696	YLR189C
759	OG0000759	snap_masked-scaffold_1-processed-gene-13.103-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.103&CDS=1-1500	YNL276C
760	OG0000760	genemark-scaffold_1-processed-gene-13.38-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.38&CDS=1-1725	YNL277W
761	OG0000761	genemark-scaffold_1-processed-gene-13.41-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-13.41&CDS=1-684	YER170W
762	OG0000762	genemark-scaffold_1-processed-gene-14.9-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.9&CDS=1-834	YPL157W
763	OG0000763	genemark-scaffold_1-processed-gene-14.6-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.6&CDS=1-1473	YJL025W
764	OG0000764	genemark-scaffold_1-processed-gene-14.10-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.10&CDS=1-2205	YOR275C
765	OG0000765	genemark-scaffold_1-processed-gene-14.13-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.13&CDS=1-1287	YEL036C
766	OG0000766	snap_masked-scaffold_1-processed-gene-14.106-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.106&CDS=1-3324	YEL043W
767	OG0000767	snap_masked-scaffold_1-processed-gene-14.107-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.107&CDS=1-1137	YEL046C
768	OG0000768	genemark-scaffold_1-processed-gene-14.34-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.34&CDS=1-2646	YLL034C
769	OG0000769	augustus_masked-scaffold_1-processed-gene-14.73-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-14.73&CDS=1-273	YLR038C
770	OG0000770	genemark-scaffold_1-processed-gene-14.16-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.16&CDS=1-2292	YLL035W
771	OG0000771	genemark-scaffold_1-processed-gene-14.18-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.18&CDS=1-1038	YGL040C
772	OG0000772	genemark-scaffold_1-processed-gene-14.39-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.39&CDS=1-651	YMR077C
773	OG0000773	genemark-scaffold_1-processed-gene-14.20-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.20&CDS=1-879	YMR269W
774	OG0000774	snap_masked-scaffold_1-processed-gene-14.98-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-14.98&CDS=1-4965	YML103C
775	OG0000775	genemark-scaffold_1-processed-gene-14.24-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.24&CDS=1-2337	YGL022W
776	OG0000776	genemark-scaffold_1-processed-gene-14.27-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.27&CDS=1-1845	YHL032C
777	OG0000777	genemark-scaffold_1-processed-gene-14.28-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.28&CDS=1-483	YFL014W
778	OG0000778	genemark-scaffold_1-processed-gene-14.29-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-14.29&CDS=1-1032	YOR311C
779	OG0000779	genemark-scaffold_1-processed-gene-15.48-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.48&CDS=1-1725	YBL039C
780	OG0000780	genemark-scaffold_1-processed-gene-15.49-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.49&CDS=1-642	YJR102C
781	OG0000781	genemark-scaffold_1-processed-gene-15.50-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.50&CDS=1-759	YJR101W
782	OG0000782	genemark-scaffold_1-processed-gene-15.45-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.45&CDS=1-1053	YJR100C
783	OG0000783	genemark-scaffold_1-processed-gene-15.51-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.51&CDS=1-462	YJR104C
784	OG0000784	augustus_masked-scaffold_1-processed-gene-15.6-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.6&CDS=1-1521	YBL040C
785	OG0000785	genemark-scaffold_1-processed-gene-15.52-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.52&CDS=1-729	YBL041W
786	OG0000786	genemark-scaffold_1-processed-gene-15.66-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.66&CDS=1-2316	YDR205W
787	OG0000787	genemark-scaffold_1-processed-gene-15.67-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-15.67&CDS=1-1326	YER152C
788	OG0000788	maker-scaffold_1-snap-gene-15.94-mRNA-1_1&gene=maker-scaffold_1-snap-gene-15.94&CDS=1-1551	YDL113C
789	OG0000789	augustus_masked-scaffold_1-processed-gene-15.16-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.16&CDS=1-1242	YDR182W
790	OG0000790	snap_masked-scaffold_1-processed-gene-15.111-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-15.111&CDS=1-2910	YJL204C
