	OrthologID	Candida_albicans	Saccharomyces_cerevisiae
2696	OG0002696	CR_08640C_A	YMR296C
2697	OG0002697	CR_05520W_A	YOR206W
2698	OG0002698	C2_05800C_A	YOR216C
2699	OG0002699	C2_08560W_A	YFR031C
2700	OG0002700	C2_05460W_A	YAL038W
2701	OG0002701	C2_01430W_A	YML022W
2702	OG0002702	C7_00050C_A	YER171W
2703	OG0002703	C2_07000W_A	YCR051W
2704	OG0002704	C2_05690C_A	YPR107C
2705	OG0002705	C4_07030W_A	YPR167C
2706	OG0002706	CR_10590W_A	YDR495C
2707	OG0002707	CR_10690W_A	YNL282W
2708	OG0002708	C2_10630W_A	YHR202W
2709	OG0002709	C1_04370C_A	YER050C
2710	OG0002710	C2_06100W_A	YJR143C
2711	OG0002711	C3_06430W_A	YKL114C
2712	OG0002712	CR_05560W_A	YPL122C
2713	OG0002713	C1_11080W_A	YOL136C
2714	OG0002714	CR_00890C_A	YLR099W-A
2715	OG0002715	CR_01190C_A	YKL006C-A
2716	OG0002716	CR_02110W_A	YGL201C
2717	OG0002717	CR_00240W_A	YDR378C
2718	OG0002718	C1_14440C_A	YER136W
2719	OG0002719	CR_04300W_A	YBL024W
2720	OG0002720	C6_04500C_A	YCR042C
2721	OG0002721	C6_01190C_A	YBR097W
2722	OG0002722	C7_03930C_A	YIL070C
2723	OG0002723	CR_04150W_A	YNL063W
2724	OG0002724	C1_14260C_A	YDR429C
2725	OG0002725	C5_01940W_A	YOL066C
2726	OG0002726	C3_03830W_A	YPL152W
2727	OG0002727	C2_10640C_A	YKL186C
2728	OG0002728	C6_03960W_A	YOL057W
2729	OG0002729	C6_00560W_A	YML031W
2730	OG0002730	C2_00350W_A	YLR032W
2731	OG0002731	C4_01780C_A	YBR095C
2732	OG0002732	C6_00090W_A	YDR511W
2733	OG0002733	C1_03160C_A	YDR204W
2734	OG0002734	C1_02850W_A	YOR359W
2735	OG0002735	C3_04360W_A	YJR040W
2736	OG0002736	C1_10730W_A	YPL222W
2737	OG0002737	C2_05810W_A	YNL042W
2738	OG0002738	C1_04830W_A	YNL287W
2739	OG0002739	C2_03050W_A	YDR393W
2740	OG0002740	C1_07880C_A	YJL101C
2741	OG0002741	C6_00320C_A	YHR164C
2742	OG0002742	C7_04260W_A	YKR084C
2743	OG0002743	C5_04990W_A	YJL011C
2744	OG0002744	C2_01170C_A	YDR027C
2745	OG0002745	C4_01990W_A	YDR379C-A
2746	OG0002746	CR_08950W_A	YDL029W
2747	OG0002747	C3_00880W_A	YIL125W
2748	OG0002748	C7_00620W_A	YGL245W
2749	OG0002749	C5_03250W_A	YDR257C
2750	OG0002750	CR_05790C_A	YJL200C
2751	OG0002751	C1_00440W_A	YFR010W
2752	OG0002752	C4_00250W_A	YER023C-A
2753	OG0002753	C6_00490W_A	YGR110W
2754	OG0002754	C5_04300C_A	YFR044C
2755	OG0002755	C3_06060W_A	YPL086C
2756	OG0002756	C2_03770C_A	YLR362W
2757	OG0002757	C3_07770C_A	YCL029C
2758	OG0002758	C7_00020C_A	YCR009C
2759	OG0002759	C5_03020W_A	YDR270W
2760	OG0002760	CR_03830C_A	YBL023C
2761	OG0002761	C5_04550W_A	YJR088C
2762	OG0002762	C7_03530C_A	YJR050W
2763	OG0002763	CR_10670W_A	YLR216C
2764	OG0002764	C5_00900C_A	YLR420W
2765	OG0002765	C6_00240C_A	YGL212W
2766	OG0002766	C3_04650W_A	YDL237W
2767	OG0002767	C3_07850W_A	YDL054C
2768	OG0002768	C3_03260W_A	YLR115W
2769	OG0002769	C5_04150C_A	YDR468C
2770	OG0002770	C3_05850W_A	YIL097W
2771	OG0002771	CR_08100C_A	YNL207W
2772	OG0002772	C5_05160C_A	YKL190W
2773	OG0002773	C3_02600C_A	YDL052C
2774	OG0002774	C1_06930W_A	YDL195W
2775	OG0002775	CR_04140W_A	YNL137C
2776	OG0002776	C3_07600W_A	YCR016W
2777	OG0002777	C1_12670C_B&Allele&of&C1_12670C_A	YBR055C
2778	OG0002778	CR_02630C_A	YGR120C
2779	OG0002779	C1_11170W_A	YEL002C
2780	OG0002780	C2_10740C_A	YNL313C
2781	OG0002781	CR_03070W_A	YNL001W
2782	OG0002782	C5_02020C_A	YOR262W
2783	OG0002783	C1_00860W_A	YNR007C
2784	OG0002784	C3_07100C_A	YBR212W
2785	OG0002785	C2_01220W_A	YFR002W
2786	OG0002786	C4_02310W_A	YPL115C
2787	OG0002787	C1_08100W_A	YAL036C
2788	OG0002788	C2_07130C_A	YLR248W
2789	OG0002789	C1_03470C_A	YDR523C
2790	OG0002790	C1_13550C_A	YGL172W
2791	OG0002791	C4_00270W_A	YJR121W
2792	OG0002792	CR_00440C_A	YDL240W
2793	OG0002793	C2_07530C_A	YOR351C
2794	OG0002794	C2_02830C_A	YOR007C
2795	OG0002795	C1_08650C_A	YDL045C
2796	OG0002796	CR_06080W_A	YNL007C
2797	OG0002797	C2_08280W_A	YPR023C
2798	OG0002798	C2_07460W_A	YMR005W
2799	OG0002799	C5_02270W_A	YCR053W
2800	OG0002800	C7_03350C_A	YDL124W
2801	OG0002801	C3_01690W_A	YDL133W
2802	OG0002802	C1_05820C_A	YML095C
2803	OG0002803	CR_01660C_A	YML105C
2804	OG0002804	CR_02740W_A	YNL152W
2805	OG0002805	C6_02640C_A	YKR088C
2806	OG0002806	C3_03810W_A	YPL153C
2807	OG0002807	C1_09980C_A	YKL094W
2808	OG0002808	CR_03340C_A	YKL108W
2809	OG0002809	C2_00470W_A	YMR129W
2810	OG0002810	CR_02590C_A	YKR086W
2811	OG0002811	CR_00870C_A	YDR126W
2812	OG0002812	C3_02700W_A	YJL074C
2813	OG0002813	C4_04250W_A	YMR155W
2814	OG0002814	C1_03200C_A	YDR421W
2815	OG0002815	C3_03670W_A	YDR295C
2816	OG0002816	C5_04570C_A	YBL039C
2817	OG0002817	C2_02690W_A	YGR208W
2818	OG0002818	C1_07330W_A	YGR044C
2819	OG0002819	C2_06590C_A	YCR098C
2820	OG0002820	CR_03330W_A	YKR023W
2821	OG0002821	C2_04660C_A	YJL141C
2822	OG0002822	C5_00860W_A	YMR035W
2823	OG0002823	C1_03380W_A	YDR074W
2824	OG0002824	C4_00500W_A	YGL141W
2825	OG0002825	C1_09430W_A	YMR266W
2826	OG0002826	C3_07550C_A	YOR205C
2827	OG0002827	C4_01730C_A	YBR094W
2828	OG0002828	C1_07050C_A	YKL017C
2829	OG0002829	C1_06360W_A	YBR028C
2830	OG0002830	C1_07260C_A	YIL150C
2831	OG0002831	C4_00540C_A	YJR132W
2832	OG0002832	C1_04310C_A	YPL067C
2833	OG0002833	C1_00320W_A	YHR012W
2834	OG0002834	C3_04100W_B&Allele&of&C3_04100W_A	YKR104W
2835	OG0002835	C1_05530C_A	YBR283C
2836	OG0002836	C2_06650C_B&Allele&of&C2_06650C_A	YGR091W
2837	OG0002837	C3_03200C_A	YDR286C
2838	OG0002838	C4_04750W_A	YMR135C
2839	OG0002839	C4_02620C_A	YDR109C
2840	OG0002840	C1_02460W_A	YLR075W
2841	OG0002841	C3_07230W_A	YAL026C
2842	OG0002842	C1_09170W_B&Allele&of&C1_09170W_A	YGL073W
2843	OG0002843	C1_01570C_A	YDR404C
2844	OG0002844	C2_01650W_A	YGL192W
2845	OG0002845	C1_08220W_A	YAL021C
2846	OG0002846	C1_10990C_A	YBL103C
2847	OG0002847	C1_04650W_A	YHL016C
2848	OG0002848	C1_02260C_A	YDL226C
2849	OG0002849	C3_02610C_A	YDR533C
2850	OG0002850	C3_06980W_A	YPL244C
2851	OG0002851	C7_03870W_A	YGL058W
2852	OG0002852	C5_03930C_A	YOR137C
2853	OG0002853	C3_03320W_A	YDR139C
2854	OG0002854	C1_02390W_A	YMR137C
2855	OG0002855	C7_00890C_A	YMR042W
2856	OG0002856	C4_01690C_A	YMR027W
2857	OG0002857	C2_07690W_A	YGR042W
2858	OG0002858	C4_05350W_A	YGR223C
2859	OG0002859	C2_06970W_A	YNL141W
2860	OG0002860	CR_03720W_A	YLR354C
2861	OG0002861	C1_01050C_A	YDL015C
2862	OG0002862	C1_00810W_A	YGL047W
2863	OG0002863	C2_05670C_A	YAR008W
2864	OG0002864	C2_04500W_A	YPL082C
2865	OG0002865	C2_09700W_A	YEL004W
2866	OG0002866	C3_00570C_A	YLR019W
2867	OG0002867	C5_00800C_A	YJR078W
2868	OG0002868	C1_00130C_A	YJL029C
2869	OG0002869	CR_00600C_A	YDL146W
2870	OG0002870	C1_01580W_A	YOR150W
2871	OG0002871	C1_03230C_A	YDR101C
2872	OG0002872	C3_05800W_A	YPL083C
2873	OG0002873	C3_02590W_A	YPL195W
2874	OG0002874	CR_01480W_A	YER087W
2875	OG0002875	C1_01110C_A	YGR211W
2876	OG0002876	C2_07860W_A	YGL110C
2877	OG0002877	C1_03550C_A	YGR255C
2878	OG0002878	C2_08840W_A	YNR046W
2879	OG0002879	C7_03830C_A	YBR137W
2880	OG0002880	C2_10820C_A	YMR259C
2881	OG0002881	C2_04250W_A	YLR417W
2882	OG0002882	CR_03090C_A	YGL106W
2883	OG0002883	CR_04030W_A	YPL174C
2884	OG0002884	C2_06200C_A	YLR289W
2885	OG0002885	C5_01520C_A	YPL091W
2886	OG0002886	C4_05460C_A	YER049W
2887	OG0002887	C4_02950C_A	YLL014W
2888	OG0002888	C5_00770C_A	YNL256W
2889	OG0002889	CR_08930C_A	YJL124C
2890	OG0002890	C1_05650W_A	YDR020C
2891	OG0002891	C3_04260W_A	YBR290W
2892	OG0002892	CR_05740C_A	YBR125C
2893	OG0002893	C1_07090C_A	YGR276C
2894	OG0002894	C1_10970W_A	YDR365C
2895	OG0002895	C1_09260C_A	YDL006W
2896	OG0002896	C3_02350W_A	YNL308C
2897	OG0002897	C2_05530C_A	YIL063C
2898	OG0002898	C5_01200W_A	YBR022W
2899	OG0002899	CR_10510W_A	YOL138C
2900	OG0002900	CR_03460W_A	YPL011C
2901	OG0002901	C1_13770C_A	YGL085W
2902	OG0002902	C3_06030W_A	YPL093W
2903	OG0002903	C1_08680C_A	YDR373W
2904	OG0002904	CR_02530W_A	YNL112W
2905	OG0002905	C4_06170C_A	YER007C-A
2906	OG0002906	C1_06840C_A	YER058W
2907	OG0002907	CR_08300C_A	YML059C
2908	OG0002908	C1_14060W_A	YBR056W
2909	OG0002909	CR_08940W_A	YJL125C
2910	OG0002910	C1_05750C_A	YMR176W
2911	OG0002911	CR_01570W_A	YBL057C
2912	OG0002912	C2_05370C_B&Allele&of&C2_05370C_A	YDL076C
2913	OG0002913	CR_07020W_A	YOR286W
2914	OG0002914	CR_00710C_A	YKL055C
2915	OG0002915	C3_06810W_A	YLR127C
2916	OG0002916	C1_01060W_A	YOR298C-A
2917	OG0002917	C1_10620W_A	YLR175W
2918	OG0002918	C2_06420C_A	YOR014W
2919	OG0002919	C1_02530C_A	YPL265W
2920	OG0002920	C7_01600W_A	YER154W
2921	OG0002921	CR_02510W_A	YOR113W
2922	OG0002922	C1_13470W_A	YLL019C
2923	OG0002923	C3_00950C_A	YJR032W
2924	OG0002924	C1_04130W_A	YMR049C
2925	OG0002925	C1_06020W_A	YBR260C
2926	OG0002926	C7_04150W_A	YMR185W
2927	OG0002927	C1_00450C_A	YFR011C
2928	OG0002928	C7_04300W_A	YGR116W
2929	OG0002929	C7_01020C_A	YPL013C
2930	OG0002930	C6_03620C_A	YDR539W
2931	OG0002931	C3_03860W_A	YER134C
2932	OG0002932	C3_02400C_A	YMR256C
2933	OG0002933	C2_04700C_A	YKR060W
2934	OG0002934	C1_05810W_A	YML094W
2935	OG0002935	C3_05030W_A	YGR231C
2936	OG0002936	C2_08110W_A	YDR004W
2937	OG0002937	C5_04880C_A	YHR037W
2938	OG0002938	CR_07240C_A	YGL215W
2939	OG0002939	C1_09000W_A	YNL237W
2940	OG0002940	C5_04110W_A	YGL028C
2941	OG0002941	C1_09070W_A	YGL094C
2942	OG0002942	C2_10470C_A	YJL178C
2943	OG0002943	C3_05000W_A	YDL135C
2944	OG0002944	C2_04150C_A	YGR020C
2945	OG0002945	C7_02990W_B&Allele&of&C7_02990W_A	YJL095W
2946	OG0002946	C2_02870W_A	YKR068C
2947	OG0002947	C1_03990W_A	YNL155W
2948	OG0002948	C2_01590W_A	YGL191W
2949	OG0002949	CR_07350W_A	YLR440C
2950	OG0002950	C4_05600W_A	YGR100W
2951	OG0002951	C2_00160C_A	YGR147C
2952	OG0002952	CR_09710W_A	YLR151C
2953	OG0002953	C2_02730W_A	YGR048W
2954	OG0002954	C4_03330W_A	YDR315C
2955	OG0002955	CR_07000C_A	YNL262W
2956	OG0002956	C3_00250C_A	YIL022W
2957	OG0002957	CR_01290C_A	YCR017C
2958	OG0002958	CR_00490W_A	YGR220C
2959	OG0002959	CR_10730C_A	YDR289C
2960	OG0002960	C3_03230C_A	YHL036W
2961	OG0002961	C1_02000W_B&Allele&of&C1_02000W_A	YLR064W
2962	OG0002962	C6_04080W_B&Allele&of&C6_04080W_A	YBL091C
2963	OG0002963	CM_00160C	Q0085
2964	OG0002964	C2_02250C_B&Allele&of&C2_02250C_A	YHL020C
2965	OG0002965	C1_07790C_A	YLR003C
2966	OG0002966	CR_08020C_A	YHR072W-A
2967	OG0002967	C3_01780C_A	YLR218C
2968	OG0002968	C1_08270C_B&Allele&of&C1_08270C_A	YOL051W
2969	OG0002969	C3_04970C_A	YDL190C
2970	OG0002970	C2_03090C_A	YDR408C
2971	OG0002971	C1_06680W_A	YLR240W
2972	OG0002972	C1_04330W_A	YDL020C
2973	OG0002973	C2_10090C_A	YER077C
2974	OG0002974	C4_04800W_A	YDR233C
2975	OG0002975	C1_02760W_A	YDL100C
2976	OG0002976	C1_02810W_A	YBR114W
2977	OG0002977	C5_02720W_A	YOR036W
2978	OG0002978	CR_10490W_A	YOL139C
2979	OG0002979	C2_01180W_A	YLL009C
2980	OG0002980	C6_03390W_A	YLR348C
2981	OG0002981	CR_00100C_A	YFL024C
2982	OG0002982	CR_01110W_A	YPR088C
2983	OG0002983	C1_01200W_A	YHR178W
2984	OG0002984	C3_00480C_A	YIL010W
2985	OG0002985	C3_02580C_A	YGL079W
2986	OG0002986	CR_01360W_A	YJR112W
2987	OG0002987	C2_05340C_A	YPR110C
2988	OG0002988	C2_01320W_A	YDR427W
2989	OG0002989	C4_02040W_A	YMR020W
2990	OG0002990	C1_03300C_A	YLR163C
2991	OG0002991	C1_06640C_A	YPR133W-A
2992	OG0002992	C2_01850W_B&Allele&of&C2_01850W_A	YEL037C
2993	OG0002993	C2_00410C_A	YMR128W
2994	OG0002994	C6_02960W_A	YGR012W
2995	OG0002995	C4_03830W_A	YDL112W
2996	OG0002996	C2_05620W_A	YBL071W-A
2997	OG0002997	CR_03240C_A	YNL227C
2998	OG0002998	C2_09020W_A	YBR202W
2999	OG0002999	C1_07500C_A	YDL051W
3000	OG0003000	CR_06940W_A	YNL258C
3001	OG0003001	C5_04090C_A	YNL244C
3002	OG0003002	CR_05510W_A	YOR219C
3003	OG0003003	CR_03800C_A	YDR075W
3004	OG0003004	C4_01670C_A	YMR028W
3005	OG0003005	C6_03120W_A	YEL055C
3006	OG0003006	C1_14040W_A	YJR005W
3007	OG0003007	C3_06240C_A	YML009C
3008	OG0003008	C2_01550W_A	YMR165C
3009	OG0003009	C5_04680W_A	YGR170W
3010	OG0003010	C2_06860W_A	YAL024C
3011	OG0003011	C2_05290C_A	YDL018C
3012	OG0003012	CR_01330W_A	YJR109C
3013	OG0003013	C1_07690C_A	YGL238W
3014	OG0003014	C5_00130C_A	YKL170W
3015	OG0003015	C6_03010W_A	YBL088C
3016	OG0003016	C1_05990C_A	YDL144C
3017	OG0003017	C3_04290C_A	YBR289W
3018	OG0003018	CR_04590C_A	YBR035C
3019	OG0003019	C6_00640C_A	YPR056W
3020	OG0003020	C1_01330C_A	YBR252W
3021	OG0003021	C3_04920C_A	YGR232W
3022	OG0003022	C7_00840C_A	YBR276C
3023	OG0003023	C1_13710C_A	YDR016C
3024	OG0003024	CR_09500C_A	YGR205W
3025	OG0003025	C2_03700W_A	YJR062C
3026	OG0003026	C3_00700W_A	YAL002W
3027	OG0003027	CR_03060W_A	YGL105W
3028	OG0003028	C3_04400C_A	YJR042W
3029	OG0003029	C1_11660W_A	YMR250W
3030	OG0003030	C7_02020W_A	YMR201C
3031	OG0003031	CR_00330C_A	YPL147W
3032	OG0003032	C3_01520C_A	YOR091W
3033	OG0003033	C1_13650C_A	YGL164C
3034	OG0003034	C2_07940C_A	YBR243C
3035	OG0003035	C2_07300C_A	YJR063W
3036	OG0003036	C6_02320C_B&Allele&of&C6_02320C_A	YPL209C
3037	OG0003037	C3_03930W_A	YML015C
3038	OG0003038	C1_11240C_A	YER026C
3039	OG0003039	C6_03450C_A	YLR382C
3040	OG0003040	C4_06020C_A	YOR346W
3041	OG0003041	C5_05030C_A	YMR154C
3042	OG0003042	C1_12270W_A	YMR101C
3043	OG0003043	C2_08130W_A	YBR149W
3044	OG0003044	CR_01030W_A	YIR023W
3045	OG0003045	C1_00560W_A	YBR155W
3046	OG0003046	C5_01430C_A	YDR527W
3047	OG0003047	C1_08310W_A	YPR075C
3048	OG0003048	C5_02900W_A	YLR055C
3049	OG0003049	C4_06720W_A	YDL014W
3050	OG0003050	C3_05290C_A	YLL032C
3051	OG0003051	C1_05210C_A	YNR040W
3052	OG0003052	C2_07220W_A	YKL206C
3053	OG0003053	C7_00820W_A	YJR068W
3054	OG0003054	C2_03460C_A	YCL044C
3055	OG0003055	C1_01390C_A	YOL116W
3056	OG0003056	C3_03310C_A	YDR140W
3057	OG0003057	C1_13020C_A	YLR066W
3058	OG0003058	C2_09990C_A	YGR281W
3059	OG0003059	CR_01980C_A	YOR100C
3060	OG0003060	C2_00210W_A	YLR325C
3061	OG0003061	C5_04050W_A	YPR091C
3062	OG0003062	CR_09120C_A	YML085C
3063	OG0003063	C6_00760W_A	YBR101C
3064	OG0003064	C4_04410C_A	YDR234W
3065	OG0003065	C1_03370W_A	YER165W
3066	OG0003066	CR_05530C_A	YPL133C
3067	OG0003067	C3_05110W_A	YOL073C
3068	OG0003068	CR_01990C_A	YNL126W
3069	OG0003069	C1_13110C_A	YBR023C
3070	OG0003070	C5_04720C_A	YGR267C
3071	OG0003071	C5_01440C_A	YDR459C
3072	OG0003072	C5_05310W_A	YER012W
3073	OG0003073	C3_00560C_A	YLL011W
3074	OG0003074	C2_01520W_A	YHR075C
3075	OG0003075	C1_05430W_A	YOL148C
3076	OG0003076	CR_04110W_A	YNL124W
3077	OG0003077	C6_00250W_A	YNL115C
3078	OG0003078	C6_01830W_A	YDR486C
3079	OG0003079	C6_02140W_A	YHR182W
3080	OG0003080	C3_01750C_A	YPL084W
3081	OG0003081	C6_01690W_A	YLR144C
3082	OG0003082	CM_00330W	Q0105
3083	OG0003083	C3_00310C_A	YER116C
3084	OG0003084	C3_03290C_A	YEL062W
3085	OG0003085	C4_02670W_A	YPL120W
3086	OG0003086	C2_03380W_B&Allele&of&C2_03380W_A	YIR006C
3087	OG0003087	C1_07020C_A	YKL015W
3088	OG0003088	CR_10060W_A	YMR240C
3089	OG0003089	C5_00650C_A	YHR025W
3090	OG0003090	C1_13730C_A	YPL266W
3091	OG0003091	C3_01570W_A	YNL249C
3092	OG0003092	C1_04970W_A	YMR012W
3093	OG0003093	C2_10270W_B&Allele&of&C2_10270W_A	YOR243C
3094	OG0003094	C1_09800C_A	YMR071C
3095	OG0003095	C4_07010C_A	YDL200C
3096	OG0003096	CR_04920W_A	YDL119C
3097	OG0003097	CR_04520W_A	YOL026C
3098	OG0003098	C2_10110W_A	YJR048W
3099	OG0003099	C3_02030W_A	YGR101W
3100	OG0003100	C3_07300W_A	YNL175C
3101	OG0003101	C4_07120C_A	YOL090W
3102	OG0003102	C5_02260C_A	YGR046W
3103	OG0003103	C1_14320C_A	YNL168C
3104	OG0003104	C4_04500C_A	YGR001C
3105	OG0003105	C5_02910C_A	YFL027C
3106	OG0003106	C3_02690C_A	YMR013C
3107	OG0003107	C7_02130W_A	YDL114W
3108	OG0003108	CR_01720W_A	YML104C
3109	OG0003109	C3_04440C_A	YEL023C
3110	OG0003110	C7_02810W_A	YBL064C
3111	OG0003111	C1_04080W_A	YJL030W
3112	OG0003112	C6_01140C_A	YLR370C
3113	OG0003113	C3_01250W_A	YGL006W
3114	OG0003114	CR_04720C_A	YGL150C
3115	OG0003115	C2_08050C_A	YHL040C
3116	OG0003116	C6_01640W_A	YBL093C
3117	OG0003117	C3_02550C_A	YIR030C
3118	OG0003118	C1_08740C_A	YIL109C
3119	OG0003119	C2_10190C_A	YNL099C
3120	OG0003120	C4_04760C_A	YMR134W
3121	OG0003121	C1_07420C_A	YDR329C
3122	OG0003122	C4_05020W_A	YCR071C
3123	OG0003123	CR_03010C_A	YGR029W
3124	OG0003124	C7_00910C_A	YMR044W
3125	OG0003125	CR_09570W_A	YOR292C
3126	OG0003126	C3_06120C_A	YEL042W
3127	OG0003127	C6_00920W_A	YMR002W
3128	OG0003128	C2_05730C_A	YJL091C
3129	OG0003129	CR_07050C_A	YJL130C
3130	OG0003130	C3_02560W_A	YPL194W
3131	OG0003131	C1_06450C_A	YCR031C
3132	OG0003132	C1_12100C_A	YKL188C
3133	OG0003133	C6_02600W_A	YPL190C
3134	OG0003134	CR_00750C_A	YER051W
3135	OG0003135	CR_00510C_A	YAR015W
3136	OG0003136	C1_02380C_A	YMR138W
3137	OG0003137	C1_04410C_A	YJR017C
3138	OG0003138	C3_03070W_A	YOR378W
3139	OG0003139	C6_01630W_A	YPR163C
3140	OG0003140	C4_04100C_A	YAL059W
3141	OG0003141	C1_11070W_A	YOR017W
3142	OG0003142	C5_05230C_A	YBL045C
3143	OG0003143	C6_03330C_A	YPR097W
3144	OG0003144	C1_00600W_A	YNL172W
3145	OG0003145	C3_02100W_A	YCL032W
3146	OG0003146	C3_01310W_A	YFR038W
3147	OG0003147	C2_05060C_A	YKL086W
3148	OG0003148	C1_05030C_A	YJL072C
3149	OG0003149	CR_05760C_A	YPR084W
3150	OG0003150	C5_00790C_A	YNL251C
3151	OG0003151	C1_11090C_A	YNL317W
3152	OG0003152	C6_00880W_A	YDR142C
3153	OG0003153	C4_01890C_A	YBR164C
3154	OG0003154	C3_03060W_A	YML077W
3155	OG0003155	C3_04220C_A	YNR012W
3156	OG0003156	C2_02170W_A	YKL077W
3157	OG0003157	C3_03510C_A	YPR155C
3158	OG0003158	C7_00690W_A	YNL110C
3159	OG0003159	C6_00850W_A	YIR037W
3160	OG0003160	C2_08630C_A	YBR279W
3161	OG0003161	CR_03260W_A	YGR127W
3162	OG0003162	C7_02120C_A	YKL167C
3163	OG0003163	C3_04510W_A	YBL028C
3164	OG0003164	CR_10830C_A	YGR076C
3165	OG0003165	C3_01030W_A	YMR033W
3166	OG0003166	CR_10650W_A	YKL143W
3167	OG0003167	CR_08170C_A	YDR435C
3168	OG0003168	CR_06000W_A	YDR006C
3169	OG0003169	CR_09340W_A	YMR022W
3170	OG0003170	C5_00920W_A	YPR082C
3171	OG0003171	C4_02760C_A	YBR053C
3172	OG0003172	C6_00790C_A	YPR124W
3173	OG0003173	CR_01170W_A	YKL010C
3174	OG0003174	C3_06650C_A	YGL112C
3175	OG0003175	CR_10170C_A	YDR321W
3176	OG0003176	CR_09160C_A	YML126C
3177	OG0003177	C6_01670W_A	YKL029C
3178	OG0003178	C7_00330C_A	YGL169W
3179	OG0003179	C5_01610W_A	YFL001W
3180	OG0003180	C7_02870C_B&Allele&of&C7_02870C_A	YML098W
3181	OG0003181	C2_00300C_A	YGL019W
3182	OG0003182	C1_10010C_A	YJL187C
3183	OG0003183	CR_02980C_A	YKR092C
3184	OG0003184	C2_09300W_A	YGR104C
3185	OG0003185	CR_07870W_A	YML050W
3186	OG0003186	C1_00100C_A	YDL142C
3187	OG0003187	C1_00150C_A	YGL045W
3188	OG0003188	C4_03180W_A	YHR042W
3189	OG0003189	C7_03670W_A	YHR019C
3190	OG0003190	C2_03330C_A	YLR113W
3191	OG0003191	C4_01950W_A	YIL034C
3192	OG0003192	CR_01210C_A	YHL002W
3193	OG0003193	C1_08360C_A	YGL055W
3194	OG0003194	C3_02540C_A	YPL196W
3195	OG0003195	C2_05180W_A	YFL014W
3196	OG0003196	C3_00940W_A	YDR143C
3197	OG0003197	C1_11380W_A	YLR186W
3198	OG0003198	C3_04810C_A	YLR150W
3199	OG0003199	C5_02600W_A	YLR142W
3200	OG0003200	CR_01390W_A	YOR232W
3201	OG0003201	C2_07890W_A	YOL061W
3202	OG0003202	C1_00340W_A	YDL166C
3203	OG0003203	C5_01980C_A	YLR250W
3204	OG0003204	C2_01510C_A	YJL035C
3205	OG0003205	C5_02040W_A	YPL172C
3206	OG0003206	C3_01280W_A	YJL055W
3207	OG0003207	C1_09950C_A	YDR084C
3208	OG0003208	C1_03080C_A	YML064C
3209	OG0003209	C3_06480C_A	YBL001C
3210	OG0003210	CR_01730W_A	YFL010C
3211	OG0003211	C7_03500W_A	YNL217W
3212	OG0003212	C2_09520C_A	YIL142W
3213	OG0003213	C4_02100C_A	YJR013W
3214	OG0003214	C2_04110W_A	YGL251C
3215	OG0003215	C6_02460C_A	YPL215W
3216	OG0003216	C4_00470C_A	YLR427W
3217	OG0003217	CR_09380W_A	YML092C
3218	OG0003218	C1_10490W_A	YNL045W
3219	OG0003219	C1_06980C_A	YKL221W
3220	OG0003220	C1_03830C_A	YNL232W
3221	OG0003221	C1_03530W_A	YER022W
3222	OG0003222	C2_03170W_A	YBR096W
3223	OG0003223	C2_07060W_A	YOR319W
3224	OG0003224	CR_04340W_A	YBL022C
3225	OG0003225	C1_11790W_A	YJR057W
3226	OG0003226	C1_11110C_A	YEL003W
3227	OG0003227	C5_05370C_A	YER013W
3228	OG0003228	C6_01610W_A	YEL034W
3229	OG0003229	C4_00630C_A	YLR292C
3230	OG0003230	CR_09650W_A	YOR181W
3231	OG0003231	C7_00860W_A	YLR390W-A
3232	OG0003232	C5_05090W_A	YDL107W
3233	OG0003233	C2_00220C_A	YGR005C
3234	OG0003234	C5_02170C_A	YER025W
3235	OG0003235	C1_10770W_A	YBL102W
3236	OG0003236	C1_01680C_A	YHR059W
3237	OG0003237	C4_04280C_A	YFR043C
3238	OG0003238	C3_00530C_A	YOR269W
3239	OG0003239	C2_01360C_A	YKL046C
3240	OG0003240	CR_04640W_A	YDR403W
3241	OG0003241	C3_07940W_A	YHR198C
3242	OG0003242	C1_06520C_A	YCR032W
3243	OG0003243	C2_03820C_A	YBR189W
3244	OG0003244	C4_04520W_A	YGR280C
3245	OG0003245	C2_07400C_A	YPL154C
3246	OG0003246	C1_08780W_A	YDR481C
3247	OG0003247	CR_06340C_A	YBR196C
3248	OG0003248	C4_05560C_A	YHR137W
3249	OG0003249	CR_01230C_A	YBL084C
3250	OG0003250	C3_01070C_A	YOR349W
3251	OG0003251	C2_10310C_A	YPL155C
3252	OG0003252	C7_01410C_A	YDR162C
3253	OG0003253	C6_00360C_A	YBL107C
3254	OG0003254	CR_03900W_A	YDL159W
3255	OG0003255	CR_02420W_A	YOR004W
3256	OG0003256	CR_09350C_A	YCR020C
3257	OG0003257	C4_04270W_A	YIR032C
3258	OG0003258	C6_04260C_A	YMR132C
3259	OG0003259	C2_04960C_A	YKR074W
3260	OG0003260	C1_05420W_A	YOL149W
3261	OG0003261	C1_08470W_A	YGR174C
3262	OG0003262	C1_06530C_A	YJL197W
3263	OG0003263	C2_07670C_A	YDL207W
3264	OG0003264	CR_03500W_A	YNR001C
3265	OG0003265	C3_04720C_A	YLR241W
3266	OG0003266	C1_07360W_A	YBL034C
3267	OG0003267	CR_01770C_A	YFL034W
3268	OG0003268	C2_00330C_A	YBL008W
