	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035686_Cyberlindnera_saturnus
678	OG0000678	YBR136W	maker-flattened_line_29-snap-gene-2.3-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-2.3&CDS=1-7101
679	OG0000679	YBR137W	augustus_masked-flattened_line_11-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.63&CDS=1-471
680	OG0000680	YBR139W	snap_masked-flattened_line_2-processed-gene-4.159-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-4.159&CDS=1-1572
681	OG0000681	YBR142W	augustus_masked-flattened_line_23-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.143&CDS=1-2121
682	OG0000682	YBR143C	maker-flattened_line_23-augustus-gene-0.102-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-0.102&CDS=1-2481
683	OG0000683	YBR146W	augustus_masked-flattened_line_48-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.192&CDS=1-801
684	OG0000684	YBR149W	augustus_masked-flattened_line_40-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.88&CDS=1-960
685	OG0000685	YBR151W	augustus_masked-flattened_line_68-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.169&CDS=1-882
686	OG0000686	YBR153W	augustus_masked-flattened_line_48-processed-gene-0.190-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.190&CDS=1-765
687	OG0000687	YBR154C	augustus_masked-flattened_line_48-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.215&CDS=1-645
688	OG0000688	YBR155W	augustus_masked-flattened_line_0-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.29&CDS=1-1161
689	OG0000689	YBR156C	augustus_masked-flattened_line_0-processed-gene-9.9-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.9&CDS=1-2751
690	OG0000690	YBR159W	maker-flattened_line_2-snap-gene-3.4-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.4&CDS=1-1050
691	OG0000691	YBR160W	augustus_masked-flattened_line_2-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.87&CDS=1-948
692	OG0000692	YBR162C	augustus_masked-flattened_line_13-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-3.66&CDS=1-1368
693	OG0000693	YBR162W-A	genemark-flattened_line_13-processed-gene-3.150-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-3.150&CDS=1-303
694	OG0000694	YBR163W	augustus_masked-flattened_line_29-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.74&CDS=1-1518
695	OG0000695	YBR164C	maker-flattened_line_48-snap-gene-0.77-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.77&CDS=1-549
696	OG0000696	YBR166C	augustus_masked-flattened_line_48-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.221&CDS=1-1317
697	OG0000697	YBR167C	augustus_masked-flattened_line_2-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.125&CDS=1-393
698	OG0000698	YBR171W	augustus_masked-flattened_line_19-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.65&CDS=1-585
699	OG0000699	YBR173C	augustus_masked-flattened_line_34-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.105&CDS=1-435
700	OG0000700	YBR175W	augustus_masked-flattened_line_34-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.143&CDS=1-957
701	OG0000701	YBR176W	augustus_masked-flattened_line_40-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.55&CDS=1-912
702	OG0000702	YBR179C	augustus_masked-flattened_line_19-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-0.81&CDS=1-2475
703	OG0000703	YBR180W	augustus_masked-flattened_line_17-processed-gene-2.226-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.226&CDS=1-1554
704	OG0000704	YBR182C	augustus_masked-flattened_line_32-processed-gene-1.248-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.248&CDS=1-1425
705	OG0000705	YBR185C	augustus_masked-flattened_line_32-processed-gene-1.207-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.207&CDS=1-828
706	OG0000706	YBR186W	augustus_masked-flattened_line_50-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.89&CDS=1-1320
707	OG0000707	YBR187W	augustus_masked-flattened_line_50-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.91&CDS=1-1002
708	OG0000708	YBR192W	augustus_masked-flattened_line_50-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.94&CDS=1-1062
709	OG0000709	YBR193C	maker-flattened_line_50-augustus-gene-0.165-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.165&CDS=1-573
710	OG0000710	YBR194W	maker-flattened_line_50-augustus-gene-0.156-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.156&CDS=1-573
711	OG0000711	YBR196C	augustus_masked-flattened_line_50-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.131&CDS=1-1650
712	OG0000712	YBR198C	augustus_masked-flattened_line_50-processed-gene-0.133-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.133&CDS=1-2097
713	OG0000713	YBR199W	snap_masked-flattened_line_19-processed-gene-2.13-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.13&CDS=1-1368
714	OG0000714	YBR200W	genemark-flattened_line_6-processed-gene-4.46-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.46&CDS=1-1467
715	OG0000715	YBR202W	augustus_masked-flattened_line_0-processed-gene-10.135-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.135&CDS=1-2421
716	OG0000716	YBR203W	augustus_masked-flattened_line_29-processed-gene-1.75-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.75&CDS=1-1380
717	OG0000717	YBR204C	augustus_masked-flattened_line_17-processed-gene-2.255-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.255&CDS=1-1092
718	OG0000718	YBR207W	augustus_masked-flattened_line_17-processed-gene-2.228-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.228&CDS=1-1200
719	OG0000719	YBR208C	augustus_masked-flattened_line_48-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.197&CDS=1-5487
720	OG0000720	YBR212W	augustus_masked-flattened_line_6-processed-gene-4.195-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.195&CDS=1-1665
721	OG0000721	YBR213W	augustus_masked-flattened_line_6-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.163&CDS=1-786
722	OG0000722	YBR215W	augustus_masked-flattened_line_78-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.98&CDS=1-1416
723	OG0000723	YBR217W	augustus_masked-flattened_line_11-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.93&CDS=1-543
724	OG0000724	YBR218C	augustus_masked-flattened_line_46-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.2&CDS=1-3540
725	OG0000725	YBR220C	augustus_masked-flattened_line_32-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.90&CDS=1-1611
726	OG0000726	YBR221C	augustus_masked-flattened_line_32-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.62&CDS=1-1128
727	OG0000727	YBR222C	augustus_masked-flattened_line_32-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.200&CDS=1-1596
728	OG0000728	YBR223C	snap_masked-flattened_line_90-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.12&CDS=1-1782
729	OG0000729	YBR227C	augustus_masked-flattened_line_2-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.42&CDS=1-5586
730	OG0000730	YBR228W	augustus_masked-flattened_line_11-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.44&CDS=1-3057
731	OG0000731	YBR229C	augustus_masked-flattened_line_11-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.72&CDS=1-2715
732	OG0000732	YBR230C	genemark-flattened_line_0-processed-gene-4.111-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.111&CDS=1-585
733	OG0000733	YBR231C	augustus_masked-flattened_line_2-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.109&CDS=1-876
734	OG0000734	YBR233W	augustus_masked-flattened_line_2-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.134&CDS=1-1281
735	OG0000735	YBR233W-A	augustus_masked-flattened_line_6-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.80&CDS=1-294
736	OG0000736	YBR234C	augustus_masked-flattened_line_6-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.57&CDS=1-1092
737	OG0000737	YBR235W	augustus_masked-flattened_line_94-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.46&CDS=1-3411
738	OG0000738	YBR236C	augustus_masked-flattened_line_94-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.69&CDS=1-1413
739	OG0000739	YBR237W	augustus_masked-flattened_line_94-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.47&CDS=1-2373
740	OG0000740	YBR238C	augustus_masked-flattened_line_94-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.84&CDS=1-1761
741	OG0000741	YBR239C	augustus_masked-flattened_line_13-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.90&CDS=1-1356
742	OG0000742	YBR241C	genemark-flattened_line_13-processed-gene-1.46-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.46&CDS=1-1344
743	OG0000743	YBR243C	augustus_masked-flattened_line_13-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.109&CDS=1-1347
744	OG0000744	YBR245C	genemark-flattened_line_13-processed-gene-2.120-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-2.120&CDS=1-3057
745	OG0000745	YBR246W	augustus_masked-flattened_line_13-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.119&CDS=1-1071
746	OG0000746	YBR247C	augustus_masked-flattened_line_11-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.135&CDS=1-1368
747	OG0000747	YBR248C	augustus_masked-flattened_line_11-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-0.137&CDS=1-1656
748	OG0000748	YBR249C	genemark-flattened_line_11-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-1.14&CDS=1-1077
749	OG0000749	YBR251W	augustus_masked-flattened_line_0-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.46&CDS=1-933
750	OG0000750	YBR254C	maker-flattened_line_0-augustus-gene-10.126-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-10.126&CDS=1-423
751	OG0000751	YBR255C-A	augustus_masked-flattened_line_66-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.68&CDS=1-351
752	OG0000752	YBR255W	augustus_masked-flattened_line_0-processed-gene-10.172-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-10.172&CDS=1-1695
753	OG0000753	YBR256C	augustus_masked-flattened_line_32-processed-gene-1.255-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.255&CDS=1-672
754	OG0000754	YBR257W	augustus_masked-flattened_line_2-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.104&CDS=1-786
755	OG0000755	YBR260C	augustus_masked-flattened_line_2-processed-gene-2.162-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.162&CDS=1-1887
756	OG0000756	YBR261C	augustus_masked-flattened_line_4-processed-gene-4.250-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.250&CDS=1-699
757	OG0000757	YBR263W	augustus_masked-flattened_line_2-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.100&CDS=1-1470
758	OG0000758	YBR265W	augustus_masked-flattened_line_11-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-3.78&CDS=1-900
759	OG0000759	YBR267W	augustus_masked-flattened_line_2-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.102&CDS=1-2313
760	OG0000760	YBR268W	augustus_masked-flattened_line_2-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.79&CDS=1-348
761	OG0000761	YBR269C	augustus_masked-flattened_line_2-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.62&CDS=1-387
762	OG0000762	YBR271W	augustus_masked-flattened_line_2-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.130&CDS=1-1161
763	OG0000763	YBR272C	augustus_masked-flattened_line_2-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.140&CDS=1-1320
764	OG0000764	YBR273C	augustus_masked-flattened_line_2-processed-gene-2.163-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.163&CDS=1-1413
765	OG0000765	YBR274W	augustus_masked-flattened_line_2-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.164&CDS=1-1539
766	OG0000766	YBR275C	snap_masked-flattened_line_34-processed-gene-1.213-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-1.213&CDS=1-4242
767	OG0000767	YBR276C	augustus_masked-flattened_line_23-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.107&CDS=1-2421
768	OG0000768	YBR280C	augustus_masked-flattened_line_19-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-flattened_line_19-processed-gene-2.146&CDS=1-1557
769	OG0000769	YBR281C	maker-flattened_line_19-augustus-gene-2.83-mRNA-1_1&gene=maker-flattened_line_19-augustus-gene-2.83&CDS=1-3423
770	OG0000770	YBR282W	augustus_masked-flattened_line_23-processed-gene-2.108-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-2.108&CDS=1-435
771	OG0000771	YBR283C	augustus_masked-flattened_line_4-processed-gene-4.214-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.214&CDS=1-1446
772	OG0000772	YBR286W	augustus_masked-flattened_line_2-processed-gene-2.161-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.161&CDS=1-1950
773	OG0000773	YBR287W	augustus_masked-flattened_line_4-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.72&CDS=1-1380
774	OG0000774	YBR288C	augustus_masked-flattened_line_25-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.86&CDS=1-1410
775	OG0000775	YBR289W	maker-flattened_line_2-augustus-gene-3.113-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.113&CDS=1-3018
776	OG0000776	YBR291C	augustus_masked-flattened_line_2-processed-gene-3.108-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.108&CDS=1-885
777	OG0000777	YBR293W	augustus_masked-flattened_line_15-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-3.159&CDS=1-1644
778	OG0000778	YBR296C	augustus_masked-flattened_line_6-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.70&CDS=1-1758
779	OG0000779	YCL001W	genemark-flattened_line_15-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_15-processed-gene-0.33&CDS=1-552
780	OG0000780	YCL002C	augustus_masked-flattened_line_15-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.61&CDS=1-774
781	OG0000781	YCL004W	augustus_masked-flattened_line_15-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.87&CDS=1-1449
782	OG0000782	YCL005W-A	augustus_masked-flattened_line_40-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.60&CDS=1-213
783	OG0000783	YCL009C	augustus_masked-flattened_line_17-processed-gene-2.189-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-2.189&CDS=1-798
784	OG0000784	YCL010C	augustus_masked-flattened_line_15-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.63&CDS=1-1971
785	OG0000785	YCL012C	maker-flattened_line_15-augustus-gene-0.55-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-0.55&CDS=1-414
786	OG0000786	YCL014W	augustus_masked-flattened_line_15-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.89&CDS=1-3531
787	OG0000787	YCL016C	augustus_masked-flattened_line_15-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.65&CDS=1-1050
788	OG0000788	YCL017C	augustus_masked-flattened_line_6-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.37&CDS=1-1395
789	OG0000789	YCL018W	augustus_masked-flattened_line_6-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.19&CDS=1-3348
790	OG0000790	YCL027W	augustus_masked-flattened_line_25-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.92&CDS=1-1359
791	OG0000791	YCL029C	snap_masked-flattened_line_0-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.36&CDS=1-2331
792	OG0000792	YCL030C	snap_masked-flattened_line_0-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.37&CDS=1-2514
793	OG0000793	YCL031C	augustus_masked-flattened_line_0-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.15&CDS=1-816
794	OG0000794	YCL033C	augustus_masked-flattened_line_0-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.18&CDS=1-435
795	OG0000795	YCL034W	augustus_masked-flattened_line_0-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.17&CDS=1-1062
796	OG0000796	YCL038C	augustus_masked-flattened_line_132-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.15&CDS=1-1623
797	OG0000797	YCL039W	augustus_masked-flattened_line_102-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.29&CDS=1-1557
798	OG0000798	YCL043C	augustus_masked-flattened_line_102-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.39&CDS=1-1521
799	OG0000799	YCL044C	augustus_masked-flattened_line_6-processed-gene-3.86-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.86&CDS=1-840
800	OG0000800	YCL045C	augustus_masked-flattened_line_6-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.87&CDS=1-2601
801	OG0000801	YCL057C-A	snap_masked-flattened_line_15-processed-gene-2.80-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-2.80&CDS=1-348
802	OG0000802	YCL057W	augustus_masked-flattened_line_15-processed-gene-2.118-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-2.118&CDS=1-2031
803	OG0000803	YCL059C	augustus_masked-flattened_line_25-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.114&CDS=1-1056
804	OG0000804	YCL061C	augustus_masked-flattened_line_25-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-2.91&CDS=1-3627
805	OG0000805	YCR002C	augustus_masked-flattened_line_96-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.92&CDS=1-1014
806	OG0000806	YCR003W	augustus_masked-flattened_line_96-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.109&CDS=1-540
807	OG0000807	YCR008W	augustus_masked-flattened_line_23-processed-gene-0.132-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-0.132&CDS=1-1665
808	OG0000808	YCR009C	maker-flattened_line_23-augustus-gene-0.103-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-0.103&CDS=1-792
