	OrthologID	Candida_parapsilosis	Saccharomyces_cerevisiae
547	OG0000547	snap_masked-Contig005504-processed-gene-5.79-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-5.79&CDS=1-1149	YMR214W
548	OG0000548	maker-Contig005504-snap-gene-5.87-mRNA-1_1&gene=maker-Contig005504-snap-gene-5.87&CDS=1-4038	YOR330C
549	OG0000549	augustus_masked-Contig005504-processed-gene-6.51-mRNA-1_1&gene=augustus_masked-Contig005504-processed-gene-6.51&CDS=1-1809	YPR163C
550	OG0000550	snap_masked-Contig005504-processed-gene-6.91-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.91&CDS=1-399	YBL092W
551	OG0000551	snap_masked-Contig005504-processed-gene-6.106-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.106&CDS=1-876	YML052W
552	OG0000552	maker-Contig005504-augustus-gene-6.5-mRNA-1_1&gene=maker-Contig005504-augustus-gene-6.5&CDS=1-2202	YCR068W
553	OG0000553	snap_masked-Contig005504-processed-gene-6.110-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.110&CDS=1-1227	YJR075W
554	OG0000554	snap_masked-Contig005504-processed-gene-6.93-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.93&CDS=1-579	YJR074W
555	OG0000555	snap_masked-Contig005504-processed-gene-6.113-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.113&CDS=1-1962	YDR266C
556	OG0000556	maker-Contig005504-snap-gene-6.0-mRNA-1_1&gene=maker-Contig005504-snap-gene-6.0&CDS=1-645	YHR100C
557	OG0000557	snap_masked-Contig005504-processed-gene-6.114-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.114&CDS=1-11409	YHR099W
558	OG0000558	augustus_masked-Contig005504-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-Contig005504-processed-gene-6.76&CDS=1-795	YBR040W
559	OG0000559	snap_masked-Contig005504-processed-gene-6.115-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.115&CDS=1-1239	YBR042C
560	OG0000560	augustus_masked-Contig005504-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-Contig005504-processed-gene-6.58&CDS=1-2262	YBR043C
561	OG0000561	snap_masked-Contig005504-processed-gene-6.116-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.116&CDS=1-2412	YBR102C
562	OG0000562	snap_masked-Contig005504-processed-gene-6.98-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.98&CDS=1-1665	YBR103W
563	OG0000563	snap_masked-Contig005504-processed-gene-6.117-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.117&CDS=1-381	YPR063C
564	OG0000564	snap_masked-Contig005504-processed-gene-6.99-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.99&CDS=1-4116	YBR097W
565	OG0000565	snap_masked-Contig005504-processed-gene-6.100-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.100&CDS=1-480	YPR062W
566	OG0000566	snap_masked-Contig005504-processed-gene-6.119-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.119&CDS=1-1143	YPR056W
567	OG0000567	maker-Contig005504-snap-gene-6.2-mRNA-1_1&gene=maker-Contig005504-snap-gene-6.2&CDS=1-840	YDR064W
568	OG0000568	augustus_masked-Contig005504-processed-gene-6.62-mRNA-1_1&gene=augustus_masked-Contig005504-processed-gene-6.62&CDS=1-1674	YFR028C
569	OG0000569	snap_masked-Contig005504-processed-gene-6.103-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-6.103&CDS=1-1896	YER140W
570	OG0000570	augustus_masked-Contig005504-processed-gene-6.84-mRNA-1_1&gene=augustus_masked-Contig005504-processed-gene-6.84&CDS=1-1434	YER141W
571	OG0000571	snap_masked-Contig005504-processed-gene-7.169-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.169&CDS=1-1950	YBR041W
572	OG0000572	snap_masked-Contig005504-processed-gene-7.171-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.171&CDS=1-1251	YCR012W
573	OG0000573	snap_masked-Contig005504-processed-gene-7.170-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.170&CDS=1-852	YBR101C
574	OG0000574	snap_masked-Contig005504-processed-gene-7.172-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.172&CDS=1-3198	YBR098W
575	OG0000575	snap_masked-Contig005504-processed-gene-7.173-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.173&CDS=1-3261	YPR055W
576	OG0000576	snap_masked-Contig005504-processed-gene-7.211-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.211&CDS=1-798	YPR124W
577	OG0000577	snap_masked-Contig005504-processed-gene-7.212-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.212&CDS=1-3117	YFR016C
578	OG0000578	snap_masked-Contig005504-processed-gene-7.174-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.174&CDS=1-468	YMR002W
579	OG0000579	snap_masked-Contig005504-processed-gene-7.218-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.218&CDS=1-2463	YOL006C
580	OG0000580	snap_masked-Contig005504-processed-gene-7.175-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.175&CDS=1-1758	YEL063C
581	OG0000581	snap_masked-Contig005504-processed-gene-7.219-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.219&CDS=1-1293	YIL123W
582	OG0000582	snap_masked-Contig005504-processed-gene-7.178-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.178&CDS=1-921	YGR053C
583	OG0000583	snap_masked-Contig005504-processed-gene-7.220-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.220&CDS=1-2112	YFL042C
584	OG0000584	snap_masked-Contig005504-processed-gene-7.221-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.221&CDS=1-1191	YLR355C
585	OG0000585	augustus_masked-Contig005504-processed-gene-7.144-mRNA-1_1&gene=augustus_masked-Contig005504-processed-gene-7.144&CDS=1-1500	YPL097W
586	OG0000586	snap_masked-Contig005504-processed-gene-7.179-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.179&CDS=1-2361	YKL078W
587	OG0000587	augustus_masked-Contig005504-processed-gene-7.145-mRNA-1_1&gene=augustus_masked-Contig005504-processed-gene-7.145&CDS=1-1074	YOL064C
588	OG0000588	snap_masked-Contig005504-processed-gene-7.180-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.180&CDS=1-1020	YMR063W
589	OG0000589	snap_masked-Contig005504-processed-gene-7.181-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.181&CDS=1-1473	YMR065W
590	OG0000590	snap_masked-Contig005504-processed-gene-7.225-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.225&CDS=1-2913	YHR052W
591	OG0000591	augustus_masked-Contig005504-processed-gene-7.148-mRNA-1_1&gene=augustus_masked-Contig005504-processed-gene-7.148&CDS=1-2526	YER151C
592	OG0000592	snap_masked-Contig005504-processed-gene-7.183-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.183&CDS=1-1416	YNL206C
593	OG0000593	augustus_masked-Contig005504-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-Contig005504-processed-gene-7.108&CDS=1-1266	YER152C
594	OG0000594	snap_masked-Contig005504-processed-gene-7.229-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.229&CDS=1-888	YGL212W
595	OG0000595	snap_masked-Contig005504-processed-gene-7.186-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.186&CDS=1-1704	YNL115C
596	OG0000596	snap_masked-Contig005504-processed-gene-7.189-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.189&CDS=1-2499	YNL212W
597	OG0000597	snap_masked-Contig005504-processed-gene-7.232-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.232&CDS=1-243	YNL211C
598	OG0000598	snap_masked-Contig005504-processed-gene-7.233-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.233&CDS=1-375	YDR511W
599	OG0000599	genemark-Contig005504-processed-gene-7.29-mRNA-1_1&gene=genemark-Contig005504-processed-gene-7.29&CDS=1-2469	YKL034W
600	OG0000600	snap_masked-Contig005504-processed-gene-7.194-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.194&CDS=1-2565	YOR032C
601	OG0000601	augustus_masked-Contig005504-processed-gene-7.120-mRNA-1_1&gene=augustus_masked-Contig005504-processed-gene-7.120&CDS=1-2412	YLR207W
602	OG0000602	augustus_masked-Contig005504-processed-gene-7.155-mRNA-1_1&gene=augustus_masked-Contig005504-processed-gene-7.155&CDS=1-4278	YHR164C
603	OG0000603	snap_masked-Contig005504-processed-gene-7.196-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.196&CDS=1-1551	YOR310C
604	OG0000604	snap_masked-Contig005504-processed-gene-7.197-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.197&CDS=1-2316	YKL134C
605	OG0000605	snap_masked-Contig005504-processed-gene-7.242-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.242&CDS=1-1416	YBR288C
606	OG0000606	maker-Contig005504-snap-gene-7.93-mRNA-1_1&gene=maker-Contig005504-snap-gene-7.93&CDS=1-3738	YMR058W
607	OG0000607	genemark-Contig005504-processed-gene-7.38-mRNA-1_1&gene=genemark-Contig005504-processed-gene-7.38&CDS=1-1308	YGR110W
608	OG0000608	snap_masked-Contig005504-processed-gene-7.245-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.245&CDS=1-1284	YPR066W
609	OG0000609	snap_masked-Contig005504-processed-gene-7.246-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.246&CDS=1-1248	YML032C
610	OG0000610	snap_masked-Contig005504-processed-gene-7.247-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.247&CDS=1-258	YOR159C
611	OG0000611	snap_masked-Contig005504-processed-gene-7.203-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.203&CDS=1-1794	YDR386W
612	OG0000612	maker-Contig005504-snap-gene-7.91-mRNA-1_1&gene=maker-Contig005504-snap-gene-7.91&CDS=1-2829	YOR158W
613	OG0000613	snap_masked-Contig005504-processed-gene-7.248-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.248&CDS=1-1926	YDR456W
614	OG0000614	snap_masked-Contig005504-processed-gene-7.205-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.205&CDS=1-1572	YOR307C
615	OG0000615	snap_masked-Contig005504-processed-gene-7.249-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.249&CDS=1-909	YMR241W
616	OG0000616	snap_masked-Contig005504-processed-gene-7.206-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.206&CDS=1-1455	YGR009C
617	OG0000617	snap_masked-Contig005504-processed-gene-7.250-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.250&CDS=1-699	YDR410C
618	OG0000618	snap_masked-Contig005504-processed-gene-7.251-mRNA-1_1&gene=snap_masked-Contig005504-processed-gene-7.251&CDS=1-528	YLR370C
619	OG0000619	augustus_masked-Contig005569-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-0.75&CDS=1-3405	YDR388W
620	OG0000620	maker-Contig005569-augustus-gene-0.50-mRNA-1_1&gene=maker-Contig005569-augustus-gene-0.50&CDS=1-2760	YPR033C
621	OG0000621	snap_masked-Contig005569-processed-gene-0.100-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.100&CDS=1-1026	YBR057C
622	OG0000622	snap_masked-Contig005569-processed-gene-0.125-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.125&CDS=1-1392	YOL030W
623	OG0000623	maker-Contig005569-augustus-gene-0.52-mRNA-1_1&gene=maker-Contig005569-augustus-gene-0.52&CDS=1-3075	YJR016C
624	OG0000624	snap_masked-Contig005569-processed-gene-0.103-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.103&CDS=1-2931	YER013W
625	OG0000625	snap_masked-Contig005569-processed-gene-0.104-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.104&CDS=1-2712	YIR007W
626	OG0000626	snap_masked-Contig005569-processed-gene-0.128-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.128&CDS=1-1368	YIR008C
627	OG0000627	snap_masked-Contig005569-processed-gene-0.129-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.129&CDS=1-1305	YIR012W
628	OG0000628	augustus_masked-Contig005569-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-0.65&CDS=1-1815	YER055C
629	OG0000629	snap_masked-Contig005569-processed-gene-0.130-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.130&CDS=1-582	YER012W
630	OG0000630	snap_masked-Contig005569-processed-gene-0.131-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.131&CDS=1-711	YBR256C
631	OG0000631	augustus_masked-Contig005569-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-0.66&CDS=1-4491	YJR124C
632	OG0000632	snap_masked-Contig005569-processed-gene-0.132-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.132&CDS=1-1527	YGR260W
633	OG0000633	snap_masked-Contig005569-processed-gene-0.112-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.112&CDS=1-678	YJR123W
634	OG0000634	snap_masked-Contig005569-processed-gene-0.133-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.133&CDS=1-1848	YNL125C
635	OG0000635	snap_masked-Contig005569-processed-gene-0.114-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.114&CDS=1-1671	YFR051C
636	OG0000636	snap_masked-Contig005569-processed-gene-0.135-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.135&CDS=1-1233	YGL248W
637	OG0000637	snap_masked-Contig005569-processed-gene-0.136-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.136&CDS=1-843	YFR050C
638	OG0000638	maker-Contig005569-snap-gene-0.56-mRNA-1_1&gene=maker-Contig005569-snap-gene-0.56&CDS=1-300	YFR049W
639	OG0000639	snap_masked-Contig005569-processed-gene-0.116-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.116&CDS=1-936	YOR164C
640	OG0000640	snap_masked-Contig005569-processed-gene-0.138-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.138&CDS=1-555	YOR163W
641	OG0000641	snap_masked-Contig005569-processed-gene-0.117-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.117&CDS=1-660	YLR250W
642	OG0000642	snap_masked-Contig005569-processed-gene-0.139-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.139&CDS=1-318	YDR031W
643	OG0000643	snap_masked-Contig005569-processed-gene-0.118-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.118&CDS=1-483	YMR035W
644	OG0000644	snap_masked-Contig005569-processed-gene-0.143-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.143&CDS=1-1104	YLR420W
645	OG0000645	snap_masked-Contig005569-processed-gene-0.121-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-0.121&CDS=1-444	YPR082C
646	OG0000646	augustus_masked-Contig005569-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-1.111&CDS=1-729	YOR358W
647	OG0000647	genemark-Contig005569-processed-gene-1.2-mRNA-1_1&gene=genemark-Contig005569-processed-gene-1.2&CDS=1-1431	YHR207C
648	OG0000648	augustus_masked-Contig005569-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-1.110&CDS=1-303	YJR022W
649	OG0000649	augustus_masked-Contig005569-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-1.114&CDS=1-810	YJR024C
650	OG0000650	augustus_masked-Contig005569-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-1.115&CDS=1-603	YKR035W-A
651	OG0000651	snap_masked-Contig005569-processed-gene-1.91-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.91&CDS=1-702	YJR102C
652	OG0000652	snap_masked-Contig005569-processed-gene-1.93-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.93&CDS=1-2805	YJR090C
653	OG0000653	snap_masked-Contig005569-processed-gene-1.69-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.69&CDS=1-1353	YJR084W
654	OG0000654	genemark-Contig005569-processed-gene-1.31-mRNA-1_1&gene=genemark-Contig005569-processed-gene-1.31&CDS=1-1206	YPR041W
655	OG0000655	snap_masked-Contig005569-processed-gene-1.71-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.71&CDS=1-948	YJR093C
656	OG0000656	augustus_masked-Contig005569-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-1.137&CDS=1-4866	YJR092W
657	OG0000657	augustus_masked-Contig005569-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-1.138&CDS=1-1239	YDR182W
658	OG0000658	snap_masked-Contig005569-processed-gene-1.73-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.73&CDS=1-1293	YHR045W
659	OG0000659	snap_masked-Contig005569-processed-gene-1.95-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.95&CDS=1-942	YHR071W
660	OG0000660	snap_masked-Contig005569-processed-gene-1.74-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.74&CDS=1-786	YJR088C
661	OG0000661	snap_masked-Contig005569-processed-gene-1.97-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.97&CDS=1-810	YJR101W
662	OG0000662	snap_masked-Contig005569-processed-gene-1.98-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.98&CDS=1-1281	YPR040W
663	OG0000663	snap_masked-Contig005569-processed-gene-1.99-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.99&CDS=1-3501	YPL110C
664	OG0000664	snap_masked-Contig005569-processed-gene-1.75-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.75&CDS=1-948	YPL111W
665	OG0000665	snap_masked-Contig005569-processed-gene-1.81-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.81&CDS=1-954	YJR095W
666	OG0000666	snap_masked-Contig005569-processed-gene-1.82-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.82&CDS=1-1062	YJR100C
667	OG0000667	maker-Contig005569-snap-gene-1.58-mRNA-1_1&gene=maker-Contig005569-snap-gene-1.58&CDS=1-1104	YOR288C
668	OG0000668	snap_masked-Contig005569-processed-gene-1.85-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.85&CDS=1-1449	YFR044C
669	OG0000669	snap_masked-Contig005569-processed-gene-1.88-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.88&CDS=1-1347	YER043C
670	OG0000670	snap_masked-Contig005569-processed-gene-1.109-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-1.109&CDS=1-1206	YPL123C
671	OG0000671	augustus_masked-Contig005569-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-2.0&CDS=1-420	YMR292W
672	OG0000672	snap_masked-Contig005569-processed-gene-2.77-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.77&CDS=1-2988	YGR240C
673	OG0000673	augustus_masked-Contig005569-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-2.21&CDS=1-2268	YLR015W
674	OG0000674	maker-Contig005569-snap-gene-2.74-mRNA-1_1&gene=maker-Contig005569-snap-gene-2.74&CDS=1-4665	YDR293C
675	OG0000675	snap_masked-Contig005569-processed-gene-2.96-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.96&CDS=1-1347	YMR293C
676	OG0000676	snap_masked-Contig005569-processed-gene-2.80-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.80&CDS=1-2241	YGR264C
677	OG0000677	snap_masked-Contig005569-processed-gene-2.82-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.82&CDS=1-1458	YDL103C
678	OG0000678	snap_masked-Contig005569-processed-gene-2.100-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.100&CDS=1-2385	YLR222C
679	OG0000679	augustus_masked-Contig005569-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-2.10&CDS=1-1524	YLR142W
680	OG0000680	augustus_masked-Contig005569-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-2.11&CDS=1-3288	YDR217C
681	OG0000681	snap_masked-Contig005569-processed-gene-2.103-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.103&CDS=1-2136	YKL005C
682	OG0000682	snap_masked-Contig005569-processed-gene-2.88-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.88&CDS=1-2670	YMR019W
683	OG0000683	snap_masked-Contig005569-processed-gene-2.90-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.90&CDS=1-951	YHR104W
684	OG0000684	snap_masked-Contig005569-processed-gene-2.91-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.91&CDS=1-2097	YFL027C
685	OG0000685	snap_masked-Contig005569-processed-gene-2.109-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.109&CDS=1-2073	YLR055C
686	OG0000686	snap_masked-Contig005569-processed-gene-2.110-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.110&CDS=1-453	YKL067W
687	OG0000687	snap_masked-Contig005569-processed-gene-2.92-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-2.92&CDS=1-1341	YHR005C
688	OG0000688	augustus_masked-Contig005569-processed-gene-3.3-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-3.3&CDS=1-4611	YMR290C
689	OG0000689	snap_masked-Contig005569-processed-gene-3.29-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-3.29&CDS=1-5781	YGR271W
690	OG0000690	snap_masked-Contig005569-processed-gene-3.35-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-3.35&CDS=1-696	YGR271C-A
691	OG0000691	snap_masked-Contig005569-processed-gene-3.30-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-3.30&CDS=1-1104	YGR173W
692	OG0000692	snap_masked-Contig005569-processed-gene-3.36-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-3.36&CDS=1-1773	YHR037W
693	OG0000693	genemark-Contig005569-processed-gene-3.86-mRNA-1_1&gene=genemark-Contig005569-processed-gene-3.86&CDS=1-762	YGR268C
694	OG0000694	snap_masked-Contig005569-processed-gene-3.51-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-3.51&CDS=1-2451	YGR237C
695	OG0000695	snap_masked-Contig005569-processed-gene-3.38-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-3.38&CDS=1-2289	YGR266W
696	OG0000696	snap_masked-Contig005569-processed-gene-3.39-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-3.39&CDS=1-3033	YLR014C
697	OG0000697	augustus_masked-Contig005569-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-Contig005569-processed-gene-3.8&CDS=1-2415	YKL025C
698	OG0000698	snap_masked-Contig005569-processed-gene-3.53-mRNA-1_1&gene=snap_masked-Contig005569-processed-gene-3.53&CDS=1-4977	YDR141C
