	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034606_Priceomyces_medius
413	OG0000413	YLR441C	genemark-flattened_line_18-processed-gene-3.131-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.131&CDS=1-768, genemark-flattened_line_2-processed-gene-3.121-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.121&CDS=1-768
414	OG0000414	YLR450W, YML075C	maker-flattened_line_2-augustus-gene-3.92-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-3.92&CDS=1-4938
415	OG0000415	YLR456W, YPR172W	genemark-flattened_line_12-processed-gene-2.4-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.4&CDS=1-546
416	OG0000416	YML085C, YML124C	maker-flattened_line_28-augustus-gene-1.7-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-1.7&CDS=1-2241
417	OG0000417	YML100W, YMR261C	genemark-flattened_line_30-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.12&CDS=1-3309
418	OG0000418	YML106W, YMR271C	genemark-flattened_line_10-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.111&CDS=1-657
419	OG0000419	YML109W, YMR273C	genemark-flattened_line_10-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.108&CDS=1-3996
420	OG0000420	YML116W, YMR279C	genemark-flattened_line_12-processed-gene-4.121-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.121&CDS=1-1578
421	OG0000421	YMR119W, YNL008C	augustus_masked-flattened_line_34-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.16&CDS=1-2184
422	OG0000422	YMR165C	augustus_masked-flattened_line_0-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.16&CDS=1-1677, maker-flattened_line_2-augustus-gene-7.56-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-7.56&CDS=1-4863
423	OG0000423	YMR183C, YPL232W	genemark-flattened_line_4-processed-gene-5.43-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.43&CDS=1-855
424	OG0000424	YMR194W, YPL249C-A	genemark-flattened_line_2-processed-gene-5.58-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.58&CDS=1-969
425	OG0000425	YMR230W, YOR293W	genemark-flattened_line_14-processed-gene-1.144-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.144&CDS=1-360
426	OG0000426	YMR237W, YOR299W	maker-flattened_line_20-snap-gene-2.13-mRNA-1_1&gene=maker-flattened_line_20-snap-gene-2.13&CDS=1-2604
427	OG0000427	YMR242C, YOR312C	genemark-flattened_line_14-processed-gene-3.62-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.62&CDS=1-516
428	OG0000428	YMR253C, YPL264C	genemark-flattened_line_28-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.83&CDS=1-1332
429	OG0000429	YMR297W	genemark-flattened_line_10-processed-gene-6.235-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-6.235&CDS=1-1614, genemark-flattened_line_6-processed-gene-7.40-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.40&CDS=1-1599
430	OG0000430	YMR303C, YOL086C	genemark-flattened_line_24-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.41&CDS=1-1044
431	OG0000431	YNL027W	genemark-flattened_line_12-processed-gene-2.5-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.5&CDS=1-1260, genemark-flattened_line_4-processed-gene-9.42-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.42&CDS=1-1734
432	OG0000432	YNL096C, YOR096W	genemark-flattened_line_24-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.69&CDS=1-564
433	OG0000433	YNL101W	augustus_masked-flattened_line_12-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.8&CDS=1-3729, genemark-flattened_line_4-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.24&CDS=1-1830
434	OG0000434	YNL103W	augustus_masked-flattened_line_22-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.90&CDS=1-1050, genemark-flattened_line_8-processed-gene-6.97-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-6.97&CDS=1-555
435	OG0000435	YNL104C	augustus_masked-flattened_line_0-processed-gene-4.145-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.145&CDS=1-1746, genemark-flattened_line_4-processed-gene-5.33-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.33&CDS=1-1935
436	OG0000436	YNL271C	genemark-flattened_line_6-processed-gene-6.112-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.112&CDS=1-5238, maker-flattened_line_6-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-0.4&CDS=1-4728
437	OG0000437	YNL283C, YOL105C	genemark-flattened_line_10-processed-gene-4.43-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.43&CDS=1-1095
438	OG0000438	YNL299W, YOL115W	augustus_masked-flattened_line_28-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.200&CDS=1-4041
439	OG0000439	YNL301C, YOL120C	genemark-flattened_line_8-processed-gene-8.236-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.236&CDS=1-747
440	OG0000440	YNL302C, YOL121C	maker-flattened_line_8-snap-gene-8.293-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-8.293&CDS=1-3849
441	OG0000441	YNL322C	genemark-flattened_line_0-processed-gene-9.12-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.12&CDS=1-393, snap_masked-flattened_line_0-processed-gene-4.7-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.7&CDS=1-366
442	OG0000442	YNR064C	genemark-flattened_line_8-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.113&CDS=1-927, maker-flattened_line_6-snap-gene-9.136-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-9.136&CDS=1-2247
443	OG0000443	YOL087C	genemark-flattened_line_16-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.100&CDS=1-3246, genemark-flattened_line_26-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.35&CDS=1-1359
444	OG0000444	YOR049C	genemark-flattened_line_4-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.35&CDS=1-1374, genemark-flattened_line_8-processed-gene-2.143-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.143&CDS=1-1338
445	OG0000445	YOR084W	genemark-flattened_line_12-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.123&CDS=1-1143, genemark-flattened_line_42-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.54&CDS=1-1314
446	OG0000446	YOR226C, YPL135W	genemark-flattened_line_26-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.15&CDS=1-570
447	OG0000447	YOR231W, YPL140C	genemark-flattened_line_2-processed-gene-10.249-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.249&CDS=1-1242
448	OG0000448	YOR234C, YPL143W	genemark-flattened_line_2-processed-gene-10.252-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.252&CDS=1-321
449	OG0000449	YOR237W, YPL145C	genemark-flattened_line_2-processed-gene-10.253-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.253&CDS=1-1275
450	OG0000450	YOR256C, YPL176C	genemark-flattened_line_6-processed-gene-4.36-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.36&CDS=1-2484
451	OG0000451	YOR270C	genemark-flattened_line_20-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.1&CDS=1-2802, genemark-flattened_line_22-processed-gene-2.179-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.179&CDS=1-2436
452	OG0000452	YOR348C	genemark-flattened_line_0-processed-gene-14.213-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-14.213&CDS=1-1722, genemark-flattened_line_4-processed-gene-10.276-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-10.276&CDS=1-1641
453	OG0000453	YOR374W	genemark-flattened_line_18-processed-gene-3.141-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.141&CDS=1-1500, maker-flattened_line_14-augustus-gene-2.145-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-2.145&CDS=1-1935
454	OG0000454	YOR378W	genemark-flattened_line_12-processed-gene-5.167-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-5.167&CDS=1-1575, genemark-flattened_line_42-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.49&CDS=1-1536
455	OG0000455	YOR390W, YPL279C	genemark-flattened_line_22-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.16&CDS=1-1155
456	OG0000456	YPL092W	genemark-flattened_line_78-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.1&CDS=1-1218, maker-flattened_line_38-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.0&CDS=1-3165
457	OG0000457	YPR013C, YPR015C	genemark-flattened_line_4-processed-gene-5.29-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.29&CDS=1-1326
458	OG0000458	YPR127W	genemark-flattened_line_2-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.61&CDS=1-1047, genemark-flattened_line_42-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.51&CDS=1-1047
459	OG0000459	YAL002W	augustus_masked-flattened_line_0-processed-gene-6.25-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.25&CDS=1-4707
460	OG0000460	YAL003W	genemark-flattened_line_32-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.49&CDS=1-621
461	OG0000461	YAL009W	genemark-flattened_line_2-processed-gene-10.211-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.211&CDS=1-1425
462	OG0000462	YAL010C	augustus_masked-flattened_line_2-processed-gene-9.54-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-9.54&CDS=1-2301
463	OG0000463	YAL011W	maker-flattened_line_2-snap-gene-9.147-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-9.147&CDS=1-2325
464	OG0000464	YAL012W	genemark-flattened_line_2-processed-gene-9.145-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.145&CDS=1-1206
465	OG0000465	YAL013W	genemark-flattened_line_2-processed-gene-10.213-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.213&CDS=1-1644
466	OG0000466	YAL014C	genemark-flattened_line_0-processed-gene-5.156-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.156&CDS=1-789
467	OG0000467	YAL016W	genemark-flattened_line_0-processed-gene-11.128-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.128&CDS=1-1848
468	OG0000468	YAL019W	genemark-flattened_line_2-processed-gene-10.204-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.204&CDS=1-3249
469	OG0000469	YAL020C	genemark-flattened_line_2-processed-gene-10.208-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.208&CDS=1-1056
470	OG0000470	YAL021C	genemark-flattened_line_24-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.66&CDS=1-2298
471	OG0000471	YAL022C	genemark-flattened_line_6-processed-gene-4.40-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.40&CDS=1-1395
472	OG0000472	YAL024C	genemark-flattened_line_4-processed-gene-1.104-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.104&CDS=1-4314
473	OG0000473	YAL025C	genemark-flattened_line_4-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.36&CDS=1-936
474	OG0000474	YAL026C	augustus_masked-flattened_line_10-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.2&CDS=1-5475
475	OG0000475	YAL032C	genemark-flattened_line_10-processed-gene-4.23-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.23&CDS=1-1002
476	OG0000476	YAL033W	genemark-flattened_line_4-processed-gene-2.107-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.107&CDS=1-528
477	OG0000477	YAL034W-A	augustus_masked-flattened_line_8-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.19&CDS=1-960
478	OG0000478	YAL035W	genemark-flattened_line_32-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.53&CDS=1-3045
479	OG0000479	YAL036C	genemark-flattened_line_32-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.83&CDS=1-1101
480	OG0000480	YAL038W	maker-flattened_line_2-augustus-gene-5.49-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-5.49&CDS=1-2364
481	OG0000481	YAL039C	genemark-flattened_line_0-processed-gene-11.141-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-11.141&CDS=1-813
482	OG0000482	YAL041W	genemark-flattened_line_0-processed-gene-12.72-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.72&CDS=1-2445
483	OG0000483	YAL042W	genemark-flattened_line_0-processed-gene-12.53-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-12.53&CDS=1-1200
484	OG0000484	YAL043C	genemark-flattened_line_8-processed-gene-7.130-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-7.130&CDS=1-2100
485	OG0000485	YAL044C	genemark-flattened_line_2-processed-gene-7.49-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.49&CDS=1-540
486	OG0000486	YAL044W-A	augustus_masked-flattened_line_2-processed-gene-7.122-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-7.122&CDS=1-873
487	OG0000487	YAL046C	genemark-flattened_line_18-processed-gene-3.163-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.163&CDS=1-342
488	OG0000488	YAL048C	genemark-flattened_line_18-processed-gene-3.136-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-3.136&CDS=1-2043
489	OG0000489	YAL049C	genemark-flattened_line_26-processed-gene-1.210-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.210&CDS=1-732
490	OG0000490	YAL053W	genemark-flattened_line_24-processed-gene-1.283-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.283&CDS=1-2331
491	OG0000491	YAL058W	genemark-flattened_line_24-processed-gene-1.238-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.238&CDS=1-1749
492	OG0000492	YAL067C	genemark-flattened_line_6-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.91&CDS=1-1767
493	OG0000493	YAR003W	genemark-flattened_line_0-processed-gene-6.84-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.84&CDS=1-1329
494	OG0000494	YAR007C	genemark-flattened_line_0-processed-gene-2.154-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.154&CDS=1-1857
495	OG0000495	YAR008W	genemark-flattened_line_2-processed-gene-9.129-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-9.129&CDS=1-783
496	OG0000496	YAR014C	snap_masked-flattened_line_10-processed-gene-4.123-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-4.123&CDS=1-1656
497	OG0000497	YAR015W	genemark-flattened_line_6-processed-gene-9.181-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-9.181&CDS=1-930
498	OG0000498	YAR018C	genemark-flattened_line_6-processed-gene-9.210-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-9.210&CDS=1-1614
499	OG0000499	YAR042W	genemark-flattened_line_4-processed-gene-9.14-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.14&CDS=1-3567
500	OG0000500	YBL001C	genemark-flattened_line_8-processed-gene-8.202-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-8.202&CDS=1-336
501	OG0000501	YBL004W	genemark-flattened_line_0-processed-gene-8.23-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.23&CDS=1-7509
502	OG0000502	YBL007C	genemark-flattened_line_14-processed-gene-4.204-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-4.204&CDS=1-3603
503	OG0000503	YBL013W	genemark-flattened_line_12-processed-gene-3.115-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.115&CDS=1-1065
504	OG0000504	YBL014C	snap_masked-flattened_line_12-processed-gene-3.24-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.24&CDS=1-2709
505	OG0000505	YBL015W	maker-flattened_line_0-augustus-gene-8.3-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-8.3&CDS=1-3078
506	OG0000506	YBL019W	genemark-flattened_line_16-processed-gene-1.36-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.36&CDS=1-1617
507	OG0000507	YBL020W	genemark-flattened_line_8-processed-gene-5.100-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.100&CDS=1-1719
508	OG0000508	YBL021C	genemark-flattened_line_8-processed-gene-5.78-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.78&CDS=1-858
509	OG0000509	YBL022C	augustus_masked-flattened_line_8-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-5.129&CDS=1-3258
510	OG0000510	YBL023C	genemark-flattened_line_0-processed-gene-9.18-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-9.18&CDS=1-2598
511	OG0000511	YBL024W	genemark-flattened_line_8-processed-gene-5.79-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.79&CDS=1-2031
512	OG0000512	YBL025W	genemark-flattened_line_8-processed-gene-5.101-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.101&CDS=1-573
513	OG0000513	YBL026W	genemark-flattened_line_8-processed-gene-5.77-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-5.77&CDS=1-288
514	OG0000514	YBL028C	augustus_masked-flattened_line_16-processed-gene-2.122-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.122&CDS=1-285
515	OG0000515	YBL029W	genemark-flattened_line_16-processed-gene-0.131-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.131&CDS=1-1272
516	OG0000516	YBL032W	genemark-flattened_line_6-processed-gene-3.3-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.3&CDS=1-963
517	OG0000517	YBL033C	maker-flattened_line_0-snap-gene-5.112-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-5.112&CDS=1-924
518	OG0000518	YBL034C	genemark-flattened_line_2-processed-gene-2.60-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.60&CDS=1-4335
519	OG0000519	YBL036C	genemark-flattened_line_2-processed-gene-2.83-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.83&CDS=1-744
520	OG0000520	YBL037W	genemark-flattened_line_2-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.125&CDS=1-3003
521	OG0000521	YBL038W	genemark-flattened_line_0-processed-gene-13.158-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-13.158&CDS=1-675
522	OG0000522	YBL039C	genemark-flattened_line_4-processed-gene-1.125-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.125&CDS=1-1719
523	OG0000523	YBL040C	genemark-flattened_line_26-processed-gene-1.264-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.264&CDS=1-636
524	OG0000524	YBL041W	genemark-flattened_line_26-processed-gene-1.218-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.218&CDS=1-726
525	OG0000525	YBL045C	genemark-flattened_line_4-processed-gene-3.58-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.58&CDS=1-1335
526	OG0000526	YBL047C	genemark-flattened_line_10-processed-gene-5.146-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.146&CDS=1-3978
527	OG0000527	YBL049W	genemark-flattened_line_30-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.105&CDS=1-669
528	OG0000528	YBL050W	genemark-flattened_line_10-processed-gene-4.3-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.3&CDS=1-879
529	OG0000529	YBL051C	genemark-flattened_line_0-processed-gene-3.59-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.59&CDS=1-1962
530	OG0000530	YBL054W	genemark-flattened_line_0-processed-gene-3.30-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.30&CDS=1-1689
531	OG0000531	YBL055C	genemark-flattened_line_0-processed-gene-3.31-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.31&CDS=1-1179
532	OG0000532	YBL057C	augustus_masked-flattened_line_0-processed-gene-3.103-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.103&CDS=1-1161
533	OG0000533	YBL058W	genemark-flattened_line_0-processed-gene-3.51-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.51&CDS=1-1077
534	OG0000534	YBL059C-A	genemark-flattened_line_6-processed-gene-7.42-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.42&CDS=1-309
535	OG0000535	YBL060W	genemark-flattened_line_6-processed-gene-7.23-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.23&CDS=1-2967
536	OG0000536	YBL061C	genemark-flattened_line_4-processed-gene-9.23-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-9.23&CDS=1-1902
537	OG0000537	YBL064C	genemark-flattened_line_2-processed-gene-10.228-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.228&CDS=1-774
538	OG0000538	YBL066C	genemark-flattened_line_2-processed-gene-10.227-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-10.227&CDS=1-2496
539	OG0000539	YBL071W-A	snap_masked-flattened_line_2-processed-gene-9.33-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-9.33&CDS=1-213
