	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026124_Ogataea_henricii
467	OG0000467	YBL022C	genemark-flattened_line_42-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.43&CDS=1-3378
468	OG0000468	YBL023C	genemark-flattened_line_24-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.94&CDS=1-2646
469	OG0000469	YBL024W	genemark-flattened_line_10-processed-gene-3.146-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.146&CDS=1-2658
470	OG0000470	YBL028C	genemark-flattened_line_20-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.1&CDS=1-330
471	OG0000471	YBL029W	genemark-flattened_line_44-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.26&CDS=1-1305
472	OG0000472	YBL032W	maker-flattened_line_8-snap-gene-3.164-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-3.164&CDS=1-2445
473	OG0000473	YBL033C	genemark-flattened_line_28-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.98&CDS=1-987
474	OG0000474	YBL034C	augustus_masked-flattened_line_2-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.61&CDS=1-4371
475	OG0000475	YBL035C	genemark-flattened_line_10-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.58&CDS=1-1866
476	OG0000476	YBL036C	genemark-flattened_line_10-processed-gene-1.54-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.54&CDS=1-720
477	OG0000477	YBL037W	genemark-flattened_line_10-processed-gene-1.53-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.53&CDS=1-2979
478	OG0000478	YBL038W	genemark-flattened_line_88-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.59&CDS=1-672
479	OG0000479	YBL039C	genemark-flattened_line_14-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.16&CDS=1-1725
480	OG0000480	YBL040C	genemark-flattened_line_14-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.34&CDS=1-633
481	OG0000481	YBL041W	genemark-flattened_line_14-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.12&CDS=1-729
482	OG0000482	YBL045C	genemark-flattened_line_28-processed-gene-1.123-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.123&CDS=1-1332
483	OG0000483	YBL047C	snap_masked-flattened_line_0-processed-gene-1.114-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.114&CDS=1-4227
484	OG0000484	YBL049W	genemark-flattened_line_40-processed-gene-1.85-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.85&CDS=1-645
485	OG0000485	YBL050W	genemark-flattened_line_68-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.69&CDS=1-894
486	OG0000486	YBL051C	genemark-flattened_line_26-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.21&CDS=1-2289
487	OG0000487	YBL055C	maker-flattened_line_84-snap-gene-0.83-mRNA-1_1&gene=maker-flattened_line_84-snap-gene-0.83&CDS=1-2286
488	OG0000488	YBL057C	genemark-flattened_line_84-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.31&CDS=1-663
489	OG0000489	YBL059C-A	genemark-flattened_line_12-processed-gene-3.129-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.129&CDS=1-318
490	OG0000490	YBL061C	genemark-flattened_line_102-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.15&CDS=1-1794
491	OG0000491	YBL064C	genemark-flattened_line_12-processed-gene-3.93-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.93&CDS=1-747
492	OG0000492	YBL066C	genemark-flattened_line_12-processed-gene-3.94-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.94&CDS=1-2934
493	OG0000493	YBL071W-A	augustus_masked-flattened_line_102-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.22&CDS=1-228
494	OG0000494	YBL076C	maker-flattened_line_48-augustus-gene-0.15-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.15&CDS=1-4428
495	OG0000495	YBL078C	genemark-flattened_line_56-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.52&CDS=1-372
496	OG0000496	YBL079W	genemark-flattened_line_56-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.18&CDS=1-4353
497	OG0000497	YBL080C	genemark-flattened_line_56-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.15&CDS=1-1455
498	OG0000498	YBL082C	maker-flattened_line_48-augustus-gene-0.11-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.11&CDS=1-3855
499	OG0000499	YBL086C	maker-flattened_line_40-snap-gene-0.47-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.47&CDS=1-915
500	OG0000500	YBL088C	snap_masked-flattened_line_44-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-1.30&CDS=1-8871
501	OG0000501	YBL090W	genemark-flattened_line_82-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.115&CDS=1-486
502	OG0000502	YBL091C	genemark-flattened_line_82-processed-gene-0.128-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.128&CDS=1-1269
503	OG0000503	YBL092W	genemark-flattened_line_44-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.41&CDS=1-393
504	OG0000504	YBL093C	genemark-flattened_line_44-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.23&CDS=1-549
505	OG0000505	YBL095W	genemark-flattened_line_8-processed-gene-2.91-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.91&CDS=1-702
506	OG0000506	YBL097W	genemark-flattened_line_6-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.65&CDS=1-2067
507	OG0000507	YBL098W	genemark-flattened_line_6-processed-gene-1.43-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.43&CDS=1-1347
508	OG0000508	YBL099W	genemark-flattened_line_4-processed-gene-4.12-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.12&CDS=1-1644
509	OG0000509	YBL102W	genemark-flattened_line_4-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.16&CDS=1-654
510	OG0000510	YBL103C	genemark-flattened_line_4-processed-gene-2.15-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.15&CDS=1-1428
511	OG0000511	YBL104C	maker-flattened_line_12-snap-gene-2.12-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.12&CDS=1-5301
512	OG0000512	YBR002C	genemark-flattened_line_28-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.74&CDS=1-816
513	OG0000513	YBR003W	genemark-flattened_line_28-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.51&CDS=1-1473
514	OG0000514	YBR004C	genemark-flattened_line_4-processed-gene-3.37-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.37&CDS=1-1176
515	OG0000515	YBR007C	snap_masked-flattened_line_18-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.93&CDS=1-1707
516	OG0000516	YBR011C	augustus_masked-flattened_line_10-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.7&CDS=1-852
517	OG0000517	YBR017C	genemark-flattened_line_80-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.24&CDS=1-2811
518	OG0000518	YBR022W	genemark-flattened_line_34-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.103&CDS=1-546
519	OG0000519	YBR023C	genemark-flattened_line_24-processed-gene-0.113-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.113&CDS=1-3684
520	OG0000520	YBR025C	genemark-flattened_line_8-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.68&CDS=1-1185
521	OG0000521	YBR026C	maker-flattened_line_36-snap-gene-1.158-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-1.158&CDS=1-1533
522	OG0000522	YBR029C	genemark-flattened_line_58-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.78&CDS=1-1332
523	OG0000523	YBR030W	genemark-flattened_line_126-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_126-processed-gene-0.17&CDS=1-1608
524	OG0000524	YBR034C	genemark-flattened_line_12-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.18&CDS=1-1020
525	OG0000525	YBR035C	genemark-flattened_line_24-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.122&CDS=1-714
526	OG0000526	YBR038W	genemark-flattened_line_104-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_104-processed-gene-0.34&CDS=1-2970
527	OG0000527	YBR039W	augustus_masked-flattened_line_48-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.49&CDS=1-867
528	OG0000528	YBR040W	augustus_masked-flattened_line_6-processed-gene-4.38-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.38&CDS=1-852
529	OG0000529	YBR041W	genemark-flattened_line_6-processed-gene-3.29-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.29&CDS=1-2001
530	OG0000530	YBR043C	genemark-flattened_line_6-processed-gene-4.68-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.68&CDS=1-1995
531	OG0000531	YBR045C	genemark-flattened_line_48-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.160&CDS=1-2145
532	OG0000532	YBR047W	genemark-flattened_line_36-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.72&CDS=1-573
533	OG0000533	YBR053C	genemark-flattened_line_118-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.14&CDS=1-963
534	OG0000534	YBR056W	genemark-flattened_line_16-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.79&CDS=1-1494
535	OG0000535	YBR057C	maker-flattened_line_70-augustus-gene-0.89-mRNA-1_1&gene=maker-flattened_line_70-augustus-gene-0.89&CDS=1-1548
536	OG0000536	YBR058C	genemark-flattened_line_70-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.29&CDS=1-2376
537	OG0000537	YBR060C	genemark-flattened_line_32-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.98&CDS=1-1716
538	OG0000538	YBR061C	genemark-flattened_line_2-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.8&CDS=1-906
539	OG0000539	YBR062C	genemark-flattened_line_2-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.7&CDS=1-570
540	OG0000540	YBR065C	genemark-flattened_line_34-processed-gene-0.120-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.120&CDS=1-1077
541	OG0000541	YBR070C	augustus_masked-flattened_line_34-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.59&CDS=1-468
542	OG0000542	YBR073W	snap_masked-flattened_line_16-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.98&CDS=1-2448
543	OG0000543	YBR074W	genemark-flattened_line_24-processed-gene-1.114-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.114&CDS=1-2952
544	OG0000544	YBR079C	genemark-flattened_line_4-processed-gene-4.5-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.5&CDS=1-2904
545	OG0000545	YBR080C	genemark-flattened_line_10-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.10&CDS=1-2250
546	OG0000546	YBR081C	genemark-flattened_line_48-processed-gene-0.104-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.104&CDS=1-3681
547	OG0000547	YBR082C	genemark-flattened_line_2-processed-gene-3.108-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.108&CDS=1-441
548	OG0000548	YBR083W	genemark-flattened_line_20-processed-gene-1.23-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.23&CDS=1-2262
549	OG0000549	YBR084W	genemark-flattened_line_74-processed-gene-0.124-mRNA-1_1&gene=genemark-flattened_line_74-processed-gene-0.124&CDS=1-2892
550	OG0000550	YBR085W	genemark-flattened_line_4-processed-gene-3.54-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.54&CDS=1-906
551	OG0000551	YBR086C	genemark-flattened_line_10-processed-gene-1.73-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.73&CDS=1-2124
552	OG0000552	YBR087W	genemark-flattened_line_88-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.43&CDS=1-1149
553	OG0000553	YBR088C	genemark-flattened_line_48-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_48-processed-gene-0.135&CDS=1-777
554	OG0000554	YBR091C	genemark-flattened_line_24-processed-gene-1.106-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.106&CDS=1-318
555	OG0000555	YBR094W	augustus_masked-flattened_line_34-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.73&CDS=1-2103
556	OG0000556	YBR095C	maker-flattened_line_34-augustus-gene-0.39-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-0.39&CDS=1-3006
557	OG0000557	YBR097W	genemark-flattened_line_112-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.14&CDS=1-5805
558	OG0000558	YBR101C	genemark-flattened_line_60-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.57&CDS=1-903
559	OG0000559	YBR102C	augustus_masked-flattened_line_2-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.92&CDS=1-2535
560	OG0000560	YBR103W	genemark-flattened_line_6-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.80&CDS=1-1572
561	OG0000561	YBR105C	genemark-flattened_line_112-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.15&CDS=1-891
562	OG0000562	YBR106W	genemark-flattened_line_50-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.49&CDS=1-573
563	OG0000563	YBR110W	snap_masked-flattened_line_16-processed-gene-2.61-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-2.61&CDS=1-1428
564	OG0000564	YBR111C	snap_masked-flattened_line_24-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.7&CDS=1-627
565	OG0000565	YBR111W-A	genemark-flattened_line_24-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.110&CDS=1-309
566	OG0000566	YBR112C	augustus_masked-flattened_line_24-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.49&CDS=1-2577
567	OG0000567	YBR114W	genemark-flattened_line_16-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.21&CDS=1-2544
568	OG0000568	YBR115C	genemark-flattened_line_16-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.40&CDS=1-4167
569	OG0000569	YBR120C	genemark-flattened_line_84-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.26&CDS=1-486
570	OG0000570	YBR121C	genemark-flattened_line_10-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.117&CDS=1-2064
571	OG0000571	YBR122C	genemark-flattened_line_28-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.146&CDS=1-558
572	OG0000572	YBR123C	genemark-flattened_line_44-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.10&CDS=1-1710
573	OG0000573	YBR125C	genemark-flattened_line_62-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.91&CDS=1-1068
574	OG0000574	YBR126C	genemark-flattened_line_62-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.92&CDS=1-1434
575	OG0000575	YBR127C	augustus_masked-flattened_line_8-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.137&CDS=1-1506
576	OG0000576	YBR132C	genemark-flattened_line_16-processed-gene-1.50-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.50&CDS=1-1788
577	OG0000577	YBR133C	genemark-flattened_line_6-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.83&CDS=1-2376
578	OG0000578	YBR135W	genemark-flattened_line_6-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.100&CDS=1-306
579	OG0000579	YBR136W	augustus_masked-flattened_line_6-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.63&CDS=1-7278
580	OG0000580	YBR138C	augustus_masked-flattened_line_2-processed-gene-5.89-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.89&CDS=1-987
581	OG0000581	YBR141C	genemark-flattened_line_2-processed-gene-1.1-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.1&CDS=1-1029
582	OG0000582	YBR142W	genemark-flattened_line_2-processed-gene-1.4-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.4&CDS=1-2226
583	OG0000583	YBR143C	genemark-flattened_line_2-processed-gene-1.0-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.0&CDS=1-1299
584	OG0000584	YBR146W	snap_masked-flattened_line_66-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.125&CDS=1-930
585	OG0000585	YBR151W	genemark-flattened_line_10-processed-gene-3.123-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.123&CDS=1-2658
586	OG0000586	YBR153W	genemark-flattened_line_66-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.19&CDS=1-858
587	OG0000587	YBR154C	maker-flattened_line_66-augustus-gene-0.148-mRNA-1_1&gene=maker-flattened_line_66-augustus-gene-0.148&CDS=1-3489
588	OG0000588	YBR155W	genemark-flattened_line_46-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.117&CDS=1-1182
589	OG0000589	YBR156C	genemark-flattened_line_82-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.105&CDS=1-2580
590	OG0000590	YBR158W	genemark-flattened_line_58-processed-gene-0.126-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.126&CDS=1-1770
591	OG0000591	YBR160W	maker-flattened_line_8-snap-gene-4.1-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-4.1&CDS=1-1980
592	OG0000592	YBR161W	genemark-flattened_line_6-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.55&CDS=1-1080
593	OG0000593	YBR162C	genemark-flattened_line_36-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.30&CDS=1-1455
594	OG0000594	YBR162W-A	augustus_masked-flattened_line_28-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.36&CDS=1-1365
595	OG0000595	YBR163W	snap_masked-flattened_line_42-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.132&CDS=1-1887
596	OG0000596	YBR164C	genemark-flattened_line_120-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.24&CDS=1-549
597	OG0000597	YBR166C	genemark-flattened_line_120-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_120-processed-gene-0.23&CDS=1-1314
598	OG0000598	YBR167C	genemark-flattened_line_8-processed-gene-3.59-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.59&CDS=1-483
599	OG0000599	YBR171W	genemark-flattened_line_26-processed-gene-1.191-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.191&CDS=1-591
600	OG0000600	YBR173C	genemark-flattened_line_26-processed-gene-1.141-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.141&CDS=1-444
601	OG0000601	YBR176W	maker-flattened_line_0-augustus-gene-5.65-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.65&CDS=1-1359
602	OG0000602	YBR179C	genemark-flattened_line_0-processed-gene-6.102-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.102&CDS=1-2613
603	OG0000603	YBR182C	genemark-flattened_line_12-processed-gene-0.83-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.83&CDS=1-1878
604	OG0000604	YBR185C	genemark-flattened_line_12-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.76&CDS=1-855
605	OG0000605	YBR187W	genemark-flattened_line_2-processed-gene-2.18-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.18&CDS=1-960
606	OG0000606	YBR192W	augustus_masked-flattened_line_82-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.57&CDS=1-1604
607	OG0000607	YBR193C	genemark-flattened_line_82-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_82-processed-gene-0.117&CDS=1-627
608	OG0000608	YBR195C	genemark-flattened_line_0-processed-gene-6.112-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.112&CDS=1-1320
609	OG0000609	YBR196C	genemark-flattened_line_6-processed-gene-2.44-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.44&CDS=1-1638
