	OrthologID	Kuraishia_capsulata	Saccharomyces_cerevisiae
907	OG0000907	genemark-HG793125-processed-gene-16.108-mRNA-1_1&gene=genemark-HG793125-processed-gene-16.108&CDS=1-858	YML110C
908	OG0000908	maker-HG793125-snap-gene-16.151-mRNA-1_1&gene=maker-HG793125-snap-gene-16.151&CDS=1-2151	YBR112C
909	OG0000909	genemark-HG793125-processed-gene-16.133-mRNA-1_1&gene=genemark-HG793125-processed-gene-16.133&CDS=1-282	YBR111W-A
910	OG0000910	augustus_masked-HG793125-processed-gene-16.16-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-16.16&CDS=1-546	YBR111C
911	OG0000911	genemark-HG793125-processed-gene-16.134-mRNA-1_1&gene=genemark-HG793125-processed-gene-16.134&CDS=1-1515	YAL038W
912	OG0000912	genemark-HG793125-processed-gene-16.113-mRNA-1_1&gene=genemark-HG793125-processed-gene-16.113&CDS=1-1767	YMR278W
913	OG0000913	genemark-HG793125-processed-gene-16.114-mRNA-1_1&gene=genemark-HG793125-processed-gene-16.114&CDS=1-1401	YML115C
914	OG0000914	genemark-HG793125-processed-gene-16.137-mRNA-1_1&gene=genemark-HG793125-processed-gene-16.137&CDS=1-2232	YMR277W
915	OG0000915	augustus_masked-HG793125-processed-gene-16.41-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-16.41&CDS=1-2139	YML114C
916	OG0000916	genemark-HG793125-processed-gene-16.115-mRNA-1_1&gene=genemark-HG793125-processed-gene-16.115&CDS=1-1779	YGR103W
917	OG0000917	genemark-HG793125-processed-gene-16.118-mRNA-1_1&gene=genemark-HG793125-processed-gene-16.118&CDS=1-2286	YLR397C
918	OG0000918	maker-HG793125-augustus-gene-16.143-mRNA-1_1&gene=maker-HG793125-augustus-gene-16.143&CDS=1-2376	YJL012C
919	OG0000919	augustus_masked-HG793125-processed-gene-16.24-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-16.24&CDS=1-2703	YGR188C
920	OG0000920	genemark-HG793125-processed-gene-16.124-mRNA-1_1&gene=genemark-HG793125-processed-gene-16.124&CDS=1-687	YDR410C
921	OG0000921	genemark-HG793125-processed-gene-17.49-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.49&CDS=1-1974	YBR204C
922	OG0000922	snap_masked-HG793125-processed-gene-17.8-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-17.8&CDS=1-1584	YER014W
923	OG0000923	genemark-HG793125-processed-gene-17.77-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.77&CDS=1-1896	YPL119C
924	OG0000924	genemark-HG793125-processed-gene-17.78-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.78&CDS=1-1167	YOR063W
925	OG0000925	maker-HG793125-augustus-gene-17.94-mRNA-1_1&gene=maker-HG793125-augustus-gene-17.94&CDS=1-1767	YOR303W
926	OG0000926	genemark-HG793125-processed-gene-17.79-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.79&CDS=1-567	YJL024C
927	OG0000927	genemark-HG793125-processed-gene-17.57-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.57&CDS=1-1446	YDR330W
928	OG0000928	genemark-HG793125-processed-gene-17.58-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.58&CDS=1-3357	YLR240W
929	OG0000929	genemark-HG793125-processed-gene-17.80-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.80&CDS=1-1965	YDR332W
930	OG0000930	genemark-HG793125-processed-gene-17.59-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.59&CDS=1-10035	YDR457W
931	OG0000931	snap_masked-HG793125-processed-gene-17.17-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-17.17&CDS=1-1326	YDR473C
932	OG0000932	snap_masked-HG793125-processed-gene-17.37-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-17.37&CDS=1-315	YOR020C
933	OG0000933	genemark-HG793125-processed-gene-17.62-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.62&CDS=1-831	YHR012W
934	OG0000934	genemark-HG793125-processed-gene-17.82-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.82&CDS=1-636	YHR013C
935	OG0000935	genemark-HG793125-processed-gene-17.63-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.63&CDS=1-735	YDR472W
936	OG0000936	genemark-HG793125-processed-gene-17.64-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.64&CDS=1-1704	YOR023C
937	OG0000937	genemark-HG793125-processed-gene-17.83-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.83&CDS=1-2067	YDR419W
938	OG0000938	genemark-HG793125-processed-gene-17.66-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.66&CDS=1-1305	YDR414C
939	OG0000939	genemark-HG793125-processed-gene-17.84-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.84&CDS=1-528	YLR370C
940	OG0000940	genemark-HG793125-processed-gene-17.85-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.85&CDS=1-975	YLR372W
941	OG0000941	genemark-HG793125-processed-gene-17.70-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.70&CDS=1-630	YBR096W
942	OG0000942	genemark-HG793125-processed-gene-17.86-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.86&CDS=1-2307	YOR353C
943	OG0000943	genemark-HG793125-processed-gene-17.72-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.72&CDS=1-4668	YDR334W
944	OG0000944	maker-HG793125-snap-gene-17.1-mRNA-1_1&gene=maker-HG793125-snap-gene-17.1&CDS=1-360	YHR087W
945	OG0000945	genemark-HG793125-processed-gene-17.74-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.74&CDS=1-783	YHR038W
946	OG0000946	genemark-HG793125-processed-gene-17.89-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.89&CDS=1-1833	YHR039C
947	OG0000947	genemark-HG793125-processed-gene-17.90-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.90&CDS=1-333	YHR039C-A
948	OG0000948	snap_masked-HG793125-processed-gene-17.31-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-17.31&CDS=1-930	YHR040W
949	OG0000949	genemark-HG793125-processed-gene-17.91-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.91&CDS=1-1923	YDR333C
950	OG0000950	genemark-HG793125-processed-gene-17.76-mRNA-1_1&gene=genemark-HG793125-processed-gene-17.76&CDS=1-1869	YNL039W
951	OG0000951	genemark-HG793125-processed-gene-18.113-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.113&CDS=1-1248	YNL016W
952	OG0000952	genemark-HG793125-processed-gene-18.114-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.114&CDS=1-2013	YDL122W
953	OG0000953	genemark-HG793125-processed-gene-18.117-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.117&CDS=1-525	YNL044W
954	OG0000954	genemark-HG793125-processed-gene-18.123-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.123&CDS=1-1239	YDR393W
955	OG0000955	genemark-HG793125-processed-gene-18.124-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.124&CDS=1-1245	YDR394W
956	OG0000956	genemark-HG793125-processed-gene-18.125-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.125&CDS=1-2967	YIL047C
957	OG0000957	augustus_masked-HG793125-processed-gene-18.35-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-18.35&CDS=1-4263	YIL048W
958	OG0000958	genemark-HG793125-processed-gene-18.129-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.129&CDS=1-360	YER056C-A
959	OG0000959	genemark-HG793125-processed-gene-18.130-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.130&CDS=1-549	YGR133W
960	OG0000960	genemark-HG793125-processed-gene-18.154-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.154&CDS=1-729	YKR043C
961	OG0000961	genemark-HG793125-processed-gene-18.132-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.132&CDS=1-1089	YLR216C
962	OG0000962	genemark-HG793125-processed-gene-18.133-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.133&CDS=1-5109	YDL140C
963	OG0000963	genemark-HG793125-processed-gene-18.155-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.155&CDS=1-2010	YDL141W
964	OG0000964	genemark-HG793125-processed-gene-18.134-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.134&CDS=1-798	YDL142C
965	OG0000965	genemark-HG793125-processed-gene-18.156-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.156&CDS=1-1584	YDL143W
966	OG0000966	genemark-HG793125-processed-gene-18.135-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.135&CDS=1-1077	YLR215C
967	OG0000967	genemark-HG793125-processed-gene-18.158-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.158&CDS=1-1662	YDL153C
968	OG0000968	augustus_masked-HG793125-processed-gene-18.22-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-18.22&CDS=1-1242	YDL150W
969	OG0000969	genemark-HG793125-processed-gene-18.159-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.159&CDS=1-1176	YPR025C
970	OG0000970	augustus_masked-HG793125-processed-gene-18.23-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-18.23&CDS=1-408	YIL027C
971	OG0000971	genemark-HG793125-processed-gene-18.161-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.161&CDS=1-1272	YIL023C
972	OG0000972	genemark-HG793125-processed-gene-18.162-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.162&CDS=1-1884	YFR037C
973	OG0000973	genemark-HG793125-processed-gene-18.138-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.138&CDS=1-2289	YFR038W
974	OG0000974	genemark-HG793125-processed-gene-18.139-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.139&CDS=1-1302	YIL033C
975	OG0000975	genemark-HG793125-processed-gene-18.163-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.163&CDS=1-417	YER044C
976	OG0000976	genemark-HG793125-processed-gene-18.140-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.140&CDS=1-837	YIL034C
977	OG0000977	genemark-HG793125-processed-gene-18.141-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.141&CDS=1-1029	YIL035C
978	OG0000978	genemark-HG793125-processed-gene-18.142-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.142&CDS=1-1251	YJR080C
979	OG0000979	augustus_masked-HG793125-processed-gene-18.30-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-18.30&CDS=1-2019	YDR362C
980	OG0000980	augustus_masked-HG793125-processed-gene-18.50-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-18.50&CDS=1-1308	YHR111W
981	OG0000981	genemark-HG793125-processed-gene-18.167-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.167&CDS=1-633	YHR110W
982	OG0000982	genemark-HG793125-processed-gene-18.145-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.145&CDS=1-978	YKL018W
983	OG0000983	snap_masked-HG793125-processed-gene-18.109-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-18.109&CDS=1-2088	YKL017C
984	OG0000984	genemark-HG793125-processed-gene-18.169-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.169&CDS=1-513	YKL016C
985	OG0000985	genemark-HG793125-processed-gene-18.146-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.146&CDS=1-369	YCR063W
986	OG0000986	genemark-HG793125-processed-gene-18.170-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.170&CDS=1-1119	YCR065W
987	OG0000987	augustus_masked-HG793125-processed-gene-18.33-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-18.33&CDS=1-2160	YKL015W
988	OG0000988	genemark-HG793125-processed-gene-18.171-mRNA-1_1&gene=genemark-HG793125-processed-gene-18.171&CDS=1-1704	YEL020C
989	OG0000989	genemark-HG793125-processed-gene-19.3-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.3&CDS=1-1449	YCR024C
990	OG0000990	genemark-HG793125-processed-gene-19.5-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.5&CDS=1-1281	YLR191W
991	OG0000991	genemark-HG793125-processed-gene-19.7-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.7&CDS=1-1017	YDL144C
992	OG0000992	genemark-HG793125-processed-gene-19.1-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.1&CDS=1-1458	YNL026W
993	OG0000993	augustus_masked-HG793125-processed-gene-19.84-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-19.84&CDS=1-1032	YIL083C
994	OG0000994	genemark-HG793125-processed-gene-19.10-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.10&CDS=1-876	YOR340C
995	OG0000995	snap_masked-HG793125-processed-gene-19.139-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-19.139&CDS=1-858	YAL034W-A
996	OG0000996	genemark-HG793125-processed-gene-19.13-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.13&CDS=1-1113	YPR133C
997	OG0000997	augustus_masked-HG793125-processed-gene-19.90-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-19.90&CDS=1-2175	YPR128C
998	OG0000998	genemark-HG793125-processed-gene-19.39-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.39&CDS=1-561	YPR131C
999	OG0000999	genemark-HG793125-processed-gene-19.40-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.40&CDS=1-852	YPR129W
1000	OG0001000	genemark-HG793125-processed-gene-19.41-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.41&CDS=1-945	YIL021W
1001	OG0001001	genemark-HG793125-processed-gene-19.42-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.42&CDS=1-801	YIL020C
1002	OG0001002	genemark-HG793125-processed-gene-19.17-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.17&CDS=1-717	YIL019W
1003	OG0001003	genemark-HG793125-processed-gene-19.43-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.43&CDS=1-2487	YPR135W
1004	OG0001004	genemark-HG793125-processed-gene-19.18-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.18&CDS=1-1626	YPR137W
1005	OG0001005	genemark-HG793125-processed-gene-19.19-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.19&CDS=1-861	YJR050W
1006	OG0001006	genemark-HG793125-processed-gene-19.46-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.46&CDS=1-1704	YMR145C
1007	OG0001007	genemark-HG793125-processed-gene-19.48-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.48&CDS=1-1563	YBR286W
1008	OG0001008	genemark-HG793125-processed-gene-19.23-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.23&CDS=1-1059	YNR021W
1009	OG0001009	genemark-HG793125-processed-gene-19.51-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.51&CDS=1-1236	YEL056W
1010	OG0001010	genemark-HG793125-processed-gene-19.52-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.52&CDS=1-966	YKL011C
1011	OG0001011	genemark-HG793125-processed-gene-19.24-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.24&CDS=1-1449	YOR046C
1012	OG0001012	genemark-HG793125-processed-gene-19.25-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.25&CDS=1-168	YDR276C
1013	OG0001013	genemark-HG793125-processed-gene-19.26-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.26&CDS=1-558	YOR052C
1014	OG0001014	maker-HG793125-snap-gene-19.71-mRNA-1_1&gene=maker-HG793125-snap-gene-19.71&CDS=1-1107	YKR070W
1015	OG0001015	genemark-HG793125-processed-gene-19.55-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.55&CDS=1-1572	YKR069W
1016	OG0001016	augustus_masked-HG793125-processed-gene-19.103-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-19.103&CDS=1-1728	YKR068C
1017	OG0001017	genemark-HG793125-processed-gene-19.58-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.58&CDS=1-1038	YOR042W
1018	OG0001018	genemark-HG793125-processed-gene-19.33-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.33&CDS=1-1683	YER087W
1019	OG0001019	genemark-HG793125-processed-gene-19.34-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.34&CDS=1-1791	YBL051C
1020	OG0001020	snap_masked-HG793125-processed-gene-19.162-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-19.162&CDS=1-3300	YIL026C
1021	OG0001021	genemark-HG793125-processed-gene-19.60-mRNA-1_1&gene=genemark-HG793125-processed-gene-19.60&CDS=1-1638	YBL099W
1022	OG0001022	maker-HG793125-snap-gene-20.165-mRNA-1_1&gene=maker-HG793125-snap-gene-20.165&CDS=1-4797	YDL145C
1023	OG0001023	genemark-HG793125-processed-gene-20.115-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.115&CDS=1-1638	YER051W
1024	OG0001024	genemark-HG793125-processed-gene-20.116-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.116&CDS=1-2619	YBL023C
1025	OG0001025	genemark-HG793125-processed-gene-20.114-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.114&CDS=1-3630	YBR023C
1026	OG0001026	augustus_masked-HG793125-processed-gene-20.5-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-20.5&CDS=1-1152	YNL292W
1027	OG0001027	genemark-HG793125-processed-gene-20.141-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.141&CDS=1-1515	YNL291C
1028	OG0001028	genemark-HG793125-processed-gene-20.118-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.118&CDS=1-996	YNL290W
1029	OG0001029	genemark-HG793125-processed-gene-20.142-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.142&CDS=1-432	YBR255C-A
1030	OG0001030	genemark-HG793125-processed-gene-20.143-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.143&CDS=1-1029	YIR011C
1031	OG0001031	genemark-HG793125-processed-gene-20.144-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.144&CDS=1-1677	YDL025C
1032	OG0001032	snap_masked-HG793125-processed-gene-20.58-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-20.58&CDS=1-1056	YDR318W
1033	OG0001033	genemark-HG793125-processed-gene-20.122-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.122&CDS=1-888	YDR337W
1034	OG0001034	genemark-HG793125-processed-gene-20.149-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.149&CDS=1-864	YER016W
1035	OG0001035	genemark-HG793125-processed-gene-20.124-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.124&CDS=1-1503	YGR123C
1036	OG0001036	genemark-HG793125-processed-gene-20.152-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.152&CDS=1-6531	YCR032W
1037	OG0001037	genemark-HG793125-processed-gene-20.127-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.127&CDS=1-3675	YJL197W
1038	OG0001038	genemark-HG793125-processed-gene-20.128-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.128&CDS=1-1110	YCR035C
1039	OG0001039	genemark-HG793125-processed-gene-20.153-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.153&CDS=1-1005	YCR034W
1040	OG0001040	genemark-HG793125-processed-gene-20.154-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.154&CDS=1-762	YKR055W
1041	OG0001041	genemark-HG793125-processed-gene-20.129-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.129&CDS=1-2853	YNL313C
1042	OG0001042	maker-HG793125-snap-gene-20.167-mRNA-1_1&gene=maker-HG793125-snap-gene-20.167&CDS=1-516	YNL310C
1043	OG0001043	genemark-HG793125-processed-gene-20.156-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.156&CDS=1-762	YOL135C
1044	OG0001044	genemark-HG793125-processed-gene-20.131-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.131&CDS=1-339	YOL133W
1045	OG0001045	genemark-HG793125-processed-gene-20.157-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.157&CDS=1-885	YNL316C
1046	OG0001046	snap_masked-HG793125-processed-gene-20.98-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-20.98&CDS=1-792	YNL315C
1047	OG0001047	snap_masked-HG793125-processed-gene-20.71-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-20.71&CDS=1-450	YLR170C
1048	OG0001048	augustus_masked-HG793125-processed-gene-20.21-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-20.21&CDS=1-702	YPL078C
1049	OG0001049	genemark-HG793125-processed-gene-20.134-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.134&CDS=1-621	YBR193C
1050	OG0001050	genemark-HG793125-processed-gene-20.161-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.161&CDS=1-252	YBR022W
1051	OG0001051	genemark-HG793125-processed-gene-20.137-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.137&CDS=1-270	YKR095W-A
1052	OG0001052	genemark-HG793125-processed-gene-20.162-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.162&CDS=1-1572	YJL153C
1053	OG0001053	augustus_masked-HG793125-processed-gene-20.48-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-20.48&CDS=1-1113	YCR044C
1054	OG0001054	genemark-HG793125-processed-gene-20.164-mRNA-1_1&gene=genemark-HG793125-processed-gene-20.164&CDS=1-1608	YNL275W
1055	OG0001055	augustus_masked-HG793125-processed-gene-21.100-mRNA-1_1&gene=augustus_masked-HG793125-processed-gene-21.100&CDS=1-963	YJL180C
1056	OG0001056	genemark-HG793125-processed-gene-21.50-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.50&CDS=1-2334	YOR001W
1057	OG0001057	genemark-HG793125-processed-gene-21.55-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.55&CDS=1-1182	YOL018C
1058	OG0001058	genemark-HG793125-processed-gene-21.70-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.70&CDS=1-1665	YOL019W
1059	OG0001059	genemark-HG793125-processed-gene-21.71-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.71&CDS=1-6039	YFR019W
1060	OG0001060	genemark-HG793125-processed-gene-21.56-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.56&CDS=1-1089	YOR388C
1061	OG0001061	genemark-HG793125-processed-gene-21.57-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.57&CDS=1-3102	YCR011C
1062	OG0001062	genemark-HG793125-processed-gene-21.58-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.58&CDS=1-2325	YBR058C
1063	OG0001063	genemark-HG793125-processed-gene-21.73-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.73&CDS=1-945	YBR057C
1064	OG0001064	genemark-HG793125-processed-gene-21.74-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.74&CDS=1-1125	YDR035W
1065	OG0001065	genemark-HG793125-processed-gene-21.75-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.75&CDS=1-1554	YDR036C
1066	OG0001066	genemark-HG793125-processed-gene-21.77-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.77&CDS=1-1368	YBR060C
1067	OG0001067	genemark-HG793125-processed-gene-21.61-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.61&CDS=1-336	YDR045C
1068	OG0001068	genemark-HG793125-processed-gene-21.80-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.80&CDS=1-957	YDR044W
1069	OG0001069	snap_masked-HG793125-processed-gene-21.35-mRNA-1_1&gene=snap_masked-HG793125-processed-gene-21.35&CDS=1-510	YDR043C
1070	OG0001070	genemark-HG793125-processed-gene-21.82-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.82&CDS=1-2184	YOR181W
1071	OG0001071	genemark-HG793125-processed-gene-21.62-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.62&CDS=1-192	YLR262C-A
1072	OG0001072	genemark-HG793125-processed-gene-21.83-mRNA-1_1&gene=genemark-HG793125-processed-gene-21.83&CDS=1-4485	YJR033C
