	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035325_Cyberlindnera_petersonii
989	OG0000989	YDR044W	augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_8_length_306916_cov_19.3817_ID_20316-processed-gene-0.89&CDS=1-966
990	OG0000990	YDR045C	augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.3&CDS=1-333
991	OG0000991	YDR047W	maker-NODE_16_length_210287_cov_17.7656_ID_23699-augustus-gene-1.1-mRNA-1_1&gene=maker-NODE_16_length_210287_cov_17.7656_ID_23699-augustus-gene-1.1&CDS=1-1083
992	OG0000992	YDR049W	augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-1.135&CDS=1-1794
993	OG0000993	YDR050C	augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_30_length_148411_cov_18.2798_ID_19616-processed-gene-0.43&CDS=1-744
994	OG0000994	YDR051C	maker-NODE_30_length_148411_cov_18.2798_ID_19616-augustus-gene-0.170-mRNA-1_1&gene=maker-NODE_30_length_148411_cov_18.2798_ID_19616-augustus-gene-0.170&CDS=1-843
995	OG0000995	YDR052C	augustus_masked-NODE_29_length_158585_cov_18.6337_ID_25338-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_29_length_158585_cov_18.6337_ID_25338-processed-gene-0.128&CDS=1-1422
996	OG0000996	YDR054C	augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_36_length_116871_cov_18.2502_ID_24379-processed-gene-0.22&CDS=1-732
997	OG0000997	YDR057W	augustus_masked-NODE_46_length_90933_cov_17.3215_ID_19787-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_46_length_90933_cov_17.3215_ID_19787-processed-gene-0.104&CDS=1-1440
998	OG0000998	YDR058C	augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_15_length_211478_cov_17.7056_ID_25865-processed-gene-0.64&CDS=1-1200
999	OG0000999	YDR060W	augustus_masked-NODE_87_length_13901_cov_17.6627_ID_25559-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_87_length_13901_cov_17.6627_ID_25559-processed-gene-0.9&CDS=1-3192
1000	OG0001000	YDR061W	augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.116&CDS=1-1503
1001	OG0001001	YDR062W	augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_35_length_124969_cov_18.3334_ID_20003-processed-gene-0.140&CDS=1-1710
1002	OG0001002	YDR064W	maker-NODE_33_length_129613_cov_22.7621_ID_35097-snap-gene-0.131-mRNA-1_1&gene=maker-NODE_33_length_129613_cov_22.7621_ID_35097-snap-gene-0.131&CDS=1-894
1003	OG0001003	YDR067C	genemark-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.92&CDS=1-597
1004	OG0001004	YDR068W	augustus_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.144&CDS=1-1143
1005	OG0001005	YDR071C	augustus_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.188&CDS=1-729
1006	OG0001006	YDR072C	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.108&CDS=1-1344
1007	OG0001007	YDR073W	augustus_masked-NODE_50_length_82672_cov_18.5453_ID_22381-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_50_length_82672_cov_18.5453_ID_22381-processed-gene-0.61&CDS=1-405
1008	OG0001008	YDR074W	augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.42&CDS=1-2580
1009	OG0001009	YDR075W	augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.40&CDS=1-918
1010	OG0001010	YDR079C-A	maker-NODE_20_length_193200_cov_17.5901_ID_27403-augustus-gene-0.319-mRNA-1_1&gene=maker-NODE_20_length_193200_cov_17.5901_ID_27403-augustus-gene-0.319&CDS=1-219
1011	OG0001011	YDR079W	maker-NODE_20_length_193200_cov_17.5901_ID_27403-augustus-gene-0.317-mRNA-1_1&gene=maker-NODE_20_length_193200_cov_17.5901_ID_27403-augustus-gene-0.317&CDS=1-315
1012	OG0001012	YDR080W	augustus_masked-NODE_26_length_167395_cov_18.7791_ID_26584-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-NODE_26_length_167395_cov_18.7791_ID_26584-processed-gene-0.184&CDS=1-2685
1013	OG0001013	YDR081C	augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.84&CDS=1-1977
1014	OG0001014	YDR083W	snap_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.297-mRNA-1_1&gene=snap_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.297&CDS=1-3453
1015	OG0001015	YDR084C	maker-NODE_20_length_193200_cov_17.5901_ID_27403-augustus-gene-0.318-mRNA-1_1&gene=maker-NODE_20_length_193200_cov_17.5901_ID_27403-augustus-gene-0.318&CDS=1-594
1016	OG0001016	YDR086C	augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-0.11&CDS=1-204
1017	OG0001017	YDR087C	augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-0.10&CDS=1-795
1018	OG0001018	YDR088C	genemark-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-0.71&CDS=1-1035
1019	OG0001019	YDR089W	augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-0.30&CDS=1-2445
1020	OG0001020	YDR091C	augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-1.195-mRNA-1_1&gene=augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-1.195&CDS=1-1815
1021	OG0001021	YDR092W	augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-1.152-mRNA-1_1&gene=augustus_masked-NODE_11_length_266742_cov_18.2589_ID_24963-processed-gene-1.152&CDS=1-444
1022	OG0001022	YDR097C	augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.50&CDS=1-3657
1023	OG0001023	YDR100W	maker-NODE_6_length_395277_cov_19.3688_ID_21854-snap-gene-2.208-mRNA-1_1&gene=maker-NODE_6_length_395277_cov_19.3688_ID_21854-snap-gene-2.208&CDS=1-267
1024	OG0001024	YDR101C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.86&CDS=1-1782
1025	OG0001025	YDR103W	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.89&CDS=1-2163
1026	OG0001026	YDR104C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-2.37&CDS=1-3420
1027	OG0001027	YDR105C	augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.32&CDS=1-1404
1028	OG0001028	YDR108W	augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.30&CDS=1-1908
1029	OG0001029	YDR109C	augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.6&CDS=1-2133
1030	OG0001030	YDR115W	maker-NODE_3_length_431969_cov_17.8048_ID_21979-augustus-gene-3.3-mRNA-1_1&gene=maker-NODE_3_length_431969_cov_17.8048_ID_21979-augustus-gene-3.3&CDS=1-372
1031	OG0001031	YDR116C	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.143-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.143&CDS=1-855
1032	OG0001032	YDR117C	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.146&CDS=1-1731
1033	OG0001033	YDR118W	augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_3_length_431969_cov_17.8048_ID_21979-processed-gene-3.110&CDS=1-1893
1034	OG0001034	YDR120C	augustus_masked-NODE_62_length_45118_cov_18.7738_ID_22885-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_62_length_45118_cov_18.7738_ID_22885-processed-gene-0.15&CDS=1-1488
1035	OG0001035	YDR121W	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.72&CDS=1-537
1036	OG0001036	YDR124W	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.74&CDS=1-942
1037	OG0001037	YDR127W	augustus_masked-NODE_18_length_205397_cov_17.6361_ID_19358-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_18_length_205397_cov_17.6361_ID_19358-processed-gene-0.56&CDS=1-3867
1038	OG0001038	YDR128W	genemark-NODE_50_length_82672_cov_18.5453_ID_22381-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_50_length_82672_cov_18.5453_ID_22381-processed-gene-0.15&CDS=1-6105
1039	OG0001039	YDR129C	augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_395277_cov_19.3688_ID_21854-processed-gene-1.48&CDS=1-1884
1040	OG0001040	YDR137W	augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.92&CDS=1-1719
1041	OG0001041	YDR139C	snap_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.42&CDS=1-183
1042	OG0001042	YDR140W	augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.149&CDS=1-642
1043	OG0001043	YDR141C	maker-NODE_37_length_113152_cov_18.0236_ID_25423-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_37_length_113152_cov_18.0236_ID_25423-augustus-gene-0.0&CDS=1-5472
1044	OG0001044	YDR142C	augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_37_length_113152_cov_18.0236_ID_25423-processed-gene-0.145&CDS=1-1047
1045	OG0001045	YDR145W	augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_10_length_296761_cov_18.6106_ID_21319-processed-gene-0.22&CDS=1-2040
1046	OG0001046	YDR148C	augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_1_length_520433_cov_19.9166_ID_24536-processed-gene-0.58&CDS=1-1305
1047	OG0001047	YDR150W	snap_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_9_length_306428_cov_22.0078_ID_53533-processed-gene-0.111&CDS=1-7728
1048	OG0001048	YDR152W	augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.80&CDS=1-705
1049	OG0001049	YDR153C	snap_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.185-mRNA-1_1&gene=snap_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.185&CDS=1-855
1050	OG0001050	YDR155C	augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.113&CDS=1-486
1051	OG0001051	YDR158W	maker-NODE_3_length_431969_cov_17.8048_ID_21979-augustus-gene-3.0-mRNA-1_1&gene=maker-NODE_3_length_431969_cov_17.8048_ID_21979-augustus-gene-3.0&CDS=1-1638
1052	OG0001052	YDR159W	augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.102&CDS=1-3744
1053	OG0001053	YDR160W	augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_54_length_64629_cov_19.7745_ID_25689-processed-gene-0.51&CDS=1-2313
1054	OG0001054	YDR161W	augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.111&CDS=1-1059
1055	OG0001055	YDR162C	augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.79&CDS=1-531
1056	OG0001056	YDR164C	maker-NODE_20_length_193200_cov_17.5901_ID_27403-augustus-gene-0.320-mRNA-1_1&gene=maker-NODE_20_length_193200_cov_17.5901_ID_27403-augustus-gene-0.320&CDS=1-2067
1057	OG0001057	YDR165W	augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.86&CDS=1-1275
1058	OG0001058	YDR166C	augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.46&CDS=1-2517
1059	OG0001059	YDR167W	maker-NODE_20_length_193200_cov_17.5901_ID_27403-augustus-gene-0.322-mRNA-1_1&gene=maker-NODE_20_length_193200_cov_17.5901_ID_27403-augustus-gene-0.322&CDS=1-579
1060	OG0001060	YDR168W	augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_16_length_210287_cov_17.7656_ID_23699-processed-gene-0.11&CDS=1-1572
1061	OG0001061	YDR169C	augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.129&CDS=1-1143
1062	OG0001062	YDR170C	augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_25_length_173309_cov_21.0407_ID_21139-processed-gene-0.90&CDS=1-5484
1063	OG0001063	YDR171W	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.93&CDS=1-1044
1064	OG0001064	YDR172W	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-4.89&CDS=1-2013
1065	OG0001065	YDR173C	augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_519856_cov_18.5175_ID_27830-processed-gene-2.31&CDS=1-1002
1066	OG0001066	YDR174W	augustus_masked-NODE_55_length_62927_cov_18.4198_ID_23359-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_55_length_62927_cov_18.4198_ID_23359-processed-gene-0.18&CDS=1-762
1067	OG0001067	YDR175C	augustus_masked-NODE_55_length_62927_cov_18.4198_ID_23359-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_55_length_62927_cov_18.4198_ID_23359-processed-gene-0.19&CDS=1-900
1068	OG0001068	YDR176W	augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_32_length_131246_cov_20.7797_ID_27704-processed-gene-0.100&CDS=1-1947
1069	OG0001069	YDR177W	augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_33_length_129613_cov_22.7621_ID_35097-processed-gene-0.97&CDS=1-636
1070	OG0001070	YDR179W-A	augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.211-mRNA-1_1&gene=augustus_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.211&CDS=1-1467
1071	OG0001071	YDR180W	snap_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_34_length_128336_cov_18.0133_ID_20674-processed-gene-0.72&CDS=1-4569
1072	OG0001072	YDR181C	augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_28_length_160419_cov_18.3281_ID_24031-processed-gene-0.158&CDS=1-837
1073	OG0001073	YDR182W	snap_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.278-mRNA-1_1&gene=snap_masked-NODE_27_length_163733_cov_18.9882_ID_21625-processed-gene-0.278&CDS=1-1440
1074	OG0001074	YDR183W	augustus_masked-NODE_56_length_57223_cov_19.0334_ID_26358-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_56_length_57223_cov_19.0334_ID_26358-processed-gene-0.117&CDS=1-639
1075	OG0001075	YDR188W	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-1.73&CDS=1-1617
1076	OG0001076	YDR189W	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-0.41&CDS=1-1881
1077	OG0001077	YDR190C	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-0.21&CDS=1-1368
1078	OG0001078	YDR191W	augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-0.22&CDS=1-1347
1079	OG0001079	YDR194C	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.199&CDS=1-1950
1080	OG0001080	YDR196C	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.198&CDS=1-723
1081	OG0001081	YDR198C	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.194&CDS=1-1284
1082	OG0001082	YDR201W	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.173&CDS=1-483
1083	OG0001083	YDR202C	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.129&CDS=1-960
1084	OG0001084	YDR204W	augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_22_length_190147_cov_18.853_ID_25064-processed-gene-0.174&CDS=1-840
1085	OG0001085	YDR205W	genemark-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_19_length_205038_cov_20.2467_ID_287426-processed-gene-0.46&CDS=1-1995
1086	OG0001086	YDR208W	augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_20_length_193200_cov_17.5901_ID_27403-processed-gene-0.2&CDS=1-1971
1087	OG0001087	YDR211W	augustus_masked-NODE_50_length_82672_cov_18.5453_ID_22381-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_50_length_82672_cov_18.5453_ID_22381-processed-gene-0.51&CDS=1-2121
1088	OG0001088	YDR212W	genemark-NODE_50_length_82672_cov_18.5453_ID_22381-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_50_length_82672_cov_18.5453_ID_22381-processed-gene-0.17&CDS=1-1671
1089	OG0001089	YDR213W	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.95&CDS=1-1896
1090	OG0001090	YDR214W	augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_5_length_397984_cov_19.4042_ID_26889-processed-gene-2.77&CDS=1-1038
1091	OG0001091	YDR216W	genemark-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-3.106-mRNA-1_1&gene=genemark-NODE_4_length_409325_cov_17.9207_ID_19404-processed-gene-3.106&CDS=1-3369
1092	OG0001092	YDR217C	maker-NODE_4_length_409325_cov_17.9207_ID_19404-augustus-gene-3.187-mRNA-1_1&gene=maker-NODE_4_length_409325_cov_17.9207_ID_19404-augustus-gene-3.187&CDS=1-3318
1093	OG0001093	YDR221W	augustus_masked-NODE_48_length_86622_cov_18.8182_ID_19895-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_48_length_86622_cov_18.8182_ID_19895-processed-gene-0.107&CDS=1-1794
1094	OG0001094	YDR226W	augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_7_length_378302_cov_18.1305_ID_20891-processed-gene-1.65&CDS=1-747
