	OrthologID	Pichia_membranifaciens	Saccharomyces_cerevisiae
345	OG0000345	snap_masked-scaffold_4-processed-gene-3.80-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-3.80&CDS=1-450	YER074W, YIL069C
346	OG0000346	maker-scaffold_4-snap-gene-4.0-mRNA-1_1&gene=maker-scaffold_4-snap-gene-4.0&CDS=1-2619	YHR141C, YNL162W
347	OG0000347	snap_masked-scaffold_4-processed-gene-4.17-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.17&CDS=1-840	YDR259C, YOR028C
348	OG0000348	maker-scaffold_4-snap-gene-4.3-mRNA-1_1&gene=maker-scaffold_4-snap-gene-4.3&CDS=1-3459, snap_masked-scaffold_4-processed-gene-4.35-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.35&CDS=1-636	YCR061W
349	OG0000349	snap_masked-scaffold_4-processed-gene-4.38-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-4.38&CDS=1-927	YGR283C, YMR310C
350	OG0000350	augustus_masked-scaffold_4-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.52&CDS=1-2388	YBL009W, YGL021W
351	OG0000351	snap_masked-scaffold_4-processed-gene-5.12-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.12&CDS=1-1185	YHR123W, YNL130C
352	OG0000352	augustus_masked-scaffold_4-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.63&CDS=1-1464	YCL011C, YNL004W
353	OG0000353	snap_masked-scaffold_4-processed-gene-5.41-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.41&CDS=1-924, snap_masked-scaffold_5-processed-gene-13.111-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.111&CDS=1-402	YFL031W
354	OG0000354	snap_masked-scaffold_4-processed-gene-5.28-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-5.28&CDS=1-2130	YGR004W, YLR324W
355	OG0000355	snap_masked-scaffold_4-processed-gene-6.54-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-6.54&CDS=1-1890	YDL224C, YNL197C
356	OG0000356	augustus_masked-scaffold_4-processed-gene-7.5-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-7.5&CDS=1-1206	YMR253C, YPL264C
357	OG0000357	snap_masked-scaffold_4-processed-gene-7.61-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.61&CDS=1-960, snap_masked-scaffold_7-processed-gene-3.126-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.126&CDS=1-963	YHR104W
358	OG0000358	snap_masked-scaffold_4-processed-gene-7.46-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.46&CDS=1-1995	YER054C, YIL045W
359	OG0000359	maker-scaffold_4-augustus-gene-7.76-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-7.76&CDS=1-4014	YDL093W, YDL095W
360	OG0000360	snap_masked-scaffold_4-processed-gene-7.74-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-7.74&CDS=1-4173	YER132C, YGL197W
361	OG0000361	augustus_masked-scaffold_4-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-8.45&CDS=1-9291	YBL087C, YER117W
362	OG0000362	snap_masked-scaffold_4-processed-gene-8.26-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.26&CDS=1-1668	YDL022W, YOL059W
363	OG0000363	snap_masked-scaffold_4-processed-gene-8.29-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-8.29&CDS=1-573	YGL147C, YNL067W
364	OG0000364	augustus_masked-scaffold_4-processed-gene-9.30-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-9.30&CDS=1-1707	YMR230W, YOR293W
365	OG0000365	snap_masked-scaffold_4-processed-gene-9.85-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-9.85&CDS=1-1914, snap_masked-scaffold_5-processed-gene-13.82-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.82&CDS=1-1485	YDR338C
366	OG0000366	augustus_masked-scaffold_4-processed-gene-10.43-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.43&CDS=1-2412	YDR264C, YOR034C
367	OG0000367	snap_masked-scaffold_4-processed-gene-10.34-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.34&CDS=1-3669	YBL106C, YPR032W
368	OG0000368	snap_masked-scaffold_4-processed-gene-10.37-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-10.37&CDS=1-1599	YDR348C, YHR097C
369	OG0000369	augustus_masked-scaffold_4-processed-gene-11.1-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.1&CDS=1-294	YBR089C-A, YPR052C
370	OG0000370	genemark-scaffold_6-processed-gene-5.119-mRNA-1_1&gene=genemark-scaffold_6-processed-gene-5.119&CDS=1-630, snap_masked-scaffold_4-processed-gene-11.92-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.92&CDS=1-816	YAL018C
371	OG0000371	snap_masked-scaffold_4-processed-gene-11.95-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-11.95&CDS=1-2655	YJL083W, YKR019C
372	OG0000372	snap_masked-scaffold_4-processed-gene-12.24-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-12.24&CDS=1-3603	YML100W, YMR261C
373	OG0000373	maker-scaffold_4-snap-gene-12.77-mRNA-1_1&gene=maker-scaffold_4-snap-gene-12.77&CDS=1-2628	YBR031W, YDR012W
374	OG0000374	augustus_masked-scaffold_4-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-13.5&CDS=1-840	YBR105C, YGR066C
375	OG0000375	snap_masked-scaffold_4-processed-gene-13.77-mRNA-1_1&gene=snap_masked-scaffold_4-processed-gene-13.77&CDS=1-924	YBR104W, YPR058W
376	OG0000376	maker-scaffold_4-snap-gene-13.153-mRNA-1_1&gene=maker-scaffold_4-snap-gene-13.153&CDS=1-3201, maker-scaffold_6-augustus-gene-1.39-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-1.39&CDS=1-2619	YPL157W
377	OG0000377	maker-scaffold_4-snap-gene-13.150-mRNA-1_1&gene=maker-scaffold_4-snap-gene-13.150&CDS=1-1725, snap_masked-scaffold_8-processed-gene-0.42-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-0.42&CDS=1-1623	YLL055W
378	OG0000378	augustus_masked-scaffold_5-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-1.8&CDS=1-1011	YGR192C, YJR009C
379	OG0000379	snap_masked-scaffold_5-processed-gene-1.82-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.82&CDS=1-381	YGR034W, YLR344W
380	OG0000380	snap_masked-scaffold_5-processed-gene-1.104-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.104&CDS=1-1020	YER175C, YHR209W
381	OG0000381	augustus_masked-scaffold_5-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.23&CDS=1-6051, snap_masked-scaffold_5-processed-gene-1.91-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-1.91&CDS=1-1263	YER013W
382	OG0000382	augustus_masked-scaffold_5-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.72&CDS=1-555	YJL177W, YKL180W
383	OG0000383	augustus_masked-scaffold_5-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.78&CDS=1-2148	YJL139C, YKR061W
384	OG0000384	augustus_masked-scaffold_5-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.81&CDS=1-876	YCR010C, YNR002C
385	OG0000385	snap_masked-scaffold_5-processed-gene-2.139-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-2.139&CDS=1-2190	YGR241C, YHR161C
386	OG0000386	snap_masked-scaffold_5-processed-gene-3.115-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-3.115&CDS=1-1299	YCL048W, YDR522C
387	OG0000387	augustus_masked-scaffold_5-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.89&CDS=1-963	YDL204W, YDR233C
388	OG0000388	augustus_masked-scaffold_5-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.116&CDS=1-597	YBL072C, YER102W
389	OG0000389	snap_masked-scaffold_5-processed-gene-4.60-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-4.60&CDS=1-981	YBL068W, YER099C
390	OG0000390	maker-scaffold_5-snap-gene-6.110-mRNA-1_1&gene=maker-scaffold_5-snap-gene-6.110&CDS=1-4488	YDL161W, YLR206W
391	OG0000391	snap_masked-scaffold_5-processed-gene-6.65-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-6.65&CDS=1-1878	YDR107C, YLR083C
392	OG0000392	augustus_masked-scaffold_5-processed-gene-7.119-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-7.119&CDS=1-2493	YHR115C, YNL116W
393	OG0000393	snap_masked-scaffold_5-processed-gene-7.67-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.67&CDS=1-2577	YFL050C, YOL130W
394	OG0000394	snap_masked-scaffold_5-processed-gene-7.74-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-7.74&CDS=1-3507	YGL049C, YGR162W
395	OG0000395	snap_masked-scaffold_5-processed-gene-8.96-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-8.96&CDS=1-1404	YER081W, YIL074C
396	OG0000396	augustus_masked-scaffold_5-processed-gene-9.61-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-9.61&CDS=1-3609, augustus_masked-scaffold_7-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.28&CDS=1-1749	YGL122C
397	OG0000397	augustus_masked-scaffold_5-processed-gene-10.78-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.78&CDS=1-1449	YFL048C, YLR080W
398	OG0000398	augustus_masked-scaffold_5-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-10.81&CDS=1-642	YGR038W, YLR350W
399	OG0000399	maker-scaffold_5-snap-gene-10.42-mRNA-1_1&gene=maker-scaffold_5-snap-gene-10.42&CDS=1-1341	YHR001W, YKR003W
400	OG0000400	snap_masked-scaffold_5-processed-gene-11.78-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-11.78&CDS=1-1404	YBR177C, YPL095C
401	OG0000401	genemark-scaffold_5-processed-gene-11.22-mRNA-1_1&gene=genemark-scaffold_5-processed-gene-11.22&CDS=1-1764	YPR013C, YPR015C
402	OG0000402	maker-scaffold_5-snap-gene-12.114-mRNA-1_1&gene=maker-scaffold_5-snap-gene-12.114&CDS=1-3222	YGR092W, YPR111W
403	OG0000403	augustus_masked-scaffold_5-processed-gene-13.123-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.123&CDS=1-8637	YFL042C, YLR072W
404	OG0000404	snap_masked-scaffold_5-processed-gene-13.88-mRNA-1_1&gene=snap_masked-scaffold_5-processed-gene-13.88&CDS=1-2091	YDR200C, YLR238W
405	OG0000405	augustus_masked-scaffold_5-processed-gene-13.133-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.133&CDS=1-3588	YDR206W, YLR233C
406	OG0000406	snap_masked-scaffold_6-processed-gene-0.112-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-0.112&CDS=1-1290	YKL133C, YMR115W
407	OG0000407	augustus_masked-scaffold_8-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.61&CDS=1-1107, maker-scaffold_6-snap-gene-1.84-mRNA-1_1&gene=maker-scaffold_6-snap-gene-1.84&CDS=1-1404	YEL046C
408	OG0000408	snap_masked-scaffold_6-processed-gene-2.92-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-2.92&CDS=1-885, snap_masked-scaffold_9-processed-gene-0.44-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-0.44&CDS=1-1074	YJR154W
409	OG0000409	snap_masked-scaffold_6-processed-gene-3.33-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-3.33&CDS=1-1629	YLR098C, YOR337W
410	OG0000410	augustus_masked-scaffold_6-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-4.3&CDS=1-2928	YBR021W, YIR028W
411	OG0000411	maker-scaffold_6-snap-gene-4.123-mRNA-1_1&gene=maker-scaffold_6-snap-gene-4.123&CDS=1-2553	YKR075C, YOR062C
412	OG0000412	maker-scaffold_8-snap-gene-1.247-mRNA-1_1&gene=maker-scaffold_8-snap-gene-1.247&CDS=1-3393, snap_masked-scaffold_6-processed-gene-4.66-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.66&CDS=1-1674	YDR536W
413	OG0000413	snap_masked-scaffold_6-processed-gene-4.57-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-4.57&CDS=1-2331	YNL293W, YOL112W
414	OG0000414	augustus_masked-scaffold_6-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-5.28&CDS=1-4017	YKL072W, YMR053C
415	OG0000415	snap_masked-scaffold_6-processed-gene-5.64-mRNA-1_1&gene=snap_masked-scaffold_6-processed-gene-5.64&CDS=1-1365	YLL012W, YLR020C
416	OG0000416	maker-scaffold_6-snap-gene-5.164-mRNA-1_1&gene=maker-scaffold_6-snap-gene-5.164&CDS=1-1065	YBR189W, YPL081W
417	OG0000417	augustus_masked-scaffold_7-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.51&CDS=1-4455	YBR216C, YGL060W
418	OG0000418	snap_masked-scaffold_7-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-0.5&CDS=1-1998	YDR463W, YHR006W
419	OG0000419	augustus_masked-scaffold_7-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.5&CDS=1-1206	YGL082W, YPL191C
420	OG0000420	augustus_masked-scaffold_7-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.29&CDS=1-3207	YBR150C, YOL089C
421	OG0000421	augustus_masked-scaffold_7-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.34&CDS=1-975	YKR076W, YMR251W
422	OG0000422	genemark-scaffold_7-processed-gene-2.97-mRNA-1_1&gene=genemark-scaffold_7-processed-gene-2.97&CDS=1-2319	YKR089C, YOR081C
423	OG0000423	augustus_masked-scaffold_7-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.18&CDS=1-2862	YML085C, YML124C
424	OG0000424	maker-scaffold_7-snap-gene-3.0-mRNA-1_1&gene=maker-scaffold_7-snap-gene-3.0&CDS=1-3729	YMR237W, YOR299W
425	OG0000425	augustus_masked-scaffold_7-processed-gene-3.216-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.216&CDS=1-2520, augustus_masked-scaffold_9-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-0.30&CDS=1-3714	YDL174C
426	OG0000426	snap_masked-scaffold_7-processed-gene-3.125-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.125&CDS=1-3162	YBR172C, YPL105C
427	OG0000427	snap_masked-scaffold_7-processed-gene-3.138-mRNA-1_1&gene=snap_masked-scaffold_7-processed-gene-3.138&CDS=1-1134	YBR161W, YPL057C
428	OG0000428	augustus_masked-scaffold_7-processed-gene-3.278-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-3.278&CDS=1-210	YDL061C, YLR388W
429	OG0000429	snap_masked-scaffold_8-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.72&CDS=1-1449	YCL040W, YDR516C
430	OG0000430	snap_masked-scaffold_8-processed-gene-1.109-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-1.109&CDS=1-1311	YGR254W, YHR174W
431	OG0000431	augustus_masked-scaffold_8-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.7&CDS=1-6597	YKL129C, YMR109W
432	OG0000432	snap_masked-scaffold_9-processed-gene-1.132-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.132&CDS=1-2067	YER059W, YIL050W
433	OG0000433	augustus_masked-scaffold_9-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-scaffold_9-processed-gene-1.185&CDS=1-324	YER056C-A, YIL052C
434	OG0000434	snap_masked-scaffold_9-processed-gene-1.135-mRNA-1_1&gene=snap_masked-scaffold_9-processed-gene-1.135&CDS=1-426	YER057C, YIL051C
435	OG0000435	snap_masked-scaffold_1-processed-gene-0.95-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.95&CDS=1-1371	YNR001C
436	OG0000436	snap_masked-scaffold_1-processed-gene-0.80-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.80&CDS=1-414	YGL087C
437	OG0000437	snap_masked-scaffold_1-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.81&CDS=1-1641	YEL058W
438	OG0000438	snap_masked-scaffold_1-processed-gene-0.97-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.97&CDS=1-2370	YJL200C
439	OG0000439	augustus_masked-scaffold_1-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.66&CDS=1-2136	YOR144C
440	OG0000440	genemark-scaffold_1-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.7&CDS=1-1353	YPL245W
441	OG0000441	genemark-scaffold_1-processed-gene-0.8-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.8&CDS=1-1986	YMR058W
442	OG0000442	snap_masked-scaffold_1-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.99&CDS=1-837	YKL154W
443	OG0000443	augustus_masked-scaffold_1-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.71&CDS=1-2349	YPR181C
444	OG0000444	genemark-scaffold_1-processed-gene-0.35-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-0.35&CDS=1-2232	YEL053C
445	OG0000445	snap_masked-scaffold_1-processed-gene-0.105-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.105&CDS=1-618	YDR298C
446	OG0000446	snap_masked-scaffold_1-processed-gene-0.85-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.85&CDS=1-1092	YEL050C
447	OG0000447	snap_masked-scaffold_1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.86&CDS=1-2949	YBR084W
448	OG0000448	augustus_masked-scaffold_1-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.53&CDS=1-1122	YGL148W
449	OG0000449	augustus_masked-scaffold_1-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.55&CDS=1-1488	YGL181W
450	OG0000450	augustus_masked-scaffold_1-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.77&CDS=1-759	YDR352W
451	OG0000451	augustus_masked-scaffold_1-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.56&CDS=1-2814	YGL180W
452	OG0000452	snap_masked-scaffold_1-processed-gene-0.90-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-0.90&CDS=1-1074	YOL002C
453	OG0000453	augustus_masked-scaffold_1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.78&CDS=1-2058	YGL124C
454	OG0000454	maker-scaffold_1-augustus-gene-1.131-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-1.131&CDS=1-3057	YLR259C
455	OG0000455	snap_masked-scaffold_1-processed-gene-1.42-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.42&CDS=1-1806	YLR127C
456	OG0000456	augustus_masked-scaffold_1-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.24&CDS=1-4389	YLR419W
457	OG0000457	augustus_masked-scaffold_1-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.25&CDS=1-1266	YLR130C
458	OG0000458	augustus_masked-scaffold_1-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.6&CDS=1-1203	YPL138C
459	OG0000459	snap_masked-scaffold_1-processed-gene-1.50-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.50&CDS=1-1086	YDL055C
460	OG0000460	augustus_masked-scaffold_1-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.9&CDS=1-10293	YJR138W
461	OG0000461	snap_masked-scaffold_1-processed-gene-1.71-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.71&CDS=1-1083	YJR139C
462	OG0000462	snap_masked-scaffold_1-processed-gene-1.72-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.72&CDS=1-1047	YJR141W
463	OG0000463	snap_masked-scaffold_1-processed-gene-1.54-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.54&CDS=1-765	YLR201C
464	OG0000464	snap_masked-scaffold_1-processed-gene-1.73-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.73&CDS=1-318	YLR200W
465	OG0000465	snap_masked-scaffold_1-processed-gene-1.56-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.56&CDS=1-1491	YLR197W
466	OG0000466	snap_masked-scaffold_1-processed-gene-1.57-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.57&CDS=1-804	YDL169C
467	OG0000467	snap_masked-scaffold_1-processed-gene-1.74-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.74&CDS=1-549	YDL166C
468	OG0000468	augustus_masked-scaffold_1-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.16&CDS=1-879	YDL165W
469	OG0000469	augustus_masked-scaffold_1-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.33&CDS=1-549	YLR193C
470	OG0000470	snap_masked-scaffold_1-processed-gene-1.77-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.77&CDS=1-2526	YNL224C
471	OG0000471	snap_masked-scaffold_1-processed-gene-1.66-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.66&CDS=1-1815	YNL223W
472	OG0000472	snap_masked-scaffold_1-processed-gene-1.67-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.67&CDS=1-4209	YNL273W
473	OG0000473	snap_masked-scaffold_1-processed-gene-1.78-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-1.78&CDS=1-1428	YEL064C
474	OG0000474	snap_masked-scaffold_1-processed-gene-2.0-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.0&CDS=1-7923	YNL271C
475	OG0000475	snap_masked-scaffold_1-processed-gene-2.2-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.2&CDS=1-1122	YLR181C
476	OG0000476	genemark-scaffold_1-processed-gene-2.85-mRNA-1_1&gene=genemark-scaffold_1-processed-gene-2.85&CDS=1-2982	YLR182W
477	OG0000477	augustus_masked-scaffold_1-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.63&CDS=1-3357	YLR187W
478	OG0000478	snap_masked-scaffold_1-processed-gene-2.24-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.24&CDS=1-2682	YOR154W
479	OG0000479	snap_masked-scaffold_1-processed-gene-2.5-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.5&CDS=1-708	YNL222W
480	OG0000480	snap_masked-scaffold_1-processed-gene-2.25-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.25&CDS=1-1473	YDL238C
481	OG0000481	snap_masked-scaffold_1-processed-gene-2.6-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.6&CDS=1-261	YHR001W-A
482	OG0000482	snap_masked-scaffold_1-processed-gene-2.26-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.26&CDS=1-2649	YJL156C
483	OG0000483	augustus_masked-scaffold_1-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.49&CDS=1-909	YLR393W
484	OG0000484	augustus_masked-scaffold_1-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.69&CDS=1-1371	YJL155C
485	OG0000485	snap_masked-scaffold_1-processed-gene-2.8-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.8&CDS=1-3891	YLR398C
486	OG0000486	snap_masked-scaffold_1-processed-gene-2.28-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.28&CDS=1-441	YER029C
487	OG0000487	snap_masked-scaffold_1-processed-gene-2.30-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.30&CDS=1-1149	YLR026C
488	OG0000488	snap_masked-scaffold_1-processed-gene-2.11-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.11&CDS=1-1020	YDR432W
489	OG0000489	snap_masked-scaffold_1-processed-gene-2.12-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.12&CDS=1-1854	YML013W
490	OG0000490	snap_masked-scaffold_1-processed-gene-2.32-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.32&CDS=1-696	YCR051W
491	OG0000491	snap_masked-scaffold_1-processed-gene-2.13-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.13&CDS=1-630	YNR020C
492	OG0000492	snap_masked-scaffold_1-processed-gene-2.33-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.33&CDS=1-1734	YNR019W
493	OG0000493	snap_masked-scaffold_1-processed-gene-2.14-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-2.14&CDS=1-1521	YCR047C
