	OrthologID	Saccharomyces_cerevisiae	Sugiyamaella_lignohabitans
618	OG0000618	YBR223C	augustus_masked-CP014501.1-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-0.99&CDS=1-1494
619	OG0000619	YBR228W	augustus_masked-CP014503.1-processed-gene-29.20-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-29.20&CDS=1-759
620	OG0000620	YBR229C	augustus_masked-CP014503.1-processed-gene-29.38-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-29.38&CDS=1-2877
621	OG0000621	YBR231C	augustus_masked-CP014503.1-processed-gene-24.85-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-24.85&CDS=1-828
622	OG0000622	YBR233W	augustus_masked-CP014501.1-processed-gene-38.13-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-38.13&CDS=1-1185
623	OG0000623	YBR234C	augustus_masked-CP014503.1-processed-gene-26.69-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-26.69&CDS=1-1098
624	OG0000624	YBR235W	maker-CP014502.1-augustus-gene-8.45-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-8.45&CDS=1-3771
625	OG0000625	YBR236C	maker-CP014502.1-snap-gene-8.95-mRNA-1_1&gene=maker-CP014502.1-snap-gene-8.95&CDS=1-1545
626	OG0000626	YBR243C	augustus_masked-CP014501.1-processed-gene-44.38-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-44.38&CDS=1-1371
627	OG0000627	YBR244W	augustus_masked-CP014501.1-processed-gene-52.131-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-52.131&CDS=1-507
628	OG0000628	YBR246W	augustus_masked-CP014500.1-processed-gene-22.46-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-22.46&CDS=1-1287
629	OG0000629	YBR247C	augustus_masked-CP014501.1-processed-gene-39.106-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-39.106&CDS=1-1350
630	OG0000630	YBR248C	maker-CP014501.1-snap-gene-10.38-mRNA-1_1&gene=maker-CP014501.1-snap-gene-10.38&CDS=1-3549
631	OG0000631	YBR251W	augustus_masked-CP014503.1-processed-gene-39.47-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-39.47&CDS=1-981
632	OG0000632	YBR253W	maker-CP014503.1-augustus-gene-1.101-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-1.101&CDS=1-351
633	OG0000633	YBR254C	augustus_masked-CP014503.1-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-1.68&CDS=1-426
634	OG0000634	YBR255C-A	augustus_masked-CP014502.1-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-0.28&CDS=1-339
635	OG0000635	YBR255W	augustus_masked-CP014503.1-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-1.86&CDS=1-3066
636	OG0000636	YBR256C	augustus_masked-CP014501.1-processed-gene-14.28-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-14.28&CDS=1-696
637	OG0000637	YBR257W	augustus_masked-CP014503.1-processed-gene-38.63-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-38.63&CDS=1-813
638	OG0000638	YBR260C	augustus_masked-CP014502.1-processed-gene-8.54-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-8.54&CDS=1-2304
639	OG0000639	YBR261C	augustus_masked-CP014503.1-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-8.29&CDS=1-723
640	OG0000640	YBR263W	augustus_masked-CP014500.1-processed-gene-18.3-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-18.3&CDS=1-1452
641	OG0000641	YBR265W	augustus_masked-CP014503.1-processed-gene-29.22-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-29.22&CDS=1-960
642	OG0000642	YBR267W	augustus_masked-CP014503.1-processed-gene-40.112-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-40.112&CDS=1-1419
643	OG0000643	YBR268W	augustus_masked-CP014502.1-processed-gene-6.28-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-6.28&CDS=1-354
644	OG0000644	YBR269C	augustus_masked-CP014501.1-processed-gene-39.123-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-39.123&CDS=1-354
645	OG0000645	YBR271W	augustus_masked-CP014503.1-processed-gene-38.64-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-38.64&CDS=1-927
646	OG0000646	YBR274W	genemark-CP014503.1-processed-gene-27.39-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-27.39&CDS=1-1566
647	OG0000647	YBR276C	augustus_masked-CP014503.1-processed-gene-34.62-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-34.62&CDS=1-3423
648	OG0000648	YBR279W	augustus_masked-CP014501.1-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-4.31&CDS=1-1230
649	OG0000649	YBR280C	snap_masked-CP014503.1-processed-gene-29.66-mRNA-1_1&gene=snap_masked-CP014503.1-processed-gene-29.66&CDS=1-1536
650	OG0000650	YBR281C	augustus_masked-CP014503.1-processed-gene-25.128-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-25.128&CDS=1-2706
651	OG0000651	YBR282W	augustus_masked-CP014501.1-processed-gene-34.15-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-34.15&CDS=1-414
652	OG0000652	YBR286W	augustus_masked-CP014503.1-processed-gene-42.123-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-42.123&CDS=1-1557
653	OG0000653	YBR287W	augustus_masked-CP014503.1-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-6.70&CDS=1-1803
654	OG0000654	YBR289W	augustus_masked-CP014500.1-processed-gene-8.14-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-8.14&CDS=1-2403
655	OG0000655	YBR290W	augustus_masked-CP014501.1-processed-gene-20.95-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-20.95&CDS=1-1224
656	OG0000656	YBR291C	maker-CP014501.1-augustus-gene-20.56-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-20.56&CDS=1-885
657	OG0000657	YCL001W	augustus_masked-CP014503.1-processed-gene-18.94-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-18.94&CDS=1-573
658	OG0000658	YCL004W	augustus_masked-CP014503.1-processed-gene-32.114-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-32.114&CDS=1-1581
659	OG0000659	YCL008C	maker-CP014503.1-snap-gene-36.148-mRNA-1_1&gene=maker-CP014503.1-snap-gene-36.148&CDS=1-1353
660	OG0000660	YCL009C	augustus_masked-CP014500.1-processed-gene-14.27-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-14.27&CDS=1-951
661	OG0000661	YCL010C	maker-CP014503.1-augustus-gene-32.124-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-32.124&CDS=1-1023
662	OG0000662	YCL012C	augustus_masked-CP014501.1-processed-gene-25.16-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-25.16&CDS=1-339
663	OG0000663	YCL014W	maker-CP014501.1-augustus-gene-4.38-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-4.38&CDS=1-4470
664	OG0000664	YCL016C	genemark-CP014501.1-processed-gene-5.118-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-5.118&CDS=1-1107
665	OG0000665	YCL017C	augustus_masked-CP014501.1-processed-gene-4.11-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-4.11&CDS=1-1482
666	OG0000666	YCL018W	augustus_masked-CP014503.1-processed-gene-23.82-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-23.82&CDS=1-1092
667	OG0000667	YCL030C	augustus_masked-CP014503.1-processed-gene-17.56-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-17.56&CDS=1-2661
668	OG0000668	YCL031C	augustus_masked-CP014503.1-processed-gene-26.60-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-26.60&CDS=1-768
669	OG0000669	YCL032W	maker-CP014500.1-snap-gene-11.3-mRNA-1_1&gene=maker-CP014500.1-snap-gene-11.3&CDS=1-1335
670	OG0000670	YCL033C	genemark-CP014503.1-processed-gene-46.31-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-46.31&CDS=1-522
671	OG0000671	YCL034W	maker-CP014503.1-augustus-gene-21.1-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-21.1&CDS=1-1392
672	OG0000672	YCL038C	augustus_masked-CP014501.1-processed-gene-42.126-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-42.126&CDS=1-1863
673	OG0000673	YCL043C	augustus_masked-CP014503.1-processed-gene-24.63-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-24.63&CDS=1-1548
674	OG0000674	YCL045C	augustus_masked-CP014501.1-processed-gene-45.100-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-45.100&CDS=1-2769
675	OG0000675	YCL047C	augustus_masked-CP014501.1-processed-gene-45.83-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-45.83&CDS=1-906
676	OG0000676	YCL052C	maker-CP014500.1-augustus-gene-22.56-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-22.56&CDS=1-1446
677	OG0000677	YCL054W	augustus_masked-CP014500.1-processed-gene-18.24-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-18.24&CDS=1-2538
678	OG0000678	YCL055W	augustus_masked-CP014501.1-processed-gene-44.27-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-44.27&CDS=1-1323
679	OG0000679	YCL057C-A	augustus_masked-CP014501.1-processed-gene-58.133-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-58.133&CDS=1-261
680	OG0000680	YCL057W	augustus_masked-CP014501.1-processed-gene-58.159-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-58.159&CDS=1-2304
681	OG0000681	YCL059C	augustus_masked-CP014502.1-processed-gene-14.48-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-14.48&CDS=1-1020
682	OG0000682	YCL061C	maker-CP014503.1-augustus-gene-48.107-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-48.107&CDS=1-3285
683	OG0000683	YCL074W	augustus_masked-CP014500.1-processed-gene-22.38-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-22.38&CDS=1-4530
684	OG0000684	YCR002C	augustus_masked-CP014503.1-processed-gene-45.35-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-45.35&CDS=1-1248
685	OG0000685	YCR003W	augustus_masked-CP014503.1-processed-gene-45.17-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-45.17&CDS=1-549
686	OG0000686	YCR008W	augustus_masked-CP014503.1-processed-gene-35.85-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-35.85&CDS=1-1743
687	OG0000687	YCR009C	augustus_masked-CP014501.1-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-7.99&CDS=1-786
688	OG0000688	YCR011C	augustus_masked-CP014502.1-processed-gene-5.99-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-5.99&CDS=1-3234
689	OG0000689	YCR012W	augustus_masked-CP014502.1-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-0.15&CDS=1-1248
690	OG0000690	YCR014C	maker-CP014502.1-augustus-gene-0.34-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-0.34&CDS=1-2244
691	OG0000691	YCR016W	augustus_masked-CP014502.1-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-0.22&CDS=1-681
692	OG0000692	YCR017C	augustus_masked-CP014501.1-processed-gene-54.92-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-54.92&CDS=1-2862
693	OG0000693	YCR019W	augustus_masked-CP014500.1-processed-gene-9.114-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-9.114&CDS=1-1083
694	OG0000694	YCR021C	augustus_masked-CP014502.1-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-1.138&CDS=1-981
695	OG0000695	YCR023C	augustus_masked-CP014501.1-processed-gene-57.53-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-57.53&CDS=1-1656
696	OG0000696	YCR024C	augustus_masked-CP014501.1-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-2.85&CDS=1-1440
697	OG0000697	YCR028C	augustus_masked-CP014503.1-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-1.76&CDS=1-1458
698	OG0000698	YCR028C-A	augustus_masked-CP014503.1-processed-gene-33.46-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-33.46&CDS=1-423
699	OG0000699	YCR030C	augustus_masked-CP014502.1-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-2.80&CDS=1-3405
700	OG0000700	YCR033W	maker-CP014501.1-augustus-gene-32.28-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-32.28&CDS=1-5967
701	OG0000701	YCR034W	augustus_masked-CP014501.1-processed-gene-32.49-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-32.49&CDS=1-1026
702	OG0000702	YCR035C	augustus_masked-CP014501.1-processed-gene-33.11-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-33.11&CDS=1-885
703	OG0000703	YCR036W	augustus_masked-CP014501.1-processed-gene-33.9-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-33.9&CDS=1-939
704	OG0000704	YCR042C	maker-CP014502.1-augustus-gene-14.16-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-14.16&CDS=1-4398
705	OG0000705	YCR044C	augustus_masked-CP014503.1-processed-gene-24.75-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-24.75&CDS=1-987
706	OG0000706	YCR046C	augustus_masked-CP014502.1-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-2.81&CDS=1-576
707	OG0000707	YCR047C	augustus_masked-CP014502.1-processed-gene-9.3-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-9.3&CDS=1-804
708	OG0000708	YCR051W	augustus_masked-CP014501.1-processed-gene-40.95-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-40.95&CDS=1-630
709	OG0000709	YCR053W	augustus_masked-CP014503.1-processed-gene-10.113-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-10.113&CDS=1-1545
710	OG0000710	YCR054C	augustus_masked-CP014502.1-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-1.118&CDS=1-1533
711	OG0000711	YCR057C	augustus_masked-CP014502.1-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-1.117&CDS=1-2820
712	OG0000712	YCR060W	augustus_masked-CP014502.1-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-1.115&CDS=1-1041
713	OG0000713	YCR061W	augustus_masked-CP014501.1-processed-gene-20.93-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-20.93&CDS=1-2004
714	OG0000714	YCR063W	augustus_masked-CP014502.1-processed-gene-21.120-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-21.120&CDS=1-441
715	OG0000715	YCR065W	genemark-CP014502.1-processed-gene-21.30-mRNA-1_1&gene=genemark-CP014502.1-processed-gene-21.30&CDS=1-3333
716	OG0000716	YCR068W	augustus_masked-CP014503.1-processed-gene-25.127-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-25.127&CDS=1-1956
717	OG0000717	YCR071C	augustus_masked-CP014503.1-processed-gene-27.130-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-27.130&CDS=1-480
718	OG0000718	YCR072C	augustus_masked-CP014502.1-processed-gene-21.108-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-21.108&CDS=1-1539
719	OG0000719	YCR075C	augustus_masked-CP014501.1-processed-gene-34.30-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-34.30&CDS=1-825
720	OG0000720	YCR077C	augustus_masked-CP014500.1-processed-gene-6.9-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-6.9&CDS=1-2676
721	OG0000721	YCR079W	snap_masked-CP014500.1-processed-gene-7.89-mRNA-1_1&gene=snap_masked-CP014500.1-processed-gene-7.89&CDS=1-1347
722	OG0000722	YCR081W	maker-CP014501.1-augustus-gene-34.53-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-34.53&CDS=1-4953
723	OG0000723	YCR084C	maker-CP014503.1-augustus-gene-42.133-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-42.133&CDS=1-1857
724	OG0000724	YCR087C-A	maker-CP014503.1-augustus-gene-0.78-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-0.78&CDS=1-471
725	OG0000725	YCR088W	augustus_masked-CP014503.1-processed-gene-32.85-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-32.85&CDS=1-2181
726	OG0000726	YCR090C	maker-CP014500.1-augustus-gene-0.69-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-0.69&CDS=1-480
727	OG0000727	YCR092C	augustus_masked-CP014502.1-processed-gene-16.7-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-16.7&CDS=1-3393
728	OG0000728	YCR093W	augustus_masked-CP014503.1-processed-gene-42.87-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-42.87&CDS=1-6648
729	OG0000729	YCR095C	augustus_masked-CP014503.1-processed-gene-29.8-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-29.8&CDS=1-660
730	OG0000730	YCR098C	augustus_masked-CP014503.1-processed-gene-33.39-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-33.39&CDS=1-1503
731	OG0000731	YDL001W	maker-CP014500.1-snap-gene-4.1-mRNA-1_1&gene=maker-CP014500.1-snap-gene-4.1&CDS=1-1392
732	OG0000732	YDL004W	maker-CP014503.1-snap-gene-44.52-mRNA-1_1&gene=maker-CP014503.1-snap-gene-44.52&CDS=1-498
733	OG0000733	YDL006W	genemark-CP014503.1-processed-gene-24.132-mRNA-1_1&gene=genemark-CP014503.1-processed-gene-24.132&CDS=1-1203
734	OG0000734	YDL007W	augustus_masked-CP014503.1-processed-gene-44.30-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-44.30&CDS=1-1326
735	OG0000735	YDL008W	maker-CP014500.1-snap-gene-3.56-mRNA-1_1&gene=maker-CP014500.1-snap-gene-3.56&CDS=1-297
736	OG0000736	YDL013W	snap_masked-CP014501.1-processed-gene-42.88-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-42.88&CDS=1-1260
737	OG0000737	YDL014W	augustus_masked-CP014503.1-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-1.53&CDS=1-981
738	OG0000738	YDL015C	augustus_masked-CP014501.1-processed-gene-52.137-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-52.137&CDS=1-984
739	OG0000739	YDL017W	augustus_masked-CP014500.1-processed-gene-24.2-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-24.2&CDS=1-2007
740	OG0000740	YDL020C	augustus_masked-CP014503.1-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-8.34&CDS=1-1437
741	OG0000741	YDL028C	augustus_masked-CP014500.1-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-3.1&CDS=1-2511
742	OG0000742	YDL029W	maker-CP014502.1-augustus-gene-8.42-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-8.42&CDS=1-1170
743	OG0000743	YDL030W	augustus_masked-CP014501.1-processed-gene-22.129-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-22.129&CDS=1-1854
744	OG0000744	YDL031W	augustus_masked-CP014501.1-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-14.21&CDS=1-2949
745	OG0000745	YDL033C	augustus_masked-CP014501.1-processed-gene-25.11-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-25.11&CDS=1-1422
746	OG0000746	YDL035C	augustus_masked-CP014500.1-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-2.90&CDS=1-1503
747	OG0000747	YDL040C	augustus_masked-CP014501.1-processed-gene-22.130-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-22.130&CDS=1-2592
748	OG0000748	YDL043C	augustus_masked-CP014501.1-processed-gene-18.26-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-18.26&CDS=1-687
749	OG0000749	YDL044C	augustus_masked-CP014501.1-processed-gene-18.28-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-18.28&CDS=1-1392
750	OG0000750	YDL045C	augustus_masked-CP014501.1-processed-gene-18.27-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-18.27&CDS=1-864
751	OG0000751	YDL045W-A	maker-CP014501.1-augustus-gene-27.45-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-27.45&CDS=1-270
752	OG0000752	YDL046W	augustus_masked-CP014501.1-processed-gene-57.62-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-57.62&CDS=1-543
753	OG0000753	YDL047W	snap_masked-CP014503.1-processed-gene-5.11-mRNA-1_1&gene=snap_masked-CP014503.1-processed-gene-5.11&CDS=1-1098
754	OG0000754	YDL051W	augustus_masked-CP014502.1-processed-gene-21.102-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-21.102&CDS=1-984
755	OG0000755	YDL052C	augustus_masked-CP014502.1-processed-gene-15.19-mRNA-1_1&gene=augustus_masked-CP014502.1-processed-gene-15.19&CDS=1-837
756	OG0000756	YDL054C	maker-CP014503.1-augustus-gene-38.15-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-38.15&CDS=1-1512
757	OG0000757	YDL055C	augustus_masked-CP014503.1-processed-gene-38.60-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-38.60&CDS=1-1089
758	OG0000758	YDL056W	augustus_masked-CP014501.1-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-1.59&CDS=1-2769
759	OG0000759	YDL057W	augustus_masked-CP014503.1-processed-gene-19.90-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-19.90&CDS=1-1773
760	OG0000760	YDL058W	maker-CP014500.1-augustus-gene-4.8-mRNA-1_1&gene=maker-CP014500.1-augustus-gene-4.8&CDS=1-4263
761	OG0000761	YDL060W	augustus_masked-CP014503.1-processed-gene-40.97-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-40.97&CDS=1-2349
762	OG0000762	YDL063C	augustus_masked-CP014503.1-processed-gene-28.44-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-28.44&CDS=1-2004
763	OG0000763	YDL064W	maker-CP014503.1-augustus-gene-39.63-mRNA-1_1&gene=maker-CP014503.1-augustus-gene-39.63&CDS=1-477
764	OG0000764	YDL065C	augustus_masked-CP014503.1-processed-gene-39.44-mRNA-1_1&gene=augustus_masked-CP014503.1-processed-gene-39.44&CDS=1-1038
765	OG0000765	YDL067C	snap_masked-CP014501.1-processed-gene-41.120-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-41.120&CDS=1-183
766	OG0000766	YDL072C	augustus_masked-CP014501.1-processed-gene-26.59-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-26.59&CDS=1-633
767	OG0000767	YDL074C	augustus_masked-CP014500.1-processed-gene-25.27-mRNA-1_1&gene=augustus_masked-CP014500.1-processed-gene-25.27&CDS=1-2178
768	OG0000768	YDL076C	augustus_masked-CP014501.1-processed-gene-23.112-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-23.112&CDS=1-2247
769	OG0000769	YDL077C	snap_masked-CP014501.1-processed-gene-26.20-mRNA-1_1&gene=snap_masked-CP014501.1-processed-gene-26.20&CDS=1-2850
770	OG0000770	YDL084W	maker-CP014501.1-augustus-gene-23.115-mRNA-1_1&gene=maker-CP014501.1-augustus-gene-23.115&CDS=1-1317
771	OG0000771	YDL086W	maker-CP014502.1-augustus-gene-13.82-mRNA-1_1&gene=maker-CP014502.1-augustus-gene-13.82&CDS=1-810
772	OG0000772	YDL087C	genemark-CP014501.1-processed-gene-10.122-mRNA-1_1&gene=genemark-CP014501.1-processed-gene-10.122&CDS=1-747
773	OG0000773	YDL089W	augustus_masked-CP014501.1-processed-gene-27.82-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-27.82&CDS=1-1149
774	OG0000774	YDL090C	augustus_masked-CP014501.1-processed-gene-28.30-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-28.30&CDS=1-1320
775	OG0000775	YDL091C	augustus_masked-CP014501.1-processed-gene-12.31-mRNA-1_1&gene=augustus_masked-CP014501.1-processed-gene-12.31&CDS=1-1860
