	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035044_Barnettozyma_californica
464	OG0000464	YBL023C	genemark-flattened_line_10-processed-gene-2.98-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.98&CDS=1-2556
465	OG0000465	YBL024W	genemark-flattened_line_26-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.43&CDS=1-2001
466	OG0000466	YBL025W	genemark-flattened_line_26-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.18&CDS=1-432
467	OG0000467	YBL029C-A	snap_masked-flattened_line_10-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.36&CDS=1-258
468	OG0000468	YBL029W	genemark-flattened_line_10-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.90&CDS=1-1029
469	OG0000469	YBL032W	genemark-flattened_line_52-processed-gene-0.170-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-0.170&CDS=1-975
470	OG0000470	YBL033C	genemark-flattened_line_4-processed-gene-6.18-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.18&CDS=1-963
471	OG0000471	YBL034C	snap_masked-flattened_line_20-processed-gene-2.281-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.281&CDS=1-4119
472	OG0000472	YBL035C	snap_masked-flattened_line_0-processed-gene-2.135-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.135&CDS=1-1968
473	OG0000473	YBL036C	genemark-flattened_line_0-processed-gene-2.13-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.13&CDS=1-780
474	OG0000474	YBL037W	genemark-flattened_line_0-processed-gene-2.35-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.35&CDS=1-2850
475	OG0000475	YBL038W	genemark-flattened_line_0-processed-gene-6.82-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.82&CDS=1-681
476	OG0000476	YBL039C	genemark-flattened_line_72-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.91&CDS=1-1725
477	OG0000477	YBL040C	genemark-flattened_line_66-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.59&CDS=1-639
478	OG0000478	YBL041W	genemark-flattened_line_20-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.82&CDS=1-720
479	OG0000479	YBL045C	genemark-flattened_line_8-processed-gene-4.74-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.74&CDS=1-1329
480	OG0000480	YBL047C	genemark-flattened_line_46-processed-gene-0.165-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.165&CDS=1-3954
481	OG0000481	YBL049W	genemark-flattened_line_12-processed-gene-3.86-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.86&CDS=1-369
482	OG0000482	YBL050W	genemark-flattened_line_46-processed-gene-0.166-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.166&CDS=1-876
483	OG0000483	YBL051C	genemark-flattened_line_8-processed-gene-4.25-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.25&CDS=1-2076
484	OG0000484	YBL052C	genemark-flattened_line_8-processed-gene-4.29-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.29&CDS=1-2454
485	OG0000485	YBL055C	genemark-flattened_line_2-processed-gene-5.54-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.54&CDS=1-1125
486	OG0000486	YBL057C	genemark-flattened_line_4-processed-gene-4.110-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.110&CDS=1-657
487	OG0000487	YBL058W	genemark-flattened_line_4-processed-gene-4.109-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.109&CDS=1-1152
488	OG0000488	YBL059C-A	genemark-flattened_line_4-processed-gene-4.106-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.106&CDS=1-303
489	OG0000489	YBL060W	genemark-flattened_line_16-processed-gene-1.60-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.60&CDS=1-1866
490	OG0000490	YBL061C	genemark-flattened_line_16-processed-gene-1.56-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.56&CDS=1-1800
491	OG0000491	YBL063W	genemark-flattened_line_16-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.81&CDS=1-3285
492	OG0000492	YBL064C	genemark-flattened_line_16-processed-gene-1.58-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.58&CDS=1-756
493	OG0000493	YBL066C	genemark-flattened_line_16-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.59&CDS=1-3105
494	OG0000494	YBL071W-A	snap_masked-flattened_line_26-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.117&CDS=1-216
495	OG0000495	YBL074C	genemark-flattened_line_26-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.3&CDS=1-1068
496	OG0000496	YBL076C	genemark-flattened_line_26-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.28&CDS=1-3222
497	OG0000497	YBL078C	genemark-flattened_line_26-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.27&CDS=1-384
498	OG0000498	YBL079W	genemark-flattened_line_10-processed-gene-4.168-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.168&CDS=1-3996
499	OG0000499	YBL080C	genemark-flattened_line_50-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.103&CDS=1-1530
500	OG0000500	YBL082C	genemark-flattened_line_10-processed-gene-4.171-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.171&CDS=1-1389
501	OG0000501	YBL084C	genemark-flattened_line_10-processed-gene-4.172-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.172&CDS=1-1980
502	OG0000502	YBL086C	genemark-flattened_line_10-processed-gene-4.147-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.147&CDS=1-993
503	OG0000503	YBL088C	genemark-flattened_line_10-processed-gene-4.149-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.149&CDS=1-8325
504	OG0000504	YBL090W	genemark-flattened_line_10-processed-gene-4.181-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.181&CDS=1-519
505	OG0000505	YBL091C	genemark-flattened_line_10-processed-gene-4.150-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.150&CDS=1-1866
506	OG0000506	YBL092W	genemark-flattened_line_10-processed-gene-4.182-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.182&CDS=1-393
507	OG0000507	YBL093C	genemark-flattened_line_10-processed-gene-4.151-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.151&CDS=1-483
508	OG0000508	YBL095W	genemark-flattened_line_30-processed-gene-1.274-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.274&CDS=1-657
509	OG0000509	YBL097W	snap_masked-flattened_line_12-processed-gene-3.114-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.114&CDS=1-2076
510	OG0000510	YBL099W	genemark-flattened_line_4-processed-gene-1.12-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.12&CDS=1-1644
511	OG0000511	YBL102W	genemark-flattened_line_60-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.28&CDS=1-627
512	OG0000512	YBL104C	genemark-flattened_line_22-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.86&CDS=1-2721
513	OG0000513	YBL105C	maker-flattened_line_22-snap-gene-1.3-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-1.3&CDS=1-2220
514	OG0000514	YBL107C	genemark-flattened_line_60-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.29&CDS=1-555
515	OG0000515	YBR003W	augustus_masked-flattened_line_2-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.51&CDS=1-2226
516	OG0000516	YBR004C	genemark-flattened_line_80-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.64&CDS=1-1119
517	OG0000517	YBR006W	genemark-flattened_line_80-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.65&CDS=1-1473
518	OG0000518	YBR011C	snap_masked-flattened_line_34-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.125&CDS=1-861
519	OG0000519	YBR017C	genemark-flattened_line_36-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.26&CDS=1-2682
520	OG0000520	YBR022W	genemark-flattened_line_16-processed-gene-3.55-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.55&CDS=1-513
521	OG0000521	YBR023C	genemark-flattened_line_12-processed-gene-4.63-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-4.63&CDS=1-3489
522	OG0000522	YBR025C	genemark-flattened_line_2-processed-gene-4.91-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.91&CDS=1-1182
523	OG0000523	YBR029C	genemark-flattened_line_14-processed-gene-1.64-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.64&CDS=1-1275
524	OG0000524	YBR030W	genemark-flattened_line_34-processed-gene-1.109-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.109&CDS=1-1854
525	OG0000525	YBR034C	maker-flattened_line_34-augustus-gene-1.80-mRNA-1_1&gene=maker-flattened_line_34-augustus-gene-1.80&CDS=1-2565
526	OG0000526	YBR035C	genemark-flattened_line_46-processed-gene-0.183-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.183&CDS=1-669
527	OG0000527	YBR037C	genemark-flattened_line_2-processed-gene-4.68-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.68&CDS=1-861
528	OG0000528	YBR038W	genemark-flattened_line_2-processed-gene-4.90-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-4.90&CDS=1-3045
529	OG0000529	YBR039W	genemark-flattened_line_10-processed-gene-1.69-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.69&CDS=1-873
530	OG0000530	YBR040W	augustus_masked-flattened_line_10-processed-gene-1.142-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.142&CDS=1-765
531	OG0000531	YBR041W	augustus_masked-flattened_line_10-processed-gene-1.144-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.144&CDS=1-2289
532	OG0000532	YBR042C	genemark-flattened_line_10-processed-gene-1.71-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.71&CDS=1-1206
533	OG0000533	YBR043C	genemark-flattened_line_10-processed-gene-1.95-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.95&CDS=1-1833
534	OG0000534	YBR045C	augustus_masked-flattened_line_10-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.129&CDS=1-1887
535	OG0000535	YBR046C	genemark-flattened_line_26-processed-gene-1.38-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.38&CDS=1-1020
536	OG0000536	YBR047W	genemark-flattened_line_12-processed-gene-3.63-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.63&CDS=1-441
537	OG0000537	YBR053C	genemark-flattened_line_2-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.6&CDS=1-972
538	OG0000538	YBR055C	genemark-flattened_line_72-processed-gene-0.78-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.78&CDS=1-2637
539	OG0000539	YBR056W	genemark-flattened_line_0-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.27&CDS=1-1503
540	OG0000540	YBR057C	genemark-flattened_line_26-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.14&CDS=1-726
541	OG0000541	YBR058C	genemark-flattened_line_26-processed-gene-1.39-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.39&CDS=1-2214
542	OG0000542	YBR058C-A	genemark-flattened_line_6-processed-gene-4.239-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.239&CDS=1-309
543	OG0000543	YBR060C	augustus_masked-flattened_line_6-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.122&CDS=1-2106
544	OG0000544	YBR061C	genemark-flattened_line_6-processed-gene-4.232-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.232&CDS=1-903
545	OG0000545	YBR065C	genemark-flattened_line_6-processed-gene-4.200-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.200&CDS=1-759
546	OG0000546	YBR070C	genemark-flattened_line_10-processed-gene-3.69-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.69&CDS=1-657
547	OG0000547	YBR073W	augustus_masked-flattened_line_46-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.97&CDS=1-2559
548	OG0000548	YBR074W	genemark-flattened_line_18-processed-gene-0.132-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.132&CDS=1-2979
549	OG0000549	YBR076W	snap_masked-flattened_line_6-processed-gene-4.20-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-4.20&CDS=1-1125
550	OG0000550	YBR079C	genemark-flattened_line_10-processed-gene-1.56-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.56&CDS=1-2745
551	OG0000551	YBR080C	maker-flattened_line_10-augustus-gene-0.92-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-0.92&CDS=1-2781
552	OG0000552	YBR081C	genemark-flattened_line_6-processed-gene-3.120-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.120&CDS=1-3024
553	OG0000553	YBR083W	genemark-flattened_line_10-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.41&CDS=1-1977
554	OG0000554	YBR085C-A	snap_masked-flattened_line_10-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.108&CDS=1-246
555	OG0000555	YBR086C	genemark-flattened_line_0-processed-gene-2.17-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.17&CDS=1-2778
556	OG0000556	YBR087W	genemark-flattened_line_0-processed-gene-6.62-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.62&CDS=1-1041
557	OG0000557	YBR088C	genemark-flattened_line_0-processed-gene-6.77-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.77&CDS=1-774
558	OG0000558	YBR091C	genemark-flattened_line_0-processed-gene-6.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.76&CDS=1-291
559	OG0000559	YBR094W	genemark-flattened_line_0-processed-gene-6.96-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.96&CDS=1-2199
560	OG0000560	YBR095C	genemark-flattened_line_0-processed-gene-6.97-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.97&CDS=1-1134
561	OG0000561	YBR096W	genemark-flattened_line_8-processed-gene-2.105-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.105&CDS=1-666
562	OG0000562	YBR097W	genemark-flattened_line_10-processed-gene-3.86-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.86&CDS=1-4974
563	OG0000563	YBR101C	genemark-flattened_line_0-processed-gene-5.72-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.72&CDS=1-840
564	OG0000564	YBR102C	genemark-flattened_line_0-processed-gene-5.73-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.73&CDS=1-2133
565	OG0000565	YBR103W	genemark-flattened_line_0-processed-gene-5.60-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.60&CDS=1-1515
566	OG0000566	YBR105C	genemark-flattened_line_14-processed-gene-1.57-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.57&CDS=1-900
567	OG0000567	YBR106W	genemark-flattened_line_28-processed-gene-1.14-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.14&CDS=1-573
568	OG0000568	YBR109C	augustus_masked-flattened_line_60-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.59&CDS=1-444
569	OG0000569	YBR110W	genemark-flattened_line_60-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.34&CDS=1-1311
570	OG0000570	YBR111C	augustus_masked-flattened_line_60-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.54&CDS=1-660
571	OG0000571	YBR111W-A	snap_masked-flattened_line_60-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.133&CDS=1-282
572	OG0000572	YBR112C	augustus_masked-flattened_line_60-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.53&CDS=1-2211
573	OG0000573	YBR114W	genemark-flattened_line_0-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.36&CDS=1-2553
574	OG0000574	YBR115C	genemark-flattened_line_0-processed-gene-1.9-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.9&CDS=1-4182
575	OG0000575	YBR120C	genemark-flattened_line_0-processed-gene-8.80-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.80&CDS=1-426
576	OG0000576	YBR121C	maker-flattened_line_14-snap-gene-3.278-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-3.278&CDS=1-2505
577	OG0000577	YBR122C	genemark-flattened_line_14-processed-gene-3.115-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.115&CDS=1-495
578	OG0000578	YBR123C	genemark-flattened_line_14-processed-gene-3.114-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.114&CDS=1-1539
579	OG0000579	YBR125C	augustus_masked-flattened_line_42-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.109&CDS=1-987
580	OG0000580	YBR126C	genemark-flattened_line_14-processed-gene-3.158-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.158&CDS=1-1416
581	OG0000581	YBR127C	genemark-flattened_line_42-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.12&CDS=1-1530
582	OG0000582	YBR132C	genemark-flattened_line_8-processed-gene-1.5-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.5&CDS=1-1764
583	OG0000583	YBR133C	genemark-flattened_line_8-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.65&CDS=1-1956
584	OG0000584	YBR136W	augustus_masked-flattened_line_8-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.121&CDS=1-7038
585	OG0000585	YBR138C	augustus_masked-flattened_line_0-processed-gene-3.43-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.43&CDS=1-1026
586	OG0000586	YBR141C	genemark-flattened_line_14-processed-gene-2.82-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.82&CDS=1-936
587	OG0000587	YBR142W	snap_masked-flattened_line_14-processed-gene-2.39-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-2.39&CDS=1-2280
588	OG0000588	YBR143C	genemark-flattened_line_14-processed-gene-2.81-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.81&CDS=1-1305
589	OG0000589	YBR146W	snap_masked-flattened_line_2-processed-gene-2.1-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.1&CDS=1-795
590	OG0000590	YBR149W	genemark-flattened_line_16-processed-gene-3.60-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-3.60&CDS=1-951
591	OG0000591	YBR151W	genemark-flattened_line_6-processed-gene-2.73-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.73&CDS=1-885
592	OG0000592	YBR153W	genemark-flattened_line_2-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.29&CDS=1-783
593	OG0000593	YBR154C	genemark-flattened_line_2-processed-gene-2.116-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.116&CDS=1-645
594	OG0000594	YBR155W	genemark-flattened_line_12-processed-gene-1.127-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.127&CDS=1-1140
595	OG0000595	YBR156C	genemark-flattened_line_12-processed-gene-1.146-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.146&CDS=1-2736
596	OG0000596	YBR158W	genemark-flattened_line_0-processed-gene-3.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-3.76&CDS=1-1608
597	OG0000597	YBR160W	maker-flattened_line_24-snap-gene-0.151-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.151&CDS=1-1977
598	OG0000598	YBR162C	genemark-flattened_line_0-processed-gene-8.76-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.76&CDS=1-1359
599	OG0000599	YBR162W-A	maker-flattened_line_0-snap-gene-8.98-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-8.98&CDS=1-180
600	OG0000600	YBR163W	augustus_masked-flattened_line_4-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.36&CDS=1-1482
601	OG0000601	YBR164C	genemark-flattened_line_42-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.16&CDS=1-552
602	OG0000602	YBR166C	genemark-flattened_line_42-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.15&CDS=1-1323
603	OG0000603	YBR167C	genemark-flattened_line_2-processed-gene-6.74-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.74&CDS=1-414
604	OG0000604	YBR171W	snap_masked-flattened_line_28-processed-gene-1.272-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.272&CDS=1-627
605	OG0000605	YBR173C	genemark-flattened_line_28-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.8&CDS=1-432
606	OG0000606	YBR175W	genemark-flattened_line_28-processed-gene-1.49-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.49&CDS=1-918
607	OG0000607	YBR176W	genemark-flattened_line_16-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.82&CDS=1-948
