	OrthologID	Ambrosiozyma_monospora	Saccharomyces_cerevisiae
171	OG0000171	-processed-gene-0.86-mRNA-1_1&gene=genemark-gi|1002318510|dbj|BCIP01000051.1|-processed-gene-0.86&CDS=1-2793	YBL067C, YER098W
172	OG0000172	-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-gi|1002318510|dbj|BCIP01000051.1|-processed-gene-0.71&CDS=1-381, -processed-gene-2.106-mRNA-1_1&gene=augustus_masked-gi|1002318559|dbj|BCIP01000002.1|-processed-gene-2.106&CDS=1-321	YBL001C
173	OG0000173	-processed-gene-0.113-mRNA-1_1&gene=genemark-gi|1002318511|dbj|BCIP01000050.1|-processed-gene-0.113&CDS=1-960, -processed-gene-1.82-mRNA-1_1&gene=augustus_masked-gi|1002318528|dbj|BCIP01000033.1|-processed-gene-1.82&CDS=1-897	YBR176W
174	OG0000174	-processed-gene-0.92-mRNA-1_1&gene=genemark-gi|1002318511|dbj|BCIP01000050.1|-processed-gene-0.92&CDS=1-939	YCR073W-A, YNR034W
175	OG0000175	-processed-gene-0.97-mRNA-1_1&gene=genemark-gi|1002318511|dbj|BCIP01000050.1|-processed-gene-0.97&CDS=1-513	YGR131W, YPR149W
176	OG0000176	-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-gi|1002318512|dbj|BCIP01000049.1|-processed-gene-0.76&CDS=1-1833	YDR358W, YHR108W
177	OG0000177	-processed-gene-0.11-mRNA-1_1&gene=genemark-gi|1002318559|dbj|BCIP01000002.1|-processed-gene-0.11&CDS=1-801, -processed-gene-0.126-mRNA-1_1&gene=genemark-gi|1002318512|dbj|BCIP01000049.1|-processed-gene-0.126&CDS=1-1020	YHR134W
178	OG0000178	-processed-gene-0.127-mRNA-1_1&gene=genemark-gi|1002318512|dbj|BCIP01000049.1|-processed-gene-0.127&CDS=1-1017, -processed-gene-0.27-mRNA-1_1&gene=augustus_masked-gi|1002318546|dbj|BCIP01000015.1|-processed-gene-0.27&CDS=1-930	YNR003C
179	OG0000179	-processed-gene-0.40-mRNA-1_1&gene=snap_masked-gi|1002318512|dbj|BCIP01000049.1|-processed-gene-0.40&CDS=1-435	YER074W, YIL069C
180	OG0000180	-processed-gene-0.72-mRNA-1_1&gene=genemark-gi|1002318513|dbj|BCIP01000048.1|-processed-gene-0.72&CDS=1-2700	YJR054W, YML047C
181	OG0000181	-processed-gene-0.95-mRNA-1_1&gene=genemark-gi|1002318513|dbj|BCIP01000048.1|-processed-gene-0.95&CDS=1-2820	YHR131C, YNL144C
182	OG0000182	-processed-gene-0.98-mRNA-1_1&gene=genemark-gi|1002318513|dbj|BCIP01000048.1|-processed-gene-0.98&CDS=1-2298	YDR505C, YLR177W
183	OG0000183	-processed-gene-0.100-mRNA-1_1&gene=genemark-gi|1002318513|dbj|BCIP01000048.1|-processed-gene-0.100&CDS=1-1602, -processed-gene-0.13-mRNA-1_1&gene=genemark-gi|1002318537|dbj|BCIP01000024.1|-processed-gene-0.13&CDS=1-1602	YJR152W
184	OG0000184	-processed-gene-0.6-mRNA-1_1&gene=genemark-gi|1002318538|dbj|BCIP01000023.1|-processed-gene-0.6&CDS=1-927, -processed-gene-0.91-mRNA-1_1&gene=genemark-gi|1002318514|dbj|BCIP01000047.1|-processed-gene-0.91&CDS=1-930	YHR142W
185	OG0000185	-processed-gene-0.100-mRNA-1_1&gene=genemark-gi|1002318514|dbj|BCIP01000047.1|-processed-gene-0.100&CDS=1-2403	YGL139W, YPL221W
186	OG0000186	-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-gi|1002318514|dbj|BCIP01000047.1|-processed-gene-0.59&CDS=1-3441	YAL056W, YOR371C
187	OG0000187	-processed-gene-0.124-mRNA-1_1&gene=genemark-gi|1002318514|dbj|BCIP01000047.1|-processed-gene-0.124&CDS=1-612, -processed-gene-0.127-mRNA-1_1&gene=genemark-gi|1002318514|dbj|BCIP01000047.1|-processed-gene-0.127&CDS=1-2094	YDR143C
188	OG0000188	-processed-gene-0.110-mRNA-1_1&gene=genemark-gi|1002318514|dbj|BCIP01000047.1|-processed-gene-0.110&CDS=1-3225, -processed-gene-3.36-mRNA-1_1&gene=augustus_masked-gi|1002318539|dbj|BCIP01000022.1|-processed-gene-3.36&CDS=1-2322	YNR067C
189	OG0000189	-processed-gene-0.8-mRNA-1_1&gene=snap_masked-gi|1002318515|dbj|BCIP01000046.1|-processed-gene-0.8&CDS=1-933, -processed-gene-0.9-mRNA-1_1&gene=snap_masked-gi|1002318515|dbj|BCIP01000046.1|-processed-gene-0.9&CDS=1-702	YEL072W
190	OG0000190	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|1002318515|dbj|BCIP01000046.1|-processed-gene-0.38&CDS=1-1476	YDR300C, YHR033W
191	OG0000191	-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-gi|1002318515|dbj|BCIP01000046.1|-processed-gene-0.60&CDS=1-732	YDR066C, YER139C
192	OG0000192	-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-gi|1002318516|dbj|BCIP01000045.1|-processed-gene-0.73&CDS=1-591	YDL082W, YMR142C
193	OG0000193	-processed-gene-0.27-mRNA-1_1&gene=genemark-gi|1002318517|dbj|BCIP01000044.1|-processed-gene-0.27&CDS=1-639, -processed-gene-0.39-mRNA-1_1&gene=genemark-gi|1002318551|dbj|BCIP01000010.1|-processed-gene-0.39&CDS=1-627	YIR032C
194	OG0000194	-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-gi|1002318517|dbj|BCIP01000044.1|-processed-gene-0.150&CDS=1-699, -processed-gene-6.56-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-6.56&CDS=1-699	YGR152C
195	OG0000195	-processed-gene-0.125-mRNA-1_1&gene=genemark-gi|1002318518|dbj|BCIP01000043.1|-processed-gene-0.125&CDS=1-1395	YGL082W, YPL191C
196	OG0000196	-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-gi|1002318519|dbj|BCIP01000042.1|-processed-gene-0.65&CDS=1-2175, -processed-gene-1.39-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-1.39&CDS=1-702	YMR134W
197	OG0000197	-snap-gene-0.158-mRNA-1_1&gene=maker-gi|1002318519|dbj|BCIP01000042.1|-snap-gene-0.158&CDS=1-2499	YGR241C, YHR161C
198	OG0000198	-processed-gene-0.93-mRNA-1_1&gene=genemark-gi|1002318520|dbj|BCIP01000041.1|-processed-gene-0.93&CDS=1-1257, -processed-gene-6.83-mRNA-1_1&gene=snap_masked-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-6.83&CDS=1-1446	YLR149C
199	OG0000199	-augustus-gene-0.141-mRNA-1_1&gene=maker-gi|1002318520|dbj|BCIP01000041.1|-augustus-gene-0.141&CDS=1-2721	YGR010W, YLR328W
200	OG0000200	-processed-gene-0.95-mRNA-1_1&gene=genemark-gi|1002318520|dbj|BCIP01000041.1|-processed-gene-0.95&CDS=1-549	YLR456W, YPR172W
201	OG0000201	-processed-gene-0.111-mRNA-1_1&gene=genemark-gi|1002318520|dbj|BCIP01000041.1|-processed-gene-0.111&CDS=1-1176, -processed-gene-4.82-mRNA-1_1&gene=genemark-gi|1002318544|dbj|BCIP01000017.1|-processed-gene-4.82&CDS=1-1176	YGR234W
202	OG0000202	-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-gi|1002318521|dbj|BCIP01000040.1|-processed-gene-0.17&CDS=1-837	YBR278W, YJL065C
203	OG0000203	-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-gi|1002318521|dbj|BCIP01000040.1|-processed-gene-0.19&CDS=1-954, -processed-gene-1.58-mRNA-1_1&gene=genemark-gi|1002318529|dbj|BCIP01000032.1|-processed-gene-1.58&CDS=1-954	YJR070C
204	OG0000204	-processed-gene-0.149-mRNA-1_1&gene=genemark-gi|1002318521|dbj|BCIP01000040.1|-processed-gene-0.149&CDS=1-369, -processed-gene-1.34-mRNA-1_1&gene=genemark-gi|1002318529|dbj|BCIP01000032.1|-processed-gene-1.34&CDS=1-369	YJR063W
205	OG0000205	-processed-gene-0.95-mRNA-1_1&gene=snap_masked-gi|1002318521|dbj|BCIP01000040.1|-processed-gene-0.95&CDS=1-1998, -processed-gene-1.91-mRNA-1_1&gene=snap_masked-gi|1002318529|dbj|BCIP01000032.1|-processed-gene-1.91&CDS=1-1998	YHR207C
206	OG0000206	-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-gi|1002318521|dbj|BCIP01000040.1|-processed-gene-0.44&CDS=1-1542, -processed-gene-1.140-mRNA-1_1&gene=augustus_masked-gi|1002318529|dbj|BCIP01000032.1|-processed-gene-1.140&CDS=1-3723	YLR240W
207	OG0000207	-snap-gene-0.163-mRNA-1_1&gene=maker-gi|1002318522|dbj|BCIP01000039.1|-snap-gene-0.163&CDS=1-2226, -snap-gene-7.191-mRNA-1_1&gene=maker-gi|1002318556|dbj|BCIP01000005.1|-snap-gene-7.191&CDS=1-2163	YLR130C
208	OG0000208	-processed-gene-0.158-mRNA-1_1&gene=genemark-gi|1002318522|dbj|BCIP01000039.1|-processed-gene-0.158&CDS=1-312	YCL035C, YDR513W
209	OG0000209	-processed-gene-7.35-mRNA-1_1&gene=genemark-gi|1002318555|dbj|BCIP01000006.1|-processed-gene-7.35&CDS=1-1086, -snap-gene-0.192-mRNA-1_1&gene=maker-gi|1002318523|dbj|BCIP01000038.1|-snap-gene-0.192&CDS=1-1158	YPR025C
210	OG0000210	-processed-gene-0.10-mRNA-1_1&gene=genemark-gi|1002318523|dbj|BCIP01000038.1|-processed-gene-0.10&CDS=1-1032, -processed-gene-0.6-mRNA-1_1&gene=genemark-gi|1002318544|dbj|BCIP01000017.1|-processed-gene-0.6&CDS=1-1032	YBR046C
211	OG0000211	-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-gi|1002318523|dbj|BCIP01000038.1|-processed-gene-0.140&CDS=1-483	YER057C, YIL051C
212	OG0000212	-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-gi|1002318523|dbj|BCIP01000038.1|-processed-gene-0.141&CDS=1-333	YER056C-A, YIL052C
213	OG0000213	-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-gi|1002318523|dbj|BCIP01000038.1|-processed-gene-0.143&CDS=1-2676	YER059W, YIL050W
214	OG0000214	-processed-gene-0.66-mRNA-1_1&gene=genemark-gi|1002318524|dbj|BCIP01000037.1|-processed-gene-0.66&CDS=1-630, -processed-gene-6.121-mRNA-1_1&gene=genemark-gi|1002318553|dbj|BCIP01000008.1|-processed-gene-6.121&CDS=1-717	YKL195W
215	OG0000215	-processed-gene-0.69-mRNA-1_1&gene=genemark-gi|1002318524|dbj|BCIP01000037.1|-processed-gene-0.69&CDS=1-1482	YBR241C, YGL104C
216	OG0000216	-processed-gene-1.86-mRNA-1_1&gene=genemark-gi|1002318524|dbj|BCIP01000037.1|-processed-gene-1.86&CDS=1-528	YBR244W, YIR037W
217	OG0000217	-processed-gene-1.35-mRNA-1_1&gene=augustus_masked-gi|1002318524|dbj|BCIP01000037.1|-processed-gene-1.35&CDS=1-441	YBR082C, YDR059C
218	OG0000218	-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-gi|1002318524|dbj|BCIP01000037.1|-processed-gene-1.16&CDS=1-987, -snap-gene-3.2-mRNA-1_1&gene=maker-gi|1002318545|dbj|BCIP01000016.1|-snap-gene-3.2&CDS=1-3141	YIL124W
219	OG0000219	-processed-gene-1.124-mRNA-1_1&gene=genemark-gi|1002318524|dbj|BCIP01000037.1|-processed-gene-1.124&CDS=1-1905, -processed-gene-2.45-mRNA-1_1&gene=genemark-gi|1002318534|dbj|BCIP01000027.1|-processed-gene-2.45&CDS=1-1905	YKL029C
220	OG0000220	-processed-gene-1.13-mRNA-1_1&gene=genemark-gi|1002318526|dbj|BCIP01000035.1|-processed-gene-1.13&CDS=1-1356, -snap-gene-1.110-mRNA-1_1&gene=maker-gi|1002318526|dbj|BCIP01000035.1|-snap-gene-1.110&CDS=1-1071	YOR166C
221	OG0000221	-processed-gene-1.53-mRNA-1_1&gene=snap_masked-gi|1002318526|dbj|BCIP01000035.1|-processed-gene-1.53&CDS=1-2121	YMR172W, YOL116W
222	OG0000222	-processed-gene-1.23-mRNA-1_1&gene=genemark-gi|1002318526|dbj|BCIP01000035.1|-processed-gene-1.23&CDS=1-1563, -processed-gene-1.65-mRNA-1_1&gene=augustus_masked-gi|1002318559|dbj|BCIP01000002.1|-processed-gene-1.65&CDS=1-1587	YBR286W
223	OG0000223	-processed-gene-1.71-mRNA-1_1&gene=snap_masked-gi|1002318527|dbj|BCIP01000034.1|-processed-gene-1.71&CDS=1-3678, -processed-gene-6.172-mRNA-1_1&gene=genemark-gi|1002318553|dbj|BCIP01000008.1|-processed-gene-6.172&CDS=1-3186	YDR325W
224	OG0000224	-processed-gene-1.18-mRNA-1_1&gene=genemark-gi|1002318527|dbj|BCIP01000034.1|-processed-gene-1.18&CDS=1-2313	YDR264C, YOR034C
225	OG0000225	-processed-gene-0.66-mRNA-1_1&gene=genemark-gi|1002318528|dbj|BCIP01000033.1|-processed-gene-0.66&CDS=1-1731, -processed-gene-1.96-mRNA-1_1&gene=genemark-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-1.96&CDS=1-1737	YBR180W
226	OG0000226	-processed-gene-1.12-mRNA-1_1&gene=snap_masked-gi|1002318528|dbj|BCIP01000033.1|-processed-gene-1.12&CDS=1-4263, -processed-gene-5.115-mRNA-1_1&gene=augustus_masked-gi|1002318543|dbj|BCIP01000018.1|-processed-gene-5.115&CDS=1-714	YOL051W
227	OG0000227	-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-gi|1002318528|dbj|BCIP01000033.1|-processed-gene-1.62&CDS=1-1020, -processed-gene-4.70-mRNA-1_1&gene=augustus_masked-gi|1002318542|dbj|BCIP01000019.1|-processed-gene-4.70&CDS=1-1341	YLR414C
228	OG0000228	-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-gi|1002318539|dbj|BCIP01000022.1|-processed-gene-0.37&CDS=1-552, -processed-gene-1.67-mRNA-1_1&gene=augustus_masked-gi|1002318528|dbj|BCIP01000033.1|-processed-gene-1.67&CDS=1-552	YDL217C
229	OG0000229	-processed-gene-0.21-mRNA-1_1&gene=genemark-gi|1002318539|dbj|BCIP01000022.1|-processed-gene-0.21&CDS=1-1077, -processed-gene-1.135-mRNA-1_1&gene=genemark-gi|1002318528|dbj|BCIP01000033.1|-processed-gene-1.135&CDS=1-1077	YNL191W
230	OG0000230	-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-gi|1002318539|dbj|BCIP01000022.1|-processed-gene-0.49&CDS=1-480, -processed-gene-1.89-mRNA-1_1&gene=augustus_masked-gi|1002318528|dbj|BCIP01000033.1|-processed-gene-1.89&CDS=1-480	YDL219W
231	OG0000231	-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-gi|1002318539|dbj|BCIP01000022.1|-processed-gene-0.39&CDS=1-1617, -processed-gene-1.69-mRNA-1_1&gene=augustus_masked-gi|1002318528|dbj|BCIP01000033.1|-processed-gene-1.69&CDS=1-1617	YNL189W
232	OG0000232	-processed-gene-0.25-mRNA-1_1&gene=genemark-gi|1002318529|dbj|BCIP01000032.1|-processed-gene-0.25&CDS=1-771, -processed-gene-4.60-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-4.60&CDS=1-768	YOL154W
233	OG0000233	-processed-gene-0.25-mRNA-1_1&gene=genemark-gi|1002318530|dbj|BCIP01000031.1|-processed-gene-0.25&CDS=1-471	YEL034W, YJR047C
234	OG0000234	-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-gi|1002318530|dbj|BCIP01000031.1|-processed-gene-0.51&CDS=1-786	YHR203C, YJR145C
235	OG0000235	-processed-gene-3.1-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-3.1&CDS=1-951, -snap-gene-0.4-mRNA-1_1&gene=maker-gi|1002318530|dbj|BCIP01000031.1|-snap-gene-0.4&CDS=1-1845	YJR142W
236	OG0000236	-processed-gene-1.158-mRNA-1_1&gene=genemark-gi|1002318530|dbj|BCIP01000031.1|-processed-gene-1.158&CDS=1-1113, -processed-gene-2.71-mRNA-1_1&gene=genemark-gi|1002318548|dbj|BCIP01000013.1|-processed-gene-2.71&CDS=1-3945	YPL115C
237	OG0000237	-processed-gene-1.131-mRNA-1_1&gene=genemark-gi|1002318530|dbj|BCIP01000031.1|-processed-gene-1.131&CDS=1-537	YKL141W, YMR118C
238	OG0000238	-processed-gene-1.165-mRNA-1_1&gene=genemark-gi|1002318530|dbj|BCIP01000031.1|-processed-gene-1.165&CDS=1-1731	YJR130C, YML082W
239	OG0000239	-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-gi|1002318530|dbj|BCIP01000031.1|-processed-gene-1.79&CDS=1-1296	YJL110C, YKR034W
240	OG0000240	-processed-gene-1.150-mRNA-1_1&gene=genemark-gi|1002318530|dbj|BCIP01000031.1|-processed-gene-1.150&CDS=1-1380	YJL134W, YKR053C
241	OG0000241	-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-gi|1002318530|dbj|BCIP01000031.1|-processed-gene-1.120&CDS=1-1518, -processed-gene-2.39-mRNA-1_1&gene=genemark-gi|1002318535|dbj|BCIP01000026.1|-processed-gene-2.39&CDS=1-1335	YPR125W
242	OG0000242	-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-gi|1002318531|dbj|BCIP01000030.1|-processed-gene-0.42&CDS=1-249, -processed-gene-2.1-mRNA-1_1&gene=genemark-gi|1002318541|dbj|BCIP01000020.1|-processed-gene-2.1&CDS=1-390	YNL208W
243	OG0000243	-processed-gene-0.18-mRNA-1_1&gene=genemark-gi|1002318531|dbj|BCIP01000030.1|-processed-gene-0.18&CDS=1-1974, -processed-gene-6.136-mRNA-1_1&gene=genemark-gi|1002318552|dbj|BCIP01000009.1|-processed-gene-6.136&CDS=1-1782	YBR293W
244	OG0000244	-processed-gene-1.19-mRNA-1_1&gene=genemark-gi|1002318533|dbj|BCIP01000028.1|-processed-gene-1.19&CDS=1-1599, -processed-gene-1.61-mRNA-1_1&gene=genemark-gi|1002318532|dbj|BCIP01000029.1|-processed-gene-1.61&CDS=1-1683	YGL077C
245	OG0000245	-augustus-gene-1.0-mRNA-1_1&gene=maker-gi|1002318533|dbj|BCIP01000028.1|-augustus-gene-1.0&CDS=1-4542	YDR272W, YOR040W
246	OG0000246	-processed-gene-2.14-mRNA-1_1&gene=genemark-gi|1002318533|dbj|BCIP01000028.1|-processed-gene-2.14&CDS=1-1866, -processed-gene-6.120-mRNA-1_1&gene=genemark-gi|1002318550|dbj|BCIP01000011.1|-processed-gene-6.120&CDS=1-1824	YKR093W
247	OG0000247	-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-gi|1002318533|dbj|BCIP01000028.1|-processed-gene-2.82&CDS=1-999, -processed-gene-7.119-mRNA-1_1&gene=genemark-gi|1002318554|dbj|BCIP01000007.1|-processed-gene-7.119&CDS=1-1059	YOR130C
248	OG0000248	-processed-gene-2.28-mRNA-1_1&gene=genemark-gi|1002318533|dbj|BCIP01000028.1|-processed-gene-2.28&CDS=1-1260	YOR237W, YPL145C
249	OG0000249	-processed-gene-2.52-mRNA-1_1&gene=genemark-gi|1002318533|dbj|BCIP01000028.1|-processed-gene-2.52&CDS=1-4872	YCR073C, YNR031C
250	OG0000250	-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-gi|1002318534|dbj|BCIP01000027.1|-processed-gene-0.22&CDS=1-849	YIL114C, YNL055C
251	OG0000251	-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-gi|1002318534|dbj|BCIP01000027.1|-processed-gene-0.14&CDS=1-1482	YGR121C, YPR138C
252	OG0000252	-processed-gene-1.67-mRNA-1_1&gene=genemark-gi|1002318534|dbj|BCIP01000027.1|-processed-gene-1.67&CDS=1-1173	YDL222C, YNL194C
253	OG0000253	-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-gi|1002318534|dbj|BCIP01000027.1|-processed-gene-1.52&CDS=1-1446	YGR108W, YPR119W
254	OG0000254	-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-gi|1002318534|dbj|BCIP01000027.1|-processed-gene-1.54&CDS=1-1446	YNL108C, YOR110W
255	OG0000255	-snap-gene-2.4-mRNA-1_1&gene=maker-gi|1002318534|dbj|BCIP01000027.1|-snap-gene-2.4&CDS=1-2412	YAL015C, YOL043C
256	OG0000256	-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-gi|1002318534|dbj|BCIP01000027.1|-processed-gene-2.138&CDS=1-2163	YIL113W, YNL053W
257	OG0000257	-snap-gene-2.7-mRNA-1_1&gene=maker-gi|1002318534|dbj|BCIP01000027.1|-snap-gene-2.7&CDS=1-2091	YLR287C-A, YOR182C
258	OG0000258	-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-gi|1002318551|dbj|BCIP01000010.1|-processed-gene-3.52&CDS=1-1026, -snap-gene-2.8-mRNA-1_1&gene=maker-gi|1002318534|dbj|BCIP01000027.1|-snap-gene-2.8&CDS=1-3051	YLR290C
259	OG0000259	-processed-gene-2.123-mRNA-1_1&gene=augustus_masked-gi|1002318534|dbj|BCIP01000027.1|-processed-gene-2.123&CDS=1-201	YLR264W, YOR167C
260	OG0000260	-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-gi|1002318535|dbj|BCIP01000026.1|-processed-gene-0.32&CDS=1-2868	YMR237W, YOR299W
261	OG0000261	-processed-gene-0.8-mRNA-1_1&gene=genemark-gi|1002318535|dbj|BCIP01000026.1|-processed-gene-0.8&CDS=1-867	YDR287W, YHR046C
262	OG0000262	-processed-gene-1.77-mRNA-1_1&gene=genemark-gi|1002318535|dbj|BCIP01000026.1|-processed-gene-1.77&CDS=1-4230	YJR127C, YML081W
263	OG0000263	-processed-gene-1.66-mRNA-1_1&gene=genemark-gi|1002318535|dbj|BCIP01000026.1|-processed-gene-1.66&CDS=1-2373	YJL082W, YKR018C
264	OG0000264	-processed-gene-1.70-mRNA-1_1&gene=genemark-gi|1002318535|dbj|BCIP01000026.1|-processed-gene-1.70&CDS=1-1374	YBR042C, YDR018C
265	OG0000265	-processed-gene-2.1-mRNA-1_1&gene=genemark-gi|1002318535|dbj|BCIP01000026.1|-processed-gene-2.1&CDS=1-3684	YDR389W, YOR134W
266	OG0000266	-processed-gene-2.33-mRNA-1_1&gene=genemark-gi|1002318535|dbj|BCIP01000026.1|-processed-gene-2.33&CDS=1-1500	YOR231W, YPL140C
267	OG0000267	-processed-gene-2.13-mRNA-1_1&gene=genemark-gi|1002318535|dbj|BCIP01000026.1|-processed-gene-2.13&CDS=1-1125, -processed-gene-4.42-mRNA-1_1&gene=augustus_masked-gi|1002318549|dbj|BCIP01000012.1|-processed-gene-4.42&CDS=1-648	YKR066C
268	OG0000268	-processed-gene-2.14-mRNA-1_1&gene=genemark-gi|1002318535|dbj|BCIP01000026.1|-processed-gene-2.14&CDS=1-1989	YDR247W, YPL026C
269	OG0000269	-processed-gene-0.46-mRNA-1_1&gene=genemark-gi|1002318536|dbj|BCIP01000025.1|-processed-gene-0.46&CDS=1-1941, -processed-gene-4.109-mRNA-1_1&gene=genemark-gi|1002318560|dbj|BCIP01000001.1|-processed-gene-4.109&CDS=1-1605	YPR065W
270	OG0000270	-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-gi|1002318536|dbj|BCIP01000025.1|-processed-gene-0.3&CDS=1-1611	YDR348C, YHR097C
271	OG0000271	-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-gi|1002318536|dbj|BCIP01000025.1|-processed-gene-0.21&CDS=1-2340, -processed-gene-0.43-mRNA-1_1&gene=snap_masked-gi|1002318536|dbj|BCIP01000025.1|-processed-gene-0.43&CDS=1-1764	YNR063W
272	OG0000272	-processed-gene-1.13-mRNA-1_1&gene=genemark-gi|1002318536|dbj|BCIP01000025.1|-processed-gene-1.13&CDS=1-1563	YDL127W, YDL179W
273	OG0000273	-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-gi|1002318536|dbj|BCIP01000025.1|-processed-gene-2.76&CDS=1-555	YMR242C, YOR312C
274	OG0000274	-processed-gene-2.44-mRNA-1_1&gene=genemark-gi|1002318536|dbj|BCIP01000025.1|-processed-gene-2.44&CDS=1-4173	YDR379W, YOR127W
275	OG0000275	-processed-gene-2.65-mRNA-1_1&gene=genemark-gi|1002318536|dbj|BCIP01000025.1|-processed-gene-2.65&CDS=1-762, -processed-gene-4.11-mRNA-1_1&gene=genemark-gi|1002318556|dbj|BCIP01000005.1|-processed-gene-4.11&CDS=1-786	YNL010W
276	OG0000276	-processed-gene-0.1-mRNA-1_1&gene=genemark-gi|1002318537|dbj|BCIP01000024.1|-processed-gene-0.1&CDS=1-585, -processed-gene-0.71-mRNA-1_1&gene=genemark-gi|1002318558|dbj|BCIP01000003.1|-processed-gene-0.71&CDS=1-585	YNR018W
277	OG0000277	-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-gi|1002318537|dbj|BCIP01000024.1|-processed-gene-0.35&CDS=1-1104	YLL012W, YLR020C
278	OG0000278	-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-gi|1002318537|dbj|BCIP01000024.1|-processed-gene-0.27&CDS=1-519	YGR085C, YPR102C
279	OG0000279	-snap-gene-2.1-mRNA-1_1&gene=maker-gi|1002318540|dbj|BCIP01000021.1|-snap-gene-2.1&CDS=1-3939, -snap-gene-2.57-mRNA-1_1&gene=maker-gi|1002318537|dbj|BCIP01000024.1|-snap-gene-2.57&CDS=1-2223	YPR127W
280	OG0000280	-processed-gene-2.23-mRNA-1_1&gene=genemark-gi|1002318537|dbj|BCIP01000024.1|-processed-gene-2.23&CDS=1-2721	YOR256C, YPL176C
281	OG0000281	-processed-gene-0.10-mRNA-1_1&gene=genemark-gi|1002318538|dbj|BCIP01000023.1|-processed-gene-0.10&CDS=1-3165	YBL106C, YPR032W
282	OG0000282	-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-gi|1002318538|dbj|BCIP01000023.1|-processed-gene-1.26&CDS=1-381	YGR034W, YLR344W
283	OG0000283	-processed-gene-2.11-mRNA-1_1&gene=genemark-gi|1002318538|dbj|BCIP01000023.1|-processed-gene-2.11&CDS=1-738	YER031C, YGL210W
284	OG0000284	-processed-gene-2.40-mRNA-1_1&gene=genemark-gi|1002318538|dbj|BCIP01000023.1|-processed-gene-2.40&CDS=1-1674	YIR031C, YNL117W
285	OG0000285	-processed-gene-2.18-mRNA-1_1&gene=genemark-gi|1002318538|dbj|BCIP01000023.1|-processed-gene-2.18&CDS=1-2505	YBR294W, YLR092W
286	OG0000286	-processed-gene-2.21-mRNA-1_1&gene=genemark-gi|1002318538|dbj|BCIP01000023.1|-processed-gene-2.21&CDS=1-384	YHR132W-A, YNL157W
287	OG0000287	-processed-gene-2.120-mRNA-1_1&gene=snap_masked-gi|1002318538|dbj|BCIP01000023.1|-processed-gene-2.120&CDS=1-987	YHR133C, YNL156C
288	OG0000288	-processed-gene-0.74-mRNA-1_1&gene=snap_masked-gi|1002318539|dbj|BCIP01000022.1|-processed-gene-0.74&CDS=1-1581	YBR214W, YGL056C
289	OG0000289	-processed-gene-1.11-mRNA-1_1&gene=genemark-gi|1002318539|dbj|BCIP01000022.1|-processed-gene-1.11&CDS=1-315	YER019C-A, YER087C-B
